context: Chikusei-so response:	4/29 Tokyo Sport Uni Track Meet!!
context: but first, I want you to feel what it means to race.\We don't have that kind of time.\It's your first race. Let's all have fun.\Let's go.\Oh, right.\The mountains of Hakone are?\The steepest in the world! Let's go!\Someone answer him. response:	Have fun? Aren't you being naIve?
context: We don't have that kind of time.\It's your first race. Let's all have fun.\Let's go.\Oh, right.\The mountains of Hakone are?\The steepest in the world! Let's go!\Someone answer him.\Have fun? Aren't you being naIve? response:	Sorry, but today, I'll be watching to see...
context: It's your first race. Let's all have fun.\Let's go.\Oh, right.\The mountains of Hakone are?\The steepest in the world! Let's go!\Someone answer him.\Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see... response:	just how well the others can run.
context: Let's go.\Oh, right.\The mountains of Hakone are?\The steepest in the world! Let's go!\Someone answer him.\Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see...\just how well the others can run. response:	Hello.
context: Oh, right.\The mountains of Hakone are?\The steepest in the world! Let's go!\Someone answer him.\Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see...\just how well the others can run.\Hello. response:	On your marks!
context: The mountains of Hakone are?\The steepest in the world! Let's go!\Someone answer him.\Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see...\just how well the others can run.\Hello.\On your marks! response:	On your marks!
context: The steepest in the world! Let's go!\Someone answer him.\Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see...\just how well the others can run.\Hello.\On your marks!\On your marks! response:	What's your problem?
context: Someone answer him.\Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see...\just how well the others can run.\Hello.\On your marks!\On your marks!\What's your problem? response:	Wow! He ran ahead.
context: Have fun? Aren't you being naIve?\Sorry, but today, I'll be watching to see...\just how well the others can run.\Hello.\On your marks!\On your marks!\What's your problem?\Wow! He ran ahead. response:	Boso Uni's Manas, right?
context: Sorry, but today, I'll be watching to see...\just how well the others can run.\Hello.\On your marks!\On your marks!\What's your problem?\Wow! He ran ahead.\Boso Uni's Manas, right? response:	Guys get drawn ahead by his speed and screw up their pace.
context: just how well the others can run.\Hello.\On your marks!\On your marks!\What's your problem?\Wow! He ran ahead.\Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace. response:	The group's starting to stretch out.
context: Hello.\On your marks!\On your marks!\What's your problem?\Wow! He ran ahead.\Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out. response:	Do you not need to?
context: On your marks!\On your marks!\What's your problem?\Wow! He ran ahead.\Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out.\Do you not need to? response:	Reality is harsher than that, right?
context: On your marks!\What's your problem?\Wow! He ran ahead.\Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out.\Do you not need to?\Reality is harsher than that, right? response:	Someone's catching up on the outside.
context: What's your problem?\Wow! He ran ahead.\Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out.\Do you not need to?\Reality is harsher than that, right?\Someone's catching up on the outside. response:	What university is he from?
context: Wow! He ran ahead.\Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out.\Do you not need to?\Reality is harsher than that, right?\Someone's catching up on the outside.\What university is he from? response:	I don't recognize his uniform.
context: Boso Uni's Manas, right?\Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out.\Do you not need to?\Reality is harsher than that, right?\Someone's catching up on the outside.\What university is he from?\I don't recognize his uniform. response:	Says he's from Kansei Uni.
context: Guys get drawn ahead by his speed and screw up their pace.\The group's starting to stretch out.\Do you not need to?\Reality is harsher than that, right?\Someone's catching up on the outside.\What university is he from?\I don't recognize his uniform.\Says he's from Kansei Uni. response:	Hey, there's another one!
context: The group's starting to stretch out.\Do you not need to?\Reality is harsher than that, right?\Someone's catching up on the outside.\What university is he from?\I don't recognize his uniform.\Says he's from Kansei Uni.\Hey, there's another one! response:	No, he's being lapped!
context: Do you not need to?\Reality is harsher than that, right?\Someone's catching up on the outside.\What university is he from?\I don't recognize his uniform.\Says he's from Kansei Uni.\Hey, there's another one!\No, he's being lapped! response:	You can't be serious!
context: Reality is harsher than that, right?\Someone's catching up on the outside.\What university is he from?\I don't recognize his uniform.\Says he's from Kansei Uni.\Hey, there's another one!\No, he's being lapped!\You can't be serious! response:	It's only the second lap!
context: Someone's catching up on the outside.\What university is he from?\I don't recognize his uniform.\Says he's from Kansei Uni.\Hey, there's another one!\No, he's being lapped!\You can't be serious!\It's only the second lap! response:	He's from Kansei Uni, too.
context: What university is he from?\I don't recognize his uniform.\Says he's from Kansei Uni.\Hey, there's another one!\No, he's being lapped!\You can't be serious!\It's only the second lap!\He's from Kansei Uni, too. response:	They've got a crazy lineup.
context: I don't recognize his uniform.\Says he's from Kansei Uni.\Hey, there's another one!\No, he's being lapped!\You can't be serious!\It's only the second lap!\He's from Kansei Uni, too.\They've got a crazy lineup. response:	Hey, he caught up!
context: Says he's from Kansei Uni.\Hey, there's another one!\No, he's being lapped!\You can't be serious!\It's only the second lap!\He's from Kansei Uni, too.\They've got a crazy lineup.\Hey, he caught up! response:	Wow!
context: Hey, there's another one!\No, he's being lapped!\You can't be serious!\It's only the second lap!\He's from Kansei Uni, too.\They've got a crazy lineup.\Hey, he caught up!\Wow! response:	They're neck and neck!
context: No, he's being lapped!\You can't be serious!\It's only the second lap!\He's from Kansei Uni, too.\They've got a crazy lineup.\Hey, he caught up!\Wow!\They're neck and neck! response:	Is he challenging Manas?!
context: You can't be serious!\It's only the second lap!\He's from Kansei Uni, too.\They've got a crazy lineup.\Hey, he caught up!\Wow!\They're neck and neck!\Is he challenging Manas?! response:	It's too soon!
context: It's only the second lap!\He's from Kansei Uni, too.\They've got a crazy lineup.\Hey, he caught up!\Wow!\They're neck and neck!\Is he challenging Manas?!\It's too soon! response:	They've got two more laps. Is he suicidal?
context: He's from Kansei Uni, too.\They've got a crazy lineup.\Hey, he caught up!\Wow!\They're neck and neck!\Is he challenging Manas?!\It's too soon!\They've got two more laps. Is he suicidal? response:	He's on another level.
context: They've got a crazy lineup.\Hey, he caught up!\Wow!\They're neck and neck!\Is he challenging Manas?!\It's too soon!\They've got two more laps. Is he suicidal?\He's on another level. response:	Are you all right?
context: Hey, he caught up!\Wow!\They're neck and neck!\Is he challenging Manas?!\It's too soon!\They've got two more laps. Is he suicidal?\He's on another level.\Are you all right? response:	Would you like to drop out?
context: Wow!\They're neck and neck!\Is he challenging Manas?!\It's too soon!\They've got two more laps. Is he suicidal?\He's on another level.\Are you all right?\Would you like to drop out? response:	Here. You're dehydrated, right?
context: They're neck and neck!\Is he challenging Manas?!\It's too soon!\They've got two more laps. Is he suicidal?\He's on another level.\Are you all right?\Would you like to drop out?\Here. You're dehydrated, right? response:	This is how I always run.
context: Is he challenging Manas?!\It's too soon!\They've got two more laps. Is he suicidal?\He's on another level.\Are you all right?\Would you like to drop out?\Here. You're dehydrated, right?\This is how I always run. response:	What?
context: It's too soon!\They've got two more laps. Is he suicidal?\He's on another level.\Are you all right?\Would you like to drop out?\Here. You're dehydrated, right?\This is how I always run.\What? response:	I'm not a hamster.
context: They've got two more laps. Is he suicidal?\He's on another level.\Are you all right?\Would you like to drop out?\Here. You're dehydrated, right?\This is how I always run.\What?\I'm not a hamster. response:	Why do I keep running around and around and around and...
context: He's on another level.\Are you all right?\Would you like to drop out?\Here. You're dehydrated, right?\This is how I always run.\What?\I'm not a hamster.\Why do I keep running around and around and around and... response:	Is this all?
context: Are you all right?\Would you like to drop out?\Here. You're dehydrated, right?\This is how I always run.\What?\I'm not a hamster.\Why do I keep running around and around and around and...\Is this all? response:	I can do it.
context: Would you like to drop out?\Here. You're dehydrated, right?\This is how I always run.\What?\I'm not a hamster.\Why do I keep running around and around and around and...\Is this all?\I can do it. response:	He can go faster?
context: Here. You're dehydrated, right?\This is how I always run.\What?\I'm not a hamster.\Why do I keep running around and around and around and...\Is this all?\I can do it.\He can go faster? response:	Don't lose your form.
context: This is how I always run.\What?\I'm not a hamster.\Why do I keep running around and around and around and...\Is this all?\I can do it.\He can go faster?\Don't lose your form. response:	Speed up your rotations.
context: What?\I'm not a hamster.\Why do I keep running around and around and around and...\Is this all?\I can do it.\He can go faster?\Don't lose your form.\Speed up your rotations. response:	Faster!
context: I'm not a hamster.\Why do I keep running around and around and around and...\Is this all?\I can do it.\He can go faster?\Don't lose your form.\Speed up your rotations.\Faster! response:	It's Fujioka!
context: Why do I keep running around and around and around and...\Is this all?\I can do it.\He can go faster?\Don't lose your form.\Speed up your rotations.\Faster!\It's Fujioka! response:	He's coming! He's coming!
context: Is this all?\I can do it.\He can go faster?\Don't lose your form.\Speed up your rotations.\Faster!\It's Fujioka!\He's coming! He's coming! response:	He's five meters ahead!
context: I can do it.\He can go faster?\Don't lose your form.\Speed up your rotations.\Faster!\It's Fujioka!\He's coming! He's coming!\He's five meters ahead! response:	You can do it!
context: He can go faster?\Don't lose your form.\Speed up your rotations.\Faster!\It's Fujioka!\He's coming! He's coming!\He's five meters ahead!\You can do it! response:	Last lap!
context: Don't lose your form.\Speed up your rotations.\Faster!\It's Fujioka!\He's coming! He's coming!\He's five meters ahead!\You can do it!\Last lap! response:	Last!
context: Speed up your rotations.\Faster!\It's Fujioka!\He's coming! He's coming!\He's five meters ahead!\You can do it!\Last lap!\Last! response:	Lap!
context: Faster!\It's Fujioka!\He's coming! He's coming!\He's five meters ahead!\You can do it!\Last lap!\Last!\Lap! response:	Manas is getting ahead!
context: It's Fujioka!\He's coming! He's coming!\He's five meters ahead!\You can do it!\Last lap!\Last!\Lap!\Manas is getting ahead! response:	Fujioka!
context: He's coming! He's coming!\He's five meters ahead!\You can do it!\Last lap!\Last!\Lap!\Manas is getting ahead!\Fujioka! response:	Go!
context: He's five meters ahead!\You can do it!\Last lap!\Last!\Lap!\Manas is getting ahead!\Fujioka!\Go! response:	Are you sure you didn't finish too quickly?
context: You can do it!\Last lap!\Last!\Lap!\Manas is getting ahead!\Fujioka!\Go!\Are you sure you didn't finish too quickly? response:	You've gotta hold back a little.
context: Last lap!\Last!\Lap!\Manas is getting ahead!\Fujioka!\Go!\Are you sure you didn't finish too quickly?\You've gotta hold back a little. response:	I'm just getting started.
context: Last!\Lap!\Manas is getting ahead!\Fujioka!\Go!\Are you sure you didn't finish too quickly?\You've gotta hold back a little.\I'm just getting started. response:	When's your next race?
context: Lap!\Manas is getting ahead!\Fujioka!\Go!\Are you sure you didn't finish too quickly?\You've gotta hold back a little.\I'm just getting started.\When's your next race? response:	I'm focusing on intercollegiate races.
context: Manas is getting ahead!\Fujioka!\Go!\Are you sure you didn't finish too quickly?\You've gotta hold back a little.\I'm just getting started.\When's your next race?\I'm focusing on intercollegiate races. response:	I'll be skipping future meets.
context: Fujioka!\Go!\Are you sure you didn't finish too quickly?\You've gotta hold back a little.\I'm just getting started.\When's your next race?\I'm focusing on intercollegiate races.\I'll be skipping future meets. response:	Now that's some composure.
context: Go!\Are you sure you didn't finish too quickly?\You've gotta hold back a little.\I'm just getting started.\When's your next race?\I'm focusing on intercollegiate races.\I'll be skipping future meets.\Now that's some composure. response:	We're looking forward to it.
context: Are you sure you didn't finish too quickly?\You've gotta hold back a little.\I'm just getting started.\When's your next race?\I'm focusing on intercollegiate races.\I'll be skipping future meets.\Now that's some composure.\We're looking forward to it. response:	Thank you.
context: You've gotta hold back a little.\I'm just getting started.\When's your next race?\I'm focusing on intercollegiate races.\I'll be skipping future meets.\Now that's some composure.\We're looking forward to it.\Thank you. response:	Kurahara Kakeru.
context: I'm just getting started.\When's your next race?\I'm focusing on intercollegiate races.\I'll be skipping future meets.\Now that's some composure.\We're looking forward to it.\Thank you.\Kurahara Kakeru. response:	I remember that name.
context: When's your next race?\I'm focusing on intercollegiate races.\I'll be skipping future meets.\Now that's some composure.\We're looking forward to it.\Thank you.\Kurahara Kakeru.\I remember that name. response:	There was a fast runner at a high school in Sendai.
context: I'm focusing on intercollegiate races.\I'll be skipping future meets.\Now that's some composure.\We're looking forward to it.\Thank you.\Kurahara Kakeru.\I remember that name.\There was a fast runner at a high school in Sendai. response:	That must've been you.
context: I'll be skipping future meets.\Now that's some composure.\We're looking forward to it.\Thank you.\Kurahara Kakeru.\I remember that name.\There was a fast runner at a high school in Sendai.\That must've been you. response:	It's an interesting team. One Kiyose would put together.
context: Now that's some composure.\We're looking forward to it.\Thank you.\Kurahara Kakeru.\I remember that name.\There was a fast runner at a high school in Sendai.\That must've been you.\It's an interesting team. One Kiyose would put together. response:	Last spurt! Dig deep!
context: We're looking forward to it.\Thank you.\Kurahara Kakeru.\I remember that name.\There was a fast runner at a high school in Sendai.\That must've been you.\It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep! response:	Watch out for him.
context: Thank you.\Kurahara Kakeru.\I remember that name.\There was a fast runner at a high school in Sendai.\That must've been you.\It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep!\Watch out for him. response:	What?
context: Kurahara Kakeru.\I remember that name.\There was a fast runner at a high school in Sendai.\That must've been you.\It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep!\Watch out for him.\What? response:	On Kiyose.
context: I remember that name.\There was a fast runner at a high school in Sendai.\That must've been you.\It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep!\Watch out for him.\What?\On Kiyose. response:	In top condition, he's better than that.
context: There was a fast runner at a high school in Sendai.\That must've been you.\It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep!\Watch out for him.\What?\On Kiyose.\In top condition, he's better than that. response:	Lead the team with him.
context: That must've been you.\It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep!\Watch out for him.\What?\On Kiyose.\In top condition, he's better than that.\Lead the team with him. response:	With him?
context: It's an interesting team. One Kiyose would put together.\Last spurt! Dig deep!\Watch out for him.\What?\On Kiyose.\In top condition, he's better than that.\Lead the team with him.\With him? response:	Aren't you going for Hakone?
context: Last spurt! Dig deep!\Watch out for him.\What?\On Kiyose.\In top condition, he's better than that.\Lead the team with him.\With him?\Aren't you going for Hakone? response:	Good job, guys. You did well.
context: Watch out for him.\What?\On Kiyose.\In top condition, he's better than that.\Lead the team with him.\With him?\Aren't you going for Hakone?\Good job, guys. You did well. response:	Musa, Joji, and Jota finished around seventeen minutes.
context: What?\On Kiyose.\In top condition, he's better than that.\Lead the team with him.\With him?\Aren't you going for Hakone?\Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes. response:	Shindo and Yuki finished around eighteen minutes.
context: On Kiyose.\In top condition, he's better than that.\Lead the team with him.\With him?\Aren't you going for Hakone?\Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes. response:	Once you're used to races, you'll reach sixteen minutes eventually.
context: In top condition, he's better than that.\Lead the team with him.\With him?\Aren't you going for Hakone?\Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually. response:	Nico-chan Senpai and King, it's well within your grasp, too.
context: Lead the team with him.\With him?\Aren't you going for Hakone?\Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too. response:	You shouldn't be disappointed.
context: With him?\Aren't you going for Hakone?\Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed. response:	What about this guy, then?
context: Aren't you going for Hakone?\Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed.\What about this guy, then? response:	Not a single other person finished in thirty minutes.
context: Good job, guys. You did well.\Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed.\What about this guy, then?\Not a single other person finished in thirty minutes. response:	They nearly forced him to stop running.
context: Musa, Joji, and Jota finished around seventeen minutes.\Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed.\What about this guy, then?\Not a single other person finished in thirty minutes.\They nearly forced him to stop running. response:	No one except Kakeru and Haiji achieved an official record.
context: Shindo and Yuki finished around eighteen minutes.\Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed.\What about this guy, then?\Not a single other person finished in thirty minutes.\They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record. response:	It's like we can't compete with them.
context: Once you're used to races, you'll reach sixteen minutes eventually.\Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed.\What about this guy, then?\Not a single other person finished in thirty minutes.\They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them. response:	That Tokyo Sport Uni guy called us stupid.
context: Nico-chan Senpai and King, it's well within your grasp, too.\You shouldn't be disappointed.\What about this guy, then?\Not a single other person finished in thirty minutes.\They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid. response:	Where's their sportsmanship?
context: You shouldn't be disappointed.\What about this guy, then?\Not a single other person finished in thirty minutes.\They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship? response:	Well, this is reality.
context: What about this guy, then?\Not a single other person finished in thirty minutes.\They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship?\Well, this is reality. response:	We knew this.
context: Not a single other person finished in thirty minutes.\They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship?\Well, this is reality.\We knew this. response:	We knew all of this.
context: They nearly forced him to stop running.\No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship?\Well, this is reality.\We knew this.\We knew all of this. response:	Why do you care? You met the goal.
context: No one except Kakeru and Haiji achieved an official record.\It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship?\Well, this is reality.\We knew this.\We knew all of this.\Why do you care? You met the goal. response:	Yeah.
context: It's like we can't compete with them.\That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship?\Well, this is reality.\We knew this.\We knew all of this.\Why do you care? You met the goal.\Yeah. response:	It doesn't matter how good my time is!
context: That Tokyo Sport Uni guy called us stupid.\Where's their sportsmanship?\Well, this is reality.\We knew this.\We knew all of this.\Why do you care? You met the goal.\Yeah.\It doesn't matter how good my time is! response:	How many times do I have to say it?!
context: Where's their sportsmanship?\Well, this is reality.\We knew this.\We knew all of this.\Why do you care? You met the goal.\Yeah.\It doesn't matter how good my time is!\How many times do I have to say it?! response:	Kakeru.
context: Well, this is reality.\We knew this.\We knew all of this.\Why do you care? You met the goal.\Yeah.\It doesn't matter how good my time is!\How many times do I have to say it?!\Kakeru. response:	Next time: Dangerous Character.
context: We knew this.\We knew all of this.\Why do you care? You met the goal.\Yeah.\It doesn't matter how good my time is!\How many times do I have to say it?!\Kakeru.\Next time: Dangerous Character. response:	Next time: Dangerous Character
