context: Hey! Come one, come all! response:	Cigarettes
context: Why is he so drunk?\He was suspected of tryin' to kidnap a child in broad daylight,\so they lectured him good at the village meetin'...\That is correct, sir!\But every time folks gather, it turns into a drinkin' party.\No, I am truly sorry!\Ah, now I get it...\Handa! response:	I've been... so very worried about you.
context: He was suspected of tryin' to kidnap a child in broad daylight,\so they lectured him good at the village meetin'...\That is correct, sir!\But every time folks gather, it turns into a drinkin' party.\No, I am truly sorry!\Ah, now I get it...\Handa!\I've been... so very worried about you. response:	A city boy like you, living in such a rural area...
context: so they lectured him good at the village meetin'...\That is correct, sir!\But every time folks gather, it turns into a drinkin' party.\No, I am truly sorry!\Ah, now I get it...\Handa!\I've been... so very worried about you.\A city boy like you, living in such a rural area... response:	What, you're crying now?
context: That is correct, sir!\But every time folks gather, it turns into a drinkin' party.\No, I am truly sorry!\Ah, now I get it...\Handa!\I've been... so very worried about you.\A city boy like you, living in such a rural area...\What, you're crying now? response:	I was just so, so worried...
context: But every time folks gather, it turns into a drinkin' party.\No, I am truly sorry!\Ah, now I get it...\Handa!\I've been... so very worried about you.\A city boy like you, living in such a rural area...\What, you're crying now?\I was just so, so worried... response:	Kawafuji...
context: No, I am truly sorry!\Ah, now I get it...\Handa!\I've been... so very worried about you.\A city boy like you, living in such a rural area...\What, you're crying now?\I was just so, so worried...\Kawafuji... response:	You care that much about me?
context: Ah, now I get it...\Handa!\I've been... so very worried about you.\A city boy like you, living in such a rural area...\What, you're crying now?\I was just so, so worried...\Kawafuji...\You care that much about me? response:	My Friend, Handa!
context: Handa!\I've been... so very worried about you.\A city boy like you, living in such a rural area...\What, you're crying now?\I was just so, so worried...\Kawafuji...\You care that much about me?\My Friend, Handa! response:	My Friend, Kawafuji!
context: I've been... so very worried about you.\A city boy like you, living in such a rural area...\What, you're crying now?\I was just so, so worried...\Kawafuji...\You care that much about me?\My Friend, Handa!\My Friend, Kawafuji! response:	My Friend Forever!
context: A city boy like you, living in such a rural area...\What, you're crying now?\I was just so, so worried...\Kawafuji...\You care that much about me?\My Friend, Handa!\My Friend, Kawafuji!\My Friend Forever! response:	Kawafuji!
context: What, you're crying now?\I was just so, so worried...\Kawafuji...\You care that much about me?\My Friend, Handa!\My Friend, Kawafuji!\My Friend Forever!\Kawafuji! response:	Handa...
context: I was just so, so worried...\Kawafuji...\You care that much about me?\My Friend, Handa!\My Friend, Kawafuji!\My Friend Forever!\Kawafuji!\Handa... response:	Why, you!
context: Kawafuji...\You care that much about me?\My Friend, Handa!\My Friend, Kawafuji!\My Friend Forever!\Kawafuji!\Handa...\Why, you! response:	How dare you ignore my calls?!
context: You care that much about me?\My Friend, Handa!\My Friend, Kawafuji!\My Friend Forever!\Kawafuji!\Handa...\Why, you!\How dare you ignore my calls?! response:	Are you fake?! A false friend?!
context: My Friend, Handa!\My Friend, Kawafuji!\My Friend Forever!\Kawafuji!\Handa...\Why, you!\How dare you ignore my calls?!\Are you fake?! A false friend?! response:	Sorry! My cell phone's broken.
context: My Friend, Kawafuji!\My Friend Forever!\Kawafuji!\Handa...\Why, you!\How dare you ignore my calls?!\Are you fake?! A false friend?!\Sorry! My cell phone's broken. response:	Screw that! Find some other way to reach me!
context: My Friend Forever!\Kawafuji!\Handa...\Why, you!\How dare you ignore my calls?!\Are you fake?! A false friend?!\Sorry! My cell phone's broken.\Screw that! Find some other way to reach me! response:	Well... I thought you'd be able to make it here...
context: Kawafuji!\Handa...\Why, you!\How dare you ignore my calls?!\Are you fake?! A false friend?!\Sorry! My cell phone's broken.\Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here... response:	You forget how inconvenient the countryside is!
context: Handa...\Why, you!\How dare you ignore my calls?!\Are you fake?! A false friend?!\Sorry! My cell phone's broken.\Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is! response:	Why are you throwing up?!
context: Why, you!\How dare you ignore my calls?!\Are you fake?! A false friend?!\Sorry! My cell phone's broken.\Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is!\Why are you throwing up?! response:	Was it tough coming here from Tokyo?
context: How dare you ignore my calls?!\Are you fake?! A false friend?!\Sorry! My cell phone's broken.\Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is!\Why are you throwing up?!\Was it tough coming here from Tokyo? response:	With layovers, the flight took about three hours.
context: Are you fake?! A false friend?!\Sorry! My cell phone's broken.\Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is!\Why are you throwing up?!\Was it tough coming here from Tokyo?\With layovers, the flight took about three hours. response:	Wow. I don't know much about flying on planes.
context: Sorry! My cell phone's broken.\Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is!\Why are you throwing up?!\Was it tough coming here from Tokyo?\With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes. response:	I ain't been on one before.
context: Screw that! Find some other way to reach me!\Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is!\Why are you throwing up?!\Was it tough coming here from Tokyo?\With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes.\I ain't been on one before. response:	Haven't you guys ever been to Tokyo?
context: Well... I thought you'd be able to make it here...\You forget how inconvenient the countryside is!\Why are you throwing up?!\Was it tough coming here from Tokyo?\With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes.\I ain't been on one before.\Haven't you guys ever been to Tokyo? response:	Nope.
context: You forget how inconvenient the countryside is!\Why are you throwing up?!\Was it tough coming here from Tokyo?\With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes.\I ain't been on one before.\Haven't you guys ever been to Tokyo?\Nope. response:	I've been to Nagasaki.
context: Why are you throwing up?!\Was it tough coming here from Tokyo?\With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes.\I ain't been on one before.\Haven't you guys ever been to Tokyo?\Nope.\I've been to Nagasaki. response:	I've been to Hyougo.
context: Was it tough coming here from Tokyo?\With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes.\I ain't been on one before.\Haven't you guys ever been to Tokyo?\Nope.\I've been to Nagasaki.\I've been to Hyougo. response:	Seriously? I can't believe it.
context: With layovers, the flight took about three hours.\Wow. I don't know much about flying on planes.\I ain't been on one before.\Haven't you guys ever been to Tokyo?\Nope.\I've been to Nagasaki.\I've been to Hyougo.\Seriously? I can't believe it. response:	Sensei, we're outta konomon.
context: Wow. I don't know much about flying on planes.\I ain't been on one before.\Haven't you guys ever been to Tokyo?\Nope.\I've been to Nagasaki.\I've been to Hyougo.\Seriously? I can't believe it.\Sensei, we're outta konomon. response:	Go get more.
context: I ain't been on one before.\Haven't you guys ever been to Tokyo?\Nope.\I've been to Nagasaki.\I've been to Hyougo.\Seriously? I can't believe it.\Sensei, we're outta konomon.\Go get more. response:	Go get more?
context: Haven't you guys ever been to Tokyo?\Nope.\I've been to Nagasaki.\I've been to Hyougo.\Seriously? I can't believe it.\Sensei, we're outta konomon.\Go get more.\Go get more? response:	You think you can order your elders around?
context: Nope.\I've been to Nagasaki.\I've been to Hyougo.\Seriously? I can't believe it.\Sensei, we're outta konomon.\Go get more.\Go get more?\You think you can order your elders around? response:	It's yer house, so what's the problem?
context: I've been to Nagasaki.\I've been to Hyougo.\Seriously? I can't believe it.\Sensei, we're outta konomon.\Go get more.\Go get more?\You think you can order your elders around?\It's yer house, so what's the problem? response:	C'mon, hurry!
context: I've been to Hyougo.\Seriously? I can't believe it.\Sensei, we're outta konomon.\Go get more.\Go get more?\You think you can order your elders around?\It's yer house, so what's the problem?\C'mon, hurry! response:	You all get along very well.
context: Seriously? I can't believe it.\Sensei, we're outta konomon.\Go get more.\Go get more?\You think you can order your elders around?\It's yer house, so what's the problem?\C'mon, hurry!\You all get along very well. response:	Middle schoolers these days...
context: Sensei, we're outta konomon.\Go get more.\Go get more?\You think you can order your elders around?\It's yer house, so what's the problem?\C'mon, hurry!\You all get along very well.\Middle schoolers these days... response:	It don't seem like yer a friend of Sensei's...
context: Go get more.\Go get more?\You think you can order your elders around?\It's yer house, so what's the problem?\C'mon, hurry!\You all get along very well.\Middle schoolers these days...\It don't seem like yer a friend of Sensei's... response:	Just taggin' along with the drunk?
context: Go get more?\You think you can order your elders around?\It's yer house, so what's the problem?\C'mon, hurry!\You all get along very well.\Middle schoolers these days...\It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk? response:	I simply had to meet Handa-san.
context: You think you can order your elders around?\It's yer house, so what's the problem?\C'mon, hurry!\You all get along very well.\Middle schoolers these days...\It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk?\I simply had to meet Handa-san. response:	This is who I am.
context: It's yer house, so what's the problem?\C'mon, hurry!\You all get along very well.\Middle schoolers these days...\It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk?\I simply had to meet Handa-san.\This is who I am. response:	Kanzaki Kousuke
context: C'mon, hurry!\You all get along very well.\Middle schoolers these days...\It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk?\I simply had to meet Handa-san.\This is who I am.\Kanzaki Kousuke response:	Kanzaki Kousuke, calligrapher.
context: You all get along very well.\Middle schoolers these days...\It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk?\I simply had to meet Handa-san.\This is who I am.\Kanzaki Kousuke\Kanzaki Kousuke, calligrapher. response:	I want a card, too!
context: Middle schoolers these days...\It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk?\I simply had to meet Handa-san.\This is who I am.\Kanzaki Kousuke\Kanzaki Kousuke, calligrapher.\I want a card, too! response:	I chose this career because of my admiration for Handa-san.
context: It don't seem like yer a friend of Sensei's...\Just taggin' along with the drunk?\I simply had to meet Handa-san.\This is who I am.\Kanzaki Kousuke\Kanzaki Kousuke, calligrapher.\I want a card, too!\I chose this career because of my admiration for Handa-san. response:	Gimme one, too!
context: Just taggin' along with the drunk?\I simply had to meet Handa-san.\This is who I am.\Kanzaki Kousuke\Kanzaki Kousuke, calligrapher.\I want a card, too!\I chose this career because of my admiration for Handa-san.\Gimme one, too! response:	Wow, you look awfully young.
context: I simply had to meet Handa-san.\This is who I am.\Kanzaki Kousuke\Kanzaki Kousuke, calligrapher.\I want a card, too!\I chose this career because of my admiration for Handa-san.\Gimme one, too!\Wow, you look awfully young. response:	Me, too! Me, too! Me, too! Me, too!
context: This is who I am.\Kanzaki Kousuke\Kanzaki Kousuke, calligrapher.\I want a card, too!\I chose this career because of my admiration for Handa-san.\Gimme one, too!\Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too! response:	I am eighteen.
context: Kanzaki Kousuke\Kanzaki Kousuke, calligrapher.\I want a card, too!\I chose this career because of my admiration for Handa-san.\Gimme one, too!\Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too!\I am eighteen. response:	I often get mistaken for a middle schooler.
context: Kanzaki Kousuke, calligrapher.\I want a card, too!\I chose this career because of my admiration for Handa-san.\Gimme one, too!\Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too!\I am eighteen.\I often get mistaken for a middle schooler. response:	Yay!
context: I want a card, too!\I chose this career because of my admiration for Handa-san.\Gimme one, too!\Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too!\I am eighteen.\I often get mistaken for a middle schooler.\Yay! response:	An eighteen-year-old calligrapher?
context: I chose this career because of my admiration for Handa-san.\Gimme one, too!\Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too!\I am eighteen.\I often get mistaken for a middle schooler.\Yay!\An eighteen-year-old calligrapher? response:	Feels like I've heard that somewhere...
context: Gimme one, too!\Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too!\I am eighteen.\I often get mistaken for a middle schooler.\Yay!\An eighteen-year-old calligrapher?\Feels like I've heard that somewhere... response:	Earlier, I worked up my courage and entered the same competition as Handa-san.
context: Wow, you look awfully young.\Me, too! Me, too! Me, too! Me, too!\I am eighteen.\I often get mistaken for a middle schooler.\Yay!\An eighteen-year-old calligrapher?\Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san. response:	It was the Tokyo Kasho Exhibition.
context: Me, too! Me, too! Me, too! Me, too!\I am eighteen.\I often get mistaken for a middle schooler.\Yay!\An eighteen-year-old calligrapher?\Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition. response:	But I was so clueless,
context: I am eighteen.\I often get mistaken for a middle schooler.\Yay!\An eighteen-year-old calligrapher?\Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition.\But I was so clueless, response:	I ended up taking grand prize from the one I admired.
context: I often get mistaken for a middle schooler.\Yay!\An eighteen-year-old calligrapher?\Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition.\But I was so clueless,\I ended up taking grand prize from the one I admired. response:	I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.
context: Yay!\An eighteen-year-old calligrapher?\Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition.\But I was so clueless,\I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me. response:	Well, maybe Handa-san just wasn't really trying that time?
context: An eighteen-year-old calligrapher?\Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition.\But I was so clueless,\I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time? response:	Isn't he talking about that one?
context: Feels like I've heard that somewhere...\Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition.\But I was so clueless,\I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one? response:	From the mochi-gathering...
context: Earlier, I worked up my courage and entered the same competition as Handa-san.\It was the Tokyo Kasho Exhibition.\But I was so clueless,\I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one?\From the mochi-gathering... response:	Yeah.
context: It was the Tokyo Kasho Exhibition.\But I was so clueless,\I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one?\From the mochi-gathering...\Yeah. response:	The Second-Place Calligraphy Incident.
context: But I was so clueless,\I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one?\From the mochi-gathering...\Yeah.\The Second-Place Calligraphy Incident. response:	What's a guy like that doin', comin' to meet Sensei?
context: I ended up taking grand prize from the one I admired.\I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one?\From the mochi-gathering...\Yeah.\The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei? response:	'Cause he wanted to see him lookin' mortified?
context: I had always thought of Handa-san as above the clouds, but he suddenly felt a lot closer to me.\Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one?\From the mochi-gathering...\Yeah.\The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified? response:	If Sensei were to learn his identity...
context: Well, maybe Handa-san just wasn't really trying that time?\Isn't he talking about that one?\From the mochi-gathering...\Yeah.\The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity... response:	Is this enough konomon?
context: Isn't he talking about that one?\From the mochi-gathering...\Yeah.\The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity...\Is this enough konomon? response:	Oh! Handa-san, here's my card
context: From the mochi-gathering...\Yeah.\The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity...\Is this enough konomon?\Oh! Handa-san, here's my card response:	No!
context: Yeah.\The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity...\Is this enough konomon?\Oh! Handa-san, here's my card\No! response:	What do you mean, No?
context: The Second-Place Calligraphy Incident.\What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity...\Is this enough konomon?\Oh! Handa-san, here's my card\No!\What do you mean, No? response:	Don't we always eat this much?
context: What's a guy like that doin', comin' to meet Sensei?\'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity...\Is this enough konomon?\Oh! Handa-san, here's my card\No!\What do you mean, No?\Don't we always eat this much? response:	We didn't mean the amount...
context: 'Cause he wanted to see him lookin' mortified?\If Sensei were to learn his identity...\Is this enough konomon?\Oh! Handa-san, here's my card\No!\What do you mean, No?\Don't we always eat this much?\We didn't mean the amount... response:	Also, that's too much!
context: If Sensei were to learn his identity...\Is this enough konomon?\Oh! Handa-san, here's my card\No!\What do you mean, No?\Don't we always eat this much?\We didn't mean the amount...\Also, that's too much! response:	You're hooked on the stuff!
context: Is this enough konomon?\Oh! Handa-san, here's my card\No!\What do you mean, No?\Don't we always eat this much?\We didn't mean the amount...\Also, that's too much!\You're hooked on the stuff! response:	Handa-san, you certainly are a funny one.
context: Oh! Handa-san, here's my card\No!\What do you mean, No?\Don't we always eat this much?\We didn't mean the amount...\Also, that's too much!\You're hooked on the stuff!\Handa-san, you certainly are a funny one. response:	Hey, hey!
context: No!\What do you mean, No?\Don't we always eat this much?\We didn't mean the amount...\Also, that's too much!\You're hooked on the stuff!\Handa-san, you certainly are a funny one.\Hey, hey! response:	If he found out he lost to such an obnoxious guy...
context: What do you mean, No?\Don't we always eat this much?\We didn't mean the amount...\Also, that's too much!\You're hooked on the stuff!\Handa-san, you certainly are a funny one.\Hey, hey!\If he found out he lost to such an obnoxious guy... response:	Sensei's got so much pride...
context: Don't we always eat this much?\We didn't mean the amount...\Also, that's too much!\You're hooked on the stuff!\Handa-san, you certainly are a funny one.\Hey, hey!\If he found out he lost to such an obnoxious guy...\Sensei's got so much pride... response:	He could end up killing himself...
context: We didn't mean the amount...\Also, that's too much!\You're hooked on the stuff!\Handa-san, you certainly are a funny one.\Hey, hey!\If he found out he lost to such an obnoxious guy...\Sensei's got so much pride...\He could end up killing himself... response:	Handa-san, in that recent calli
context: Also, that's too much!\You're hooked on the stuff!\Handa-san, you certainly are a funny one.\Hey, hey!\If he found out he lost to such an obnoxious guy...\Sensei's got so much pride...\He could end up killing himself...\Handa-san, in that recent calli response:	Hey, hey, look how late it is already!
context: You're hooked on the stuff!\Handa-san, you certainly are a funny one.\Hey, hey!\If he found out he lost to such an obnoxious guy...\Sensei's got so much pride...\He could end up killing himself...\Handa-san, in that recent calli\Hey, hey, look how late it is already! response:	That's right! You better get goin'!
context: Handa-san, you certainly are a funny one.\Hey, hey!\If he found out he lost to such an obnoxious guy...\Sensei's got so much pride...\He could end up killing himself...\Handa-san, in that recent calli\Hey, hey, look how late it is already!\That's right! You better get goin'! response:	Yer stayin' at an inn, right?
context: Hey, hey!\If he found out he lost to such an obnoxious guy...\Sensei's got so much pride...\He could end up killing himself...\Handa-san, in that recent calli\Hey, hey, look how late it is already!\That's right! You better get goin'!\Yer stayin' at an inn, right? response:	We stayed at the campground last night.
context: If he found out he lost to such an obnoxious guy...\Sensei's got so much pride...\He could end up killing himself...\Handa-san, in that recent calli\Hey, hey, look how late it is already!\That's right! You better get goin'!\Yer stayin' at an inn, right?\We stayed at the campground last night. response:	Oh, I see! Then you better head back to the campin' village.
context: Sensei's got so much pride...\He could end up killing himself...\Handa-san, in that recent calli\Hey, hey, look how late it is already!\That's right! You better get goin'!\Yer stayin' at an inn, right?\We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village. response:	The road's dangerous at night.
context: He could end up killing himself...\Handa-san, in that recent calli\Hey, hey, look how late it is already!\That's right! You better get goin'!\Yer stayin' at an inn, right?\We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night. response:	Kawafuji's asleep anyway, so just spend the night here.
context: Handa-san, in that recent calli\Hey, hey, look how late it is already!\That's right! You better get goin'!\Yer stayin' at an inn, right?\We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here. response:	Can we really?!
context: Hey, hey, look how late it is already!\That's right! You better get goin'!\Yer stayin' at an inn, right?\We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here.\Can we really?! response:	Thank goodness!
context: That's right! You better get goin'!\Yer stayin' at an inn, right?\We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here.\Can we really?!\Thank goodness! response:	Go away, you!
context: Yer stayin' at an inn, right?\We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here.\Can we really?!\Thank goodness!\Go away, you! response:	I hated the campground. There were so many bugs.
context: We stayed at the campground last night.\Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here.\Can we really?!\Thank goodness!\Go away, you!\I hated the campground. There were so many bugs. response:	And there's a lot I want to talk to you about.
context: Oh, I see! Then you better head back to the campin' village.\The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here.\Can we really?!\Thank goodness!\Go away, you!\I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about. response:	What'll we do?!
context: The road's dangerous at night.\Kawafuji's asleep anyway, so just spend the night here.\Can we really?!\Thank goodness!\Go away, you!\I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about.\What'll we do?! response:	He's rarin' to spend the night!
context: Kawafuji's asleep anyway, so just spend the night here.\Can we really?!\Thank goodness!\Go away, you!\I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about.\What'll we do?!\He's rarin' to spend the night! response:	We'll have to spend the night, too, and hold him off.
context: Can we really?!\Thank goodness!\Go away, you!\I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about.\What'll we do?!\He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off. response:	But I got a college advisin' session tomorrow.
context: Thank goodness!\Go away, you!\I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about.\What'll we do?!\He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow. response:	What is it?
context: Go away, you!\I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about.\What'll we do?!\He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow.\What is it? response:	Any friend of Sensei's is a friend of mine.
context: I hated the campground. There were so many bugs.\And there's a lot I want to talk to you about.\What'll we do?!\He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow.\What is it?\Any friend of Sensei's is a friend of mine. response:	I got club myself.
context: And there's a lot I want to talk to you about.\What'll we do?!\He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow.\What is it?\Any friend of Sensei's is a friend of mine.\I got club myself. response:	Here's a token of our friendship.
context: What'll we do?!\He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow.\What is it?\Any friend of Sensei's is a friend of mine.\I got club myself.\Here's a token of our friendship. response:	What is it?
context: He's rarin' to spend the night!\We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow.\What is it?\Any friend of Sensei's is a friend of mine.\I got club myself.\Here's a token of our friendship.\What is it? response:	Filthy Monster Ball!
context: We'll have to spend the night, too, and hold him off.\But I got a college advisin' session tomorrow.\What is it?\Any friend of Sensei's is a friend of mine.\I got club myself.\Here's a token of our friendship.\What is it?\Filthy Monster Ball! response:	What've you done?!
context: But I got a college advisin' session tomorrow.\What is it?\Any friend of Sensei's is a friend of mine.\I got club myself.\Here's a token of our friendship.\What is it?\Filthy Monster Ball!\What've you done?! response:	Waaah! My precious shield bugs!
context: What is it?\Any friend of Sensei's is a friend of mine.\I got club myself.\Here's a token of our friendship.\What is it?\Filthy Monster Ball!\What've you done?!\Waaah! My precious shield bugs! response:	Don't keep weird pets!
context: Any friend of Sensei's is a friend of mine.\I got club myself.\Here's a token of our friendship.\What is it?\Filthy Monster Ball!\What've you done?!\Waaah! My precious shield bugs!\Don't keep weird pets! response:	Too loud...
context: I got club myself.\Here's a token of our friendship.\What is it?\Filthy Monster Ball!\What've you done?!\Waaah! My precious shield bugs!\Don't keep weird pets!\Too loud... response:	Damn!
context: Here's a token of our friendship.\What is it?\Filthy Monster Ball!\What've you done?!\Waaah! My precious shield bugs!\Don't keep weird pets!\Too loud...\Damn! response:	Get out!
context: What is it?\Filthy Monster Ball!\What've you done?!\Waaah! My precious shield bugs!\Don't keep weird pets!\Too loud...\Damn!\Get out! response:	Sensei, don't! If you excite them...
context: Filthy Monster Ball!\What've you done?!\Waaah! My precious shield bugs!\Don't keep weird pets!\Too loud...\Damn!\Get out!\Sensei, don't! If you excite them... response:	It stinks!
context: What've you done?!\Waaah! My precious shield bugs!\Don't keep weird pets!\Too loud...\Damn!\Get out!\Sensei, don't! If you excite them...\It stinks! response:	I tried to warn ya!
context: Waaah! My precious shield bugs!\Don't keep weird pets!\Too loud...\Damn!\Get out!\Sensei, don't! If you excite them...\It stinks!\I tried to warn ya! response:	Hiro-nii!
context: Don't keep weird pets!\Too loud...\Damn!\Get out!\Sensei, don't! If you excite them...\It stinks!\I tried to warn ya!\Hiro-nii! response:	Yeah!
context: Too loud...\Damn!\Get out!\Sensei, don't! If you excite them...\It stinks!\I tried to warn ya!\Hiro-nii!\Yeah! response:	Here!
context: Damn!\Get out!\Sensei, don't! If you excite them...\It stinks!\I tried to warn ya!\Hiro-nii!\Yeah!\Here! response:	There!
context: Get out!\Sensei, don't! If you excite them...\It stinks!\I tried to warn ya!\Hiro-nii!\Yeah!\Here!\There! response:	Usin' this, you can catch'em before they let off stink.
context: Sensei, don't! If you excite them...\It stinks!\I tried to warn ya!\Hiro-nii!\Yeah!\Here!\There!\Usin' this, you can catch'em before they let off stink. response:	You guys sure know some dicey underhanded tricks.
context: It stinks!\I tried to warn ya!\Hiro-nii!\Yeah!\Here!\There!\Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks. response:	It came in real handy here, so don't call it dicey.
context: I tried to warn ya!\Hiro-nii!\Yeah!\Here!\There!\Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey. response:	I'm sick of this!
context: Hiro-nii!\Yeah!\Here!\There!\Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey.\I'm sick of this! response:	I wanna go home!
context: Yeah!\Here!\There!\Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey.\I'm sick of this!\I wanna go home! response:	Anyhow, you really should leave for today.
context: Here!\There!\Usin' this, you can catch'em before they let off stink.\You guys sure know some dicey underhanded tricks.\It came in real handy here, so don't call it dicey.\I'm sick of this!\I wanna go home!\Anyhow, you really should leave for today. response:	The stink'll be attractin' other bugs.
