context: Heroes are powerful. response:	Heroes are lonely...
context: Then that means I turned in another sloppy performance.\Rumor has it that Arima can't hear the notes.\He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey. response:	I have no idea what lies ahead.
context: Rumor has it that Arima can't hear the notes.\He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey.\I have no idea what lies ahead. response:	But I've taken the first steps.
context: He really can't hear the notes...\But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey.\I have no idea what lies ahead.\But I've taken the first steps. response:	We're still in the middle of our journey.
context: But I wasn't slacking at all. I practiced till I passed out. I gave my all.\You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey.\I have no idea what lies ahead.\But I've taken the first steps.\We're still in the middle of our journey. response:	That's right.
context: You're just you, no matter what.\And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey.\I have no idea what lies ahead.\But I've taken the first steps.\We're still in the middle of our journey.\That's right. response:	I'm a musician, just like you.
context: And if I still turned in a sloppy performance after all that, then...\That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey.\I have no idea what lies ahead.\But I've taken the first steps.\We're still in the middle of our journey.\That's right.\I'm a musician, just like you. response:	That's why I'm moving on.
context: That's who I am now. It's the current me, playing with everything I've got.\Mozart said, Go on a journey.\I have no idea what lies ahead.\But I've taken the first steps.\We're still in the middle of our journey.\That's right.\I'm a musician, just like you.\That's why I'm moving on. response:	That guy's changed, huh?
context: Mozart said, Go on a journey.\I have no idea what lies ahead.\But I've taken the first steps.\We're still in the middle of our journey.\That's right.\I'm a musician, just like you.\That's why I'm moving on.\That guy's changed, huh? response:	I'll bet he's found it. A reason to play.
context: I have no idea what lies ahead.\But I've taken the first steps.\We're still in the middle of our journey.\That's right.\I'm a musician, just like you.\That's why I'm moving on.\That guy's changed, huh?\I'll bet he's found it. A reason to play. response:	His playing...
context: But I've taken the first steps.\We're still in the middle of our journey.\That's right.\I'm a musician, just like you.\That's why I'm moving on.\That guy's changed, huh?\I'll bet he's found it. A reason to play.\His playing... response:	For just an instant, you could see a mischievous child peering out.
context: We're still in the middle of our journey.\That's right.\I'm a musician, just like you.\That's why I'm moving on.\That guy's changed, huh?\I'll bet he's found it. A reason to play.\His playing...\For just an instant, you could see a mischievous child peering out. response:	Say something to him, Tsubaki.
context: That's right.\I'm a musician, just like you.\That's why I'm moving on.\That guy's changed, huh?\I'll bet he's found it. A reason to play.\His playing...\For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki. response:	He's depressed because he lost for the first time ever, that Kousei.
context: I'm a musician, just like you.\That's why I'm moving on.\That guy's changed, huh?\I'll bet he's found it. A reason to play.\His playing...\For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei. response:	You go talk to him! You're a man, right?
context: That's why I'm moving on.\That guy's changed, huh?\I'll bet he's found it. A reason to play.\His playing...\For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right? response:	I'm fine, okay? I'm totally cool with this.
context: That guy's changed, huh?\I'll bet he's found it. A reason to play.\His playing...\For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this. response:	R-Right!
context: I'll bet he's found it. A reason to play.\His playing...\For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this.\R-Right! response:	A competition is a sacred garden of music. It's not a place to find yourself.
context: His playing...\For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this.\R-Right!\A competition is a sacred garden of music. It's not a place to find yourself. response:	What was up with that performance? What have you been doing all this time?
context: For just an instant, you could see a mischievous child peering out.\Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this.\R-Right!\A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time? response:	I...
context: Say something to him, Tsubaki.\He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this.\R-Right!\A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time?\I... response:	A robot.
context: He's depressed because he lost for the first time ever, that Kousei.\You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this.\R-Right!\A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time?\I...\A robot. response:	The Human Metronome.
context: You go talk to him! You're a man, right?\I'm fine, okay? I'm totally cool with this.\R-Right!\A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time?\I...\A robot.\The Human Metronome. response:	His mother's puppet.
context: I'm fine, okay? I'm totally cool with this.\R-Right!\A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time?\I...\A robot.\The Human Metronome.\His mother's puppet. response:	If I'm a robot... If I'm a puppet...
context: R-Right!\A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time?\I...\A robot.\The Human Metronome.\His mother's puppet.\If I'm a robot... If I'm a puppet... response:	I'm so bitter!
context: A competition is a sacred garden of music. It's not a place to find yourself.\What was up with that performance? What have you been doing all this time?\I...\A robot.\The Human Metronome.\His mother's puppet.\If I'm a robot... If I'm a puppet...\I'm so bitter! response:	I missed my chance at becoming a star.
context: What was up with that performance? What have you been doing all this time?\I...\A robot.\The Human Metronome.\His mother's puppet.\If I'm a robot... If I'm a puppet...\I'm so bitter!\I missed my chance at becoming a star. response:	Hey... Kousei?
context: I...\A robot.\The Human Metronome.\His mother's puppet.\If I'm a robot... If I'm a puppet...\I'm so bitter!\I missed my chance at becoming a star.\Hey... Kousei? response:	What? What the...?
context: A robot.\The Human Metronome.\His mother's puppet.\If I'm a robot... If I'm a puppet...\I'm so bitter!\I missed my chance at becoming a star.\Hey... Kousei?\What? What the...? response:	What's up with these emotions? Something's moving me!
context: The Human Metronome.\His mother's puppet.\If I'm a robot... If I'm a puppet...\I'm so bitter!\I missed my chance at becoming a star.\Hey... Kousei?\What? What the...?\What's up with these emotions? Something's moving me! response:	Run!
context: His mother's puppet.\If I'm a robot... If I'm a puppet...\I'm so bitter!\I missed my chance at becoming a star.\Hey... Kousei?\What? What the...?\What's up with these emotions? Something's moving me!\Run! response:	Run!
context: If I'm a robot... If I'm a puppet...\I'm so bitter!\I missed my chance at becoming a star.\Hey... Kousei?\What? What the...?\What's up with these emotions? Something's moving me!\Run!\Run! response:	That's right. I'm the same as you, Tsubaki, Watari.
context: I'm so bitter!\I missed my chance at becoming a star.\Hey... Kousei?\What? What the...?\What's up with these emotions? Something's moving me!\Run!\Run!\That's right. I'm the same as you, Tsubaki, Watari. response:	I'm a person, just like you.
context: I missed my chance at becoming a star.\Hey... Kousei?\What? What the...?\What's up with these emotions? Something's moving me!\Run!\Run!\That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you. response:	Kousei's out of his mind!
context: Hey... Kousei?\What? What the...?\What's up with these emotions? Something's moving me!\Run!\Run!\That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you.\Kousei's out of his mind! response:	Hold up!
context: What? What the...?\What's up with these emotions? Something's moving me!\Run!\Run!\That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you.\Kousei's out of his mind!\Hold up! response:	I'm home!
context: What's up with these emotions? Something's moving me!\Run!\Run!\That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you.\Kousei's out of his mind!\Hold up!\I'm home! response:	He was extremely entertaining!
context: Run!\Run!\That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you.\Kousei's out of his mind!\Hold up!\I'm home!\He was extremely entertaining! response:	What do you mean by that comment?
context: Run!\That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you.\Kousei's out of his mind!\Hold up!\I'm home!\He was extremely entertaining!\What do you mean by that comment? response:	Details later!
context: That's right. I'm the same as you, Tsubaki, Watari.\I'm a person, just like you.\Kousei's out of his mind!\Hold up!\I'm home!\He was extremely entertaining!\What do you mean by that comment?\Details later! response:	There's a letter here for you, Kaori.
context: I'm a person, just like you.\Kousei's out of his mind!\Hold up!\I'm home!\He was extremely entertaining!\What do you mean by that comment?\Details later!\There's a letter here for you, Kaori. response:	Oh? What could it be?
context: Kousei's out of his mind!\Hold up!\I'm home!\He was extremely entertaining!\What do you mean by that comment?\Details later!\There's a letter here for you, Kaori.\Oh? What could it be? response:	I'm going to get changed. I'm drenched with sweat!
context: Hold up!\I'm home!\He was extremely entertaining!\What do you mean by that comment?\Details later!\There's a letter here for you, Kaori.\Oh? What could it be?\I'm going to get changed. I'm drenched with sweat! response:	Towa Music Competition
context: I'm home!\He was extremely entertaining!\What do you mean by that comment?\Details later!\There's a letter here for you, Kaori.\Oh? What could it be?\I'm going to get changed. I'm drenched with sweat!\Towa Music Competition response:	Kousei!
context: He was extremely entertaining!\What do you mean by that comment?\Details later!\There's a letter here for you, Kaori.\Oh? What could it be?\I'm going to get changed. I'm drenched with sweat!\Towa Music Competition\Kousei! response:	Kousei!
context: What do you mean by that comment?\Details later!\There's a letter here for you, Kaori.\Oh? What could it be?\I'm going to get changed. I'm drenched with sweat!\Towa Music Competition\Kousei!\Kousei! response:	Are you up? You've been resurrected!
context: Details later!\There's a letter here for you, Kaori.\Oh? What could it be?\I'm going to get changed. I'm drenched with sweat!\Towa Music Competition\Kousei!\Kousei!\Are you up? You've been resurrected! response:	Zombie? Zombie?
context: There's a letter here for you, Kaori.\Oh? What could it be?\I'm going to get changed. I'm drenched with sweat!\Towa Music Competition\Kousei!\Kousei!\Are you up? You've been resurrected!\Zombie? Zombie? response:	Huh? Seto-san? Good morning. What's going on?
context: Oh? What could it be?\I'm going to get changed. I'm drenched with sweat!\Towa Music Competition\Kousei!\Kousei!\Are you up? You've been resurrected!\Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on? response:	You wouldn't pick up no matter how many times I called you,
context: I'm going to get changed. I'm drenched with sweat!\Towa Music Competition\Kousei!\Kousei!\Are you up? You've been resurrected!\Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you, response:	so I'm here out of worry, you little punk!
context: Towa Music Competition\Kousei!\Kousei!\Are you up? You've been resurrected!\Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk! response:	Hey, aren't those the clothes you were wearing yesterday?
context: Kousei!\Kousei!\Are you up? You've been resurrected!\Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday? response:	Would it kill you to take a bath? The filth!
context: Kousei!\Are you up? You've been resurrected!\Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth! response:	Want me to give you a wash just like old times?
context: Are you up? You've been resurrected!\Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times? response:	Whoa! I'll wash up myself. And I'll take my clothes off myself, too!
context: Zombie? Zombie?\Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too! response:	Huh! Growing up on me, dammit!
context: Huh? Seto-san? Good morning. What's going on?\You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit! response:	You were playing all night, until you passed out, huh?
context: You wouldn't pick up no matter how many times I called you,\so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh? response:	Hiro-chan!
context: so I'm here out of worry, you little punk!\Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh?\Hiro-chan! response:	Look at you.
context: Hey, aren't those the clothes you were wearing yesterday?\Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh?\Hiro-chan!\Look at you. response:	Boys will be boys, after all.
context: Would it kill you to take a bath? The filth!\Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh?\Hiro-chan!\Look at you.\Boys will be boys, after all. response:	Here you go. Se- Hiroko-san, you take your coffee black, right?
context: Want me to give you a wash just like old times?\Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh?\Hiro-chan!\Look at you.\Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right? response:	Don't hold it where it's hot.
context: Whoa! I'll wash up myself. And I'll take my clothes off myself, too!\Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh?\Hiro-chan!\Look at you.\Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot. response:	Is Takahiko-san still away on business? Ever the free range parent, I see.
context: Huh! Growing up on me, dammit!\You were playing all night, until you passed out, huh?\Hiro-chan!\Look at you.\Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see. response:	Will milk be okay for you, Koharu-chan?
context: You were playing all night, until you passed out, huh?\Hiro-chan!\Look at you.\Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan? response:	Well, it has been two years.
context: Hiro-chan!\Look at you.\Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan?\Well, it has been two years. response:	To tell you the truth, I never thought you'd take up the piano again.
context: Look at you.\Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan?\Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again. response:	Neither did I.
context: Boys will be boys, after all.\Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan?\Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again.\Neither did I. response:	So what made you turn to the piano again?
context: Here you go. Se- Hiroko-san, you take your coffee black, right?\Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan?\Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again.\Neither did I.\So what made you turn to the piano again? response:	It's almost summer vacation.
context: Don't hold it where it's hot.\Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan?\Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again.\Neither did I.\So what made you turn to the piano again?\It's almost summer vacation. response:	Nein! There'll be no breaks for us.
context: Is Takahiko-san still away on business? Ever the free range parent, I see.\Will milk be okay for you, Koharu-chan?\Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again.\Neither did I.\So what made you turn to the piano again?\It's almost summer vacation.\Nein! There'll be no breaks for us. response:	The day before yesterday, an invitation from the Towa Hall office arrived.
context: Will milk be okay for you, Koharu-chan?\Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again.\Neither did I.\So what made you turn to the piano again?\It's almost summer vacation.\Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived. response:	An invitation?
context: Well, it has been two years.\To tell you the truth, I never thought you'd take up the piano again.\Neither did I.\So what made you turn to the piano again?\It's almost summer vacation.\Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation? response:	Towa Hall... as in that competition you and Kousei played in?
context: To tell you the truth, I never thought you'd take up the piano again.\Neither did I.\So what made you turn to the piano again?\It's almost summer vacation.\Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation?\Towa Hall... as in that competition you and Kousei played in? response:	Is that by any chance... the gala concert?
context: Neither did I.\So what made you turn to the piano again?\It's almost summer vacation.\Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation?\Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert? response:	Gala concert refers to
context: So what made you turn to the piano again?\It's almost summer vacation.\Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation?\Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert?\Gala concert refers to response:	a special performance held to commemorate something.
context: It's almost summer vacation.\Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation?\Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert?\Gala concert refers to\a special performance held to commemorate something. response:	In this case, it's a recital to mark the heights achieved by the winners
context: Nein! There'll be no breaks for us.\The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation?\Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert?\Gala concert refers to\a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners response:	and other top performers at the Towa Music Competition.
context: The day before yesterday, an invitation from the Towa Hall office arrived.\An invitation?\Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert?\Gala concert refers to\a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition. response:	Hmm, so if it were a sport, it would be like an exhibition match?
context: An invitation?\Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert?\Gala concert refers to\a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match? response:	Full marks!
context: Towa Hall... as in that competition you and Kousei played in?\Is that by any chance... the gala concert?\Gala concert refers to\a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match?\Full marks! response:	And as the promoters' choice, we've been invited.
context: Is that by any chance... the gala concert?\Gala concert refers to\a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match?\Full marks!\And as the promoters' choice, we've been invited. response:	Me, and...
context: Gala concert refers to\a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match?\Full marks!\And as the promoters' choice, we've been invited.\Me, and... response:	You.
context: a special performance held to commemorate something.\In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match?\Full marks!\And as the promoters' choice, we've been invited.\Me, and...\You. response:	So the almighty duo is back in business!
context: In this case, it's a recital to mark the heights achieved by the winners\and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match?\Full marks!\And as the promoters' choice, we've been invited.\Me, and...\You.\So the almighty duo is back in business! response:	What are you gonna do?
context: and other top performers at the Towa Music Competition.\Hmm, so if it were a sport, it would be like an exhibition match?\Full marks!\And as the promoters' choice, we've been invited.\Me, and...\You.\So the almighty duo is back in business!\What are you gonna do? response:	What will you do?
context: Hmm, so if it were a sport, it would be like an exhibition match?\Full marks!\And as the promoters' choice, we've been invited.\Me, and...\You.\So the almighty duo is back in business!\What are you gonna do?\What will you do? response:	Is our song for the gala concert set?
context: Full marks!\And as the promoters' choice, we've been invited.\Me, and...\You.\So the almighty duo is back in business!\What are you gonna do?\What will you do?\Is our song for the gala concert set? response:	Yeah.
context: And as the promoters' choice, we've been invited.\Me, and...\You.\So the almighty duo is back in business!\What are you gonna do?\What will you do?\Is our song for the gala concert set?\Yeah. response:	I want to do this one.
context: Me, and...\You.\So the almighty duo is back in business!\What are you gonna do?\What will you do?\Is our song for the gala concert set?\Yeah.\I want to do this one. response:	Huh? But this is...
context: You.\So the almighty duo is back in business!\What are you gonna do?\What will you do?\Is our song for the gala concert set?\Yeah.\I want to do this one.\Huh? But this is... response:	Kreisler's Liebesleid.
context: So the almighty duo is back in business!\What are you gonna do?\What will you do?\Is our song for the gala concert set?\Yeah.\I want to do this one.\Huh? But this is...\Kreisler's Liebesleid. response:	Love's Sorrow...
context: What are you gonna do?\What will you do?\Is our song for the gala concert set?\Yeah.\I want to do this one.\Huh? But this is...\Kreisler's Liebesleid.\Love's Sorrow... response:	Kousei...
context: What will you do?\Is our song for the gala concert set?\Yeah.\I want to do this one.\Huh? But this is...\Kreisler's Liebesleid.\Love's Sorrow...\Kousei... response:	We're playing this at the gala?
context: Is our song for the gala concert set?\Yeah.\I want to do this one.\Huh? But this is...\Kreisler's Liebesleid.\Love's Sorrow...\Kousei...\We're playing this at the gala? response:	Normally, you'd do something more major, more showy.
context: Yeah.\I want to do this one.\Huh? But this is...\Kreisler's Liebesleid.\Love's Sorrow...\Kousei...\We're playing this at the gala?\Normally, you'd do something more major, more showy. response:	This one's really subdued.
context: I want to do this one.\Huh? But this is...\Kreisler's Liebesleid.\Love's Sorrow...\Kousei...\We're playing this at the gala?\Normally, you'd do something more major, more showy.\This one's really subdued. response:	That's okay, that's okay. We're just the throw-ins, anyway.
context: Huh? But this is...\Kreisler's Liebesleid.\Love's Sorrow...\Kousei...\We're playing this at the gala?\Normally, you'd do something more major, more showy.\This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway. response:	There's no way anyone else will be playing this song,
context: Kreisler's Liebesleid.\Love's Sorrow...\Kousei...\We're playing this at the gala?\Normally, you'd do something more major, more showy.\This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song, response:	and we're bound to stand out more if we play something chill.
context: Love's Sorrow...\Kousei...\We're playing this at the gala?\Normally, you'd do something more major, more showy.\This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill. response:	These galas are all about standing out, don't you know?
context: Kousei...\We're playing this at the gala?\Normally, you'd do something more major, more showy.\This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know? response:	F Kreisler Love's Sorrow
context: We're playing this at the gala?\Normally, you'd do something more major, more showy.\This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow response:	Let's do something else. Something cooler!
context: Normally, you'd do something more major, more showy.\This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow\Let's do something else. Something cooler! response:	Sorry.
context: This one's really subdued.\That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow\Let's do something else. Something cooler!\Sorry. response:	As someone who dropped you,
context: That's okay, that's okay. We're just the throw-ins, anyway.\There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow\Let's do something else. Something cooler!\Sorry.\As someone who dropped you, response:	I don't deserve to be a violinist. I'm sorry.
context: There's no way anyone else will be playing this song,\and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow\Let's do something else. Something cooler!\Sorry.\As someone who dropped you,\I don't deserve to be a violinist. I'm sorry. response:	Please bear with me for just a little longer.
context: and we're bound to stand out more if we play something chill.\These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow\Let's do something else. Something cooler!\Sorry.\As someone who dropped you,\I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer. response:	That small back. So tiny, she looks like she'll crumble away at my touch.
context: These galas are all about standing out, don't you know?\F Kreisler Love's Sorrow\Let's do something else. Something cooler!\Sorry.\As someone who dropped you,\I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch. response:	All right.
context: F Kreisler Love's Sorrow\Let's do something else. Something cooler!\Sorry.\As someone who dropped you,\I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch.\All right. response:	Let's do this.
context: Let's do something else. Something cooler!\Sorry.\As someone who dropped you,\I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch.\All right.\Let's do this. response:	What made you turn to the piano?
context: Sorry.\As someone who dropped you,\I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch.\All right.\Let's do this.\What made you turn to the piano? response:	One day in April,
context: As someone who dropped you,\I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch.\All right.\Let's do this.\What made you turn to the piano?\One day in April, response:	I met a really weird violinist.
context: I don't deserve to be a violinist. I'm sorry.\Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch.\All right.\Let's do this.\What made you turn to the piano?\One day in April,\I met a really weird violinist. response:	Totally outrageous. Self-righteous.
context: Please bear with me for just a little longer.\That small back. So tiny, she looks like she'll crumble away at my touch.\All right.\Let's do this.\What made you turn to the piano?\One day in April,\I met a really weird violinist.\Totally outrageous. Self-righteous. response:	But the smile she shows to people she likes is angelic.
