context: Help me! response:	Help me...!
context: It's coming!\Hurry! Hurry!\What is it doing?\It's absorbing the bodies.\Of other Corpse s?\Yeah...\I've heard they're greedy.\They don't care if you're human or Corpse... response:	You said it was a fused colony.
context: Hurry! Hurry!\What is it doing?\It's absorbing the bodies.\Of other Corpse s?\Yeah...\I've heard they're greedy.\They don't care if you're human or Corpse...\You said it was a fused colony. response:	This is the first time I've seen one myself.
context: What is it doing?\It's absorbing the bodies.\Of other Corpse s?\Yeah...\I've heard they're greedy.\They don't care if you're human or Corpse...\You said it was a fused colony.\This is the first time I've seen one myself. response:	Can it be defeated?
context: It's absorbing the bodies.\Of other Corpse s?\Yeah...\I've heard they're greedy.\They don't care if you're human or Corpse...\You said it was a fused colony.\This is the first time I've seen one myself.\Can it be defeated? response:	That's why we came back for this Type 48 Cannon, right?!
context: Of other Corpse s?\Yeah...\I've heard they're greedy.\They don't care if you're human or Corpse...\You said it was a fused colony.\This is the first time I've seen one myself.\Can it be defeated?\That's why we came back for this Type 48 Cannon, right?! response:	You guys...!
context: Yeah...\I've heard they're greedy.\They don't care if you're human or Corpse...\You said it was a fused colony.\This is the first time I've seen one myself.\Can it be defeated?\That's why we came back for this Type 48 Cannon, right?!\You guys...! response:	I'm sorry.
context: I've heard they're greedy.\They don't care if you're human or Corpse...\You said it was a fused colony.\This is the first time I've seen one myself.\Can it be defeated?\That's why we came back for this Type 48 Cannon, right?!\You guys...!\I'm sorry. response:	You came... even though it's our fault that we're in this situation!
context: They don't care if you're human or Corpse...\You said it was a fused colony.\This is the first time I've seen one myself.\Can it be defeated?\That's why we came back for this Type 48 Cannon, right?!\You guys...!\I'm sorry.\You came... even though it's our fault that we're in this situation! response:	You two are just extra.
context: You said it was a fused colony.\This is the first time I've seen one myself.\Can it be defeated?\That's why we came back for this Type 48 Cannon, right?!\You guys...!\I'm sorry.\You came... even though it's our fault that we're in this situation!\You two are just extra. response:	We're only here to work because I remembered seeing this earlier.
context: This is the first time I've seen one myself.\Can it be defeated?\That's why we came back for this Type 48 Cannon, right?!\You guys...!\I'm sorry.\You came... even though it's our fault that we're in this situation!\You two are just extra.\We're only here to work because I remembered seeing this earlier. response:	That's why you can help repay us by working too.
context: Can it be defeated?\That's why we came back for this Type 48 Cannon, right?!\You guys...!\I'm sorry.\You came... even though it's our fault that we're in this situation!\You two are just extra.\We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too. response:	I know.
context: That's why we came back for this Type 48 Cannon, right?!\You guys...!\I'm sorry.\You came... even though it's our fault that we're in this situation!\You two are just extra.\We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too.\I know. response:	Hit the core?
context: You guys...!\I'm sorry.\You came... even though it's our fault that we're in this situation!\You two are just extra.\We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too.\I know.\Hit the core? response:	Yes.
context: I'm sorry.\You came... even though it's our fault that we're in this situation!\You two are just extra.\We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too.\I know.\Hit the core?\Yes. response:	That's the only way to defeat a fused colony.
context: You came... even though it's our fault that we're in this situation!\You two are just extra.\We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too.\I know.\Hit the core?\Yes.\That's the only way to defeat a fused colony. response:	There is a single Corpse inside it that's become its core.
context: You two are just extra.\We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too.\I know.\Hit the core?\Yes.\That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core. response:	If we...
context: We're only here to work because I remembered seeing this earlier.\That's why you can help repay us by working too.\I know.\Hit the core?\Yes.\That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core.\If we... response:	So we shoot through it with that Type 48 Cannon.
context: That's why you can help repay us by working too.\I know.\Hit the core?\Yes.\That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core.\If we...\So we shoot through it with that Type 48 Cannon. response:	No, that won't work.
context: I know.\Hit the core?\Yes.\That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core.\If we...\So we shoot through it with that Type 48 Cannon.\No, that won't work. response:	It will be protected by many other Corpse s.
context: Hit the core?\Yes.\That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core.\If we...\So we shoot through it with that Type 48 Cannon.\No, that won't work.\It will be protected by many other Corpse s. response:	Then what do we do?
context: Yes.\That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core.\If we...\So we shoot through it with that Type 48 Cannon.\No, that won't work.\It will be protected by many other Corpse s.\Then what do we do? response:	If we hit it with the cannon...
context: That's the only way to defeat a fused colony.\There is a single Corpse inside it that's become its core.\If we...\So we shoot through it with that Type 48 Cannon.\No, that won't work.\It will be protected by many other Corpse s.\Then what do we do?\If we hit it with the cannon... response:	That's when we strike.
context: There is a single Corpse inside it that's become its core.\If we...\So we shoot through it with that Type 48 Cannon.\No, that won't work.\It will be protected by many other Corpse s.\Then what do we do?\If we hit it with the cannon...\That's when we strike. response:	I understand.
context: If we...\So we shoot through it with that Type 48 Cannon.\No, that won't work.\It will be protected by many other Corpse s.\Then what do we do?\If we hit it with the cannon...\That's when we strike.\I understand. response:	Leave the rest to us.
context: So we shoot through it with that Type 48 Cannon.\No, that won't work.\It will be protected by many other Corpse s.\Then what do we do?\If we hit it with the cannon...\That's when we strike.\I understand.\Leave the rest to us. response:	Nameless -san, please stay here and recover.
context: No, that won't work.\It will be protected by many other Corpse s.\Then what do we do?\If we hit it with the cannon...\That's when we strike.\I understand.\Leave the rest to us.\Nameless -san, please stay here and recover. response:	I'll be the one to strike the core.
context: It will be protected by many other Corpse s.\Then what do we do?\If we hit it with the cannon...\That's when we strike.\I understand.\Leave the rest to us.\Nameless -san, please stay here and recover.\I'll be the one to strike the core. response:	Are you going to be okay?
context: Then what do we do?\If we hit it with the cannon...\That's when we strike.\I understand.\Leave the rest to us.\Nameless -san, please stay here and recover.\I'll be the one to strike the core.\Are you going to be okay? response:	I've rested enough already.
context: If we hit it with the cannon...\That's when we strike.\I understand.\Leave the rest to us.\Nameless -san, please stay here and recover.\I'll be the one to strike the core.\Are you going to be okay?\I've rested enough already. response:	I'd be too worried leaving it to you anyway.
context: That's when we strike.\I understand.\Leave the rest to us.\Nameless -san, please stay here and recover.\I'll be the one to strike the core.\Are you going to be okay?\I've rested enough already.\I'd be too worried leaving it to you anyway. response:	So I'll repay you with work too!
context: I understand.\Leave the rest to us.\Nameless -san, please stay here and recover.\I'll be the one to strike the core.\Are you going to be okay?\I've rested enough already.\I'd be too worried leaving it to you anyway.\So I'll repay you with work too! response:	Good job today!
context: Leave the rest to us.\Nameless -san, please stay here and recover.\I'll be the one to strike the core.\Are you going to be okay?\I've rested enough already.\I'd be too worried leaving it to you anyway.\So I'll repay you with work too!\Good job today! response:	That hurts...
context: Nameless -san, please stay here and recover.\I'll be the one to strike the core.\Are you going to be okay?\I've rested enough already.\I'd be too worried leaving it to you anyway.\So I'll repay you with work too!\Good job today!\That hurts... response:	I'm sorry.
context: I'll be the one to strike the core.\Are you going to be okay?\I've rested enough already.\I'd be too worried leaving it to you anyway.\So I'll repay you with work too!\Good job today!\That hurts...\I'm sorry. response:	Eh?
context: Are you going to be okay?\I've rested enough already.\I'd be too worried leaving it to you anyway.\So I'll repay you with work too!\Good job today!\That hurts...\I'm sorry.\Eh? response:	I'm sorry for saying it was good that Taro died.
context: I've rested enough already.\I'd be too worried leaving it to you anyway.\So I'll repay you with work too!\Good job today!\That hurts...\I'm sorry.\Eh?\I'm sorry for saying it was good that Taro died. response:	Anyway, I'm going to go take down that big thing.
context: I'd be too worried leaving it to you anyway.\So I'll repay you with work too!\Good job today!\That hurts...\I'm sorry.\Eh?\I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing. response:	You can do that?
context: So I'll repay you with work too!\Good job today!\That hurts...\I'm sorry.\Eh?\I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing.\You can do that? response:	Leave it to your bodyguard.
context: Good job today!\That hurts...\I'm sorry.\Eh?\I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing.\You can do that?\Leave it to your bodyguard. response:	It's coming, and it's bigger than before!
context: That hurts...\I'm sorry.\Eh?\I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing.\You can do that?\Leave it to your bodyguard.\It's coming, and it's bigger than before! response:	Launching!
context: I'm sorry.\Eh?\I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing.\You can do that?\Leave it to your bodyguard.\It's coming, and it's bigger than before!\Launching! response:	Takumi, is the cannon ready?!
context: Eh?\I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing.\You can do that?\Leave it to your bodyguard.\It's coming, and it's bigger than before!\Launching!\Takumi, is the cannon ready?! response:	We're connecting it to the boiler now!
context: I'm sorry for saying it was good that Taro died.\Anyway, I'm going to go take down that big thing.\You can do that?\Leave it to your bodyguard.\It's coming, and it's bigger than before!\Launching!\Takumi, is the cannon ready?!\We're connecting it to the boiler now! response:	Suzuki-san, go ahead!
context: Anyway, I'm going to go take down that big thing.\You can do that?\Leave it to your bodyguard.\It's coming, and it's bigger than before!\Launching!\Takumi, is the cannon ready?!\We're connecting it to the boiler now!\Suzuki-san, go ahead! response:	Okay!
context: You can do that?\Leave it to your bodyguard.\It's coming, and it's bigger than before!\Launching!\Takumi, is the cannon ready?!\We're connecting it to the boiler now!\Suzuki-san, go ahead!\Okay! response:	Finished!
context: Leave it to your bodyguard.\It's coming, and it's bigger than before!\Launching!\Takumi, is the cannon ready?!\We're connecting it to the boiler now!\Suzuki-san, go ahead!\Okay!\Finished! response:	I'm turning it!
context: It's coming, and it's bigger than before!\Launching!\Takumi, is the cannon ready?!\We're connecting it to the boiler now!\Suzuki-san, go ahead!\Okay!\Finished!\I'm turning it! response:	Hold tight!
context: Launching!\Takumi, is the cannon ready?!\We're connecting it to the boiler now!\Suzuki-san, go ahead!\Okay!\Finished!\I'm turning it!\Hold tight! response:	Fatty, make sure to draw it in until the last second.
context: Takumi, is the cannon ready?!\We're connecting it to the boiler now!\Suzuki-san, go ahead!\Okay!\Finished!\I'm turning it!\Hold tight!\Fatty, make sure to draw it in until the last second. response:	What?!
context: We're connecting it to the boiler now!\Suzuki-san, go ahead!\Okay!\Finished!\I'm turning it!\Hold tight!\Fatty, make sure to draw it in until the last second.\What?! response:	Last second?!
context: Suzuki-san, go ahead!\Okay!\Finished!\I'm turning it!\Hold tight!\Fatty, make sure to draw it in until the last second.\What?!\Last second?! response:	It's coming!
context: Okay!\Finished!\I'm turning it!\Hold tight!\Fatty, make sure to draw it in until the last second.\What?!\Last second?!\It's coming! response:	Not yet...
context: Finished!\I'm turning it!\Hold tight!\Fatty, make sure to draw it in until the last second.\What?!\Last second?!\It's coming!\Not yet... response:	Not yet.
context: I'm turning it!\Hold tight!\Fatty, make sure to draw it in until the last second.\What?!\Last second?!\It's coming!\Not yet...\Not yet. response:	That was way too early!
context: Hold tight!\Fatty, make sure to draw it in until the last second.\What?!\Last second?!\It's coming!\Not yet...\Not yet.\That was way too early! response:	Hey, give me a break!
context: Fatty, make sure to draw it in until the last second.\What?!\Last second?!\It's coming!\Not yet...\Not yet.\That was way too early!\Hey, give me a break! response:	It's my first time on this thing!
context: What?!\Last second?!\It's coming!\Not yet...\Not yet.\That was way too early!\Hey, give me a break!\It's my first time on this thing! response:	It's the Corpses! Protect the cannon!
context: Last second?!\It's coming!\Not yet...\Not yet.\That was way too early!\Hey, give me a break!\It's my first time on this thing!\It's the Corpses! Protect the cannon! response:	I'll be using the sword you made.
context: It's coming!\Not yet...\Not yet.\That was way too early!\Hey, give me a break!\It's my first time on this thing!\It's the Corpses! Protect the cannon!\I'll be using the sword you made. response:	If you die, don't blame it on the weapon.
context: Not yet...\Not yet.\That was way too early!\Hey, give me a break!\It's my first time on this thing!\It's the Corpses! Protect the cannon!\I'll be using the sword you made.\If you die, don't blame it on the weapon. response:	Very funny.
context: Not yet.\That was way too early!\Hey, give me a break!\It's my first time on this thing!\It's the Corpses! Protect the cannon!\I'll be using the sword you made.\If you die, don't blame it on the weapon.\Very funny. response:	We're moving up!
context: That was way too early!\Hey, give me a break!\It's my first time on this thing!\It's the Corpses! Protect the cannon!\I'll be using the sword you made.\If you die, don't blame it on the weapon.\Very funny.\We're moving up! response:	Damn it!
context: Hey, give me a break!\It's my first time on this thing!\It's the Corpses! Protect the cannon!\I'll be using the sword you made.\If you die, don't blame it on the weapon.\Very funny.\We're moving up!\Damn it! response:	Ayame-sama!
context: It's my first time on this thing!\It's the Corpses! Protect the cannon!\I'll be using the sword you made.\If you die, don't blame it on the weapon.\Very funny.\We're moving up!\Damn it!\Ayame-sama! response:	We have to increase our speed!
context: It's the Corpses! Protect the cannon!\I'll be using the sword you made.\If you die, don't blame it on the weapon.\Very funny.\We're moving up!\Damn it!\Ayame-sama!\We have to increase our speed! response:	I's catching up to us!
context: I'll be using the sword you made.\If you die, don't blame it on the weapon.\Very funny.\We're moving up!\Damn it!\Ayame-sama!\We have to increase our speed!\I's catching up to us! response:	Yukina-san!
context: If you die, don't blame it on the weapon.\Very funny.\We're moving up!\Damn it!\Ayame-sama!\We have to increase our speed!\I's catching up to us!\Yukina-san! response:	Releasing pressure limits.
context: Very funny.\We're moving up!\Damn it!\Ayame-sama!\We have to increase our speed!\I's catching up to us!\Yukina-san!\Releasing pressure limits. response:	It's not going up?!
context: We're moving up!\Damn it!\Ayame-sama!\We have to increase our speed!\I's catching up to us!\Yukina-san!\Releasing pressure limits.\It's not going up?! response:	Sukari, can you hear me?
context: Damn it!\Ayame-sama!\We have to increase our speed!\I's catching up to us!\Yukina-san!\Releasing pressure limits.\It's not going up?!\Sukari, can you hear me? response:	What's up?!
context: Ayame-sama!\We have to increase our speed!\I's catching up to us!\Yukina-san!\Releasing pressure limits.\It's not going up?!\Sukari, can you hear me?\What's up?! response:	Something's jamming the gear shaft and preventing the pressure from increasing!
context: We have to increase our speed!\I's catching up to us!\Yukina-san!\Releasing pressure limits.\It's not going up?!\Sukari, can you hear me?\What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing! response:	Check it!
context: I's catching up to us!\Yukina-san!\Releasing pressure limits.\It's not going up?!\Sukari, can you hear me?\What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing!\Check it! response:	Huh?!
context: Yukina-san!\Releasing pressure limits.\It's not going up?!\Sukari, can you hear me?\What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing!\Check it!\Huh?! response:	That's...!
context: Releasing pressure limits.\It's not going up?!\Sukari, can you hear me?\What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing!\Check it!\Huh?!\That's...! response:	On the other side of the link bar, isn't it?!
context: It's not going up?!\Sukari, can you hear me?\What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing!\Check it!\Huh?!\That's...!\On the other side of the link bar, isn't it?! response:	That's right...
context: Sukari, can you hear me?\What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing!\Check it!\Huh?!\That's...!\On the other side of the link bar, isn't it?!\That's right... response:	The slightest touch could tear your arm off.
context: What's up?!\Something's jamming the gear shaft and preventing the pressure from increasing!\Check it!\Huh?!\That's...!\On the other side of the link bar, isn't it?!\That's right...\The slightest touch could tear your arm off. response:	So be careful.
context: Something's jamming the gear shaft and preventing the pressure from increasing!\Check it!\Huh?!\That's...!\On the other side of the link bar, isn't it?!\That's right...\The slightest touch could tear your arm off.\So be careful. response:	What?!
context: Check it!\Huh?!\That's...!\On the other side of the link bar, isn't it?!\That's right...\The slightest touch could tear your arm off.\So be careful.\What?! response:	This is my unlucky day.
context: Huh?!\That's...!\On the other side of the link bar, isn't it?!\That's right...\The slightest touch could tear your arm off.\So be careful.\What?!\This is my unlucky day. response:	Type 48 cannon, standing by!
context: That's...!\On the other side of the link bar, isn't it?!\That's right...\The slightest touch could tear your arm off.\So be careful.\What?!\This is my unlucky day.\Type 48 cannon, standing by! response:	Okay!
context: On the other side of the link bar, isn't it?!\That's right...\The slightest touch could tear your arm off.\So be careful.\What?!\This is my unlucky day.\Type 48 cannon, standing by!\Okay! response:	Don't mess it up this time, Fatty!
context: That's right...\The slightest touch could tear your arm off.\So be careful.\What?!\This is my unlucky day.\Type 48 cannon, standing by!\Okay!\Don't mess it up this time, Fatty! response:	I know!
context: The slightest touch could tear your arm off.\So be careful.\What?!\This is my unlucky day.\Type 48 cannon, standing by!\Okay!\Don't mess it up this time, Fatty!\I know! response:	Fire, Takumi!
context: So be careful.\What?!\This is my unlucky day.\Type 48 cannon, standing by!\Okay!\Don't mess it up this time, Fatty!\I know!\Fire, Takumi! response:	Hurry up!
context: What?!\This is my unlucky day.\Type 48 cannon, standing by!\Okay!\Don't mess it up this time, Fatty!\I know!\Fire, Takumi!\Hurry up! response:	Not yet...!
context: This is my unlucky day.\Type 48 cannon, standing by!\Okay!\Don't mess it up this time, Fatty!\I know!\Fire, Takumi!\Hurry up!\Not yet...! response:	I got it!
context: Type 48 cannon, standing by!\Okay!\Don't mess it up this time, Fatty!\I know!\Fire, Takumi!\Hurry up!\Not yet...!\I got it! response:	Great job, Sukari!
context: Okay!\Don't mess it up this time, Fatty!\I know!\Fire, Takumi!\Hurry up!\Not yet...!\I got it!\Great job, Sukari! response:	Now!
context: Don't mess it up this time, Fatty!\I know!\Fire, Takumi!\Hurry up!\Not yet...!\I got it!\Great job, Sukari!\Now! response:	Did she do it?
context: I know!\Fire, Takumi!\Hurry up!\Not yet...!\I got it!\Great job, Sukari!\Now!\Did she do it? response:	Nameless!
context: Fire, Takumi!\Hurry up!\Not yet...!\I got it!\Great job, Sukari!\Now!\Did she do it?\Nameless! response:	Quickly, inside!
context: Hurry up!\Not yet...!\I got it!\Great job, Sukari!\Now!\Did she do it?\Nameless!\Quickly, inside! response:	We're going too fast!
context: Not yet...!\I got it!\Great job, Sukari!\Now!\Did she do it?\Nameless!\Quickly, inside!\We're going too fast! response:	Everyone move to the right side of the train!
context: I got it!\Great job, Sukari!\Now!\Did she do it?\Nameless!\Quickly, inside!\We're going too fast!\Everyone move to the right side of the train! response:	We are in danger of derailing!
context: Great job, Sukari!\Now!\Did she do it?\Nameless!\Quickly, inside!\We're going too fast!\Everyone move to the right side of the train!\We are in danger of derailing! response:	Push!
context: Now!\Did she do it?\Nameless!\Quickly, inside!\We're going too fast!\Everyone move to the right side of the train!\We are in danger of derailing!\Push! response:	Fight!
context: Did she do it?\Nameless!\Quickly, inside!\We're going too fast!\Everyone move to the right side of the train!\We are in danger of derailing!\Push!\Fight! response:	I just miscalculated earlier is all.
context: Nameless!\Quickly, inside!\We're going too fast!\Everyone move to the right side of the train!\We are in danger of derailing!\Push!\Fight!\I just miscalculated earlier is all. response:	I'm in a lot of pain here, so I can do without the heavy thinking...!
context: Quickly, inside!\We're going too fast!\Everyone move to the right side of the train!\We are in danger of derailing!\Push!\Fight!\I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...! response:	How is this possible?
context: We're going too fast!\Everyone move to the right side of the train!\We are in danger of derailing!\Push!\Fight!\I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible? response:	We're not strong.
context: Everyone move to the right side of the train!\We are in danger of derailing!\Push!\Fight!\I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible?\We're not strong. response:	Even when we're so weak.
context: We are in danger of derailing!\Push!\Fight!\I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible?\We're not strong.\Even when we're so weak. response:	You still on about that?
context: Push!\Fight!\I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible?\We're not strong.\Even when we're so weak.\You still on about that? response:	Are you human or a Corpse?!
context: Fight!\I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible?\We're not strong.\Even when we're so weak.\You still on about that?\Are you human or a Corpse?! response:	I'm neither!
context: I just miscalculated earlier is all.\I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible?\We're not strong.\Even when we're so weak.\You still on about that?\Are you human or a Corpse?!\I'm neither! response:	I'm a Corpseless!
context: I'm in a lot of pain here, so I can do without the heavy thinking...!\How is this possible?\We're not strong.\Even when we're so weak.\You still on about that?\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless! response:	I will remember that day
context: How is this possible?\We're not strong.\Even when we're so weak.\You still on about that?\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day response:	Losing myself
context: We're not strong.\Even when we're so weak.\You still on about that?\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself response:	In steam
context: Even when we're so weak.\You still on about that?\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam response:	Countless mistakes are made
context: You still on about that?\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made response:	When I can't see anything ahead
context: Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead response:	You said
context: I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said response:	Ask your own burning blood
context: I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood response:	Answer my beat
context: I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat response:	Corpseless of the Iron Fortress
context: Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress response:	Stand up
context: In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up response:	And slam everything onto the ground
context: Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground response:	My soul is devoted to my friend
context: When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend response:	Burn your life
context: You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life response:	Change the world
context: Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world response:	Even if the stars
context: Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars response:	That connect you make a sound
context: Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound response:	There are just dreams in the same rain
context: Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain response:	And lights are dried up
context: And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up response:	I am tired of getting answers
context: My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers response:	By mimicking others
context: Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others response:	Dawn without the sun
context: Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun response:	And broken morning
context: Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning response:	Smashed cry and dream The ideal only has its doors
context: That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors response:	City is uplifted and drown in noise
context: There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise response:	I will still sing and stop turning the rudder
context: And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder response:	To hush silence
context: I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence response:	Chapter Six
context: By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence\Chapter Six response:	Gathering Light
