context: Five, four... response:	Three, two...
context: I want to earn my own money.\I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?!\It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away!\Daisy!\Wait, Daisy! response:	Ah-ah-ah. Our discussion isn't over.
context: I'd be up the creek if my future husband ended up like my dad.\Daisy! What do you know about anything?!\It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away!\Daisy!\Wait, Daisy!\Ah-ah-ah. Our discussion isn't over. response:	Miss Dorothy-
context: Daisy! What do you know about anything?!\It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away!\Daisy!\Wait, Daisy!\Ah-ah-ah. Our discussion isn't over.\Miss Dorothy- response:	Well, you should listen to your daughter and get to work.
context: It's true, isn't it?!\There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away!\Daisy!\Wait, Daisy!\Ah-ah-ah. Our discussion isn't over.\Miss Dorothy-\Well, you should listen to your daughter and get to work. response:	I didn't lose my hand'cause I wanted to!
context: There are plenty of people out who've gotten hurt and are still doing what they can!\You're just using your injury as an excuse to run away!\Daisy!\Wait, Daisy!\Ah-ah-ah. Our discussion isn't over.\Miss Dorothy-\Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to! response:	Damn it all to Hell!
context: You're just using your injury as an excuse to run away!\Daisy!\Wait, Daisy!\Ah-ah-ah. Our discussion isn't over.\Miss Dorothy-\Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to!\Damn it all to Hell! response:	Damn you all!
context: Daisy!\Wait, Daisy!\Ah-ah-ah. Our discussion isn't over.\Miss Dorothy-\Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to!\Damn it all to Hell!\Damn you all! response:	Little brat ain't lived half as long as I have! What does she know?!
context: Wait, Daisy!\Ah-ah-ah. Our discussion isn't over.\Miss Dorothy-\Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to!\Damn it all to Hell!\Damn you all!\Little brat ain't lived half as long as I have! What does she know?! response:	She's got no idea how much I've... how much I've...!
context: Ah-ah-ah. Our discussion isn't over.\Miss Dorothy-\Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to!\Damn it all to Hell!\Damn you all!\Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...! response:	Please stop it!
context: Miss Dorothy-\Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to!\Damn it all to Hell!\Damn you all!\Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...!\Please stop it! response:	You should be ashamed of yourself!
context: Well, you should listen to your daughter and get to work.\I didn't lose my hand'cause I wanted to!\Damn it all to Hell!\Damn you all!\Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...!\Please stop it!\You should be ashamed of yourself! response:	Taking your anger out on everything around you!
context: I didn't lose my hand'cause I wanted to!\Damn it all to Hell!\Damn you all!\Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...!\Please stop it!\You should be ashamed of yourself!\Taking your anger out on everything around you! response:	Who the Hell are you?
context: Damn it all to Hell!\Damn you all!\Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...!\Please stop it!\You should be ashamed of yourself!\Taking your anger out on everything around you!\Who the Hell are you? response:	You're her father, aren't you?
context: Damn you all!\Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...!\Please stop it!\You should be ashamed of yourself!\Taking your anger out on everything around you!\Who the Hell are you?\You're her father, aren't you? response:	Then maybe you should start to act like it, Sir!
context: Little brat ain't lived half as long as I have! What does she know?!\She's got no idea how much I've... how much I've...!\Please stop it!\You should be ashamed of yourself!\Taking your anger out on everything around you!\Who the Hell are you?\You're her father, aren't you?\Then maybe you should start to act like it, Sir! response:	What did you say, you little brat?
context: She's got no idea how much I've... how much I've...!\Please stop it!\You should be ashamed of yourself!\Taking your anger out on everything around you!\Who the Hell are you?\You're her father, aren't you?\Then maybe you should start to act like it, Sir!\What did you say, you little brat? response:	What's this thingamajig?
context: Please stop it!\You should be ashamed of yourself!\Taking your anger out on everything around you!\Who the Hell are you?\You're her father, aren't you?\Then maybe you should start to act like it, Sir!\What did you say, you little brat?\What's this thingamajig? response:	Please don't do that!
context: You should be ashamed of yourself!\Taking your anger out on everything around you!\Who the Hell are you?\You're her father, aren't you?\Then maybe you should start to act like it, Sir!\What did you say, you little brat?\What's this thingamajig?\Please don't do that! response:	You're an interesting little girl.
context: Taking your anger out on everything around you!\Who the Hell are you?\You're her father, aren't you?\Then maybe you should start to act like it, Sir!\What did you say, you little brat?\What's this thingamajig?\Please don't do that!\You're an interesting little girl. response:	No, stop!
context: Who the Hell are you?\You're her father, aren't you?\Then maybe you should start to act like it, Sir!\What did you say, you little brat?\What's this thingamajig?\Please don't do that!\You're an interesting little girl.\No, stop! response:	Stop that!
context: You're her father, aren't you?\Then maybe you should start to act like it, Sir!\What did you say, you little brat?\What's this thingamajig?\Please don't do that!\You're an interesting little girl.\No, stop!\Stop that! response:	Huh?
context: Then maybe you should start to act like it, Sir!\What did you say, you little brat?\What's this thingamajig?\Please don't do that!\You're an interesting little girl.\No, stop!\Stop that!\Huh? response:	Daisy...!
context: What did you say, you little brat?\What's this thingamajig?\Please don't do that!\You're an interesting little girl.\No, stop!\Stop that!\Huh?\Daisy...! response:	Are you all right, Beatrice?
context: What's this thingamajig?\Please don't do that!\You're an interesting little girl.\No, stop!\Stop that!\Huh?\Daisy...!\Are you all right, Beatrice? response:	Y-yes.
context: Please don't do that!\You're an interesting little girl.\No, stop!\Stop that!\Huh?\Daisy...!\Are you all right, Beatrice?\Y-yes. response:	A-a friend of yours, is she?
context: You're an interesting little girl.\No, stop!\Stop that!\Huh?\Daisy...!\Are you all right, Beatrice?\Y-yes.\A-a friend of yours, is she? response:	We... we were just having a little laugh.
context: No, stop!\Stop that!\Huh?\Daisy...!\Are you all right, Beatrice?\Y-yes.\A-a friend of yours, is she?\We... we were just having a little laugh. response:	Weren't we?
context: Stop that!\Huh?\Daisy...!\Are you all right, Beatrice?\Y-yes.\A-a friend of yours, is she?\We... we were just having a little laugh.\Weren't we? response:	Don't touch her!
context: Huh?\Daisy...!\Are you all right, Beatrice?\Y-yes.\A-a friend of yours, is she?\We... we were just having a little laugh.\Weren't we?\Don't touch her! response:	Let's go.
context: Daisy...!\Are you all right, Beatrice?\Y-yes.\A-a friend of yours, is she?\We... we were just having a little laugh.\Weren't we?\Don't touch her!\Let's go. response:	Wait.
context: Are you all right, Beatrice?\Y-yes.\A-a friend of yours, is she?\We... we were just having a little laugh.\Weren't we?\Don't touch her!\Let's go.\Wait. response:	Wait, Daisy!
context: Y-yes.\A-a friend of yours, is she?\We... we were just having a little laugh.\Weren't we?\Don't touch her!\Let's go.\Wait.\Wait, Daisy! response:	Don't...
context: A-a friend of yours, is she?\We... we were just having a little laugh.\Weren't we?\Don't touch her!\Let's go.\Wait.\Wait, Daisy!\Don't... response:	Please don't leave me!
context: We... we were just having a little laugh.\Weren't we?\Don't touch her!\Let's go.\Wait.\Wait, Daisy!\Don't...\Please don't leave me! response:	I'm sorry!
context: Weren't we?\Don't touch her!\Let's go.\Wait.\Wait, Daisy!\Don't...\Please don't leave me!\I'm sorry! response:	I'm sorry, Beatrice.
context: Don't touch her!\Let's go.\Wait.\Wait, Daisy!\Don't...\Please don't leave me!\I'm sorry!\I'm sorry, Beatrice. response:	He can't control himself.
context: Let's go.\Wait.\Wait, Daisy!\Don't...\Please don't leave me!\I'm sorry!\I'm sorry, Beatrice.\He can't control himself. response:	He used to be an expert steam engineer.
context: Wait.\Wait, Daisy!\Don't...\Please don't leave me!\I'm sorry!\I'm sorry, Beatrice.\He can't control himself.\He used to be an expert steam engineer. response:	But he got hurt in an accident, and it changed him.
context: Wait, Daisy!\Don't...\Please don't leave me!\I'm sorry!\I'm sorry, Beatrice.\He can't control himself.\He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him. response:	Oh, his right hand...
context: Don't...\Please don't leave me!\I'm sorry!\I'm sorry, Beatrice.\He can't control himself.\He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him.\Oh, his right hand... response:	He hates everyone around him, envies them.
context: Please don't leave me!\I'm sorry!\I'm sorry, Beatrice.\He can't control himself.\He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him.\Oh, his right hand...\He hates everyone around him, envies them. response:	He blames all of his problems on everyone else.
context: I'm sorry!\I'm sorry, Beatrice.\He can't control himself.\He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him.\Oh, his right hand...\He hates everyone around him, envies them.\He blames all of his problems on everyone else. response:	Why're ya looking at me like that!
context: I'm sorry, Beatrice.\He can't control himself.\He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him.\Oh, his right hand...\He hates everyone around him, envies them.\He blames all of his problems on everyone else.\Why're ya looking at me like that! response:	If you have something to say, then say it!
context: He can't control himself.\He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him.\Oh, his right hand...\He hates everyone around him, envies them.\He blames all of his problems on everyone else.\Why're ya looking at me like that!\If you have something to say, then say it! response:	You think I'm a laughingstock, too!
context: He used to be an expert steam engineer.\But he got hurt in an accident, and it changed him.\Oh, his right hand...\He hates everyone around him, envies them.\He blames all of his problems on everyone else.\Why're ya looking at me like that!\If you have something to say, then say it!\You think I'm a laughingstock, too! response:	What's wrong? Why don't you run out on me like SHE did?!
context: But he got hurt in an accident, and it changed him.\Oh, his right hand...\He hates everyone around him, envies them.\He blames all of his problems on everyone else.\Why're ya looking at me like that!\If you have something to say, then say it!\You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?! response:	That's dreadful!
context: Oh, his right hand...\He hates everyone around him, envies them.\He blames all of his problems on everyone else.\Why're ya looking at me like that!\If you have something to say, then say it!\You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?!\That's dreadful! response:	He's a weak man.
context: He hates everyone around him, envies them.\He blames all of his problems on everyone else.\Why're ya looking at me like that!\If you have something to say, then say it!\You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?!\That's dreadful!\He's a weak man. response:	He would beat me within an inch of my life, then he'd always...
context: He blames all of his problems on everyone else.\Why're ya looking at me like that!\If you have something to say, then say it!\You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?!\That's dreadful!\He's a weak man.\He would beat me within an inch of my life, then he'd always... response:	I'm sorry, Daisy. I'm so sorry.
context: Why're ya looking at me like that!\If you have something to say, then say it!\You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?!\That's dreadful!\He's a weak man.\He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry. response:	I couldn't take it anymore, so I ran away.
context: If you have something to say, then say it!\You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?!\That's dreadful!\He's a weak man.\He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away. response:	To what is now the Commonwealth.
context: You think I'm a laughingstock, too!\What's wrong? Why don't you run out on me like SHE did?!\That's dreadful!\He's a weak man.\He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away.\To what is now the Commonwealth. response:	The Revolution came that same day.
context: What's wrong? Why don't you run out on me like SHE did?!\That's dreadful!\He's a weak man.\He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away.\To what is now the Commonwealth.\The Revolution came that same day. response:	So you could never go back.
context: That's dreadful!\He's a weak man.\He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away.\To what is now the Commonwealth.\The Revolution came that same day.\So you could never go back. response:	Pretty much.
context: He's a weak man.\He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away.\To what is now the Commonwealth.\The Revolution came that same day.\So you could never go back.\Pretty much. response:	It was a relief, actually.
context: He would beat me within an inch of my life, then he'd always...\I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away.\To what is now the Commonwealth.\The Revolution came that same day.\So you could never go back.\Pretty much.\It was a relief, actually. response:	I figured I'd never have to see him again.
context: I'm sorry, Daisy. I'm so sorry.\I couldn't take it anymore, so I ran away.\To what is now the Commonwealth.\The Revolution came that same day.\So you could never go back.\Pretty much.\It was a relief, actually.\I figured I'd never have to see him again. response:	Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...
context: I couldn't take it anymore, so I ran away.\To what is now the Commonwealth.\The Revolution came that same day.\So you could never go back.\Pretty much.\It was a relief, actually.\I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but... response:	Why are you telling me all this?
context: To what is now the Commonwealth.\The Revolution came that same day.\So you could never go back.\Pretty much.\It was a relief, actually.\I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this? response:	I thought spies didn't reveal their histories.
context: The Revolution came that same day.\So you could never go back.\Pretty much.\It was a relief, actually.\I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this?\I thought spies didn't reveal their histories. response:	That's definitely true of Ange.
context: So you could never go back.\Pretty much.\It was a relief, actually.\I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this?\I thought spies didn't reveal their histories.\That's definitely true of Ange. response:	I think...
context: Pretty much.\It was a relief, actually.\I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this?\I thought spies didn't reveal their histories.\That's definitely true of Ange.\I think... response:	I'm weaker than she is.
context: It was a relief, actually.\I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this?\I thought spies didn't reveal their histories.\That's definitely true of Ange.\I think...\I'm weaker than she is. response:	That, and...
context: I figured I'd never have to see him again.\Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this?\I thought spies didn't reveal their histories.\That's definitely true of Ange.\I think...\I'm weaker than she is.\That, and... response:	Sorry.
context: Mum ran out on us both, so I'm grateful that he didn't abandon me, too, but...\Why are you telling me all this?\I thought spies didn't reveal their histories.\That's definitely true of Ange.\I think...\I'm weaker than she is.\That, and...\Sorry. response:	Well, if that's how you're going to talk, Miss Dorothy,
context: Why are you telling me all this?\I thought spies didn't reveal their histories.\That's definitely true of Ange.\I think...\I'm weaker than she is.\That, and...\Sorry.\Well, if that's how you're going to talk, Miss Dorothy, response:	this isn't just a cover anymore... we're real friends now!
context: I thought spies didn't reveal their histories.\That's definitely true of Ange.\I think...\I'm weaker than she is.\That, and...\Sorry.\Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now! response:	What? Did I say anything to imply that?
context: That's definitely true of Ange.\I think...\I'm weaker than she is.\That, and...\Sorry.\Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that? response:	Do you really believe that?
context: I think...\I'm weaker than she is.\That, and...\Sorry.\Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that?\Do you really believe that? response:	That you can change the world?
context: I'm weaker than she is.\That, and...\Sorry.\Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that?\Do you really believe that?\That you can change the world? response:	Yes.
context: That, and...\Sorry.\Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that?\Do you really believe that?\That you can change the world?\Yes. response:	But even if you could become Queen...
context: Sorry.\Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that?\Do you really believe that?\That you can change the world?\Yes.\But even if you could become Queen... response:	I want to stop having to hide our relationship, Charlotte.
context: Well, if that's how you're going to talk, Miss Dorothy,\this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that?\Do you really believe that?\That you can change the world?\Yes.\But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte. response:	So do I!
context: this isn't just a cover anymore... we're real friends now!\What? Did I say anything to imply that?\Do you really believe that?\That you can change the world?\Yes.\But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte.\So do I! response:	But we're not the only ones who feel this way.
context: What? Did I say anything to imply that?\Do you really believe that?\That you can change the world?\Yes.\But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte.\So do I!\But we're not the only ones who feel this way. response:	Parents, siblings, lovers, friends...
context: Do you really believe that?\That you can change the world?\Yes.\But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte.\So do I!\But we're not the only ones who feel this way.\Parents, siblings, lovers, friends... response:	So many people have been torn apart by that Wall.
context: That you can change the world?\Yes.\But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte.\So do I!\But we're not the only ones who feel this way.\Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall. response:	One day, their voices will all come together.
context: Yes.\But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte.\So do I!\But we're not the only ones who feel this way.\Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall.\One day, their voices will all come together. response:	Like a giant wave.
context: But even if you could become Queen...\I want to stop having to hide our relationship, Charlotte.\So do I!\But we're not the only ones who feel this way.\Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall.\One day, their voices will all come together.\Like a giant wave. response:	And you're going to wait for it?
context: I want to stop having to hide our relationship, Charlotte.\So do I!\But we're not the only ones who feel this way.\Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall.\One day, their voices will all come together.\Like a giant wave.\And you're going to wait for it? response:	I've waited ten years already.
context: So do I!\But we're not the only ones who feel this way.\Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall.\One day, their voices will all come together.\Like a giant wave.\And you're going to wait for it?\I've waited ten years already. response:	Besides, it won't be like those ten years anymore.
context: But we're not the only ones who feel this way.\Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall.\One day, their voices will all come together.\Like a giant wave.\And you're going to wait for it?\I've waited ten years already.\Besides, it won't be like those ten years anymore. response:	You're not alone anymore.
context: Parents, siblings, lovers, friends...\So many people have been torn apart by that Wall.\One day, their voices will all come together.\Like a giant wave.\And you're going to wait for it?\I've waited ten years already.\Besides, it won't be like those ten years anymore.\You're not alone anymore. response:	I can't believe you're already drunk.
context: So many people have been torn apart by that Wall.\One day, their voices will all come together.\Like a giant wave.\And you're going to wait for it?\I've waited ten years already.\Besides, it won't be like those ten years anymore.\You're not alone anymore.\I can't believe you're already drunk. response:	Ugh, you're getting old.
context: One day, their voices will all come together.\Like a giant wave.\And you're going to wait for it?\I've waited ten years already.\Besides, it won't be like those ten years anymore.\You're not alone anymore.\I can't believe you're already drunk.\Ugh, you're getting old. response:	Eh, shut up! I'm still...
context: Like a giant wave.\And you're going to wait for it?\I've waited ten years already.\Besides, it won't be like those ten years anymore.\You're not alone anymore.\I can't believe you're already drunk.\Ugh, you're getting old.\Eh, shut up! I'm still... response:	Come on, we're here!
context: And you're going to wait for it?\I've waited ten years already.\Besides, it won't be like those ten years anymore.\You're not alone anymore.\I can't believe you're already drunk.\Ugh, you're getting old.\Eh, shut up! I'm still...\Come on, we're here! response:	Well? Brings back memories, don't it?
context: I've waited ten years already.\Besides, it won't be like those ten years anymore.\You're not alone anymore.\I can't believe you're already drunk.\Ugh, you're getting old.\Eh, shut up! I'm still...\Come on, we're here!\Well? Brings back memories, don't it? response:	Come on in, Beatrice.
context: Besides, it won't be like those ten years anymore.\You're not alone anymore.\I can't believe you're already drunk.\Ugh, you're getting old.\Eh, shut up! I'm still...\Come on, we're here!\Well? Brings back memories, don't it?\Come on in, Beatrice. response:	He won't be waking any time soon.
context: You're not alone anymore.\I can't believe you're already drunk.\Ugh, you're getting old.\Eh, shut up! I'm still...\Come on, we're here!\Well? Brings back memories, don't it?\Come on in, Beatrice.\He won't be waking any time soon. response:	All right.
context: I can't believe you're already drunk.\Ugh, you're getting old.\Eh, shut up! I'm still...\Come on, we're here!\Well? Brings back memories, don't it?\Come on in, Beatrice.\He won't be waking any time soon.\All right. response:	He must have some way to contact the Duke of Normandy.
context: Ugh, you're getting old.\Eh, shut up! I'm still...\Come on, we're here!\Well? Brings back memories, don't it?\Come on in, Beatrice.\He won't be waking any time soon.\All right.\He must have some way to contact the Duke of Normandy. response:	It should be in here somewhere.
context: Eh, shut up! I'm still...\Come on, we're here!\Well? Brings back memories, don't it?\Come on in, Beatrice.\He won't be waking any time soon.\All right.\He must have some way to contact the Duke of Normandy.\It should be in here somewhere. response:	I'll help you look.
context: Come on, we're here!\Well? Brings back memories, don't it?\Come on in, Beatrice.\He won't be waking any time soon.\All right.\He must have some way to contact the Duke of Normandy.\It should be in here somewhere.\I'll help you look. response:	This is...
context: Well? Brings back memories, don't it?\Come on in, Beatrice.\He won't be waking any time soon.\All right.\He must have some way to contact the Duke of Normandy.\It should be in here somewhere.\I'll help you look.\This is... response:	The Moon is beautiful.
context: Come on in, Beatrice.\He won't be waking any time soon.\All right.\He must have some way to contact the Duke of Normandy.\It should be in here somewhere.\I'll help you look.\This is...\The Moon is beautiful. response:	And we fell...
context: He won't be waking any time soon.\All right.\He must have some way to contact the Duke of Normandy.\It should be in here somewhere.\I'll help you look.\This is...\The Moon is beautiful.\And we fell... response:	Like he hasn't a care in the world.
context: All right.\He must have some way to contact the Duke of Normandy.\It should be in here somewhere.\I'll help you look.\This is...\The Moon is beautiful.\And we fell...\Like he hasn't a care in the world. response:	Owww...
context: He must have some way to contact the Duke of Normandy.\It should be in here somewhere.\I'll help you look.\This is...\The Moon is beautiful.\And we fell...\Like he hasn't a care in the world.\Owww... response:	Are you all right?
context: It should be in here somewhere.\I'll help you look.\This is...\The Moon is beautiful.\And we fell...\Like he hasn't a care in the world.\Owww...\Are you all right? response:	Dorothy?
context: I'll help you look.\This is...\The Moon is beautiful.\And we fell...\Like he hasn't a care in the world.\Owww...\Are you all right?\Dorothy? response:	I'm Daisy.
context: This is...\The Moon is beautiful.\And we fell...\Like he hasn't a care in the world.\Owww...\Are you all right?\Dorothy?\I'm Daisy. response:	Oh, right. Of course.
context: The Moon is beautiful.\And we fell...\Like he hasn't a care in the world.\Owww...\Are you all right?\Dorothy?\I'm Daisy.\Oh, right. Of course. response:	You know Mum would never come back here.
context: And we fell...\Like he hasn't a care in the world.\Owww...\Are you all right?\Dorothy?\I'm Daisy.\Oh, right. Of course.\You know Mum would never come back here. response:	Want some water?
context: Like he hasn't a care in the world.\Owww...\Are you all right?\Dorothy?\I'm Daisy.\Oh, right. Of course.\You know Mum would never come back here.\Want some water? response:	No, I'd rather be drunk, thanks.
context: Owww...\Are you all right?\Dorothy?\I'm Daisy.\Oh, right. Of course.\You know Mum would never come back here.\Want some water?\No, I'd rather be drunk, thanks. response:	Anyway, we need to talk.
context: Are you all right?\Dorothy?\I'm Daisy.\Oh, right. Of course.\You know Mum would never come back here.\Want some water?\No, I'd rather be drunk, thanks.\Anyway, we need to talk. response:	I'm not interested in a walk down our rubbish memory lane.
context: Dorothy?\I'm Daisy.\Oh, right. Of course.\You know Mum would never come back here.\Want some water?\No, I'd rather be drunk, thanks.\Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane. response:	It's about money.
context: I'm Daisy.\Oh, right. Of course.\You know Mum would never come back here.\Want some water?\No, I'd rather be drunk, thanks.\Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane.\It's about money. response:	A body's gonna show up at the morgue.
context: Oh, right. Of course.\You know Mum would never come back here.\Want some water?\No, I'd rather be drunk, thanks.\Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane.\It's about money.\A body's gonna show up at the morgue. response:	One with a cross carved into the palm of his hand.
context: You know Mum would never come back here.\Want some water?\No, I'd rather be drunk, thanks.\Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane.\It's about money.\A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand. response:	And there's a note hidden in his tooth.
context: Want some water?\No, I'd rather be drunk, thanks.\Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane.\It's about money.\A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth. response:	What's the point of that?
context: No, I'd rather be drunk, thanks.\Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane.\It's about money.\A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth.\What's the point of that? response:	It doesn't matter.
context: Anyway, we need to talk.\I'm not interested in a walk down our rubbish memory lane.\It's about money.\A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth.\What's the point of that?\It doesn't matter. response:	The important thing is that if we take it to a certain person, we'll be rich.
context: I'm not interested in a walk down our rubbish memory lane.\It's about money.\A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth.\What's the point of that?\It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich. response:	Got it, Daisy?
context: It's about money.\A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth.\What's the point of that?\It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy? response:	A cross on the palm of his hand.
context: A body's gonna show up at the morgue.\One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth.\What's the point of that?\It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy?\A cross on the palm of his hand. response:	When you find the body, you tell me straightaway.
context: One with a cross carved into the palm of his hand.\And there's a note hidden in his tooth.\What's the point of that?\It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy?\A cross on the palm of his hand.\When you find the body, you tell me straightaway. response:	All right, Dad. I got it.
context: And there's a note hidden in his tooth.\What's the point of that?\It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy?\A cross on the palm of his hand.\When you find the body, you tell me straightaway.\All right, Dad. I got it. response:	Have you found the cipher?
context: What's the point of that?\It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy?\A cross on the palm of his hand.\When you find the body, you tell me straightaway.\All right, Dad. I got it.\Have you found the cipher? response:	We are currently searching for the body.
context: It doesn't matter.\The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy?\A cross on the palm of his hand.\When you find the body, you tell me straightaway.\All right, Dad. I got it.\Have you found the cipher?\We are currently searching for the body. response:	I've made arrangements at the morgue.
context: The important thing is that if we take it to a certain person, we'll be rich.\Got it, Daisy?\A cross on the palm of his hand.\When you find the body, you tell me straightaway.\All right, Dad. I got it.\Have you found the cipher?\We are currently searching for the body.\I've made arrangements at the morgue. response:	A scavenger, eh?
context: Got it, Daisy?\A cross on the palm of his hand.\When you find the body, you tell me straightaway.\All right, Dad. I got it.\Have you found the cipher?\We are currently searching for the body.\I've made arrangements at the morgue.\A scavenger, eh? response:	Can you trust him?
context: A cross on the palm of his hand.\When you find the body, you tell me straightaway.\All right, Dad. I got it.\Have you found the cipher?\We are currently searching for the body.\I've made arrangements at the morgue.\A scavenger, eh?\Can you trust him? response:	The man has debts to pay.
context: When you find the body, you tell me straightaway.\All right, Dad. I got it.\Have you found the cipher?\We are currently searching for the body.\I've made arrangements at the morgue.\A scavenger, eh?\Can you trust him?\The man has debts to pay. response:	Those motivated by money are always the most predictable.
