context: Weird' response:	I was pretty sure'
context: Hrm, how can we get you cleaned up?\Do you have the Bubble card?\' Yeah.' Use that card on me'\' Is that ok?' But\since you shouldn't overdo it,\make sure you wish sincerely\that you want to clean me before using it.\I get it. response:	RELEASE!
context: Do you have the Bubble card?\' Yeah.' Use that card on me'\' Is that ok?' But\since you shouldn't overdo it,\make sure you wish sincerely\that you want to clean me before using it.\I get it.\RELEASE! response:	Kero, here we go'
context: ' Yeah.' Use that card on me'\' Is that ok?' But\since you shouldn't overdo it,\make sure you wish sincerely\that you want to clean me before using it.\I get it.\RELEASE!\Kero, here we go' response:	Go.
context: ' Is that ok?' But\since you shouldn't overdo it,\make sure you wish sincerely\that you want to clean me before using it.\I get it.\RELEASE!\Kero, here we go'\Go. response:	O Card created by Clow,
context: since you shouldn't overdo it,\make sure you wish sincerely\that you want to clean me before using it.\I get it.\RELEASE!\Kero, here we go'\Go.\O Card created by Clow, response:	discard thine old form and be reborn.
context: make sure you wish sincerely\that you want to clean me before using it.\I get it.\RELEASE!\Kero, here we go'\Go.\O Card created by Clow,\discard thine old form and be reborn. response:	Under the name of Sakura, thy new Mistress.
context: that you want to clean me before using it.\I get it.\RELEASE!\Kero, here we go'\Go.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress. response:	Bubble!
context: I get it.\RELEASE!\Kero, here we go'\Go.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Bubble! response:	I didn't know I can use the Bubble card to do this'
context: RELEASE!\Kero, here we go'\Go.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Bubble!\I didn't know I can use the Bubble card to do this' response:	Clow used to wash me like this often.
context: Kero, here we go'\Go.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Bubble!\I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often. response:	Then Clow-san made
context: Go.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Bubble!\I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often.\Then Clow-san made response:	this card for you, Kero?
context: O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Bubble!\I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often.\Then Clow-san made\this card for you, Kero? response:	That's not it'
context: discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Bubble!\I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often.\Then Clow-san made\this card for you, Kero?\That's not it' response:	Clow used to use bubble
context: Under the name of Sakura, thy new Mistress.\Bubble!\I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often.\Then Clow-san made\this card for you, Kero?\That's not it'\Clow used to use bubble response:	to wash me,
context: Bubble!\I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often.\Then Clow-san made\this card for you, Kero?\That's not it'\Clow used to use bubble\to wash me, response:	but also to wash his clothes.
context: I didn't know I can use the Bubble card to do this'\Clow used to wash me like this often.\Then Clow-san made\this card for you, Kero?\That's not it'\Clow used to use bubble\to wash me,\but also to wash his clothes. response:	Really?
context: Clow used to wash me like this often.\Then Clow-san made\this card for you, Kero?\That's not it'\Clow used to use bubble\to wash me,\but also to wash his clothes.\Really? response:	Yeah, he was weird.
context: Then Clow-san made\this card for you, Kero?\That's not it'\Clow used to use bubble\to wash me,\but also to wash his clothes.\Really?\Yeah, he was weird. response:	Also, he shut his sensitive sides away.
context: this card for you, Kero?\That's not it'\Clow used to use bubble\to wash me,\but also to wash his clothes.\Really?\Yeah, he was weird.\Also, he shut his sensitive sides away. response:	Then, I'm going over there to clean up.
context: That's not it'\Clow used to use bubble\to wash me,\but also to wash his clothes.\Really?\Yeah, he was weird.\Also, he shut his sensitive sides away.\Then, I'm going over there to clean up. response:	Ahh, yes. Back then'
context: Clow used to use bubble\to wash me,\but also to wash his clothes.\Really?\Yeah, he was weird.\Also, he shut his sensitive sides away.\Then, I'm going over there to clean up.\Ahh, yes. Back then' response:	and then' and then'
context: to wash me,\but also to wash his clothes.\Really?\Yeah, he was weird.\Also, he shut his sensitive sides away.\Then, I'm going over there to clean up.\Ahh, yes. Back then'\and then' and then' response:	was like this'
context: but also to wash his clothes.\Really?\Yeah, he was weird.\Also, he shut his sensitive sides away.\Then, I'm going over there to clean up.\Ahh, yes. Back then'\and then' and then'\was like this' response:	damn it'
context: Really?\Yeah, he was weird.\Also, he shut his sensitive sides away.\Then, I'm going over there to clean up.\Ahh, yes. Back then'\and then' and then'\was like this'\damn it' response:	Haaoo, what happened to the floor?
context: Yeah, he was weird.\Also, he shut his sensitive sides away.\Then, I'm going over there to clean up.\Ahh, yes. Back then'\and then' and then'\was like this'\damn it'\Haaoo, what happened to the floor? response:	Yue-san, you cleaned it?
context: Also, he shut his sensitive sides away.\Then, I'm going over there to clean up.\Ahh, yes. Back then'\and then' and then'\was like this'\damn it'\Haaoo, what happened to the floor?\Yue-san, you cleaned it? response:	Thank you.
context: Then, I'm going over there to clean up.\Ahh, yes. Back then'\and then' and then'\was like this'\damn it'\Haaoo, what happened to the floor?\Yue-san, you cleaned it?\Thank you. response:	What about Kerberos?
context: Ahh, yes. Back then'\and then' and then'\was like this'\damn it'\Haaoo, what happened to the floor?\Yue-san, you cleaned it?\Thank you.\What about Kerberos? response:	In the washroom,
context: and then' and then'\was like this'\damn it'\Haaoo, what happened to the floor?\Yue-san, you cleaned it?\Thank you.\What about Kerberos?\In the washroom, response:	I just gave them a bath with Bubble.
context: was like this'\damn it'\Haaoo, what happened to the floor?\Yue-san, you cleaned it?\Thank you.\What about Kerberos?\In the washroom,\I just gave them a bath with Bubble. response:	Ah, Clow-san used
context: damn it'\Haaoo, what happened to the floor?\Yue-san, you cleaned it?\Thank you.\What about Kerberos?\In the washroom,\I just gave them a bath with Bubble.\Ah, Clow-san used response:	to wash Kero with bubble too, right?
context: Haaoo, what happened to the floor?\Yue-san, you cleaned it?\Thank you.\What about Kerberos?\In the washroom,\I just gave them a bath with Bubble.\Ah, Clow-san used\to wash Kero with bubble too, right? response:	How did you know?
context: Yue-san, you cleaned it?\Thank you.\What about Kerberos?\In the washroom,\I just gave them a bath with Bubble.\Ah, Clow-san used\to wash Kero with bubble too, right?\How did you know? response:	Kero told me.
context: Thank you.\What about Kerberos?\In the washroom,\I just gave them a bath with Bubble.\Ah, Clow-san used\to wash Kero with bubble too, right?\How did you know?\Kero told me. response:	Yue-san'
context: What about Kerberos?\In the washroom,\I just gave them a bath with Bubble.\Ah, Clow-san used\to wash Kero with bubble too, right?\How did you know?\Kero told me.\Yue-san' response:	You really care for Kero, don't you?
context: In the washroom,\I just gave them a bath with Bubble.\Ah, Clow-san used\to wash Kero with bubble too, right?\How did you know?\Kero told me.\Yue-san'\You really care for Kero, don't you? response:	Even now'
context: I just gave them a bath with Bubble.\Ah, Clow-san used\to wash Kero with bubble too, right?\How did you know?\Kero told me.\Yue-san'\You really care for Kero, don't you?\Even now' response:	What make you think that?
context: Ah, Clow-san used\to wash Kero with bubble too, right?\How did you know?\Kero told me.\Yue-san'\You really care for Kero, don't you?\Even now'\What make you think that? response:	Because,
context: to wash Kero with bubble too, right?\How did you know?\Kero told me.\Yue-san'\You really care for Kero, don't you?\Even now'\What make you think that?\Because, response:	you have this kind look
context: How did you know?\Kero told me.\Yue-san'\You really care for Kero, don't you?\Even now'\What make you think that?\Because,\you have this kind look response:	when talking about Kero.
context: Kero told me.\Yue-san'\You really care for Kero, don't you?\Even now'\What make you think that?\Because,\you have this kind look\when talking about Kero. response:	My dad told me'
context: Yue-san'\You really care for Kero, don't you?\Even now'\What make you think that?\Because,\you have this kind look\when talking about Kero.\My dad told me' response:	because he still loves my mom so much.
context: You really care for Kero, don't you?\Even now'\What make you think that?\Because,\you have this kind look\when talking about Kero.\My dad told me'\because he still loves my mom so much. response:	Even if he was to reborn,
context: Even now'\What make you think that?\Because,\you have this kind look\when talking about Kero.\My dad told me'\because he still loves my mom so much.\Even if he was to reborn, response:	he will end up loving her again.
context: What make you think that?\Because,\you have this kind look\when talking about Kero.\My dad told me'\because he still loves my mom so much.\Even if he was to reborn,\he will end up loving her again. response:	You just seemed
context: Because,\you have this kind look\when talking about Kero.\My dad told me'\because he still loves my mom so much.\Even if he was to reborn,\he will end up loving her again.\You just seemed response:	Like my dad
context: you have this kind look\when talking about Kero.\My dad told me'\because he still loves my mom so much.\Even if he was to reborn,\he will end up loving her again.\You just seemed\Like my dad response:	when he talks like that so I was just curious'
context: when talking about Kero.\My dad told me'\because he still loves my mom so much.\Even if he was to reborn,\he will end up loving her again.\You just seemed\Like my dad\when he talks like that so I was just curious' response:	Ah, I'm sorry for
context: My dad told me'\because he still loves my mom so much.\Even if he was to reborn,\he will end up loving her again.\You just seemed\Like my dad\when he talks like that so I was just curious'\Ah, I'm sorry for response:	saying weird things all of a sudden.
context: because he still loves my mom so much.\Even if he was to reborn,\he will end up loving her again.\You just seemed\Like my dad\when he talks like that so I was just curious'\Ah, I'm sorry for\saying weird things all of a sudden. response:	We gotta hurry up and finish cleaning
context: Even if he was to reborn,\he will end up loving her again.\You just seemed\Like my dad\when he talks like that so I was just curious'\Ah, I'm sorry for\saying weird things all of a sudden.\We gotta hurry up and finish cleaning response:	and get you guys back to your original forms'
context: he will end up loving her again.\You just seemed\Like my dad\when he talks like that so I was just curious'\Ah, I'm sorry for\saying weird things all of a sudden.\We gotta hurry up and finish cleaning\and get you guys back to your original forms' response:	Waaa! It is crab!!
context: You just seemed\Like my dad\when he talks like that so I was just curious'\Ah, I'm sorry for\saying weird things all of a sudden.\We gotta hurry up and finish cleaning\and get you guys back to your original forms'\Waaa! It is crab!! response:	A crab?
context: Like my dad\when he talks like that so I was just curious'\Ah, I'm sorry for\saying weird things all of a sudden.\We gotta hurry up and finish cleaning\and get you guys back to your original forms'\Waaa! It is crab!!\A crab? response:	Its shell'
context: when he talks like that so I was just curious'\Ah, I'm sorry for\saying weird things all of a sudden.\We gotta hurry up and finish cleaning\and get you guys back to your original forms'\Waaa! It is crab!!\A crab?\Its shell' response:	Protecting the insides.
context: Ah, I'm sorry for\saying weird things all of a sudden.\We gotta hurry up and finish cleaning\and get you guys back to your original forms'\Waaa! It is crab!!\A crab?\Its shell'\Protecting the insides. response:	Protect.
context: saying weird things all of a sudden.\We gotta hurry up and finish cleaning\and get you guys back to your original forms'\Waaa! It is crab!!\A crab?\Its shell'\Protecting the insides.\Protect. response:	That is it.
context: We gotta hurry up and finish cleaning\and get you guys back to your original forms'\Waaa! It is crab!!\A crab?\Its shell'\Protecting the insides.\Protect.\That is it. response:	Ahh!! That was a good bath,
context: and get you guys back to your original forms'\Waaa! It is crab!!\A crab?\Its shell'\Protecting the insides.\Protect.\That is it.\Ahh!! That was a good bath, response:	I feel so refreshed'
context: Waaa! It is crab!!\A crab?\Its shell'\Protecting the insides.\Protect.\That is it.\Ahh!! That was a good bath,\I feel so refreshed' response:	I have an idea,
context: A crab?\Its shell'\Protecting the insides.\Protect.\That is it.\Ahh!! That was a good bath,\I feel so refreshed'\I have an idea, response:	Kero.
context: Its shell'\Protecting the insides.\Protect.\That is it.\Ahh!! That was a good bath,\I feel so refreshed'\I have an idea,\Kero. response:	Menu for dinner?
context: Protecting the insides.\Protect.\That is it.\Ahh!! That was a good bath,\I feel so refreshed'\I have an idea,\Kero.\Menu for dinner? response:	Not that,
context: Protect.\That is it.\Ahh!! That was a good bath,\I feel so refreshed'\I have an idea,\Kero.\Menu for dinner?\Not that, response:	just come with me.
context: That is it.\Ahh!! That was a good bath,\I feel so refreshed'\I have an idea,\Kero.\Menu for dinner?\Not that,\just come with me. response:	O Card created by Clow,
context: Ahh!! That was a good bath,\I feel so refreshed'\I have an idea,\Kero.\Menu for dinner?\Not that,\just come with me.\O Card created by Clow, response:	discard thine old form and be reborn.
context: I feel so refreshed'\I have an idea,\Kero.\Menu for dinner?\Not that,\just come with me.\O Card created by Clow,\discard thine old form and be reborn. response:	Under the name of Sakura, thy new Mistress.
context: I have an idea,\Kero.\Menu for dinner?\Not that,\just come with me.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress. response:	Shield!
context: Kero.\Menu for dinner?\Not that,\just come with me.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shield! response:	Shield, huh.
context: Menu for dinner?\Not that,\just come with me.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shield!\Shield, huh. response:	Try transforming now.
context: Not that,\just come with me.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shield!\Shield, huh.\Try transforming now. response:	Right.
context: just come with me.\O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shield!\Shield, huh.\Try transforming now.\Right. response:	It worked!
context: O Card created by Clow,\discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shield!\Shield, huh.\Try transforming now.\Right.\It worked! response:	I thought about Shield since
context: discard thine old form and be reborn.\Under the name of Sakura, thy new Mistress.\Shield!\Shield, huh.\Try transforming now.\Right.\It worked!\I thought about Shield since response:	it is able to block off magic and attacks.
context: Under the name of Sakura, thy new Mistress.\Shield!\Shield, huh.\Try transforming now.\Right.\It worked!\I thought about Shield since\it is able to block off magic and attacks. response:	Yue-san, please give it a try.
context: Shield!\Shield, huh.\Try transforming now.\Right.\It worked!\I thought about Shield since\it is able to block off magic and attacks.\Yue-san, please give it a try. response:	It worked!
context: Shield, huh.\Try transforming now.\Right.\It worked!\I thought about Shield since\it is able to block off magic and attacks.\Yue-san, please give it a try.\It worked! response:	Huh? Why am I over at Sakura's house?
context: Try transforming now.\Right.\It worked!\I thought about Shield since\it is able to block off magic and attacks.\Yue-san, please give it a try.\It worked!\Huh? Why am I over at Sakura's house? response:	It's already over. That wasn't so fun.
context: Right.\It worked!\I thought about Shield since\it is able to block off magic and attacks.\Yue-san, please give it a try.\It worked!\Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun. response:	So you decided to use the Shield card.
context: It worked!\I thought about Shield since\it is able to block off magic and attacks.\Yue-san, please give it a try.\It worked!\Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun.\So you decided to use the Shield card. response:	You are a careful person.
context: I thought about Shield since\it is able to block off magic and attacks.\Yue-san, please give it a try.\It worked!\Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun.\So you decided to use the Shield card.\You are a careful person. response:	Shield is used
context: it is able to block off magic and attacks.\Yue-san, please give it a try.\It worked!\Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun.\So you decided to use the Shield card.\You are a careful person.\Shield is used response:	to protect valuable objects.
context: Yue-san, please give it a try.\It worked!\Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun.\So you decided to use the Shield card.\You are a careful person.\Shield is used\to protect valuable objects. response:	If the user's will to
context: It worked!\Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun.\So you decided to use the Shield card.\You are a careful person.\Shield is used\to protect valuable objects.\If the user's will to response:	protect that object is stronger,
context: Huh? Why am I over at Sakura's house?\It's already over. That wasn't so fun.\So you decided to use the Shield card.\You are a careful person.\Shield is used\to protect valuable objects.\If the user's will to\protect that object is stronger, response:	then the stronger the power of Shield.
context: It's already over. That wasn't so fun.\So you decided to use the Shield card.\You are a careful person.\Shield is used\to protect valuable objects.\If the user's will to\protect that object is stronger,\then the stronger the power of Shield. response:	It surely is,
context: So you decided to use the Shield card.\You are a careful person.\Shield is used\to protect valuable objects.\If the user's will to\protect that object is stronger,\then the stronger the power of Shield.\It surely is, response:	Sakura'
context: You are a careful person.\Shield is used\to protect valuable objects.\If the user's will to\protect that object is stronger,\then the stronger the power of Shield.\It surely is,\Sakura' response:	I'm sorry,
context: Shield is used\to protect valuable objects.\If the user's will to\protect that object is stronger,\then the stronger the power of Shield.\It surely is,\Sakura'\I'm sorry, response:	I feel as if I've suddenly barged in and burdened you.
context: to protect valuable objects.\If the user's will to\protect that object is stronger,\then the stronger the power of Shield.\It surely is,\Sakura'\I'm sorry,\I feel as if I've suddenly barged in and burdened you. response:	It's nothing.
context: If the user's will to\protect that object is stronger,\then the stronger the power of Shield.\It surely is,\Sakura'\I'm sorry,\I feel as if I've suddenly barged in and burdened you.\It's nothing. response:	Crab-goroke?
context: protect that object is stronger,\then the stronger the power of Shield.\It surely is,\Sakura'\I'm sorry,\I feel as if I've suddenly barged in and burdened you.\It's nothing.\Crab-goroke? response:	Well, it tastes so formal.
context: then the stronger the power of Shield.\It surely is,\Sakura'\I'm sorry,\I feel as if I've suddenly barged in and burdened you.\It's nothing.\Crab-goroke?\Well, it tastes so formal. response:	What did you say?
context: It surely is,\Sakura'\I'm sorry,\I feel as if I've suddenly barged in and burdened you.\It's nothing.\Crab-goroke?\Well, it tastes so formal.\What did you say? response:	Touya! Sakura, it is really good.
context: Sakura'\I'm sorry,\I feel as if I've suddenly barged in and burdened you.\It's nothing.\Crab-goroke?\Well, it tastes so formal.\What did you say?\Touya! Sakura, it is really good. response:	Really?
context: I'm sorry,\I feel as if I've suddenly barged in and burdened you.\It's nothing.\Crab-goroke?\Well, it tastes so formal.\What did you say?\Touya! Sakura, it is really good.\Really? response:	Yes.
context: I feel as if I've suddenly barged in and burdened you.\It's nothing.\Crab-goroke?\Well, it tastes so formal.\What did you say?\Touya! Sakura, it is really good.\Really?\Yes. response:	That's good.
context: It's nothing.\Crab-goroke?\Well, it tastes so formal.\What did you say?\Touya! Sakura, it is really good.\Really?\Yes.\That's good. response:	But it's really a good thing that you can return back, Yukito'
context: Crab-goroke?\Well, it tastes so formal.\What did you say?\Touya! Sakura, it is really good.\Really?\Yes.\That's good.\But it's really a good thing that you can return back, Yukito' response:	Hey, Sakura!
context: Well, it tastes so formal.\What did you say?\Touya! Sakura, it is really good.\Really?\Yes.\That's good.\But it's really a good thing that you can return back, Yukito'\Hey, Sakura! response:	You haven't eaten anything.
context: What did you say?\Touya! Sakura, it is really good.\Really?\Yes.\That's good.\But it's really a good thing that you can return back, Yukito'\Hey, Sakura!\You haven't eaten anything. response:	Shall we see test your food for poison?
context: Touya! Sakura, it is really good.\Really?\Yes.\That's good.\But it's really a good thing that you can return back, Yukito'\Hey, Sakura!\You haven't eaten anything.\Shall we see test your food for poison? response:	That's not it.
context: Really?\Yes.\That's good.\But it's really a good thing that you can return back, Yukito'\Hey, Sakura!\You haven't eaten anything.\Shall we see test your food for poison?\That's not it. response:	Yuki, have some antidote before you leave.
context: Yes.\That's good.\But it's really a good thing that you can return back, Yukito'\Hey, Sakura!\You haven't eaten anything.\Shall we see test your food for poison?\That's not it.\Yuki, have some antidote before you leave. response:	I said that's not it'
context: That's good.\But it's really a good thing that you can return back, Yukito'\Hey, Sakura!\You haven't eaten anything.\Shall we see test your food for poison?\That's not it.\Yuki, have some antidote before you leave.\I said that's not it' response:	It's quite tiring to stay large like that.
context: But it's really a good thing that you can return back, Yukito'\Hey, Sakura!\You haven't eaten anything.\Shall we see test your food for poison?\That's not it.\Yuki, have some antidote before you leave.\I said that's not it'\It's quite tiring to stay large like that. response:	But stopping us
context: Hey, Sakura!\You haven't eaten anything.\Shall we see test your food for poison?\That's not it.\Yuki, have some antidote before you leave.\I said that's not it'\It's quite tiring to stay large like that.\But stopping us response:	from returning to our alternate forms.
context: You haven't eaten anything.\Shall we see test your food for poison?\That's not it.\Yuki, have some antidote before you leave.\I said that's not it'\It's quite tiring to stay large like that.\But stopping us\from returning to our alternate forms. response:	It must be Clow.
context: Shall we see test your food for poison?\That's not it.\Yuki, have some antidote before you leave.\I said that's not it'\It's quite tiring to stay large like that.\But stopping us\from returning to our alternate forms.\It must be Clow. response:	What's going on?
