context: It couldn't be... Is she Earthland's... response:	She's... Edolas's me?
context: How long will it take to get there?\Hey, look at this!\She's exactly the same as me! Our bodies are identical!\Don't go prancing around in a towel!\Edo-Lucy-san, Natsu-san is here, you know!\And I should care, why?\Care, damn it!\You're in high spirits, Doublucy! response:	Are you actually proud of that joke?
context: Hey, look at this!\She's exactly the same as me! Our bodies are identical!\Don't go prancing around in a towel!\Edo-Lucy-san, Natsu-san is here, you know!\And I should care, why?\Care, damn it!\You're in high spirits, Doublucy!\Are you actually proud of that joke? response:	What, Natsu? Wanna peek?
context: She's exactly the same as me! Our bodies are identical!\Don't go prancing around in a towel!\Edo-Lucy-san, Natsu-san is here, you know!\And I should care, why?\Care, damn it!\You're in high spirits, Doublucy!\Are you actually proud of that joke?\What, Natsu? Wanna peek? response:	Please, stop it!
context: Don't go prancing around in a towel!\Edo-Lucy-san, Natsu-san is here, you know!\And I should care, why?\Care, damn it!\You're in high spirits, Doublucy!\Are you actually proud of that joke?\What, Natsu? Wanna peek?\Please, stop it! response:	What's so funny?
context: Edo-Lucy-san, Natsu-san is here, you know!\And I should care, why?\Care, damn it!\You're in high spirits, Doublucy!\Are you actually proud of that joke?\What, Natsu? Wanna peek?\Please, stop it!\What's so funny? response:	I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?
context: And I should care, why?\Care, damn it!\You're in high spirits, Doublucy!\Are you actually proud of that joke?\What, Natsu? Wanna peek?\Please, stop it!\What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right? response:	Don't take a bath together, sheesh!
context: Care, damn it!\You're in high spirits, Doublucy!\Are you actually proud of that joke?\What, Natsu? Wanna peek?\Please, stop it!\What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh! response:	Now that you mention it...
context: You're in high spirits, Doublucy!\Are you actually proud of that joke?\What, Natsu? Wanna peek?\Please, stop it!\What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh!\Now that you mention it... response:	They're so alike it's hard to even tell them apart...
context: Are you actually proud of that joke?\What, Natsu? Wanna peek?\Please, stop it!\What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh!\Now that you mention it...\They're so alike it's hard to even tell them apart... response:	I couldn't believe we even have the same ass.
context: What, Natsu? Wanna peek?\Please, stop it!\What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh!\Now that you mention it...\They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass. response:	Please, stop it!
context: Please, stop it!\What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh!\Now that you mention it...\They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass.\Please, stop it! response:	I bet you could do mirror acts and stuff!
context: What's so funny?\I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh!\Now that you mention it...\They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass.\Please, stop it!\I bet you could do mirror acts and stuff! response:	No way!
context: I know! You're trying to joke that Edo-Lucy's got a better figure than me, right?\Don't take a bath together, sheesh!\Now that you mention it...\They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass.\Please, stop it!\I bet you could do mirror acts and stuff!\No way! response:	They're like two peas in a pod...
context: Don't take a bath together, sheesh!\Now that you mention it...\They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass.\Please, stop it!\I bet you could do mirror acts and stuff!\No way!\They're like two peas in a pod... response:	Sad, really.
context: Now that you mention it...\They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass.\Please, stop it!\I bet you could do mirror acts and stuff!\No way!\They're like two peas in a pod...\Sad, really. response:	Actually, it's like Gemini was summoned!
context: They're so alike it's hard to even tell them apart...\I couldn't believe we even have the same ass.\Please, stop it!\I bet you could do mirror acts and stuff!\No way!\They're like two peas in a pod...\Sad, really.\Actually, it's like Gemini was summoned! response:	Oh, you're right.
context: I couldn't believe we even have the same ass.\Please, stop it!\I bet you could do mirror acts and stuff!\No way!\They're like two peas in a pod...\Sad, really.\Actually, it's like Gemini was summoned!\Oh, you're right. response:	Gemini?
context: Please, stop it!\I bet you could do mirror acts and stuff!\No way!\They're like two peas in a pod...\Sad, really.\Actually, it's like Gemini was summoned!\Oh, you're right.\Gemini? response:	They're a Spirit that I have a contract with!
context: I bet you could do mirror acts and stuff!\No way!\They're like two peas in a pod...\Sad, really.\Actually, it's like Gemini was summoned!\Oh, you're right.\Gemini?\They're a Spirit that I have a contract with! response:	They can transform to look exactly like another person!
context: No way!\They're like two peas in a pod...\Sad, really.\Actually, it's like Gemini was summoned!\Oh, you're right.\Gemini?\They're a Spirit that I have a contract with!\They can transform to look exactly like another person! response:	Gate of the Twins, I open thee!
context: They're like two peas in a pod...\Sad, really.\Actually, it's like Gemini was summoned!\Oh, you're right.\Gemini?\They're a Spirit that I have a contract with!\They can transform to look exactly like another person!\Gate of the Twins, I open thee! response:	Gemini!
context: Sad, really.\Actually, it's like Gemini was summoned!\Oh, you're right.\Gemini?\They're a Spirit that I have a contract with!\They can transform to look exactly like another person!\Gate of the Twins, I open thee!\Gemini! response:	Gemini is here!
context: Actually, it's like Gemini was summoned!\Oh, you're right.\Gemini?\They're a Spirit that I have a contract with!\They can transform to look exactly like another person!\Gate of the Twins, I open thee!\Gemini!\Gemini is here! response:	Not Doublucy, but Triplucy!
context: Oh, you're right.\Gemini?\They're a Spirit that I have a contract with!\They can transform to look exactly like another person!\Gate of the Twins, I open thee!\Gemini!\Gemini is here!\Not Doublucy, but Triplucy! response:	Wow! We could do one of those party quiz games now!
context: Gemini?\They're a Spirit that I have a contract with!\They can transform to look exactly like another person!\Gate of the Twins, I open thee!\Gemini!\Gemini is here!\Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now! response:	Quiz: Who is the real thing?
context: They're a Spirit that I have a contract with!\They can transform to look exactly like another person!\Gate of the Twins, I open thee!\Gemini!\Gemini is here!\Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing? response:	I'm Lucy!
context: They can transform to look exactly like another person!\Gate of the Twins, I open thee!\Gemini!\Gemini is here!\Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing?\I'm Lucy! response:	I'm Lucy!
context: Gate of the Twins, I open thee!\Gemini!\Gemini is here!\Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing?\I'm Lucy!\I'm Lucy! response:	I'm Lucy!
context: Gemini!\Gemini is here!\Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing?\I'm Lucy!\I'm Lucy!\I'm Lucy! response:	Now, which one is the real one?
context: Gemini is here!\Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing?\I'm Lucy!\I'm Lucy!\I'm Lucy!\Now, which one is the real one? response:	This isn't some party!
context: Not Doublucy, but Triplucy!\Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing?\I'm Lucy!\I'm Lucy!\I'm Lucy!\Now, which one is the real one?\This isn't some party! response:	They're exactly in sync...
context: Wow! We could do one of those party quiz games now!\Quiz: Who is the real thing?\I'm Lucy!\I'm Lucy!\I'm Lucy!\Now, which one is the real one?\This isn't some party!\They're exactly in sync... response:	Sad, really.
context: Quiz: Who is the real thing?\I'm Lucy!\I'm Lucy!\I'm Lucy!\Now, which one is the real one?\This isn't some party!\They're exactly in sync...\Sad, really. response:	And could you put some clothes on already?
context: I'm Lucy!\I'm Lucy!\I'm Lucy!\Now, which one is the real one?\This isn't some party!\They're exactly in sync...\Sad, really.\And could you put some clothes on already? response:	I forgot!
context: I'm Lucy!\I'm Lucy!\Now, which one is the real one?\This isn't some party!\They're exactly in sync...\Sad, really.\And could you put some clothes on already?\I forgot! response:	It's only two of you now, but it's still hard to tell you apart.
context: I'm Lucy!\Now, which one is the real one?\This isn't some party!\They're exactly in sync...\Sad, really.\And could you put some clothes on already?\I forgot!\It's only two of you now, but it's still hard to tell you apart. response:	If I remember right, there was a Spirit that could change your hairstyle, right?
context: Now, which one is the real one?\This isn't some party!\They're exactly in sync...\Sad, really.\And could you put some clothes on already?\I forgot!\It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right? response:	Right! Let's ask the Spirit of the Crab!
context: This isn't some party!\They're exactly in sync...\Sad, really.\And could you put some clothes on already?\I forgot!\It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab! response:	It is nice seeing you again-ebi.
context: They're exactly in sync...\Sad, really.\And could you put some clothes on already?\I forgot!\It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi. response:	He's a Crab Spirit, but ends his sentences with -ebi?
context: Sad, really.\And could you put some clothes on already?\I forgot!\It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi? response:	I knew you'd point that out!
context: And could you put some clothes on already?\I forgot!\It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out! response:	You go, me!
context: I forgot!\It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out!\You go, me! response:	How do you like it-ebi?
context: It's only two of you now, but it's still hard to tell you apart.\If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out!\You go, me!\How do you like it-ebi? response:	Yeah, this should make things a lot simpler.
context: If I remember right, there was a Spirit that could change your hairstyle, right?\Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out!\You go, me!\How do you like it-ebi?\Yeah, this should make things a lot simpler. response:	Are you sure it's okay being this short?
context: Right! Let's ask the Spirit of the Crab!\It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out!\You go, me!\How do you like it-ebi?\Yeah, this should make things a lot simpler.\Are you sure it's okay being this short? response:	Is there a custom on Earthland about taking care of your hair, too?
context: It is nice seeing you again-ebi.\He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out!\You go, me!\How do you like it-ebi?\Yeah, this should make things a lot simpler.\Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too? response:	Well, all girls think like that-ebi.
context: He's a Crab Spirit, but ends his sentences with -ebi?\I knew you'd point that out!\You go, me!\How do you like it-ebi?\Yeah, this should make things a lot simpler.\Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi. response:	Girls, huh?
context: I knew you'd point that out!\You go, me!\How do you like it-ebi?\Yeah, this should make things a lot simpler.\Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi.\Girls, huh? response:	You'd just be stupid to think of being a boy or a girl in this world...
context: You go, me!\How do you like it-ebi?\Yeah, this should make things a lot simpler.\Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi.\Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world... response:	We've got enough to handle just surviving...
context: How do you like it-ebi?\Yeah, this should make things a lot simpler.\Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi.\Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving... response:	But everyone in the guild here looked like they were having fun...
context: Yeah, this should make things a lot simpler.\Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi.\Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun... response:	Well, sure.
context: Are you sure it's okay being this short?\Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi.\Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun...\Well, sure. response:	If we didn't force ourselves to keep laughing, our hearts would break just like that...
context: Is there a custom on Earthland about taking care of your hair, too?\Well, all girls think like that-ebi.\Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun...\Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that... response:	Plus, there are people who still need us, even in this world.
context: Well, all girls think like that-ebi.\Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun...\Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world. response:	So, even if we're now Dark, we're got to keep the guild going.
context: Girls, huh?\You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun...\Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going. response:	But I guess that by itself isn't going to cut it...
context: You'd just be stupid to think of being a boy or a girl in this world...\We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun...\Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it... response:	Nothing...
context: We've got enough to handle just surviving...\But everyone in the guild here looked like they were having fun...\Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it...\Nothing... response:	I can't believe this!
context: But everyone in the guild here looked like they were having fun...\Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it...\Nothing...\I can't believe this! response:	What the heck is this?
context: Well, sure.\If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it...\Nothing...\I can't believe this!\What the heck is this? response:	Do you have to be so hyped up this early in the morning?
context: If we didn't force ourselves to keep laughing, our hearts would break just like that...\Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it...\Nothing...\I can't believe this!\What the heck is this?\Do you have to be so hyped up this early in the morning? response:	What is it?
context: Plus, there are people who still need us, even in this world.\So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it...\Nothing...\I can't believe this!\What the heck is this?\Do you have to be so hyped up this early in the morning?\What is it? response:	The Edolas me ran away!
context: So, even if we're now Dark, we're got to keep the guild going.\But I guess that by itself isn't going to cut it...\Nothing...\I can't believe this!\What the heck is this?\Do you have to be so hyped up this early in the morning?\What is it?\The Edolas me ran away! response:	If you walk for three days to the east, you'll reach the Royal City.
context: But I guess that by itself isn't going to cut it...\Nothing...\I can't believe this!\What the heck is this?\Do you have to be so hyped up this early in the morning?\What is it?\The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City. response:	I'm returning to the guild.
context: Nothing...\I can't believe this!\What the heck is this?\Do you have to be so hyped up this early in the morning?\What is it?\The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild. response:	Later. I wish you the best of luck.
context: I can't believe this!\What the heck is this?\Do you have to be so hyped up this early in the morning?\What is it?\The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild.\Later. I wish you the best of luck. response:	I thought she was going to help us!
context: What the heck is this?\Do you have to be so hyped up this early in the morning?\What is it?\The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild.\Later. I wish you the best of luck.\I thought she was going to help us! response:	What nerve!
context: Do you have to be so hyped up this early in the morning?\What is it?\The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild.\Later. I wish you the best of luck.\I thought she was going to help us!\What nerve! response:	The same nerve as you Lucy, right?
context: What is it?\The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild.\Later. I wish you the best of luck.\I thought she was going to help us!\What nerve!\The same nerve as you Lucy, right? response:	Shut it!
context: The Edolas me ran away!\If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild.\Later. I wish you the best of luck.\I thought she was going to help us!\What nerve!\The same nerve as you Lucy, right?\Shut it! response:	We can't do anything about it. She said she didn't intend to fight from the start.
context: If you walk for three days to the east, you'll reach the Royal City.\I'm returning to the guild.\Later. I wish you the best of luck.\I thought she was going to help us!\What nerve!\The same nerve as you Lucy, right?\Shut it!\We can't do anything about it. She said she didn't intend to fight from the start. response:	Yeah...
context: I'm returning to the guild.\Later. I wish you the best of luck.\I thought she was going to help us!\What nerve!\The same nerve as you Lucy, right?\Shut it!\We can't do anything about it. She said she didn't intend to fight from the start.\Yeah... response:	I won't forgive her! I wouldn't forgive myself, so I won't forgive her!
context: Later. I wish you the best of luck.\I thought she was going to help us!\What nerve!\The same nerve as you Lucy, right?\Shut it!\We can't do anything about it. She said she didn't intend to fight from the start.\Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her! response:	Why does it matter, really?
context: I thought she was going to help us!\What nerve!\The same nerve as you Lucy, right?\Shut it!\We can't do anything about it. She said she didn't intend to fight from the start.\Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really? response:	It does matter! Argh!
context: What nerve!\The same nerve as you Lucy, right?\Shut it!\We can't do anything about it. She said she didn't intend to fight from the start.\Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really?\It does matter! Argh! response:	Do I really think those people can change the world?
context: The same nerve as you Lucy, right?\Shut it!\We can't do anything about it. She said she didn't intend to fight from the start.\Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really?\It does matter! Argh!\Do I really think those people can change the world? response:	What silly nonsense was I thinking...?
context: Shut it!\We can't do anything about it. She said she didn't intend to fight from the start.\Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really?\It does matter! Argh!\Do I really think those people can change the world?\What silly nonsense was I thinking...? response:	If I really want to change the world, what's the point if we don't do it ourselves?
context: We can't do anything about it. She said she didn't intend to fight from the start.\Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really?\It does matter! Argh!\Do I really think those people can change the world?\What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves? response:	It'll be great if they can use their power to save their friends,
context: Yeah...\I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really?\It does matter! Argh!\Do I really think those people can change the world?\What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends, response:	but that'll be difficult against the Kingdom.
context: I won't forgive her! I wouldn't forgive myself, so I won't forgive her!\Why does it matter, really?\It does matter! Argh!\Do I really think those people can change the world?\What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom. response:	So I'm going to go back to the guild and convince everyone.
context: Why does it matter, really?\It does matter! Argh!\Do I really think those people can change the world?\What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone. response:	Everyone, stand up! We'll fight alongside them!
context: It does matter! Argh!\Do I really think those people can change the world?\What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them! response:	Did you hear?
context: Do I really think those people can change the world?\What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them!\Did you hear? response:	Sounds like they're gonna start extracting the magic power from that lacrima in two days.
context: What silly nonsense was I thinking...?\If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them!\Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days. response:	Oh... I don't really get it,
context: If I really want to change the world, what's the point if we don't do it ourselves?\It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them!\Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it, response:	but you're talking about all the magic power they scooped up from that other world, right?
context: It'll be great if they can use their power to save their friends,\but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them!\Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right? response:	Is this really gonna be okay?
context: but that'll be difficult against the Kingdom.\So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them!\Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay? response:	I just hope nothin' screwy happens as a result...
context: So I'm going to go back to the guild and convince everyone.\Everyone, stand up! We'll fight alongside them!\Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay?\I just hope nothin' screwy happens as a result... response:	What? Are you saying there's something wrong with the King's methods?
context: Everyone, stand up! We'll fight alongside them!\Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay?\I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods? response:	Oh no, I didn't mean that...
context: Did you hear?\Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay?\I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that... response:	We should just leave this all to His Highness.
context: Sounds like they're gonna start extracting the magic power from that lacrima in two days.\Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay?\I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that...\We should just leave this all to His Highness. response:	People like us worryin' ain't gonna do anything.
context: Oh... I don't really get it,\but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay?\I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that...\We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything. response:	About that...
context: but you're talking about all the magic power they scooped up from that other world, right?\Is this really gonna be okay?\I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that...\We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything.\About that... response:	About that...
context: Is this really gonna be okay?\I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that...\We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything.\About that...\About that... response:	Would you tell me more?
context: I just hope nothin' screwy happens as a result...\What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that...\We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything.\About that...\About that...\Would you tell me more? response:	Could you tell me more?
context: What? Are you saying there's something wrong with the King's methods?\Oh no, I didn't mean that...\We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything.\About that...\About that...\Would you tell me more?\Could you tell me more? response:	She's already back in high spirits.
context: Oh no, I didn't mean that...\We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything.\About that...\About that...\Would you tell me more?\Could you tell me more?\She's already back in high spirits. response:	She's happy she found that rare book at the bookstore, right?
context: We should just leave this all to His Highness.\People like us worryin' ain't gonna do anything.\About that...\About that...\Would you tell me more?\Could you tell me more?\She's already back in high spirits.\She's happy she found that rare book at the bookstore, right? response:	What kind of book did you buy?
context: People like us worryin' ain't gonna do anything.\About that...\About that...\Would you tell me more?\Could you tell me more?\She's already back in high spirits.\She's happy she found that rare book at the bookstore, right?\What kind of book did you buy? response:	A book on the history of this world!
context: About that...\About that...\Would you tell me more?\Could you tell me more?\She's already back in high spirits.\She's happy she found that rare book at the bookstore, right?\What kind of book did you buy?\A book on the history of this world! response:	I bet you guys want to learn about this world too, right?
context: About that...\Would you tell me more?\Could you tell me more?\She's already back in high spirits.\She's happy she found that rare book at the bookstore, right?\What kind of book did you buy?\A book on the history of this world!\I bet you guys want to learn about this world too, right? response:	Not really.
context: Would you tell me more?\Could you tell me more?\She's already back in high spirits.\She's happy she found that rare book at the bookstore, right?\What kind of book did you buy?\A book on the history of this world!\I bet you guys want to learn about this world too, right?\Not really. response:	This history book tells everything!
context: Could you tell me more?\She's already back in high spirits.\She's happy she found that rare book at the bookstore, right?\What kind of book did you buy?\A book on the history of this world!\I bet you guys want to learn about this world too, right?\Not really.\This history book tells everything! response:	This world is fascinating!
context: She's already back in high spirits.\She's happy she found that rare book at the bookstore, right?\What kind of book did you buy?\A book on the history of this world!\I bet you guys want to learn about this world too, right?\Not really.\This history book tells everything!\This world is fascinating! response:	For example, the Exceed race is written about in here...
context: She's happy she found that rare book at the bookstore, right?\What kind of book did you buy?\A book on the history of this world!\I bet you guys want to learn about this world too, right?\Not really.\This history book tells everything!\This world is fascinating!\For example, the Exceed race is written about in here... response:	I'd like to know about that, too.
context: What kind of book did you buy?\A book on the history of this world!\I bet you guys want to learn about this world too, right?\Not really.\This history book tells everything!\This world is fascinating!\For example, the Exceed race is written about in here...\I'd like to know about that, too. response:	They seem like a race that is extremely feared, though...
context: A book on the history of this world!\I bet you guys want to learn about this world too, right?\Not really.\This history book tells everything!\This world is fascinating!\For example, the Exceed race is written about in here...\I'd like to know about that, too.\They seem like a race that is extremely feared, though... response:	I said I don't care.
context: I bet you guys want to learn about this world too, right?\Not really.\This history book tells everything!\This world is fascinating!\For example, the Exceed race is written about in here...\I'd like to know about that, too.\They seem like a race that is extremely feared, though...\I said I don't care. response:	What's this?
context: Not really.\This history book tells everything!\This world is fascinating!\For example, the Exceed race is written about in here...\I'd like to know about that, too.\They seem like a race that is extremely feared, though...\I said I don't care.\What's this? response:	That's...!
context: This history book tells everything!\This world is fascinating!\For example, the Exceed race is written about in here...\I'd like to know about that, too.\They seem like a race that is extremely feared, though...\I said I don't care.\What's this?\That's...! response:	An airship?
