context: This is bad... this is definitely bad... response:	There aren't supposed to be any other Saiyans.
context: Really... How about you realize somewhat that you were seriously injured?\If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer? response:	His hair dries out so fast, and he has to take care of it right...
context: If you don't lie there quietly, you're goin' to open your wounds up again.\Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right... response:	Gohan...
context: Ow! Yow-ow-ow-ow! Don't be so rough!\Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right...\Gohan... response:	It's hopeless! It's all over! We'll never get back to Earth now!
context: Yow-ow-ow-ow! That hurts! That hurts!\Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right...\Gohan...\It's hopeless! It's all over! We'll never get back to Earth now! response:	Uh, Bulma- san, for the time being, let's get away from here.
context: Never mind that, I wonder if Gohan- chan is okay.\I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right...\Gohan...\It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here. response:	It's dangerous here. Someone even stronger might come along.
context: I hope he's washin' his hair, and usin' that rinse.\His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right...\Gohan...\It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along. response:	That's right. Those many Ki that we sensed weren't Namekians,
context: His hair is so shiny and all, so he has to look after his cuticles.\Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right...\Gohan...\It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians, response:	but appear to be friends of Vegeta, so we need to go hide somewhere.
context: Is he usin' his hair dryer?\His hair dries out so fast, and he has to take care of it right...\Gohan...\It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere. response:	Things will work out somehow.
context: His hair dries out so fast, and he has to take care of it right...\Gohan...\It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow. response:	I'm sure the Namekians will repair the spaceship for us.
context: Gohan...\It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us. response:	How nice that you can be so optimistic!
context: It's hopeless! It's all over! We'll never get back to Earth now!\Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic! response:	Bulma- san...
context: Uh, Bulma- san, for the time being, let's get away from here.\It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic!\Bulma- san... response:	Hmph, you're finally here, are you?
context: It's dangerous here. Someone even stronger might come along.\That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic!\Bulma- san...\Hmph, you're finally here, are you? response:	You imbecile.
context: That's right. Those many Ki that we sensed weren't Namekians,\but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic!\Bulma- san...\Hmph, you're finally here, are you?\You imbecile. response:	It looks like the time has come
context: but appear to be friends of Vegeta, so we need to go hide somewhere.\Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic!\Bulma- san...\Hmph, you're finally here, are you?\You imbecile.\It looks like the time has come response:	when we can finally settle things between us as fellow rivals, huh?
context: Things will work out somehow.\I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic!\Bulma- san...\Hmph, you're finally here, are you?\You imbecile.\It looks like the time has come\when we can finally settle things between us as fellow rivals, huh? response:	But it looks like you've let yourself go.
context: I'm sure the Namekians will repair the spaceship for us.\How nice that you can be so optimistic!\Bulma- san...\Hmph, you're finally here, are you?\You imbecile.\It looks like the time has come\when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go. response:	You've got no chance of beating me with that battle power.
context: How nice that you can be so optimistic!\Bulma- san...\Hmph, you're finally here, are you?\You imbecile.\It looks like the time has come\when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go.\You've got no chance of beating me with that battle power. response:	Fellow rivals, you say?
context: Bulma- san...\Hmph, you're finally here, are you?\You imbecile.\It looks like the time has come\when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go.\You've got no chance of beating me with that battle power.\Fellow rivals, you say? response:	Well, let me show you a little something.
context: Hmph, you're finally here, are you?\You imbecile.\It looks like the time has come\when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go.\You've got no chance of beating me with that battle power.\Fellow rivals, you say?\Well, let me show you a little something. response:	When I was on Earth, I learned something interesting from them.
context: You imbecile.\It looks like the time has come\when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go.\You've got no chance of beating me with that battle power.\Fellow rivals, you say?\Well, let me show you a little something.\When I was on Earth, I learned something interesting from them. response:	What, how to run away quickly?
context: It looks like the time has come\when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go.\You've got no chance of beating me with that battle power.\Fellow rivals, you say?\Well, let me show you a little something.\When I was on Earth, I learned something interesting from them.\What, how to run away quickly? response:	How to control my battle power!
context: when we can finally settle things between us as fellow rivals, huh?\But it looks like you've let yourself go.\You've got no chance of beating me with that battle power.\Fellow rivals, you say?\Well, let me show you a little something.\When I was on Earth, I learned something interesting from them.\What, how to run away quickly?\How to control my battle power! response:	H- how to control your battle power?
context: But it looks like you've let yourself go.\You've got no chance of beating me with that battle power.\Fellow rivals, you say?\Well, let me show you a little something.\When I was on Earth, I learned something interesting from them.\What, how to run away quickly?\How to control my battle power!\H- how to control your battle power? response:	Take a good look at my battle power rating on your Scouter!
context: You've got no chance of beating me with that battle power.\Fellow rivals, you say?\Well, let me show you a little something.\When I was on Earth, I learned something interesting from them.\What, how to run away quickly?\How to control my battle power!\H- how to control your battle power?\Take a good look at my battle power rating on your Scouter! response:	I- impossible! You and I have always been evenly matched!
context: Fellow rivals, you say?\Well, let me show you a little something.\When I was on Earth, I learned something interesting from them.\What, how to run away quickly?\How to control my battle power!\H- how to control your battle power?\Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched! response:	You idiot! I have been fighting in actual combat constantly.
context: Well, let me show you a little something.\When I was on Earth, I learned something interesting from them.\What, how to run away quickly?\How to control my battle power!\H- how to control your battle power?\Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly. response:	The battle on Earth was such that it nearly killed me.
context: When I was on Earth, I learned something interesting from them.\What, how to run away quickly?\How to control my battle power!\H- how to control your battle power?\Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me. response:	Did you think I would remain equal with you forever,
context: What, how to run away quickly?\How to control my battle power!\H- how to control your battle power?\Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever, response:	as you just sat around in comfort at Freeza's place!?
context: How to control my battle power!\H- how to control your battle power?\Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!? response:	19,000... 20,000... 21,000... 22,000!
context: H- how to control your battle power?\Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000! response:	What happened, Zarbon?
context: Take a good look at my battle power rating on your Scouter!\I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000!\What happened, Zarbon? response:	I- I think it was a malfunction,
context: I- impossible! You and I have always been evenly matched!\You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000!\What happened, Zarbon?\I- I think it was a malfunction, response:	but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...
context: You idiot! I have been fighting in actual combat constantly.\The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000... response:	22,000, you say?
context: The battle on Earth was such that it nearly killed me.\Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say? response:	That really was a malfunction. Your Scouter is an older model, after all.
context: Did you think I would remain equal with you forever,\as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all. response:	I'll find out his true rating for you on mine.
context: as you just sat around in comfort at Freeza's place!?\19,000... 20,000... 21,000... 22,000!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine. response:	What's his rating?
context: 19,000... 20,000... 21,000... 22,000!\What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine.\What's his rating? response:	T- this is absurd... Could my newer model be malfunctioning, too?
context: What happened, Zarbon?\I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine.\What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too? response:	He's gone up to 24,000...
context: I- I think it was a malfunction,\but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine.\What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000... response:	If he's at 24,000... Are you saying that his battle power is even higher than ours?
context: but the rating on my Scouter, which was set on Vegeta, had just risen above 22,000...\22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine.\What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours? response:	I- it couldn't be. His battle power would just barely reach 18,000.
context: 22,000, you say?\That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine.\What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000. response:	It is nothing to be surprised about.
context: That really was a malfunction. Your Scouter is an older model, after all.\I'll find out his true rating for you on mine.\What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about. response:	Vegeta has been fighting on the front lines, you see.
context: I'll find out his true rating for you on mine.\What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see. response:	He probably came upon some sort of new skill on Earth.
context: What's his rating?\T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth. response:	But...
context: T- this is absurd... Could my newer model be malfunctioning, too?\He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth.\But... response:	It is only 24,000. If the two of you fight together,
context: He's gone up to 24,000...\If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth.\But...\It is only 24,000. If the two of you fight together, response:	it is a rating that you can sufficiently beat, is it not?
context: If he's at 24,000... Are you saying that his battle power is even higher than ours?\I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth.\But...\It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not? response:	Vegeta probably wants to obtain eternal life with the Dragon Balls,
context: I- it couldn't be. His battle power would just barely reach 18,000.\It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth.\But...\It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls, response:	the same wish that I have.
context: It is nothing to be surprised about.\Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth.\But...\It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have. response:	Unless he does so, there is no way that he can prevail against me, you see.
context: Vegeta has been fighting on the front lines, you see.\He probably came upon some sort of new skill on Earth.\But...\It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see. response:	Vegeta never has been respectful toward me.
context: He probably came upon some sort of new skill on Earth.\But...\It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me. response:	He went to Earth without my orders,
context: But...\It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me.\He went to Earth without my orders, response:	and he even appears to be after my position for his own.
context: It is only 24,000. If the two of you fight together,\it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me.\He went to Earth without my orders,\and he even appears to be after my position for his own. response:	Though I must say, this is brash of him.
context: it is a rating that you can sufficiently beat, is it not?\Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me.\He went to Earth without my orders,\and he even appears to be after my position for his own.\Though I must say, this is brash of him. response:	To think that he would come out in open treason against me...
context: Vegeta probably wants to obtain eternal life with the Dragon Balls,\the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me.\He went to Earth without my orders,\and he even appears to be after my position for his own.\Though I must say, this is brash of him.\To think that he would come out in open treason against me... response:	W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.
context: the same wish that I have.\Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me.\He went to Earth without my orders,\and he even appears to be after my position for his own.\Though I must say, this is brash of him.\To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand. response:	I- I didn't like Freeza- sa - I mean, Freeza before this, either.
context: Unless he does so, there is no way that he can prevail against me, you see.\Vegeta never has been respectful toward me.\He went to Earth without my orders,\and he even appears to be after my position for his own.\Though I must say, this is brash of him.\To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either. response:	T- that doesn't sound bad, does it? If you team up with me at that battle power,
context: Vegeta never has been respectful toward me.\He went to Earth without my orders,\and he even appears to be after my position for his own.\Though I must say, this is brash of him.\To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power, response:	I think we could somehow manage Zarbon and Dodoria.
context: He went to Earth without my orders,\and he even appears to be after my position for his own.\Though I must say, this is brash of him.\To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria. response:	Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!
context: and he even appears to be after my position for his own.\Though I must say, this is brash of him.\To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard! response:	It's no lie, I tell you!
context: Though I must say, this is brash of him.\To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you! response:	Believe me, Vegeta!
context: To think that he would come out in open treason against me...\W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you!\Believe me, Vegeta! response:	Oh! Freeza- sama!
context: W- wait, Vegeta! I just had a great idea! Let me work with you. I can lend you a hand.\I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you!\Believe me, Vegeta!\Oh! Freeza- sama! response:	What!?
context: I- I didn't like Freeza- sa - I mean, Freeza before this, either.\T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you!\Believe me, Vegeta!\Oh! Freeza- sama!\What!? response:	Miserable fool!
context: T- that doesn't sound bad, does it? If you team up with me at that battle power,\I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you!\Believe me, Vegeta!\Oh! Freeza- sama!\What!?\Miserable fool! response:	No matter how much his battle power had risen,
context: I think we could somehow manage Zarbon and Dodoria.\Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you!\Believe me, Vegeta!\Oh! Freeza- sama!\What!?\Miserable fool!\No matter how much his battle power had risen, response:	nobody could stand up to being taken unawares by that.
context: Spout more of your worthless lies, will you? You are one thoroughly disgusting bastard!\It's no lie, I tell you!\Believe me, Vegeta!\Oh! Freeza- sama!\What!?\Miserable fool!\No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that. response:	You wish.
context: It's no lie, I tell you!\Believe me, Vegeta!\Oh! Freeza- sama!\What!?\Miserable fool!\No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that.\You wish. response:	What an utterly pathetic strategy, coming from someone like you. I'm astounded.
context: Believe me, Vegeta!\Oh! Freeza- sama!\What!?\Miserable fool!\No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that.\You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded. response:	W- when did you manage to-?
context: Oh! Freeza- sama!\What!?\Miserable fool!\No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that.\You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-? response:	Having an elevated battle power means that my speed has been elevated as well.
context: What!?\Miserable fool!\No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that.\You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well. response:	In other words, you have now gotten me thoroughly angry.
context: Miserable fool!\No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that.\You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry. response:	Die!
context: No matter how much his battle power had risen,\nobody could stand up to being taken unawares by that.\You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry.\Die! response:	That was one foul firework.
context: nobody could stand up to being taken unawares by that.\You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry.\Die!\That was one foul firework. response:	V- Vegeta's 24,000 rating is the real thing, all right.
context: You wish.\What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry.\Die!\That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right. response:	He did in Kewie with no trouble at all.
context: What an utterly pathetic strategy, coming from someone like you. I'm astounded.\W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry.\Die!\That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all. response:	It is of little import. Now, we search for the fifth Dragon Ball.
context: W- when did you manage to-?\Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry.\Die!\That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball. response:	Thanks to their Scouters, they'll know exactly what my actions are.
context: Having an elevated battle power means that my speed has been elevated as well.\In other words, you have now gotten me thoroughly angry.\Die!\That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are. response:	Even if I were careless enough to get too close to them,
context: In other words, you have now gotten me thoroughly angry.\Die!\That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them, response:	l might be able to take Zarbon or Dodoria,
context: Die!\That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria, response:	but there's still no way l can beat Freeza.
context: That was one foul firework.\V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza. response:	Judging by the transmissions I heard over the Scouter between Freeza and his men,
context: V- Vegeta's 24,000 rating is the real thing, all right.\He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men, response:	these Dragon Ball things don't work unless you have all seven of them together.
context: He did in Kewie with no trouble at all.\It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together. response:	All right, I'll search out just one of them.
context: It is of little import. Now, we search for the fifth Dragon Ball.\Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them. response:	Once they have gathered the remaining six,
context: Thanks to their Scouters, they'll know exactly what my actions are.\Even if I were careless enough to get too close to them,\l might be able to take Zarbon or Dodoria,\but there's still no way l can beat Freeza.\Judging by the transmissions I heard over the Scouter between Freeza and his men,\these Dragon Ball things don't work unless you have all seven of them together.\All right, I'll search out just one of them.\Once they have gathered the remaining six, response:	I'll look for an opening and take theirs from them.
