context: Forest Exhibition response:	29th Suimei High School Culture Festival
context: You're the one who's got something wrong!\Why are you wearing a cat's skin over your birthday suit?\Don't worry. I'm wearing panties.\As good as panties are, they aren't the solution to every problem...\I believe in panties.\Sakura Hall\Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals. response:	If you're so interested in the culture festival,
context: Why are you wearing a cat's skin over your birthday suit?\Don't worry. I'm wearing panties.\As good as panties are, they aren't the solution to every problem...\I believe in panties.\Sakura Hall\Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals.\If you're so interested in the culture festival, response:	you should have gone to work in the prep room.
context: Don't worry. I'm wearing panties.\As good as panties are, they aren't the solution to every problem...\I believe in panties.\Sakura Hall\Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals.\If you're so interested in the culture festival,\you should have gone to work in the prep room. response:	Why are you in my room, anyway?
context: As good as panties are, they aren't the solution to every problem...\I believe in panties.\Sakura Hall\Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals.\If you're so interested in the culture festival,\you should have gone to work in the prep room.\Why are you in my room, anyway? response:	Because you interest me even more than the culture festival, Ryunosuke.
context: I believe in panties.\Sakura Hall\Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals.\If you're so interested in the culture festival,\you should have gone to work in the prep room.\Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke. response:	If you'd be willing to go with me
context: Sakura Hall\Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals.\If you're so interested in the culture festival,\you should have gone to work in the prep room.\Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me response:	How could I go to a culture festival swarming with girls?
context: Takoyaki, ikayaki, okonomiyaki...\I love Japanese culture festivals.\If you're so interested in the culture festival,\you should have gone to work in the prep room.\Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me\How could I go to a culture festival swarming with girls? response:	Why do you hate women so much?
context: I love Japanese culture festivals.\If you're so interested in the culture festival,\you should have gone to work in the prep room.\Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me\How could I go to a culture festival swarming with girls?\Why do you hate women so much? response:	Well, why?
context: If you're so interested in the culture festival,\you should have gone to work in the prep room.\Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me\How could I go to a culture festival swarming with girls?\Why do you hate women so much?\Well, why? response:	Don't come any closer, freeloader!
context: you should have gone to work in the prep room.\Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me\How could I go to a culture festival swarming with girls?\Why do you hate women so much?\Well, why?\Don't come any closer, freeloader! response:	Don't accentuate your cleavage more than necessary!
context: Why are you in my room, anyway?\Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me\How could I go to a culture festival swarming with girls?\Why do you hate women so much?\Well, why?\Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary! response:	This is my natural look.
context: Because you interest me even more than the culture festival, Ryunosuke.\If you'd be willing to go with me\How could I go to a culture festival swarming with girls?\Why do you hate women so much?\Well, why?\Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary!\This is my natural look. response:	Then, stop looking up at me like that!
context: If you'd be willing to go with me\How could I go to a culture festival swarming with girls?\Why do you hate women so much?\Well, why?\Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary!\This is my natural look.\Then, stop looking up at me like that! response:	First, you chide me for my fake smiles,
context: How could I go to a culture festival swarming with girls?\Why do you hate women so much?\Well, why?\Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary!\This is my natural look.\Then, stop looking up at me like that!\First, you chide me for my fake smiles, response:	and now, you're rejecting the expression of my eyes?
context: Why do you hate women so much?\Well, why?\Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary!\This is my natural look.\Then, stop looking up at me like that!\First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes? response:	I'd heard that Japanese gentlemen were bossy...
context: Well, why?\Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary!\This is my natural look.\Then, stop looking up at me like that!\First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy... response:	and I guess it was true.
context: Don't come any closer, freeloader!\Don't accentuate your cleavage more than necessary!\This is my natural look.\Then, stop looking up at me like that!\First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy...\and I guess it was true. response:	Who are you calling bossy?!
context: Don't accentuate your cleavage more than necessary!\This is my natural look.\Then, stop looking up at me like that!\First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy...\and I guess it was true.\Who are you calling bossy?! response:	You foreign insect!
context: This is my natural look.\Then, stop looking up at me like that!\First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy...\and I guess it was true.\Who are you calling bossy?!\You foreign insect! response:	I'll exterminate you right now!
context: Then, stop looking up at me like that!\First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy...\and I guess it was true.\Who are you calling bossy?!\You foreign insect!\I'll exterminate you right now! response:	If you can do it from there, go ahead.
context: First, you chide me for my fake smiles,\and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy...\and I guess it was true.\Who are you calling bossy?!\You foreign insect!\I'll exterminate you right now!\If you can do it from there, go ahead. response:	I'll get you one day!
context: and now, you're rejecting the expression of my eyes?\I'd heard that Japanese gentlemen were bossy...\and I guess it was true.\Who are you calling bossy?!\You foreign insect!\I'll exterminate you right now!\If you can do it from there, go ahead.\I'll get you one day! response:	Now, where were we?
context: I'd heard that Japanese gentlemen were bossy...\and I guess it was true.\Who are you calling bossy?!\You foreign insect!\I'll exterminate you right now!\If you can do it from there, go ahead.\I'll get you one day!\Now, where were we? response:	We're home!
context: and I guess it was true.\Who are you calling bossy?!\You foreign insect!\I'll exterminate you right now!\If you can do it from there, go ahead.\I'll get you one day!\Now, where were we?\We're home! response:	Don't act so disappointed!
context: Who are you calling bossy?!\You foreign insect!\I'll exterminate you right now!\If you can do it from there, go ahead.\I'll get you one day!\Now, where were we?\We're home!\Don't act so disappointed! response:	This long interval bothers me.
context: You foreign insect!\I'll exterminate you right now!\If you can do it from there, go ahead.\I'll get you one day!\Now, where were we?\We're home!\Don't act so disappointed!\This long interval bothers me. response:	Should we add a line?
context: I'll exterminate you right now!\If you can do it from there, go ahead.\I'll get you one day!\Now, where were we?\We're home!\Don't act so disappointed!\This long interval bothers me.\Should we add a line? response:	Yeah, you're right.
context: If you can do it from there, go ahead.\I'll get you one day!\Now, where were we?\We're home!\Don't act so disappointed!\This long interval bothers me.\Should we add a line?\Yeah, you're right. response:	Please do.
context: I'll get you one day!\Now, where were we?\We're home!\Don't act so disappointed!\This long interval bothers me.\Should we add a line?\Yeah, you're right.\Please do. response:	You killed Nekosuke-san...
context: Now, where were we?\We're home!\Don't act so disappointed!\This long interval bothers me.\Should we add a line?\Yeah, you're right.\Please do.\You killed Nekosuke-san... response:	Misaki-senpai, about this character...
context: We're home!\Don't act so disappointed!\This long interval bothers me.\Should we add a line?\Yeah, you're right.\Please do.\You killed Nekosuke-san...\Misaki-senpai, about this character... response:	I'll never forgive you... Never...
context: Don't act so disappointed!\This long interval bothers me.\Should we add a line?\Yeah, you're right.\Please do.\You killed Nekosuke-san...\Misaki-senpai, about this character...\I'll never forgive you... Never... response:	Huh? Which one?
context: This long interval bothers me.\Should we add a line?\Yeah, you're right.\Please do.\You killed Nekosuke-san...\Misaki-senpai, about this character...\I'll never forgive you... Never...\Huh? Which one? response:	Ein!
context: Should we add a line?\Yeah, you're right.\Please do.\You killed Nekosuke-san...\Misaki-senpai, about this character...\I'll never forgive you... Never...\Huh? Which one?\Ein! response:	Ein?
context: Yeah, you're right.\Please do.\You killed Nekosuke-san...\Misaki-senpai, about this character...\I'll never forgive you... Never...\Huh? Which one?\Ein!\Ein? response:	No, no.
context: Please do.\You killed Nekosuke-san...\Misaki-senpai, about this character...\I'll never forgive you... Never...\Huh? Which one?\Ein!\Ein?\No, no. response:	This henchman. The little one.
context: You killed Nekosuke-san...\Misaki-senpai, about this character...\I'll never forgive you... Never...\Huh? Which one?\Ein!\Ein?\No, no.\This henchman. The little one. response:	We're going to add some lines.
context: Misaki-senpai, about this character...\I'll never forgive you... Never...\Huh? Which one?\Ein!\Ein?\No, no.\This henchman. The little one.\We're going to add some lines. response:	Got it.
context: I'll never forgive you... Never...\Huh? Which one?\Ein!\Ein?\No, no.\This henchman. The little one.\We're going to add some lines.\Got it. response:	I'm hungry. My brain isn't working.
context: Huh? Which one?\Ein!\Ein?\No, no.\This henchman. The little one.\We're going to add some lines.\Got it.\I'm hungry. My brain isn't working. response:	Chin up, chin up!
context: Ein!\Ein?\No, no.\This henchman. The little one.\We're going to add some lines.\Got it.\I'm hungry. My brain isn't working.\Chin up, chin up! response:	Shiina.
context: Ein?\No, no.\This henchman. The little one.\We're going to add some lines.\Got it.\I'm hungry. My brain isn't working.\Chin up, chin up!\Shiina. response:	Hustle, hustle!
context: No, no.\This henchman. The little one.\We're going to add some lines.\Got it.\I'm hungry. My brain isn't working.\Chin up, chin up!\Shiina.\Hustle, hustle! response:	This Nekosuke character here...
context: This henchman. The little one.\We're going to add some lines.\Got it.\I'm hungry. My brain isn't working.\Chin up, chin up!\Shiina.\Hustle, hustle!\This Nekosuke character here... response:	The only thing I can do is cook dinner.
context: We're going to add some lines.\Got it.\I'm hungry. My brain isn't working.\Chin up, chin up!\Shiina.\Hustle, hustle!\This Nekosuke character here...\The only thing I can do is cook dinner. response:	Safe. Doesn't look like it'll stain.
context: Got it.\I'm hungry. My brain isn't working.\Chin up, chin up!\Shiina.\Hustle, hustle!\This Nekosuke character here...\The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain. response:	I've reached my limit.
context: I'm hungry. My brain isn't working.\Chin up, chin up!\Shiina.\Hustle, hustle!\This Nekosuke character here...\The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain.\I've reached my limit. response:	I'll go wash my face...
context: Chin up, chin up!\Shiina.\Hustle, hustle!\This Nekosuke character here...\The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain.\I've reached my limit.\I'll go wash my face... response:	This... is...
context: Shiina.\Hustle, hustle!\This Nekosuke character here...\The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain.\I've reached my limit.\I'll go wash my face...\This... is... response:	Don't...
context: Hustle, hustle!\This Nekosuke character here...\The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain.\I've reached my limit.\I'll go wash my face...\This... is...\Don't... response:	What?
context: This Nekosuke character here...\The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain.\I've reached my limit.\I'll go wash my face...\This... is...\Don't...\What? response:	D-D-Don't look!
context: The only thing I can do is cook dinner.\Safe. Doesn't look like it'll stain.\I've reached my limit.\I'll go wash my face...\This... is...\Don't...\What?\D-D-Don't look! response:	Keep that on!
context: Safe. Doesn't look like it'll stain.\I've reached my limit.\I'll go wash my face...\This... is...\Don't...\What?\D-D-Don't look!\Keep that on! response:	Oh, crap!
context: I've reached my limit.\I'll go wash my face...\This... is...\Don't...\What?\D-D-Don't look!\Keep that on!\Oh, crap! response:	Sorry!
context: I'll go wash my face...\This... is...\Don't...\What?\D-D-Don't look!\Keep that on!\Oh, crap!\Sorry! response:	I'm sorry! It wasn't on purpose!
context: This... is...\Don't...\What?\D-D-Don't look!\Keep that on!\Oh, crap!\Sorry!\I'm sorry! It wasn't on purpose! response:	I mean, you forgot to put up the sign...
context: Don't...\What?\D-D-Don't look!\Keep that on!\Oh, crap!\Sorry!\I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign... response:	saying you were using the bathroom!
context: What?\D-D-Don't look!\Keep that on!\Oh, crap!\Sorry!\I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign...\saying you were using the bathroom! response:	Well, that's...
context: D-D-Don't look!\Keep that on!\Oh, crap!\Sorry!\I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign...\saying you were using the bathroom!\Well, that's... response:	That's because I wasn't planning on taking my clothes off...
context: Keep that on!\Oh, crap!\Sorry!\I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign...\saying you were using the bathroom!\Well, that's...\That's because I wasn't planning on taking my clothes off... response:	Did...
context: Oh, crap!\Sorry!\I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign...\saying you were using the bathroom!\Well, that's...\That's because I wasn't planning on taking my clothes off...\Did... response:	Did you lose a kilogram when you took off your clothes?
context: Sorry!\I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign...\saying you were using the bathroom!\Well, that's...\That's because I wasn't planning on taking my clothes off...\Did...\Did you lose a kilogram when you took off your clothes? response:	H-How did you know?
context: I'm sorry! It wasn't on purpose!\I mean, you forgot to put up the sign...\saying you were using the bathroom!\Well, that's...\That's because I wasn't planning on taking my clothes off...\Did...\Did you lose a kilogram when you took off your clothes?\H-How did you know? response:	There's an urban legend saying you weigh less...
context: I mean, you forgot to put up the sign...\saying you were using the bathroom!\Well, that's...\That's because I wasn't planning on taking my clothes off...\Did...\Did you lose a kilogram when you took off your clothes?\H-How did you know?\There's an urban legend saying you weigh less... response:	if you stand on one leg.
context: saying you were using the bathroom!\Well, that's...\That's because I wasn't planning on taking my clothes off...\Did...\Did you lose a kilogram when you took off your clothes?\H-How did you know?\There's an urban legend saying you weigh less...\if you stand on one leg. response:	That's a lie!
context: Well, that's...\That's because I wasn't planning on taking my clothes off...\Did...\Did you lose a kilogram when you took off your clothes?\H-How did you know?\There's an urban legend saying you weigh less...\if you stand on one leg.\That's a lie! response:	Yes.
context: That's because I wasn't planning on taking my clothes off...\Did...\Did you lose a kilogram when you took off your clothes?\H-How did you know?\There's an urban legend saying you weigh less...\if you stand on one leg.\That's a lie!\Yes. response:	The flight departs on the last day of the festival.
context: Did...\Did you lose a kilogram when you took off your clothes?\H-How did you know?\There's an urban legend saying you weigh less...\if you stand on one leg.\That's a lie!\Yes.\The flight departs on the last day of the festival. response:	Yes, everything's fine.
context: Did you lose a kilogram when you took off your clothes?\H-How did you know?\There's an urban legend saying you weigh less...\if you stand on one leg.\That's a lie!\Yes.\The flight departs on the last day of the festival.\Yes, everything's fine. response:	Mashiro understands.
context: H-How did you know?\There's an urban legend saying you weigh less...\if you stand on one leg.\That's a lie!\Yes.\The flight departs on the last day of the festival.\Yes, everything's fine.\Mashiro understands. response:	I'll contact you again.
context: There's an urban legend saying you weigh less...\if you stand on one leg.\That's a lie!\Yes.\The flight departs on the last day of the festival.\Yes, everything's fine.\Mashiro understands.\I'll contact you again. response:	Did you hear that?
context: if you stand on one leg.\That's a lie!\Yes.\The flight departs on the last day of the festival.\Yes, everything's fine.\Mashiro understands.\I'll contact you again.\Did you hear that? response:	S-Sorry...
context: That's a lie!\Yes.\The flight departs on the last day of the festival.\Yes, everything's fine.\Mashiro understands.\I'll contact you again.\Did you hear that?\S-Sorry... response:	Hey, that phone call...
context: Yes.\The flight departs on the last day of the festival.\Yes, everything's fine.\Mashiro understands.\I'll contact you again.\Did you hear that?\S-Sorry...\Hey, that phone call... response:	That was Mashiro's father in England.
context: The flight departs on the last day of the festival.\Yes, everything's fine.\Mashiro understands.\I'll contact you again.\Did you hear that?\S-Sorry...\Hey, that phone call...\That was Mashiro's father in England. response:	Mashiro has people waiting for her.
context: Yes, everything's fine.\Mashiro understands.\I'll contact you again.\Did you hear that?\S-Sorry...\Hey, that phone call...\That was Mashiro's father in England.\Mashiro has people waiting for her. response:	Mashiro will return to where she belongs.
context: Mashiro understands.\I'll contact you again.\Did you hear that?\S-Sorry...\Hey, that phone call...\That was Mashiro's father in England.\Mashiro has people waiting for her.\Mashiro will return to where she belongs. response:	Do you want to take a look around the festival?
context: I'll contact you again.\Did you hear that?\S-Sorry...\Hey, that phone call...\That was Mashiro's father in England.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Do you want to take a look around the festival? response:	I want to dream.
context: Did you hear that?\S-Sorry...\Hey, that phone call...\That was Mashiro's father in England.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Do you want to take a look around the festival?\I want to dream. response:	I want to dream.
context: S-Sorry...\Hey, that phone call...\That was Mashiro's father in England.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Do you want to take a look around the festival?\I want to dream.\I want to dream. response:	You were drawing until dawn.
context: Hey, that phone call...\That was Mashiro's father in England.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Do you want to take a look around the festival?\I want to dream.\I want to dream.\You were drawing until dawn. response:	Hey, Shiina.
context: That was Mashiro's father in England.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Do you want to take a look around the festival?\I want to dream.\I want to dream.\You were drawing until dawn.\Hey, Shiina. response:	When it's just the two of us, call me Mashiro.
context: Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Do you want to take a look around the festival?\I want to dream.\I want to dream.\You were drawing until dawn.\Hey, Shiina.\When it's just the two of us, call me Mashiro. response:	Oh, sure...
context: Mashiro will return to where she belongs.\Do you want to take a look around the festival?\I want to dream.\I want to dream.\You were drawing until dawn.\Hey, Shiina.\When it's just the two of us, call me Mashiro.\Oh, sure... response:	Mashiro, is there...
context: Do you want to take a look around the festival?\I want to dream.\I want to dream.\You were drawing until dawn.\Hey, Shiina.\When it's just the two of us, call me Mashiro.\Oh, sure...\Mashiro, is there... response:	Is there anything you're not telling me?
context: I want to dream.\I want to dream.\You were drawing until dawn.\Hey, Shiina.\When it's just the two of us, call me Mashiro.\Oh, sure...\Mashiro, is there...\Is there anything you're not telling me? response:	Shiina-san!
context: I want to dream.\You were drawing until dawn.\Hey, Shiina.\When it's just the two of us, call me Mashiro.\Oh, sure...\Mashiro, is there...\Is there anything you're not telling me?\Shiina-san! response:	U-Um, there's something I'd like to ask you about the exhibit!
context: You were drawing until dawn.\Hey, Shiina.\When it's just the two of us, call me Mashiro.\Oh, sure...\Mashiro, is there...\Is there anything you're not telling me?\Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit! response:	Go on. I'll be waiting in the prep room.
context: Hey, Shiina.\When it's just the two of us, call me Mashiro.\Oh, sure...\Mashiro, is there...\Is there anything you're not telling me?\Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room. response:	Okay.
context: When it's just the two of us, call me Mashiro.\Oh, sure...\Mashiro, is there...\Is there anything you're not telling me?\Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room.\Okay. response:	Mashiro has people waiting for her.
context: Oh, sure...\Mashiro, is there...\Is there anything you're not telling me?\Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room.\Okay.\Mashiro has people waiting for her. response:	Mashiro will return to where she belongs.
context: Mashiro, is there...\Is there anything you're not telling me?\Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room.\Okay.\Mashiro has people waiting for her.\Mashiro will return to where she belongs. response:	Oh, Kanda-kun.
context: Is there anything you're not telling me?\Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room.\Okay.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Oh, Kanda-kun. response:	You're late.
context: Shiina-san!\U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room.\Okay.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Oh, Kanda-kun.\You're late. response:	Akasaka, why are you dressed like that?!
context: U-Um, there's something I'd like to ask you about the exhibit!\Go on. I'll be waiting in the prep room.\Okay.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Oh, Kanda-kun.\You're late.\Akasaka, why are you dressed like that?! response:	When I arrived at school, a salesgirl...
context: Go on. I'll be waiting in the prep room.\Okay.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Oh, Kanda-kun.\You're late.\Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl... response:	with a ponytail forced me to wear it.
context: Okay.\Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Oh, Kanda-kun.\You're late.\Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl...\with a ponytail forced me to wear it. response:	Okay, but why a maid?
context: Mashiro has people waiting for her.\Mashiro will return to where she belongs.\Oh, Kanda-kun.\You're late.\Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl...\with a ponytail forced me to wear it.\Okay, but why a maid? response:	I promised him he could just stand there if he did it.
context: Mashiro will return to where she belongs.\Oh, Kanda-kun.\You're late.\Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl...\with a ponytail forced me to wear it.\Okay, but why a maid?\I promised him he could just stand there if he did it. response:	This is a disaster.
context: Oh, Kanda-kun.\You're late.\Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl...\with a ponytail forced me to wear it.\Okay, but why a maid?\I promised him he could just stand there if he did it.\This is a disaster. response:	I didn't think you'd come to the culture festival.
context: You're late.\Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl...\with a ponytail forced me to wear it.\Okay, but why a maid?\I promised him he could just stand there if he did it.\This is a disaster.\I didn't think you'd come to the culture festival. response:	I didn't have any choice.
context: Akasaka, why are you dressed like that?!\When I arrived at school, a salesgirl...\with a ponytail forced me to wear it.\Okay, but why a maid?\I promised him he could just stand there if he did it.\This is a disaster.\I didn't think you'd come to the culture festival.\I didn't have any choice. response:	Ever since that woman took over my room,
context: When I arrived at school, a salesgirl...\with a ponytail forced me to wear it.\Okay, but why a maid?\I promised him he could just stand there if he did it.\This is a disaster.\I didn't think you'd come to the culture festival.\I didn't have any choice.\Ever since that woman took over my room, response:	I haven't been able to sleep!
context: with a ponytail forced me to wear it.\Okay, but why a maid?\I promised him he could just stand there if he did it.\This is a disaster.\I didn't think you'd come to the culture festival.\I didn't have any choice.\Ever since that woman took over my room,\I haven't been able to sleep! response:	He's getting a lot of customers.
context: Okay, but why a maid?\I promised him he could just stand there if he did it.\This is a disaster.\I didn't think you'd come to the culture festival.\I didn't have any choice.\Ever since that woman took over my room,\I haven't been able to sleep!\He's getting a lot of customers. response:	We should be grateful to Rita-san.
context: I promised him he could just stand there if he did it.\This is a disaster.\I didn't think you'd come to the culture festival.\I didn't have any choice.\Ever since that woman took over my room,\I haven't been able to sleep!\He's getting a lot of customers.\We should be grateful to Rita-san. response:	Yeah.
context: This is a disaster.\I didn't think you'd come to the culture festival.\I didn't have any choice.\Ever since that woman took over my room,\I haven't been able to sleep!\He's getting a lot of customers.\We should be grateful to Rita-san.\Yeah. response:	Kanda-kun...
context: I didn't think you'd come to the culture festival.\I didn't have any choice.\Ever since that woman took over my room,\I haven't been able to sleep!\He's getting a lot of customers.\We should be grateful to Rita-san.\Yeah.\Kanda-kun... response:	Kanda, come check the climax with me.
context: I didn't have any choice.\Ever since that woman took over my room,\I haven't been able to sleep!\He's getting a lot of customers.\We should be grateful to Rita-san.\Yeah.\Kanda-kun...\Kanda, come check the climax with me. response:	It's the final battle with Ein the Hunchback.
context: Ever since that woman took over my room,\I haven't been able to sleep!\He's getting a lot of customers.\We should be grateful to Rita-san.\Yeah.\Kanda-kun...\Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback. response:	There are two synchronized controls during the battle.
context: I haven't been able to sleep!\He's getting a lot of customers.\We should be grateful to Rita-san.\Yeah.\Kanda-kun...\Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle. response:	The first is...
context: He's getting a lot of customers.\We should be grateful to Rita-san.\Yeah.\Kanda-kun...\Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle.\The first is... response:	Dodge! Ein's Cat Punch!
context: We should be grateful to Rita-san.\Yeah.\Kanda-kun...\Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle.\The first is...\Dodge! Ein's Cat Punch! response:	By lifting and lowering their hands,
context: Yeah.\Kanda-kun...\Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle.\The first is...\Dodge! Ein's Cat Punch!\By lifting and lowering their hands, response:	the audience avoids Ein's attacks.
context: Kanda-kun...\Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle.\The first is...\Dodge! Ein's Cat Punch!\By lifting and lowering their hands,\the audience avoids Ein's attacks. response:	The second is...
context: Kanda, come check the climax with me.\It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle.\The first is...\Dodge! Ein's Cat Punch!\By lifting and lowering their hands,\the audience avoids Ein's attacks.\The second is... response:	Once they're backed into a corner,
context: It's the final battle with Ein the Hunchback.\There are two synchronized controls during the battle.\The first is...\Dodge! Ein's Cat Punch!\By lifting and lowering their hands,\the audience avoids Ein's attacks.\The second is...\Once they're backed into a corner, response:	the audience has to clap their hands.
context: There are two synchronized controls during the battle.\The first is...\Dodge! Ein's Cat Punch!\By lifting and lowering their hands,\the audience avoids Ein's attacks.\The second is...\Once they're backed into a corner,\the audience has to clap their hands. response:	Shout!! Meatball Beam!!
context: The first is...\Dodge! Ein's Cat Punch!\By lifting and lowering their hands,\the audience avoids Ein's attacks.\The second is...\Once they're backed into a corner,\the audience has to clap their hands.\Shout!! Meatball Beam!! response:	The meatball beam shout.
context: Dodge! Ein's Cat Punch!\By lifting and lowering their hands,\the audience avoids Ein's attacks.\The second is...\Once they're backed into a corner,\the audience has to clap their hands.\Shout!! Meatball Beam!!\The meatball beam shout. response:	Once it senses a set volume,
context: By lifting and lowering their hands,\the audience avoids Ein's attacks.\The second is...\Once they're backed into a corner,\the audience has to clap their hands.\Shout!! Meatball Beam!!\The meatball beam shout.\Once it senses a set volume, response:	Nyapollon will use her finishing move.
context: the audience avoids Ein's attacks.\The second is...\Once they're backed into a corner,\the audience has to clap their hands.\Shout!! Meatball Beam!!\The meatball beam shout.\Once it senses a set volume,\Nyapollon will use her finishing move. response:	You'll be the one who revs up the crowd, ponytail.
context: The second is...\Once they're backed into a corner,\the audience has to clap their hands.\Shout!! Meatball Beam!!\The meatball beam shout.\Once it senses a set volume,\Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail. response:	O-Okay. I'm kinda nervous.
context: Once they're backed into a corner,\the audience has to clap their hands.\Shout!! Meatball Beam!!\The meatball beam shout.\Once it senses a set volume,\Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous. response:	What do you think, Kanda?
context: the audience has to clap their hands.\Shout!! Meatball Beam!!\The meatball beam shout.\Once it senses a set volume,\Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous.\What do you think, Kanda? response:	It feels like there's something missing...
context: Shout!! Meatball Beam!!\The meatball beam shout.\Once it senses a set volume,\Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous.\What do you think, Kanda?\It feels like there's something missing... response:	Missing?
context: The meatball beam shout.\Once it senses a set volume,\Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous.\What do you think, Kanda?\It feels like there's something missing...\Missing? response:	Yeah. Just having them shout the name...
context: Once it senses a set volume,\Nyapollon will use her finishing move.\You'll be the one who revs up the crowd, ponytail.\O-Okay. I'm kinda nervous.\What do you think, Kanda?\It feels like there's something missing...\Missing?\Yeah. Just having them shout the name... response:	of the attack feels like a waste of the system.
