context: This is Morioh City Radio. response:	Your host, once again, is me, your neighbor, Kai Harada.
context: We've got to take out that trash properly.\Hey...\This seriously isn't coming off.\Whoa, wait... You guys can see it, too?\Just how many of you can see that?\That's what I want to know.\But right now, that doesn't matter.\Would you kindly take that lock off of him? response:	Hey, you little brats! Don't underestimate me!
context: Hey...\This seriously isn't coming off.\Whoa, wait... You guys can see it, too?\Just how many of you can see that?\That's what I want to know.\But right now, that doesn't matter.\Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me! response:	I'm not playing games here!
context: This seriously isn't coming off.\Whoa, wait... You guys can see it, too?\Just how many of you can see that?\That's what I want to know.\But right now, that doesn't matter.\Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me!\I'm not playing games here! response:	Sinners must pay for their sins. That's the rule of society.
context: Whoa, wait... You guys can see it, too?\Just how many of you can see that?\That's what I want to know.\But right now, that doesn't matter.\Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me!\I'm not playing games here!\Sinners must pay for their sins. That's the rule of society. response:	Or what? You're going to pay me instead of Koichi?
context: Just how many of you can see that?\That's what I want to know.\But right now, that doesn't matter.\Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me!\I'm not playing games here!\Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi? response:	Then I'll let you off the hook.
context: That's what I want to know.\But right now, that doesn't matter.\Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me!\I'm not playing games here!\Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook. response:	Money's money to me.
context: But right now, that doesn't matter.\Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me!\I'm not playing games here!\Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook.\Money's money to me. response:	Oh? You're gonna try to get money from me?
context: Would you kindly take that lock off of him?\Hey, you little brats! Don't underestimate me!\I'm not playing games here!\Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook.\Money's money to me.\Oh? You're gonna try to get money from me? response:	Just try it, damn it!
context: Hey, you little brats! Don't underestimate me!\I'm not playing games here!\Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook.\Money's money to me.\Oh? You're gonna try to get money from me?\Just try it, damn it! response:	Wait! You just took 7,000 yen for me!
context: I'm not playing games here!\Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook.\Money's money to me.\Oh? You're gonna try to get money from me?\Just try it, damn it!\Wait! You just took 7,000 yen for me! response:	That was the fee for lying to me!
context: Sinners must pay for their sins. That's the rule of society.\Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook.\Money's money to me.\Oh? You're gonna try to get money from me?\Just try it, damn it!\Wait! You just took 7,000 yen for me!\That was the fee for lying to me! response:	Huh?!
context: Or what? You're going to pay me instead of Koichi?\Then I'll let you off the hook.\Money's money to me.\Oh? You're gonna try to get money from me?\Just try it, damn it!\Wait! You just took 7,000 yen for me!\That was the fee for lying to me!\Huh?! response:	You're trying to pay for that poor kitten's life with just 7,000 yen?
context: Then I'll let you off the hook.\Money's money to me.\Oh? You're gonna try to get money from me?\Just try it, damn it!\Wait! You just took 7,000 yen for me!\That was the fee for lying to me!\Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen? response:	That just won't do.
context: Money's money to me.\Oh? You're gonna try to get money from me?\Just try it, damn it!\Wait! You just took 7,000 yen for me!\That was the fee for lying to me!\Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do. response:	I'll take about five hundred grand for that.
context: Oh? You're gonna try to get money from me?\Just try it, damn it!\Wait! You just took 7,000 yen for me!\That was the fee for lying to me!\Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do.\I'll take about five hundred grand for that. response:	Five hundred grand?!
context: Just try it, damn it!\Wait! You just took 7,000 yen for me!\That was the fee for lying to me!\Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do.\I'll take about five hundred grand for that.\Five hundred grand?! response:	Come on, five hun
context: Wait! You just took 7,000 yen for me!\That was the fee for lying to me!\Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do.\I'll take about five hundred grand for that.\Five hundred grand?!\Come on, five hun response:	Shut up, you little shit!
context: That was the fee for lying to me!\Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do.\I'll take about five hundred grand for that.\Five hundred grand?!\Come on, five hun\Shut up, you little shit! response:	O-Okuyasu!
context: Huh?!\You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do.\I'll take about five hundred grand for that.\Five hundred grand?!\Come on, five hun\Shut up, you little shit!\O-Okuyasu! response:	Hey, don't push it.
context: You're trying to pay for that poor kitten's life with just 7,000 yen?\That just won't do.\I'll take about five hundred grand for that.\Five hundred grand?!\Come on, five hun\Shut up, you little shit!\O-Okuyasu!\Hey, don't push it. response:	Shut yer trap, you dumbass.
context: That just won't do.\I'll take about five hundred grand for that.\Five hundred grand?!\Come on, five hun\Shut up, you little shit!\O-Okuyasu!\Hey, don't push it.\Shut yer trap, you dumbass. response:	We told you to give his 7,000 yen back, so give it back, you dipshit!
context: I'll take about five hundred grand for that.\Five hundred grand?!\Come on, five hun\Shut up, you little shit!\O-Okuyasu!\Hey, don't push it.\Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit! response:	Slip
context: Five hundred grand?!\Come on, five hun\Shut up, you little shit!\O-Okuyasu!\Hey, don't push it.\Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip response:	O-Ow! My front tooth!
context: Come on, five hun\Shut up, you little shit!\O-Okuyasu!\Hey, don't push it.\Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip\O-Ow! My front tooth! response:	Wh-Why the hell did you wobble around and fall over on your own?
context: Shut up, you little shit!\O-Okuyasu!\Hey, don't push it.\Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip\O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own? response:	On my own? That's so cruel!
context: O-Okuyasu!\Hey, don't push it.\Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip\O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel! response:	How dare you say that after hitting me?!
context: Hey, don't push it.\Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip\O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel!\How dare you say that after hitting me?! response:	My front tooth's gone. You're so cruel!
context: Shut yer trap, you dumbass.\We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip\O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel!\How dare you say that after hitting me?!\My front tooth's gone. You're so cruel! response:	H-Hey, wait a sec... Are you okay?
context: We told you to give his 7,000 yen back, so give it back, you dipshit!\Slip\O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel!\How dare you say that after hitting me?!\My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay? response:	Wait, Okuyasu...
context: Slip\O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel!\How dare you say that after hitting me?!\My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay?\Wait, Okuyasu... response:	Don't feel any guilt toward him!
context: O-Ow! My front tooth!\Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel!\How dare you say that after hitting me?!\My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay?\Wait, Okuyasu...\Don't feel any guilt toward him! response:	H-He did it on purpose!
context: Wh-Why the hell did you wobble around and fall over on your own?\On my own? That's so cruel!\How dare you say that after hitting me?!\My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay?\Wait, Okuyasu...\Don't feel any guilt toward him!\H-He did it on purpose! response:	Front teeth are pretty expensive, you know...
context: On my own? That's so cruel!\How dare you say that after hitting me?!\My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay?\Wait, Okuyasu...\Don't feel any guilt toward him!\H-He did it on purpose!\Front teeth are pretty expensive, you know... response:	Since I don't have insurance.
context: How dare you say that after hitting me?!\My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay?\Wait, Okuyasu...\Don't feel any guilt toward him!\H-He did it on purpose!\Front teeth are pretty expensive, you know...\Since I don't have insurance. response:	Wh-Why, you...
context: My front tooth's gone. You're so cruel!\H-Hey, wait a sec... Are you okay?\Wait, Okuyasu...\Don't feel any guilt toward him!\H-He did it on purpose!\Front teeth are pretty expensive, you know...\Since I don't have insurance.\Wh-Why, you... response:	Whoa, now! Don't try anything funny with me.
context: H-Hey, wait a sec... Are you okay?\Wait, Okuyasu...\Don't feel any guilt toward him!\H-He did it on purpose!\Front teeth are pretty expensive, you know...\Since I don't have insurance.\Wh-Why, you...\Whoa, now! Don't try anything funny with me. response:	If anyone who's got my lock on them tries to damage me in any way,
context: Wait, Okuyasu...\Don't feel any guilt toward him!\H-He did it on purpose!\Front teeth are pretty expensive, you know...\Since I don't have insurance.\Wh-Why, you...\Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way, response:	it goes right back to that lock.
context: Don't feel any guilt toward him!\H-He did it on purpose!\Front teeth are pretty expensive, you know...\Since I don't have insurance.\Wh-Why, you...\Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock. response:	Y-You bastard...
context: H-He did it on purpose!\Front teeth are pretty expensive, you know...\Since I don't have insurance.\Wh-Why, you...\Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock.\Y-You bastard... response:	Hey. Is the kitten that you said Koichi ran over
context: Front teeth are pretty expensive, you know...\Since I don't have insurance.\Wh-Why, you...\Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock.\Y-You bastard...\Hey. Is the kitten that you said Koichi ran over response:	this thing?
context: Since I don't have insurance.\Wh-Why, you...\Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock.\Y-You bastard...\Hey. Is the kitten that you said Koichi ran over\this thing? response:	A s-stuffed animal?
context: Wh-Why, you...\Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock.\Y-You bastard...\Hey. Is the kitten that you said Koichi ran over\this thing?\A s-stuffed animal? response:	Here, let me see. I picked up your front tooth for you.
context: Whoa, now! Don't try anything funny with me.\If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock.\Y-You bastard...\Hey. Is the kitten that you said Koichi ran over\this thing?\A s-stuffed animal?\Here, let me see. I picked up your front tooth for you. response:	It's all better.
context: If anyone who's got my lock on them tries to damage me in any way,\it goes right back to that lock.\Y-You bastard...\Hey. Is the kitten that you said Koichi ran over\this thing?\A s-stuffed animal?\Here, let me see. I picked up your front tooth for you.\It's all better. response:	It's gone!
context: it goes right back to that lock.\Y-You bastard...\Hey. Is the kitten that you said Koichi ran over\this thing?\A s-stuffed animal?\Here, let me see. I picked up your front tooth for you.\It's all better.\It's gone! response:	Yay! My heart feels so much lighter now!
context: Y-You bastard...\Hey. Is the kitten that you said Koichi ran over\this thing?\A s-stuffed animal?\Here, let me see. I picked up your front tooth for you.\It's all better.\It's gone!\Yay! My heart feels so much lighter now! response:	Wh-Who the hell are you?!
context: Hey. Is the kitten that you said Koichi ran over\this thing?\A s-stuffed animal?\Here, let me see. I picked up your front tooth for you.\It's all better.\It's gone!\Yay! My heart feels so much lighter now!\Wh-Who the hell are you?! response:	Hey, aren't you forgetting the 7,000 yen?
context: this thing?\A s-stuffed animal?\Here, let me see. I picked up your front tooth for you.\It's all better.\It's gone!\Yay! My heart feels so much lighter now!\Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen? response:	All right! I'll give it back.
context: A s-stuffed animal?\Here, let me see. I picked up your front tooth for you.\It's all better.\It's gone!\Yay! My heart feels so much lighter now!\Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back. response:	Once the money's down, hurry up and get out of here, dumbass!
context: Here, let me see. I picked up your front tooth for you.\It's all better.\It's gone!\Yay! My heart feels so much lighter now!\Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass! response:	I-I'm saved... Ah!
context: It's all better.\It's gone!\Yay! My heart feels so much lighter now!\Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah! response:	Th-The bills... H-He took them!
context: It's gone!\Yay! My heart feels so much lighter now!\Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah!\Th-The bills... H-He took them! response:	He took the big parts that the bank would exchange!
context: Yay! My heart feels so much lighter now!\Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah!\Th-The bills... H-He took them!\He took the big parts that the bank would exchange! response:	Th-That bastard...
context: Wh-Who the hell are you?!\Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah!\Th-The bills... H-He took them!\He took the big parts that the bank would exchange!\Th-That bastard... response:	Unforgivable! Even if it's not my money.
context: Hey, aren't you forgetting the 7,000 yen?\All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah!\Th-The bills... H-He took them!\He took the big parts that the bank would exchange!\Th-That bastard...\Unforgivable! Even if it's not my money. response:	Damn. I was only able to get 7,000 yen.
context: All right! I'll give it back.\Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah!\Th-The bills... H-He took them!\He took the big parts that the bank would exchange!\Th-That bastard...\Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen. response:	Don't think you're gonna get away with that.
context: Once the money's down, hurry up and get out of here, dumbass!\I-I'm saved... Ah!\Th-The bills... H-He took them!\He took the big parts that the bank would exchange!\Th-That bastard...\Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that. response:	Just you wait.
context: I-I'm saved... Ah!\Th-The bills... H-He took them!\He took the big parts that the bank would exchange!\Th-That bastard...\Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that.\Just you wait. response:	Aw, man...
context: Th-The bills... H-He took them!\He took the big parts that the bank would exchange!\Th-That bastard...\Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that.\Just you wait.\Aw, man... response:	My day started off with something terrible, so I was down the whole day.
context: He took the big parts that the bank would exchange!\Th-That bastard...\Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that.\Just you wait.\Aw, man...\My day started off with something terrible, so I was down the whole day. response:	I'm home, Police.
context: Th-That bastard...\Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that.\Just you wait.\Aw, man...\My day started off with something terrible, so I was down the whole day.\I'm home, Police. response:	Hey, you alive? Woof, woof.
context: Unforgivable! Even if it's not my money.\Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that.\Just you wait.\Aw, man...\My day started off with something terrible, so I was down the whole day.\I'm home, Police.\Hey, you alive? Woof, woof. response:	I'm home.
context: Damn. I was only able to get 7,000 yen.\Don't think you're gonna get away with that.\Just you wait.\Aw, man...\My day started off with something terrible, so I was down the whole day.\I'm home, Police.\Hey, you alive? Woof, woof.\I'm home. response:	I've heard all about you around town, ma'am.
context: Don't think you're gonna get away with that.\Just you wait.\Aw, man...\My day started off with something terrible, so I was down the whole day.\I'm home, Police.\Hey, you alive? Woof, woof.\I'm home.\I've heard all about you around town, ma'am. response:	They say you're beautiful, kind, and so refined.
context: Just you wait.\Aw, man...\My day started off with something terrible, so I was down the whole day.\I'm home, Police.\Hey, you alive? Woof, woof.\I'm home.\I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined. response:	You can't be serious.
context: Aw, man...\My day started off with something terrible, so I was down the whole day.\I'm home, Police.\Hey, you alive? Woof, woof.\I'm home.\I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined.\You can't be serious. response:	I wouldn't lie!
context: My day started off with something terrible, so I was down the whole day.\I'm home, Police.\Hey, you alive? Woof, woof.\I'm home.\I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined.\You can't be serious.\I wouldn't lie! response:	Really?
context: I'm home, Police.\Hey, you alive? Woof, woof.\I'm home.\I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined.\You can't be serious.\I wouldn't lie!\Really? response:	Of course!
context: Hey, you alive? Woof, woof.\I'm home.\I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined.\You can't be serious.\I wouldn't lie!\Really?\Of course! response:	Wh-Why is he in my house rubbing my mom's shoulders?!
context: I'm home.\I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined.\You can't be serious.\I wouldn't lie!\Really?\Of course!\Wh-Why is he in my house rubbing my mom's shoulders?! response:	The
context: I've heard all about you around town, ma'am.\They say you're beautiful, kind, and so refined.\You can't be serious.\I wouldn't lie!\Really?\Of course!\Wh-Why is he in my house rubbing my mom's shoulders?!\The response:	The Lock
context: They say you're beautiful, kind, and so refined.\You can't be serious.\I wouldn't lie!\Really?\Of course!\Wh-Why is he in my house rubbing my mom's shoulders?!\The\The Lock response:	Tama
context: You can't be serious.\I wouldn't lie!\Really?\Of course!\Wh-Why is he in my house rubbing my mom's shoulders?!\The\The Lock\Tama response:	Tamami
context: I wouldn't lie!\Really?\Of course!\Wh-Why is he in my house rubbing my mom's shoulders?!\The\The Lock\Tama\Tamami response:	Tamami Koba
context: Really?\Of course!\Wh-Why is he in my house rubbing my mom's shoulders?!\The\The Lock\Tama\Tamami\Tamami Koba response:	Tamami Kobayashi
context: Of course!\Wh-Why is he in my house rubbing my mom's shoulders?!\The\The Lock\Tama\Tamami\Tamami Koba\Tamami Kobayashi response:	Y-You!
context: Wh-Why is he in my house rubbing my mom's shoulders?!\The\The Lock\Tama\Tamami\Tamami Koba\Tamami Kobayashi\Y-You! response:	What are you doing here?!
context: The\The Lock\Tama\Tamami\Tamami Koba\Tamami Kobayashi\Y-You!\What are you doing here?! response:	Oh, Ko, you're back. Hi!
context: The Lock\Tama\Tamami\Tamami Koba\Tamami Kobayashi\Y-You!\What are you doing here?!\Oh, Ko, you're back. Hi! response:	I-I asked you wh-what you were doing here!
context: Tama\Tamami\Tamami Koba\Tamami Kobayashi\Y-You!\What are you doing here?!\Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here! response:	This gentleman delivered the money you dropped.
context: Tamami\Tamami Koba\Tamami Kobayashi\Y-You!\What are you doing here?!\Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped. response:	Huh?!
context: Tamami Koba\Tamami Kobayashi\Y-You!\What are you doing here?!\Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped.\Huh?! response:	Seven thousand yen. You must've been in a hurry.
context: Tamami Kobayashi\Y-You!\What are you doing here?!\Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped.\Huh?!\Seven thousand yen. You must've been in a hurry. response:	Th-This money... You told her you found it?
context: Y-You!\What are you doing here?!\Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped.\Huh?!\Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it? response:	That's right. You ran into Mr. Kobayashi on your bike today, didn't you?
context: What are you doing here?!\Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped.\Huh?!\Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you? response:	Wha...
context: Oh, Ko, you're back. Hi!\I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped.\Huh?!\Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha... response:	I made sure you got your money back, Koichi.
context: I-I asked you wh-what you were doing here!\This gentleman delivered the money you dropped.\Huh?!\Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha...\I made sure you got your money back, Koichi. response:	A-And you should have!
context: This gentleman delivered the money you dropped.\Huh?!\Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha...\I made sure you got your money back, Koichi.\A-And you should have! response:	Ko, why are you so worked up?
context: Huh?!\Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha...\I made sure you got your money back, Koichi.\A-And you should have!\Ko, why are you so worked up? response:	Ma'am, this is hard for me to say,
context: Seven thousand yen. You must've been in a hurry.\Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha...\I made sure you got your money back, Koichi.\A-And you should have!\Ko, why are you so worked up?\Ma'am, this is hard for me to say, response:	but it appears that I dropped my wallet when we ran into each other, too.
context: Th-This money... You told her you found it?\That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha...\I made sure you got your money back, Koichi.\A-And you should have!\Ko, why are you so worked up?\Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too. response:	It looks just like this one.
context: That's right. You ran into Mr. Kobayashi on your bike today, didn't you?\Wha...\I made sure you got your money back, Koichi.\A-And you should have!\Ko, why are you so worked up?\Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one. response:	Which means our wallets got swapped.
context: Wha...\I made sure you got your money back, Koichi.\A-And you should have!\Ko, why are you so worked up?\Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one.\Which means our wallets got swapped. response:	Do you understand what I'm saying, ma'am?
context: I made sure you got your money back, Koichi.\A-And you should have!\Ko, why are you so worked up?\Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one.\Which means our wallets got swapped.\Do you understand what I'm saying, ma'am? response:	Y-Yes, though that seems very unusual.
context: A-And you should have!\Ko, why are you so worked up?\Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one.\Which means our wallets got swapped.\Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual. response:	But I guess it's possible.
context: Ko, why are you so worked up?\Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one.\Which means our wallets got swapped.\Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual.\But I guess it's possible. response:	So I'd like you to tell Koichi to return my wallet to me.
context: Ma'am, this is hard for me to say,\but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one.\Which means our wallets got swapped.\Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual.\But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me. response:	It had about five hundred thousand yen in it.
context: but it appears that I dropped my wallet when we ran into each other, too.\It looks just like this one.\Which means our wallets got swapped.\Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual.\But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it. response:	Please tell him to give it back to me.
context: It looks just like this one.\Which means our wallets got swapped.\Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual.\But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it.\Please tell him to give it back to me. response:	What?!
context: Which means our wallets got swapped.\Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual.\But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it.\Please tell him to give it back to me.\What?! response:	F-Five hundred thousand?!
context: Do you understand what I'm saying, ma'am?\Y-Yes, though that seems very unusual.\But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it.\Please tell him to give it back to me.\What?!\F-Five hundred thousand?! response:	So that's it!
context: Y-Yes, though that seems very unusual.\But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it.\Please tell him to give it back to me.\What?!\F-Five hundred thousand?!\So that's it! response:	I see your scheme now!
context: But I guess it's possible.\So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it.\Please tell him to give it back to me.\What?!\F-Five hundred thousand?!\So that's it!\I see your scheme now! response:	K-Ko...
context: So I'd like you to tell Koichi to return my wallet to me.\It had about five hundred thousand yen in it.\Please tell him to give it back to me.\What?!\F-Five hundred thousand?!\So that's it!\I see your scheme now!\K-Ko... response:	Don't panic! He's a con artist!
context: It had about five hundred thousand yen in it.\Please tell him to give it back to me.\What?!\F-Five hundred thousand?!\So that's it!\I see your scheme now!\K-Ko...\Don't panic! He's a con artist! response:	They're all lies!
context: Please tell him to give it back to me.\What?!\F-Five hundred thousand?!\So that's it!\I see your scheme now!\K-Ko...\Don't panic! He's a con artist!\They're all lies! response:	Oh, that's right.
context: What?!\F-Five hundred thousand?!\So that's it!\I see your scheme now!\K-Ko...\Don't panic! He's a con artist!\They're all lies!\Oh, that's right. response:	I can prove that our wallets got switched.
context: F-Five hundred thousand?!\So that's it!\I see your scheme now!\K-Ko...\Don't panic! He's a con artist!\They're all lies!\Oh, that's right.\I can prove that our wallets got switched. response:	Last night, I had a hamburger combo at Jonny's.
context: So that's it!\I see your scheme now!\K-Ko...\Don't panic! He's a con artist!\They're all lies!\Oh, that's right.\I can prove that our wallets got switched.\Last night, I had a hamburger combo at Jonny's. response:	And... Oh, yes. I added an order of onion gratin soup...
context: I see your scheme now!\K-Ko...\Don't panic! He's a con artist!\They're all lies!\Oh, that's right.\I can prove that our wallets got switched.\Last night, I had a hamburger combo at Jonny's.\And... Oh, yes. I added an order of onion gratin soup... response:	So I believe the total on the receipt was 1,833 yen.
context: K-Ko...\Don't panic! He's a con artist!\They're all lies!\Oh, that's right.\I can prove that our wallets got switched.\Last night, I had a hamburger combo at Jonny's.\And... Oh, yes. I added an order of onion gratin soup...\So I believe the total on the receipt was 1,833 yen. response:	It should be tucked away in the wallet Koichi has.
context: Don't panic! He's a con artist!\They're all lies!\Oh, that's right.\I can prove that our wallets got switched.\Last night, I had a hamburger combo at Jonny's.\And... Oh, yes. I added an order of onion gratin soup...\So I believe the total on the receipt was 1,833 yen.\It should be tucked away in the wallet Koichi has. response:	K-Ko!
context: They're all lies!\Oh, that's right.\I can prove that our wallets got switched.\Last night, I had a hamburger combo at Jonny's.\And... Oh, yes. I added an order of onion gratin soup...\So I believe the total on the receipt was 1,833 yen.\It should be tucked away in the wallet Koichi has.\K-Ko! response:	N-No! Mom, please believe me!
