context: Pre! Preparation! response:	I'm not strong
context: What?\I mean, we've overslept!\Hurry up and get ready as quickly as you can!\What's for breakfast?\Why did you wake me up like this today?\There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch! response:	Hey! Are you listening?
context: I mean, we've overslept!\Hurry up and get ready as quickly as you can!\What's for breakfast?\Why did you wake me up like this today?\There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening? response:	Taig - ?!
context: Hurry up and get ready as quickly as you can!\What's for breakfast?\Why did you wake me up like this today?\There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening?\Taig - ?! response:	I'm listening, perverted dog! The convenience store, right?!
context: What's for breakfast?\Why did you wake me up like this today?\There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening?\Taig - ?!\I'm listening, perverted dog! The convenience store, right?! response:	What's up with you?!
context: Why did you wake me up like this today?\There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening?\Taig - ?!\I'm listening, perverted dog! The convenience store, right?!\What's up with you?! response:	Just because you haven't had any breakf -
context: There's no breakfast or lunch box!\If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening?\Taig - ?!\I'm listening, perverted dog! The convenience store, right?!\What's up with you?!\Just because you haven't had any breakf - response:	Ow!
context: If we don't leave in five minutes, we'll be late!\Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening?\Taig - ?!\I'm listening, perverted dog! The convenience store, right?!\What's up with you?!\Just because you haven't had any breakf -\Ow! response:	Made it!
context: Ah geez, if we don't go by a convenience store, we won't have any lunch!\Hey! Are you listening?\Taig - ?!\I'm listening, perverted dog! The convenience store, right?!\What's up with you?!\Just because you haven't had any breakf -\Ow!\Made it! response:	Ah, he's finally here!
context: Hey! Are you listening?\Taig - ?!\I'm listening, perverted dog! The convenience store, right?!\What's up with you?!\Just because you haven't had any breakf -\Ow!\Made it!\Ah, he's finally here! response:	Thanks for everything you did for me yesterday.
context: Taig - ?!\I'm listening, perverted dog! The convenience store, right?!\What's up with you?!\Just because you haven't had any breakf -\Ow!\Made it!\Ah, he's finally here!\Thanks for everything you did for me yesterday. response:	No, um... Yeah.
context: I'm listening, perverted dog! The convenience store, right?!\What's up with you?!\Just because you haven't had any breakf -\Ow!\Made it!\Ah, he's finally here!\Thanks for everything you did for me yesterday.\No, um... Yeah. response:	What's that? Were you dazzled by my summer uniform?
context: What's up with you?!\Just because you haven't had any breakf -\Ow!\Made it!\Ah, he's finally here!\Thanks for everything you did for me yesterday.\No, um... Yeah.\What's that? Were you dazzled by my summer uniform? response:	Just kidding!
context: Just because you haven't had any breakf -\Ow!\Made it!\Ah, he's finally here!\Thanks for everything you did for me yesterday.\No, um... Yeah.\What's that? Were you dazzled by my summer uniform?\Just kidding! response:	You're blocking traffic, Stupid Chihuahua.
context: Ow!\Made it!\Ah, he's finally here!\Thanks for everything you did for me yesterday.\No, um... Yeah.\What's that? Were you dazzled by my summer uniform?\Just kidding!\You're blocking traffic, Stupid Chihuahua. response:	O-Oh, you were here, Aisaka-san? Good morning.
context: Made it!\Ah, he's finally here!\Thanks for everything you did for me yesterday.\No, um... Yeah.\What's that? Were you dazzled by my summer uniform?\Just kidding!\You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning. response:	Good morning, Kawashima-san.
context: Ah, he's finally here!\Thanks for everything you did for me yesterday.\No, um... Yeah.\What's that? Were you dazzled by my summer uniform?\Just kidding!\You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san. response:	I see that you're still in heat.
context: Thanks for everything you did for me yesterday.\No, um... Yeah.\What's that? Were you dazzled by my summer uniform?\Just kidding!\You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san.\I see that you're still in heat. response:	Hey, you two...
context: No, um... Yeah.\What's that? Were you dazzled by my summer uniform?\Just kidding!\You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san.\I see that you're still in heat.\Hey, you two... response:	Oh, I see. My, how awful.
context: What's that? Were you dazzled by my summer uniform?\Just kidding!\You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san.\I see that you're still in heat.\Hey, you two...\Oh, I see. My, how awful. response:	Don't get so jealous over such a trivial matter.
context: Just kidding!\You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san.\I see that you're still in heat.\Hey, you two...\Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter. response:	It was all Aisaka-san's misunderstanding, after all.
context: You're blocking traffic, Stupid Chihuahua.\O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san.\I see that you're still in heat.\Hey, you two...\Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all. response:	You're one dumb woman, aren't you?
context: O-Oh, you were here, Aisaka-san? Good morning.\Good morning, Kawashima-san.\I see that you're still in heat.\Hey, you two...\Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you? response:	What happened yesterday was just -
context: Good morning, Kawashima-san.\I see that you're still in heat.\Hey, you two...\Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you?\What happened yesterday was just - response:	Forgotten!
context: I see that you're still in heat.\Hey, you two...\Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you?\What happened yesterday was just -\Forgotten! response:	Good morning, everyone!
context: Hey, you two...\Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you?\What happened yesterday was just -\Forgotten!\Good morning, everyone! response:	Oh! I could tone my upper arms by doing this!
context: Oh, I see. My, how awful.\Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you?\What happened yesterday was just -\Forgotten!\Good morning, everyone!\Oh! I could tone my upper arms by doing this! response:	Minorin, don't use me for muscle training!
context: Don't get so jealous over such a trivial matter.\It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you?\What happened yesterday was just -\Forgotten!\Good morning, everyone!\Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training! response:	Okay! Tomorrow is our long-awaited pool opening day!
context: It was all Aisaka-san's misunderstanding, after all.\You're one dumb woman, aren't you?\What happened yesterday was just -\Forgotten!\Good morning, everyone!\Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day! response:	I'll explain the important points now.
context: You're one dumb woman, aren't you?\What happened yesterday was just -\Forgotten!\Good morning, everyone!\Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now. response:	Summer is the season for love. The final chance of my twenties!
context: What happened yesterday was just -\Forgotten!\Good morning, everyone!\Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now.\Summer is the season for love. The final chance of my twenties! response:	Oh no, my stomach...
context: Forgotten!\Good morning, everyone!\Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now.\Summer is the season for love. The final chance of my twenties!\Oh no, my stomach... response:	And my thighs...
context: Good morning, everyone!\Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now.\Summer is the season for love. The final chance of my twenties!\Oh no, my stomach...\And my thighs... response:	My upper arms are even worse!
context: Oh! I could tone my upper arms by doing this!\Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now.\Summer is the season for love. The final chance of my twenties!\Oh no, my stomach...\And my thighs...\My upper arms are even worse! response:	What the hell are you lot saying?
context: Minorin, don't use me for muscle training!\Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now.\Summer is the season for love. The final chance of my twenties!\Oh no, my stomach...\And my thighs...\My upper arms are even worse!\What the hell are you lot saying? response:	Just being young is enough, for crying out loud!
context: Okay! Tomorrow is our long-awaited pool opening day!\I'll explain the important points now.\Summer is the season for love. The final chance of my twenties!\Oh no, my stomach...\And my thighs...\My upper arms are even worse!\What the hell are you lot saying?\Just being young is enough, for crying out loud! response:	Really? Swimming classes at this school are co-ed?
context: I'll explain the important points now.\Summer is the season for love. The final chance of my twenties!\Oh no, my stomach...\And my thighs...\My upper arms are even worse!\What the hell are you lot saying?\Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed? response:	Oh no, that's so embarrassing.
context: Summer is the season for love. The final chance of my twenties!\Oh no, my stomach...\And my thighs...\My upper arms are even worse!\What the hell are you lot saying?\Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing. response:	Why worry?!
context: Oh no, my stomach...\And my thighs...\My upper arms are even worse!\What the hell are you lot saying?\Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing.\Why worry?! response:	You're super cute, and you're a model too!
context: And my thighs...\My upper arms are even worse!\What the hell are you lot saying?\Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing.\Why worry?!\You're super cute, and you're a model too! response:	What's so embarrassing, huh?!
context: My upper arms are even worse!\What the hell are you lot saying?\Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing.\Why worry?!\You're super cute, and you're a model too!\What's so embarrassing, huh?! response:	What is, huh?! What is so embarrassing, huh?!
context: What the hell are you lot saying?\Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing.\Why worry?!\You're super cute, and you're a model too!\What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?! response:	Sensei, that's about it for homeroom.
context: Just being young is enough, for crying out loud!\Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing.\Why worry?!\You're super cute, and you're a model too!\What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom. response:	All right, finish it!
context: Really? Swimming classes at this school are co-ed?\Oh no, that's so embarrassing.\Why worry?!\You're super cute, and you're a model too!\What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom.\All right, finish it! response:	Rise!
context: Oh no, that's so embarrassing.\Why worry?!\You're super cute, and you're a model too!\What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom.\All right, finish it!\Rise! response:	Taiga, come on!
context: Why worry?!\You're super cute, and you're a model too!\What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom.\All right, finish it!\Rise!\Taiga, come on! response:	No way! I don't need to buy a swimsuit!
context: You're super cute, and you're a model too!\What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom.\All right, finish it!\Rise!\Taiga, come on!\No way! I don't need to buy a swimsuit! response:	Since last year's has already rotted, it can't be helped, right?!
context: What's so embarrassing, huh?!\What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom.\All right, finish it!\Rise!\Taiga, come on!\No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?! response:	You've got to wash and dry swimsuits right away, after all.
context: What is, huh?! What is so embarrassing, huh?!\Sensei, that's about it for homeroom.\All right, finish it!\Rise!\Taiga, come on!\No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all. response:	I said I don't want to!
context: Sensei, that's about it for homeroom.\All right, finish it!\Rise!\Taiga, come on!\No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all.\I said I don't want to! response:	And why is that here?
context: All right, finish it!\Rise!\Taiga, come on!\No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all.\I said I don't want to!\And why is that here? response:	Because this is the only shop that sells swimsuits.
context: Rise!\Taiga, come on!\No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all.\I said I don't want to!\And why is that here?\Because this is the only shop that sells swimsuits. response:	I-It's not like I invited her!
context: Taiga, come on!\No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all.\I said I don't want to!\And why is that here?\Because this is the only shop that sells swimsuits.\I-It's not like I invited her! response:	Hey, hey!
context: No way! I don't need to buy a swimsuit!\Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all.\I said I don't want to!\And why is that here?\Because this is the only shop that sells swimsuits.\I-It's not like I invited her!\Hey, hey! response:	Wouldn't this look great on Aisaka-san?
context: Since last year's has already rotted, it can't be helped, right?!\You've got to wash and dry swimsuits right away, after all.\I said I don't want to!\And why is that here?\Because this is the only shop that sells swimsuits.\I-It's not like I invited her!\Hey, hey!\Wouldn't this look great on Aisaka-san? response:	Actually, it would fit her way too well!
context: You've got to wash and dry swimsuits right away, after all.\I said I don't want to!\And why is that here?\Because this is the only shop that sells swimsuits.\I-It's not like I invited her!\Hey, hey!\Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well! response:	Calm down, Taiga! We're in public!
context: I said I don't want to!\And why is that here?\Because this is the only shop that sells swimsuits.\I-It's not like I invited her!\Hey, hey!\Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well!\Calm down, Taiga! We're in public! response:	Takasu-kun, what do you think about this one?
context: And why is that here?\Because this is the only shop that sells swimsuits.\I-It's not like I invited her!\Hey, hey!\Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well!\Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one? response:	U-Um... I-It'd look great on you -
context: Because this is the only shop that sells swimsuits.\I-It's not like I invited her!\Hey, hey!\Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well!\Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you - response:	Hey.
context: I-It's not like I invited her!\Hey, hey!\Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well!\Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you -\Hey. response:	How's this?
context: Hey, hey!\Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well!\Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you -\Hey.\How's this? response:	It's not weird, right? It's not too conspicuous, right?
context: Wouldn't this look great on Aisaka-san?\Actually, it would fit her way too well!\Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you -\Hey.\How's this?\It's not weird, right? It's not too conspicuous, right? response:	What's up with the length of those legs?!
context: Actually, it would fit her way too well!\Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you -\Hey.\How's this?\It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?! response:	You're being really conspicuous!
context: Calm down, Taiga! We're in public!\Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you -\Hey.\How's this?\It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?!\You're being really conspicuous! response:	Oh, really? I even went and picked a plain swimsuit too...
context: Takasu-kun, what do you think about this one?\U-Um... I-It'd look great on you -\Hey.\How's this?\It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?!\You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too... response:	K-Kawashima-san! Which brand is that swimsuit?
context: U-Um... I-It'd look great on you -\Hey.\How's this?\It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?!\You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit? response:	Where did you find it?
context: Hey.\How's this?\It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?!\You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit?\Where did you find it? response:	Over there. You want to get matching ones?
context: How's this?\It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?!\You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit?\Where did you find it?\Over there. You want to get matching ones? response:	Anything but that! Spare me from that!
context: It's not weird, right? It's not too conspicuous, right?\What's up with the length of those legs?!\You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit?\Where did you find it?\Over there. You want to get matching ones?\Anything but that! Spare me from that! response:	Kushieda?
context: What's up with the length of those legs?!\You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit?\Where did you find it?\Over there. You want to get matching ones?\Anything but that! Spare me from that!\Kushieda? response:	Hey, hey!
context: You're being really conspicuous!\Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit?\Where did you find it?\Over there. You want to get matching ones?\Anything but that! Spare me from that!\Kushieda?\Hey, hey! response:	Ami-chan's super-duper-super cute in this! So cute that it's scary!
context: Oh, really? I even went and picked a plain swimsuit too...\K-Kawashima-san! Which brand is that swimsuit?\Where did you find it?\Over there. You want to get matching ones?\Anything but that! Spare me from that!\Kushieda?\Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary! response:	And in this plain swimsuit! How far can I go with it?
context: K-Kawashima-san! Which brand is that swimsuit?\Where did you find it?\Over there. You want to get matching ones?\Anything but that! Spare me from that!\Kushieda?\Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it? response:	With this cuteness, this beauty, this body!
context: Where did you find it?\Over there. You want to get matching ones?\Anything but that! Spare me from that!\Kushieda?\Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body! response:	Hiding it is like some kind of crime!
context: Over there. You want to get matching ones?\Anything but that! Spare me from that!\Kushieda?\Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body!\Hiding it is like some kind of crime! response:	You think so too, right, Takasu-kun?
context: Anything but that! Spare me from that!\Kushieda?\Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body!\Hiding it is like some kind of crime!\You think so too, right, Takasu-kun? response:	Huh?
context: Kushieda?\Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body!\Hiding it is like some kind of crime!\You think so too, right, Takasu-kun?\Huh? response:	Hey! You okay in there, Tai - ?
context: Hey, hey!\Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body!\Hiding it is like some kind of crime!\You think so too, right, Takasu-kun?\Huh?\Hey! You okay in there, Tai - ? response:	What are you do - ?!
context: Ami-chan's super-duper-super cute in this! So cute that it's scary!\And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body!\Hiding it is like some kind of crime!\You think so too, right, Takasu-kun?\Huh?\Hey! You okay in there, Tai - ?\What are you do - ?! response:	I don't know what to do any more.
context: And in this plain swimsuit! How far can I go with it?\With this cuteness, this beauty, this body!\Hiding it is like some kind of crime!\You think so too, right, Takasu-kun?\Huh?\Hey! You okay in there, Tai - ?\What are you do - ?!\I don't know what to do any more. response:	Why? What's wrong?
context: With this cuteness, this beauty, this body!\Hiding it is like some kind of crime!\You think so too, right, Takasu-kun?\Huh?\Hey! You okay in there, Tai - ?\What are you do - ?!\I don't know what to do any more.\Why? What's wrong? response:	No matter what I do, I can't decide.
context: Hiding it is like some kind of crime!\You think so too, right, Takasu-kun?\Huh?\Hey! You okay in there, Tai - ?\What are you do - ?!\I don't know what to do any more.\Why? What's wrong?\No matter what I do, I can't decide. response:	What about them is bothering you?
context: You think so too, right, Takasu-kun?\Huh?\Hey! You okay in there, Tai - ?\What are you do - ?!\I don't know what to do any more.\Why? What's wrong?\No matter what I do, I can't decide.\What about them is bothering you? response:	You can't pick one in a colour other than navy blue or black.
context: Huh?\Hey! You okay in there, Tai - ?\What are you do - ?!\I don't know what to do any more.\Why? What's wrong?\No matter what I do, I can't decide.\What about them is bothering you?\You can't pick one in a colour other than navy blue or black. response:	That's not it!
context: Hey! You okay in there, Tai - ?\What are you do - ?!\I don't know what to do any more.\Why? What's wrong?\No matter what I do, I can't decide.\What about them is bothering you?\You can't pick one in a colour other than navy blue or black.\That's not it! response:	I can't find one that fits!
context: What are you do - ?!\I don't know what to do any more.\Why? What's wrong?\No matter what I do, I can't decide.\What about them is bothering you?\You can't pick one in a colour other than navy blue or black.\That's not it!\I can't find one that fits! response:	Um, how about childrens?
context: I don't know what to do any more.\Why? What's wrong?\No matter what I do, I can't decide.\What about them is bothering you?\You can't pick one in a colour other than navy blue or black.\That's not it!\I can't find one that fits!\Um, how about childrens? response:	Over my dead body!
context: Why? What's wrong?\No matter what I do, I can't decide.\What about them is bothering you?\You can't pick one in a colour other than navy blue or black.\That's not it!\I can't find one that fits!\Um, how about childrens?\Over my dead body! response:	Don't say what the Stupid Chihuahua said.
context: No matter what I do, I can't decide.\What about them is bothering you?\You can't pick one in a colour other than navy blue or black.\That's not it!\I can't find one that fits!\Um, how about childrens?\Over my dead body!\Don't say what the Stupid Chihuahua said. response:	I-Isn't this one rather small?
context: What about them is bothering you?\You can't pick one in a colour other than navy blue or black.\That's not it!\I can't find one that fits!\Um, how about childrens?\Over my dead body!\Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small? response:	It's not too expensive, and it's thick and sturdy.
context: You can't pick one in a colour other than navy blue or black.\That's not it!\I can't find one that fits!\Um, how about childrens?\Over my dead body!\Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy. response:	You can even put it in a dryer.
context: That's not it!\I can't find one that fits!\Um, how about childrens?\Over my dead body!\Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer. response:	Did you try it on?
context: I can't find one that fits!\Um, how about childrens?\Over my dead body!\Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer.\Did you try it on? response:	I tried...
context: Um, how about childrens?\Over my dead body!\Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer.\Did you try it on?\I tried... response:	It was more or less okay...
context: Over my dead body!\Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer.\Did you try it on?\I tried...\It was more or less okay... response:	But it was, um...
context: Don't say what the Stupid Chihuahua said.\I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer.\Did you try it on?\I tried...\It was more or less okay...\But it was, um... response:	Then, this one will do, right?
context: I-Isn't this one rather small?\It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer.\Did you try it on?\I tried...\It was more or less okay...\But it was, um...\Then, this one will do, right? response:	Yeah, you're right.
context: It's not too expensive, and it's thick and sturdy.\You can even put it in a dryer.\Did you try it on?\I tried...\It was more or less okay...\But it was, um...\Then, this one will do, right?\Yeah, you're right. response:	Taiga, what do you want for dinner?
context: You can even put it in a dryer.\Did you try it on?\I tried...\It was more or less okay...\But it was, um...\Then, this one will do, right?\Yeah, you're right.\Taiga, what do you want for dinner? response:	I'll make whatever you want.
context: Did you try it on?\I tried...\It was more or less okay...\But it was, um...\Then, this one will do, right?\Yeah, you're right.\Taiga, what do you want for dinner?\I'll make whatever you want. response:	Oh, yeah! Did you prepare for the pool tomorrow?
context: I tried...\It was more or less okay...\But it was, um...\Then, this one will do, right?\Yeah, you're right.\Taiga, what do you want for dinner?\I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow? response:	Don't forget a towel. A bath towel.
context: It was more or less okay...\But it was, um...\Then, this one will do, right?\Yeah, you're right.\Taiga, what do you want for dinner?\I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel. response:	Shut up.
context: But it was, um...\Then, this one will do, right?\Yeah, you're right.\Taiga, what do you want for dinner?\I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel.\Shut up. response:	Why you...!
context: Then, this one will do, right?\Yeah, you're right.\Taiga, what do you want for dinner?\I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel.\Shut up.\Why you...! response:	What are you so grumpy over?
context: Yeah, you're right.\Taiga, what do you want for dinner?\I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel.\Shut up.\Why you...!\What are you so grumpy over? response:	The swimsuit?
context: Taiga, what do you want for dinner?\I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel.\Shut up.\Why you...!\What are you so grumpy over?\The swimsuit? response:	Or are you still angry about last night?
context: I'll make whatever you want.\Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel.\Shut up.\Why you...!\What are you so grumpy over?\The swimsuit?\Or are you still angry about last night? response:	No, that's not it!
context: Oh, yeah! Did you prepare for the pool tomorrow?\Don't forget a towel. A bath towel.\Shut up.\Why you...!\What are you so grumpy over?\The swimsuit?\Or are you still angry about last night?\No, that's not it! response:	Then, what is it?!
context: Don't forget a towel. A bath towel.\Shut up.\Why you...!\What are you so grumpy over?\The swimsuit?\Or are you still angry about last night?\No, that's not it!\Then, what is it?! response:	I can't swim! That's what's bothering me!
context: Shut up.\Why you...!\What are you so grumpy over?\The swimsuit?\Or are you still angry about last night?\No, that's not it!\Then, what is it?!\I can't swim! That's what's bothering me! response:	When you say it like that, there's no way that's the real reason!
context: Why you...!\What are you so grumpy over?\The swimsuit?\Or are you still angry about last night?\No, that's not it!\Then, what is it?!\I can't swim! That's what's bothering me!\When you say it like that, there's no way that's the real reason! response:	Oh no, I'm going to be late!
context: What are you so grumpy over?\The swimsuit?\Or are you still angry about last night?\No, that's not it!\Then, what is it?!\I can't swim! That's what's bothering me!\When you say it like that, there's no way that's the real reason!\Oh no, I'm going to be late! response:	Hey, wait up!
context: The swimsuit?\Or are you still angry about last night?\No, that's not it!\Then, what is it?!\I can't swim! That's what's bothering me!\When you say it like that, there's no way that's the real reason!\Oh no, I'm going to be late!\Hey, wait up! response:	Drink this before you go.
