context: Saito, hurry up! response:	Come on!
context: I'm merely proposing that we discover new uses for this stone.\Why don't you come and observe?\I must decline.\I do not wish to take part in crimes.\You have the nerve to say that after you locked your\innocent daughter away on my orders,\and used secret elven magic on Jormungandr's armor?\You've already done more than take part! response:	But do as you please.
context: Why don't you come and observe?\I must decline.\I do not wish to take part in crimes.\You have the nerve to say that after you locked your\innocent daughter away on my orders,\and used secret elven magic on Jormungandr's armor?\You've already done more than take part!\But do as you please. response:	And what about my muse, Sheffield?
context: I must decline.\I do not wish to take part in crimes.\You have the nerve to say that after you locked your\innocent daughter away on my orders,\and used secret elven magic on Jormungandr's armor?\You've already done more than take part!\But do as you please.\And what about my muse, Sheffield? response:	How are your preparations?
context: I do not wish to take part in crimes.\You have the nerve to say that after you locked your\innocent daughter away on my orders,\and used secret elven magic on Jormungandr's armor?\You've already done more than take part!\But do as you please.\And what about my muse, Sheffield?\How are your preparations? response:	King Joseph, by tomorrow everything will be ready.
context: You have the nerve to say that after you locked your\innocent daughter away on my orders,\and used secret elven magic on Jormungandr's armor?\You've already done more than take part!\But do as you please.\And what about my muse, Sheffield?\How are your preparations?\King Joseph, by tomorrow everything will be ready. response:	The Founder's Round Mirror and the other key ingredient...
context: innocent daughter away on my orders,\and used secret elven magic on Jormungandr's armor?\You've already done more than take part!\But do as you please.\And what about my muse, Sheffield?\How are your preparations?\King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient... response:	Honored Founder Brimir...
context: and used secret elven magic on Jormungandr's armor?\You've already done more than take part!\But do as you please.\And what about my muse, Sheffield?\How are your preparations?\King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir... response:	May you protect the peace of Halkeginia.
context: You've already done more than take part!\But do as you please.\And what about my muse, Sheffield?\How are your preparations?\King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir...\May you protect the peace of Halkeginia. response:	May you keep this land pure for all time.
context: But do as you please.\And what about my muse, Sheffield?\How are your preparations?\King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir...\May you protect the peace of Halkeginia.\May you keep this land pure for all time. response:	May you protect the peace of Halkeginia.
context: And what about my muse, Sheffield?\How are your preparations?\King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir...\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\May you protect the peace of Halkeginia. response:	May you keep this land pure for all time.
context: How are your preparations?\King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir...\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\May you protect the peace of Halkeginia.\May you keep this land pure for all time. response:	Everyone, please calm down!
context: King Joseph, by tomorrow everything will be ready.\The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir...\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\Everyone, please calm down! response:	I just want to have one moment with His Holiness!
context: The Founder's Round Mirror and the other key ingredient...\Honored Founder Brimir...\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\Everyone, please calm down!\I just want to have one moment with His Holiness! response:	If I did that, I could die in peace.
context: Honored Founder Brimir...\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\Everyone, please calm down!\I just want to have one moment with His Holiness!\If I did that, I could die in peace. response:	I'm sorry, but it's impossible!
context: May you protect the peace of Halkeginia.\May you keep this land pure for all time.\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\Everyone, please calm down!\I just want to have one moment with His Holiness!\If I did that, I could die in peace.\I'm sorry, but it's impossible! response:	Commoners can only get a glimpse of him through the window!
context: May you keep this land pure for all time.\May you protect the peace of Halkeginia.\May you keep this land pure for all time.\Everyone, please calm down!\I just want to have one moment with His Holiness!\If I did that, I could die in peace.\I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window! response:	If you will be watching, please move to the right.
context: May you protect the peace of Halkeginia.\May you keep this land pure for all time.\Everyone, please calm down!\I just want to have one moment with His Holiness!\If I did that, I could die in peace.\I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right. response:	No, you can't go this way!
context: May you keep this land pure for all time.\Everyone, please calm down!\I just want to have one moment with His Holiness!\If I did that, I could die in peace.\I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right.\No, you can't go this way! response:	Malicorne!
context: Everyone, please calm down!\I just want to have one moment with His Holiness!\If I did that, I could die in peace.\I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right.\No, you can't go this way!\Malicorne! response:	I hate this job!
context: I just want to have one moment with His Holiness!\If I did that, I could die in peace.\I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right.\No, you can't go this way!\Malicorne!\I hate this job! response:	Wow, look at all those people!
context: If I did that, I could die in peace.\I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right.\No, you can't go this way!\Malicorne!\I hate this job!\Wow, look at all those people! response:	The knights must have their hands full.
context: I'm sorry, but it's impossible!\Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right.\No, you can't go this way!\Malicorne!\I hate this job!\Wow, look at all those people!\The knights must have their hands full. response:	Hm?
context: Commoners can only get a glimpse of him through the window!\If you will be watching, please move to the right.\No, you can't go this way!\Malicorne!\I hate this job!\Wow, look at all those people!\The knights must have their hands full.\Hm? response:	This way, Mademoiselle.
context: If you will be watching, please move to the right.\No, you can't go this way!\Malicorne!\I hate this job!\Wow, look at all those people!\The knights must have their hands full.\Hm?\This way, Mademoiselle. response:	Please, watch your step.
context: No, you can't go this way!\Malicorne!\I hate this job!\Wow, look at all those people!\The knights must have their hands full.\Hm?\This way, Mademoiselle.\Please, watch your step. response:	That idiot.
context: Malicorne!\I hate this job!\Wow, look at all those people!\The knights must have their hands full.\Hm?\This way, Mademoiselle.\Please, watch your step.\That idiot. response:	Today's ceremony is finally over.
context: I hate this job!\Wow, look at all those people!\The knights must have their hands full.\Hm?\This way, Mademoiselle.\Please, watch your step.\That idiot.\Today's ceremony is finally over. response:	I guess there are a lot of fervent believers,
context: Wow, look at all those people!\The knights must have their hands full.\Hm?\This way, Mademoiselle.\Please, watch your step.\That idiot.\Today's ceremony is finally over.\I guess there are a lot of fervent believers, response:	even amongst the commoners!
context: The knights must have their hands full.\Hm?\This way, Mademoiselle.\Please, watch your step.\That idiot.\Today's ceremony is finally over.\I guess there are a lot of fervent believers,\even amongst the commoners! response:	Your standing does not matter when it comes to faith.
context: Hm?\This way, Mademoiselle.\Please, watch your step.\That idiot.\Today's ceremony is finally over.\I guess there are a lot of fervent believers,\even amongst the commoners!\Your standing does not matter when it comes to faith. response:	But commoners only pray to God when they need something.
context: This way, Mademoiselle.\Please, watch your step.\That idiot.\Today's ceremony is finally over.\I guess there are a lot of fervent believers,\even amongst the commoners!\Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something. response:	Maybe that's true.
context: Please, watch your step.\That idiot.\Today's ceremony is finally over.\I guess there are a lot of fervent believers,\even amongst the commoners!\Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something.\Maybe that's true. response:	Still...
context: That idiot.\Today's ceremony is finally over.\I guess there are a lot of fervent believers,\even amongst the commoners!\Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something.\Maybe that's true.\Still... response:	Louise!
context: Today's ceremony is finally over.\I guess there are a lot of fervent believers,\even amongst the commoners!\Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something.\Maybe that's true.\Still...\Louise! response:	Let's go!
context: I guess there are a lot of fervent believers,\even amongst the commoners!\Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something.\Maybe that's true.\Still...\Louise!\Let's go! response:	I'll be right there!
context: even amongst the commoners!\Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something.\Maybe that's true.\Still...\Louise!\Let's go!\I'll be right there! response:	Just wait for me in the common room.
context: Your standing does not matter when it comes to faith.\But commoners only pray to God when they need something.\Maybe that's true.\Still...\Louise!\Let's go!\I'll be right there!\Just wait for me in the common room. response:	Isn't that proof, though, that their need for God is even greater?
context: But commoners only pray to God when they need something.\Maybe that's true.\Still...\Louise!\Let's go!\I'll be right there!\Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater? response:	My goodness.
context: Maybe that's true.\Still...\Louise!\Let's go!\I'll be right there!\Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater?\My goodness. response:	Nice job today, Tiffa.
context: Still...\Louise!\Let's go!\I'll be right there!\Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater?\My goodness.\Nice job today, Tiffa. response:	Thank you, Saito! You, too!
context: Louise!\Let's go!\I'll be right there!\Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater?\My goodness.\Nice job today, Tiffa.\Thank you, Saito! You, too! response:	All I did was stand there.
context: Let's go!\I'll be right there!\Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater?\My goodness.\Nice job today, Tiffa.\Thank you, Saito! You, too!\All I did was stand there. response:	I can't believe this will go on for two weeks.
context: I'll be right there!\Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater?\My goodness.\Nice job today, Tiffa.\Thank you, Saito! You, too!\All I did was stand there.\I can't believe this will go on for two weeks. response:	I have to know.
context: Just wait for me in the common room.\Isn't that proof, though, that their need for God is even greater?\My goodness.\Nice job today, Tiffa.\Thank you, Saito! You, too!\All I did was stand there.\I can't believe this will go on for two weeks.\I have to know. response:	I have to know if Saito is my familiar or not.
context: Isn't that proof, though, that their need for God is even greater?\My goodness.\Nice job today, Tiffa.\Thank you, Saito! You, too!\All I did was stand there.\I can't believe this will go on for two weeks.\I have to know.\I have to know if Saito is my familiar or not. response:	D-Do I have something on my face?
context: My goodness.\Nice job today, Tiffa.\Thank you, Saito! You, too!\All I did was stand there.\I can't believe this will go on for two weeks.\I have to know.\I have to know if Saito is my familiar or not.\D-Do I have something on my face? response:	Saito, may I ask you for a favor?
context: Nice job today, Tiffa.\Thank you, Saito! You, too!\All I did was stand there.\I can't believe this will go on for two weeks.\I have to know.\I have to know if Saito is my familiar or not.\D-Do I have something on my face?\Saito, may I ask you for a favor? response:	Sure, you know I'd do anything for you.
context: Thank you, Saito! You, too!\All I did was stand there.\I can't believe this will go on for two weeks.\I have to know.\I have to know if Saito is my familiar or not.\D-Do I have something on my face?\Saito, may I ask you for a favor?\Sure, you know I'd do anything for you. response:	Then, I'd like you to kiss me.
context: All I did was stand there.\I can't believe this will go on for two weeks.\I have to know.\I have to know if Saito is my familiar or not.\D-Do I have something on my face?\Saito, may I ask you for a favor?\Sure, you know I'd do anything for you.\Then, I'd like you to kiss me. response:	Oh, so that's what this is about...
context: I can't believe this will go on for two weeks.\I have to know.\I have to know if Saito is my familiar or not.\D-Do I have something on my face?\Saito, may I ask you for a favor?\Sure, you know I'd do anything for you.\Then, I'd like you to kiss me.\Oh, so that's what this is about... response:	Wait...
context: I have to know.\I have to know if Saito is my familiar or not.\D-Do I have something on my face?\Saito, may I ask you for a favor?\Sure, you know I'd do anything for you.\Then, I'd like you to kiss me.\Oh, so that's what this is about...\Wait... response:	What?!
context: I have to know if Saito is my familiar or not.\D-Do I have something on my face?\Saito, may I ask you for a favor?\Sure, you know I'd do anything for you.\Then, I'd like you to kiss me.\Oh, so that's what this is about...\Wait...\What?! response:	T-Tiffa!
context: D-Do I have something on my face?\Saito, may I ask you for a favor?\Sure, you know I'd do anything for you.\Then, I'd like you to kiss me.\Oh, so that's what this is about...\Wait...\What?!\T-Tiffa! response:	If he really is my familiar, once we kiss, a rune should appear.
context: Saito, may I ask you for a favor?\Sure, you know I'd do anything for you.\Then, I'd like you to kiss me.\Oh, so that's what this is about...\Wait...\What?!\T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear. response:	T-Tiffa, we can't!
context: Sure, you know I'd do anything for you.\Then, I'd like you to kiss me.\Oh, so that's what this is about...\Wait...\What?!\T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't! response:	Which is not to say it doesn't make me happy
context: Then, I'd like you to kiss me.\Oh, so that's what this is about...\Wait...\What?!\T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't!\Which is not to say it doesn't make me happy response:	that you want to kiss me, but you know,
context: Oh, so that's what this is about...\Wait...\What?!\T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't!\Which is not to say it doesn't make me happy\that you want to kiss me, but you know, response:	it's all so complicated...
context: Wait...\What?!\T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't!\Which is not to say it doesn't make me happy\that you want to kiss me, but you know,\it's all so complicated... response:	Please.
context: What?!\T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't!\Which is not to say it doesn't make me happy\that you want to kiss me, but you know,\it's all so complicated...\Please. response:	If we don't, I'll keep burning here...
context: T-Tiffa!\If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't!\Which is not to say it doesn't make me happy\that you want to kiss me, but you know,\it's all so complicated...\Please.\If we don't, I'll keep burning here... response:	Saito...
context: If he really is my familiar, once we kiss, a rune should appear.\T-Tiffa, we can't!\Which is not to say it doesn't make me happy\that you want to kiss me, but you know,\it's all so complicated...\Please.\If we don't, I'll keep burning here...\Saito... response:	T-Tiffa...
context: T-Tiffa, we can't!\Which is not to say it doesn't make me happy\that you want to kiss me, but you know,\it's all so complicated...\Please.\If we don't, I'll keep burning here...\Saito...\T-Tiffa... response:	You're sure we can just take a break?
context: Which is not to say it doesn't make me happy\that you want to kiss me, but you know,\it's all so complicated...\Please.\If we don't, I'll keep burning here...\Saito...\T-Tiffa...\You're sure we can just take a break? response:	Of course we can!
context: that you want to kiss me, but you know,\it's all so complicated...\Please.\If we don't, I'll keep burning here...\Saito...\T-Tiffa...\You're sure we can just take a break?\Of course we can! response:	Let Guiche do some real work for once.
context: it's all so complicated...\Please.\If we don't, I'll keep burning here...\Saito...\T-Tiffa...\You're sure we can just take a break?\Of course we can!\Let Guiche do some real work for once. response:	S-Saito and Tiffa?!
context: Please.\If we don't, I'll keep burning here...\Saito...\T-Tiffa...\You're sure we can just take a break?\Of course we can!\Let Guiche do some real work for once.\S-Saito and Tiffa?! response:	Actually, this isn't...
context: If we don't, I'll keep burning here...\Saito...\T-Tiffa...\You're sure we can just take a break?\Of course we can!\Let Guiche do some real work for once.\S-Saito and Tiffa?!\Actually, this isn't... response:	I-I'm so sorry!
context: Saito...\T-Tiffa...\You're sure we can just take a break?\Of course we can!\Let Guiche do some real work for once.\S-Saito and Tiffa?!\Actually, this isn't...\I-I'm so sorry! response:	Tiffa!
context: T-Tiffa...\You're sure we can just take a break?\Of course we can!\Let Guiche do some real work for once.\S-Saito and Tiffa?!\Actually, this isn't...\I-I'm so sorry!\Tiffa! response:	So, first you got a lemon, and then you want a melon, huh?
context: You're sure we can just take a break?\Of course we can!\Let Guiche do some real work for once.\S-Saito and Tiffa?!\Actually, this isn't...\I-I'm so sorry!\Tiffa!\So, first you got a lemon, and then you want a melon, huh? response:	Uh, well...
context: Of course we can!\Let Guiche do some real work for once.\S-Saito and Tiffa?!\Actually, this isn't...\I-I'm so sorry!\Tiffa!\So, first you got a lemon, and then you want a melon, huh?\Uh, well... response:	Seriously, why are all guys idiots?
context: Let Guiche do some real work for once.\S-Saito and Tiffa?!\Actually, this isn't...\I-I'm so sorry!\Tiffa!\So, first you got a lemon, and then you want a melon, huh?\Uh, well...\Seriously, why are all guys idiots? response:	Huh?
context: S-Saito and Tiffa?!\Actually, this isn't...\I-I'm so sorry!\Tiffa!\So, first you got a lemon, and then you want a melon, huh?\Uh, well...\Seriously, why are all guys idiots?\Huh? response:	Tiffa, what's wrong?
context: Actually, this isn't...\I-I'm so sorry!\Tiffa!\So, first you got a lemon, and then you want a melon, huh?\Uh, well...\Seriously, why are all guys idiots?\Huh?\Tiffa, what's wrong? response:	Tiffa?
context: I-I'm so sorry!\Tiffa!\So, first you got a lemon, and then you want a melon, huh?\Uh, well...\Seriously, why are all guys idiots?\Huh?\Tiffa, what's wrong?\Tiffa? response:	Excuse me.
context: Tiffa!\So, first you got a lemon, and then you want a melon, huh?\Uh, well...\Seriously, why are all guys idiots?\Huh?\Tiffa, what's wrong?\Tiffa?\Excuse me. response:	I'm sorry, but commoners are not allowed in here.
context: So, first you got a lemon, and then you want a melon, huh?\Uh, well...\Seriously, why are all guys idiots?\Huh?\Tiffa, what's wrong?\Tiffa?\Excuse me.\I'm sorry, but commoners are not allowed in here. response:	You're Miss Louise of House Valliere, am I right?
context: Uh, well...\Seriously, why are all guys idiots?\Huh?\Tiffa, what's wrong?\Tiffa?\Excuse me.\I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right? response:	Yes, but...
context: Seriously, why are all guys idiots?\Huh?\Tiffa, what's wrong?\Tiffa?\Excuse me.\I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right?\Yes, but... response:	I work as a farmer on the land that Lord Valliere controls.
context: Huh?\Tiffa, what's wrong?\Tiffa?\Excuse me.\I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right?\Yes, but...\I work as a farmer on the land that Lord Valliere controls. response:	You're part of our fiefdom?
context: Tiffa, what's wrong?\Tiffa?\Excuse me.\I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right?\Yes, but...\I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom? response:	Yes.
context: Tiffa?\Excuse me.\I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right?\Yes, but...\I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom?\Yes. response:	Please, won't you have mercy on me?
context: Excuse me.\I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right?\Yes, but...\I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom?\Yes.\Please, won't you have mercy on me? response:	I see.
context: I'm sorry, but commoners are not allowed in here.\You're Miss Louise of House Valliere, am I right?\Yes, but...\I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom?\Yes.\Please, won't you have mercy on me?\I see. response:	You came with your mother to see the ceremony!
context: You're Miss Louise of House Valliere, am I right?\Yes, but...\I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom?\Yes.\Please, won't you have mercy on me?\I see.\You came with your mother to see the ceremony! response:	That's wonderful!
context: Yes, but...\I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom?\Yes.\Please, won't you have mercy on me?\I see.\You came with your mother to see the ceremony!\That's wonderful! response:	Unfortunately, my mother collapsed
context: I work as a farmer on the land that Lord Valliere controls.\You're part of our fiefdom?\Yes.\Please, won't you have mercy on me?\I see.\You came with your mother to see the ceremony!\That's wonderful!\Unfortunately, my mother collapsed response:	when we entered the city, maybe from exhaustion.
context: You're part of our fiefdom?\Yes.\Please, won't you have mercy on me?\I see.\You came with your mother to see the ceremony!\That's wonderful!\Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion. response:	I'm sure if you visited her as a holy shrine maiden,
context: Yes.\Please, won't you have mercy on me?\I see.\You came with your mother to see the ceremony!\That's wonderful!\Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden, response:	she would feel better.
context: Please, won't you have mercy on me?\I see.\You came with your mother to see the ceremony!\That's wonderful!\Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden,\she would feel better. response:	Louise left the holy halls?
context: I see.\You came with your mother to see the ceremony!\That's wonderful!\Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden,\she would feel better.\Louise left the holy halls? response:	Yes.
context: You came with your mother to see the ceremony!\That's wonderful!\Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden,\she would feel better.\Louise left the holy halls?\Yes. response:	This common girl asked her for a favor
context: That's wonderful!\Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden,\she would feel better.\Louise left the holy halls?\Yes.\This common girl asked her for a favor response:	and I guess she couldn't refuse...
context: Unfortunately, my mother collapsed\when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden,\she would feel better.\Louise left the holy halls?\Yes.\This common girl asked her for a favor\and I guess she couldn't refuse... response:	Thank you.
context: when we entered the city, maybe from exhaustion.\I'm sure if you visited her as a holy shrine maiden,\she would feel better.\Louise left the holy halls?\Yes.\This common girl asked her for a favor\and I guess she couldn't refuse...\Thank you. response:	I'll go find her.
context: I'm sure if you visited her as a holy shrine maiden,\she would feel better.\Louise left the holy halls?\Yes.\This common girl asked her for a favor\and I guess she couldn't refuse...\Thank you.\I'll go find her. response:	Why does she always have to do these random things?
context: she would feel better.\Louise left the holy halls?\Yes.\This common girl asked her for a favor\and I guess she couldn't refuse...\Thank you.\I'll go find her.\Why does she always have to do these random things? response:	Louise!
context: Louise left the holy halls?\Yes.\This common girl asked her for a favor\and I guess she couldn't refuse...\Thank you.\I'll go find her.\Why does she always have to do these random things?\Louise! response:	Where are you?
context: Yes.\This common girl asked her for a favor\and I guess she couldn't refuse...\Thank you.\I'll go find her.\Why does she always have to do these random things?\Louise!\Where are you? response:	Hey, pal!
context: This common girl asked her for a favor\and I guess she couldn't refuse...\Thank you.\I'll go find her.\Why does she always have to do these random things?\Louise!\Where are you?\Hey, pal! response:	You!
context: and I guess she couldn't refuse...\Thank you.\I'll go find her.\Why does she always have to do these random things?\Louise!\Where are you?\Hey, pal!\You! response:	Thanks for the other day.
context: Thank you.\I'll go find her.\Why does she always have to do these random things?\Louise!\Where are you?\Hey, pal!\You!\Thanks for the other day. response:	How dare you do that to Jacques?
context: I'll go find her.\Why does she always have to do these random things?\Louise!\Where are you?\Hey, pal!\You!\Thanks for the other day.\How dare you do that to Jacques? response:	Get out of my way!
context: Why does she always have to do these random things?\Louise!\Where are you?\Hey, pal!\You!\Thanks for the other day.\How dare you do that to Jacques?\Get out of my way! response:	Hey!
context: Louise!\Where are you?\Hey, pal!\You!\Thanks for the other day.\How dare you do that to Jacques?\Get out of my way!\Hey! response:	What are you doing there?
context: Where are you?\Hey, pal!\You!\Thanks for the other day.\How dare you do that to Jacques?\Get out of my way!\Hey!\What are you doing there? response:	Easy as pie.
context: Hey, pal!\You!\Thanks for the other day.\How dare you do that to Jacques?\Get out of my way!\Hey!\What are you doing there?\Easy as pie. response:	What is he doing here?
context: You!\Thanks for the other day.\How dare you do that to Jacques?\Get out of my way!\Hey!\What are you doing there?\Easy as pie.\What is he doing here? response:	I hope he hasn't done anything with Louise!
context: Thanks for the other day.\How dare you do that to Jacques?\Get out of my way!\Hey!\What are you doing there?\Easy as pie.\What is he doing here?\I hope he hasn't done anything with Louise! response:	I'm not done repaying you for my brother...
context: How dare you do that to Jacques?\Get out of my way!\Hey!\What are you doing there?\Easy as pie.\What is he doing here?\I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother... response:	She's over there.
context: Get out of my way!\Hey!\What are you doing there?\Easy as pie.\What is he doing here?\I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother...\She's over there. response:	Mother!
context: Hey!\What are you doing there?\Easy as pie.\What is he doing here?\I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother...\She's over there.\Mother! response:	Miss Louise has come to see you!
context: What are you doing there?\Easy as pie.\What is he doing here?\I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother...\She's over there.\Mother!\Miss Louise has come to see you! response:	You've traveled a long way from Valliere's lands to get here.
context: Easy as pie.\What is he doing here?\I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother...\She's over there.\Mother!\Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here. response:	Raise your head.
context: What is he doing here?\I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother...\She's over there.\Mother!\Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here.\Raise your head. response:	I do hate these common clothes.
context: I hope he hasn't done anything with Louise!\I'm not done repaying you for my brother...\She's over there.\Mother!\Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here.\Raise your head.\I do hate these common clothes. response:	Who are you?
context: I'm not done repaying you for my brother...\She's over there.\Mother!\Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here.\Raise your head.\I do hate these common clothes.\Who are you? response:	Me?
context: She's over there.\Mother!\Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here.\Raise your head.\I do hate these common clothes.\Who are you?\Me? response:	I'm Jeanette.
context: Mother!\Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here.\Raise your head.\I do hate these common clothes.\Who are you?\Me?\I'm Jeanette. response:	That was my older brother you defeated a few days back.
context: Miss Louise has come to see you!\You've traveled a long way from Valliere's lands to get here.\Raise your head.\I do hate these common clothes.\Who are you?\Me?\I'm Jeanette.\That was my older brother you defeated a few days back. response:	I can't move!
context: You've traveled a long way from Valliere's lands to get here.\Raise your head.\I do hate these common clothes.\Who are you?\Me?\I'm Jeanette.\That was my older brother you defeated a few days back.\I can't move! response:	This knife is poisoned.
context: Raise your head.\I do hate these common clothes.\Who are you?\Me?\I'm Jeanette.\That was my older brother you defeated a few days back.\I can't move!\This knife is poisoned. response:	But don't worry.
context: I do hate these common clothes.\Who are you?\Me?\I'm Jeanette.\That was my older brother you defeated a few days back.\I can't move!\This knife is poisoned.\But don't worry. response:	It paralyzes the body only temporarily.
context: Who are you?\Me?\I'm Jeanette.\That was my older brother you defeated a few days back.\I can't move!\This knife is poisoned.\But don't worry.\It paralyzes the body only temporarily. response:	Wh-What do you mean?
context: Me?\I'm Jeanette.\That was my older brother you defeated a few days back.\I can't move!\This knife is poisoned.\But don't worry.\It paralyzes the body only temporarily.\Wh-What do you mean? response:	Wow.
context: I'm Jeanette.\That was my older brother you defeated a few days back.\I can't move!\This knife is poisoned.\But don't worry.\It paralyzes the body only temporarily.\Wh-What do you mean?\Wow. response:	You've got quite the power.
context: That was my older brother you defeated a few days back.\I can't move!\This knife is poisoned.\But don't worry.\It paralyzes the body only temporarily.\Wh-What do you mean?\Wow.\You've got quite the power. response:	I guess that's why they want you.
context: I can't move!\This knife is poisoned.\But don't worry.\It paralyzes the body only temporarily.\Wh-What do you mean?\Wow.\You've got quite the power.\I guess that's why they want you. response:	Stop getting involved, you child of the elements.
context: This knife is poisoned.\But don't worry.\It paralyzes the body only temporarily.\Wh-What do you mean?\Wow.\You've got quite the power.\I guess that's why they want you.\Stop getting involved, you child of the elements. response:	I'll take over from here.
context: But don't worry.\It paralyzes the body only temporarily.\Wh-What do you mean?\Wow.\You've got quite the power.\I guess that's why they want you.\Stop getting involved, you child of the elements.\I'll take over from here. response:	You can go now.
context: It paralyzes the body only temporarily.\Wh-What do you mean?\Wow.\You've got quite the power.\I guess that's why they want you.\Stop getting involved, you child of the elements.\I'll take over from here.\You can go now. response:	Are you sure?
context: Wh-What do you mean?\Wow.\You've got quite the power.\I guess that's why they want you.\Stop getting involved, you child of the elements.\I'll take over from here.\You can go now.\Are you sure? response:	Even if I leave now, you'll have to pay in full.
context: Wow.\You've got quite the power.\I guess that's why they want you.\Stop getting involved, you child of the elements.\I'll take over from here.\You can go now.\Are you sure?\Even if I leave now, you'll have to pay in full. response:	Your employer is telling you to go.
