context: 2:00 Work response:	2:00 Work
context: And be sure to tell the customers about their food!\Understood!\Whoa there...\A minute ago...\Sorry for the wait!\Here you are!\This is your cheap piece of meat.\Hey! response:	T-Tachibana-chwan!
context: Understood!\Whoa there...\A minute ago...\Sorry for the wait!\Here you are!\This is your cheap piece of meat.\Hey!\T-Tachibana-chwan! response:	Yes, whatever could you want?
context: Whoa there...\A minute ago...\Sorry for the wait!\Here you are!\This is your cheap piece of meat.\Hey!\T-Tachibana-chwan!\Yes, whatever could you want? response:	Well?
context: A minute ago...\Sorry for the wait!\Here you are!\This is your cheap piece of meat.\Hey!\T-Tachibana-chwan!\Yes, whatever could you want?\Well? response:	What?
context: Sorry for the wait!\Here you are!\This is your cheap piece of meat.\Hey!\T-Tachibana-chwan!\Yes, whatever could you want?\Well?\What? response:	Raku-sama!
context: Here you are!\This is your cheap piece of meat.\Hey!\T-Tachibana-chwan!\Yes, whatever could you want?\Well?\What?\Raku-sama! response:	Sorry for the wait!
context: This is your cheap piece of meat.\Hey!\T-Tachibana-chwan!\Yes, whatever could you want?\Well?\What?\Raku-sama!\Sorry for the wait! response:	Oh, its here!
context: Hey!\T-Tachibana-chwan!\Yes, whatever could you want?\Well?\What?\Raku-sama!\Sorry for the wait!\Oh, its here! response:	And here you are.
context: T-Tachibana-chwan!\Yes, whatever could you want?\Well?\What?\Raku-sama!\Sorry for the wait!\Oh, its here!\And here you are. response:	And for you, Raku-sama.
context: Yes, whatever could you want?\Well?\What?\Raku-sama!\Sorry for the wait!\Oh, its here!\And here you are.\And for you, Raku-sama. response:	Your anmitsu sundae.
context: Well?\What?\Raku-sama!\Sorry for the wait!\Oh, its here!\And here you are.\And for you, Raku-sama.\Your anmitsu sundae. response:	Now just hold on a minute!
context: What?\Raku-sama!\Sorry for the wait!\Oh, its here!\And here you are.\And for you, Raku-sama.\Your anmitsu sundae.\Now just hold on a minute! response:	My, whatever is wrong, Kirisaki-san?
context: Raku-sama!\Sorry for the wait!\Oh, its here!\And here you are.\And for you, Raku-sama.\Your anmitsu sundae.\Now just hold on a minute!\My, whatever is wrong, Kirisaki-san? response:	Dont act like you don't know!
context: Sorry for the wait!\Oh, its here!\And here you are.\And for you, Raku-sama.\Your anmitsu sundae.\Now just hold on a minute!\My, whatever is wrong, Kirisaki-san?\Dont act like you don't know! response:	Why does he get so much more than me?!
context: Oh, its here!\And here you are.\And for you, Raku-sama.\Your anmitsu sundae.\Now just hold on a minute!\My, whatever is wrong, Kirisaki-san?\Dont act like you don't know!\Why does he get so much more than me?! response:	Why do I only get one fry?!
context: And here you are.\And for you, Raku-sama.\Your anmitsu sundae.\Now just hold on a minute!\My, whatever is wrong, Kirisaki-san?\Dont act like you don't know!\Why does he get so much more than me?!\Why do I only get one fry?! response:	And that mountain of ice cream! I've never seen one so big!
context: And for you, Raku-sama.\Your anmitsu sundae.\Now just hold on a minute!\My, whatever is wrong, Kirisaki-san?\Dont act like you don't know!\Why does he get so much more than me?!\Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big! response:	My, my, you sure are spoiled, Kirisaki-san.
context: Your anmitsu sundae.\Now just hold on a minute!\My, whatever is wrong, Kirisaki-san?\Dont act like you don't know!\Why does he get so much more than me?!\Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san. response:	Oh well.
context: Now just hold on a minute!\My, whatever is wrong, Kirisaki-san?\Dont act like you don't know!\Why does he get so much more than me?!\Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san.\Oh well. response:	Here's some ketchup on the house to make it up to you.
context: My, whatever is wrong, Kirisaki-san?\Dont act like you don't know!\Why does he get so much more than me?!\Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san.\Oh well.\Here's some ketchup on the house to make it up to you. response:	What do I do now?! It's rude to leave food behind!
context: Dont act like you don't know!\Why does he get so much more than me?!\Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san.\Oh well.\Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind! response:	Tachibana-chan!
context: Why does he get so much more than me?!\Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san.\Oh well.\Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind!\Tachibana-chan! response:	You're needed at the table over here, please!
context: Why do I only get one fry?!\And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san.\Oh well.\Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind!\Tachibana-chan!\You're needed at the table over here, please! response:	Yes, sir! Coming!
context: And that mountain of ice cream! I've never seen one so big!\My, my, you sure are spoiled, Kirisaki-san.\Oh well.\Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind!\Tachibana-chan!\You're needed at the table over here, please!\Yes, sir! Coming! response:	Do you two go to school with Tachibana-chan?
context: My, my, you sure are spoiled, Kirisaki-san.\Oh well.\Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind!\Tachibana-chan!\You're needed at the table over here, please!\Yes, sir! Coming!\Do you two go to school with Tachibana-chan? response:	Huh? Oh, we do.
context: Oh well.\Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind!\Tachibana-chan!\You're needed at the table over here, please!\Yes, sir! Coming!\Do you two go to school with Tachibana-chan?\Huh? Oh, we do. response:	Sorry about our classmate causing all these problems.
context: Here's some ketchup on the house to make it up to you.\What do I do now?! It's rude to leave food behind!\Tachibana-chan!\You're needed at the table over here, please!\Yes, sir! Coming!\Do you two go to school with Tachibana-chan?\Huh? Oh, we do.\Sorry about our classmate causing all these problems. response:	That's just how she is.
context: What do I do now?! It's rude to leave food behind!\Tachibana-chan!\You're needed at the table over here, please!\Yes, sir! Coming!\Do you two go to school with Tachibana-chan?\Huh? Oh, we do.\Sorry about our classmate causing all these problems.\That's just how she is. response:	Don't worry about it, I'm used to her.
context: Tachibana-chan!\You're needed at the table over here, please!\Yes, sir! Coming!\Do you two go to school with Tachibana-chan?\Huh? Oh, we do.\Sorry about our classmate causing all these problems.\That's just how she is.\Don't worry about it, I'm used to her. response:	Even with the way she is, she's a valued member of our staff.
context: You're needed at the table over here, please!\Yes, sir! Coming!\Do you two go to school with Tachibana-chan?\Huh? Oh, we do.\Sorry about our classmate causing all these problems.\That's just how she is.\Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff. response:	Huh?
context: Yes, sir! Coming!\Do you two go to school with Tachibana-chan?\Huh? Oh, we do.\Sorry about our classmate causing all these problems.\That's just how she is.\Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff.\Huh? response:	You see, while she may mess up countless times,
context: Do you two go to school with Tachibana-chan?\Huh? Oh, we do.\Sorry about our classmate causing all these problems.\That's just how she is.\Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff.\Huh?\You see, while she may mess up countless times, response:	she never lets it get to her.
context: Huh? Oh, we do.\Sorry about our classmate causing all these problems.\That's just how she is.\Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff.\Huh?\You see, while she may mess up countless times,\she never lets it get to her. response:	Shes always cheerful and bright.
context: Sorry about our classmate causing all these problems.\That's just how she is.\Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff.\Huh?\You see, while she may mess up countless times,\she never lets it get to her.\Shes always cheerful and bright. response:	And everybody just adores her.
context: That's just how she is.\Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff.\Huh?\You see, while she may mess up countless times,\she never lets it get to her.\Shes always cheerful and bright.\And everybody just adores her. response:	So much so that some customers come just to see her.
context: Don't worry about it, I'm used to her.\Even with the way she is, she's a valued member of our staff.\Huh?\You see, while she may mess up countless times,\she never lets it get to her.\Shes always cheerful and bright.\And everybody just adores her.\So much so that some customers come just to see her. response:	Huh.
context: Even with the way she is, she's a valued member of our staff.\Huh?\You see, while she may mess up countless times,\she never lets it get to her.\Shes always cheerful and bright.\And everybody just adores her.\So much so that some customers come just to see her.\Huh. response:	Just...
context: Huh?\You see, while she may mess up countless times,\she never lets it get to her.\Shes always cheerful and bright.\And everybody just adores her.\So much so that some customers come just to see her.\Huh.\Just... response:	If she could just do her job a bit better I wouldn't have any complaints.
context: You see, while she may mess up countless times,\she never lets it get to her.\Shes always cheerful and bright.\And everybody just adores her.\So much so that some customers come just to see her.\Huh.\Just...\If she could just do her job a bit better I wouldn't have any complaints. response:	Do you want to know just how many plates she's dropped so far?
context: she never lets it get to her.\Shes always cheerful and bright.\And everybody just adores her.\So much so that some customers come just to see her.\Huh.\Just...\If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far? response:	I don't even want to try.
context: Shes always cheerful and bright.\And everybody just adores her.\So much so that some customers come just to see her.\Huh.\Just...\If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far?\I don't even want to try. response:	Man, I'm hungry.
context: And everybody just adores her.\So much so that some customers come just to see her.\Huh.\Just...\If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far?\I don't even want to try.\Man, I'm hungry. response:	Its been a while since we've been to a family restaurant.
context: So much so that some customers come just to see her.\Huh.\Just...\If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far?\I don't even want to try.\Man, I'm hungry.\Its been a while since we've been to a family restaurant. response:	What'll you have, Ryu-san?
context: Huh.\Just...\If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far?\I don't even want to try.\Man, I'm hungry.\Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san? response:	R-Ryu! What are you guys doing here?
context: Just...\If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far?\I don't even want to try.\Man, I'm hungry.\Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san?\R-Ryu! What are you guys doing here? response:	Oh, young master!
context: If she could just do her job a bit better I wouldn't have any complaints.\Do you want to know just how many plates she's dropped so far?\I don't even want to try.\Man, I'm hungry.\Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san?\R-Ryu! What are you guys doing here?\Oh, young master! response:	What a coincidence!
context: Do you want to know just how many plates she's dropped so far?\I don't even want to try.\Man, I'm hungry.\Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san?\R-Ryu! What are you guys doing here?\Oh, young master!\What a coincidence! response:	Uh, friends of yours?
context: I don't even want to try.\Man, I'm hungry.\Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san?\R-Ryu! What are you guys doing here?\Oh, young master!\What a coincidence!\Uh, friends of yours? response:	Yeah... kind of...
context: Man, I'm hungry.\Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san?\R-Ryu! What are you guys doing here?\Oh, young master!\What a coincidence!\Uh, friends of yours?\Yeah... kind of... response:	Listen, Ryu...
context: Its been a while since we've been to a family restaurant.\What'll you have, Ryu-san?\R-Ryu! What are you guys doing here?\Oh, young master!\What a coincidence!\Uh, friends of yours?\Yeah... kind of...\Listen, Ryu... response:	Youd better not cause any trouble.
context: What'll you have, Ryu-san?\R-Ryu! What are you guys doing here?\Oh, young master!\What a coincidence!\Uh, friends of yours?\Yeah... kind of...\Listen, Ryu...\Youd better not cause any trouble. response:	Don't cause any problems for the other customers!
context: R-Ryu! What are you guys doing here?\Oh, young master!\What a coincidence!\Uh, friends of yours?\Yeah... kind of...\Listen, Ryu...\Youd better not cause any trouble.\Don't cause any problems for the other customers! response:	Sure thing, young master!
context: Oh, young master!\What a coincidence!\Uh, friends of yours?\Yeah... kind of...\Listen, Ryu...\Youd better not cause any trouble.\Don't cause any problems for the other customers!\Sure thing, young master! response:	We would never cause problems for you.
context: What a coincidence!\Uh, friends of yours?\Yeah... kind of...\Listen, Ryu...\Youd better not cause any trouble.\Don't cause any problems for the other customers!\Sure thing, young master!\We would never cause problems for you. response:	And for the others... yeah?
context: Uh, friends of yours?\Yeah... kind of...\Listen, Ryu...\Youd better not cause any trouble.\Don't cause any problems for the other customers!\Sure thing, young master!\We would never cause problems for you.\And for the others... yeah? response:	Crazy coincidences like that really do happen, huh.
context: Yeah... kind of...\Listen, Ryu...\Youd better not cause any trouble.\Don't cause any problems for the other customers!\Sure thing, young master!\We would never cause problems for you.\And for the others... yeah?\Crazy coincidences like that really do happen, huh. response:	Yeah, I just hope nothing happens.
context: Listen, Ryu...\Youd better not cause any trouble.\Don't cause any problems for the other customers!\Sure thing, young master!\We would never cause problems for you.\And for the others... yeah?\Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens. response:	Now then, what to order.
context: Youd better not cause any trouble.\Don't cause any problems for the other customers!\Sure thing, young master!\We would never cause problems for you.\And for the others... yeah?\Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens.\Now then, what to order. response:	Yeah, these Japanese family restaurants have great food huh.
context: Don't cause any problems for the other customers!\Sure thing, young master!\We would never cause problems for you.\And for the others... yeah?\Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens.\Now then, what to order.\Yeah, these Japanese family restaurants have great food huh. response:	Dont get carried away now, guys.
context: Sure thing, young master!\We would never cause problems for you.\And for the others... yeah?\Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens.\Now then, what to order.\Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys. response:	Well, well.
context: We would never cause problems for you.\And for the others... yeah?\Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens.\Now then, what to order.\Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys.\Well, well. response:	Didn't think we'd run into you here, Mistress.
context: And for the others... yeah?\Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens.\Now then, what to order.\Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys.\Well, well.\Didn't think we'd run into you here, Mistress. response:	Thats my line.
context: Crazy coincidences like that really do happen, huh.\Yeah, I just hope nothing happens.\Now then, what to order.\Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys.\Well, well.\Didn't think we'd run into you here, Mistress.\Thats my line. response:	Rest assured, Mistress.
context: Yeah, I just hope nothing happens.\Now then, what to order.\Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys.\Well, well.\Didn't think we'd run into you here, Mistress.\Thats my line.\Rest assured, Mistress. response:	We've disciplined ourselves so as
context: Now then, what to order.\Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys.\Well, well.\Didn't think we'd run into you here, Mistress.\Thats my line.\Rest assured, Mistress.\We've disciplined ourselves so as response:	to not cause you any problems.
context: Yeah, these Japanese family restaurants have great food huh.\Dont get carried away now, guys.\Well, well.\Didn't think we'd run into you here, Mistress.\Thats my line.\Rest assured, Mistress.\We've disciplined ourselves so as\to not cause you any problems. response:	I see. Then you better not.
context: Dont get carried away now, guys.\Well, well.\Didn't think we'd run into you here, Mistress.\Thats my line.\Rest assured, Mistress.\We've disciplined ourselves so as\to not cause you any problems.\I see. Then you better not. response:	Hey, what the heck is going on?!
context: Well, well.\Didn't think we'd run into you here, Mistress.\Thats my line.\Rest assured, Mistress.\We've disciplined ourselves so as\to not cause you any problems.\I see. Then you better not.\Hey, what the heck is going on?! response:	Why are all my people here too?
context: Didn't think we'd run into you here, Mistress.\Thats my line.\Rest assured, Mistress.\We've disciplined ourselves so as\to not cause you any problems.\I see. Then you better not.\Hey, what the heck is going on?!\Why are all my people here too? response:	How would I know?!
context: Thats my line.\Rest assured, Mistress.\We've disciplined ourselves so as\to not cause you any problems.\I see. Then you better not.\Hey, what the heck is going on?!\Why are all my people here too?\How would I know?! response:	All we can do now is pray that nothing will happen.
context: Rest assured, Mistress.\We've disciplined ourselves so as\to not cause you any problems.\I see. Then you better not.\Hey, what the heck is going on?!\Why are all my people here too?\How would I know?!\All we can do now is pray that nothing will happen. response:	Well, well,
context: We've disciplined ourselves so as\to not cause you any problems.\I see. Then you better not.\Hey, what the heck is going on?!\Why are all my people here too?\How would I know?!\All we can do now is pray that nothing will happen.\Well, well, response:	if it isn't the Shuuei gang.
context: to not cause you any problems.\I see. Then you better not.\Hey, what the heck is going on?!\Why are all my people here too?\How would I know?!\All we can do now is pray that nothing will happen.\Well, well,\if it isn't the Shuuei gang. response:	I was wondering where that awful stench was coming from.
context: I see. Then you better not.\Hey, what the heck is going on?!\Why are all my people here too?\How would I know?!\All we can do now is pray that nothing will happen.\Well, well,\if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from. response:	Well, well, if it isn't the leader of the Beehive gang.
context: Hey, what the heck is going on?!\Why are all my people here too?\How would I know?!\All we can do now is pray that nothing will happen.\Well, well,\if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang. response:	What a nice cologne you're using.
context: Why are all my people here too?\How would I know?!\All we can do now is pray that nothing will happen.\Well, well,\if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using. response:	Do I detect a hint of pig piss?
context: How would I know?!\All we can do now is pray that nothing will happen.\Well, well,\if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using.\Do I detect a hint of pig piss? response:	What'd you say?!
context: All we can do now is pray that nothing will happen.\Well, well,\if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using.\Do I detect a hint of pig piss?\What'd you say?! response:	Things are already getting bad!
context: Well, well,\if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using.\Do I detect a hint of pig piss?\What'd you say?!\Things are already getting bad! response:	H-Hold on just a minute! What do we do about this?
context: if it isn't the Shuuei gang.\I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using.\Do I detect a hint of pig piss?\What'd you say?!\Things are already getting bad!\H-Hold on just a minute! What do we do about this? response:	Dumbass, now that it's come to this there's only one thing we can do.
context: I was wondering where that awful stench was coming from.\Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using.\Do I detect a hint of pig piss?\What'd you say?!\Things are already getting bad!\H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do. response:	Hang on a second, you guys.
context: Well, well, if it isn't the leader of the Beehive gang.\What a nice cologne you're using.\Do I detect a hint of pig piss?\What'd you say?!\Things are already getting bad!\H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys. response:	We just talked about this didn't we?
context: What a nice cologne you're using.\Do I detect a hint of pig piss?\What'd you say?!\Things are already getting bad!\H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys.\We just talked about this didn't we? response:	You need to behave yourselves.
context: Do I detect a hint of pig piss?\What'd you say?!\Things are already getting bad!\H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys.\We just talked about this didn't we?\You need to behave yourselves. response:	We're in the middle of a date
context: What'd you say?!\Things are already getting bad!\H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys.\We just talked about this didn't we?\You need to behave yourselves.\We're in the middle of a date response:	and we'd like it if you didn't interrupt, okay?
context: Things are already getting bad!\H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys.\We just talked about this didn't we?\You need to behave yourselves.\We're in the middle of a date\and we'd like it if you didn't interrupt, okay? response:	Oh! Im so sorry! I just lost my temper.
context: H-Hold on just a minute! What do we do about this?\Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys.\We just talked about this didn't we?\You need to behave yourselves.\We're in the middle of a date\and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper. response:	I'm sorry as well, Mistress.
context: Dumbass, now that it's come to this there's only one thing we can do.\Hang on a second, you guys.\We just talked about this didn't we?\You need to behave yourselves.\We're in the middle of a date\and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress. response:	Raku-sama!
context: Hang on a second, you guys.\We just talked about this didn't we?\You need to behave yourselves.\We're in the middle of a date\and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress.\Raku-sama! response:	I'm on my break now so how about we have some tea together?
context: We just talked about this didn't we?\You need to behave yourselves.\We're in the middle of a date\and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress.\Raku-sama!\I'm on my break now so how about we have some tea together? response:	Tachibana!
context: You need to behave yourselves.\We're in the middle of a date\and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress.\Raku-sama!\I'm on my break now so how about we have some tea together?\Tachibana! response:	Hey, kid!
context: We're in the middle of a date\and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress.\Raku-sama!\I'm on my break now so how about we have some tea together?\Tachibana!\Hey, kid! response:	Who is that girl?
context: and we'd like it if you didn't interrupt, okay?\Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress.\Raku-sama!\I'm on my break now so how about we have some tea together?\Tachibana!\Hey, kid!\Who is that girl? response:	I didn't know you had a lover.
context: Oh! Im so sorry! I just lost my temper.\I'm sorry as well, Mistress.\Raku-sama!\I'm on my break now so how about we have some tea together?\Tachibana!\Hey, kid!\Who is that girl?\I didn't know you had a lover. response:	Whoa! Hold on now!
context: I'm sorry as well, Mistress.\Raku-sama!\I'm on my break now so how about we have some tea together?\Tachibana!\Hey, kid!\Who is that girl?\I didn't know you had a lover.\Whoa! Hold on now! response:	Shut it, four-eyes!
context: Raku-sama!\I'm on my break now so how about we have some tea together?\Tachibana!\Hey, kid!\Who is that girl?\I didn't know you had a lover.\Whoa! Hold on now!\Shut it, four-eyes! response:	With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!
context: I'm on my break now so how about we have some tea together?\Tachibana!\Hey, kid!\Who is that girl?\I didn't know you had a lover.\Whoa! Hold on now!\Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied! response:	You guys need to cool it too!
context: Tachibana!\Hey, kid!\Who is that girl?\I didn't know you had a lover.\Whoa! Hold on now!\Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too! response:	Huh? Who are these people?
context: Hey, kid!\Who is that girl?\I didn't know you had a lover.\Whoa! Hold on now!\Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too!\Huh? Who are these people? response:	Jeez, you...!
context: Who is that girl?\I didn't know you had a lover.\Whoa! Hold on now!\Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too!\Huh? Who are these people?\Jeez, you...! response:	Practice is finally over!
context: I didn't know you had a lover.\Whoa! Hold on now!\Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too!\Huh? Who are these people?\Jeez, you...!\Practice is finally over! response:	Man, was that tough!
context: Whoa! Hold on now!\Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too!\Huh? Who are these people?\Jeez, you...!\Practice is finally over!\Man, was that tough! response:	I want a melon soda.
context: Shut it, four-eyes!\With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too!\Huh? Who are these people?\Jeez, you...!\Practice is finally over!\Man, was that tough!\I want a melon soda. response:	You sure do love your sweets, Captain.
context: With all the virility the young master has it's no wonder he needs more than one girl to be satisfied!\You guys need to cool it too!\Huh? Who are these people?\Jeez, you...!\Practice is finally over!\Man, was that tough!\I want a melon soda.\You sure do love your sweets, Captain. response:	What?
context: You guys need to cool it too!\Huh? Who are these people?\Jeez, you...!\Practice is finally over!\Man, was that tough!\I want a melon soda.\You sure do love your sweets, Captain.\What? response:	Are they... the riot task force?
context: Huh? Who are these people?\Jeez, you...!\Practice is finally over!\Man, was that tough!\I want a melon soda.\You sure do love your sweets, Captain.\What?\Are they... the riot task force? response:	What are they doing here?
context: Jeez, you...!\Practice is finally over!\Man, was that tough!\I want a melon soda.\You sure do love your sweets, Captain.\What?\Are they... the riot task force?\What are they doing here? response:	Huh? What's this? Miss Marika!
context: Practice is finally over!\Man, was that tough!\I want a melon soda.\You sure do love your sweets, Captain.\What?\Are they... the riot task force?\What are they doing here?\Huh? What's this? Miss Marika! response:	Why are you here?
context: Man, was that tough!\I want a melon soda.\You sure do love your sweets, Captain.\What?\Are they... the riot task force?\What are they doing here?\Huh? What's this? Miss Marika!\Why are you here? response:	What?! Shes Commissioner Tachibanas daughter?!
context: I want a melon soda.\You sure do love your sweets, Captain.\What?\Are they... the riot task force?\What are they doing here?\Huh? What's this? Miss Marika!\Why are you here?\What?! Shes Commissioner Tachibanas daughter?! response:	Oh, Migisuke.
context: You sure do love your sweets, Captain.\What?\Are they... the riot task force?\What are they doing here?\Huh? What's this? Miss Marika!\Why are you here?\What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke. response:	What a strange place to run into you.
context: What?\Are they... the riot task force?\What are they doing here?\Huh? What's this? Miss Marika!\Why are you here?\What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke.\What a strange place to run into you. response:	Theyre Tachibana's friends?!
context: Are they... the riot task force?\What are they doing here?\Huh? What's this? Miss Marika!\Why are you here?\What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke.\What a strange place to run into you.\Theyre Tachibana's friends?! response:	This is madness!
context: What are they doing here?\Huh? What's this? Miss Marika!\Why are you here?\What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke.\What a strange place to run into you.\Theyre Tachibana's friends?!\This is madness! response:	We've got our hands full with the Yakuza already,
context: Huh? What's this? Miss Marika!\Why are you here?\What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke.\What a strange place to run into you.\Theyre Tachibana's friends?!\This is madness!\We've got our hands full with the Yakuza already, response:	if you mix in the police...
context: Why are you here?\What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke.\What a strange place to run into you.\Theyre Tachibana's friends?!\This is madness!\We've got our hands full with the Yakuza already,\if you mix in the police... response:	What's this? I thought I'd seen you before.
context: What?! Shes Commissioner Tachibanas daughter?!\Oh, Migisuke.\What a strange place to run into you.\Theyre Tachibana's friends?!\This is madness!\We've got our hands full with the Yakuza already,\if you mix in the police...\What's this? I thought I'd seen you before. response:	Why is society's garbage just sitting around here eating all casual-like?
context: Oh, Migisuke.\What a strange place to run into you.\Theyre Tachibana's friends?!\This is madness!\We've got our hands full with the Yakuza already,\if you mix in the police...\What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like? response:	Ah, I knew this was going to happen!
context: What a strange place to run into you.\Theyre Tachibana's friends?!\This is madness!\We've got our hands full with the Yakuza already,\if you mix in the police...\What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen! response:	Well, well...
context: Theyre Tachibana's friends?!\This is madness!\We've got our hands full with the Yakuza already,\if you mix in the police...\What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen!\Well, well... response:	Fancy seeing the commander-in-chief of the riot task force here, too.
