context: Contact with DRAGONs established. response:	What is this?
context: Weren't you listening in class?\We Norma are allowed to live only as weapons to kill the DRAGON.\Isn't that what you'd want as a princess?\You're fighting to protect the world.\The world?\It's because there are Norma here fighting the DRAGONs\that the world of Mana is able to maintain peace.\What? response:	While your world was drunk on peace,
context: We Norma are allowed to live only as weapons to kill the DRAGON.\Isn't that what you'd want as a princess?\You're fighting to protect the world.\The world?\It's because there are Norma here fighting the DRAGONs\that the world of Mana is able to maintain peace.\What?\While your world was drunk on peace, response:	the Norma were dying, unknown to anyone, to protect you.
context: Isn't that what you'd want as a princess?\You're fighting to protect the world.\The world?\It's because there are Norma here fighting the DRAGONs\that the world of Mana is able to maintain peace.\What?\While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you. response:	I don't know anything about that.
context: You're fighting to protect the world.\The world?\It's because there are Norma here fighting the DRAGONs\that the world of Mana is able to maintain peace.\What?\While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that. response:	Now it's your turn.
context: The world?\It's because there are Norma here fighting the DRAGONs\that the world of Mana is able to maintain peace.\What?\While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that.\Now it's your turn. response:	I don't know.
context: It's because there are Norma here fighting the DRAGONs\that the world of Mana is able to maintain peace.\What?\While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that.\Now it's your turn.\I don't know. response:	I'm not even a Norma.
context: that the world of Mana is able to maintain peace.\What?\While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that.\Now it's your turn.\I don't know.\I'm not even a Norma. response:	This is the officer's pen. Use it.
context: What?\While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that.\Now it's your turn.\I don't know.\I'm not even a Norma.\This is the officer's pen. Use it. response:	Light of Mana.
context: While your world was drunk on peace,\the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that.\Now it's your turn.\I don't know.\I'm not even a Norma.\This is the officer's pen. Use it.\Light of Mana. response:	Light. Light of Mana!
context: the Norma were dying, unknown to anyone, to protect you.\I don't know anything about that.\Now it's your turn.\I don't know.\I'm not even a Norma.\This is the officer's pen. Use it.\Light of Mana.\Light. Light of Mana! response:	Why?
context: I don't know anything about that.\Now it's your turn.\I don't know.\I'm not even a Norma.\This is the officer's pen. Use it.\Light of Mana.\Light. Light of Mana!\Why? response:	I just... I just can't use Mana right now...
context: Now it's your turn.\I don't know.\I'm not even a Norma.\This is the officer's pen. Use it.\Light of Mana.\Light. Light of Mana!\Why?\I just... I just can't use Mana right now... response:	Just for that, I have to get thrown into this hell?
context: I don't know.\I'm not even a Norma.\This is the officer's pen. Use it.\Light of Mana.\Light. Light of Mana!\Why?\I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell? response:	It's outrageous.
context: I'm not even a Norma.\This is the officer's pen. Use it.\Light of Mana.\Light. Light of Mana!\Why?\I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell?\It's outrageous. response:	It was you people that decided that.
context: This is the officer's pen. Use it.\Light of Mana.\Light. Light of Mana!\Why?\I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell?\It's outrageous.\It was you people that decided that. response:	You ended up here under the rules that you people made.
context: Light of Mana.\Light. Light of Mana!\Why?\I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell?\It's outrageous.\It was you people that decided that.\You ended up here under the rules that you people made. response:	Norma are instinctively violent, antisocial monsters.
context: Light. Light of Mana!\Why?\I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell?\It's outrageous.\It was you people that decided that.\You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters. response:	She must be quarantined immediately.
context: Why?\I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell?\It's outrageous.\It was you people that decided that.\You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately. response:	Of course it's outrageous.
context: I just... I just can't use Mana right now...\Just for that, I have to get thrown into this hell?\It's outrageous.\It was you people that decided that.\You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately.\Of course it's outrageous. response:	Coco had just turned twelve, dammit.
context: Just for that, I have to get thrown into this hell?\It's outrageous.\It was you people that decided that.\You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately.\Of course it's outrageous.\Coco had just turned twelve, dammit. response:	Twelve... the same age as Sylvia.
context: It's outrageous.\It was you people that decided that.\You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately.\Of course it's outrageous.\Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia. response:	No. She's not the same as Sylvia.
context: It was you people that decided that.\You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately.\Of course it's outrageous.\Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia.\No. She's not the same as Sylvia. response:	Because
context: You ended up here under the rules that you people made.\Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately.\Of course it's outrageous.\Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia.\No. She's not the same as Sylvia.\Because response:	Norma aren't human... huh.
context: Norma are instinctively violent, antisocial monsters.\She must be quarantined immediately.\Of course it's outrageous.\Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia.\No. She's not the same as Sylvia.\Because\Norma aren't human... huh. response:	Then what are you?
context: She must be quarantined immediately.\Of course it's outrageous.\Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia.\No. She's not the same as Sylvia.\Because\Norma aren't human... huh.\Then what are you? response:	You're not a princess. You have no Mana.
context: Of course it's outrageous.\Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia.\No. She's not the same as Sylvia.\Because\Norma aren't human... huh.\Then what are you?\You're not a princess. You have no Mana. response:	You abandoned your duty.
context: Coco had just turned twelve, dammit.\Twelve... the same age as Sylvia.\No. She's not the same as Sylvia.\Because\Norma aren't human... huh.\Then what are you?\You're not a princess. You have no Mana.\You abandoned your duty. response:	You're a deserter. You killed a little girl.
context: Twelve... the same age as Sylvia.\No. She's not the same as Sylvia.\Because\Norma aren't human... huh.\Then what are you?\You're not a princess. You have no Mana.\You abandoned your duty.\You're a deserter. You killed a little girl. response:	Just what are you?
context: No. She's not the same as Sylvia.\Because\Norma aren't human... huh.\Then what are you?\You're not a princess. You have no Mana.\You abandoned your duty.\You're a deserter. You killed a little girl.\Just what are you? response:	I am
context: Because\Norma aren't human... huh.\Then what are you?\You're not a princess. You have no Mana.\You abandoned your duty.\You're a deserter. You killed a little girl.\Just what are you?\I am response:	I am
context: Norma aren't human... huh.\Then what are you?\You're not a princess. You have no Mana.\You abandoned your duty.\You're a deserter. You killed a little girl.\Just what are you?\I am\I am response:	Commander, we've found the DRAGONs.
context: Then what are you?\You're not a princess. You have no Mana.\You abandoned your duty.\You're a deserter. You killed a little girl.\Just what are you?\I am\I am\Commander, we've found the DRAGONs. response:	Get up, Ange. We're moving out.
context: You're not a princess. You have no Mana.\You abandoned your duty.\You're a deserter. You killed a little girl.\Just what are you?\I am\I am\Commander, we've found the DRAGONs.\Get up, Ange. We're moving out. response:	Snap out of it.
context: You abandoned your duty.\You're a deserter. You killed a little girl.\Just what are you?\I am\I am\Commander, we've found the DRAGONs.\Get up, Ange. We're moving out.\Snap out of it. response:	This world is unfair and unjust...
context: You're a deserter. You killed a little girl.\Just what are you?\I am\I am\Commander, we've found the DRAGONs.\Get up, Ange. We're moving out.\Snap out of it.\This world is unfair and unjust... response:	That's all there is.
context: Just what are you?\I am\I am\Commander, we've found the DRAGONs.\Get up, Ange. We're moving out.\Snap out of it.\This world is unfair and unjust...\That's all there is. response:	Kill the DRAGONs for your dead comrades.
context: I am\I am\Commander, we've found the DRAGONs.\Get up, Ange. We're moving out.\Snap out of it.\This world is unfair and unjust...\That's all there is.\Kill the DRAGONs for your dead comrades. response:	If you can't do that much, then die.
context: I am\Commander, we've found the DRAGONs.\Get up, Ange. We're moving out.\Snap out of it.\This world is unfair and unjust...\That's all there is.\Kill the DRAGONs for your dead comrades.\If you can't do that much, then die. response:	Then kill me, please.
context: Commander, we've found the DRAGONs.\Get up, Ange. We're moving out.\Snap out of it.\This world is unfair and unjust...\That's all there is.\Kill the DRAGONs for your dead comrades.\If you can't do that much, then die.\Then kill me, please. response:	I can't take it.
context: Get up, Ange. We're moving out.\Snap out of it.\This world is unfair and unjust...\That's all there is.\Kill the DRAGONs for your dead comrades.\If you can't do that much, then die.\Then kill me, please.\I can't take it. response:	No.
context: Snap out of it.\This world is unfair and unjust...\That's all there is.\Kill the DRAGONs for your dead comrades.\If you can't do that much, then die.\Then kill me, please.\I can't take it.\No. response:	Die in battle, just like they did.
context: This world is unfair and unjust...\That's all there is.\Kill the DRAGONs for your dead comrades.\If you can't do that much, then die.\Then kill me, please.\I can't take it.\No.\Die in battle, just like they did. response:	That's your duty.
context: That's all there is.\Kill the DRAGONs for your dead comrades.\If you can't do that much, then die.\Then kill me, please.\I can't take it.\No.\Die in battle, just like they did.\That's your duty. response:	Commander, we don't have a Para-mail.
context: Kill the DRAGONs for your dead comrades.\If you can't do that much, then die.\Then kill me, please.\I can't take it.\No.\Die in battle, just like they did.\That's your duty.\Commander, we don't have a Para-mail. response:	But we do.
context: If you can't do that much, then die.\Then kill me, please.\I can't take it.\No.\Die in battle, just like they did.\That's your duty.\Commander, we don't have a Para-mail.\But we do. response:	That one.
context: Then kill me, please.\I can't take it.\No.\Die in battle, just like they did.\That's your duty.\Commander, we don't have a Para-mail.\But we do.\That one. response:	You don't mean...
context: I can't take it.\No.\Die in battle, just like they did.\That's your duty.\Commander, we don't have a Para-mail.\But we do.\That one.\You don't mean... response:	Really? We're bringing it?
context: No.\Die in battle, just like they did.\That's your duty.\Commander, we don't have a Para-mail.\But we do.\That one.\You don't mean...\Really? We're bringing it? response:	Yeah.
context: Die in battle, just like they did.\That's your duty.\Commander, we don't have a Para-mail.\But we do.\That one.\You don't mean...\Really? We're bringing it?\Yeah. response:	Then what about that thing?
context: That's your duty.\Commander, we don't have a Para-mail.\But we do.\That one.\You don't mean...\Really? We're bringing it?\Yeah.\Then what about that thing? response:	Who knows.
context: Commander, we don't have a Para-mail.\But we do.\That one.\You don't mean...\Really? We're bringing it?\Yeah.\Then what about that thing?\Who knows. response:	Can we start it up?
context: But we do.\That one.\You don't mean...\Really? We're bringing it?\Yeah.\Then what about that thing?\Who knows.\Can we start it up? response:	No problem. Give me twenty minutes.
context: That one.\You don't mean...\Really? We're bringing it?\Yeah.\Then what about that thing?\Who knows.\Can we start it up?\No problem. Give me twenty minutes. response:	This is your machine.
context: You don't mean...\Really? We're bringing it?\Yeah.\Then what about that thing?\Who knows.\Can we start it up?\No problem. Give me twenty minutes.\This is your machine. response:	It's pretty old.
context: Really? We're bringing it?\Yeah.\Then what about that thing?\Who knows.\Can we start it up?\No problem. Give me twenty minutes.\This is your machine.\It's pretty old. response:	The engine's in shambles.
context: Yeah.\Then what about that thing?\Who knows.\Can we start it up?\No problem. Give me twenty minutes.\This is your machine.\It's pretty old.\The engine's in shambles. response:	The energy regulation's a mess.
context: Then what about that thing?\Who knows.\Can we start it up?\No problem. Give me twenty minutes.\This is your machine.\It's pretty old.\The engine's in shambles.\The energy regulation's a mess. response:	It's a piece of shit that might fall apart.
context: Who knows.\Can we start it up?\No problem. Give me twenty minutes.\This is your machine.\It's pretty old.\The engine's in shambles.\The energy regulation's a mess.\It's a piece of shit that might fall apart. response:	It's perfect for someone that wants to die.
context: Can we start it up?\No problem. Give me twenty minutes.\This is your machine.\It's pretty old.\The engine's in shambles.\The energy regulation's a mess.\It's a piece of shit that might fall apart.\It's perfect for someone that wants to die. response:	It's called the Villkiss.
context: No problem. Give me twenty minutes.\This is your machine.\It's pretty old.\The engine's in shambles.\The energy regulation's a mess.\It's a piece of shit that might fall apart.\It's perfect for someone that wants to die.\It's called the Villkiss. response:	I can die if I ride this...
context: This is your machine.\It's pretty old.\The engine's in shambles.\The energy regulation's a mess.\It's a piece of shit that might fall apart.\It's perfect for someone that wants to die.\It's called the Villkiss.\I can die if I ride this... response:	I can be Angelise again.
context: It's pretty old.\The engine's in shambles.\The energy regulation's a mess.\It's a piece of shit that might fall apart.\It's perfect for someone that wants to die.\It's called the Villkiss.\I can die if I ride this...\I can be Angelise again. response:	Jill, why?
context: The engine's in shambles.\The energy regulation's a mess.\It's a piece of shit that might fall apart.\It's perfect for someone that wants to die.\It's called the Villkiss.\I can die if I ride this...\I can be Angelise again.\Jill, why? response:	This machine
context: The energy regulation's a mess.\It's a piece of shit that might fall apart.\It's perfect for someone that wants to die.\It's called the Villkiss.\I can die if I ride this...\I can be Angelise again.\Jill, why?\This machine response:	I'll have to deal with you if you can't follow Command's orders.
context: It's a piece of shit that might fall apart.\It's perfect for someone that wants to die.\It's called the Villkiss.\I can die if I ride this...\I can be Angelise again.\Jill, why?\This machine\I'll have to deal with you if you can't follow Command's orders. response:	Now, let's move out.
context: It's perfect for someone that wants to die.\It's called the Villkiss.\I can die if I ride this...\I can be Angelise again.\Jill, why?\This machine\I'll have to deal with you if you can't follow Command's orders.\Now, let's move out. response:	It's your first battle as Captain. I expect great things.
context: It's called the Villkiss.\I can die if I ride this...\I can be Angelise again.\Jill, why?\This machine\I'll have to deal with you if you can't follow Command's orders.\Now, let's move out.\It's your first battle as Captain. I expect great things. response:	Yes, ma'am.
context: I can die if I ride this...\I can be Angelise again.\Jill, why?\This machine\I'll have to deal with you if you can't follow Command's orders.\Now, let's move out.\It's your first battle as Captain. I expect great things.\Yes, ma'am. response:	Course clear. Salia Squad, you may liftoff.
context: I can be Angelise again.\Jill, why?\This machine\I'll have to deal with you if you can't follow Command's orders.\Now, let's move out.\It's your first battle as Captain. I expect great things.\Yes, ma'am.\Course clear. Salia Squad, you may liftoff. response:	Salia Squad, lifting off.
context: Jill, why?\This machine\I'll have to deal with you if you can't follow Command's orders.\Now, let's move out.\It's your first battle as Captain. I expect great things.\Yes, ma'am.\Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off. response:	Why is she coming with us?
context: This machine\I'll have to deal with you if you can't follow Command's orders.\Now, let's move out.\It's your first battle as Captain. I expect great things.\Yes, ma'am.\Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off.\Why is she coming with us? response:	We're fighting alongside the person that killed Onee-sama?
context: I'll have to deal with you if you can't follow Command's orders.\Now, let's move out.\It's your first battle as Captain. I expect great things.\Yes, ma'am.\Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off.\Why is she coming with us?\We're fighting alongside the person that killed Onee-sama? response:	I'll kill her! I'll kill her! I swear I'll kill her.
context: Now, let's move out.\It's your first battle as Captain. I expect great things.\Yes, ma'am.\Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off.\Why is she coming with us?\We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her. response:	I heard she wants to die.
context: It's your first battle as Captain. I expect great things.\Yes, ma'am.\Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off.\Why is she coming with us?\We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die. response:	Why don't we watch to see how Burn Princess dies?
context: Yes, ma'am.\Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off.\Why is she coming with us?\We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die.\Why don't we watch to see how Burn Princess dies? response:	What's that machine?
context: Course clear. Salia Squad, you may liftoff.\Salia Squad, lifting off.\Why is she coming with us?\We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die.\Why don't we watch to see how Burn Princess dies?\What's that machine? response:	Salia, isn't that Para-mail pretty awesome?
context: Salia Squad, lifting off.\Why is she coming with us?\We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die.\Why don't we watch to see how Burn Princess dies?\What's that machine?\Salia, isn't that Para-mail pretty awesome? response:	Isn't it, Salia?
context: Why is she coming with us?\We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die.\Why don't we watch to see how Burn Princess dies?\What's that machine?\Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia? response:	We're on a mission, Vivian.
context: We're fighting alongside the person that killed Onee-sama?\I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die.\Why don't we watch to see how Burn Princess dies?\What's that machine?\Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia?\We're on a mission, Vivian. response:	Enemy shadow confirmed.
context: I'll kill her! I'll kill her! I swear I'll kill her.\I heard she wants to die.\Why don't we watch to see how Burn Princess dies?\What's that machine?\Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia?\We're on a mission, Vivian.\Enemy shadow confirmed. response:	It's coming.
context: I heard she wants to die.\Why don't we watch to see how Burn Princess dies?\What's that machine?\Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia?\We're on a mission, Vivian.\Enemy shadow confirmed.\It's coming. response:	What shall we do, Captain?
context: Why don't we watch to see how Burn Princess dies?\What's that machine?\Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia?\We're on a mission, Vivian.\Enemy shadow confirmed.\It's coming.\What shall we do, Captain? response:	It's almost dead. Finish it off.
context: What's that machine?\Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia?\We're on a mission, Vivian.\Enemy shadow confirmed.\It's coming.\What shall we do, Captain?\It's almost dead. Finish it off. response:	All units, attack formation.
context: Salia, isn't that Para-mail pretty awesome?\Isn't it, Salia?\We're on a mission, Vivian.\Enemy shadow confirmed.\It's coming.\What shall we do, Captain?\It's almost dead. Finish it off.\All units, attack formation. response:	Load freezing bullets.
context: Isn't it, Salia?\We're on a mission, Vivian.\Enemy shadow confirmed.\It's coming.\What shall we do, Captain?\It's almost dead. Finish it off.\All units, attack formation.\Load freezing bullets. response:	Yes, ma'am.
context: We're on a mission, Vivian.\Enemy shadow confirmed.\It's coming.\What shall we do, Captain?\It's almost dead. Finish it off.\All units, attack formation.\Load freezing bullets.\Yes, ma'am. response:	Tight formation.
context: Enemy shadow confirmed.\It's coming.\What shall we do, Captain?\It's almost dead. Finish it off.\All units, attack formation.\Load freezing bullets.\Yes, ma'am.\Tight formation. response:	Attack!
context: It's coming.\What shall we do, Captain?\It's almost dead. Finish it off.\All units, attack formation.\Load freezing bullets.\Yes, ma'am.\Tight formation.\Attack! response:	Salia, below!
context: What shall we do, Captain?\It's almost dead. Finish it off.\All units, attack formation.\Load freezing bullets.\Yes, ma'am.\Tight formation.\Attack!\Salia, below! response:	Below?
context: It's almost dead. Finish it off.\All units, attack formation.\Load freezing bullets.\Yes, ma'am.\Tight formation.\Attack!\Salia, below!\Below? response:	Rosalie! Chris!
context: All units, attack formation.\Load freezing bullets.\Yes, ma'am.\Tight formation.\Attack!\Salia, below!\Below?\Rosalie! Chris! response:	It set a trap, that sly bastard!
context: Load freezing bullets.\Yes, ma'am.\Tight formation.\Attack!\Salia, below!\Below?\Rosalie! Chris!\It set a trap, that sly bastard! response:	There's no data about it attacking like this...
context: Yes, ma'am.\Tight formation.\Attack!\Salia, below!\Below?\Rosalie! Chris!\It set a trap, that sly bastard!\There's no data about it attacking like this... response:	What do we do, Salia-chan?
context: Tight formation.\Attack!\Salia, below!\Below?\Rosalie! Chris!\It set a trap, that sly bastard!\There's no data about it attacking like this...\What do we do, Salia-chan? response:	We're in danger.
context: Attack!\Salia, below!\Below?\Rosalie! Chris!\It set a trap, that sly bastard!\There's no data about it attacking like this...\What do we do, Salia-chan?\We're in danger. response:	What? What can we do?
context: Salia, below!\Below?\Rosalie! Chris!\It set a trap, that sly bastard!\There's no data about it attacking like this...\What do we do, Salia-chan?\We're in danger.\What? What can we do? response:	Captain Zola.
context: Below?\Rosalie! Chris!\It set a trap, that sly bastard!\There's no data about it attacking like this...\What do we do, Salia-chan?\We're in danger.\What? What can we do?\Captain Zola. response:	You're the captain, Salia.
context: Rosalie! Chris!\It set a trap, that sly bastard!\There's no data about it attacking like this...\What do we do, Salia-chan?\We're in danger.\What? What can we do?\Captain Zola.\You're the captain, Salia. response:	Evade!
context: It set a trap, that sly bastard!\There's no data about it attacking like this...\What do we do, Salia-chan?\We're in danger.\What? What can we do?\Captain Zola.\You're the captain, Salia.\Evade! response:	Salia-chan!
context: There's no data about it attacking like this...\What do we do, Salia-chan?\We're in danger.\What? What can we do?\Captain Zola.\You're the captain, Salia.\Evade!\Salia-chan! response:	Salia!
context: What do we do, Salia-chan?\We're in danger.\What? What can we do?\Captain Zola.\You're the captain, Salia.\Evade!\Salia-chan!\Salia! response:	Almost. Almost.
context: We're in danger.\What? What can we do?\Captain Zola.\You're the captain, Salia.\Evade!\Salia-chan!\Salia!\Almost. Almost. response:	Almost. I can say goodbye.
context: What? What can we do?\Captain Zola.\You're the captain, Salia.\Evade!\Salia-chan!\Salia!\Almost. Almost.\Almost. I can say goodbye. response:	Ange!
context: Captain Zola.\You're the captain, Salia.\Evade!\Salia-chan!\Salia!\Almost. Almost.\Almost. I can say goodbye.\Ange! response:	No... Once more...
context: You're the captain, Salia.\Evade!\Salia-chan!\Salia!\Almost. Almost.\Almost. I can say goodbye.\Ange!\No... Once more... response:	What the hell is she doing?
context: Evade!\Salia-chan!\Salia!\Almost. Almost.\Almost. I can say goodbye.\Ange!\No... Once more...\What the hell is she doing? response:	No... I have to die properly.
context: Salia-chan!\Salia!\Almost. Almost.\Almost. I can say goodbye.\Ange!\No... Once more...\What the hell is she doing?\No... I have to die properly. response:	Live on, Angelise...
context: Salia!\Almost. Almost.\Almost. I can say goodbye.\Ange!\No... Once more...\What the hell is she doing?\No... I have to die properly.\Live on, Angelise... response:	I don't want to die.
context: Almost. Almost.\Almost. I can say goodbye.\Ange!\No... Once more...\What the hell is she doing?\No... I have to die properly.\Live on, Angelise...\I don't want to die. response:	I don't want to die.
context: Almost. I can say goodbye.\Ange!\No... Once more...\What the hell is she doing?\No... I have to die properly.\Live on, Angelise...\I don't want to die.\I don't want to die. response:	I don't want to die!
context: Ange!\No... Once more...\What the hell is she doing?\No... I have to die properly.\Live on, Angelise...\I don't want to die.\I don't want to die.\I don't want to die! response:	You
context: No... Once more...\What the hell is she doing?\No... I have to die properly.\Live on, Angelise...\I don't want to die.\I don't want to die.\I don't want to die!\You response:	Die!
context: What the hell is she doing?\No... I have to die properly.\Live on, Angelise...\I don't want to die.\I don't want to die.\I don't want to die!\You\Die! response:	I don't know what I'm feeling.
context: No... I have to die properly.\Live on, Angelise...\I don't want to die.\I don't want to die.\I don't want to die!\You\Die!\I don't know what I'm feeling. response:	You're getting excited.
context: Live on, Angelise...\I don't want to die.\I don't want to die.\I don't want to die!\You\Die!\I don't know what I'm feeling.\You're getting excited. response:	No, this isn't me.
context: I don't want to die.\I don't want to die.\I don't want to die!\You\Die!\I don't know what I'm feeling.\You're getting excited.\No, this isn't me. response:	I don't want to kill to live.
context: I don't want to die.\I don't want to die!\You\Die!\I don't know what I'm feeling.\You're getting excited.\No, this isn't me.\I don't want to kill to live. response:	That's so dirty, so shameful, so selfish...
context: I don't want to die!\You\Die!\I don't know what I'm feeling.\You're getting excited.\No, this isn't me.\I don't want to kill to live.\That's so dirty, so shameful, so selfish... response:	That's us, the Norma.
context: You\Die!\I don't know what I'm feeling.\You're getting excited.\No, this isn't me.\I don't want to kill to live.\That's so dirty, so shameful, so selfish...\That's us, the Norma. response:	Goodbye, Father, Mother, Onii-sama, Sylvia.
context: Die!\I don't know what I'm feeling.\You're getting excited.\No, this isn't me.\I don't want to kill to live.\That's so dirty, so shameful, so selfish...\That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia. response:	There's nothing left for me.
context: I don't know what I'm feeling.\You're getting excited.\No, this isn't me.\I don't want to kill to live.\That's so dirty, so shameful, so selfish...\That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me. response:	There's nothing I need.
context: You're getting excited.\No, this isn't me.\I don't want to kill to live.\That's so dirty, so shameful, so selfish...\That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me.\There's nothing I need. response:	No past, no name, nothing.
context: No, this isn't me.\I don't want to kill to live.\That's so dirty, so shameful, so selfish...\That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me.\There's nothing I need.\No past, no name, nothing. response:	I won't die as easily as you did.
context: I don't want to kill to live.\That's so dirty, so shameful, so selfish...\That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me.\There's nothing I need.\No past, no name, nothing.\I won't die as easily as you did. response:	To survive, I will claw the ground, drink muddy water, and vomit blood.
context: That's so dirty, so shameful, so selfish...\That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me.\There's nothing I need.\No past, no name, nothing.\I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood. response:	I will live on.
context: That's us, the Norma.\Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me.\There's nothing I need.\No past, no name, nothing.\I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on. response:	Kill, and live.
context: Goodbye, Father, Mother, Onii-sama, Sylvia.\There's nothing left for me.\There's nothing I need.\No past, no name, nothing.\I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on.\Kill, and live. response:	Disgusting!
context: There's nothing left for me.\There's nothing I need.\No past, no name, nothing.\I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on.\Kill, and live.\Disgusting! response:	Next Episode Preview
context: There's nothing I need.\No past, no name, nothing.\I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on.\Kill, and live.\Disgusting!\Next Episode Preview response:	That's so much better.
context: No past, no name, nothing.\I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on.\Kill, and live.\Disgusting!\Next Episode Preview\That's so much better. response:	I've been meaning to cut my hair.
context: I won't die as easily as you did.\To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on.\Kill, and live.\Disgusting!\Next Episode Preview\That's so much better.\I've been meaning to cut my hair. response:	Shampooing it will be so much easier.
context: To survive, I will claw the ground, drink muddy water, and vomit blood.\I will live on.\Kill, and live.\Disgusting!\Next Episode Preview\That's so much better.\I've been meaning to cut my hair.\Shampooing it will be so much easier. response:	And sleeping!
context: I will live on.\Kill, and live.\Disgusting!\Next Episode Preview\That's so much better.\I've been meaning to cut my hair.\Shampooing it will be so much easier.\And sleeping! response:	I look nice with short hair, too, don't I?
context: Kill, and live.\Disgusting!\Next Episode Preview\That's so much better.\I've been meaning to cut my hair.\Shampooing it will be so much easier.\And sleeping!\I look nice with short hair, too, don't I? response:	A Loner's Revolt
context: Disgusting!\Next Episode Preview\That's so much better.\I've been meaning to cut my hair.\Shampooing it will be so much easier.\And sleeping!\I look nice with short hair, too, don't I?\A Loner's Revolt response:	I'll become even more popular now.
