context: That will be 8500 yen for repairs. response:	Gotta get a part-time job.
context: You know, didn't you just sneak in\a peasant that was walking around the area?\You covered it up well with that explosion.\That's not true! I made the summons properly.\This guy just happened to show up!\Well, he's very befitting of Louise the Zero.\What's up with that wench?!\Don't just stand there! Bring me some tea, at least! response:	Oh, I'm sorry!
context: a peasant that was walking around the area?\You covered it up well with that explosion.\That's not true! I made the summons properly.\This guy just happened to show up!\Well, he's very befitting of Louise the Zero.\What's up with that wench?!\Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry! response:	No, it's all right.
context: You covered it up well with that explosion.\That's not true! I made the summons properly.\This guy just happened to show up!\Well, he's very befitting of Louise the Zero.\What's up with that wench?!\Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry!\No, it's all right. response:	Excuse me.
context: That's not true! I made the summons properly.\This guy just happened to show up!\Well, he's very befitting of Louise the Zero.\What's up with that wench?!\Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry!\No, it's all right.\Excuse me. response:	No, please excuse me.
context: This guy just happened to show up!\Well, he's very befitting of Louise the Zero.\What's up with that wench?!\Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry!\No, it's all right.\Excuse me.\No, please excuse me. response:	Could you be the one that became Miss Valliere's familiar?
context: Well, he's very befitting of Louise the Zero.\What's up with that wench?!\Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry!\No, it's all right.\Excuse me.\No, please excuse me.\Could you be the one that became Miss Valliere's familiar? response:	You know about me?
context: What's up with that wench?!\Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry!\No, it's all right.\Excuse me.\No, please excuse me.\Could you be the one that became Miss Valliere's familiar?\You know about me? response:	It's all over the rumor mill that a peasant
context: Don't just stand there! Bring me some tea, at least!\Oh, I'm sorry!\No, it's all right.\Excuse me.\No, please excuse me.\Could you be the one that became Miss Valliere's familiar?\You know about me?\It's all over the rumor mill that a peasant response:	has been summoned as a familiar.
context: Oh, I'm sorry!\No, it's all right.\Excuse me.\No, please excuse me.\Could you be the one that became Miss Valliere's familiar?\You know about me?\It's all over the rumor mill that a peasant\has been summoned as a familiar. response:	Well, I don't understand much of this noble and peasant business.
context: No, it's all right.\Excuse me.\No, please excuse me.\Could you be the one that became Miss Valliere's familiar?\You know about me?\It's all over the rumor mill that a peasant\has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business. response:	Those that can use magic are nobles,
context: Excuse me.\No, please excuse me.\Could you be the one that became Miss Valliere's familiar?\You know about me?\It's all over the rumor mill that a peasant\has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles, response:	and those that can't are the peasants, right?
context: No, please excuse me.\Could you be the one that became Miss Valliere's familiar?\You know about me?\It's all over the rumor mill that a peasant\has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles,\and those that can't are the peasants, right? response:	Oh, I see. That's how it works.
context: Could you be the one that became Miss Valliere's familiar?\You know about me?\It's all over the rumor mill that a peasant\has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles,\and those that can't are the peasants, right?\Oh, I see. That's how it works. response:	So are you a sorcerer too?
context: You know about me?\It's all over the rumor mill that a peasant\has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles,\and those that can't are the peasants, right?\Oh, I see. That's how it works.\So are you a sorcerer too? response:	Quite the contrary!
context: It's all over the rumor mill that a peasant\has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles,\and those that can't are the peasants, right?\Oh, I see. That's how it works.\So are you a sorcerer too?\Quite the contrary! response:	I am Siesta, and I have the honor of serving here.
context: has been summoned as a familiar.\Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles,\and those that can't are the peasants, right?\Oh, I see. That's how it works.\So are you a sorcerer too?\Quite the contrary!\I am Siesta, and I have the honor of serving here. response:	I am a peasant, just like you.
context: Well, I don't understand much of this noble and peasant business.\Those that can use magic are nobles,\and those that can't are the peasants, right?\Oh, I see. That's how it works.\So are you a sorcerer too?\Quite the contrary!\I am Siesta, and I have the honor of serving here.\I am a peasant, just like you. response:	I'm Hiraga Saito. Call me Saito.
context: Those that can use magic are nobles,\and those that can't are the peasants, right?\Oh, I see. That's how it works.\So are you a sorcerer too?\Quite the contrary!\I am Siesta, and I have the honor of serving here.\I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito. response:	Mr. Saito?
context: and those that can't are the peasants, right?\Oh, I see. That's how it works.\So are you a sorcerer too?\Quite the contrary!\I am Siesta, and I have the honor of serving here.\I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito.\Mr. Saito? response:	That is a strange name.
context: Oh, I see. That's how it works.\So are you a sorcerer too?\Quite the contrary!\I am Siesta, and I have the honor of serving here.\I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito.\Mr. Saito?\That is a strange name. response:	Hey!
context: So are you a sorcerer too?\Quite the contrary!\I am Siesta, and I have the honor of serving here.\I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito.\Mr. Saito?\That is a strange name.\Hey! response:	Isn't the cake ready?
context: Quite the contrary!\I am Siesta, and I have the honor of serving here.\I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito.\Mr. Saito?\That is a strange name.\Hey!\Isn't the cake ready? response:	Coming right up!
context: I am Siesta, and I have the honor of serving here.\I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito.\Mr. Saito?\That is a strange name.\Hey!\Isn't the cake ready?\Coming right up! response:	I'll take it to him.
context: I am a peasant, just like you.\I'm Hiraga Saito. Call me Saito.\Mr. Saito?\That is a strange name.\Hey!\Isn't the cake ready?\Coming right up!\I'll take it to him. response:	But that's...
context: I'm Hiraga Saito. Call me Saito.\Mr. Saito?\That is a strange name.\Hey!\Isn't the cake ready?\Coming right up!\I'll take it to him.\But that's... response:	It's fine.
context: Mr. Saito?\That is a strange name.\Hey!\Isn't the cake ready?\Coming right up!\I'll take it to him.\But that's...\It's fine. response:	This is good enough for that snob.
context: That is a strange name.\Hey!\Isn't the cake ready?\Coming right up!\I'll take it to him.\But that's...\It's fine.\This is good enough for that snob. response:	I talked all night with Verdande here.
context: Hey!\Isn't the cake ready?\Coming right up!\I'll take it to him.\But that's...\It's fine.\This is good enough for that snob.\I talked all night with Verdande here. response:	I see... All night...
context: Isn't the cake ready?\Coming right up!\I'll take it to him.\But that's...\It's fine.\This is good enough for that snob.\I talked all night with Verdande here.\I see... All night... response:	Yes...
context: Coming right up!\I'll take it to him.\But that's...\It's fine.\This is good enough for that snob.\I talked all night with Verdande here.\I see... All night...\Yes... response:	These intelligent eyes... This sensual texture...
context: I'll take it to him.\But that's...\It's fine.\This is good enough for that snob.\I talked all night with Verdande here.\I see... All night...\Yes...\These intelligent eyes... This sensual texture... response:	Truly, it was destined to become my familiar.
context: But that's...\It's fine.\This is good enough for that snob.\I talked all night with Verdande here.\I see... All night...\Yes...\These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar. response:	In any case, keep it buried when you're with me.
context: It's fine.\This is good enough for that snob.\I talked all night with Verdande here.\I see... All night...\Yes...\These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me. response:	Order's up!
context: This is good enough for that snob.\I talked all night with Verdande here.\I see... All night...\Yes...\These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me.\Order's up! response:	Oh, and bring some more tea as well.
context: I talked all night with Verdande here.\I see... All night...\Yes...\These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me.\Order's up!\Oh, and bring some more tea as well. response:	Your familiar is so cute, just like you.
context: I see... All night...\Yes...\These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me.\Order's up!\Oh, and bring some more tea as well.\Your familiar is so cute, just like you. response:	You're always such a flatterer.
context: Yes...\These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me.\Order's up!\Oh, and bring some more tea as well.\Your familiar is so cute, just like you.\You're always such a flatterer. response:	I won't lie to your eyes.
context: These intelligent eyes... This sensual texture...\Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me.\Order's up!\Oh, and bring some more tea as well.\Your familiar is so cute, just like you.\You're always such a flatterer.\I won't lie to your eyes. response:	But I heard rumors that you're dating a first-year recently.
context: Truly, it was destined to become my familiar.\In any case, keep it buried when you're with me.\Order's up!\Oh, and bring some more tea as well.\Your familiar is so cute, just like you.\You're always such a flatterer.\I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently. response:	Such nonsense!
context: In any case, keep it buried when you're with me.\Order's up!\Oh, and bring some more tea as well.\Your familiar is so cute, just like you.\You're always such a flatterer.\I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently.\Such nonsense! response:	There is nothing hidden...
context: Order's up!\Oh, and bring some more tea as well.\Your familiar is so cute, just like you.\You're always such a flatterer.\I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently.\Such nonsense!\There is nothing hidden... response:	What are you...
context: Oh, and bring some more tea as well.\Your familiar is so cute, just like you.\You're always such a flatterer.\I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently.\Such nonsense!\There is nothing hidden...\What are you... response:	Oh, I get it!
context: Your familiar is so cute, just like you.\You're always such a flatterer.\I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently.\Such nonsense!\There is nothing hidden...\What are you...\Oh, I get it! response:	The color of the cape is different for different grades.
context: You're always such a flatterer.\I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently.\Such nonsense!\There is nothing hidden...\What are you...\Oh, I get it!\The color of the cape is different for different grades. response:	Black is for second-years.
context: I won't lie to your eyes.\But I heard rumors that you're dating a first-year recently.\Such nonsense!\There is nothing hidden...\What are you...\Oh, I get it!\The color of the cape is different for different grades.\Black is for second-years. response:	So the girl with the brown one last night was a first-year.
context: But I heard rumors that you're dating a first-year recently.\Such nonsense!\There is nothing hidden...\What are you...\Oh, I get it!\The color of the cape is different for different grades.\Black is for second-years.\So the girl with the brown one last night was a first-year. response:	I see, I see...
context: Such nonsense!\There is nothing hidden...\What are you...\Oh, I get it!\The color of the cape is different for different grades.\Black is for second-years.\So the girl with the brown one last night was a first-year.\I see, I see... response:	What's he talking about?
context: There is nothing hidden...\What are you...\Oh, I get it!\The color of the cape is different for different grades.\Black is for second-years.\So the girl with the brown one last night was a first-year.\I see, I see...\What's he talking about? response:	Hurry up and go back to your business, waiter!
context: What are you...\Oh, I get it!\The color of the cape is different for different grades.\Black is for second-years.\So the girl with the brown one last night was a first-year.\I see, I see...\What's he talking about?\Hurry up and go back to your business, waiter! response:	Wrong! I'm not a waiter.
context: Oh, I get it!\The color of the cape is different for different grades.\Black is for second-years.\So the girl with the brown one last night was a first-year.\I see, I see...\What's he talking about?\Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter. response:	You're the one that Louise the Zero...
context: The color of the cape is different for different grades.\Black is for second-years.\So the girl with the brown one last night was a first-year.\I see, I see...\What's he talking about?\Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter.\You're the one that Louise the Zero... response:	Thanks for everything last night.
context: Black is for second-years.\So the girl with the brown one last night was a first-year.\I see, I see...\What's he talking about?\Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter.\You're the one that Louise the Zero...\Thanks for everything last night. response:	See ya.
context: So the girl with the brown one last night was a first-year.\I see, I see...\What's he talking about?\Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter.\You're the one that Louise the Zero...\Thanks for everything last night.\See ya. response:	Now, Guiche, what was that all about?!
context: I see, I see...\What's he talking about?\Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter.\You're the one that Louise the Zero...\Thanks for everything last night.\See ya.\Now, Guiche, what was that all about?! response:	Oh, yes... You know, I told you, right?
context: What's he talking about?\Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter.\You're the one that Louise the Zero...\Thanks for everything last night.\See ya.\Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right? response:	I had that peasant familiar to deal with last night, that's all.
context: Hurry up and go back to your business, waiter!\Wrong! I'm not a waiter.\You're the one that Louise the Zero...\Thanks for everything last night.\See ya.\Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all. response:	Montmorency, it's far too rowdy here.
context: Wrong! I'm not a waiter.\You're the one that Louise the Zero...\Thanks for everything last night.\See ya.\Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here. response:	We should talk under that tree over there.
context: You're the one that Louise the Zero...\Thanks for everything last night.\See ya.\Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here.\We should talk under that tree over there. response:	Hurry now... Come now, come now...
context: Thanks for everything last night.\See ya.\Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here.\We should talk under that tree over there.\Hurry now... Come now, come now... response:	Wait! What is it all of a sudden? Hurry now... Come now, come now...
context: See ya.\Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here.\We should talk under that tree over there.\Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now... response:	Lord Guiche, where are you?
context: Now, Guiche, what was that all about?!\Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here.\We should talk under that tree over there.\Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you? response:	Oh, if you mean Lord Guiche,
context: Oh, yes... You know, I told you, right?\I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here.\We should talk under that tree over there.\Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you?\Oh, if you mean Lord Guiche, response:	it just so happens that he's right over there!
context: I had that peasant familiar to deal with last night, that's all.\Montmorency, it's far too rowdy here.\We should talk under that tree over there.\Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you?\Oh, if you mean Lord Guiche,\it just so happens that he's right over there! response:	Lord Guiche!
context: Montmorency, it's far too rowdy here.\We should talk under that tree over there.\Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you?\Oh, if you mean Lord Guiche,\it just so happens that he's right over there!\Lord Guiche! response:	Ketty!
context: We should talk under that tree over there.\Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you?\Oh, if you mean Lord Guiche,\it just so happens that he's right over there!\Lord Guiche!\Ketty! response:	Hi...
context: Hurry now... Come now, come now...\Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you?\Oh, if you mean Lord Guiche,\it just so happens that he's right over there!\Lord Guiche!\Ketty!\Hi... response:	I have been looking for you, Lord Guiche!
context: Wait! What is it all of a sudden? Hurry now... Come now, come now...\Lord Guiche, where are you?\Oh, if you mean Lord Guiche,\it just so happens that he's right over there!\Lord Guiche!\Ketty!\Hi...\I have been looking for you, Lord Guiche! response:	I thought I'd bring my handmade souffle,
context: Lord Guiche, where are you?\Oh, if you mean Lord Guiche,\it just so happens that he's right over there!\Lord Guiche!\Ketty!\Hi...\I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle, response:	that I was talking about last night, to the tea party today.
context: Oh, if you mean Lord Guiche,\it just so happens that he's right over there!\Lord Guiche!\Ketty!\Hi...\I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today. response:	Oh, that is very...
context: it just so happens that he's right over there!\Lord Guiche!\Ketty!\Hi...\I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today.\Oh, that is very... response:	Last night?
context: Lord Guiche!\Ketty!\Hi...\I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today.\Oh, that is very...\Last night? response:	Well, that is...
context: Ketty!\Hi...\I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today.\Oh, that is very...\Last night?\Well, that is... response:	Good for you!
context: Hi...\I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today.\Oh, that is very...\Last night?\Well, that is...\Good for you! response:	You were saying that you would love to have some of it.
context: I have been looking for you, Lord Guiche!\I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today.\Oh, that is very...\Last night?\Well, that is...\Good for you!\You were saying that you would love to have some of it. response:	You!
context: I thought I'd bring my handmade souffle,\that I was talking about last night, to the tea party today.\Oh, that is very...\Last night?\Well, that is...\Good for you!\You were saying that you would love to have some of it.\You! response:	It's nothing. Just telling the truth, right?
context: that I was talking about last night, to the tea party today.\Oh, that is very...\Last night?\Well, that is...\Good for you!\You were saying that you would love to have some of it.\You!\It's nothing. Just telling the truth, right? response:	What is the meaning of this, Guiche?!
context: Oh, that is very...\Last night?\Well, that is...\Good for you!\You were saying that you would love to have some of it.\You!\It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?! response:	What is it that you're going on about?
context: Last night?\Well, that is...\Good for you!\You were saying that you would love to have some of it.\You!\It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?!\What is it that you're going on about? response:	You're going to found needless misunderstandings with these ladies!
context: Well, that is...\Good for you!\You were saying that you would love to have some of it.\You!\It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?!\What is it that you're going on about?\You're going to found needless misunderstandings with these ladies! response:	What's going on?
context: Good for you!\You were saying that you would love to have some of it.\You!\It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?!\What is it that you're going on about?\You're going to found needless misunderstandings with these ladies!\What's going on? response:	Guiche is picking a fight with that peasant familiar.
context: You were saying that you would love to have some of it.\You!\It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?!\What is it that you're going on about?\You're going to found needless misunderstandings with these ladies!\What's going on?\Guiche is picking a fight with that peasant familiar. response:	What part of it is a misunderstanding?
context: You!\It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?!\What is it that you're going on about?\You're going to found needless misunderstandings with these ladies!\What's going on?\Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding? response:	You're the one at fault for two-timing.
context: It's nothing. Just telling the truth, right?\What is the meaning of this, Guiche?!\What is it that you're going on about?\You're going to found needless misunderstandings with these ladies!\What's going on?\Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding?\You're the one at fault for two-timing. response:	Two-timing?!
context: What is the meaning of this, Guiche?!\What is it that you're going on about?\You're going to found needless misunderstandings with these ladies!\What's going on?\Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding?\You're the one at fault for two-timing.\Two-timing?! response:	So there really was something going on with this first-year!
context: What is it that you're going on about?\You're going to found needless misunderstandings with these ladies!\What's going on?\Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding?\You're the one at fault for two-timing.\Two-timing?!\So there really was something going on with this first-year! response:	Please, Montmorency the Perfume...
context: You're going to found needless misunderstandings with these ladies!\What's going on?\Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding?\You're the one at fault for two-timing.\Two-timing?!\So there really was something going on with this first-year!\Please, Montmorency the Perfume... response:	Do not contort your face, one as beautiful as a rose, from anger!
context: What's going on?\Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding?\You're the one at fault for two-timing.\Two-timing?!\So there really was something going on with this first-year!\Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger! response:	This is all a misunder...
context: Guiche is picking a fight with that peasant familiar.\What part of it is a misunderstanding?\You're the one at fault for two-timing.\Two-timing?!\So there really was something going on with this first-year!\Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder... response:	How horrible!
context: What part of it is a misunderstanding?\You're the one at fault for two-timing.\Two-timing?!\So there really was something going on with this first-year!\Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder...\How horrible! response:	You said that I was the only one!
context: You're the one at fault for two-timing.\Two-timing?!\So there really was something going on with this first-year!\Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder...\How horrible!\You said that I was the only one! response:	In any case, both of you, calm down.
context: Two-timing?!\So there really was something going on with this first-year!\Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder...\How horrible!\You said that I was the only one!\In any case, both of you, calm down. response:	Liar!
context: So there really was something going on with this first-year!\Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder...\How horrible!\You said that I was the only one!\In any case, both of you, calm down.\Liar! response:	You just got dumped, Guiche!
context: Please, Montmorency the Perfume...\Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder...\How horrible!\You said that I was the only one!\In any case, both of you, calm down.\Liar!\You just got dumped, Guiche! response:	Well, you deserved what you just got.
context: Do not contort your face, one as beautiful as a rose, from anger!\This is all a misunder...\How horrible!\You said that I was the only one!\In any case, both of you, calm down.\Liar!\You just got dumped, Guiche!\Well, you deserved what you just got. response:	It seems that you do not know how to pay respect to nobility.
context: This is all a misunder...\How horrible!\You said that I was the only one!\In any case, both of you, calm down.\Liar!\You just got dumped, Guiche!\Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility. response:	Unfortunately, I come from a world that has nothing to do with that.
context: How horrible!\You said that I was the only one!\In any case, both of you, calm down.\Liar!\You just got dumped, Guiche!\Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that. response:	Very well, then.
context: You said that I was the only one!\In any case, both of you, calm down.\Liar!\You just got dumped, Guiche!\Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that.\Very well, then. response:	A duel?
context: In any case, both of you, calm down.\Liar!\You just got dumped, Guiche!\Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that.\Very well, then.\A duel? response:	That's right. I challenge you to a duel!
context: Liar!\You just got dumped, Guiche!\Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that.\Very well, then.\A duel?\That's right. I challenge you to a duel! response:	You are nothing but a peasant, and a familiar to boot.
context: You just got dumped, Guiche!\Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that.\Very well, then.\A duel?\That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot. response:	Yet you have mocked me,
context: Well, you deserved what you just got.\It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that.\Very well, then.\A duel?\That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me, response:	and on top of that, you have made two ladies cry!
context: It seems that you do not know how to pay respect to nobility.\Unfortunately, I come from a world that has nothing to do with that.\Very well, then.\A duel?\That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me,\and on top of that, you have made two ladies cry! response:	Cry? They were both hopping mad.
context: Unfortunately, I come from a world that has nothing to do with that.\Very well, then.\A duel?\That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me,\and on top of that, you have made two ladies cry!\Cry? They were both hopping mad. response:	Prepare yourself!
context: Very well, then.\A duel?\That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me,\and on top of that, you have made two ladies cry!\Cry? They were both hopping mad.\Prepare yourself! response:	I will be waiting at Vestori Square!
context: A duel?\That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me,\and on top of that, you have made two ladies cry!\Cry? They were both hopping mad.\Prepare yourself!\I will be waiting at Vestori Square! response:	You! What are you doing?!
context: That's right. I challenge you to a duel!\You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me,\and on top of that, you have made two ladies cry!\Cry? They were both hopping mad.\Prepare yourself!\I will be waiting at Vestori Square!\You! What are you doing?! response:	What?
context: You are nothing but a peasant, and a familiar to boot.\Yet you have mocked me,\and on top of that, you have made two ladies cry!\Cry? They were both hopping mad.\Prepare yourself!\I will be waiting at Vestori Square!\You! What are you doing?!\What? response:	What do you mean, what?
context: Yet you have mocked me,\and on top of that, you have made two ladies cry!\Cry? They were both hopping mad.\Prepare yourself!\I will be waiting at Vestori Square!\You! What are you doing?!\What?\What do you mean, what? response:	Why are you promising to fight a duel without permission?!
context: and on top of that, you have made two ladies cry!\Cry? They were both hopping mad.\Prepare yourself!\I will be waiting at Vestori Square!\You! What are you doing?!\What?\What do you mean, what?\Why are you promising to fight a duel without permission?! response:	Where are we going?
context: Cry? They were both hopping mad.\Prepare yourself!\I will be waiting at Vestori Square!\You! What are you doing?!\What?\What do you mean, what?\Why are you promising to fight a duel without permission?!\Where are we going? response:	We're going to apologize to Guiche.
context: Prepare yourself!\I will be waiting at Vestori Square!\You! What are you doing?!\What?\What do you mean, what?\Why are you promising to fight a duel without permission?!\Where are we going?\We're going to apologize to Guiche. response:	Right now, he still might forgive you.
context: I will be waiting at Vestori Square!\You! What are you doing?!\What?\What do you mean, what?\Why are you promising to fight a duel without permission?!\Where are we going?\We're going to apologize to Guiche.\Right now, he still might forgive you. response:	I refuse.
context: You! What are you doing?!\What?\What do you mean, what?\Why are you promising to fight a duel without permission?!\Where are we going?\We're going to apologize to Guiche.\Right now, he still might forgive you.\I refuse. response:	Why do I have to apologize?
context: What?\What do you mean, what?\Why are you promising to fight a duel without permission?!\Where are we going?\We're going to apologize to Guiche.\Right now, he still might forgive you.\I refuse.\Why do I have to apologize? response:	You really don't understand anything.
context: What do you mean, what?\Why are you promising to fight a duel without permission?!\Where are we going?\We're going to apologize to Guiche.\Right now, he still might forgive you.\I refuse.\Why do I have to apologize?\You really don't understand anything. response:	Peasants can never win against nobles.
context: Why are you promising to fight a duel without permission?!\Where are we going?\We're going to apologize to Guiche.\Right now, he still might forgive you.\I refuse.\Why do I have to apologize?\You really don't understand anything.\Peasants can never win against nobles. response:	You'll be lucky if you get away with just minor wounds!
context: Where are we going?\We're going to apologize to Guiche.\Right now, he still might forgive you.\I refuse.\Why do I have to apologize?\You really don't understand anything.\Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds! response:	Hey, where is Vestori Square?
context: We're going to apologize to Guiche.\Right now, he still might forgive you.\I refuse.\Why do I have to apologize?\You really don't understand anything.\Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square? response:	Oh, over there. That way.
context: Right now, he still might forgive you.\I refuse.\Why do I have to apologize?\You really don't understand anything.\Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square?\Oh, over there. That way. response:	Malicorne!
context: I refuse.\Why do I have to apologize?\You really don't understand anything.\Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square?\Oh, over there. That way.\Malicorne! response:	Thanks!
context: Why do I have to apologize?\You really don't understand anything.\Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square?\Oh, over there. That way.\Malicorne!\Thanks! response:	Wait!
context: You really don't understand anything.\Peasants can never win against nobles.\You'll be lucky if you get away with just minor wounds!\Hey, where is Vestori Square?\Oh, over there. That way.\Malicorne!\Thanks!\Wait! response:	Oh, this will be a sight!
