context: You didn't think of that? response:	My spirit might not be able to hurt you, but this Double Crescent Halberd will!
context: It was you and your mentor who had me trapped for 70,000 years.\I'll avenge myself today and take both your lives!\How arrogant!\What magical artifact is this?\Let go of me!\You can't defeat Qing Cang with your cultivation.\Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him! response:	Take good care of her.
context: I'll avenge myself today and take both your lives!\How arrogant!\What magical artifact is this?\Let go of me!\You can't defeat Qing Cang with your cultivation.\Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her. response:	Ye Hua!
context: How arrogant!\What magical artifact is this?\Let go of me!\You can't defeat Qing Cang with your cultivation.\Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her.\Ye Hua! response:	Ye Hua!
context: What magical artifact is this?\Let go of me!\You can't defeat Qing Cang with your cultivation.\Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her.\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Let go of me!\You can't defeat Qing Cang with your cultivation.\Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her.\Ye Hua!\Ye Hua!\Ye Hua! response:	Untie me!
context: You can't defeat Qing Cang with your cultivation.\Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her.\Ye Hua!\Ye Hua!\Ye Hua!\Untie me! response:	He's seeking his own doom!
context: Leave him to me.\You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her.\Ye Hua!\Ye Hua!\Ye Hua!\Untie me!\He's seeking his own doom! response:	Don't panic, High God.
context: You've transferred all your cultivation to my mentor so you can't defeat him!\Take good care of her.\Ye Hua!\Ye Hua!\Ye Hua!\Untie me!\He's seeking his own doom!\Don't panic, High God. response:	This magical artifact is really weird.
context: Take good care of her.\Ye Hua!\Ye Hua!\Ye Hua!\Untie me!\He's seeking his own doom!\Don't panic, High God.\This magical artifact is really weird. response:	I can't undo it!
context: Ye Hua!\Ye Hua!\Ye Hua!\Untie me!\He's seeking his own doom!\Don't panic, High God.\This magical artifact is really weird.\I can't undo it! response:	Get me Lord Dong Hua!
context: Ye Hua!\Ye Hua!\Untie me!\He's seeking his own doom!\Don't panic, High God.\This magical artifact is really weird.\I can't undo it!\Get me Lord Dong Hua! response:	Lord Dong Hua has lost all his powers so he's even worse than me.
context: Ye Hua!\Untie me!\He's seeking his own doom!\Don't panic, High God.\This magical artifact is really weird.\I can't undo it!\Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me. response:	Lord Dong Hua?
context: Untie me!\He's seeking his own doom!\Don't panic, High God.\This magical artifact is really weird.\I can't undo it!\Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua? response:	Little Princess?
context: He's seeking his own doom!\Don't panic, High God.\This magical artifact is really weird.\I can't undo it!\Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua?\Little Princess? response:	Qing Cang, if you want to pick a fight come out here!
context: Don't panic, High God.\This magical artifact is really weird.\I can't undo it!\Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua?\Little Princess?\Qing Cang, if you want to pick a fight come out here! response:	Mo Yuan?
context: This magical artifact is really weird.\I can't undo it!\Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua?\Little Princess?\Qing Cang, if you want to pick a fight come out here!\Mo Yuan? response:	You've finally shown up.
context: I can't undo it!\Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua?\Little Princess?\Qing Cang, if you want to pick a fight come out here!\Mo Yuan?\You've finally shown up. response:	Who are you?
context: Get me Lord Dong Hua!\Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua?\Little Princess?\Qing Cang, if you want to pick a fight come out here!\Mo Yuan?\You've finally shown up.\Who are you? response:	You're not Mo Yuan!
context: Lord Dong Hua has lost all his powers so he's even worse than me.\Lord Dong Hua?\Little Princess?\Qing Cang, if you want to pick a fight come out here!\Mo Yuan?\You've finally shown up.\Who are you?\You're not Mo Yuan! response:	I am the Crown Prince of the Celestial Tribe, Ye Hua!
context: Lord Dong Hua?\Little Princess?\Qing Cang, if you want to pick a fight come out here!\Mo Yuan?\You've finally shown up.\Who are you?\You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua! response:	What?
context: Little Princess?\Qing Cang, if you want to pick a fight come out here!\Mo Yuan?\You've finally shown up.\Who are you?\You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua!\What? response:	Qing Cang broke free again?
context: Qing Cang, if you want to pick a fight come out here!\Mo Yuan?\You've finally shown up.\Who are you?\You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua!\What?\Qing Cang broke free again? response:	Our Ghost Lord has returned!
context: Mo Yuan?\You've finally shown up.\Who are you?\You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua!\What?\Qing Cang broke free again?\Our Ghost Lord has returned! response:	Kill them all and the world will be ours!
context: You've finally shown up.\Who are you?\You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua!\What?\Qing Cang broke free again?\Our Ghost Lord has returned!\Kill them all and the world will be ours! response:	Don't you dare act so arrogantly, Ghost Tribe!
context: Who are you?\You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua!\What?\Qing Cang broke free again?\Our Ghost Lord has returned!\Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe! response:	Fourth Brother!
context: You're not Mo Yuan!\I am the Crown Prince of the Celestial Tribe, Ye Hua!\What?\Qing Cang broke free again?\Our Ghost Lord has returned!\Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother! response:	- Ghost Lord! - Ye Hua!
context: I am the Crown Prince of the Celestial Tribe, Ye Hua!\What?\Qing Cang broke free again?\Our Ghost Lord has returned!\Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother!\- Ghost Lord! - Ye Hua! response:	Young man, I lost to you today but it's not a fair fight!
context: What?\Qing Cang broke free again?\Our Ghost Lord has returned!\Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother!\- Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight! response:	If I weren't still affected by the severe injuries from 70,000 years ago
context: Qing Cang broke free again?\Our Ghost Lord has returned!\Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother!\- Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago response:	and damages to my spirit by my treacherous son
context: Our Ghost Lord has returned!\Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother!\- Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son response:	I would never have been defeated by you!
context: Kill them all and the world will be ours!\Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother!\- Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son\I would never have been defeated by you! response:	Ye Hua!
context: Don't you dare act so arrogantly, Ghost Tribe!\Fourth Brother!\- Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son\I would never have been defeated by you!\Ye Hua! response:	You were still defeated in the end.
context: Fourth Brother!\- Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son\I would never have been defeated by you!\Ye Hua!\You were still defeated in the end. response:	Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?
context: - Ghost Lord! - Ye Hua!\Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son\I would never have been defeated by you!\Ye Hua!\You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang? response:	- Ghost Lord! - Ghost Lord...
context: Young man, I lost to you today but it's not a fair fight!\If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son\I would never have been defeated by you!\Ye Hua!\You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord... response:	Ye Hua!
context: If I weren't still affected by the severe injuries from 70,000 years ago\and damages to my spirit by my treacherous son\I would never have been defeated by you!\Ye Hua!\You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord...\Ye Hua! response:	Qing Cang, what have you done?
context: and damages to my spirit by my treacherous son\I would never have been defeated by you!\Ye Hua!\You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord...\Ye Hua!\Qing Cang, what have you done? response:	All I did was to make use of the past 70,000 years
context: I would never have been defeated by you!\Ye Hua!\You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord...\Ye Hua!\Qing Cang, what have you done?\All I did was to make use of the past 70,000 years response:	to connect my life to the Bell of East Emperor.
context: Ye Hua!\You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord...\Ye Hua!\Qing Cang, what have you done?\All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor. response:	Once I'm dead...
context: You were still defeated in the end.\Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord...\Ye Hua!\Qing Cang, what have you done?\All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor.\Once I'm dead... response:	The Bell of East Emperor will release the crimson hellfire.
context: Ye Hua lost so much of his cultivation, but he still defeated Qing Cang?\- Ghost Lord! - Ghost Lord...\Ye Hua!\Qing Cang, what have you done?\All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor.\Once I'm dead...\The Bell of East Emperor will release the crimson hellfire. response:	it will have all of you killed and buried with me!
context: - Ghost Lord! - Ghost Lord...\Ye Hua!\Qing Cang, what have you done?\All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor.\Once I'm dead...\The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me! response:	Ye Hua!
context: Ye Hua!\Qing Cang, what have you done?\All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor.\Once I'm dead...\The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me!\Ye Hua! response:	- Ye Hua! - Qian Qian!
context: Qing Cang, what have you done?\All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor.\Once I'm dead...\The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me!\Ye Hua!\- Ye Hua! - Qian Qian! response:	- Qian Qian! - Ye Hua!
context: All I did was to make use of the past 70,000 years\to connect my life to the Bell of East Emperor.\Once I'm dead...\The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me!\Ye Hua!\- Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua! response:	- Qian Qian, you can't! - Get back here, Ye Hua!
context: to connect my life to the Bell of East Emperor.\Once I'm dead...\The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me!\Ye Hua!\- Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua! response:	Ye Hua!
context: Once I'm dead...\The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me!\Ye Hua!\- Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua! response:	Get back here!
context: The Bell of East Emperor will release the crimson hellfire.\it will have all of you killed and buried with me!\Ye Hua!\- Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua!\Get back here! response:	- Ye Hua! - You can't go!
context: it will have all of you killed and buried with me!\Ye Hua!\- Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua!\Get back here!\- Ye Hua! - You can't go! response:	- Ye Hua! - Qian Qian!
context: Ye Hua!\- Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua!\Get back here!\- Ye Hua! - You can't go!\- Ye Hua! - Qian Qian! response:	Get back here, Ye Hua!
context: - Ye Hua! - Qian Qian!\- Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua!\Get back here!\- Ye Hua! - You can't go!\- Ye Hua! - Qian Qian!\Get back here, Ye Hua! response:	Ye Hua!
context: - Qian Qian! - Ye Hua!\- Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua!\Get back here!\- Ye Hua! - You can't go!\- Ye Hua! - Qian Qian!\Get back here, Ye Hua!\Ye Hua! response:	Ye Hua!
context: - Qian Qian, you can't! - Get back here, Ye Hua!\Ye Hua!\Get back here!\- Ye Hua! - You can't go!\- Ye Hua! - Qian Qian!\Get back here, Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua...
context: Ye Hua!\Get back here!\- Ye Hua! - You can't go!\- Ye Hua! - Qian Qian!\Get back here, Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua... response:	Don't cry.
context: Get back here!\- Ye Hua! - You can't go!\- Ye Hua! - Qian Qian!\Get back here, Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Don't cry. response:	I'm all right.
context: - Ye Hua! - You can't go!\- Ye Hua! - Qian Qian!\Get back here, Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Don't cry.\I'm all right. response:	This injury isn't serious.
context: - Ye Hua! - Qian Qian!\Get back here, Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Don't cry.\I'm all right.\This injury isn't serious. response:	Ye Hua! Ye Hua...
context: Get back here, Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua...\Don't cry.\I'm all right.\This injury isn't serious.\Ye Hua! Ye Hua... response:	Ye Hua! Ye Hua...
context: Ye Hua!\Ye Hua!\Ye Hua...\Don't cry.\I'm all right.\This injury isn't serious.\Ye Hua! Ye Hua...\Ye Hua! Ye Hua... response:	Ye Hua...
context: Ye Hua!\Ye Hua...\Don't cry.\I'm all right.\This injury isn't serious.\Ye Hua! Ye Hua...\Ye Hua! Ye Hua...\Ye Hua... response:	Are you trying to swallow your blood again?
context: Ye Hua...\Don't cry.\I'm all right.\This injury isn't serious.\Ye Hua! Ye Hua...\Ye Hua! Ye Hua...\Ye Hua...\Are you trying to swallow your blood again? response:	You're still young.
context: Don't cry.\I'm all right.\This injury isn't serious.\Ye Hua! Ye Hua...\Ye Hua! Ye Hua...\Ye Hua...\Are you trying to swallow your blood again?\You're still young. response:	It's all right to look weak.
context: I'm all right.\This injury isn't serious.\Ye Hua! Ye Hua...\Ye Hua! Ye Hua...\Ye Hua...\Are you trying to swallow your blood again?\You're still young.\It's all right to look weak. response:	Ye Hua...
context: This injury isn't serious.\Ye Hua! Ye Hua...\Ye Hua! Ye Hua...\Ye Hua...\Are you trying to swallow your blood again?\You're still young.\It's all right to look weak.\Ye Hua... response:	Tell me the truth...
context: Ye Hua! Ye Hua...\Ye Hua! Ye Hua...\Ye Hua...\Are you trying to swallow your blood again?\You're still young.\It's all right to look weak.\Ye Hua...\Tell me the truth... response:	Are you going to die soon? Ye Hua...
context: Ye Hua! Ye Hua...\Ye Hua...\Are you trying to swallow your blood again?\You're still young.\It's all right to look weak.\Ye Hua...\Tell me the truth...\Are you going to die soon? Ye Hua... response:	Mo Yuan has returned.
context: Ye Hua...\Are you trying to swallow your blood again?\You're still young.\It's all right to look weak.\Ye Hua...\Tell me the truth...\Are you going to die soon? Ye Hua...\Mo Yuan has returned. response:	Stay with him.
context: Are you trying to swallow your blood again?\You're still young.\It's all right to look weak.\Ye Hua...\Tell me the truth...\Are you going to die soon? Ye Hua...\Mo Yuan has returned.\Stay with him. response:	He... He'll take good care of you.
context: You're still young.\It's all right to look weak.\Ye Hua...\Tell me the truth...\Are you going to die soon? Ye Hua...\Mo Yuan has returned.\Stay with him.\He... He'll take good care of you. response:	He would be better than me.
context: It's all right to look weak.\Ye Hua...\Tell me the truth...\Are you going to die soon? Ye Hua...\Mo Yuan has returned.\Stay with him.\He... He'll take good care of you.\He would be better than me. response:	I'm not worried.
context: Ye Hua...\Tell me the truth...\Are you going to die soon? Ye Hua...\Mo Yuan has returned.\Stay with him.\He... He'll take good care of you.\He would be better than me.\I'm not worried. response:	- No... - Qian Qian...
context: Tell me the truth...\Are you going to die soon? Ye Hua...\Mo Yuan has returned.\Stay with him.\He... He'll take good care of you.\He would be better than me.\I'm not worried.\- No... - Qian Qian... response:	Qian Qian...
context: Are you going to die soon? Ye Hua...\Mo Yuan has returned.\Stay with him.\He... He'll take good care of you.\He would be better than me.\I'm not worried.\- No... - Qian Qian...\Qian Qian... response:	All along, I...
context: Mo Yuan has returned.\Stay with him.\He... He'll take good care of you.\He would be better than me.\I'm not worried.\- No... - Qian Qian...\Qian Qian...\All along, I... response:	I've loved only you.
context: Stay with him.\He... He'll take good care of you.\He would be better than me.\I'm not worried.\- No... - Qian Qian...\Qian Qian...\All along, I...\I've loved only you. response:	Don't... Don't forget me.
context: He... He'll take good care of you.\He would be better than me.\I'm not worried.\- No... - Qian Qian...\Qian Qian...\All along, I...\I've loved only you.\Don't... Don't forget me. response:	Don't...
context: He would be better than me.\I'm not worried.\- No... - Qian Qian...\Qian Qian...\All along, I...\I've loved only you.\Don't... Don't forget me.\Don't... response:	Don't... Don't forget me...
context: I'm not worried.\- No... - Qian Qian...\Qian Qian...\All along, I...\I've loved only you.\Don't... Don't forget me.\Don't...\Don't... Don't forget me... response:	No... Ye Hua!
context: - No... - Qian Qian...\Qian Qian...\All along, I...\I've loved only you.\Don't... Don't forget me.\Don't...\Don't... Don't forget me...\No... Ye Hua! response:	You can't die!
context: Qian Qian...\All along, I...\I've loved only you.\Don't... Don't forget me.\Don't...\Don't... Don't forget me...\No... Ye Hua!\You can't die! response:	Hang in there, just hang in there!
context: All along, I...\I've loved only you.\Don't... Don't forget me.\Don't...\Don't... Don't forget me...\No... Ye Hua!\You can't die!\Hang in there, just hang in there! response:	I'll take you to my mentor.
context: I've loved only you.\Don't... Don't forget me.\Don't...\Don't... Don't forget me...\No... Ye Hua!\You can't die!\Hang in there, just hang in there!\I'll take you to my mentor. response:	He will be able to save you, Ye Hua...
context: Don't... Don't forget me.\Don't...\Don't... Don't forget me...\No... Ye Hua!\You can't die!\Hang in there, just hang in there!\I'll take you to my mentor.\He will be able to save you, Ye Hua... response:	Ye Hua...
context: Don't...\Don't... Don't forget me...\No... Ye Hua!\You can't die!\Hang in there, just hang in there!\I'll take you to my mentor.\He will be able to save you, Ye Hua...\Ye Hua... response:	Don't die!
context: Don't... Don't forget me...\No... Ye Hua!\You can't die!\Hang in there, just hang in there!\I'll take you to my mentor.\He will be able to save you, Ye Hua...\Ye Hua...\Don't die! response:	I'm begging you!
context: No... Ye Hua!\You can't die!\Hang in there, just hang in there!\I'll take you to my mentor.\He will be able to save you, Ye Hua...\Ye Hua...\Don't die!\I'm begging you! response:	You can't die.
context: You can't die!\Hang in there, just hang in there!\I'll take you to my mentor.\He will be able to save you, Ye Hua...\Ye Hua...\Don't die!\I'm begging you!\You can't die. response:	You can't die...
context: Hang in there, just hang in there!\I'll take you to my mentor.\He will be able to save you, Ye Hua...\Ye Hua...\Don't die!\I'm begging you!\You can't die.\You can't die... response:	If you die, I'll go to Zhe Yan for that potion.
context: I'll take you to my mentor.\He will be able to save you, Ye Hua...\Ye Hua...\Don't die!\I'm begging you!\You can't die.\You can't die...\If you die, I'll go to Zhe Yan for that potion. response:	I'll forget you!
context: He will be able to save you, Ye Hua...\Ye Hua...\Don't die!\I'm begging you!\You can't die.\You can't die...\If you die, I'll go to Zhe Yan for that potion.\I'll forget you! response:	I'll live just fine all by myself!
context: Ye Hua...\Don't die!\I'm begging you!\You can't die.\You can't die...\If you die, I'll go to Zhe Yan for that potion.\I'll forget you!\I'll live just fine all by myself! response:	I don't want to remember who you are.
context: Don't die!\I'm begging you!\You can't die.\You can't die...\If you die, I'll go to Zhe Yan for that potion.\I'll forget you!\I'll live just fine all by myself!\I don't want to remember who you are. response:	Do you hear me?
context: I'm begging you!\You can't die.\You can't die...\If you die, I'll go to Zhe Yan for that potion.\I'll forget you!\I'll live just fine all by myself!\I don't want to remember who you are.\Do you hear me? response:	That's good.
context: You can't die.\You can't die...\If you die, I'll go to Zhe Yan for that potion.\I'll forget you!\I'll live just fine all by myself!\I don't want to remember who you are.\Do you hear me?\That's good. response:	You...
context: You can't die...\If you die, I'll go to Zhe Yan for that potion.\I'll forget you!\I'll live just fine all by myself!\I don't want to remember who you are.\Do you hear me?\That's good.\You... response:	Ye Hua...
context: If you die, I'll go to Zhe Yan for that potion.\I'll forget you!\I'll live just fine all by myself!\I don't want to remember who you are.\Do you hear me?\That's good.\You...\Ye Hua... response:	Ye Hua!
context: I'll forget you!\I'll live just fine all by myself!\I don't want to remember who you are.\Do you hear me?\That's good.\You...\Ye Hua...\Ye Hua! response:	No...
context: I'll live just fine all by myself!\I don't want to remember who you are.\Do you hear me?\That's good.\You...\Ye Hua...\Ye Hua!\No... response:	Ye Hua, open your eyes! Ye Hua!
context: I don't want to remember who you are.\Do you hear me?\That's good.\You...\Ye Hua...\Ye Hua!\No...\Ye Hua, open your eyes! Ye Hua! response:	Ye Hua!
context: Do you hear me?\That's good.\You...\Ye Hua...\Ye Hua!\No...\Ye Hua, open your eyes! Ye Hua!\Ye Hua! response:	Heavenly Lord!
context: That's good.\You...\Ye Hua...\Ye Hua!\No...\Ye Hua, open your eyes! Ye Hua!\Ye Hua!\Heavenly Lord! response:	Qing Cang triggered the Bell of East Emperor
context: You...\Ye Hua...\Ye Hua!\No...\Ye Hua, open your eyes! Ye Hua!\Ye Hua!\Heavenly Lord!\Qing Cang triggered the Bell of East Emperor response:	to cast crimson hellfire upon the realms.
context: Ye Hua...\Ye Hua!\No...\Ye Hua, open your eyes! Ye Hua!\Ye Hua!\Heavenly Lord!\Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms. response:	The Crown Prince...
context: Ye Hua!\No...\Ye Hua, open your eyes! Ye Hua!\Ye Hua!\Heavenly Lord!\Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms.\The Crown Prince... response:	He used his spirit as an offering to the bell.
context: No...\Ye Hua, open your eyes! Ye Hua!\Ye Hua!\Heavenly Lord!\Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms.\The Crown Prince...\He used his spirit as an offering to the bell. response:	What?
context: Ye Hua, open your eyes! Ye Hua!\Ye Hua!\Heavenly Lord!\Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms.\The Crown Prince...\He used his spirit as an offering to the bell.\What? response:	You said that the Crown Prince...
context: Ye Hua!\Heavenly Lord!\Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms.\The Crown Prince...\He used his spirit as an offering to the bell.\What?\You said that the Crown Prince... response:	How could that happen?
context: Heavenly Lord!\Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms.\The Crown Prince...\He used his spirit as an offering to the bell.\What?\You said that the Crown Prince...\How could that happen? response:	Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?
context: Qing Cang triggered the Bell of East Emperor\to cast crimson hellfire upon the realms.\The Crown Prince...\He used his spirit as an offering to the bell.\What?\You said that the Crown Prince...\How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years? response:	The Crown Prince seemed to have known in advance.
context: to cast crimson hellfire upon the realms.\The Crown Prince...\He used his spirit as an offering to the bell.\What?\You said that the Crown Prince...\How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance. response:	Before he went to the Mortal Realm for his heavenly trial
context: The Crown Prince...\He used his spirit as an offering to the bell.\What?\You said that the Crown Prince...\How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial response:	he had Tian Shu guard the bell.
context: He used his spirit as an offering to the bell.\What?\You said that the Crown Prince...\How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell. response:	Little did we know that after he's left the Mortal Realm...
context: What?\You said that the Crown Prince...\How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm... response:	Le Xu! Le Xu!
context: You said that the Crown Prince...\How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu! response:	Master, did you hear that bell chime?
context: How could that happen?\Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu!\Master, did you hear that bell chime? response:	It sounds so depressing and comes from Ruoshui River.
context: Didn't Lord Dong Hua said that the seal would only be broken every 70,000 years?\The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu!\Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River. response:	That is the Bell of East Emperor...
context: The Crown Prince seemed to have known in advance.\Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu!\Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor... response:	Master!
context: Before he went to the Mortal Realm for his heavenly trial\he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu!\Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor...\Master! response:	Could it be that Qing Cang is going to break free?
context: he had Tian Shu guard the bell.\Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu!\Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor...\Master!\Could it be that Qing Cang is going to break free? response:	Master... you can't go!
context: Little did we know that after he's left the Mortal Realm...\Le Xu! Le Xu!\Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor...\Master!\Could it be that Qing Cang is going to break free?\Master... you can't go! response:	- Send me there instead! - It's all over now.
context: Le Xu! Le Xu!\Master, did you hear that bell chime?\It sounds so depressing and comes from Ruoshui River.\That is the Bell of East Emperor...\Master!\Could it be that Qing Cang is going to break free?\Master... you can't go!\- Send me there instead! - It's all over now. response:	Someone has offered his spirit to the Bell of East Emperor.
