context: PANTPANTPANT response:	ED
context: No fair, Seiya!\Come and get me then!\I don't think-\Ow... Oh, sor-\I'm so very sorry!\Oh, you!\The girl at the festival! That clumsy girl!\Thank goodness. response:	It looks like you're back to health.
context: Come and get me then!\I don't think-\Ow... Oh, sor-\I'm so very sorry!\Oh, you!\The girl at the festival! That clumsy girl!\Thank goodness.\It looks like you're back to health. response:	You murderer!
context: I don't think-\Ow... Oh, sor-\I'm so very sorry!\Oh, you!\The girl at the festival! That clumsy girl!\Thank goodness.\It looks like you're back to health.\You murderer! response:	Seiya, these two had nothing to do with your parents!
context: Ow... Oh, sor-\I'm so very sorry!\Oh, you!\The girl at the festival! That clumsy girl!\Thank goodness.\It looks like you're back to health.\You murderer!\Seiya, these two had nothing to do with your parents! response:	They're all the same! Soldiers disgust me!
context: I'm so very sorry!\Oh, you!\The girl at the festival! That clumsy girl!\Thank goodness.\It looks like you're back to health.\You murderer!\Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me! response:	Just get out of town already! Blowing that crappy bugle every single morning - you suck already!
context: Oh, you!\The girl at the festival! That clumsy girl!\Thank goodness.\It looks like you're back to health.\You murderer!\Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already! response:	Hey! Seiya!
context: The girl at the festival! That clumsy girl!\Thank goodness.\It looks like you're back to health.\You murderer!\Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya! response:	I'm so very sorry.
context: Thank goodness.\It looks like you're back to health.\You murderer!\Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya!\I'm so very sorry. response:	That was so rude...
context: It looks like you're back to health.\You murderer!\Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya!\I'm so very sorry.\That was so rude... response:	Not at all.
context: You murderer!\Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya!\I'm so very sorry.\That was so rude...\Not at all. response:	That boy was orphaned during the war.
context: Seiya, these two had nothing to do with your parents!\They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya!\I'm so very sorry.\That was so rude...\Not at all.\That boy was orphaned during the war. response:	That may be why, but when he sees soldiers, he just...
context: They're all the same! Soldiers disgust me!\Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya!\I'm so very sorry.\That was so rude...\Not at all.\That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just... response:	Noel...
context: Just get out of town already! Blowing that crappy bugle every single morning - you suck already!\Hey! Seiya!\I'm so very sorry.\That was so rude...\Not at all.\That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just...\Noel... response:	I'm okay.
context: Hey! Seiya!\I'm so very sorry.\That was so rude...\Not at all.\That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just...\Noel...\I'm okay. response:	We are soldiers. That is the truth.
context: I'm so very sorry.\That was so rude...\Not at all.\That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just...\Noel...\I'm okay.\We are soldiers. That is the truth. response:	So...
context: That was so rude...\Not at all.\That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just...\Noel...\I'm okay.\We are soldiers. That is the truth.\So... response:	Noel...
context: Not at all.\That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just...\Noel...\I'm okay.\We are soldiers. That is the truth.\So...\Noel... response:	Sound of the Skies
context: That boy was orphaned during the war.\That may be why, but when he sees soldiers, he just...\Noel...\I'm okay.\We are soldiers. That is the truth.\So...\Noel...\Sound of the Skies response:	Sound of the Skies
context: That may be why, but when he sees soldiers, he just...\Noel...\I'm okay.\We are soldiers. That is the truth.\So...\Noel...\Sound of the Skies\Sound of the Skies response:	You're right. We are soldiers.
context: Noel...\I'm okay.\We are soldiers. That is the truth.\So...\Noel...\Sound of the Skies\Sound of the Skies\You're right. We are soldiers. response:	When I enlisted, I took the Oath of Paradores.
context: I'm okay.\We are soldiers. That is the truth.\So...\Noel...\Sound of the Skies\Sound of the Skies\You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores. response:	I thought I knew what it meant, but...
context: We are soldiers. That is the truth.\So...\Noel...\Sound of the Skies\Sound of the Skies\You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but... response:	Oh, what am I saying?
context: So...\Noel...\Sound of the Skies\Sound of the Skies\You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but...\Oh, what am I saying? response:	I knew it right from the start! I can't start doubting myself now!
context: Noel...\Sound of the Skies\Sound of the Skies\You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but...\Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now! response:	That's right! I need to put time into it and get better!
context: Sound of the Skies\Sound of the Skies\You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but...\Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better! response:	It would be chaos without bugle signals!
context: Sound of the Skies\You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but...\Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better!\It would be chaos without bugle signals! response:	You can see it.
context: You're right. We are soldiers.\When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but...\Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better!\It would be chaos without bugle signals!\You can see it. response:	Is that the glass factory?
context: When I enlisted, I took the Oath of Paradores.\I thought I knew what it meant, but...\Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better!\It would be chaos without bugle signals!\You can see it.\Is that the glass factory? response:	It's amazing, Noel! I've never seen a building that big before!
context: I thought I knew what it meant, but...\Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better!\It would be chaos without bugle signals!\You can see it.\Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before! response:	So this one's no good either?
context: Oh, what am I saying?\I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better!\It would be chaos without bugle signals!\You can see it.\Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before!\So this one's no good either? response:	Is it some aberration?
context: I knew it right from the start! I can't start doubting myself now!\That's right! I need to put time into it and get better!\It would be chaos without bugle signals!\You can see it.\Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before!\So this one's no good either?\Is it some aberration? response:	The refraction should be just right.
context: That's right! I need to put time into it and get better!\It would be chaos without bugle signals!\You can see it.\Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before!\So this one's no good either?\Is it some aberration?\The refraction should be just right. response:	I'm Kanata Sorami, a new recruit!
context: It would be chaos without bugle signals!\You can see it.\Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before!\So this one's no good either?\Is it some aberration?\The refraction should be just right.\I'm Kanata Sorami, a new recruit! response:	Pleased to meet you!
context: You can see it.\Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before!\So this one's no good either?\Is it some aberration?\The refraction should be just right.\I'm Kanata Sorami, a new recruit!\Pleased to meet you! response:	Ah.
context: Is that the glass factory?\It's amazing, Noel! I've never seen a building that big before!\So this one's no good either?\Is it some aberration?\The refraction should be just right.\I'm Kanata Sorami, a new recruit!\Pleased to meet you!\Ah. response:	And, um, I'm...
context: It's amazing, Noel! I've never seen a building that big before!\So this one's no good either?\Is it some aberration?\The refraction should be just right.\I'm Kanata Sorami, a new recruit!\Pleased to meet you!\Ah.\And, um, I'm... response:	So about what time does it throw the error?
context: So this one's no good either?\Is it some aberration?\The refraction should be just right.\I'm Kanata Sorami, a new recruit!\Pleased to meet you!\Ah.\And, um, I'm...\So about what time does it throw the error? response:	The seek time is about the same.
context: Is it some aberration?\The refraction should be just right.\I'm Kanata Sorami, a new recruit!\Pleased to meet you!\Ah.\And, um, I'm...\So about what time does it throw the error?\The seek time is about the same. response:	The distortion in the peripheral regions was far less,
context: The refraction should be just right.\I'm Kanata Sorami, a new recruit!\Pleased to meet you!\Ah.\And, um, I'm...\So about what time does it throw the error?\The seek time is about the same.\The distortion in the peripheral regions was far less, response:	but compared to last time the...
context: I'm Kanata Sorami, a new recruit!\Pleased to meet you!\Ah.\And, um, I'm...\So about what time does it throw the error?\The seek time is about the same.\The distortion in the peripheral regions was far less,\but compared to last time the... response:	Sorry about that.
context: Pleased to meet you!\Ah.\And, um, I'm...\So about what time does it throw the error?\The seek time is about the same.\The distortion in the peripheral regions was far less,\but compared to last time the...\Sorry about that. response:	Once he gets down to something about work, he just won't care about anything else.
context: Ah.\And, um, I'm...\So about what time does it throw the error?\The seek time is about the same.\The distortion in the peripheral regions was far less,\but compared to last time the...\Sorry about that.\Once he gets down to something about work, he just won't care about anything else. response:	But that gaffer Carl is just amazing.
context: And, um, I'm...\So about what time does it throw the error?\The seek time is about the same.\The distortion in the peripheral regions was far less,\but compared to last time the...\Sorry about that.\Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing. response:	He's one of only five artisans in our nation with the title Meister.
context: So about what time does it throw the error?\The seek time is about the same.\The distortion in the peripheral regions was far less,\but compared to last time the...\Sorry about that.\Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister. response:	He even won a competition in the capital and presented his work to the Archduke.
context: The seek time is about the same.\The distortion in the peripheral regions was far less,\but compared to last time the...\Sorry about that.\Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke. response:	Maria! If you're talking, you're not working!
context: The distortion in the peripheral regions was far less,\but compared to last time the...\Sorry about that.\Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working! response:	Right!
context: but compared to last time the...\Sorry about that.\Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working!\Right! response:	Sorry there, boss!
context: Sorry about that.\Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working!\Right!\Sorry there, boss! response:	I don't even deserve the title, anyway.
context: Once he gets down to something about work, he just won't care about anything else.\But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working!\Right!\Sorry there, boss!\I don't even deserve the title, anyway. response:	I can't make anything like this.
context: But that gaffer Carl is just amazing.\He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working!\Right!\Sorry there, boss!\I don't even deserve the title, anyway.\I can't make anything like this. response:	What is that?
context: He's one of only five artisans in our nation with the title Meister.\He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working!\Right!\Sorry there, boss!\I don't even deserve the title, anyway.\I can't make anything like this.\What is that? response:	The lens for the Takemikadzuchi's optical sensor.
context: He even won a competition in the capital and presented his work to the Archduke.\Maria! If you're talking, you're not working!\Right!\Sorry there, boss!\I don't even deserve the title, anyway.\I can't make anything like this.\What is that?\The lens for the Takemikadzuchi's optical sensor. response:	That's the original.
context: Maria! If you're talking, you're not working!\Right!\Sorry there, boss!\I don't even deserve the title, anyway.\I can't make anything like this.\What is that?\The lens for the Takemikadzuchi's optical sensor.\That's the original. response:	To restore the Takemikadzuchi,
context: Right!\Sorry there, boss!\I don't even deserve the title, anyway.\I can't make anything like this.\What is that?\The lens for the Takemikadzuchi's optical sensor.\That's the original.\To restore the Takemikadzuchi, response:	I need two exactly like it. So I requested a duplicate here.
context: Sorry there, boss!\I don't even deserve the title, anyway.\I can't make anything like this.\What is that?\The lens for the Takemikadzuchi's optical sensor.\That's the original.\To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here. response:	But it's not going well.
context: I don't even deserve the title, anyway.\I can't make anything like this.\What is that?\The lens for the Takemikadzuchi's optical sensor.\That's the original.\To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here.\But it's not going well. response:	Even though they're this pretty?
context: I can't make anything like this.\What is that?\The lens for the Takemikadzuchi's optical sensor.\That's the original.\To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here.\But it's not going well.\Even though they're this pretty? response:	This lens isn't just silicon oxide.
context: What is that?\The lens for the Takemikadzuchi's optical sensor.\That's the original.\To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here.\But it's not going well.\Even though they're this pretty?\This lens isn't just silicon oxide. response:	It's infused with sodium oxide and magnesium oxide.
context: The lens for the Takemikadzuchi's optical sensor.\That's the original.\To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here.\But it's not going well.\Even though they're this pretty?\This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide. response:	This corrects chromatic and peripheral aberrations.
context: That's the original.\To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here.\But it's not going well.\Even though they're this pretty?\This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations. response:	In other words, it corrects distortion in the refracted image.
context: To restore the Takemikadzuchi,\I need two exactly like it. So I requested a duplicate here.\But it's not going well.\Even though they're this pretty?\This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image. response:	But we don't know the distribution.
context: I need two exactly like it. So I requested a duplicate here.\But it's not going well.\Even though they're this pretty?\This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image.\But we don't know the distribution. response:	It's almost like a magic item from an ancient past, this thing.
context: But it's not going well.\Even though they're this pretty?\This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image.\But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing. response:	I thought glass was just pretty,
context: Even though they're this pretty?\This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image.\But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty, response:	but it's hard to make, isn't it?
context: This lens isn't just silicon oxide.\It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image.\But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty,\but it's hard to make, isn't it? response:	In Seize, there are high-quality silica deposits,
context: It's infused with sodium oxide and magnesium oxide.\This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image.\But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty,\but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits, response:	so it always had small workshops where artisans produced their goods.
context: This corrects chromatic and peripheral aberrations.\In other words, it corrects distortion in the refracted image.\But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty,\but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods. response:	This used to be one of them.
context: In other words, it corrects distortion in the refracted image.\But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty,\but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods.\This used to be one of them. response:	But as the war grew more violent,
context: But we don't know the distribution.\It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty,\but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods.\This used to be one of them.\But as the war grew more violent, response:	the need for glass for military uses increased.
context: It's almost like a magic item from an ancient past, this thing.\I thought glass was just pretty,\but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods.\This used to be one of them.\But as the war grew more violent,\the need for glass for military uses increased. response:	So this workshop expanded during the war.
context: I thought glass was just pretty,\but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods.\This used to be one of them.\But as the war grew more violent,\the need for glass for military uses increased.\So this workshop expanded during the war. response:	Kanata.
context: but it's hard to make, isn't it?\In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods.\This used to be one of them.\But as the war grew more violent,\the need for glass for military uses increased.\So this workshop expanded during the war.\Kanata. response:	I like machines.
context: In Seize, there are high-quality silica deposits,\so it always had small workshops where artisans produced their goods.\This used to be one of them.\But as the war grew more violent,\the need for glass for military uses increased.\So this workshop expanded during the war.\Kanata.\I like machines. response:	Yes.
context: so it always had small workshops where artisans produced their goods.\This used to be one of them.\But as the war grew more violent,\the need for glass for military uses increased.\So this workshop expanded during the war.\Kanata.\I like machines.\Yes. response:	But sometimes machines can hurt people.
context: This used to be one of them.\But as the war grew more violent,\the need for glass for military uses increased.\So this workshop expanded during the war.\Kanata.\I like machines.\Yes.\But sometimes machines can hurt people. response:	In the past, the Takemikadzuchi probably
context: But as the war grew more violent,\the need for glass for military uses increased.\So this workshop expanded during the war.\Kanata.\I like machines.\Yes.\But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably response:	killed hundreds of people.
context: the need for glass for military uses increased.\So this workshop expanded during the war.\Kanata.\I like machines.\Yes.\But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably\killed hundreds of people. response:	I think machines for killing people
context: So this workshop expanded during the war.\Kanata.\I like machines.\Yes.\But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably\killed hundreds of people.\I think machines for killing people response:	really are scary.
context: Kanata.\I like machines.\Yes.\But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably\killed hundreds of people.\I think machines for killing people\really are scary. response:	Yes.
context: I like machines.\Yes.\But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably\killed hundreds of people.\I think machines for killing people\really are scary.\Yes. response:	But,
context: Yes.\But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably\killed hundreds of people.\I think machines for killing people\really are scary.\Yes.\But, response:	maybe what's really scary isn't the machines,
context: But sometimes machines can hurt people.\In the past, the Takemikadzuchi probably\killed hundreds of people.\I think machines for killing people\really are scary.\Yes.\But,\maybe what's really scary isn't the machines, response:	but the people who used them.
context: In the past, the Takemikadzuchi probably\killed hundreds of people.\I think machines for killing people\really are scary.\Yes.\But,\maybe what's really scary isn't the machines,\but the people who used them. response:	I mean, look at this bugle.
context: killed hundreds of people.\I think machines for killing people\really are scary.\Yes.\But,\maybe what's really scary isn't the machines,\but the people who used them.\I mean, look at this bugle. response:	It sounds like that when I play it,
context: I think machines for killing people\really are scary.\Yes.\But,\maybe what's really scary isn't the machines,\but the people who used them.\I mean, look at this bugle.\It sounds like that when I play it, response:	but when Rio plays it, it sings beautifully.
context: really are scary.\Yes.\But,\maybe what's really scary isn't the machines,\but the people who used them.\I mean, look at this bugle.\It sounds like that when I play it,\but when Rio plays it, it sings beautifully. response:	Don't you think tanks are the same?
context: Yes.\But,\maybe what's really scary isn't the machines,\but the people who used them.\I mean, look at this bugle.\It sounds like that when I play it,\but when Rio plays it, it sings beautifully.\Don't you think tanks are the same? response:	And a while ago,
context: But,\maybe what's really scary isn't the machines,\but the people who used them.\I mean, look at this bugle.\It sounds like that when I play it,\but when Rio plays it, it sings beautifully.\Don't you think tanks are the same?\And a while ago, response:	Rio let me hear a song from the Takemikadzuchi.
context: maybe what's really scary isn't the machines,\but the people who used them.\I mean, look at this bugle.\It sounds like that when I play it,\but when Rio plays it, it sings beautifully.\Don't you think tanks are the same?\And a while ago,\Rio let me hear a song from the Takemikadzuchi. response:	It sang so beautifully.
context: but the people who used them.\I mean, look at this bugle.\It sounds like that when I play it,\but when Rio plays it, it sings beautifully.\Don't you think tanks are the same?\And a while ago,\Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully. response:	I'm sure the Takemikadzuchi was a good tank.
context: I mean, look at this bugle.\It sounds like that when I play it,\but when Rio plays it, it sings beautifully.\Don't you think tanks are the same?\And a while ago,\Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank. response:	Oh, right! Let's-
context: It sounds like that when I play it,\but when Rio plays it, it sings beautifully.\Don't you think tanks are the same?\And a while ago,\Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's- response:	Noel...
context: but when Rio plays it, it sings beautifully.\Don't you think tanks are the same?\And a while ago,\Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's-\Noel... response:	Let her sleep.
context: Don't you think tanks are the same?\And a while ago,\Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's-\Noel...\Let her sleep. response:	She probably stayed up all night again.
context: And a while ago,\Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's-\Noel...\Let her sleep.\She probably stayed up all night again. response:	Noel works so hard,
context: Rio let me hear a song from the Takemikadzuchi.\It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's-\Noel...\Let her sleep.\She probably stayed up all night again.\Noel works so hard, response:	trying to fix the Takemikadzuchi.
context: It sang so beautifully.\I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's-\Noel...\Let her sleep.\She probably stayed up all night again.\Noel works so hard,\trying to fix the Takemikadzuchi. response:	I know.
context: I'm sure the Takemikadzuchi was a good tank.\Oh, right! Let's-\Noel...\Let her sleep.\She probably stayed up all night again.\Noel works so hard,\trying to fix the Takemikadzuchi.\I know. response:	This girl is a real artisan.
context: Oh, right! Let's-\Noel...\Let her sleep.\She probably stayed up all night again.\Noel works so hard,\trying to fix the Takemikadzuchi.\I know.\This girl is a real artisan. response:	If she weren't, I would never have taken this crazy job.
context: Noel...\Let her sleep.\She probably stayed up all night again.\Noel works so hard,\trying to fix the Takemikadzuchi.\I know.\This girl is a real artisan.\If she weren't, I would never have taken this crazy job. response:	Here. Put this on her.
context: Let her sleep.\She probably stayed up all night again.\Noel works so hard,\trying to fix the Takemikadzuchi.\I know.\This girl is a real artisan.\If she weren't, I would never have taken this crazy job.\Here. Put this on her. response:	Thank you very much!
context: She probably stayed up all night again.\Noel works so hard,\trying to fix the Takemikadzuchi.\I know.\This girl is a real artisan.\If she weren't, I would never have taken this crazy job.\Here. Put this on her.\Thank you very much! response:	By the way, you two went by Windmill, right?
context: Noel works so hard,\trying to fix the Takemikadzuchi.\I know.\This girl is a real artisan.\If she weren't, I would never have taken this crazy job.\Here. Put this on her.\Thank you very much!\By the way, you two went by Windmill, right? response:	How's Miss Naomi doing?
context: trying to fix the Takemikadzuchi.\I know.\This girl is a real artisan.\If she weren't, I would never have taken this crazy job.\Here. Put this on her.\Thank you very much!\By the way, you two went by Windmill, right?\How's Miss Naomi doing? response:	Yes.
context: I know.\This girl is a real artisan.\If she weren't, I would never have taken this crazy job.\Here. Put this on her.\Thank you very much!\By the way, you two went by Windmill, right?\How's Miss Naomi doing?\Yes. response:	She called the gaffer a wonderful romantic!
context: This girl is a real artisan.\If she weren't, I would never have taken this crazy job.\Here. Put this on her.\Thank you very much!\By the way, you two went by Windmill, right?\How's Miss Naomi doing?\Yes.\She called the gaffer a wonderful romantic! response:	Or so it sounds. Isn't that nice, master gaffer?
context: If she weren't, I would never have taken this crazy job.\Here. Put this on her.\Thank you very much!\By the way, you two went by Windmill, right?\How's Miss Naomi doing?\Yes.\She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer? response:	Oh, shut up! Hurry and get back to work!
context: Here. Put this on her.\Thank you very much!\By the way, you two went by Windmill, right?\How's Miss Naomi doing?\Yes.\She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work! response:	Whoa, he's mad! Back to work, back to work!
context: Thank you very much!\By the way, you two went by Windmill, right?\How's Miss Naomi doing?\Yes.\She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work! response:	But is that old technology really that amazing?
context: By the way, you two went by Windmill, right?\How's Miss Naomi doing?\Yes.\She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing? response:	It sure is.
context: How's Miss Naomi doing?\Yes.\She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing?\It sure is. response:	But the boss always says,
context: Yes.\She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing?\It sure is.\But the boss always says, response:	No matter how amazing it is, humans made this!
context: She called the gaffer a wonderful romantic!\Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing?\It sure is.\But the boss always says,\No matter how amazing it is, humans made this! response:	There is no reason why we can't make it!
context: Or so it sounds. Isn't that nice, master gaffer?\Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing?\It sure is.\But the boss always says,\No matter how amazing it is, humans made this!\There is no reason why we can't make it! response:	You think so too, right?
context: Oh, shut up! Hurry and get back to work!\Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing?\It sure is.\But the boss always says,\No matter how amazing it is, humans made this!\There is no reason why we can't make it!\You think so too, right? response:	Yes...
context: Whoa, he's mad! Back to work, back to work!\But is that old technology really that amazing?\It sure is.\But the boss always says,\No matter how amazing it is, humans made this!\There is no reason why we can't make it!\You think so too, right?\Yes... response:	I'd like to think so.
context: But is that old technology really that amazing?\It sure is.\But the boss always says,\No matter how amazing it is, humans made this!\There is no reason why we can't make it!\You think so too, right?\Yes...\I'd like to think so. response:	I see.
context: It sure is.\But the boss always says,\No matter how amazing it is, humans made this!\There is no reason why we can't make it!\You think so too, right?\Yes...\I'd like to think so.\I see. response:	There sure is a huge difference between your bugling and Rio's trumpeting.
context: But the boss always says,\No matter how amazing it is, humans made this!\There is no reason why we can't make it!\You think so too, right?\Yes...\I'd like to think so.\I see.\There sure is a huge difference between your bugling and Rio's trumpeting. response:	I'm always thinking about it. What should I do to bugle like Rio does?
context: No matter how amazing it is, humans made this!\There is no reason why we can't make it!\You think so too, right?\Yes...\I'd like to think so.\I see.\There sure is a huge difference between your bugling and Rio's trumpeting.\I'm always thinking about it. What should I do to bugle like Rio does? response:	I think I'm practicing as hard as I possibly can.
