context: Shit! response:	You fought quite well, considering your wounds.
context: We wouldn't have any problems with that.\You oughta earn your paycheck, pops.\Hey, don't look so nervous, young lady.\You know how to use a Dominator, right?\I-I did receive training on it, more or less...\This is a gun that reads the Psycho-Pass of the target you're aiming at.\Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you. response:	If it says shoot, just shoot.
context: You oughta earn your paycheck, pops.\Hey, don't look so nervous, young lady.\You know how to use a Dominator, right?\I-I did receive training on it, more or less...\This is a gun that reads the Psycho-Pass of the target you're aiming at.\Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you.\If it says shoot, just shoot. response:	Just shoot?
context: Hey, don't look so nervous, young lady.\You know how to use a Dominator, right?\I-I did receive training on it, more or less...\This is a gun that reads the Psycho-Pass of the target you're aiming at.\Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you.\If it says shoot, just shoot.\Just shoot? response:	If it's set to basic mode, it'll use Paralyzer.
context: You know how to use a Dominator, right?\I-I did receive training on it, more or less...\This is a gun that reads the Psycho-Pass of the target you're aiming at.\Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you.\If it says shoot, just shoot.\Just shoot?\If it's set to basic mode, it'll use Paralyzer. response:	It'll only paralyze the target, so we'll take them into custody and that'll be that.
context: I-I did receive training on it, more or less...\This is a gun that reads the Psycho-Pass of the target you're aiming at.\Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you.\If it says shoot, just shoot.\Just shoot?\If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that. response:	Well, you don't have to take it too seriously.
context: This is a gun that reads the Psycho-Pass of the target you're aiming at.\Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you.\If it says shoot, just shoot.\Just shoot?\If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously. response:	Dominator Portable Psychological Diagnosis and Suppression System
context: Its safety is released only when the target is a latent criminal.\You can just do what the Dominator tells you.\If it says shoot, just shoot.\Just shoot?\If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System response:	has been activated.
context: You can just do what the Dominator tells you.\If it says shoot, just shoot.\Just shoot?\If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System\has been activated. response:	User authentication: Inspector Tsunemori Akane.
context: If it says shoot, just shoot.\Just shoot?\If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System\has been activated.\User authentication: Inspector Tsunemori Akane. response:	Affiliation: Public Safety Bureau, Criminal Investigation Department.
context: Just shoot?\If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System\has been activated.\User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department. response:	Dominator usage approval confirmed.
context: If it's set to basic mode, it'll use Paralyzer.\It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System\has been activated.\User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed. response:	You are a valid user.
context: It'll only paralyze the target, so we'll take them into custody and that'll be that.\Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System\has been activated.\User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed.\You are a valid user. response:	Oh, that.
context: Well, you don't have to take it too seriously.\Dominator Portable Psychological Diagnosis and Suppression System\has been activated.\User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed.\You are a valid user.\Oh, that. response:	The current enforcement mode is Non-Lethal Paralyzer.
context: Dominator Portable Psychological Diagnosis and Suppression System\has been activated.\User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed.\You are a valid user.\Oh, that.\The current enforcement mode is Non-Lethal Paralyzer. response:	It's a directional voice, so only the holder of the gun can hear it.
context: has been activated.\User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed.\You are a valid user.\Oh, that.\The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it. response:	Don't worry about it.
context: User authentication: Inspector Tsunemori Akane.\Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed.\You are a valid user.\Oh, that.\The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it. response:	Aim calmly and disable the target.
context: Affiliation: Public Safety Bureau, Criminal Investigation Department.\Dominator usage approval confirmed.\You are a valid user.\Oh, that.\The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it.\Aim calmly and disable the target. response:	It might be annoying at first, but you'll get used to it soon.
context: Dominator usage approval confirmed.\You are a valid user.\Oh, that.\The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it.\Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon. response:	What about a briefing?
context: You are a valid user.\Oh, that.\The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it.\Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon.\What about a briefing? response:	Aren't we going to have a meeting and come up with a plan?
context: Oh, that.\The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it.\Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon.\What about a briefing?\Aren't we going to have a meeting and come up with a plan? response:	We'll hunt the prey and you'll observe.
context: The current enforcement mode is Non-Lethal Paralyzer.\It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it.\Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon.\What about a briefing?\Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe. response:	That's all there is to it.
context: It's a directional voice, so only the holder of the gun can hear it.\Don't worry about it.\Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon.\What about a briefing?\Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe.\That's all there is to it. response:	Um, could you go into a bit more detail?
context: Don't worry about it.\Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon.\What about a briefing?\Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe.\That's all there is to it.\Um, could you go into a bit more detail? response:	What he's saying is, leave it to us.
context: Aim calmly and disable the target.\It might be annoying at first, but you'll get used to it soon.\What about a briefing?\Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe.\That's all there is to it.\Um, could you go into a bit more detail?\What he's saying is, leave it to us. response:	We might not look like it, but we're experts.
context: It might be annoying at first, but you'll get used to it soon.\What about a briefing?\Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe.\That's all there is to it.\Um, could you go into a bit more detail?\What he's saying is, leave it to us.\We might not look like it, but we're experts. response:	We have our own way of doing things.
context: What about a briefing?\Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe.\That's all there is to it.\Um, could you go into a bit more detail?\What he's saying is, leave it to us.\We might not look like it, but we're experts.\We have our own way of doing things. response:	But the one who's responsible for our actions is you, the Inspector.
context: Aren't we going to have a meeting and come up with a plan?\We'll hunt the prey and you'll observe.\That's all there is to it.\Um, could you go into a bit more detail?\What he's saying is, leave it to us.\We might not look like it, but we're experts.\We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector. response:	So if you have a problem with the way I do things,
context: We'll hunt the prey and you'll observe.\That's all there is to it.\Um, could you go into a bit more detail?\What he's saying is, leave it to us.\We might not look like it, but we're experts.\We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things, response:	use that gun to shoot me.
context: That's all there is to it.\Um, could you go into a bit more detail?\What he's saying is, leave it to us.\We might not look like it, but we're experts.\We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things,\use that gun to shoot me. response:	Wha...
context: Um, could you go into a bit more detail?\What he's saying is, leave it to us.\We might not look like it, but we're experts.\We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things,\use that gun to shoot me.\Wha... response:	We're latent criminals too, just like the target.
context: What he's saying is, leave it to us.\We might not look like it, but we're experts.\We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things,\use that gun to shoot me.\Wha...\We're latent criminals too, just like the target. response:	The Dominator will work on us as well.
context: We might not look like it, but we're experts.\We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things,\use that gun to shoot me.\Wha...\We're latent criminals too, just like the target.\The Dominator will work on us as well. response:	Oh, we haven't introduced ourselves yet.
context: We have our own way of doing things.\But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things,\use that gun to shoot me.\Wha...\We're latent criminals too, just like the target.\The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet. response:	That stubborn fool is Kougami Shinya.
context: But the one who's responsible for our actions is you, the Inspector.\So if you have a problem with the way I do things,\use that gun to shoot me.\Wha...\We're latent criminals too, just like the target.\The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya. response:	And I'm Masaoka Tomomi.
context: So if you have a problem with the way I do things,\use that gun to shoot me.\Wha...\We're latent criminals too, just like the target.\The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi. response:	Looking forward to working with you, young lady.
context: use that gun to shoot me.\Wha...\We're latent criminals too, just like the target.\The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi.\Looking forward to working with you, young lady. response:	Y-Yes...
context: Wha...\We're latent criminals too, just like the target.\The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi.\Looking forward to working with you, young lady.\Y-Yes... response:	Well then, shall we go?
context: We're latent criminals too, just like the target.\The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi.\Looking forward to working with you, young lady.\Y-Yes...\Well then, shall we go? response:	Up until today, I did everything by the book.
context: The Dominator will work on us as well.\Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi.\Looking forward to working with you, young lady.\Y-Yes...\Well then, shall we go?\Up until today, I did everything by the book. response:	I spent my whole life walking on eggshells,
context: Oh, we haven't introduced ourselves yet.\That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi.\Looking forward to working with you, young lady.\Y-Yes...\Well then, shall we go?\Up until today, I did everything by the book.\I spent my whole life walking on eggshells, response:	trying my hardest not to upset or bother anyone.
context: That stubborn fool is Kougami Shinya.\And I'm Masaoka Tomomi.\Looking forward to working with you, young lady.\Y-Yes...\Well then, shall we go?\Up until today, I did everything by the book.\I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone. response:	And yet, I get flagged by one little detector and boom!
context: And I'm Masaoka Tomomi.\Looking forward to working with you, young lady.\Y-Yes...\Well then, shall we go?\Up until today, I did everything by the book.\I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom! response:	They already treat me like I'm a criminal.
context: Looking forward to working with you, young lady.\Y-Yes...\Well then, shall we go?\Up until today, I did everything by the book.\I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal. response:	This is it for me. Now that it's come to this, it's all over.
context: Y-Yes...\Well then, shall we go?\Up until today, I did everything by the book.\I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over. response:	I'll never be able to get a job, get married, or anything else.
context: Well then, shall we go?\Up until today, I did everything by the book.\I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else. response:	Well, fine then.
context: Up until today, I did everything by the book.\I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else.\Well, fine then. response:	I've restrained myself all this time.
context: I spent my whole life walking on eggshells,\trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else.\Well, fine then.\I've restrained myself all this time. response:	So now, I'll just do whatever I want. I'll take whatever I want.
context: trying my hardest not to upset or bother anyone.\And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else.\Well, fine then.\I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want. response:	I'll kill anyone I don't like!
context: And yet, I get flagged by one little detector and boom!\They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else.\Well, fine then.\I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like! response:	P-Please don't.
context: They already treat me like I'm a criminal.\This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else.\Well, fine then.\I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like!\P-Please don't. response:	I've always wanted...
context: This is it for me. Now that it's come to this, it's all over.\I'll never be able to get a job, get married, or anything else.\Well, fine then.\I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like!\P-Please don't.\I've always wanted... response:	to have sex with a pretty woman like you.
context: I'll never be able to get a job, get married, or anything else.\Well, fine then.\I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like!\P-Please don't.\I've always wanted...\to have sex with a pretty woman like you. response:	With a real, flesh-and-blood woman, not a virtual one.
context: Well, fine then.\I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like!\P-Please don't.\I've always wanted...\to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one. response:	Kantou Chinese Restaurant
context: I've restrained myself all this time.\So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like!\P-Please don't.\I've always wanted...\to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant response:	Kantou Chinese Restaurant
context: So now, I'll just do whatever I want. I'll take whatever I want.\I'll kill anyone I don't like!\P-Please don't.\I've always wanted...\to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant\Kantou Chinese Restaurant response:	I wonder where Kougami went.
context: I'll kill anyone I don't like!\P-Please don't.\I've always wanted...\to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant\Kantou Chinese Restaurant\I wonder where Kougami went. response:	Crime Coefficient is under by 60.
context: P-Please don't.\I've always wanted...\to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant\Kantou Chinese Restaurant\I wonder where Kougami went.\Crime Coefficient is under by 60. response:	Not a target for enforcement action.
context: I've always wanted...\to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant\Kantou Chinese Restaurant\I wonder where Kougami went.\Crime Coefficient is under by 60.\Not a target for enforcement action. response:	The trigger will be locked.
context: to have sex with a pretty woman like you.\With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant\Kantou Chinese Restaurant\I wonder where Kougami went.\Crime Coefficient is under by 60.\Not a target for enforcement action.\The trigger will be locked. response:	Crime Coefficient is over by 120.
context: With a real, flesh-and-blood woman, not a virtual one.\Kantou Chinese Restaurant\Kantou Chinese Restaurant\I wonder where Kougami went.\Crime Coefficient is under by 60.\Not a target for enforcement action.\The trigger will be locked.\Crime Coefficient is over by 120. response:	An Enforcer registered at the Criminal Investigation Department.
context: Kantou Chinese Restaurant\Kantou Chinese Restaurant\I wonder where Kougami went.\Crime Coefficient is under by 60.\Not a target for enforcement action.\The trigger will be locked.\Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department. response:	This target has Enforce At Will status.
context: Kantou Chinese Restaurant\I wonder where Kougami went.\Crime Coefficient is under by 60.\Not a target for enforcement action.\The trigger will be locked.\Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status. response:	The safety will be released.
context: I wonder where Kougami went.\Crime Coefficient is under by 60.\Not a target for enforcement action.\The trigger will be locked.\Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released. response:	So he really is a latent criminal...
context: Crime Coefficient is under by 60.\Not a target for enforcement action.\The trigger will be locked.\Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\So he really is a latent criminal... response:	And yet, he seemed pretty normal.
context: Not a target for enforcement action.\The trigger will be locked.\Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\So he really is a latent criminal...\And yet, he seemed pretty normal. response:	I've heard rumors about you.
context: The trigger will be locked.\Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\So he really is a latent criminal...\And yet, he seemed pretty normal.\I've heard rumors about you. response:	They say you were the top student at the academy.
context: Crime Coefficient is over by 120.\An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\So he really is a latent criminal...\And yet, he seemed pretty normal.\I've heard rumors about you.\They say you were the top student at the academy. response:	Well, kinda...
context: An Enforcer registered at the Criminal Investigation Department.\This target has Enforce At Will status.\The safety will be released.\So he really is a latent criminal...\And yet, he seemed pretty normal.\I've heard rumors about you.\They say you were the top student at the academy.\Well, kinda... response:	I'll give you some friendly advice.
context: This target has Enforce At Will status.\The safety will be released.\So he really is a latent criminal...\And yet, he seemed pretty normal.\I've heard rumors about you.\They say you were the top student at the academy.\Well, kinda...\I'll give you some friendly advice. response:	Just forget everything you learned there.
context: The safety will be released.\So he really is a latent criminal...\And yet, he seemed pretty normal.\I've heard rumors about you.\They say you were the top student at the academy.\Well, kinda...\I'll give you some friendly advice.\Just forget everything you learned there. response:	None of that stuff is any use when you're actually working on a case.
context: So he really is a latent criminal...\And yet, he seemed pretty normal.\I've heard rumors about you.\They say you were the top student at the academy.\Well, kinda...\I'll give you some friendly advice.\Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case. response:	Sounds irrational, right?
context: And yet, he seemed pretty normal.\I've heard rumors about you.\They say you were the top student at the academy.\Well, kinda...\I'll give you some friendly advice.\Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case.\Sounds irrational, right? response:	Get used to it. Our work's full of things that defy all logic.
context: I've heard rumors about you.\They say you were the top student at the academy.\Well, kinda...\I'll give you some friendly advice.\Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case.\Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic. response:	People's thoughts, wishes, hopes and desires...
context: They say you were the top student at the academy.\Well, kinda...\I'll give you some friendly advice.\Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case.\Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires... response:	We live in a time where technology can read everything in your mind,
context: Well, kinda...\I'll give you some friendly advice.\Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case.\Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind, response:	and yet, the world teems with people who hate, lie, steal, and try to harm others.
context: I'll give you some friendly advice.\Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case.\Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others. response:	If that's not irrational, then what is it?
context: Just forget everything you learned there.\None of that stuff is any use when you're actually working on a case.\Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it? response:	Everything you've been taught is based on theories and logic.
context: None of that stuff is any use when you're actually working on a case.\Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic. response:	Soon, you'll likely come to realize how pointless they are.
context: Sounds irrational, right?\Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are. response:	Well, at least be prepared.
context: Get used to it. Our work's full of things that defy all logic.\People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared. response:	This is Hound 4.
context: People's thoughts, wishes, hopes and desires...\We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared.\This is Hound 4. response:	I found the target on the fourth floor of the KT Building. What are your orders?
context: We live in a time where technology can read everything in your mind,\and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared.\This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders? response:	Stay there and keep an eye on him.
context: and yet, the world teems with people who hate, lie, steal, and try to harm others.\If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared.\This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him. response:	Hound 2 and I will box him in.
context: If that's not irrational, then what is it?\Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared.\This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him.\Hound 2 and I will box him in. response:	Okay.
context: Everything you've been taught is based on theories and logic.\Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared.\This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him.\Hound 2 and I will box him in.\Okay. response:	But considering how worked up he is,
context: Soon, you'll likely come to realize how pointless they are.\Well, at least be prepared.\This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him.\Hound 2 and I will box him in.\Okay.\But considering how worked up he is, response:	the girl he took as a hostage may be at the end of her rope.
context: Well, at least be prepared.\This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him.\Hound 2 and I will box him in.\Okay.\But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope. response:	Should I go in by myself and secure him?
context: This is Hound 4.\I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him.\Hound 2 and I will box him in.\Okay.\But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him? response:	Okay. Don't mess it up.
context: I found the target on the fourth floor of the KT Building. What are your orders?\Stay there and keep an eye on him.\Hound 2 and I will box him in.\Okay.\But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him?\Okay. Don't mess it up. response:	Roger.
context: Stay there and keep an eye on him.\Hound 2 and I will box him in.\Okay.\But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him?\Okay. Don't mess it up.\Roger. response:	Crime Coefficient is over by 190.
context: Hound 2 and I will box him in.\Okay.\But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him?\Okay. Don't mess it up.\Roger.\Crime Coefficient is over by 190. response:	He's a target for enforcement action.
context: Okay.\But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him?\Okay. Don't mess it up.\Roger.\Crime Coefficient is over by 190.\He's a target for enforcement action. response:	The safety will be released.
context: But considering how worked up he is,\the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him?\Okay. Don't mess it up.\Roger.\Crime Coefficient is over by 190.\He's a target for enforcement action.\The safety will be released. response:	My, my... What a bad boy.
context: the girl he took as a hostage may be at the end of her rope.\Should I go in by myself and secure him?\Okay. Don't mess it up.\Roger.\Crime Coefficient is over by 190.\He's a target for enforcement action.\The safety will be released.\My, my... What a bad boy. response:	Kagari! What are you doing?
context: Should I go in by myself and secure him?\Okay. Don't mess it up.\Roger.\Crime Coefficient is over by 190.\He's a target for enforcement action.\The safety will be released.\My, my... What a bad boy.\Kagari! What are you doing? response:	The Paralyzer isn't working!
context: Okay. Don't mess it up.\Roger.\Crime Coefficient is over by 190.\He's a target for enforcement action.\The safety will be released.\My, my... What a bad boy.\Kagari! What are you doing?\The Paralyzer isn't working! response:	He's on stimulants or something!
context: Roger.\Crime Coefficient is over by 190.\He's a target for enforcement action.\The safety will be released.\My, my... What a bad boy.\Kagari! What are you doing?\The Paralyzer isn't working!\He's on stimulants or something! response:	The target's Threat Judgement has been updated.
context: Crime Coefficient is over by 190.\He's a target for enforcement action.\The safety will be released.\My, my... What a bad boy.\Kagari! What are you doing?\The Paralyzer isn't working!\He's on stimulants or something!\The target's Threat Judgement has been updated. response:	Enforcement mode is Lethal Eliminator.
context: He's a target for enforcement action.\The safety will be released.\My, my... What a bad boy.\Kagari! What are you doing?\The Paralyzer isn't working!\He's on stimulants or something!\The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator. response:	Shit!
context: The safety will be released.\My, my... What a bad boy.\Kagari! What are you doing?\The Paralyzer isn't working!\He's on stimulants or something!\The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Shit! response:	Well I'll be.
context: My, my... What a bad boy.\Kagari! What are you doing?\The Paralyzer isn't working!\He's on stimulants or something!\The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Shit!\Well I'll be. response:	Th-This is...
context: Kagari! What are you doing?\The Paralyzer isn't working!\He's on stimulants or something!\The target's Threat Judgement has been updated.\Enforcement mode is Lethal Eliminator.\Shit!\Well I'll be.\Th-This is... response:	An Oracle by the Sibyl System.
