context: Give alien weapons to Earth! response:	Give them to Earth!
context: Meh, forget it.\This? I have a fiancee back on Earth.\A fiancee?\Yeah. My parents picked her out back when I was a kid.\But when I met her, she was just so cute and kind!\She's also very kind hearted, domestic and understanding!\I fell in love at first sight.\Aren't you getting married when the war is over? response:	Y-yeah.
context: This? I have a fiancee back on Earth.\A fiancee?\Yeah. My parents picked her out back when I was a kid.\But when I met her, she was just so cute and kind!\She's also very kind hearted, domestic and understanding!\I fell in love at first sight.\Aren't you getting married when the war is over?\Y-yeah. response:	You're getting married? Congratulations!
context: A fiancee?\Yeah. My parents picked her out back when I was a kid.\But when I met her, she was just so cute and kind!\She's also very kind hearted, domestic and understanding!\I fell in love at first sight.\Aren't you getting married when the war is over?\Y-yeah.\You're getting married? Congratulations! response:	We've gotta work hard so that you can!
context: Yeah. My parents picked her out back when I was a kid.\But when I met her, she was just so cute and kind!\She's also very kind hearted, domestic and understanding!\I fell in love at first sight.\Aren't you getting married when the war is over?\Y-yeah.\You're getting married? Congratulations!\We've gotta work hard so that you can! response:	Do you have a hologram of her?
context: But when I met her, she was just so cute and kind!\She's also very kind hearted, domestic and understanding!\I fell in love at first sight.\Aren't you getting married when the war is over?\Y-yeah.\You're getting married? Congratulations!\We've gotta work hard so that you can!\Do you have a hologram of her? response:	Sure do! Wanna see?
context: She's also very kind hearted, domestic and understanding!\I fell in love at first sight.\Aren't you getting married when the war is over?\Y-yeah.\You're getting married? Congratulations!\We've gotta work hard so that you can!\Do you have a hologram of her?\Sure do! Wanna see? response:	Well? Isn't she cute?
context: I fell in love at first sight.\Aren't you getting married when the war is over?\Y-yeah.\You're getting married? Congratulations!\We've gotta work hard so that you can!\Do you have a hologram of her?\Sure do! Wanna see?\Well? Isn't she cute? response:	She really is cute!
context: Aren't you getting married when the war is over?\Y-yeah.\You're getting married? Congratulations!\We've gotta work hard so that you can!\Do you have a hologram of her?\Sure do! Wanna see?\Well? Isn't she cute?\She really is cute! response:	I know, right?
context: Y-yeah.\You're getting married? Congratulations!\We've gotta work hard so that you can!\Do you have a hologram of her?\Sure do! Wanna see?\Well? Isn't she cute?\She really is cute!\I know, right? response:	That's cute?
context: You're getting married? Congratulations!\We've gotta work hard so that you can!\Do you have a hologram of her?\Sure do! Wanna see?\Well? Isn't she cute?\She really is cute!\I know, right?\That's cute? response:	She his mom?
context: We've gotta work hard so that you can!\Do you have a hologram of her?\Sure do! Wanna see?\Well? Isn't she cute?\She really is cute!\I know, right?\That's cute?\She his mom? response:	The 1st and 2nd Mobile Units' supplies are down to 30.
context: Do you have a hologram of her?\Sure do! Wanna see?\Well? Isn't she cute?\She really is cute!\I know, right?\That's cute?\She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30. response:	Their warships are burning through artillery.
context: Sure do! Wanna see?\Well? Isn't she cute?\She really is cute!\I know, right?\That's cute?\She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery. response:	It hurts to have lost all of those skilled pilots, doesn't it?
context: Well? Isn't she cute?\She really is cute!\I know, right?\That's cute?\She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it? response:	Indeed. We can always build new fighters, but not new pilots...
context: She really is cute!\I know, right?\That's cute?\She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots... response:	Even if you combined the Bela-Russian and Great Chinese Alliance's forces
context: I know, right?\That's cute?\She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces response:	with the Organization of American States,
context: That's cute?\She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States, response:	Europe Union and Pacific Rim-India Alliance,
context: She his mom?\The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States,\Europe Union and Pacific Rim-India Alliance, response:	we would not survive a
context: The 1st and 2nd Mobile Units' supplies are down to 30.\Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States,\Europe Union and Pacific Rim-India Alliance,\we would not survive a response:	full-scale invasion the next time Earth is attacked.
context: Their warships are burning through artillery.\It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States,\Europe Union and Pacific Rim-India Alliance,\we would not survive a\full-scale invasion the next time Earth is attacked. response:	In which case, the only thing we have in our favor
context: It hurts to have lost all of those skilled pilots, doesn't it?\Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States,\Europe Union and Pacific Rim-India Alliance,\we would not survive a\full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor response:	is the enemy's poor stamina.
context: Indeed. We can always build new fighters, but not new pilots...\Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States,\Europe Union and Pacific Rim-India Alliance,\we would not survive a\full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor\is the enemy's poor stamina. response:	OPEN
context: Even if you combined the Bela-Russian and Great Chinese Alliance's forces\with the Organization of American States,\Europe Union and Pacific Rim-India Alliance,\we would not survive a\full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor\is the enemy's poor stamina.\OPEN response:	Couldn't you manage somethin'?
context: with the Organization of American States,\Europe Union and Pacific Rim-India Alliance,\we would not survive a\full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor\is the enemy's poor stamina.\OPEN\Couldn't you manage somethin'? response:	Yakitori Beer Simmered Giblets
context: Europe Union and Pacific Rim-India Alliance,\we would not survive a\full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor\is the enemy's poor stamina.\OPEN\Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets response:	Those bunnies put up a pretty good fight in their AHSMBs.
context: we would not survive a\full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor\is the enemy's poor stamina.\OPEN\Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs. response:	Their units were destroyed during the Gurantseere Defensive Battle.
context: full-scale invasion the next time Earth is attacked.\In which case, the only thing we have in our favor\is the enemy's poor stamina.\OPEN\Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle. response:	Man, and they were my only hope!
context: In which case, the only thing we have in our favor\is the enemy's poor stamina.\OPEN\Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope! response:	No wonder Reika was bent outta shape.
context: is the enemy's poor stamina.\OPEN\Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope!\No wonder Reika was bent outta shape. response:	I'm outta gas! I'm gonna die if I don't drink!
context: OPEN\Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope!\No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink! response:	Then we oughta drink on her behalf.
context: Couldn't you manage somethin'?\Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope!\No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf. response:	Yep! Keep it comin'!
context: Yakitori Beer Simmered Giblets\Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope!\No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf.\Yep! Keep it comin'! response:	None of the countries have any military might left and they're run by morons!
context: Those bunnies put up a pretty good fight in their AHSMBs.\Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope!\No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf.\Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons! response:	I'm up a river without a paddle!
context: Their units were destroyed during the Gurantseere Defensive Battle.\Man, and they were my only hope!\No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf.\Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle! response:	Same here.
context: Man, and they were my only hope!\No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf.\Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle!\Same here. response:	I've got a secretive boss who's running me ragged
context: No wonder Reika was bent outta shape.\I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf.\Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle!\Same here.\I've got a secretive boss who's running me ragged response:	with preparing to launch the new mass production AHSMB models.
context: I'm outta gas! I'm gonna die if I don't drink!\Then we oughta drink on her behalf.\Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle!\Same here.\I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models. response:	Gimme!
context: Then we oughta drink on her behalf.\Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle!\Same here.\I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models.\Gimme! response:	This?
context: Yep! Keep it comin'!\None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle!\Same here.\I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models.\Gimme!\This? response:	That, too. But gimme those AHSMBs.
context: None of the countries have any military might left and they're run by morons!\I'm up a river without a paddle!\Same here.\I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models.\Gimme!\This?\That, too. But gimme those AHSMBs. response:	Sure, you can have'em.
context: I'm up a river without a paddle!\Same here.\I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models.\Gimme!\This?\That, too. But gimme those AHSMBs.\Sure, you can have'em. response:	Yay! You can't take that back later.
context: Same here.\I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models.\Gimme!\This?\That, too. But gimme those AHSMBs.\Sure, you can have'em.\Yay! You can't take that back later. response:	That's nothing if it'll make life easier on those kids.
context: I've got a secretive boss who's running me ragged\with preparing to launch the new mass production AHSMB models.\Gimme!\This?\That, too. But gimme those AHSMBs.\Sure, you can have'em.\Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids. response:	A counter-attack combining all of Earth's forces, huh?
context: with preparing to launch the new mass production AHSMB models.\Gimme!\This?\That, too. But gimme those AHSMBs.\Sure, you can have'em.\Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh? response:	Those kids will lead the vanguard.
context: Gimme!\This?\That, too. But gimme those AHSMBs.\Sure, you can have'em.\Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard. response:	We really are horrible, aren't we? We really are horrible, aren't we?
context: This?\That, too. But gimme those AHSMBs.\Sure, you can have'em.\Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we? response:	The line extends beyond Uranus' orbit and in toward Jupiter...
context: That, too. But gimme those AHSMBs.\Sure, you can have'em.\Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter... response:	So this is the Wulgaru's navigation route.
context: Sure, you can have'em.\Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route. response:	You wish to destroy the gate?
context: Yay! You can't take that back later.\That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route.\You wish to destroy the gate? response:	Is that even possible?
context: That's nothing if it'll make life easier on those kids.\A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route.\You wish to destroy the gate?\Is that even possible? response:	I suppose...
context: A counter-attack combining all of Earth's forces, huh?\Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route.\You wish to destroy the gate?\Is that even possible?\I suppose... response:	If you destroyed the gate's controls,
context: Those kids will lead the vanguard.\We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route.\You wish to destroy the gate?\Is that even possible?\I suppose...\If you destroyed the gate's controls, response:	within a certain period of time, the gate would close.
context: We really are horrible, aren't we? We really are horrible, aren't we?\The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route.\You wish to destroy the gate?\Is that even possible?\I suppose...\If you destroyed the gate's controls,\within a certain period of time, the gate would close. response:	Once it did, what would happen to the Wulgaru's invading army?
context: The line extends beyond Uranus' orbit and in toward Jupiter...\So this is the Wulgaru's navigation route.\You wish to destroy the gate?\Is that even possible?\I suppose...\If you destroyed the gate's controls,\within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army? response:	If they were cut from their supply route,
context: So this is the Wulgaru's navigation route.\You wish to destroy the gate?\Is that even possible?\I suppose...\If you destroyed the gate's controls,\within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route, response:	I imagine they would perish before long.
context: You wish to destroy the gate?\Is that even possible?\I suppose...\If you destroyed the gate's controls,\within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route,\I imagine they would perish before long. response:	Would they withdraw before that happens?
context: Is that even possible?\I suppose...\If you destroyed the gate's controls,\within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route,\I imagine they would perish before long.\Would they withdraw before that happens? response:	Knowing my brother...
context: I suppose...\If you destroyed the gate's controls,\within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route,\I imagine they would perish before long.\Would they withdraw before that happens?\Knowing my brother... response:	We have secured enough to sustain you.
context: If you destroyed the gate's controls,\within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route,\I imagine they would perish before long.\Would they withdraw before that happens?\Knowing my brother...\We have secured enough to sustain you. response:	I trust you.
context: within a certain period of time, the gate would close.\Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route,\I imagine they would perish before long.\Would they withdraw before that happens?\Knowing my brother...\We have secured enough to sustain you.\I trust you. response:	I love your planet, Earth.
context: Once it did, what would happen to the Wulgaru's invading army?\If they were cut from their supply route,\I imagine they would perish before long.\Would they withdraw before that happens?\Knowing my brother...\We have secured enough to sustain you.\I trust you.\I love your planet, Earth. response:	However, your star of hope is starting to grow clouded.
context: If they were cut from their supply route,\I imagine they would perish before long.\Would they withdraw before that happens?\Knowing my brother...\We have secured enough to sustain you.\I trust you.\I love your planet, Earth.\However, your star of hope is starting to grow clouded. response:	Are you referring to Izuru Hitachi?
context: I imagine they would perish before long.\Would they withdraw before that happens?\Knowing my brother...\We have secured enough to sustain you.\I trust you.\I love your planet, Earth.\However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi? response:	If you lose his protection,
context: Would they withdraw before that happens?\Knowing my brother...\We have secured enough to sustain you.\I trust you.\I love your planet, Earth.\However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi?\If you lose his protection, response:	your planet will probably fall into my brother's hands.
context: Knowing my brother...\We have secured enough to sustain you.\I trust you.\I love your planet, Earth.\However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi?\If you lose his protection,\your planet will probably fall into my brother's hands. response:	After he claims your genes, there will be nothing left.
context: We have secured enough to sustain you.\I trust you.\I love your planet, Earth.\However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi?\If you lose his protection,\your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left. response:	The Wulgaru truly are interested in nothing but our genes.
context: I trust you.\I love your planet, Earth.\However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi?\If you lose his protection,\your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes. response:	For the Wulgaru, obtaining them is life's greatest joy.
context: I love your planet, Earth.\However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi?\If you lose his protection,\your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy. response:	Do you know where the gate is located?
context: However, your star of hope is starting to grow clouded.\Are you referring to Izuru Hitachi?\If you lose his protection,\your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located? response:	Even I do not know the current state of the gate.
context: Are you referring to Izuru Hitachi?\If you lose his protection,\your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located?\Even I do not know the current state of the gate. response:	In order to locate the enemy's gate,
context: If you lose his protection,\your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located?\Even I do not know the current state of the gate.\In order to locate the enemy's gate, response:	I need you to conduct a long-range tactical reconnaissance mission.
context: your planet will probably fall into my brother's hands.\After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located?\Even I do not know the current state of the gate.\In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission. response:	What's this about a gate?
context: After he claims your genes, there will be nothing left.\The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located?\Even I do not know the current state of the gate.\In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate? response:	The gate is a dimensional hole that can be
context: The Wulgaru truly are interested in nothing but our genes.\For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located?\Even I do not know the current state of the gate.\In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate?\The gate is a dimensional hole that can be response:	created in locations with gravitic fluctuations.
context: For the Wulgaru, obtaining them is life's greatest joy.\Do you know where the gate is located?\Even I do not know the current state of the gate.\In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate?\The gate is a dimensional hole that can be\created in locations with gravitic fluctuations. response:	We believe the Wulgaru forced the gate open,
context: Do you know where the gate is located?\Even I do not know the current state of the gate.\In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate?\The gate is a dimensional hole that can be\created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open, response:	which is how they came to our solar system.
context: Even I do not know the current state of the gate.\In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate?\The gate is a dimensional hole that can be\created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open,\which is how they came to our solar system. response:	You've heard this before!
context: In order to locate the enemy's gate,\I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate?\The gate is a dimensional hole that can be\created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open,\which is how they came to our solar system.\You've heard this before! response:	I forgot.
context: I need you to conduct a long-range tactical reconnaissance mission.\What's this about a gate?\The gate is a dimensional hole that can be\created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open,\which is how they came to our solar system.\You've heard this before!\I forgot. response:	The chance of a safe return is extremely slim.
context: What's this about a gate?\The gate is a dimensional hole that can be\created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open,\which is how they came to our solar system.\You've heard this before!\I forgot.\The chance of a safe return is extremely slim. response:	This is a perilous mission.
context: The gate is a dimensional hole that can be\created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open,\which is how they came to our solar system.\You've heard this before!\I forgot.\The chance of a safe return is extremely slim.\This is a perilous mission. response:	You are the only ones capable of pulling it off.
context: created in locations with gravitic fluctuations.\We believe the Wulgaru forced the gate open,\which is how they came to our solar system.\You've heard this before!\I forgot.\The chance of a safe return is extremely slim.\This is a perilous mission.\You are the only ones capable of pulling it off. response:	Wow, that's awesome!
context: We believe the Wulgaru forced the gate open,\which is how they came to our solar system.\You've heard this before!\I forgot.\The chance of a safe return is extremely slim.\This is a perilous mission.\You are the only ones capable of pulling it off.\Wow, that's awesome! response:	Where is the gate?
context: which is how they came to our solar system.\You've heard this before!\I forgot.\The chance of a safe return is extremely slim.\This is a perilous mission.\You are the only ones capable of pulling it off.\Wow, that's awesome!\Where is the gate? response:	It's past Saturn?!
context: You've heard this before!\I forgot.\The chance of a safe return is extremely slim.\This is a perilous mission.\You are the only ones capable of pulling it off.\Wow, that's awesome!\Where is the gate?\It's past Saturn?! response:	Absurd! Humanity hasn't even reached Saturn yet.
context: I forgot.\The chance of a safe return is extremely slim.\This is a perilous mission.\You are the only ones capable of pulling it off.\Wow, that's awesome!\Where is the gate?\It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet. response:	So it's a one-way ticket, eh?
context: The chance of a safe return is extremely slim.\This is a perilous mission.\You are the only ones capable of pulling it off.\Wow, that's awesome!\Where is the gate?\It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh? response:	Look at this.
context: This is a perilous mission.\You are the only ones capable of pulling it off.\Wow, that's awesome!\Where is the gate?\It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh?\Look at this. response:	That's huge! It looks just like an erected-
context: You are the only ones capable of pulling it off.\Wow, that's awesome!\Where is the gate?\It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh?\Look at this.\That's huge! It looks just like an erected- response:	What is that?
context: Wow, that's awesome!\Where is the gate?\It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh?\Look at this.\That's huge! It looks just like an erected-\What is that? response:	It's a booster bound to sublight-speed guided missiles.
context: Where is the gate?\It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh?\Look at this.\That's huge! It looks just like an erected-\What is that?\It's a booster bound to sublight-speed guided missiles. response:	But it still won't be fast enough.
context: It's past Saturn?!\Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh?\Look at this.\That's huge! It looks just like an erected-\What is that?\It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough. response:	We've also attached laser sails.
context: Absurd! Humanity hasn't even reached Saturn yet.\So it's a one-way ticket, eh?\Look at this.\That's huge! It looks just like an erected-\What is that?\It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough.\We've also attached laser sails. response:	The laser propulsion will provide your
context: So it's a one-way ticket, eh?\Look at this.\That's huge! It looks just like an erected-\What is that?\It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough.\We've also attached laser sails.\The laser propulsion will provide your response:	primary acceleration until you reach escape velocity.
context: Look at this.\That's huge! It looks just like an erected-\What is that?\It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough.\We've also attached laser sails.\The laser propulsion will provide your\primary acceleration until you reach escape velocity. response:	Is this even possible?
context: That's huge! It looks just like an erected-\What is that?\It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough.\We've also attached laser sails.\The laser propulsion will provide your\primary acceleration until you reach escape velocity.\Is this even possible? response:	Theoretically, you can accelerate to 10 the speed of light.
context: What is that?\It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough.\We've also attached laser sails.\The laser propulsion will provide your\primary acceleration until you reach escape velocity.\Is this even possible?\Theoretically, you can accelerate to 10 the speed of light. response:	In which case, we'd reach our target in 50 hours.
context: It's a booster bound to sublight-speed guided missiles.\But it still won't be fast enough.\We've also attached laser sails.\The laser propulsion will provide your\primary acceleration until you reach escape velocity.\Is this even possible?\Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours. response:	It will take 120 hours to reach maximum acceleration.
context: But it still won't be fast enough.\We've also attached laser sails.\The laser propulsion will provide your\primary acceleration until you reach escape velocity.\Is this even possible?\Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration. response:	What's wrong?
context: We've also attached laser sails.\The laser propulsion will provide your\primary acceleration until you reach escape velocity.\Is this even possible?\Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration.\What's wrong? response:	Wow, that startled me!
context: The laser propulsion will provide your\primary acceleration until you reach escape velocity.\Is this even possible?\Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration.\What's wrong?\Wow, that startled me! response:	Venturing uncharted space! This is every man's dream!
context: primary acceleration until you reach escape velocity.\Is this even possible?\Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration.\What's wrong?\Wow, that startled me!\Venturing uncharted space! This is every man's dream! response:	Question, Ma'am!
context: Is this even possible?\Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration.\What's wrong?\Wow, that startled me!\Venturing uncharted space! This is every man's dream!\Question, Ma'am! response:	Couldn't we take the Godinion?
context: Theoretically, you can accelerate to 10 the speed of light.\In which case, we'd reach our target in 50 hours.\It will take 120 hours to reach maximum acceleration.\What's wrong?\Wow, that startled me!\Venturing uncharted space! This is every man's dream!\Question, Ma'am!\Couldn't we take the Godinion? response:	The Godinion is too large to handle accelerating
