context: A whole colony of Demon Bats! response:	They're the Demon Bats!
context: I'll kill you!\Just try it.\However, as you can see,\Shiori doesn't have the power to control the barrier.\And if somehow, your sword breaks through the barrier,\Shiori will die with me.\Why you!\Are you confident of success, Inuyasha? response:	Can he kill just Taigokumaru without hurting Shiori?
context: Just try it.\However, as you can see,\Shiori doesn't have the power to control the barrier.\And if somehow, your sword breaks through the barrier,\Shiori will die with me.\Why you!\Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori? response:	Shiori cannot control the barrier.
context: However, as you can see,\Shiori doesn't have the power to control the barrier.\And if somehow, your sword breaks through the barrier,\Shiori will die with me.\Why you!\Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier. response:	Even if Inuyasha can break through the barrier...
context: Shiori doesn't have the power to control the barrier.\And if somehow, your sword breaks through the barrier,\Shiori will die with me.\Why you!\Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier... response:	killing Taigokumaru will also kill Shiori!
context: And if somehow, your sword breaks through the barrier,\Shiori will die with me.\Why you!\Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori! response:	What's the matter, brat?
context: Shiori will die with me.\Why you!\Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori!\What's the matter, brat? response:	How will you kill me?
context: Why you!\Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori!\What's the matter, brat?\How will you kill me? response:	Shaddup, old bat!
context: Are you confident of success, Inuyasha?\Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori!\What's the matter, brat?\How will you kill me?\Shaddup, old bat! response:	I'm no teasing up anymore!
context: Can he kill just Taigokumaru without hurting Shiori?\Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori!\What's the matter, brat?\How will you kill me?\Shaddup, old bat!\I'm no teasing up anymore! response:	Oh? You eased up on me earlier?
context: Shiori cannot control the barrier.\Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori!\What's the matter, brat?\How will you kill me?\Shaddup, old bat!\I'm no teasing up anymore!\Oh? You eased up on me earlier? response:	Then let me see... your true power!
context: Even if Inuyasha can break through the barrier...\killing Taigokumaru will also kill Shiori!\What's the matter, brat?\How will you kill me?\Shaddup, old bat!\I'm no teasing up anymore!\Oh? You eased up on me earlier?\Then let me see... your true power! response:	Take this! Backlash Wave!
context: killing Taigokumaru will also kill Shiori!\What's the matter, brat?\How will you kill me?\Shaddup, old bat!\I'm no teasing up anymore!\Oh? You eased up on me earlier?\Then let me see... your true power!\Take this! Backlash Wave! response:	Right now, there's a crack in the barrier from the old bat's ghostly aura.
context: What's the matter, brat?\How will you kill me?\Shaddup, old bat!\I'm no teasing up anymore!\Oh? You eased up on me earlier?\Then let me see... your true power!\Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura. response:	The spiral of my Backlash Wave should go through it and reach that bastard!
context: How will you kill me?\Shaddup, old bat!\I'm no teasing up anymore!\Oh? You eased up on me earlier?\Then let me see... your true power!\Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard! response:	The ghostly aura from that brat's sword
context: Shaddup, old bat!\I'm no teasing up anymore!\Oh? You eased up on me earlier?\Then let me see... your true power!\Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword response:	is twisting into my ghostly aura and coming towards me!
context: I'm no teasing up anymore!\Oh? You eased up on me earlier?\Then let me see... your true power!\Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me! response:	Now go through and blast that bat's head off!
context: Oh? You eased up on me earlier?\Then let me see... your true power!\Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off! response:	Huh? The barrier's bending!
context: Then let me see... your true power!\Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off!\Huh? The barrier's bending! response:	How's that?
context: Take this! Backlash Wave!\Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off!\Huh? The barrier's bending!\How's that? response:	Huh? It's back to normal.
context: Right now, there's a crack in the barrier from the old bat's ghostly aura.\The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off!\Huh? The barrier's bending!\How's that?\Huh? It's back to normal. response:	Taigokumaru isn't hurt!
context: The spiral of my Backlash Wave should go through it and reach that bastard!\The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off!\Huh? The barrier's bending!\How's that?\Huh? It's back to normal.\Taigokumaru isn't hurt! response:	Damn! I was a second too late!
context: The ghostly aura from that brat's sword\is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off!\Huh? The barrier's bending!\How's that?\Huh? It's back to normal.\Taigokumaru isn't hurt!\Damn! I was a second too late! response:	Good work, Shiori! That's how you do it.
context: is twisting into my ghostly aura and coming towards me!\Now go through and blast that bat's head off!\Huh? The barrier's bending!\How's that?\Huh? It's back to normal.\Taigokumaru isn't hurt!\Damn! I was a second too late!\Good work, Shiori! That's how you do it. response:	Get out.
context: Now go through and blast that bat's head off!\Huh? The barrier's bending!\How's that?\Huh? It's back to normal.\Taigokumaru isn't hurt!\Damn! I was a second too late!\Good work, Shiori! That's how you do it.\Get out. response:	Huh?
context: Huh? The barrier's bending!\How's that?\Huh? It's back to normal.\Taigokumaru isn't hurt!\Damn! I was a second too late!\Good work, Shiori! That's how you do it.\Get out.\Huh? response:	I avenge my father!
context: How's that?\Huh? It's back to normal.\Taigokumaru isn't hurt!\Damn! I was a second too late!\Good work, Shiori! That's how you do it.\Get out.\Huh?\I avenge my father! response:	Why you, Shiori!
context: Huh? It's back to normal.\Taigokumaru isn't hurt!\Damn! I was a second too late!\Good work, Shiori! That's how you do it.\Get out.\Huh?\I avenge my father!\Why you, Shiori! response:	You, a half-demon, dare do this to me!
context: Taigokumaru isn't hurt!\Damn! I was a second too late!\Good work, Shiori! That's how you do it.\Get out.\Huh?\I avenge my father!\Why you, Shiori!\You, a half-demon, dare do this to me! response:	I never suspected she had such power...
context: Damn! I was a second too late!\Good work, Shiori! That's how you do it.\Get out.\Huh?\I avenge my father!\Why you, Shiori!\You, a half-demon, dare do this to me!\I never suspected she had such power... response:	Even I, Taigokumaru, could not control the barrier!
context: Good work, Shiori! That's how you do it.\Get out.\Huh?\I avenge my father!\Why you, Shiori!\You, a half-demon, dare do this to me!\I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier! response:	- She's falling! - Shiori!
context: Get out.\Huh?\I avenge my father!\Why you, Shiori!\You, a half-demon, dare do this to me!\I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori! response:	Shiori!
context: Huh?\I avenge my father!\Why you, Shiori!\You, a half-demon, dare do this to me!\I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori!\Shiori! response:	I would never let mortals have her!
context: I avenge my father!\Why you, Shiori!\You, a half-demon, dare do this to me!\I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori!\Shiori!\I would never let mortals have her! response:	Watch out! Shiori's mother!
context: Why you, Shiori!\You, a half-demon, dare do this to me!\I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori!\Shiori!\I would never let mortals have her!\Watch out! Shiori's mother! response:	Die!
context: You, a half-demon, dare do this to me!\I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori!\Shiori!\I would never let mortals have her!\Watch out! Shiori's mother!\Die! response:	Mommy!
context: I never suspected she had such power...\Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori!\Shiori!\I would never let mortals have her!\Watch out! Shiori's mother!\Die!\Mommy! response:	Say your prayers, old bat!
context: Even I, Taigokumaru, could not control the barrier!\- She's falling! - Shiori!\Shiori!\I would never let mortals have her!\Watch out! Shiori's mother!\Die!\Mommy!\Say your prayers, old bat! response:	Damn!
context: - She's falling! - Shiori!\Shiori!\I would never let mortals have her!\Watch out! Shiori's mother!\Die!\Mommy!\Say your prayers, old bat!\Damn! response:	He did it!
context: Shiori!\I would never let mortals have her!\Watch out! Shiori's mother!\Die!\Mommy!\Say your prayers, old bat!\Damn!\He did it! response:	Backlash Wave!
context: I would never let mortals have her!\Watch out! Shiori's mother!\Die!\Mommy!\Say your prayers, old bat!\Damn!\He did it!\Backlash Wave! response:	It's over.
context: Watch out! Shiori's mother!\Die!\Mommy!\Say your prayers, old bat!\Damn!\He did it!\Backlash Wave!\It's over. response:	Hey!
context: Die!\Mommy!\Say your prayers, old bat!\Damn!\He did it!\Backlash Wave!\It's over.\Hey! response:	There!
context: Mommy!\Say your prayers, old bat!\Damn!\He did it!\Backlash Wave!\It's over.\Hey!\There! response:	Shiori!
context: Say your prayers, old bat!\Damn!\He did it!\Backlash Wave!\It's over.\Hey!\There!\Shiori! response:	Mommy!
context: Damn!\He did it!\Backlash Wave!\It's over.\Hey!\There!\Shiori!\Mommy! response:	Shiori, I'm so sorry.
context: He did it!\Backlash Wave!\It's over.\Hey!\There!\Shiori!\Mommy!\Shiori, I'm so sorry. response:	I made you go through so much.
context: Backlash Wave!\It's over.\Hey!\There!\Shiori!\Mommy!\Shiori, I'm so sorry.\I made you go through so much. response:	Mommy!
context: It's over.\Hey!\There!\Shiori!\Mommy!\Shiori, I'm so sorry.\I made you go through so much.\Mommy! response:	Now then...
context: Hey!\There!\Shiori!\Mommy!\Shiori, I'm so sorry.\I made you go through so much.\Mommy!\Now then... response:	Nothing more to do here. Let's go, all!
context: There!\Shiori!\Mommy!\Shiori, I'm so sorry.\I made you go through so much.\Mommy!\Now then...\Nothing more to do here. Let's go, all! response:	What are you saying?!
context: Shiori!\Mommy!\Shiori, I'm so sorry.\I made you go through so much.\Mommy!\Now then...\Nothing more to do here. Let's go, all!\What are you saying?! response:	Old Myoga, you're still here?
context: Mommy!\Shiori, I'm so sorry.\I made you go through so much.\Mommy!\Now then...\Nothing more to do here. Let's go, all!\What are you saying?!\Old Myoga, you're still here? response:	Have you forgotten the purpose of your coming here?!
context: Shiori, I'm so sorry.\I made you go through so much.\Mommy!\Now then...\Nothing more to do here. Let's go, all!\What are you saying?!\Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?! response:	You needed to kill the demon who protected the barrier,
context: I made you go through so much.\Mommy!\Now then...\Nothing more to do here. Let's go, all!\What are you saying?!\Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier, response:	and allow Tetsusaiga to absorb the blood
context: Mommy!\Now then...\Nothing more to do here. Let's go, all!\What are you saying?!\Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood response:	to make it even stronger!
context: Now then...\Nothing more to do here. Let's go, all!\What are you saying?!\Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood\to make it even stronger! response:	Huh? You came here to kill Shiori?!
context: Nothing more to do here. Let's go, all!\What are you saying?!\Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood\to make it even stronger!\Huh? You came here to kill Shiori?! response:	Err... Well, at first.
context: What are you saying?!\Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood\to make it even stronger!\Huh? You came here to kill Shiori?!\Err... Well, at first. response:	Don't worry. I'm not such a jerk that I'd kill a child!
context: Old Myoga, you're still here?\Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood\to make it even stronger!\Huh? You came here to kill Shiori?!\Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child! response:	Especially, when she's such a young innocent girl.
context: Have you forgotten the purpose of your coming here?!\You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood\to make it even stronger!\Huh? You came here to kill Shiori?!\Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl. response:	And she's also a half-demon.
context: You needed to kill the demon who protected the barrier,\and allow Tetsusaiga to absorb the blood\to make it even stronger!\Huh? You came here to kill Shiori?!\Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl.\And she's also a half-demon. response:	I'll find someone else who puts up an even stronger barrier
context: and allow Tetsusaiga to absorb the blood\to make it even stronger!\Huh? You came here to kill Shiori?!\Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl.\And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier response:	and kill him instead.
context: to make it even stronger!\Huh? You came here to kill Shiori?!\Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl.\And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier\and kill him instead. response:	Inuyasha! You were never like this before!
context: Huh? You came here to kill Shiori?!\Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl.\And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier\and kill him instead.\Inuyasha! You were never like this before! response:	What does that mean?
context: Err... Well, at first.\Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl.\And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier\and kill him instead.\Inuyasha! You were never like this before!\What does that mean? response:	Well, I...
context: Don't worry. I'm not such a jerk that I'd kill a child!\Especially, when she's such a young innocent girl.\And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier\and kill him instead.\Inuyasha! You were never like this before!\What does that mean?\Well, I... response:	He means you've matured.
context: Especially, when she's such a young innocent girl.\And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier\and kill him instead.\Inuyasha! You were never like this before!\What does that mean?\Well, I...\He means you've matured. response:	Well, we'll be off.
context: And she's also a half-demon.\I'll find someone else who puts up an even stronger barrier\and kill him instead.\Inuyasha! You were never like this before!\What does that mean?\Well, I...\He means you've matured.\Well, we'll be off. response:	See ya!
context: I'll find someone else who puts up an even stronger barrier\and kill him instead.\Inuyasha! You were never like this before!\What does that mean?\Well, I...\He means you've matured.\Well, we'll be off.\See ya! response:	Wait!
context: and kill him instead.\Inuyasha! You were never like this before!\What does that mean?\Well, I...\He means you've matured.\Well, we'll be off.\See ya!\Wait! response:	Shiori?
context: Inuyasha! You were never like this before!\What does that mean?\Well, I...\He means you've matured.\Well, we'll be off.\See ya!\Wait!\Shiori? response:	Here...
context: What does that mean?\Well, I...\He means you've matured.\Well, we'll be off.\See ya!\Wait!\Shiori?\Here... response:	Huh?
context: Well, I...\He means you've matured.\Well, we'll be off.\See ya!\Wait!\Shiori?\Here...\Huh? response:	Break that sphere?
context: He means you've matured.\Well, we'll be off.\See ya!\Wait!\Shiori?\Here...\Huh?\Break that sphere? response:	Yes, I want you to break it.
context: Well, we'll be off.\See ya!\Wait!\Shiori?\Here...\Huh?\Break that sphere?\Yes, I want you to break it. response:	This blood crystal is the precious heirloom
context: See ya!\Wait!\Shiori?\Here...\Huh?\Break that sphere?\Yes, I want you to break it.\This blood crystal is the precious heirloom response:	passed down to each guardian of the Demon Bat barrier.
context: Wait!\Shiori?\Here...\Huh?\Break that sphere?\Yes, I want you to break it.\This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier. response:	It's from this crystal that we obtain the power
context: Shiori?\Here...\Huh?\Break that sphere?\Yes, I want you to break it.\This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power response:	to put up a powerful barrier.
context: Here...\Huh?\Break that sphere?\Yes, I want you to break it.\This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power\to put up a powerful barrier. response:	And... it stores within itself,
context: Huh?\Break that sphere?\Yes, I want you to break it.\This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power\to put up a powerful barrier.\And... it stores within itself, response:	the power of each generation of guardians,
context: Break that sphere?\Yes, I want you to break it.\This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power\to put up a powerful barrier.\And... it stores within itself,\the power of each generation of guardians, response:	like my grandfather's and my father's.
context: Yes, I want you to break it.\This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power\to put up a powerful barrier.\And... it stores within itself,\the power of each generation of guardians,\like my grandfather's and my father's. response:	So if you break this crystal,
context: This blood crystal is the precious heirloom\passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power\to put up a powerful barrier.\And... it stores within itself,\the power of each generation of guardians,\like my grandfather's and my father's.\So if you break this crystal, response:	I think you'll be able to strengthen your sword.
context: passed down to each guardian of the Demon Bat barrier.\It's from this crystal that we obtain the power\to put up a powerful barrier.\And... it stores within itself,\the power of each generation of guardians,\like my grandfather's and my father's.\So if you break this crystal,\I think you'll be able to strengthen your sword. response:	We couldn't have asked for anything better!
context: It's from this crystal that we obtain the power\to put up a powerful barrier.\And... it stores within itself,\the power of each generation of guardians,\like my grandfather's and my father's.\So if you break this crystal,\I think you'll be able to strengthen your sword.\We couldn't have asked for anything better! response:	Inuyasha, go ahead and break it!
context: to put up a powerful barrier.\And... it stores within itself,\the power of each generation of guardians,\like my grandfather's and my father's.\So if you break this crystal,\I think you'll be able to strengthen your sword.\We couldn't have asked for anything better!\Inuyasha, go ahead and break it! response:	Yeah!
context: And... it stores within itself,\the power of each generation of guardians,\like my grandfather's and my father's.\So if you break this crystal,\I think you'll be able to strengthen your sword.\We couldn't have asked for anything better!\Inuyasha, go ahead and break it!\Yeah! response:	The faster we break that sphere, the better.
context: the power of each generation of guardians,\like my grandfather's and my father's.\So if you break this crystal,\I think you'll be able to strengthen your sword.\We couldn't have asked for anything better!\Inuyasha, go ahead and break it!\Yeah!\The faster we break that sphere, the better. response:	Huh?
context: like my grandfather's and my father's.\So if you break this crystal,\I think you'll be able to strengthen your sword.\We couldn't have asked for anything better!\Inuyasha, go ahead and break it!\Yeah!\The faster we break that sphere, the better.\Huh? response:	The sphere is releasing vapors.
context: So if you break this crystal,\I think you'll be able to strengthen your sword.\We couldn't have asked for anything better!\Inuyasha, go ahead and break it!\Yeah!\The faster we break that sphere, the better.\Huh?\The sphere is releasing vapors. response:	Let it go!
context: I think you'll be able to strengthen your sword.\We couldn't have asked for anything better!\Inuyasha, go ahead and break it!\Yeah!\The faster we break that sphere, the better.\Huh?\The sphere is releasing vapors.\Let it go! response:	Huh?!
context: We couldn't have asked for anything better!\Inuyasha, go ahead and break it!\Yeah!\The faster we break that sphere, the better.\Huh?\The sphere is releasing vapors.\Let it go!\Huh?! response:	Mommy, your hands!
context: Inuyasha, go ahead and break it!\Yeah!\The faster we break that sphere, the better.\Huh?\The sphere is releasing vapors.\Let it go!\Huh?!\Mommy, your hands! response:	The sphere put up a barrier!
context: Yeah!\The faster we break that sphere, the better.\Huh?\The sphere is releasing vapors.\Let it go!\Huh?!\Mommy, your hands!\The sphere put up a barrier! response:	I guess it won't let me break it so easily.
context: The faster we break that sphere, the better.\Huh?\The sphere is releasing vapors.\Let it go!\Huh?!\Mommy, your hands!\The sphere put up a barrier!\I guess it won't let me break it so easily. response:	Now that makes it...
context: Huh?\The sphere is releasing vapors.\Let it go!\Huh?!\Mommy, your hands!\The sphere put up a barrier!\I guess it won't let me break it so easily.\Now that makes it... response:	Huh?!
context: The sphere is releasing vapors.\Let it go!\Huh?!\Mommy, your hands!\The sphere put up a barrier!\I guess it won't let me break it so easily.\Now that makes it...\Huh?! response:	Are you all right, Inuyasha?
context: Let it go!\Huh?!\Mommy, your hands!\The sphere put up a barrier!\I guess it won't let me break it so easily.\Now that makes it...\Huh?!\Are you all right, Inuyasha? response:	Damn it!
context: Huh?!\Mommy, your hands!\The sphere put up a barrier!\I guess it won't let me break it so easily.\Now that makes it...\Huh?!\Are you all right, Inuyasha?\Damn it! response:	Shiori, as if I'd let you go!
context: Mommy, your hands!\The sphere put up a barrier!\I guess it won't let me break it so easily.\Now that makes it...\Huh?!\Are you all right, Inuyasha?\Damn it!\Shiori, as if I'd let you go! response:	That's Grandfather's voice!
context: The sphere put up a barrier!\I guess it won't let me break it so easily.\Now that makes it...\Huh?!\Are you all right, Inuyasha?\Damn it!\Shiori, as if I'd let you go!\That's Grandfather's voice! response:	Just releasing the sphere won't break your bond with the Demon Bats!
context: I guess it won't let me break it so easily.\Now that makes it...\Huh?!\Are you all right, Inuyasha?\Damn it!\Shiori, as if I'd let you go!\That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats! response:	Even you, with a human mother... a half-demon!
context: Now that makes it...\Huh?!\Are you all right, Inuyasha?\Damn it!\Shiori, as if I'd let you go!\That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon! response:	Taigokumaru!
context: Huh?!\Are you all right, Inuyasha?\Damn it!\Shiori, as if I'd let you go!\That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon!\Taigokumaru! response:	Grandfather!
context: Are you all right, Inuyasha?\Damn it!\Shiori, as if I'd let you go!\That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon!\Taigokumaru!\Grandfather! response:	I'll kill you here and now!
context: Damn it!\Shiori, as if I'd let you go!\That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon!\Taigokumaru!\Grandfather!\I'll kill you here and now! response:	You old bat!
context: Shiori, as if I'd let you go!\That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon!\Taigokumaru!\Grandfather!\I'll kill you here and now!\You old bat! response:	Inuyasha!
context: That's Grandfather's voice!\Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon!\Taigokumaru!\Grandfather!\I'll kill you here and now!\You old bat!\Inuyasha! response:	Shiori! Come to hell with the rest of us!
context: Just releasing the sphere won't break your bond with the Demon Bats!\Even you, with a human mother... a half-demon!\Taigokumaru!\Grandfather!\I'll kill you here and now!\You old bat!\Inuyasha!\Shiori! Come to hell with the rest of us! response:	W-What?!
context: Even you, with a human mother... a half-demon!\Taigokumaru!\Grandfather!\I'll kill you here and now!\You old bat!\Inuyasha!\Shiori! Come to hell with the rest of us!\W-What?! response:	It got repelled!
context: Taigokumaru!\Grandfather!\I'll kill you here and now!\You old bat!\Inuyasha!\Shiori! Come to hell with the rest of us!\W-What?!\It got repelled! response:	Shiori!
context: Grandfather!\I'll kill you here and now!\You old bat!\Inuyasha!\Shiori! Come to hell with the rest of us!\W-What?!\It got repelled!\Shiori! response:	Why you... Shiori!
context: I'll kill you here and now!\You old bat!\Inuyasha!\Shiori! Come to hell with the rest of us!\W-What?!\It got repelled!\Shiori!\Why you... Shiori! response:	The old bat's power is weakening!
context: You old bat!\Inuyasha!\Shiori! Come to hell with the rest of us!\W-What?!\It got repelled!\Shiori!\Why you... Shiori!\The old bat's power is weakening! response:	Now's my chance!
context: Inuyasha!\Shiori! Come to hell with the rest of us!\W-What?!\It got repelled!\Shiori!\Why you... Shiori!\The old bat's power is weakening!\Now's my chance! response:	Let Shiori free!
context: Shiori! Come to hell with the rest of us!\W-What?!\It got repelled!\Shiori!\Why you... Shiori!\The old bat's power is weakening!\Now's my chance!\Let Shiori free! response:	Huh?
context: W-What?!\It got repelled!\Shiori!\Why you... Shiori!\The old bat's power is weakening!\Now's my chance!\Let Shiori free!\Huh? response:	The sphere is shattering!
context: It got repelled!\Shiori!\Why you... Shiori!\The old bat's power is weakening!\Now's my chance!\Let Shiori free!\Huh?\The sphere is shattering! response:	Finally, it's over.
context: Shiori!\Why you... Shiori!\The old bat's power is weakening!\Now's my chance!\Let Shiori free!\Huh?\The sphere is shattering!\Finally, it's over. response:	W-What?
context: Why you... Shiori!\The old bat's power is weakening!\Now's my chance!\Let Shiori free!\Huh?\The sphere is shattering!\Finally, it's over.\W-What? response:	My blade is turning red!
context: The old bat's power is weakening!\Now's my chance!\Let Shiori free!\Huh?\The sphere is shattering!\Finally, it's over.\W-What?\My blade is turning red! response:	Tetsusaiga absorbed the sphere's power!
context: Now's my chance!\Let Shiori free!\Huh?\The sphere is shattering!\Finally, it's over.\W-What?\My blade is turning red!\Tetsusaiga absorbed the sphere's power! response:	Which means the sword has increased its power!
context: Let Shiori free!\Huh?\The sphere is shattering!\Finally, it's over.\W-What?\My blade is turning red!\Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power! response:	Shiori!
context: Huh?\The sphere is shattering!\Finally, it's over.\W-What?\My blade is turning red!\Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power!\Shiori! response:	Thank you.
context: The sphere is shattering!\Finally, it's over.\W-What?\My blade is turning red!\Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power!\Shiori!\Thank you. response:	You're the one who saved me, right?
context: Finally, it's over.\W-What?\My blade is turning red!\Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power!\Shiori!\Thank you.\You're the one who saved me, right? response:	You weakened the old bat's power.
context: W-What?\My blade is turning red!\Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power!\Shiori!\Thank you.\You're the one who saved me, right?\You weakened the old bat's power. response:	Uh-uh. I didn't do that.
context: My blade is turning red!\Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power!\Shiori!\Thank you.\You're the one who saved me, right?\You weakened the old bat's power.\Uh-uh. I didn't do that. response:	Someone's gentle arms embraced my mommy and me,
context: Tetsusaiga absorbed the sphere's power!\Which means the sword has increased its power!\Shiori!\Thank you.\You're the one who saved me, right?\You weakened the old bat's power.\Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me, response:	and protected us.
context: Which means the sword has increased its power!\Shiori!\Thank you.\You're the one who saved me, right?\You weakened the old bat's power.\Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me,\and protected us. response:	That was Tsukuyomaru. Your father's hands.
context: Shiori!\Thank you.\You're the one who saved me, right?\You weakened the old bat's power.\Uh-uh. I didn't do that.\Someone's gentle arms embraced my mommy and me,\and protected us.\That was Tsukuyomaru. Your father's hands. response:	Yes.
