context: Lady Marrine. response:	I've received word that Sayid, the King of Dartania, has died,
context: I don't know how many will join.\Neither do I.\Holing up might be better...\We can't turn this place into a battlefield.\Understood.\All right, let's mobilize.\Before the Bultava forces enter the forest.\Come on, let's go! response:	Lord Villar!
context: Neither do I.\Holing up might be better...\We can't turn this place into a battlefield.\Understood.\All right, let's mobilize.\Before the Bultava forces enter the forest.\Come on, let's go!\Lord Villar! response:	We've received word that a fleet is approaching from the southeastern seas.
context: Holing up might be better...\We can't turn this place into a battlefield.\Understood.\All right, let's mobilize.\Before the Bultava forces enter the forest.\Come on, let's go!\Lord Villar!\We've received word that a fleet is approaching from the southeastern seas. response:	A fleet?
context: We can't turn this place into a battlefield.\Understood.\All right, let's mobilize.\Before the Bultava forces enter the forest.\Come on, let's go!\Lord Villar!\We've received word that a fleet is approaching from the southeastern seas.\A fleet? response:	Can you tell whose fleet it is?
context: Understood.\All right, let's mobilize.\Before the Bultava forces enter the forest.\Come on, let's go!\Lord Villar!\We've received word that a fleet is approaching from the southeastern seas.\A fleet?\Can you tell whose fleet it is? response:	It appears to be from Dartania...
context: All right, let's mobilize.\Before the Bultava forces enter the forest.\Come on, let's go!\Lord Villar!\We've received word that a fleet is approaching from the southeastern seas.\A fleet?\Can you tell whose fleet it is?\It appears to be from Dartania... response:	Does this mean Prince Milza is coming to offer his aid?
context: Before the Bultava forces enter the forest.\Come on, let's go!\Lord Villar!\We've received word that a fleet is approaching from the southeastern seas.\A fleet?\Can you tell whose fleet it is?\It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid? response:	It's a little too early for that...
context: Come on, let's go!\Lord Villar!\We've received word that a fleet is approaching from the southeastern seas.\A fleet?\Can you tell whose fleet it is?\It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that... response:	Tell the admiral to be on alert.
context: Lord Villar!\We've received word that a fleet is approaching from the southeastern seas.\A fleet?\Can you tell whose fleet it is?\It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that...\Tell the admiral to be on alert. response:	Right.
context: We've received word that a fleet is approaching from the southeastern seas.\A fleet?\Can you tell whose fleet it is?\It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that...\Tell the admiral to be on alert.\Right. response:	Also, Colleen...
context: A fleet?\Can you tell whose fleet it is?\It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that...\Tell the admiral to be on alert.\Right.\Also, Colleen... response:	Wh-What is it, sir?
context: Can you tell whose fleet it is?\It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that...\Tell the admiral to be on alert.\Right.\Also, Colleen...\Wh-What is it, sir? response:	Just in case, prepare the Mirror, will you?
context: It appears to be from Dartania...\Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that...\Tell the admiral to be on alert.\Right.\Also, Colleen...\Wh-What is it, sir?\Just in case, prepare the Mirror, will you? response:	U-Understood, sir!
context: Does this mean Prince Milza is coming to offer his aid?\It's a little too early for that...\Tell the admiral to be on alert.\Right.\Also, Colleen...\Wh-What is it, sir?\Just in case, prepare the Mirror, will you?\U-Understood, sir! response:	I'm heading down to the docks.
context: It's a little too early for that...\Tell the admiral to be on alert.\Right.\Also, Colleen...\Wh-What is it, sir?\Just in case, prepare the Mirror, will you?\U-Understood, sir!\I'm heading down to the docks. response:	Margaret!
context: Tell the admiral to be on alert.\Right.\Also, Colleen...\Wh-What is it, sir?\Just in case, prepare the Mirror, will you?\U-Understood, sir!\I'm heading down to the docks.\Margaret! response:	So it's you, after all.
context: Right.\Also, Colleen...\Wh-What is it, sir?\Just in case, prepare the Mirror, will you?\U-Understood, sir!\I'm heading down to the docks.\Margaret!\So it's you, after all. response:	I've missed you so much!
context: Also, Colleen...\Wh-What is it, sir?\Just in case, prepare the Mirror, will you?\U-Understood, sir!\I'm heading down to the docks.\Margaret!\So it's you, after all.\I've missed you so much! response:	Milza has defected to the Alliance.
context: Wh-What is it, sir?\Just in case, prepare the Mirror, will you?\U-Understood, sir!\I'm heading down to the docks.\Margaret!\So it's you, after all.\I've missed you so much!\Milza has defected to the Alliance. response:	When his father, Sayid, protested,
context: Just in case, prepare the Mirror, will you?\U-Understood, sir!\I'm heading down to the docks.\Margaret!\So it's you, after all.\I've missed you so much!\Milza has defected to the Alliance.\When his father, Sayid, protested, response:	he murdered him and killed every subordinate who resisted.
context: U-Understood, sir!\I'm heading down to the docks.\Margaret!\So it's you, after all.\I've missed you so much!\Milza has defected to the Alliance.\When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted. response:	What?
context: I'm heading down to the docks.\Margaret!\So it's you, after all.\I've missed you so much!\Milza has defected to the Alliance.\When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted.\What? response:	Looks like Lord Milza has forsaken me.
context: Margaret!\So it's you, after all.\I've missed you so much!\Milza has defected to the Alliance.\When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted.\What?\Looks like Lord Milza has forsaken me. response:	So that cousin of mine has been waiting for Lord Milza's arrival.
context: So it's you, after all.\I've missed you so much!\Milza has defected to the Alliance.\When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted.\What?\Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival. response:	However, I won't relinquish my Crest...
context: I've missed you so much!\Milza has defected to the Alliance.\When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted.\What?\Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest... response:	Not without a fight.
context: Milza has defected to the Alliance.\When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted.\What?\Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest...\Not without a fight. response:	Milza! Stop!
context: When his father, Sayid, protested,\he murdered him and killed every subordinate who resisted.\What?\Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest...\Not without a fight.\Milza! Stop! response:	My father, Sayid Kuches. Lounging complacently on a throne.
context: he murdered him and killed every subordinate who resisted.\What?\Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest...\Not without a fight.\Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne. response:	Such a man who lacks foresight...
context: What?\Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest...\Not without a fight.\Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight... response:	If you lack ambition, then be gone!
context: Looks like Lord Milza has forsaken me.\So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest...\Not without a fight.\Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight...\If you lack ambition, then be gone! response:	They've got some nerve.
context: So that cousin of mine has been waiting for Lord Milza's arrival.\However, I won't relinquish my Crest...\Not without a fight.\Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight...\If you lack ambition, then be gone!\They've got some nerve. response:	I don't care if the oars snap in two, get closer to the enemy ship!
context: However, I won't relinquish my Crest...\Not without a fight.\Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight...\If you lack ambition, then be gone!\They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship! response:	A Dartanian ship is approaching at top speed!
context: Not without a fight.\Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight...\If you lack ambition, then be gone!\They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed! response:	That's... Milza Kuches!
context: Milza! Stop!\My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight...\If you lack ambition, then be gone!\They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed!\That's... Milza Kuches! response:	Everyone! Abandon ship!
context: My father, Sayid Kuches. Lounging complacently on a throne.\Such a man who lacks foresight...\If you lack ambition, then be gone!\They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed!\That's... Milza Kuches!\Everyone! Abandon ship! response:	You're deserting your own ship?
context: Such a man who lacks foresight...\If you lack ambition, then be gone!\They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed!\That's... Milza Kuches!\Everyone! Abandon ship!\You're deserting your own ship? response:	If it means taking you with me,
context: If you lack ambition, then be gone!\They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed!\That's... Milza Kuches!\Everyone! Abandon ship!\You're deserting your own ship?\If it means taking you with me, response:	I won't shed a tear over sinking this ship.
context: They've got some nerve.\I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed!\That's... Milza Kuches!\Everyone! Abandon ship!\You're deserting your own ship?\If it means taking you with me,\I won't shed a tear over sinking this ship. response:	Impressive call.
context: I don't care if the oars snap in two, get closer to the enemy ship!\A Dartanian ship is approaching at top speed!\That's... Milza Kuches!\Everyone! Abandon ship!\You're deserting your own ship?\If it means taking you with me,\I won't shed a tear over sinking this ship.\Impressive call. response:	But I don't intend to die in a place like this.
context: A Dartanian ship is approaching at top speed!\That's... Milza Kuches!\Everyone! Abandon ship!\You're deserting your own ship?\If it means taking you with me,\I won't shed a tear over sinking this ship.\Impressive call.\But I don't intend to die in a place like this. response:	Now, then!
context: That's... Milza Kuches!\Everyone! Abandon ship!\You're deserting your own ship?\If it means taking you with me,\I won't shed a tear over sinking this ship.\Impressive call.\But I don't intend to die in a place like this.\Now, then! response:	Going on the defensive to buy time...
context: Everyone! Abandon ship!\You're deserting your own ship?\If it means taking you with me,\I won't shed a tear over sinking this ship.\Impressive call.\But I don't intend to die in a place like this.\Now, then!\Going on the defensive to buy time... response:	You Altirk Lords all fight the same way!
context: You're deserting your own ship?\If it means taking you with me,\I won't shed a tear over sinking this ship.\Impressive call.\But I don't intend to die in a place like this.\Now, then!\Going on the defensive to buy time...\You Altirk Lords all fight the same way! response:	Just as... expected...
context: If it means taking you with me,\I won't shed a tear over sinking this ship.\Impressive call.\But I don't intend to die in a place like this.\Now, then!\Going on the defensive to buy time...\You Altirk Lords all fight the same way!\Just as... expected... response:	The time has come.
context: I won't shed a tear over sinking this ship.\Impressive call.\But I don't intend to die in a place like this.\Now, then!\Going on the defensive to buy time...\You Altirk Lords all fight the same way!\Just as... expected...\The time has come. response:	Our allies are retreating from the southwest.
context: Impressive call.\But I don't intend to die in a place like this.\Now, then!\Going on the defensive to buy time...\You Altirk Lords all fight the same way!\Just as... expected...\The time has come.\Our allies are retreating from the southwest. response:	Cover them by assaulting their pursuers.
context: But I don't intend to die in a place like this.\Now, then!\Going on the defensive to buy time...\You Altirk Lords all fight the same way!\Just as... expected...\The time has come.\Our allies are retreating from the southwest.\Cover them by assaulting their pursuers. response:	Understood!
context: Now, then!\Going on the defensive to buy time...\You Altirk Lords all fight the same way!\Just as... expected...\The time has come.\Our allies are retreating from the southwest.\Cover them by assaulting their pursuers.\Understood! response:	P-Please, burn.
context: Going on the defensive to buy time...\You Altirk Lords all fight the same way!\Just as... expected...\The time has come.\Our allies are retreating from the southwest.\Cover them by assaulting their pursuers.\Understood!\P-Please, burn. response:	Where'd that come from?
context: You Altirk Lords all fight the same way!\Just as... expected...\The time has come.\Our allies are retreating from the southwest.\Cover them by assaulting their pursuers.\Understood!\P-Please, burn.\Where'd that come from? response:	I-I'm so sorry...
context: Just as... expected...\The time has come.\Our allies are retreating from the southwest.\Cover them by assaulting their pursuers.\Understood!\P-Please, burn.\Where'd that come from?\I-I'm so sorry... response:	The enemy is now disoriented.
context: The time has come.\Our allies are retreating from the southwest.\Cover them by assaulting their pursuers.\Understood!\P-Please, burn.\Where'd that come from?\I-I'm so sorry...\The enemy is now disoriented. response:	Surround and annihilate them!
context: Our allies are retreating from the southwest.\Cover them by assaulting their pursuers.\Understood!\P-Please, burn.\Where'd that come from?\I-I'm so sorry...\The enemy is now disoriented.\Surround and annihilate them! response:	Now that I've made it my enemy, Altirk is more formidable than I thought.
context: Cover them by assaulting their pursuers.\Understood!\P-Please, burn.\Where'd that come from?\I-I'm so sorry...\The enemy is now disoriented.\Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought. response:	Back to the battlefield. Pursue the Altirk ships!
context: Understood!\P-Please, burn.\Where'd that come from?\I-I'm so sorry...\The enemy is now disoriented.\Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships! response:	Yes, sir!
context: P-Please, burn.\Where'd that come from?\I-I'm so sorry...\The enemy is now disoriented.\Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships!\Yes, sir! response:	Villar...
context: Where'd that come from?\I-I'm so sorry...\The enemy is now disoriented.\Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships!\Yes, sir!\Villar... response:	Accept your fate and perish!
context: I-I'm so sorry...\The enemy is now disoriented.\Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships!\Yes, sir!\Villar...\Accept your fate and perish! response:	Milza, eh?
context: The enemy is now disoriented.\Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships!\Yes, sir!\Villar...\Accept your fate and perish!\Milza, eh? response:	He's a man who can change the tide of war all on his own.
context: Surround and annihilate them!\Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships!\Yes, sir!\Villar...\Accept your fate and perish!\Milza, eh?\He's a man who can change the tide of war all on his own. response:	Not that I wasn't aware of it.
context: Now that I've made it my enemy, Altirk is more formidable than I thought.\Back to the battlefield. Pursue the Altirk ships!\Yes, sir!\Villar...\Accept your fate and perish!\Milza, eh?\He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it. response:	But by the same token, we only need to defeat Milza.
context: Back to the battlefield. Pursue the Altirk ships!\Yes, sir!\Villar...\Accept your fate and perish!\Milza, eh?\He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza. response:	Once he's out of the picture, Dartania will surely ally itself with us again.
context: Yes, sir!\Villar...\Accept your fate and perish!\Milza, eh?\He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again. response:	Next time he appears on the battlefield, so too shall I.
context: Villar...\Accept your fate and perish!\Milza, eh?\He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I. response:	For I cannot stomach the thought of losing my valued men to Milza alone.
context: Accept your fate and perish!\Milza, eh?\He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone. response:	When that time comes, please allow me to accompany you.
context: Milza, eh?\He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you. response:	Whether it be ship or man, I shall burn it to the ground with hellfire!
context: He's a man who can change the tide of war all on his own.\Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire! response:	Is Dartania not the country where you were born?
context: Not that I wasn't aware of it.\But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born? response:	That man annihilated my clan.
context: But by the same token, we only need to defeat Milza.\Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born?\That man annihilated my clan. response:	And I am no longer a member of the Mage Academy.
context: Once he's out of the picture, Dartania will surely ally itself with us again.\Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born?\That man annihilated my clan.\And I am no longer a member of the Mage Academy. response:	I am free to fight as I wish.
context: Next time he appears on the battlefield, so too shall I.\For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born?\That man annihilated my clan.\And I am no longer a member of the Mage Academy.\I am free to fight as I wish. response:	That so?
context: For I cannot stomach the thought of losing my valued men to Milza alone.\When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born?\That man annihilated my clan.\And I am no longer a member of the Mage Academy.\I am free to fight as I wish.\That so? response:	Compared to when we left the castle, we now have twice as many soldiers.
context: When that time comes, please allow me to accompany you.\Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born?\That man annihilated my clan.\And I am no longer a member of the Mage Academy.\I am free to fight as I wish.\That so?\Compared to when we left the castle, we now have twice as many soldiers. response:	Taking our recruiting efforts into account, who knew that we'd muster this many...
context: Whether it be ship or man, I shall burn it to the ground with hellfire!\Is Dartania not the country where you were born?\That man annihilated my clan.\And I am no longer a member of the Mage Academy.\I am free to fight as I wish.\That so?\Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many... response:	Does this mean you're actually beloved, Lord Theo?
context: Is Dartania not the country where you were born?\That man annihilated my clan.\And I am no longer a member of the Mage Academy.\I am free to fight as I wish.\That so?\Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo? response:	No, you saw it yourself.
context: That man annihilated my clan.\And I am no longer a member of the Mage Academy.\I am free to fight as I wish.\That so?\Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself. response:	I speak to them, and it's like I don't even exist.
context: And I am no longer a member of the Mage Academy.\I am free to fight as I wish.\That so?\Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself.\I speak to them, and it's like I don't even exist. response:	It really stung, making me feel like an eyesore.
context: I am free to fight as I wish.\That so?\Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself.\I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore. response:	I never paid any attention to them, but not so for Lord Theo.
context: That so?\Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself.\I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo. response:	Perhaps simply watching over them is one way to rule.
context: Compared to when we left the castle, we now have twice as many soldiers.\Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself.\I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule. response:	Currently, we have the upper hand in this battle.
context: Taking our recruiting efforts into account, who knew that we'd muster this many...\Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself.\I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle. response:	Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.
context: Does this mean you're actually beloved, Lord Theo?\No, you saw it yourself.\I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow. response:	Looks like Waldlind stood pat until the end.
context: No, you saw it yourself.\I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end. response:	I wonder why?
context: I speak to them, and it's like I don't even exist.\It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end.\I wonder why? response:	I have no idea.
context: It really stung, making me feel like an eyesore.\I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end.\I wonder why?\I have no idea. response:	But all the same, we need to take every measure we can.
context: I never paid any attention to them, but not so for Lord Theo.\Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end.\I wonder why?\I have no idea.\But all the same, we need to take every measure we can. response:	Fire away, if you please!
context: Perhaps simply watching over them is one way to rule.\Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end.\I wonder why?\I have no idea.\But all the same, we need to take every measure we can.\Fire away, if you please! response:	Leave it to me!
context: Currently, we have the upper hand in this battle.\Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end.\I wonder why?\I have no idea.\But all the same, we need to take every measure we can.\Fire away, if you please!\Leave it to me! response:	Don't panic! We won't get hit that easily!
context: Haman's colossal ship, the Palace of the Sea, should be here by tomorrow.\Looks like Waldlind stood pat until the end.\I wonder why?\I have no idea.\But all the same, we need to take every measure we can.\Fire away, if you please!\Leave it to me!\Don't panic! We won't get hit that easily! response:	First volley, ready...
context: Looks like Waldlind stood pat until the end.\I wonder why?\I have no idea.\But all the same, we need to take every measure we can.\Fire away, if you please!\Leave it to me!\Don't panic! We won't get hit that easily!\First volley, ready... response:	Fire!
context: I wonder why?\I have no idea.\But all the same, we need to take every measure we can.\Fire away, if you please!\Leave it to me!\Don't panic! We won't get hit that easily!\First volley, ready...\Fire! response:	Damn!
context: I have no idea.\But all the same, we need to take every measure we can.\Fire away, if you please!\Leave it to me!\Don't panic! We won't get hit that easily!\First volley, ready...\Fire!\Damn! response:	All ships, take the smaller boats ashore. Take as many troops and cargo as you can!
context: But all the same, we need to take every measure we can.\Fire away, if you please!\Leave it to me!\Don't panic! We won't get hit that easily!\First volley, ready...\Fire!\Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can! response:	All that's left is the Earl of Regalia! Find him!
context: Fire away, if you please!\Leave it to me!\Don't panic! We won't get hit that easily!\First volley, ready...\Fire!\Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him! response:	How did it come to this?
context: Leave it to me!\Don't panic! We won't get hit that easily!\First volley, ready...\Fire!\Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him!\How did it come to this? response:	It's all because you got ahead of yourself.
context: Don't panic! We won't get hit that easily!\First volley, ready...\Fire!\Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him!\How did it come to this?\It's all because you got ahead of yourself. response:	I'm begging you! Get me out of this!
context: First volley, ready...\Fire!\Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him!\How did it come to this?\It's all because you got ahead of yourself.\I'm begging you! Get me out of this! response:	Well, I did just request backup from Lord Solon.
context: Fire!\Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him!\How did it come to this?\It's all because you got ahead of yourself.\I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon. response:	But we're surrounded on all sides by the Waldlind forces.
context: Damn!\All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him!\How did it come to this?\It's all because you got ahead of yourself.\I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces. response:	I'm not sure if they'll come or not...
context: All ships, take the smaller boats ashore. Take as many troops and cargo as you can!\All that's left is the Earl of Regalia! Find him!\How did it come to this?\It's all because you got ahead of yourself.\I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not... response:	Enemy forces spotted!
context: All that's left is the Earl of Regalia! Find him!\How did it come to this?\It's all because you got ahead of yourself.\I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not...\Enemy forces spotted! response:	Hey, they really came!
context: How did it come to this?\It's all because you got ahead of yourself.\I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not...\Enemy forces spotted!\Hey, they really came! response:	Lord Solon!
context: It's all because you got ahead of yourself.\I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not...\Enemy forces spotted!\Hey, they really came!\Lord Solon! response:	Earl of Regalia! So glad to see you safe!
context: I'm begging you! Get me out of this!\Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not...\Enemy forces spotted!\Hey, they really came!\Lord Solon!\Earl of Regalia! So glad to see you safe! response:	Lord Solon...
context: Well, I did just request backup from Lord Solon.\But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not...\Enemy forces spotted!\Hey, they really came!\Lord Solon!\Earl of Regalia! So glad to see you safe!\Lord Solon... response:	- Get these two horses. - Yes, sir!
context: But we're surrounded on all sides by the Waldlind forces.\I'm not sure if they'll come or not...\Enemy forces spotted!\Hey, they really came!\Lord Solon!\Earl of Regalia! So glad to see you safe!\Lord Solon...\- Get these two horses. - Yes, sir! response:	I appreciate this.
context: I'm not sure if they'll come or not...\Enemy forces spotted!\Hey, they really came!\Lord Solon!\Earl of Regalia! So glad to see you safe!\Lord Solon...\- Get these two horses. - Yes, sir!\I appreciate this. response:	Well, as someone greatly indebted to Lord Villar,
