context: We made it back alive. response:	We made it back alive...
context: You, along with Akutagawa-kun,\are a strike force under the boss's direct supervision.\As such, you have the authority to give orders to us in the combat squad.\In that sense, you are our superior.\But what makes us obey is not your authority,\Rashoumon\but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun... response:	During the time Akutagawa-kun is incapacitated,
context: are a strike force under the boss's direct supervision.\As such, you have the authority to give orders to us in the combat squad.\In that sense, you are our superior.\But what makes us obey is not your authority,\Rashoumon\but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun...\During the time Akutagawa-kun is incapacitated, response:	do you possess something that motivates us to obey?
context: As such, you have the authority to give orders to us in the combat squad.\In that sense, you are our superior.\But what makes us obey is not your authority,\Rashoumon\but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun...\During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey? response:	I don't need your help!
context: In that sense, you are our superior.\But what makes us obey is not your authority,\Rashoumon\but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun...\During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey?\I don't need your help! response:	Akutagawa-senpai!
context: But what makes us obey is not your authority,\Rashoumon\but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun...\During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey?\I don't need your help!\Akutagawa-senpai! response:	Even for you, this would be suicide!
context: Rashoumon\but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun...\During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey?\I don't need your help!\Akutagawa-senpai!\Even for you, this would be suicide! response:	You're walking right into a building full of security guards!
context: but fear and respect for the ability Akutagawa-kun wields.\Higuchi-kun...\During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey?\I don't need your help!\Akutagawa-senpai!\Even for you, this would be suicide!\You're walking right into a building full of security guards! response:	You didn't even give us subordinates any orders about how to support you
context: Higuchi-kun...\During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey?\I don't need your help!\Akutagawa-senpai!\Even for you, this would be suicide!\You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you response:	Shut up!
context: During the time Akutagawa-kun is incapacitated,\do you possess something that motivates us to obey?\I don't need your help!\Akutagawa-senpai!\Even for you, this would be suicide!\You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you\Shut up! response:	What would you know about any of this?
context: do you possess something that motivates us to obey?\I don't need your help!\Akutagawa-senpai!\Even for you, this would be suicide!\You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you\Shut up!\What would you know about any of this? response:	That's a beacon.
context: I don't need your help!\Akutagawa-senpai!\Even for you, this would be suicide!\You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you\Shut up!\What would you know about any of this?\That's a beacon. response:	A beacon visible from anywhere in the city.
context: Akutagawa-senpai!\Even for you, this would be suicide!\You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you\Shut up!\What would you know about any of this?\That's a beacon.\A beacon visible from anywhere in the city. response:	It is a powerful beacon that will be seen by the one
context: Even for you, this would be suicide!\You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you\Shut up!\What would you know about any of this?\That's a beacon.\A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one response:	who left without a word,
context: You're walking right into a building full of security guards!\You didn't even give us subordinates any orders about how to support you\Shut up!\What would you know about any of this?\That's a beacon.\A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one\who left without a word, response:	and without acknowledging my power.
context: You didn't even give us subordinates any orders about how to support you\Shut up!\What would you know about any of this?\That's a beacon.\A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one\who left without a word,\and without acknowledging my power. response:	But it's my job to help you!
context: Shut up!\What would you know about any of this?\That's a beacon.\A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one\who left without a word,\and without acknowledging my power.\But it's my job to help you! response:	I don't need your help!
context: What would you know about any of this?\That's a beacon.\A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one\who left without a word,\and without acknowledging my power.\But it's my job to help you!\I don't need your help! response:	I need no one's help!
context: That's a beacon.\A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one\who left without a word,\and without acknowledging my power.\But it's my job to help you!\I don't need your help!\I need no one's help! response:	I'm back.
context: A beacon visible from anywhere in the city.\It is a powerful beacon that will be seen by the one\who left without a word,\and without acknowledging my power.\But it's my job to help you!\I don't need your help!\I need no one's help!\I'm back. response:	Have you ever felt that you are actually suited for this job?
context: It is a powerful beacon that will be seen by the one\who left without a word,\and without acknowledging my power.\But it's my job to help you!\I don't need your help!\I need no one's help!\I'm back.\Have you ever felt that you are actually suited for this job? response:	Of course not...
context: who left without a word,\and without acknowledging my power.\But it's my job to help you!\I don't need your help!\I need no one's help!\I'm back.\Have you ever felt that you are actually suited for this job?\Of course not... response:	Yes? This is Higuchi.
context: and without acknowledging my power.\But it's my job to help you!\I don't need your help!\I need no one's help!\I'm back.\Have you ever felt that you are actually suited for this job?\Of course not...\Yes? This is Higuchi. response:	What?!
context: But it's my job to help you!\I don't need your help!\I need no one's help!\I'm back.\Have you ever felt that you are actually suited for this job?\Of course not...\Yes? This is Higuchi.\What?! response:	I urge you to reconsider.
context: I don't need your help!\I need no one's help!\I'm back.\Have you ever felt that you are actually suited for this job?\Of course not...\Yes? This is Higuchi.\What?!\I urge you to reconsider. response:	Your actions are contrary to what the brass would want.
context: I need no one's help!\I'm back.\Have you ever felt that you are actually suited for this job?\Of course not...\Yes? This is Higuchi.\What?!\I urge you to reconsider.\Your actions are contrary to what the brass would want. response:	Are you sane?
context: I'm back.\Have you ever felt that you are actually suited for this job?\Of course not...\Yes? This is Higuchi.\What?!\I urge you to reconsider.\Your actions are contrary to what the brass would want.\Are you sane? response:	That's suicide!
context: Have you ever felt that you are actually suited for this job?\Of course not...\Yes? This is Higuchi.\What?!\I urge you to reconsider.\Your actions are contrary to what the brass would want.\Are you sane?\That's suicide! response:	Akutagawa was abducted by foreign mercs
context: Of course not...\Yes? This is Higuchi.\What?!\I urge you to reconsider.\Your actions are contrary to what the brass would want.\Are you sane?\That's suicide!\Akutagawa was abducted by foreign mercs response:	hired by Karma Transit's remnants!
context: Yes? This is Higuchi.\What?!\I urge you to reconsider.\Your actions are contrary to what the brass would want.\Are you sane?\That's suicide!\Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants! response:	Not only do they have numbers on their side,
context: What?!\I urge you to reconsider.\Your actions are contrary to what the brass would want.\Are you sane?\That's suicide!\Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants!\Not only do they have numbers on their side, response:	they're armed to the teeth!
context: I urge you to reconsider.\Your actions are contrary to what the brass would want.\Are you sane?\That's suicide!\Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants!\Not only do they have numbers on their side,\they're armed to the teeth! response:	The boss will eventually issue orders to conduct a retrieval operation.
context: Your actions are contrary to what the brass would want.\Are you sane?\That's suicide!\Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants!\Not only do they have numbers on their side,\they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation. response:	Wait until that happens!
context: Are you sane?\That's suicide!\Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants!\Not only do they have numbers on their side,\they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens! response:	There will be no order!
context: That's suicide!\Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants!\Not only do they have numbers on their side,\they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens!\There will be no order! response:	If we retaliate as an organization against smugglers
context: Akutagawa was abducted by foreign mercs\hired by Karma Transit's remnants!\Not only do they have numbers on their side,\they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens!\There will be no order!\If we retaliate as an organization against smugglers response:	who targeted Akutagawa-senpai as an individual,
context: hired by Karma Transit's remnants!\Not only do they have numbers on their side,\they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens!\There will be no order!\If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual, response:	the ripple effect will trigger a large-scale conflict with other organizations.
context: Not only do they have numbers on their side,\they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens!\There will be no order!\If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations. response:	To avoid that,
context: they're armed to the teeth!\The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens!\There will be no order!\If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that, response:	the brass will turn a blind eye to a personal dispute between individual members...
context: The boss will eventually issue orders to conduct a retrieval operation.\Wait until that happens!\There will be no order!\If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that,\the brass will turn a blind eye to a personal dispute between individual members... response:	Akutagawa-senpai has been cut off.
context: Wait until that happens!\There will be no order!\If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that,\the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off. response:	But what can you hope to do by yourself?
context: There will be no order!\If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that,\the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off.\But what can you hope to do by yourself? response:	Nothing.
context: If we retaliate as an organization against smugglers\who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that,\the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off.\But what can you hope to do by yourself?\Nothing. response:	Still!
context: who targeted Akutagawa-senpai as an individual,\the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that,\the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off.\But what can you hope to do by yourself?\Nothing.\Still! response:	I can't stand by and do nothing!
context: the ripple effect will trigger a large-scale conflict with other organizations.\To avoid that,\the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off.\But what can you hope to do by yourself?\Nothing.\Still!\I can't stand by and do nothing! response:	I knew...
context: To avoid that,\the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off.\But what can you hope to do by yourself?\Nothing.\Still!\I can't stand by and do nothing!\I knew... response:	I knew I wasn't suited for this job.
context: the brass will turn a blind eye to a personal dispute between individual members...\Akutagawa-senpai has been cut off.\But what can you hope to do by yourself?\Nothing.\Still!\I can't stand by and do nothing!\I knew...\I knew I wasn't suited for this job. response:	I knew I didn't have my subordinates' respect.
context: Akutagawa-senpai has been cut off.\But what can you hope to do by yourself?\Nothing.\Still!\I can't stand by and do nothing!\I knew...\I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect. response:	If I were in your situation,
context: But what can you hope to do by yourself?\Nothing.\Still!\I can't stand by and do nothing!\I knew...\I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect.\If I were in your situation, response:	I'd rethink my current position before an assassin arrives at my doorstep.
context: Nothing.\Still!\I can't stand by and do nothing!\I knew...\I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect.\If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep. response:	It's not easy to leave the Port Mafia,
context: Still!\I can't stand by and do nothing!\I knew...\I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect.\If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia, response:	but it's not impossible.
context: I can't stand by and do nothing!\I knew...\I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect.\If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia,\but it's not impossible. response:	I've thought about it many times.
context: I knew...\I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect.\If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia,\but it's not impossible.\I've thought about it many times. response:	Yet I didn't, because...
context: I knew I wasn't suited for this job.\I knew I didn't have my subordinates' respect.\If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia,\but it's not impossible.\I've thought about it many times.\Yet I didn't, because... response:	Crap.
context: I knew I didn't have my subordinates' respect.\If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia,\but it's not impossible.\I've thought about it many times.\Yet I didn't, because...\Crap. response:	I can't rescue Akutagawa-senpai with this injury...
context: If I were in your situation,\I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia,\but it's not impossible.\I've thought about it many times.\Yet I didn't, because...\Crap.\I can't rescue Akutagawa-senpai with this injury... response:	Yet I didn't, because...
context: I'd rethink my current position before an assassin arrives at my doorstep.\It's not easy to leave the Port Mafia,\but it's not impossible.\I've thought about it many times.\Yet I didn't, because...\Crap.\I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because... response:	Kill everyone you don't recognize!
context: It's not easy to leave the Port Mafia,\but it's not impossible.\I've thought about it many times.\Yet I didn't, because...\Crap.\I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because...\Kill everyone you don't recognize! response:	Why is the Black Lizard here?
context: but it's not impossible.\I've thought about it many times.\Yet I didn't, because...\Crap.\I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because...\Kill everyone you don't recognize!\Why is the Black Lizard here? response:	You are our superior officer.
context: I've thought about it many times.\Yet I didn't, because...\Crap.\I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because...\Kill everyone you don't recognize!\Why is the Black Lizard here?\You are our superior officer. response:	If our superior officer is in danger,
context: Yet I didn't, because...\Crap.\I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because...\Kill everyone you don't recognize!\Why is the Black Lizard here?\You are our superior officer.\If our superior officer is in danger, response:	we must act.
context: Crap.\I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because...\Kill everyone you don't recognize!\Why is the Black Lizard here?\You are our superior officer.\If our superior officer is in danger,\we must act. response:	I guess we're about done.
context: I can't rescue Akutagawa-senpai with this injury...\Yet I didn't, because...\Kill everyone you don't recognize!\Why is the Black Lizard here?\You are our superior officer.\If our superior officer is in danger,\we must act.\I guess we're about done. response:	Akutagawa-senpai...
context: Yet I didn't, because...\Kill everyone you don't recognize!\Why is the Black Lizard here?\You are our superior officer.\If our superior officer is in danger,\we must act.\I guess we're about done.\Akutagawa-senpai... response:	Senpai...
context: Kill everyone you don't recognize!\Why is the Black Lizard here?\You are our superior officer.\If our superior officer is in danger,\we must act.\I guess we're about done.\Akutagawa-senpai...\Senpai... response:	Senpai!
context: Why is the Black Lizard here?\You are our superior officer.\If our superior officer is in danger,\we must act.\I guess we're about done.\Akutagawa-senpai...\Senpai...\Senpai! response:	Higuchi?
context: You are our superior officer.\If our superior officer is in danger,\we must act.\I guess we're about done.\Akutagawa-senpai...\Senpai...\Senpai!\Higuchi? response:	Senpai, you're bleeding.
context: If our superior officer is in danger,\we must act.\I guess we're about done.\Akutagawa-senpai...\Senpai...\Senpai!\Higuchi?\Senpai, you're bleeding. response:	Sorry about all this.
context: we must act.\I guess we're about done.\Akutagawa-senpai...\Senpai...\Senpai!\Higuchi?\Senpai, you're bleeding.\Sorry about all this. response:	It's not easy to leave the Port Mafia,
context: I guess we're about done.\Akutagawa-senpai...\Senpai...\Senpai!\Higuchi?\Senpai, you're bleeding.\Sorry about all this.\It's not easy to leave the Port Mafia, response:	but it's not impossible.
context: Akutagawa-senpai...\Senpai...\Senpai!\Higuchi?\Senpai, you're bleeding.\Sorry about all this.\It's not easy to leave the Port Mafia,\but it's not impossible. response:	Yet I didn't, because...
context: Senpai...\Senpai!\Higuchi?\Senpai, you're bleeding.\Sorry about all this.\It's not easy to leave the Port Mafia,\but it's not impossible.\Yet I didn't, because... response:	It's my job.
context: Senpai!\Higuchi?\Senpai, you're bleeding.\Sorry about all this.\It's not easy to leave the Port Mafia,\but it's not impossible.\Yet I didn't, because...\It's my job. response:	You look after the girl.
context: Higuchi?\Senpai, you're bleeding.\Sorry about all this.\It's not easy to leave the Port Mafia,\but it's not impossible.\Yet I didn't, because...\It's my job.\You look after the girl. response:	What, me?
context: Senpai, you're bleeding.\Sorry about all this.\It's not easy to leave the Port Mafia,\but it's not impossible.\Yet I didn't, because...\It's my job.\You look after the girl.\What, me? response:	Of course.
context: Sorry about all this.\It's not easy to leave the Port Mafia,\but it's not impossible.\Yet I didn't, because...\It's my job.\You look after the girl.\What, me?\Of course. response:	You saved her.
context: It's not easy to leave the Port Mafia,\but it's not impossible.\Yet I didn't, because...\It's my job.\You look after the girl.\What, me?\Of course.\You saved her. response:	Okay.
context: but it's not impossible.\Yet I didn't, because...\It's my job.\You look after the girl.\What, me?\Of course.\You saved her.\Okay. response:	Excuse me.
context: Yet I didn't, because...\It's my job.\You look after the girl.\What, me?\Of course.\You saved her.\Okay.\Excuse me. response:	We're from the city police.
context: It's my job.\You look after the girl.\What, me?\Of course.\You saved her.\Okay.\Excuse me.\We're from the city police. response:	Oh?
context: You look after the girl.\What, me?\Of course.\You saved her.\Okay.\Excuse me.\We're from the city police.\Oh? response:	You're Minoura-kun. Your subordinate was arrested a while ago, right?
context: What, me?\Of course.\You saved her.\Okay.\Excuse me.\We're from the city police.\Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right? response:	We're here today on a different matter, detective.
context: Of course.\You saved her.\Okay.\Excuse me.\We're from the city police.\Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective. response:	We have a case.
context: You saved her.\Okay.\Excuse me.\We're from the city police.\Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective.\We have a case. response:	Episode 11 Second, an Ecstatic Detective Agency
context: Okay.\Excuse me.\We're from the city police.\Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective.\We have a case.\Episode 11 Second, an Ecstatic Detective Agency response:	They left as soon as they were done talking business,
context: Excuse me.\We're from the city police.\Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective.\We have a case.\Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business, response:	without even having had tea.
context: We're from the city police.\Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective.\We have a case.\Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business,\without even having had tea. response:	I guess policemen in cities are busy.
context: Oh?\You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective.\We have a case.\Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business,\without even having had tea.\I guess policemen in cities are busy. response:	Where you're from, do the police have lots of free time?
context: You're Minoura-kun. Your subordinate was arrested a while ago, right?\We're here today on a different matter, detective.\We have a case.\Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business,\without even having had tea.\I guess policemen in cities are busy.\Where you're from, do the police have lots of free time? response:	Everyone knows each other in my village.
context: We're here today on a different matter, detective.\We have a case.\Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business,\without even having had tea.\I guess policemen in cities are busy.\Where you're from, do the police have lots of free time?\Everyone knows each other in my village. response:	Our policeman's job would be fixing the well's pump,
context: We have a case.\Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business,\without even having had tea.\I guess policemen in cities are busy.\Where you're from, do the police have lots of free time?\Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump, response:	rescuing cats from chimneys,
context: Episode 11 Second, an Ecstatic Detective Agency\They left as soon as they were done talking business,\without even having had tea.\I guess policemen in cities are busy.\Where you're from, do the police have lots of free time?\Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys, response:	and tasting the year's first watermelon.
context: They left as soon as they were done talking business,\without even having had tea.\I guess policemen in cities are busy.\Where you're from, do the police have lots of free time?\Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys,\and tasting the year's first watermelon. response:	What the...
context: without even having had tea.\I guess policemen in cities are busy.\Where you're from, do the police have lots of free time?\Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys,\and tasting the year's first watermelon.\What the... response:	What happens if anyone commits a crime?
context: I guess policemen in cities are busy.\Where you're from, do the police have lots of free time?\Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys,\and tasting the year's first watermelon.\What the...\What happens if anyone commits a crime? response:	The perpertrator'd get tied up and thrown off a cliff.
context: Where you're from, do the police have lots of free time?\Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys,\and tasting the year's first watermelon.\What the...\What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff. response:	Um, Kenji-san...
context: Everyone knows each other in my village.\Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys,\and tasting the year's first watermelon.\What the...\What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san... response:	You can call me Kenji-kun.
context: Our policeman's job would be fixing the well's pump,\rescuing cats from chimneys,\and tasting the year's first watermelon.\What the...\What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san...\You can call me Kenji-kun. response:	Until two months ago, I was living in a village called Ihatov
context: rescuing cats from chimneys,\and tasting the year's first watermelon.\What the...\What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san...\You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov response:	where there is neither electricity nor telephones.
context: and tasting the year's first watermelon.\What the...\What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san...\You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones. response:	I was recruited by the president and came to the city.
context: What the...\What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san...\You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones.\I was recruited by the president and came to the city. response:	The city's full of new concepts. I'm having a lot of fun.
context: What happens if anyone commits a crime?\The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san...\You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones.\I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun. response:	New? Like what?
context: The perpertrator'd get tied up and thrown off a cliff.\Um, Kenji-san...\You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones.\I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun.\New? Like what? response:	Isn't bartering good enough?
context: Um, Kenji-san...\You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones.\I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun.\New? Like what?\Isn't bartering good enough? response:	First, I don't really understand the concept of money.
context: You can call me Kenji-kun.\Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones.\I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun.\New? Like what?\Isn't bartering good enough?\First, I don't really understand the concept of money. response:	I see...
context: Until two months ago, I was living in a village called Ihatov\where there is neither electricity nor telephones.\I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun.\New? Like what?\Isn't bartering good enough?\First, I don't really understand the concept of money.\I see... response:	Kunikida-san,
context: where there is neither electricity nor telephones.\I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun.\New? Like what?\Isn't bartering good enough?\First, I don't really understand the concept of money.\I see...\Kunikida-san, response:	What should we about the request from the city police earlier?
context: I was recruited by the president and came to the city.\The city's full of new concepts. I'm having a lot of fun.\New? Like what?\Isn't bartering good enough?\First, I don't really understand the concept of money.\I see...\Kunikida-san,\What should we about the request from the city police earlier? response:	A car in motion blew up for unknown reasons...
context: The city's full of new concepts. I'm having a lot of fun.\New? Like what?\Isn't bartering good enough?\First, I don't really understand the concept of money.\I see...\Kunikida-san,\What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons... response:	It'll be a challenge. The police have given up on it.
context: New? Like what?\Isn't bartering good enough?\First, I don't really understand the concept of money.\I see...\Kunikida-san,\What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it. response:	Atsushi, want to give this one a try?
context: Isn't bartering good enough?\First, I don't really understand the concept of money.\I see...\Kunikida-san,\What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try? response:	Shadow another agent and quickly learn the ropes.
context: First, I don't really understand the concept of money.\I see...\Kunikida-san,\What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes. response:	You can do this.
context: I see...\Kunikida-san,\What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes.\You can do this. response:	Got it.
context: Kunikida-san,\What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes.\You can do this.\Got it. response:	What's going on?
context: What should we about the request from the city police earlier?\A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes.\You can do this.\Got it.\What's going on? response:	What's that?
context: A car in motion blew up for unknown reasons...\It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes.\You can do this.\Got it.\What's going on?\What's that? response:	I heard a car was just going along when it suddenly flew to there.
context: It'll be a challenge. The police have given up on it.\Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes.\You can do this.\Got it.\What's going on?\What's that?\I heard a car was just going along when it suddenly flew to there. response:	Another explosion?
context: Atsushi, want to give this one a try?\Shadow another agent and quickly learn the ropes.\You can do this.\Got it.\What's going on?\What's that?\I heard a car was just going along when it suddenly flew to there.\Another explosion? response:	I'm not sure I'm up for this...
context: Shadow another agent and quickly learn the ropes.\You can do this.\Got it.\What's going on?\What's that?\I heard a car was just going along when it suddenly flew to there.\Another explosion?\I'm not sure I'm up for this... response:	The driver died on impact. He hasn't been identified.
context: You can do this.\Got it.\What's going on?\What's that?\I heard a car was just going along when it suddenly flew to there.\Another explosion?\I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified. response:	Why not?
context: Got it.\What's going on?\What's that?\I heard a car was just going along when it suddenly flew to there.\Another explosion?\I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified.\Why not? response:	Can't we identify people if their fingerprints or teeth are intact?
context: What's going on?\What's that?\I heard a car was just going along when it suddenly flew to there.\Another explosion?\I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified.\Why not?\Can't we identify people if their fingerprints or teeth are intact? response:	Yes.
context: What's that?\I heard a car was just going along when it suddenly flew to there.\Another explosion?\I'm not sure I'm up for this...\The driver died on impact. He hasn't been identified.\Why not?\Can't we identify people if their fingerprints or teeth are intact?\Yes. response:	If they were intact.
