context: Um... response:	Experiment Result: Human is dead,
context: That's a Mayuri habit.\I've taken to calling it the Stardust Shake Hand.\I was wondering if I could reach the stars...\You can't even see the stars.\You know, even in the daytime, the stars are still there.\Those were powerful EM waves.\A cell phone malfunction is a real possibility.\But I saw that banana. response:	The Phone Microwave(name subject to change) is a time machine!
context: I've taken to calling it the Stardust Shake Hand.\I was wondering if I could reach the stars...\You can't even see the stars.\You know, even in the daytime, the stars are still there.\Those were powerful EM waves.\A cell phone malfunction is a real possibility.\But I saw that banana.\The Phone Microwave(name subject to change) is a time machine! response:	The hell it is.
context: I was wondering if I could reach the stars...\You can't even see the stars.\You know, even in the daytime, the stars are still there.\Those were powerful EM waves.\A cell phone malfunction is a real possibility.\But I saw that banana.\The Phone Microwave(name subject to change) is a time machine!\The hell it is. response:	Feyris-chan...
context: You can't even see the stars.\You know, even in the daytime, the stars are still there.\Those were powerful EM waves.\A cell phone malfunction is a real possibility.\But I saw that banana.\The Phone Microwave(name subject to change) is a time machine!\The hell it is.\Feyris-chan... response:	Why did this happen to you?
context: You know, even in the daytime, the stars are still there.\Those were powerful EM waves.\A cell phone malfunction is a real possibility.\But I saw that banana.\The Phone Microwave(name subject to change) is a time machine!\The hell it is.\Feyris-chan...\Why did this happen to you? response:	I'm closing the lid.
context: Those were powerful EM waves.\A cell phone malfunction is a real possibility.\But I saw that banana.\The Phone Microwave(name subject to change) is a time machine!\The hell it is.\Feyris-chan...\Why did this happen to you?\I'm closing the lid. response:	Daru is like the universe constantly expanding.
context: A cell phone malfunction is a real possibility.\But I saw that banana.\The Phone Microwave(name subject to change) is a time machine!\The hell it is.\Feyris-chan...\Why did this happen to you?\I'm closing the lid.\Daru is like the universe constantly expanding. response:	Shining Finger?
context: But I saw that banana.\The Phone Microwave(name subject to change) is a time machine!\The hell it is.\Feyris-chan...\Why did this happen to you?\I'm closing the lid.\Daru is like the universe constantly expanding.\Shining Finger? response:	What is Titor doing?
context: The Phone Microwave(name subject to change) is a time machine!\The hell it is.\Feyris-chan...\Why did this happen to you?\I'm closing the lid.\Daru is like the universe constantly expanding.\Shining Finger?\What is Titor doing? response:	He told me to message him.
context: The hell it is.\Feyris-chan...\Why did this happen to you?\I'm closing the lid.\Daru is like the universe constantly expanding.\Shining Finger?\What is Titor doing?\He told me to message him. response:	Tell me how to reach the Super Haker! Moeka
context: Feyris-chan...\Why did this happen to you?\I'm closing the lid.\Daru is like the universe constantly expanding.\Shining Finger?\What is Titor doing?\He told me to message him.\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Why did this happen to you?\I'm closing the lid.\Daru is like the universe constantly expanding.\Shining Finger?\What is Titor doing?\He told me to message him.\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: I'm closing the lid.\Daru is like the universe constantly expanding.\Shining Finger?\What is Titor doing?\He told me to message him.\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Daru is like the universe constantly expanding.\Shining Finger?\What is Titor doing?\He told me to message him.\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Shining Finger?\What is Titor doing?\He told me to message him.\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: What is Titor doing?\He told me to message him.\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: He told me to message him.\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker! Moeka
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka response:	Tell me how to reach the Super Haker...
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker... response:	Enough, already!
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker...\Enough, already! response:	You have a new message.
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker...\Enough, already!\You have a new message. response:	John Titor Are you for real?
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker...\Enough, already!\You have a new message.\John Titor Are you for real? response:	Thank you for the message.
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker...\Enough, already!\You have a new message.\John Titor Are you for real?\Thank you for the message. response:	Regarding the image you sent of that program,
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker...\Enough, already!\You have a new message.\John Titor Are you for real?\Thank you for the message.\Regarding the image you sent of that program, response:	it is indeed a proprietary programming language, developed by IBN.
context: Tell me how to reach the Super Haker! Moeka\Tell me how to reach the Super Haker...\Enough, already!\You have a new message.\John Titor Are you for real?\Thank you for the message.\Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN. response:	And decoding it will require an IBN 5100.
context: Tell me how to reach the Super Haker...\Enough, already!\You have a new message.\John Titor Are you for real?\Thank you for the message.\Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100. response:	Listen to me!
context: Enough, already!\You have a new message.\John Titor Are you for real?\Thank you for the message.\Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100.\Listen to me! response:	The Future Gadget Lab
context: You have a new message.\John Titor Are you for real?\Thank you for the message.\Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100.\Listen to me!\The Future Gadget Lab response:	will now initiate an emergency secret plan!
context: John Titor Are you for real?\Thank you for the message.\Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100.\Listen to me!\The Future Gadget Lab\will now initiate an emergency secret plan! response:	Okarin, what's wrong?
context: Thank you for the message.\Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100.\Listen to me!\The Future Gadget Lab\will now initiate an emergency secret plan!\Okarin, what's wrong? response:	Wake up, Daru!
context: Regarding the image you sent of that program,\it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100.\Listen to me!\The Future Gadget Lab\will now initiate an emergency secret plan!\Okarin, what's wrong?\Wake up, Daru! response:	We're about to engage in battle with
context: it is indeed a proprietary programming language, developed by IBN.\And decoding it will require an IBN 5100.\Listen to me!\The Future Gadget Lab\will now initiate an emergency secret plan!\Okarin, what's wrong?\Wake up, Daru!\We're about to engage in battle with response:	an immense organization that controls the world from the shadows!
context: And decoding it will require an IBN 5100.\Listen to me!\The Future Gadget Lab\will now initiate an emergency secret plan!\Okarin, what's wrong?\Wake up, Daru!\We're about to engage in battle with\an immense organization that controls the world from the shadows! response:	It's SERN!
context: Listen to me!\The Future Gadget Lab\will now initiate an emergency secret plan!\Okarin, what's wrong?\Wake up, Daru!\We're about to engage in battle with\an immense organization that controls the world from the shadows!\It's SERN! response:	They're a worldwide organization,
context: The Future Gadget Lab\will now initiate an emergency secret plan!\Okarin, what's wrong?\Wake up, Daru!\We're about to engage in battle with\an immense organization that controls the world from the shadows!\It's SERN!\They're a worldwide organization, response:	obsessed with dark science, and they're plotting a vast conspiracy!
context: will now initiate an emergency secret plan!\Okarin, what's wrong?\Wake up, Daru!\We're about to engage in battle with\an immense organization that controls the world from the shadows!\It's SERN!\They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy! response:	The world only needs one mad scientist!
context: Okarin, what's wrong?\Wake up, Daru!\We're about to engage in battle with\an immense organization that controls the world from the shadows!\It's SERN!\They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist! response:	We must complete our quest before they do!
context: Wake up, Daru!\We're about to engage in battle with\an immense organization that controls the world from the shadows!\It's SERN!\They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist!\We must complete our quest before they do! response:	I don't understand what you're saying.
context: We're about to engage in battle with\an immense organization that controls the world from the shadows!\It's SERN!\They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist!\We must complete our quest before they do!\I don't understand what you're saying. response:	First, we need an IBN 5100.
context: an immense organization that controls the world from the shadows!\It's SERN!\They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist!\We must complete our quest before they do!\I don't understand what you're saying.\First, we need an IBN 5100. response:	Then we'll decode SERN's mysterious program.
context: It's SERN!\They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist!\We must complete our quest before they do!\I don't understand what you're saying.\First, we need an IBN 5100.\Then we'll decode SERN's mysterious program. response:	Get ready to depart!
context: They're a worldwide organization,\obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist!\We must complete our quest before they do!\I don't understand what you're saying.\First, we need an IBN 5100.\Then we'll decode SERN's mysterious program.\Get ready to depart! response:	But Mayushii has her part-time job today.
context: obsessed with dark science, and they're plotting a vast conspiracy!\The world only needs one mad scientist!\We must complete our quest before they do!\I don't understand what you're saying.\First, we need an IBN 5100.\Then we'll decode SERN's mysterious program.\Get ready to depart!\But Mayushii has her part-time job today. response:	So I get to do it alone...
context: The world only needs one mad scientist!\We must complete our quest before they do!\I don't understand what you're saying.\First, we need an IBN 5100.\Then we'll decode SERN's mysterious program.\Get ready to depart!\But Mayushii has her part-time job today.\So I get to do it alone... response:	AAA
context: We must complete our quest before they do!\I don't understand what you're saying.\First, we need an IBN 5100.\Then we'll decode SERN's mysterious program.\Get ready to depart!\But Mayushii has her part-time job today.\So I get to do it alone...\AAA response:	Name : Shining Finger
context: I don't understand what you're saying.\First, we need an IBN 5100.\Then we'll decode SERN's mysterious program.\Get ready to depart!\But Mayushii has her part-time job today.\So I get to do it alone...\AAA\Name : Shining Finger response:	AAA
context: First, we need an IBN 5100.\Then we'll decode SERN's mysterious program.\Get ready to depart!\But Mayushii has her part-time job today.\So I get to do it alone...\AAA\Name : Shining Finger\AAA response:	Subject : Sorry if I'm bothering you.
context: Then we'll decode SERN's mysterious program.\Get ready to depart!\But Mayushii has her part-time job today.\So I get to do it alone...\AAA\Name : Shining Finger\AAA\Subject : Sorry if I'm bothering you. response:	and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA
context: Get ready to depart!\But Mayushii has her part-time job today.\So I get to do it alone...\AAA\Name : Shining Finger\AAA\Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA response:	Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...
context: But Mayushii has her part-time job today.\So I get to do it alone...\AAA\Name : Shining Finger\AAA\Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask... response:	It might be worth exchanging information.
context: So I get to do it alone...\AAA\Name : Shining Finger\AAA\Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information. response:	Assistant?
context: AAA\Name : Shining Finger\AAA\Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information.\Assistant? response:	Wait.
context: Name : Shining Finger\AAA\Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information.\Assistant?\Wait. response:	What?
context: AAA\Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information.\Assistant?\Wait.\What? response:	Come with me.
context: Subject : Sorry if I'm bothering you.\and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information.\Assistant?\Wait.\What?\Come with me. response:	Hey!
context: and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA and right now, you're the only one I can ask...AAA\Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information.\Assistant?\Wait.\What?\Come with me.\Hey! response:	You destroyed the jacket's shoulder...
context: Are you mad? Sorry if I'm bothering you. I really need the IBN 5100 information, and right now, you're the only one I can ask...\It might be worth exchanging information.\Assistant?\Wait.\What?\Come with me.\Hey!\You destroyed the jacket's shoulder... response:	Let's both do our best I don't have any real information.
context: It might be worth exchanging information.\Assistant?\Wait.\What?\Come with me.\Hey!\You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information. response:	How about you?
context: Assistant?\Wait.\What?\Come with me.\Hey!\You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information.\How about you? response:	Moeka
context: Wait.\What?\Come with me.\Hey!\You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information.\How about you?\Moeka response:	I don't have any real information.
context: What?\Come with me.\Hey!\You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information.\How about you?\Moeka\I don't have any real information. response:	Useless!
context: Come with me.\Hey!\You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information.\How about you?\Moeka\I don't have any real information.\Useless! response:	Why are you glaring at me?
context: Hey!\You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information.\How about you?\Moeka\I don't have any real information.\Useless!\Why are you glaring at me? response:	Don't worry about it.
context: You destroyed the jacket's shoulder...\Let's both do our best I don't have any real information.\How about you?\Moeka\I don't have any real information.\Useless!\Why are you glaring at me?\Don't worry about it. response:	It's not your fault.
context: Let's both do our best I don't have any real information.\How about you?\Moeka\I don't have any real information.\Useless!\Why are you glaring at me?\Don't worry about it.\It's not your fault. response:	I'd rather you didn't blame me for your own problems.
context: How about you?\Moeka\I don't have any real information.\Useless!\Why are you glaring at me?\Don't worry about it.\It's not your fault.\I'd rather you didn't blame me for your own problems. response:	Are you sulking?
context: Moeka\I don't have any real information.\Useless!\Why are you glaring at me?\Don't worry about it.\It's not your fault.\I'd rather you didn't blame me for your own problems.\Are you sulking? response:	Mayuri was worried that you might have gotten upset.
context: I don't have any real information.\Useless!\Why are you glaring at me?\Don't worry about it.\It's not your fault.\I'd rather you didn't blame me for your own problems.\Are you sulking?\Mayuri was worried that you might have gotten upset. response:	You're too old to act like a little kid.
context: Useless!\Why are you glaring at me?\Don't worry about it.\It's not your fault.\I'd rather you didn't blame me for your own problems.\Are you sulking?\Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid. response:	You're the last person I want to hear that from.
context: Why are you glaring at me?\Don't worry about it.\It's not your fault.\I'd rather you didn't blame me for your own problems.\Are you sulking?\Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid.\You're the last person I want to hear that from. response:	Anyway, what did you want to talk to me about?
context: Don't worry about it.\It's not your fault.\I'd rather you didn't blame me for your own problems.\Are you sulking?\Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid.\You're the last person I want to hear that from.\Anyway, what did you want to talk to me about? response:	It's simple.
context: It's not your fault.\I'd rather you didn't blame me for your own problems.\Are you sulking?\Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid.\You're the last person I want to hear that from.\Anyway, what did you want to talk to me about?\It's simple. response:	Stop sulking, and come back to the lab and work, Christina.
context: I'd rather you didn't blame me for your own problems.\Are you sulking?\Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid.\You're the last person I want to hear that from.\Anyway, what did you want to talk to me about?\It's simple.\Stop sulking, and come back to the lab and work, Christina. response:	I'd like you to at least stick to calling me one thing.
context: Are you sulking?\Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid.\You're the last person I want to hear that from.\Anyway, what did you want to talk to me about?\It's simple.\Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing. response:	Listen to people when they're talking, The Zombie!
context: Mayuri was worried that you might have gotten upset.\You're too old to act like a little kid.\You're the last person I want to hear that from.\Anyway, what did you want to talk to me about?\It's simple.\Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie! response:	Which of us isn't listening?
context: You're too old to act like a little kid.\You're the last person I want to hear that from.\Anyway, what did you want to talk to me about?\It's simple.\Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie!\Which of us isn't listening? response:	How did I get involved with this guy?
context: You're the last person I want to hear that from.\Anyway, what did you want to talk to me about?\It's simple.\Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie!\Which of us isn't listening?\How did I get involved with this guy? response:	I want to punch myself for giving in to my curiosity back there.
context: Anyway, what did you want to talk to me about?\It's simple.\Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie!\Which of us isn't listening?\How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there. response:	Again?
context: It's simple.\Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie!\Which of us isn't listening?\How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there.\Again? response:	Are those messages that annoying?
context: Stop sulking, and come back to the lab and work, Christina.\I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie!\Which of us isn't listening?\How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there.\Again?\Are those messages that annoying? response:	Yes, you wouldn't believe it...
context: I'd like you to at least stick to calling me one thing.\Listen to people when they're talking, The Zombie!\Which of us isn't listening?\How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there.\Again?\Are those messages that annoying?\Yes, you wouldn't believe it... response:	Is she an Organization agent, also?
context: Listen to people when they're talking, The Zombie!\Which of us isn't listening?\How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there.\Again?\Are those messages that annoying?\Yes, you wouldn't believe it...\Is she an Organization agent, also? response:	What's the Organization?
context: Which of us isn't listening?\How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there.\Again?\Are those messages that annoying?\Yes, you wouldn't believe it...\Is she an Organization agent, also?\What's the Organization? response:	The Organization is the Organization!
context: How did I get involved with this guy?\I want to punch myself for giving in to my curiosity back there.\Again?\Are those messages that annoying?\Yes, you wouldn't believe it...\Is she an Organization agent, also?\What's the Organization?\The Organization is the Organization! response:	An international secret organization,
context: I want to punch myself for giving in to my curiosity back there.\Again?\Are those messages that annoying?\Yes, you wouldn't believe it...\Is she an Organization agent, also?\What's the Organization?\The Organization is the Organization!\An international secret organization, response:	controlling the world from the shadows!
context: Again?\Are those messages that annoying?\Yes, you wouldn't believe it...\Is she an Organization agent, also?\What's the Organization?\The Organization is the Organization!\An international secret organization,\controlling the world from the shadows! response:	That's just a conspiracy theory, thank you very
context: Are those messages that annoying?\Yes, you wouldn't believe it...\Is she an Organization agent, also?\What's the Organization?\The Organization is the Organization!\An international secret organization,\controlling the world from the shadows!\That's just a conspiracy theory, thank you very response:	What's wrong?
context: Yes, you wouldn't believe it...\Is she an Organization agent, also?\What's the Organization?\The Organization is the Organization!\An international secret organization,\controlling the world from the shadows!\That's just a conspiracy theory, thank you very\What's wrong? response:	N-Nothing.
context: Is she an Organization agent, also?\What's the Organization?\The Organization is the Organization!\An international secret organization,\controlling the world from the shadows!\That's just a conspiracy theory, thank you very\What's wrong?\N-Nothing. response:	Really, it's nothing.
context: What's the Organization?\The Organization is the Organization!\An international secret organization,\controlling the world from the shadows!\That's just a conspiracy theory, thank you very\What's wrong?\N-Nothing.\Really, it's nothing. response:	Any more questions, and I'll hit you!
context: The Organization is the Organization!\An international secret organization,\controlling the world from the shadows!\That's just a conspiracy theory, thank you very\What's wrong?\N-Nothing.\Really, it's nothing.\Any more questions, and I'll hit you! response:	Blaming others for your own problems?
context: An international secret organization,\controlling the world from the shadows!\That's just a conspiracy theory, thank you very\What's wrong?\N-Nothing.\Really, it's nothing.\Any more questions, and I'll hit you!\Blaming others for your own problems? response:	Come with me.
context: controlling the world from the shadows!\That's just a conspiracy theory, thank you very\What's wrong?\N-Nothing.\Really, it's nothing.\Any more questions, and I'll hit you!\Blaming others for your own problems?\Come with me. response:	After we recover the laundry, I'll give you your mission.
context: That's just a conspiracy theory, thank you very\What's wrong?\N-Nothing.\Really, it's nothing.\Any more questions, and I'll hit you!\Blaming others for your own problems?\Come with me.\After we recover the laundry, I'll give you your mission. response:	You really think I'd follow you...
context: What's wrong?\N-Nothing.\Really, it's nothing.\Any more questions, and I'll hit you!\Blaming others for your own problems?\Come with me.\After we recover the laundry, I'll give you your mission.\You really think I'd follow you... response:	Laundry?
context: N-Nothing.\Really, it's nothing.\Any more questions, and I'll hit you!\Blaming others for your own problems?\Come with me.\After we recover the laundry, I'll give you your mission.\You really think I'd follow you...\Laundry? response:	So that's where it is.
context: Really, it's nothing.\Any more questions, and I'll hit you!\Blaming others for your own problems?\Come with me.\After we recover the laundry, I'll give you your mission.\You really think I'd follow you...\Laundry?\So that's where it is. response:	There isn't one at the hotel?
context: Any more questions, and I'll hit you!\Blaming others for your own problems?\Come with me.\After we recover the laundry, I'll give you your mission.\You really think I'd follow you...\Laundry?\So that's where it is.\There isn't one at the hotel? response:	No, it's a pretty nice hotel.
context: Blaming others for your own problems?\Come with me.\After we recover the laundry, I'll give you your mission.\You really think I'd follow you...\Laundry?\So that's where it is.\There isn't one at the hotel?\No, it's a pretty nice hotel. response:	But it's not my style to send everything I wear to the cleaners.
context: Come with me.\After we recover the laundry, I'll give you your mission.\You really think I'd follow you...\Laundry?\So that's where it is.\There isn't one at the hotel?\No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners. response:	You found it, thanks to me.
context: After we recover the laundry, I'll give you your mission.\You really think I'd follow you...\Laundry?\So that's where it is.\There isn't one at the hotel?\No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me. response:	You should be gratef
context: You really think I'd follow you...\Laundry?\So that's where it is.\There isn't one at the hotel?\No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me.\You should be gratef response:	No change?!
context: Laundry?\So that's where it is.\There isn't one at the hotel?\No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me.\You should be gratef\No change?! response:	Of course not.
context: So that's where it is.\There isn't one at the hotel?\No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me.\You should be gratef\No change?!\Of course not. response:	You don't think something will happen when it spins, do you?
context: There isn't one at the hotel?\No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me.\You should be gratef\No change?!\Of course not.\You don't think something will happen when it spins, do you? response:	The answer lies in the components we find most natural.
context: No, it's a pretty nice hotel.\But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me.\You should be gratef\No change?!\Of course not.\You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural. response:	Who would expect that hooking a cell phone to a microwave
context: But it's not my style to send everything I wear to the cleaners.\You found it, thanks to me.\You should be gratef\No change?!\Of course not.\You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave response:	would make a time machine
context: You found it, thanks to me.\You should be gratef\No change?!\Of course not.\You don't think something will happen when it spins, do you?\The answer lies in the components we find most natural.\Who would expect that hooking a cell phone to a microwave\would make a time machine response:	It's not a time machine!
