context: Japanese language: Zero. response:	Math: Zero.
context: Anyway, what are you doing?\I was asked to.\You were? Why?\I was late paying my rent.\They said they'd contact my parents...\if I was late again this month.\Are you okay?\I'm fine, don't worry. response:	I got some more work, so as of next month...
context: I was asked to.\You were? Why?\I was late paying my rent.\They said they'd contact my parents...\if I was late again this month.\Are you okay?\I'm fine, don't worry.\I got some more work, so as of next month... response:	Huh? Why now?
context: You were? Why?\I was late paying my rent.\They said they'd contact my parents...\if I was late again this month.\Are you okay?\I'm fine, don't worry.\I got some more work, so as of next month...\Huh? Why now? response:	Here.
context: I was late paying my rent.\They said they'd contact my parents...\if I was late again this month.\Are you okay?\I'm fine, don't worry.\I got some more work, so as of next month...\Huh? Why now?\Here. response:	Huh?
context: They said they'd contact my parents...\if I was late again this month.\Are you okay?\I'm fine, don't worry.\I got some more work, so as of next month...\Huh? Why now?\Here.\Huh? response:	Baumkuchen
context: if I was late again this month.\Are you okay?\I'm fine, don't worry.\I got some more work, so as of next month...\Huh? Why now?\Here.\Huh?\Baumkuchen response:	It's okay. I'm on a diet.
context: Are you okay?\I'm fine, don't worry.\I got some more work, so as of next month...\Huh? Why now?\Here.\Huh?\Baumkuchen\It's okay. I'm on a diet. response:	Call it payback for the chikuwa you gave me the other day.
context: I'm fine, don't worry.\I got some more work, so as of next month...\Huh? Why now?\Here.\Huh?\Baumkuchen\It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day. response:	I said I don't want
context: I got some more work, so as of next month...\Huh? Why now?\Here.\Huh?\Baumkuchen\It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day.\I said I don't want response:	Thanks...
context: Huh? Why now?\Here.\Huh?\Baumkuchen\It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day.\I said I don't want\Thanks... response:	Alarm: Convenience Store
context: Here.\Huh?\Baumkuchen\It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day.\I said I don't want\Thanks...\Alarm: Convenience Store response:	I've got to go to work.
context: Huh?\Baumkuchen\It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day.\I said I don't want\Thanks...\Alarm: Convenience Store\I've got to go to work. response:	I'll pay you back for the baumkuchen once they pay me.
context: Baumkuchen\It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day.\I said I don't want\Thanks...\Alarm: Convenience Store\I've got to go to work.\I'll pay you back for the baumkuchen once they pay me. response:	See you later.
context: It's okay. I'm on a diet.\Call it payback for the chikuwa you gave me the other day.\I said I don't want\Thanks...\Alarm: Convenience Store\I've got to go to work.\I'll pay you back for the baumkuchen once they pay me.\See you later. response:	Sorata.
context: Call it payback for the chikuwa you gave me the other day.\I said I don't want\Thanks...\Alarm: Convenience Store\I've got to go to work.\I'll pay you back for the baumkuchen once they pay me.\See you later.\Sorata. response:	Are your exams over?
context: I said I don't want\Thanks...\Alarm: Convenience Store\I've got to go to work.\I'll pay you back for the baumkuchen once they pay me.\See you later.\Sorata.\Are your exams over? response:	You should apologize to all the students of the world...
context: Thanks...\Alarm: Convenience Store\I've got to go to work.\I'll pay you back for the baumkuchen once they pay me.\See you later.\Sorata.\Are your exams over?\You should apologize to all the students of the world... response:	who actually study...
context: Alarm: Convenience Store\I've got to go to work.\I'll pay you back for the baumkuchen once they pay me.\See you later.\Sorata.\Are your exams over?\You should apologize to all the students of the world...\who actually study... response:	I'm sorry.
context: I've got to go to work.\I'll pay you back for the baumkuchen once they pay me.\See you later.\Sorata.\Are your exams over?\You should apologize to all the students of the world...\who actually study...\I'm sorry. response:	Sound like you mean it!
context: I'll pay you back for the baumkuchen once they pay me.\See you later.\Sorata.\Are your exams over?\You should apologize to all the students of the world...\who actually study...\I'm sorry.\Sound like you mean it! response:	I'm really sorry?
context: See you later.\Sorata.\Are your exams over?\You should apologize to all the students of the world...\who actually study...\I'm sorry.\Sound like you mean it!\I'm really sorry? response:	Why is it a question now?!
context: Sorata.\Are your exams over?\You should apologize to all the students of the world...\who actually study...\I'm sorry.\Sound like you mean it!\I'm really sorry?\Why is it a question now?! response:	Listen, there are people in the world...
context: Are your exams over?\You should apologize to all the students of the world...\who actually study...\I'm sorry.\Sound like you mean it!\I'm really sorry?\Why is it a question now?!\Listen, there are people in the world... response:	who work hard and still struggle!
context: You should apologize to all the students of the world...\who actually study...\I'm sorry.\Sound like you mean it!\I'm really sorry?\Why is it a question now?!\Listen, there are people in the world...\who work hard and still struggle! response:	Oh, it's Jin.
context: who actually study...\I'm sorry.\Sound like you mean it!\I'm really sorry?\Why is it a question now?!\Listen, there are people in the world...\who work hard and still struggle!\Oh, it's Jin. response:	Huh?
context: I'm sorry.\Sound like you mean it!\I'm really sorry?\Why is it a question now?!\Listen, there are people in the world...\who work hard and still struggle!\Oh, it's Jin.\Huh? response:	No, Jin-san isn't a struggling student...
context: Sound like you mean it!\I'm really sorry?\Why is it a question now?!\Listen, there are people in the world...\who work hard and still struggle!\Oh, it's Jin.\Huh?\No, Jin-san isn't a struggling student... response:	Jin must also have makeup exams.
context: I'm really sorry?\Why is it a question now?!\Listen, there are people in the world...\who work hard and still struggle!\Oh, it's Jin.\Huh?\No, Jin-san isn't a struggling student...\Jin must also have makeup exams. response:	His grades are excellent.
context: Why is it a question now?!\Listen, there are people in the world...\who work hard and still struggle!\Oh, it's Jin.\Huh?\No, Jin-san isn't a struggling student...\Jin must also have makeup exams.\His grades are excellent. response:	I'm sure he's already been referred to our college.
context: Listen, there are people in the world...\who work hard and still struggle!\Oh, it's Jin.\Huh?\No, Jin-san isn't a struggling student...\Jin must also have makeup exams.\His grades are excellent.\I'm sure he's already been referred to our college. response:	Maybe he came to do the paperwork for that...
context: who work hard and still struggle!\Oh, it's Jin.\Huh?\No, Jin-san isn't a struggling student...\Jin must also have makeup exams.\His grades are excellent.\I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that... response:	Sorata.
context: Oh, it's Jin.\Huh?\No, Jin-san isn't a struggling student...\Jin must also have makeup exams.\His grades are excellent.\I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that...\Sorata. response:	Yeah?
context: Huh?\No, Jin-san isn't a struggling student...\Jin must also have makeup exams.\His grades are excellent.\I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that...\Sorata.\Yeah? response:	I want Hashimoto Bakery's ultimate melon bun.
context: No, Jin-san isn't a struggling student...\Jin must also have makeup exams.\His grades are excellent.\I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that...\Sorata.\Yeah?\I want Hashimoto Bakery's ultimate melon bun. response:	Where did that come from?
context: Jin must also have makeup exams.\His grades are excellent.\I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that...\Sorata.\Yeah?\I want Hashimoto Bakery's ultimate melon bun.\Where did that come from? response:	Chihiro said you'd buy me one if I passed my exam.
context: His grades are excellent.\I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that...\Sorata.\Yeah?\I want Hashimoto Bakery's ultimate melon bun.\Where did that come from?\Chihiro said you'd buy me one if I passed my exam. response:	I wasn't informed of this...
context: I'm sure he's already been referred to our college.\Maybe he came to do the paperwork for that...\Sorata.\Yeah?\I want Hashimoto Bakery's ultimate melon bun.\Where did that come from?\Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this... response:	Kanda-kun...
context: Maybe he came to do the paperwork for that...\Sorata.\Yeah?\I want Hashimoto Bakery's ultimate melon bun.\Where did that come from?\Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this...\Kanda-kun... response:	Wada: Off Aoyama: On Break Suzuki: Afternoon
context: Sorata.\Yeah?\I want Hashimoto Bakery's ultimate melon bun.\Where did that come from?\Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this...\Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon response:	Sorry for surprising you like that.
context: Yeah?\I want Hashimoto Bakery's ultimate melon bun.\Where did that come from?\Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this...\Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that. response:	Are you sure you're not pushing yourself too hard?
context: I want Hashimoto Bakery's ultimate melon bun.\Where did that come from?\Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this...\Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard? response:	I'm fine. I just felt a little lightheaded.
context: Where did that come from?\Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this...\Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded. response:	See? I'm fine now.
context: Chihiro said you'd buy me one if I passed my exam.\I wasn't informed of this...\Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded.\See? I'm fine now. response:	Aoyama, if you're really in trouble,
context: I wasn't informed of this...\Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded.\See? I'm fine now.\Aoyama, if you're really in trouble, response:	can't you ask your parents to send you some money?
context: Kanda-kun...\Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded.\See? I'm fine now.\Aoyama, if you're really in trouble,\can't you ask your parents to send you some money? response:	No...
context: Wada: Off Aoyama: On Break Suzuki: Afternoon\Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded.\See? I'm fine now.\Aoyama, if you're really in trouble,\can't you ask your parents to send you some money?\No... response:	Is there a reason you can't?
context: Sorry for surprising you like that.\Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded.\See? I'm fine now.\Aoyama, if you're really in trouble,\can't you ask your parents to send you some money?\No...\Is there a reason you can't? response:	Actually, my parents are...
context: Are you sure you're not pushing yourself too hard?\I'm fine. I just felt a little lightheaded.\See? I'm fine now.\Aoyama, if you're really in trouble,\can't you ask your parents to send you some money?\No...\Is there a reason you can't?\Actually, my parents are... response:	opposed to me studying to be a voice actor.
context: I'm fine. I just felt a little lightheaded.\See? I'm fine now.\Aoyama, if you're really in trouble,\can't you ask your parents to send you some money?\No...\Is there a reason you can't?\Actually, my parents are...\opposed to me studying to be a voice actor. response:	Especially my father...
context: See? I'm fine now.\Aoyama, if you're really in trouble,\can't you ask your parents to send you some money?\No...\Is there a reason you can't?\Actually, my parents are...\opposed to me studying to be a voice actor.\Especially my father... response:	They let me start school on the condition that...
context: Aoyama, if you're really in trouble,\can't you ask your parents to send you some money?\No...\Is there a reason you can't?\Actually, my parents are...\opposed to me studying to be a voice actor.\Especially my father...\They let me start school on the condition that... response:	I pay for my living expenses...
context: can't you ask your parents to send you some money?\No...\Is there a reason you can't?\Actually, my parents are...\opposed to me studying to be a voice actor.\Especially my father...\They let me start school on the condition that...\I pay for my living expenses... response:	without relying on them.
context: No...\Is there a reason you can't?\Actually, my parents are...\opposed to me studying to be a voice actor.\Especially my father...\They let me start school on the condition that...\I pay for my living expenses...\without relying on them. response:	If the school contacts them, I'm certain they'll haul me away.
context: Is there a reason you can't?\Actually, my parents are...\opposed to me studying to be a voice actor.\Especially my father...\They let me start school on the condition that...\I pay for my living expenses...\without relying on them.\If the school contacts them, I'm certain they'll haul me away. response:	So, I can't ask them for money...
context: Actually, my parents are...\opposed to me studying to be a voice actor.\Especially my father...\They let me start school on the condition that...\I pay for my living expenses...\without relying on them.\If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money... response:	Then, why don't you come to Sakura Hall?
context: opposed to me studying to be a voice actor.\Especially my father...\They let me start school on the condition that...\I pay for my living expenses...\without relying on them.\If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money...\Then, why don't you come to Sakura Hall? response:	What?
context: Especially my father...\They let me start school on the condition that...\I pay for my living expenses...\without relying on them.\If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money...\Then, why don't you come to Sakura Hall?\What? response:	It's a bit run down, but the rent's cheap.
context: They let me start school on the condition that...\I pay for my living expenses...\without relying on them.\If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money...\Then, why don't you come to Sakura Hall?\What?\It's a bit run down, but the rent's cheap. response:	It's been more lively since I brought all the cats back,
context: I pay for my living expenses...\without relying on them.\If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money...\Then, why don't you come to Sakura Hall?\What?\It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back, response:	and I bet they'd be happy to see you.
context: without relying on them.\If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money...\Then, why don't you come to Sakura Hall?\What?\It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you. response:	Sakura Hall...
context: If the school contacts them, I'm certain they'll haul me away.\So, I can't ask them for money...\Then, why don't you come to Sakura Hall?\What?\It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you.\Sakura Hall... response:	I hadn't even thought about it, but...
context: So, I can't ask them for money...\Then, why don't you come to Sakura Hall?\What?\It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you.\Sakura Hall...\I hadn't even thought about it, but... response:	It's a little loud, but it's not that bad once you get used to it.
context: Then, why don't you come to Sakura Hall?\What?\It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you.\Sakura Hall...\I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it. response:	And the room next to Shiina's is free.
context: What?\It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you.\Sakura Hall...\I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free. response:	Sorata.
context: It's a bit run down, but the rent's cheap.\It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you.\Sakura Hall...\I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free.\Sorata. response:	Huh?
context: It's been more lively since I brought all the cats back,\and I bet they'd be happy to see you.\Sakura Hall...\I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free.\Sorata.\Huh? response:	Why won't you call me by my first name?
context: and I bet they'd be happy to see you.\Sakura Hall...\I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free.\Sorata.\Huh?\Why won't you call me by my first name? response:	What?!
context: Sakura Hall...\I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free.\Sorata.\Huh?\Why won't you call me by my first name?\What?! response:	Where did that come from?!
context: I hadn't even thought about it, but...\It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free.\Sorata.\Huh?\Why won't you call me by my first name?\What?!\Where did that come from?! response:	Call her by her first name?!
context: It's a little loud, but it's not that bad once you get used to it.\And the room next to Shiina's is free.\Sorata.\Huh?\Why won't you call me by my first name?\What?!\Where did that come from?!\Call her by her first name?! response:	I asked you to call me Mashiro.
context: And the room next to Shiina's is free.\Sorata.\Huh?\Why won't you call me by my first name?\What?!\Where did that come from?!\Call her by her first name?!\I asked you to call me Mashiro. response:	We don't want strangers to overhear us...
context: Sorata.\Huh?\Why won't you call me by my first name?\What?!\Where did that come from?!\Call her by her first name?!\I asked you to call me Mashiro.\We don't want strangers to overhear us... response:	and get suspicious about our relationship.
context: Huh?\Why won't you call me by my first name?\What?!\Where did that come from?!\Call her by her first name?!\I asked you to call me Mashiro.\We don't want strangers to overhear us...\and get suspicious about our relationship. response:	Your relationship?!
context: Why won't you call me by my first name?\What?!\Where did that come from?!\Call her by her first name?!\I asked you to call me Mashiro.\We don't want strangers to overhear us...\and get suspicious about our relationship.\Your relationship?! response:	Oh, I mean...
context: What?!\Where did that come from?!\Call her by her first name?!\I asked you to call me Mashiro.\We don't want strangers to overhear us...\and get suspicious about our relationship.\Your relationship?!\Oh, I mean... response:	Use my first name when it's just us two.
context: Where did that come from?!\Call her by her first name?!\I asked you to call me Mashiro.\We don't want strangers to overhear us...\and get suspicious about our relationship.\Your relationship?!\Oh, I mean...\Use my first name when it's just us two. response:	It's not just the two of us right now!
context: Call her by her first name?!\I asked you to call me Mashiro.\We don't want strangers to overhear us...\and get suspicious about our relationship.\Your relationship?!\Oh, I mean...\Use my first name when it's just us two.\It's not just the two of us right now! response:	What's going on?!
context: I asked you to call me Mashiro.\We don't want strangers to overhear us...\and get suspicious about our relationship.\Your relationship?!\Oh, I mean...\Use my first name when it's just us two.\It's not just the two of us right now!\What's going on?! response:	Should I be suspicious about your relationship?!
context: We don't want strangers to overhear us...\and get suspicious about our relationship.\Your relationship?!\Oh, I mean...\Use my first name when it's just us two.\It's not just the two of us right now!\What's going on?!\Should I be suspicious about your relationship?! response:	Wait! Calm down!
context: and get suspicious about our relationship.\Your relationship?!\Oh, I mean...\Use my first name when it's just us two.\It's not just the two of us right now!\What's going on?!\Should I be suspicious about your relationship?!\Wait! Calm down! response:	Look! Someone's already got the wrong idea...
context: Your relationship?!\Oh, I mean...\Use my first name when it's just us two.\It's not just the two of us right now!\What's going on?!\Should I be suspicious about your relationship?!\Wait! Calm down!\Look! Someone's already got the wrong idea... response:	You're asleep?!
context: Oh, I mean...\Use my first name when it's just us two.\It's not just the two of us right now!\What's going on?!\Should I be suspicious about your relationship?!\Wait! Calm down!\Look! Someone's already got the wrong idea...\You're asleep?! response:	I'm tired...
context: Use my first name when it's just us two.\It's not just the two of us right now!\What's going on?!\Should I be suspicious about your relationship?!\Wait! Calm down!\Look! Someone's already got the wrong idea...\You're asleep?!\I'm tired... response:	You didn't let me sleep a wink last night...
context: It's not just the two of us right now!\What's going on?!\Should I be suspicious about your relationship?!\Wait! Calm down!\Look! Someone's already got the wrong idea...\You're asleep?!\I'm tired...\You didn't let me sleep a wink last night... response:	What?!
context: What's going on?!\Should I be suspicious about your relationship?!\Wait! Calm down!\Look! Someone's already got the wrong idea...\You're asleep?!\I'm tired...\You didn't let me sleep a wink last night...\What?! response:	No! Like I said, you've got the wrong idea...
context: Should I be suspicious about your relationship?!\Wait! Calm down!\Look! Someone's already got the wrong idea...\You're asleep?!\I'm tired...\You didn't let me sleep a wink last night...\What?!\No! Like I said, you've got the wrong idea... response:	Sorata, you weren't any good, but you did it again and again
context: Wait! Calm down!\Look! Someone's already got the wrong idea...\You're asleep?!\I'm tired...\You didn't let me sleep a wink last night...\What?!\No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again response:	Just shut up!
context: Look! Someone's already got the wrong idea...\You're asleep?!\I'm tired...\You didn't let me sleep a wink last night...\What?!\No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again\Just shut up! response:	Kanda-kun, you shut up!
context: You're asleep?!\I'm tired...\You didn't let me sleep a wink last night...\What?!\No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again\Just shut up!\Kanda-kun, you shut up! response:	Me?!
context: I'm tired...\You didn't let me sleep a wink last night...\What?!\No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again\Just shut up!\Kanda-kun, you shut up!\Me?! response:	We were at it all night, so my body's aching now.
context: You didn't let me sleep a wink last night...\What?!\No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again\Just shut up!\Kanda-kun, you shut up!\Me?!\We were at it all night, so my body's aching now. response:	K-K-Kanda-kun! I don't believe you!
context: What?!\No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again\Just shut up!\Kanda-kun, you shut up!\Me?!\We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you! response:	No! A game!
context: No! Like I said, you've got the wrong idea...\Sorata, you weren't any good, but you did it again and again\Just shut up!\Kanda-kun, you shut up!\Me?!\We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you!\No! A game! response:	We were playing video games until morning!
context: Sorata, you weren't any good, but you did it again and again\Just shut up!\Kanda-kun, you shut up!\Me?!\We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you!\No! A game!\We were playing video games until morning! response:	It was her first time, but for some reason, she was really good at it
context: Just shut up!\Kanda-kun, you shut up!\Me?!\We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you!\No! A game!\We were playing video games until morning!\It was her first time, but for some reason, she was really good at it response:	Wake up! Please wake up!
context: Kanda-kun, you shut up!\Me?!\We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you!\No! A game!\We were playing video games until morning!\It was her first time, but for some reason, she was really good at it\Wake up! Please wake up! response:	If you don't, I'll die!
context: Me?!\We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you!\No! A game!\We were playing video games until morning!\It was her first time, but for some reason, she was really good at it\Wake up! Please wake up!\If you don't, I'll die! response:	Kanda-kun...
context: We were at it all night, so my body's aching now.\K-K-Kanda-kun! I don't believe you!\No! A game!\We were playing video games until morning!\It was her first time, but for some reason, she was really good at it\Wake up! Please wake up!\If you don't, I'll die!\Kanda-kun... response:	Wh-What is it, Aoyama-san?
context: K-K-Kanda-kun! I don't believe you!\No! A game!\We were playing video games until morning!\It was her first time, but for some reason, she was really good at it\Wake up! Please wake up!\If you don't, I'll die!\Kanda-kun...\Wh-What is it, Aoyama-san? response:	I've been wondering this for a while...
context: No! A game!\We were playing video games until morning!\It was her first time, but for some reason, she was really good at it\Wake up! Please wake up!\If you don't, I'll die!\Kanda-kun...\Wh-What is it, Aoyama-san?\I've been wondering this for a while... response:	Are you two dating?
context: We were playing video games until morning!\It was her first time, but for some reason, she was really good at it\Wake up! Please wake up!\If you don't, I'll die!\Kanda-kun...\Wh-What is it, Aoyama-san?\I've been wondering this for a while...\Are you two dating? response:	What makes you say that?!
context: It was her first time, but for some reason, she was really good at it\Wake up! Please wake up!\If you don't, I'll die!\Kanda-kun...\Wh-What is it, Aoyama-san?\I've been wondering this for a while...\Are you two dating?\What makes you say that?! response:	She told you to use her first name!
context: Wake up! Please wake up!\If you don't, I'll die!\Kanda-kun...\Wh-What is it, Aoyama-san?\I've been wondering this for a while...\Are you two dating?\What makes you say that?!\She told you to use her first name! response:	And you said something about an owner for her...
context: If you don't, I'll die!\Kanda-kun...\Wh-What is it, Aoyama-san?\I've been wondering this for a while...\Are you two dating?\What makes you say that?!\She told you to use her first name!\And you said something about an owner for her... response:	Oh, but Shiina-san went on a date with Mitaka-senpai...
context: Kanda-kun...\Wh-What is it, Aoyama-san?\I've been wondering this for a while...\Are you two dating?\What makes you say that?!\She told you to use her first name!\And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai... response:	And after that, I went to a love hotel with Jin.
context: Wh-What is it, Aoyama-san?\I've been wondering this for a while...\Are you two dating?\What makes you say that?!\She told you to use her first name!\And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin. response:	Though, I ended up spending the night with Sorata...
context: I've been wondering this for a while...\Are you two dating?\What makes you say that?!\She told you to use her first name!\And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata... response:	Hurry up and decide if you're going to sleep or stay awake, will you?!
context: Are you two dating?\What makes you say that?!\She told you to use her first name!\And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?! response:	N-N-No!
context: What makes you say that?!\She told you to use her first name!\And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No! response:	We're high school students!
context: She told you to use her first name!\And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No!\We're high school students! response:	We shouldn't have anything to do with d-d-debauchery!
context: And you said something about an owner for her...\Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No!\We're high school students!\We shouldn't have anything to do with d-d-debauchery! response:	Like I said, there's an explanation for all of this!
context: Oh, but Shiina-san went on a date with Mitaka-senpai...\And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No!\We're high school students!\We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this! response:	Shiina, say something.
context: And after that, I went to a love hotel with Jin.\Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No!\We're high school students!\We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this!\Shiina, say something. response:	This is where you should wake up!
context: Though, I ended up spending the night with Sorata...\Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No!\We're high school students!\We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this!\Shiina, say something.\This is where you should wake up! response:	I have an idea.
context: Hurry up and decide if you're going to sleep or stay awake, will you?!\N-N-No!\We're high school students!\We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this!\Shiina, say something.\This is where you should wake up!\I have an idea. response:	Wh-What's your idea?
context: N-N-No!\We're high school students!\We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this!\Shiina, say something.\This is where you should wake up!\I have an idea.\Wh-What's your idea? response:	I'll move to Sakura Hall and find out for myself...
context: We're high school students!\We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this!\Shiina, say something.\This is where you should wake up!\I have an idea.\Wh-What's your idea?\I'll move to Sakura Hall and find out for myself... response:	if I have really got the wrong idea!
context: We shouldn't have anything to do with d-d-debauchery!\Like I said, there's an explanation for all of this!\Shiina, say something.\This is where you should wake up!\I have an idea.\Wh-What's your idea?\I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea! response:	Listen, I've got one of Hashimoto Bakery's...
context: Like I said, there's an explanation for all of this!\Shiina, say something.\This is where you should wake up!\I have an idea.\Wh-What's your idea?\I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's... response:	ultimate melon buns right here.
context: Shiina, say something.\This is where you should wake up!\I have an idea.\Wh-What's your idea?\I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here. response:	I'll give you this melon bun...
context: This is where you should wake up!\I have an idea.\Wh-What's your idea?\I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here.\I'll give you this melon bun... response:	if you can promise me one thing.
context: I have an idea.\Wh-What's your idea?\I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here.\I'll give you this melon bun...\if you can promise me one thing. response:	I promise.
context: Wh-What's your idea?\I'll move to Sakura Hall and find out for myself...\if I have really got the wrong idea!\Listen, I've got one of Hashimoto Bakery's...\ultimate melon buns right here.\I'll give you this melon bun...\if you can promise me one thing.\I promise. response:	I haven't told you what the promise is yet!
