context: Ah, yes, that way, please. response:	Be careful.
context: J-Just a minute... Look at that, Miria.\Oh, what's that?\Just to be safe, the orchestra will be riding in the freight hold, if that's all right with you.\No, that's out of my hands-\We have received permission.\Ah, in that case, there is no problem.\Our instruments are delicate, you understand.\Carry them in. response:	Miria! A symphony! An orchestra! Mozart! Paul Dukas!
context: Oh, what's that?\Just to be safe, the orchestra will be riding in the freight hold, if that's all right with you.\No, that's out of my hands-\We have received permission.\Ah, in that case, there is no problem.\Our instruments are delicate, you understand.\Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas! response:	And Beethoven, huh?
context: Just to be safe, the orchestra will be riding in the freight hold, if that's all right with you.\No, that's out of my hands-\We have received permission.\Ah, in that case, there is no problem.\Our instruments are delicate, you understand.\Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh? response:	Tony- san, nice work, there.
context: No, that's out of my hands-\We have received permission.\Ah, in that case, there is no problem.\Our instruments are delicate, you understand.\Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh?\Tony- san, nice work, there. response:	Nice work, yourself. You're as energetic as ever, huh?
context: We have received permission.\Ah, in that case, there is no problem.\Our instruments are delicate, you understand.\Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh?\Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh? response:	Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.
context: Ah, in that case, there is no problem.\Our instruments are delicate, you understand.\Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh?\Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all. response:	I just can't bring myself to be fond of this train,
context: Our instruments are delicate, you understand.\Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh?\Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train, response:	but maybe a youngster like you will enjoy it more.
context: Carry them in.\Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh?\Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more. response:	What are you talking about? Tony- san, you're not through yet.
context: Miria! A symphony! An orchestra! Mozart! Paul Dukas!\And Beethoven, huh?\Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet. response:	I'm retiring after this go-round. I've already told the company so.
context: And Beethoven, huh?\Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so. response:	You mean it?
context: Tony- san, nice work, there.\Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so.\You mean it? response:	I'm old. This is your era now.
context: Nice work, yourself. You're as energetic as ever, huh?\Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so.\You mean it?\I'm old. This is your era now. response:	Tony- san...
context: Yeah. I finally get to ride aboard the Flying Pussyfoot, after all.\I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so.\You mean it?\I'm old. This is your era now.\Tony- san... response:	I'm counting on you. This is a special train.
context: I just can't bring myself to be fond of this train,\but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so.\You mean it?\I'm old. This is your era now.\Tony- san...\I'm counting on you. This is a special train. response:	Right!
context: but maybe a youngster like you will enjoy it more.\What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so.\You mean it?\I'm old. This is your era now.\Tony- san...\I'm counting on you. This is a special train.\Right! response:	Oh, there's a fine woman!
context: What are you talking about? Tony- san, you're not through yet.\I'm retiring after this go-round. I've already told the company so.\You mean it?\I'm old. This is your era now.\Tony- san...\I'm counting on you. This is a special train.\Right!\Oh, there's a fine woman! response:	Don't you think so? Huh? Huh?
context: I'm retiring after this go-round. I've already told the company so.\You mean it?\I'm old. This is your era now.\Tony- san...\I'm counting on you. This is a special train.\Right!\Oh, there's a fine woman!\Don't you think so? Huh? Huh? response:	I heard there was going to be some sort of lookout in the freight hold!
context: You mean it?\I'm old. This is your era now.\Tony- san...\I'm counting on you. This is a special train.\Right!\Oh, there's a fine woman!\Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold! response:	It's all right.
context: I'm old. This is your era now.\Tony- san...\I'm counting on you. This is a special train.\Right!\Oh, there's a fine woman!\Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold!\It's all right. response:	It looks like what we're after is going to be loaded into another hold.
context: Tony- san...\I'm counting on you. This is a special train.\Right!\Oh, there's a fine woman!\Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold!\It's all right.\It looks like what we're after is going to be loaded into another hold. response:	B-But...
context: I'm counting on you. This is a special train.\Right!\Oh, there's a fine woman!\Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold!\It's all right.\It looks like what we're after is going to be loaded into another hold.\B-But... response:	T-Take it easy.
context: Right!\Oh, there's a fine woman!\Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold!\It's all right.\It looks like what we're after is going to be loaded into another hold.\B-But...\T-Take it easy. response:	I'll take care of the lookout.
context: Oh, there's a fine woman!\Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold!\It's all right.\It looks like what we're after is going to be loaded into another hold.\B-But...\T-Take it easy.\I'll take care of the lookout. response:	N-N-No, no, you can't!
context: Don't you think so? Huh? Huh?\I heard there was going to be some sort of lookout in the freight hold!\It's all right.\It looks like what we're after is going to be loaded into another hold.\B-But...\T-Take it easy.\I'll take care of the lookout.\N-N-No, no, you can't! response:	Donny, if you do anything, you'll die! No! No!
context: I heard there was going to be some sort of lookout in the freight hold!\It's all right.\It looks like what we're after is going to be loaded into another hold.\B-But...\T-Take it easy.\I'll take care of the lookout.\N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No! response:	It'll be all right... probably...
context: It's all right.\It looks like what we're after is going to be loaded into another hold.\B-But...\T-Take it easy.\I'll take care of the lookout.\N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No!\It'll be all right... probably... response:	P-Probably isn't good enough!
context: It looks like what we're after is going to be loaded into another hold.\B-But...\T-Take it easy.\I'll take care of the lookout.\N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No!\It'll be all right... probably...\P-Probably isn't good enough! response:	We've made a hidden room in the freight hold.
context: B-But...\T-Take it easy.\I'll take care of the lookout.\N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No!\It'll be all right... probably...\P-Probably isn't good enough!\We've made a hidden room in the freight hold. response:	As long as nothing comes up, no one will find it.
context: T-Take it easy.\I'll take care of the lookout.\N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No!\It'll be all right... probably...\P-Probably isn't good enough!\We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it. response:	What might come up?
context: I'll take care of the lookout.\N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No!\It'll be all right... probably...\P-Probably isn't good enough!\We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it.\What might come up? response:	An explosion, or something.
context: N-N-No, no, you can't!\Donny, if you do anything, you'll die! No! No!\It'll be all right... probably...\P-Probably isn't good enough!\We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it.\What might come up?\An explosion, or something. response:	They're in black, huh, Isaac?
context: Donny, if you do anything, you'll die! No! No!\It'll be all right... probably...\P-Probably isn't good enough!\We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it.\What might come up?\An explosion, or something.\They're in black, huh, Isaac? response:	I wonder what kind of rich folk there's going to be,
context: It'll be all right... probably...\P-Probably isn't good enough!\We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it.\What might come up?\An explosion, or something.\They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be, response:	riding in first class aboard this thing.
context: P-Probably isn't good enough!\We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it.\What might come up?\An explosion, or something.\They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing. response:	Ah, first off, there's that black-suited orchestra, huh?
context: We've made a hidden room in the freight hold.\As long as nothing comes up, no one will find it.\What might come up?\An explosion, or something.\They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh? response:	They're all in white, Miria!
context: As long as nothing comes up, no one will find it.\What might come up?\An explosion, or something.\They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria! response:	See?
context: What might come up?\An explosion, or something.\They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria!\See? response:	Doesn't it feel great, with them accentuating the contrast between us?
context: An explosion, or something.\They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria!\See?\Doesn't it feel great, with them accentuating the contrast between us? response:	Hey, has anyone seen who else is going to be aboard?
context: They're in black, huh, Isaac?\I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria!\See?\Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard? response:	Over there.
context: I wonder what kind of rich folk there's going to be,\riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria!\See?\Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard?\Over there. response:	Senator Beriam's wife and daughter.
context: riding in first class aboard this thing.\Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria!\See?\Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard?\Over there.\Senator Beriam's wife and daughter. response:	I've seen them in the newspaper, so I know I'm not wrong.
context: Ah, first off, there's that black-suited orchestra, huh?\They're all in white, Miria!\See?\Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard?\Over there.\Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong. response:	Oh... they must really be enjoying their way in the world.
context: They're all in white, Miria!\See?\Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard?\Over there.\Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world. response:	Riding in first class,
context: See?\Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard?\Over there.\Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world.\Riding in first class, response:	I'll bet they think they're going to be in for quite a safe trip.
context: Doesn't it feel great, with them accentuating the contrast between us?\Hey, has anyone seen who else is going to be aboard?\Over there.\Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world.\Riding in first class,\I'll bet they think they're going to be in for quite a safe trip. response:	Okay, let's get going.
context: Hey, has anyone seen who else is going to be aboard?\Over there.\Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world.\Riding in first class,\I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going. response:	We're going to care for these poor passengers like our own livestock.
context: Over there.\Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world.\Riding in first class,\I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going.\We're going to care for these poor passengers like our own livestock. response:	We'll despise them...
context: Senator Beriam's wife and daughter.\I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world.\Riding in first class,\I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going.\We're going to care for these poor passengers like our own livestock.\We'll despise them... response:	What do you say? Let's grind them up!
context: I've seen them in the newspaper, so I know I'm not wrong.\Oh... they must really be enjoying their way in the world.\Riding in first class,\I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going.\We're going to care for these poor passengers like our own livestock.\We'll despise them...\What do you say? Let's grind them up! response:	Ladd!
context: Oh... they must really be enjoying their way in the world.\Riding in first class,\I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going.\We're going to care for these poor passengers like our own livestock.\We'll despise them...\What do you say? Let's grind them up!\Ladd! response:	Ta-da! I got us a conductor's uniform!
context: Riding in first class,\I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going.\We're going to care for these poor passengers like our own livestock.\We'll despise them...\What do you say? Let's grind them up!\Ladd!\Ta-da! I got us a conductor's uniform! response:	You're the best.
context: I'll bet they think they're going to be in for quite a safe trip.\Okay, let's get going.\We're going to care for these poor passengers like our own livestock.\We'll despise them...\What do you say? Let's grind them up!\Ladd!\Ta-da! I got us a conductor's uniform!\You're the best. response:	They're all in white, huh?
context: Okay, let's get going.\We're going to care for these poor passengers like our own livestock.\We'll despise them...\What do you say? Let's grind them up!\Ladd!\Ta-da! I got us a conductor's uniform!\You're the best.\They're all in white, huh? response:	I wonder if they're having a wedding on the train, or something.
context: We're going to care for these poor passengers like our own livestock.\We'll despise them...\What do you say? Let's grind them up!\Ladd!\Ta-da! I got us a conductor's uniform!\You're the best.\They're all in white, huh?\I wonder if they're having a wedding on the train, or something. response:	A happy wedding, right? A big bash, right?
context: We'll despise them...\What do you say? Let's grind them up!\Ladd!\Ta-da! I got us a conductor's uniform!\You're the best.\They're all in white, huh?\I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right? response:	Yeah! This is indeed a train fit for us to be doing our train robbery on!
context: What do you say? Let's grind them up!\Ladd!\Ta-da! I got us a conductor's uniform!\You're the best.\They're all in white, huh?\I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on! response:	Eh? We've already done it, and we're running away on the train, right?
context: Ladd!\Ta-da! I got us a conductor's uniform!\You're the best.\They're all in white, huh?\I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right? response:	That's part of the train robbery, too!
context: Ta-da! I got us a conductor's uniform!\You're the best.\They're all in white, huh?\I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too! response:	They departed on schedule.
context: You're the best.\They're all in white, huh?\I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too!\They departed on schedule. response:	And the item?
context: They're all in white, huh?\I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too!\They departed on schedule.\And the item? response:	It's safe. However...
context: I wonder if they're having a wedding on the train, or something.\A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too!\They departed on schedule.\And the item?\It's safe. However... response:	Your wife and daughter are aboard.
context: A happy wedding, right? A big bash, right?\Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too!\They departed on schedule.\And the item?\It's safe. However...\Your wife and daughter are aboard. response:	You're certain?
context: Yeah! This is indeed a train fit for us to be doing our train robbery on!\Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too!\They departed on schedule.\And the item?\It's safe. However...\Your wife and daughter are aboard.\You're certain? response:	I checked the list of names.
context: Eh? We've already done it, and we're running away on the train, right?\That's part of the train robbery, too!\They departed on schedule.\And the item?\It's safe. However...\Your wife and daughter are aboard.\You're certain?\I checked the list of names. response:	The item is in the last car, furthest away from the first-class car.
context: That's part of the train robbery, too!\They departed on schedule.\And the item?\It's safe. However...\Your wife and daughter are aboard.\You're certain?\I checked the list of names.\The item is in the last car, furthest away from the first-class car. response:	If anything were to happen, I believe they would be safe.
context: They departed on schedule.\And the item?\It's safe. However...\Your wife and daughter are aboard.\You're certain?\I checked the list of names.\The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe. response:	It is also possible to force the train to stop, and get just the two of them off.
context: And the item?\It's safe. However...\Your wife and daughter are aboard.\You're certain?\I checked the list of names.\The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off. response:	It doesn't matter. Stick to the plan.
context: It's safe. However...\Your wife and daughter are aboard.\You're certain?\I checked the list of names.\The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan. response:	But sir...
context: Your wife and daughter are aboard.\You're certain?\I checked the list of names.\The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan.\But sir... response:	It's a matter of which is more important.
context: You're certain?\I checked the list of names.\The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan.\But sir...\It's a matter of which is more important. response:	The item, or my family.
context: I checked the list of names.\The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan.\But sir...\It's a matter of which is more important.\The item, or my family. response:	Senator Beriam...
context: The item is in the last car, furthest away from the first-class car.\If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan.\But sir...\It's a matter of which is more important.\The item, or my family.\Senator Beriam... response:	If anything does happen,
context: If anything were to happen, I believe they would be safe.\It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan.\But sir...\It's a matter of which is more important.\The item, or my family.\Senator Beriam...\If anything does happen, response:	such is my wife and daughter's fate.
context: It is also possible to force the train to stop, and get just the two of them off.\It doesn't matter. Stick to the plan.\But sir...\It's a matter of which is more important.\The item, or my family.\Senator Beriam...\If anything does happen,\such is my wife and daughter's fate. response:	I told you not to talk about that here.
context: It doesn't matter. Stick to the plan.\But sir...\It's a matter of which is more important.\The item, or my family.\Senator Beriam...\If anything does happen,\such is my wife and daughter's fate.\I told you not to talk about that here. response:	But Youn, coming at night didn't do any good.
context: But sir...\It's a matter of which is more important.\The item, or my family.\Senator Beriam...\If anything does happen,\such is my wife and daughter's fate.\I told you not to talk about that here.\But Youn, coming at night didn't do any good. response:	It's too risky. They say this is a high-grade package.
context: It's a matter of which is more important.\The item, or my family.\Senator Beriam...\If anything does happen,\such is my wife and daughter's fate.\I told you not to talk about that here.\But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package. response:	It's supposed to be a new type of bomb.
context: The item, or my family.\Senator Beriam...\If anything does happen,\such is my wife and daughter's fate.\I told you not to talk about that here.\But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb. response:	Thanks for waiting.
context: Senator Beriam...\If anything does happen,\such is my wife and daughter's fate.\I told you not to talk about that here.\But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb.\Thanks for waiting. response:	B-Bomb?!
context: If anything does happen,\such is my wife and daughter's fate.\I told you not to talk about that here.\But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb.\Thanks for waiting.\B-Bomb?! response:	Thank you for waiting.
context: such is my wife and daughter's fate.\I told you not to talk about that here.\But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb.\Thanks for waiting.\B-Bomb?!\Thank you for waiting. response:	T-They just said it might be, right? Right?
context: I told you not to talk about that here.\But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb.\Thanks for waiting.\B-Bomb?!\Thank you for waiting.\T-They just said it might be, right? Right? response:	They were certain of it.
context: But Youn, coming at night didn't do any good.\It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb.\Thanks for waiting.\B-Bomb?!\Thank you for waiting.\T-They just said it might be, right? Right?\They were certain of it. response:	O-oh, man... if it were to explode or anything...
context: It's too risky. They say this is a high-grade package.\It's supposed to be a new type of bomb.\Thanks for waiting.\B-Bomb?!\Thank you for waiting.\T-They just said it might be, right? Right?\They were certain of it.\O-oh, man... if it were to explode or anything... response:	That would be neat, wouldn't it?
context: It's supposed to be a new type of bomb.\Thanks for waiting.\B-Bomb?!\Thank you for waiting.\T-They just said it might be, right? Right?\They were certain of it.\O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it? response:	That's Nice for you. Living up to her reputation as a bomb fiend.
context: Thanks for waiting.\B-Bomb?!\Thank you for waiting.\T-They just said it might be, right? Right?\They were certain of it.\O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend. response:	Cut it out, would you? It's embarrassing.
context: B-Bomb?!\Thank you for waiting.\T-They just said it might be, right? Right?\They were certain of it.\O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing. response:	A-Are we really able to steal it?
context: Thank you for waiting.\T-They just said it might be, right? Right?\They were certain of it.\O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing.\A-Are we really able to steal it? response:	Are we? Are we?
context: T-They just said it might be, right? Right?\They were certain of it.\O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing.\A-Are we really able to steal it?\Are we? Are we? response:	With me along, it'll be all right.
context: They were certain of it.\O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing.\A-Are we really able to steal it?\Are we? Are we?\With me along, it'll be all right. response:	B-But...
context: O-oh, man... if it were to explode or anything...\That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing.\A-Are we really able to steal it?\Are we? Are we?\With me along, it'll be all right.\B-But... response:	Knock on wood.
context: That would be neat, wouldn't it?\That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing.\A-Are we really able to steal it?\Are we? Are we?\With me along, it'll be all right.\B-But...\Knock on wood. response:	That's right, Miria!
context: That's Nice for you. Living up to her reputation as a bomb fiend.\Cut it out, would you? It's embarrassing.\A-Are we really able to steal it?\Are we? Are we?\With me along, it'll be all right.\B-But...\Knock on wood.\That's right, Miria! response:	Are they actors, or something?
context: Cut it out, would you? It's embarrassing.\A-Are we really able to steal it?\Are we? Are we?\With me along, it'll be all right.\B-But...\Knock on wood.\That's right, Miria!\Are they actors, or something? response:	They've been ordering nothing but Chinese dishes for a while now.
context: A-Are we really able to steal it?\Are we? Are we?\With me along, it'll be all right.\B-But...\Knock on wood.\That's right, Miria!\Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now. response:	And honey green tea.
context: Are we? Are we?\With me along, it'll be all right.\B-But...\Knock on wood.\That's right, Miria!\Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now.\And honey green tea. response:	W-Why?
context: With me along, it'll be all right.\B-But...\Knock on wood.\That's right, Miria!\Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now.\And honey green tea.\W-Why? response:	Who knows?
context: B-But...\Knock on wood.\That's right, Miria!\Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now.\And honey green tea.\W-Why?\Who knows? response:	Why don't you try talking to them?
context: Knock on wood.\That's right, Miria!\Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now.\And honey green tea.\W-Why?\Who knows?\Why don't you try talking to them? response:	Go on and talk to them.
context: That's right, Miria!\Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now.\And honey green tea.\W-Why?\Who knows?\Why don't you try talking to them?\Go on and talk to them. response:	We were right, Miria! Go on and talk to them.
context: Are they actors, or something?\They've been ordering nothing but Chinese dishes for a while now.\And honey green tea.\W-Why?\Who knows?\Why don't you try talking to them?\Go on and talk to them.\We were right, Miria! Go on and talk to them. response:	Go on and talk to them.
context: They've been ordering nothing but Chinese dishes for a while now.\And honey green tea.\W-Why?\Who knows?\Why don't you try talking to them?\Go on and talk to them.\We were right, Miria! Go on and talk to them.\Go on and talk to them. response:	Incredible, Isaac! Go on and talk to them.
context: And honey green tea.\W-Why?\Who knows?\Why don't you try talking to them?\Go on and talk to them.\We were right, Miria! Go on and talk to them.\Go on and talk to them.\Incredible, Isaac! Go on and talk to them. response:	Incredible, Isaac!
context: W-Why?\Who knows?\Why don't you try talking to them?\Go on and talk to them.\We were right, Miria! Go on and talk to them.\Go on and talk to them.\Incredible, Isaac! Go on and talk to them.\Incredible, Isaac! response:	Incredible, Isaac! It will be fun, won't it?
context: Who knows?\Why don't you try talking to them?\Go on and talk to them.\We were right, Miria! Go on and talk to them.\Go on and talk to them.\Incredible, Isaac! Go on and talk to them.\Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it? response:	Incredible, Isaac!
context: Why don't you try talking to them?\Go on and talk to them.\We were right, Miria! Go on and talk to them.\Go on and talk to them.\Incredible, Isaac! Go on and talk to them.\Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac! response:	Incredible, Isaac! B-But... I'm scared!
context: Go on and talk to them.\We were right, Miria! Go on and talk to them.\Go on and talk to them.\Incredible, Isaac! Go on and talk to them.\Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared! response:	B-But... I'm scared!
context: We were right, Miria! Go on and talk to them.\Go on and talk to them.\Incredible, Isaac! Go on and talk to them.\Incredible, Isaac!\Incredible, Isaac! It will be fun, won't it?\Incredible, Isaac!\Incredible, Isaac! B-But... I'm scared!\B-But... I'm scared! response:	They could be movie stars.
