context: Ryu! response:	So much force!
context: He's watching me.\Speaking of, Hinata-kun's now battling the ace,\and that's what he wants to become.\Huh?\Hinata-kun idolizes an ace called the Little Giant.\That's why he came to Karasuno.\Oh, that guy?\That's why he says he'll become the ace, response:	and always gives it his all.
context: Speaking of, Hinata-kun's now battling the ace,\and that's what he wants to become.\Huh?\Hinata-kun idolizes an ace called the Little Giant.\That's why he came to Karasuno.\Oh, that guy?\That's why he says he'll become the ace,\and always gives it his all. response:	And here Hinata-kun is now,
context: and that's what he wants to become.\Huh?\Hinata-kun idolizes an ace called the Little Giant.\That's why he came to Karasuno.\Oh, that guy?\That's why he says he'll become the ace,\and always gives it his all.\And here Hinata-kun is now, response:	squaring off with Karasuno's current ace.
context: Huh?\Hinata-kun idolizes an ace called the Little Giant.\That's why he came to Karasuno.\Oh, that guy?\That's why he says he'll become the ace,\and always gives it his all.\And here Hinata-kun is now,\squaring off with Karasuno's current ace. response:	Well, this should be interesting.
context: Hinata-kun idolizes an ace called the Little Giant.\That's why he came to Karasuno.\Oh, that guy?\That's why he says he'll become the ace,\and always gives it his all.\And here Hinata-kun is now,\squaring off with Karasuno's current ace.\Well, this should be interesting. response:	Though it's kind of like watching a kid fight an adult.
context: That's why he came to Karasuno.\Oh, that guy?\That's why he says he'll become the ace,\and always gives it his all.\And here Hinata-kun is now,\squaring off with Karasuno's current ace.\Well, this should be interesting.\Though it's kind of like watching a kid fight an adult. response:	Parallel toss.
context: Oh, that guy?\That's why he says he'll become the ace,\and always gives it his all.\And here Hinata-kun is now,\squaring off with Karasuno's current ace.\Well, this should be interesting.\Though it's kind of like watching a kid fight an adult.\Parallel toss. response:	I'm marking the ace right now.
context: That's why he says he'll become the ace,\and always gives it his all.\And here Hinata-kun is now,\squaring off with Karasuno's current ace.\Well, this should be interesting.\Though it's kind of like watching a kid fight an adult.\Parallel toss.\I'm marking the ace right now. response:	I'm facing off with Karasuno's ace.
context: and always gives it his all.\And here Hinata-kun is now,\squaring off with Karasuno's current ace.\Well, this should be interesting.\Though it's kind of like watching a kid fight an adult.\Parallel toss.\I'm marking the ace right now.\I'm facing off with Karasuno's ace. response:	Nice serve.
context: And here Hinata-kun is now,\squaring off with Karasuno's current ace.\Well, this should be interesting.\Though it's kind of like watching a kid fight an adult.\Parallel toss.\I'm marking the ace right now.\I'm facing off with Karasuno's ace.\Nice serve. response:	Nice receive.
context: squaring off with Karasuno's current ace.\Well, this should be interesting.\Though it's kind of like watching a kid fight an adult.\Parallel toss.\I'm marking the ace right now.\I'm facing off with Karasuno's ace.\Nice serve.\Nice receive. response:	Suddenly, he's in front of me...
context: Well, this should be interesting.\Though it's kind of like watching a kid fight an adult.\Parallel toss.\I'm marking the ace right now.\I'm facing off with Karasuno's ace.\Nice serve.\Nice receive.\Suddenly, he's in front of me... response:	Karasuno Neighborhood Assoc.
context: Though it's kind of like watching a kid fight an adult.\Parallel toss.\I'm marking the ace right now.\I'm facing off with Karasuno's ace.\Nice serve.\Nice receive.\Suddenly, he's in front of me...\Karasuno Neighborhood Assoc. response:	I saw how he jumped before,
context: Parallel toss.\I'm marking the ace right now.\I'm facing off with Karasuno's ace.\Nice serve.\Nice receive.\Suddenly, he's in front of me...\Karasuno Neighborhood Assoc.\I saw how he jumped before, response:	but it's truly amazing seeing him up close.
context: I'm marking the ace right now.\I'm facing off with Karasuno's ace.\Nice serve.\Nice receive.\Suddenly, he's in front of me...\Karasuno Neighborhood Assoc.\I saw how he jumped before,\but it's truly amazing seeing him up close. response:	I'm sorry.
context: I'm facing off with Karasuno's ace.\Nice serve.\Nice receive.\Suddenly, he's in front of me...\Karasuno Neighborhood Assoc.\I saw how he jumped before,\but it's truly amazing seeing him up close.\I'm sorry. response:	Don't worry about it. That was a tough break. Next, next!
context: Nice serve.\Nice receive.\Suddenly, he's in front of me...\Karasuno Neighborhood Assoc.\I saw how he jumped before,\but it's truly amazing seeing him up close.\I'm sorry.\Don't worry about it. That was a tough break. Next, next! response:	How high can he jump?
context: Nice receive.\Suddenly, he's in front of me...\Karasuno Neighborhood Assoc.\I saw how he jumped before,\but it's truly amazing seeing him up close.\I'm sorry.\Don't worry about it. That was a tough break. Next, next!\How high can he jump? response:	Right.
context: Suddenly, he's in front of me...\Karasuno Neighborhood Assoc.\I saw how he jumped before,\but it's truly amazing seeing him up close.\I'm sorry.\Don't worry about it. That was a tough break. Next, next!\How high can he jump?\Right. response:	Awesome.
context: Karasuno Neighborhood Assoc.\I saw how he jumped before,\but it's truly amazing seeing him up close.\I'm sorry.\Don't worry about it. That was a tough break. Next, next!\How high can he jump?\Right.\Awesome. response:	Good going, Asahi.
context: I saw how he jumped before,\but it's truly amazing seeing him up close.\I'm sorry.\Don't worry about it. That was a tough break. Next, next!\How high can he jump?\Right.\Awesome.\Good going, Asahi. response:	And he hasn't played in a month.
context: but it's truly amazing seeing him up close.\I'm sorry.\Don't worry about it. That was a tough break. Next, next!\How high can he jump?\Right.\Awesome.\Good going, Asahi.\And he hasn't played in a month. response:	Hey, you! Your form was all wrong for blocking.
context: I'm sorry.\Don't worry about it. That was a tough break. Next, next!\How high can he jump?\Right.\Awesome.\Good going, Asahi.\And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking. response:	If you want to stop the ball, hold your arms like this!
context: Don't worry about it. That was a tough break. Next, next!\How high can he jump?\Right.\Awesome.\Good going, Asahi.\And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this! response:	Are you listening?
context: How high can he jump?\Right.\Awesome.\Good going, Asahi.\And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this!\Are you listening? response:	Like this.
context: Right.\Awesome.\Good going, Asahi.\And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this!\Are you listening?\Like this. response:	Hey.
context: Awesome.\Good going, Asahi.\And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this!\Are you listening?\Like this.\Hey. response:	We're counting on you for the next one.
context: Good going, Asahi.\And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this!\Are you listening?\Like this.\Hey.\We're counting on you for the next one. response:	He was bathed in sweat. He looked like he was in anguish,
context: And he hasn't played in a month.\Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this!\Are you listening?\Like this.\Hey.\We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish, response:	but the Little Giant kept on jumping.
context: Hey, you! Your form was all wrong for blocking.\If you want to stop the ball, hold your arms like this!\Are you listening?\Like this.\Hey.\We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping. response:	I couldn't understand it back then,
context: If you want to stop the ball, hold your arms like this!\Are you listening?\Like this.\Hey.\We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping.\I couldn't understand it back then, response:	but that must've been because of the faith his teammates had in him.
context: Are you listening?\Like this.\Hey.\We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping.\I couldn't understand it back then,\but that must've been because of the faith his teammates had in him. response:	We're counting on you, Asahi-san.
context: Like this.\Hey.\We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping.\I couldn't understand it back then,\but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san. response:	Because everyone on his team believed in him,
context: Hey.\We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping.\I couldn't understand it back then,\but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san.\Because everyone on his team believed in him, response:	because they could count on him,
context: We're counting on you for the next one.\He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping.\I couldn't understand it back then,\but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san.\Because everyone on his team believed in him,\because they could count on him, response:	everyone would connect the ball to the little ace.
context: He was bathed in sweat. He looked like he was in anguish,\but the Little Giant kept on jumping.\I couldn't understand it back then,\but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san.\Because everyone on his team believed in him,\because they could count on him,\everyone would connect the ball to the little ace. response:	I'm sure the same goes for Asahi-san.
context: but the Little Giant kept on jumping.\I couldn't understand it back then,\but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san.\Because everyone on his team believed in him,\because they could count on him,\everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san. response:	Hey.
context: I couldn't understand it back then,\but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san.\Because everyone on his team believed in him,\because they could count on him,\everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san.\Hey. response:	The ace is awesome, huh?
context: but that must've been because of the faith his teammates had in him.\We're counting on you, Asahi-san.\Because everyone on his team believed in him,\because they could count on him,\everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san.\Hey.\The ace is awesome, huh? response:	He smashes past it all. Blocker or no blocker, it makes no difference to him.
context: We're counting on you, Asahi-san.\Because everyone on his team believed in him,\because they could count on him,\everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san.\Hey.\The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him. response:	What's the matter?
context: Because everyone on his team believed in him,\because they could count on him,\everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san.\Hey.\The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter? response:	Nothing.
context: because they could count on him,\everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san.\Hey.\The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter?\Nothing. response:	Neighborhood Assoc. Karasuno
context: everyone would connect the ball to the little ace.\I'm sure the same goes for Asahi-san.\Hey.\The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter?\Nothing.\Neighborhood Assoc. Karasuno response:	Cover.
context: I'm sure the same goes for Asahi-san.\Hey.\The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter?\Nothing.\Neighborhood Assoc. Karasuno\Cover. response:	In front, in front.
context: Hey.\The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter?\Nothing.\Neighborhood Assoc. Karasuno\Cover.\In front, in front. response:	Left!
context: The ace is awesome, huh?\He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter?\Nothing.\Neighborhood Assoc. Karasuno\Cover.\In front, in front.\Left! response:	If only I had his height and power.
context: He smashes past it all. Blocker or no blocker, it makes no difference to him.\What's the matter?\Nothing.\Neighborhood Assoc. Karasuno\Cover.\In front, in front.\Left!\If only I had his height and power. response:	It's coming from the left, cover the side.
context: What's the matter?\Nothing.\Neighborhood Assoc. Karasuno\Cover.\In front, in front.\Left!\If only I had his height and power.\It's coming from the left, cover the side. response:	Hinata, go back a little more.
context: Nothing.\Neighborhood Assoc. Karasuno\Cover.\In front, in front.\Left!\If only I had his height and power.\It's coming from the left, cover the side.\Hinata, go back a little more. response:	No, no, the Little Giant was short, but he was awesome, too.
context: Neighborhood Assoc. Karasuno\Cover.\In front, in front.\Left!\If only I had his height and power.\It's coming from the left, cover the side.\Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too. response:	But...
context: Cover.\In front, in front.\Left!\If only I had his height and power.\It's coming from the left, cover the side.\Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too.\But... response:	It must be nice...
context: In front, in front.\Left!\If only I had his height and power.\It's coming from the left, cover the side.\Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too.\But...\It must be nice... response:	Hinata!
context: Left!\If only I had his height and power.\It's coming from the left, cover the side.\Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too.\But...\It must be nice...\Hinata! response:	Hinata.
context: If only I had his height and power.\It's coming from the left, cover the side.\Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too.\But...\It must be nice...\Hinata!\Hinata. response:	Oh, he's alive.
context: It's coming from the left, cover the side.\Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too.\But...\It must be nice...\Hinata!\Hinata.\Oh, he's alive. response:	Are you all right?
context: Hinata, go back a little more.\No, no, the Little Giant was short, but he was awesome, too.\But...\It must be nice...\Hinata!\Hinata.\Oh, he's alive.\Are you all right? response:	Are you all right?
context: No, no, the Little Giant was short, but he was awesome, too.\But...\It must be nice...\Hinata!\Hinata.\Oh, he's alive.\Are you all right?\Are you all right? response:	It's his fault, no matter how you look at it, for being an airhead.
context: But...\It must be nice...\Hinata!\Hinata.\Oh, he's alive.\Are you all right?\Are you all right?\It's his fault, no matter how you look at it, for being an airhead. response:	A-A-A-Ambulance...
context: It must be nice...\Hinata!\Hinata.\Oh, he's alive.\Are you all right?\Are you all right?\It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance... response:	Relax, sensei.
context: Hinata!\Hinata.\Oh, he's alive.\Are you all right?\Are you all right?\It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance...\Relax, sensei. response:	I'm fine, I'm sorry about that.
context: Hinata.\Oh, he's alive.\Are you all right?\Are you all right?\It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance...\Relax, sensei.\I'm fine, I'm sorry about that. response:	You sure? Just in case, take a break.
context: Oh, he's alive.\Are you all right?\Are you all right?\It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance...\Relax, sensei.\I'm fine, I'm sorry about that.\You sure? Just in case, take a break. response:	Really, I'm fine. I couldn't dodge it. It's no big deal.
context: Are you all right?\Are you all right?\It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance...\Relax, sensei.\I'm fine, I'm sorry about that.\You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal. response:	Besides, I'm used to getting hit in face.
context: Are you all right?\It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance...\Relax, sensei.\I'm fine, I'm sorry about that.\You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face. response:	Don't get used to it...
context: It's his fault, no matter how you look at it, for being an airhead.\A-A-A-Ambulance...\Relax, sensei.\I'm fine, I'm sorry about that.\You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face.\Don't get used to it... response:	Why were you distracted in the middle of the match?
context: A-A-A-Ambulance...\Relax, sensei.\I'm fine, I'm sorry about that.\You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face.\Don't get used to it...\Why were you distracted in the middle of the match? response:	Crap... Kageyama isn't yelling at me.
context: Relax, sensei.\I'm fine, I'm sorry about that.\You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face.\Don't get used to it...\Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me. response:	That means he's really angry.
context: I'm fine, I'm sorry about that.\You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face.\Don't get used to it...\Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me.\That means he's really angry. response:	It's like when I slammed a serve into the back of his head.
context: You sure? Just in case, take a break.\Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face.\Don't get used to it...\Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me.\That means he's really angry.\It's like when I slammed a serve into the back of his head. response:	I know why.
context: Really, I'm fine. I couldn't dodge it. It's no big deal.\Besides, I'm used to getting hit in face.\Don't get used to it...\Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me.\That means he's really angry.\It's like when I slammed a serve into the back of his head.\I know why. response:	The ace is cool.
context: Besides, I'm used to getting hit in face.\Don't get used to it...\Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me.\That means he's really angry.\It's like when I slammed a serve into the back of his head.\I know why.\The ace is cool. response:	But your number one use is as a decoy,
context: Don't get used to it...\Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me.\That means he's really angry.\It's like when I slammed a serve into the back of his head.\I know why.\The ace is cool.\But your number one use is as a decoy, response:	which is humble and uncool.
context: Why were you distracted in the middle of the match?\Crap... Kageyama isn't yelling at me.\That means he's really angry.\It's like when I slammed a serve into the back of his head.\I know why.\The ace is cool.\But your number one use is as a decoy,\which is humble and uncool. response:	You're thinking you could be an ace too,
context: Crap... Kageyama isn't yelling at me.\That means he's really angry.\It's like when I slammed a serve into the back of his head.\I know why.\The ace is cool.\But your number one use is as a decoy,\which is humble and uncool.\You're thinking you could be an ace too, response:	if only you had height and power like Asahi-san.
context: That means he's really angry.\It's like when I slammed a serve into the back of his head.\I know why.\The ace is cool.\But your number one use is as a decoy,\which is humble and uncool.\You're thinking you could be an ace too,\if only you had height and power like Asahi-san. response:	I wasn't thinking that!
context: It's like when I slammed a serve into the back of his head.\I know why.\The ace is cool.\But your number one use is as a decoy,\which is humble and uncool.\You're thinking you could be an ace too,\if only you had height and power like Asahi-san.\I wasn't thinking that! response:	Or... maybe sort of...
context: I know why.\The ace is cool.\But your number one use is as a decoy,\which is humble and uncool.\You're thinking you could be an ace too,\if only you had height and power like Asahi-san.\I wasn't thinking that!\Or... maybe sort of... response:	Once you found out there's an ace, not only did you yearn to see him,
context: The ace is cool.\But your number one use is as a decoy,\which is humble and uncool.\You're thinking you could be an ace too,\if only you had height and power like Asahi-san.\I wasn't thinking that!\Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him, response:	not only were you curious about him,
context: But your number one use is as a decoy,\which is humble and uncool.\You're thinking you could be an ace too,\if only you had height and power like Asahi-san.\I wasn't thinking that!\Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him, response:	but you were envious of him, weren't you?
context: which is humble and uncool.\You're thinking you could be an ace too,\if only you had height and power like Asahi-san.\I wasn't thinking that!\Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him,\but you were envious of him, weren't you? response:	Don't think unnecessary things in the middle of a match.
context: You're thinking you could be an ace too,\if only you had height and power like Asahi-san.\I wasn't thinking that!\Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him,\but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match. response:	So I envy him.
context: if only you had height and power like Asahi-san.\I wasn't thinking that!\Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him,\but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match.\So I envy him. response:	What's wrong with that?
context: I wasn't thinking that!\Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him,\but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match.\So I envy him.\What's wrong with that? response:	You're tall. You'd never understand.
context: Or... maybe sort of...\Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him,\but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match.\So I envy him.\What's wrong with that?\You're tall. You'd never understand. response:	Hey.
context: Once you found out there's an ace, not only did you yearn to see him,\not only were you curious about him,\but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match.\So I envy him.\What's wrong with that?\You're tall. You'd never understand.\Hey. response:	Hey, volleyball club!
context: not only were you curious about him,\but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match.\So I envy him.\What's wrong with that?\You're tall. You'd never understand.\Hey.\Hey, volleyball club! response:	It's closing time. Put everything away.
context: but you were envious of him, weren't you?\Don't think unnecessary things in the middle of a match.\So I envy him.\What's wrong with that?\You're tall. You'd never understand.\Hey.\Hey, volleyball club!\It's closing time. Put everything away. response:	I'm sorry, but please wait until the match is finished.
context: Don't think unnecessary things in the middle of a match.\So I envy him.\What's wrong with that?\You're tall. You'd never understand.\Hey.\Hey, volleyball club!\It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished. response:	But it's late.
context: So I envy him.\What's wrong with that?\You're tall. You'd never understand.\Hey.\Hey, volleyball club!\It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished.\But it's late. response:	I'll take responsibility for closing up.
context: What's wrong with that?\You're tall. You'd never understand.\Hey.\Hey, volleyball club!\It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished.\But it's late.\I'll take responsibility for closing up. response:	It was my fault for interrupting the game,
context: You're tall. You'd never understand.\Hey.\Hey, volleyball club!\It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished.\But it's late.\I'll take responsibility for closing up.\It was my fault for interrupting the game, response:	and yet I got mad at Kageyama.
context: Hey.\Hey, volleyball club!\It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished.\But it's late.\I'll take responsibility for closing up.\It was my fault for interrupting the game,\and yet I got mad at Kageyama. response:	All right then.
context: Hey, volleyball club!\It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished.\But it's late.\I'll take responsibility for closing up.\It was my fault for interrupting the game,\and yet I got mad at Kageyama.\All right then. response:	Sorry to have inconvenienced you.
context: It's closing time. Put everything away.\I'm sorry, but please wait until the match is finished.\But it's late.\I'll take responsibility for closing up.\It was my fault for interrupting the game,\and yet I got mad at Kageyama.\All right then.\Sorry to have inconvenienced you. response:	Sensei, I appreciate it.
context: I'm sorry, but please wait until the match is finished.\But it's late.\I'll take responsibility for closing up.\It was my fault for interrupting the game,\and yet I got mad at Kageyama.\All right then.\Sorry to have inconvenienced you.\Sensei, I appreciate it. response:	Thank you very much.
context: But it's late.\I'll take responsibility for closing up.\It was my fault for interrupting the game,\and yet I got mad at Kageyama.\All right then.\Sorry to have inconvenienced you.\Sensei, I appreciate it.\Thank you very much. response:	Take-chan, you're awesome.
context: I'll take responsibility for closing up.\It was my fault for interrupting the game,\and yet I got mad at Kageyama.\All right then.\Sorry to have inconvenienced you.\Sensei, I appreciate it.\Thank you very much.\Take-chan, you're awesome. response:	All right, let's continue.
context: It was my fault for interrupting the game,\and yet I got mad at Kageyama.\All right then.\Sorry to have inconvenienced you.\Sensei, I appreciate it.\Thank you very much.\Take-chan, you're awesome.\All right, let's continue. response:	Yeah.
context: and yet I got mad at Kageyama.\All right then.\Sorry to have inconvenienced you.\Sensei, I appreciate it.\Thank you very much.\Take-chan, you're awesome.\All right, let's continue.\Yeah. response:	Neighborhood Assoc. Karasuno
context: All right then.\Sorry to have inconvenienced you.\Sensei, I appreciate it.\Thank you very much.\Take-chan, you're awesome.\All right, let's continue.\Yeah.\Neighborhood Assoc. Karasuno response:	One more!
context: Sorry to have inconvenienced you.\Sensei, I appreciate it.\Thank you very much.\Take-chan, you're awesome.\All right, let's continue.\Yeah.\Neighborhood Assoc. Karasuno\One more! response:	Nice serve.
context: Sensei, I appreciate it.\Thank you very much.\Take-chan, you're awesome.\All right, let's continue.\Yeah.\Neighborhood Assoc. Karasuno\One more!\Nice serve. response:	All right, bring it.
context: Thank you very much.\Take-chan, you're awesome.\All right, let's continue.\Yeah.\Neighborhood Assoc. Karasuno\One more!\Nice serve.\All right, bring it. response:	Maybe this is the high school team's strongest offensive rotation.
context: Take-chan, you're awesome.\All right, let's continue.\Yeah.\Neighborhood Assoc. Karasuno\One more!\Nice serve.\All right, bring it.\Maybe this is the high school team's strongest offensive rotation. response:	We'd better watch out for that shrimp's fast attack.
context: All right, let's continue.\Yeah.\Neighborhood Assoc. Karasuno\One more!\Nice serve.\All right, bring it.\Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack. response:	Yes.
context: Yeah.\Neighborhood Assoc. Karasuno\One more!\Nice serve.\All right, bring it.\Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack.\Yes. response:	Um...
context: Neighborhood Assoc. Karasuno\One more!\Nice serve.\All right, bring it.\Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack.\Yes.\Um... response:	I'm tossing to this guy next.
context: One more!\Nice serve.\All right, bring it.\Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack.\Yes.\Um...\I'm tossing to this guy next. response:	Please block him with everything you've got.
context: Nice serve.\All right, bring it.\Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack.\Yes.\Um...\I'm tossing to this guy next.\Please block him with everything you've got. response:	I'm tossing to this guy next.
context: All right, bring it.\Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack.\Yes.\Um...\I'm tossing to this guy next.\Please block him with everything you've got.\I'm tossing to this guy next. response:	Please block him with everything you've got.
context: Maybe this is the high school team's strongest offensive rotation.\We'd better watch out for that shrimp's fast attack.\Yes.\Um...\I'm tossing to this guy next.\Please block him with everything you've got.\I'm tossing to this guy next.\Please block him with everything you've got. response:	What?
context: We'd better watch out for that shrimp's fast attack.\Yes.\Um...\I'm tossing to this guy next.\Please block him with everything you've got.\I'm tossing to this guy next.\Please block him with everything you've got.\What? response:	Are you calling us out?
context: Yes.\Um...\I'm tossing to this guy next.\Please block him with everything you've got.\I'm tossing to this guy next.\Please block him with everything you've got.\What?\Are you calling us out? response:	Yes, I'm calling you out.
context: Um...\I'm tossing to this guy next.\Please block him with everything you've got.\I'm tossing to this guy next.\Please block him with everything you've got.\What?\Are you calling us out?\Yes, I'm calling you out. response:	Please forgive my cocky attitude.
context: I'm tossing to this guy next.\Please block him with everything you've got.\I'm tossing to this guy next.\Please block him with everything you've got.\What?\Are you calling us out?\Yes, I'm calling you out.\Please forgive my cocky attitude. response:	What an interesting guy.
context: Please block him with everything you've got.\I'm tossing to this guy next.\Please block him with everything you've got.\What?\Are you calling us out?\Yes, I'm calling you out.\Please forgive my cocky attitude.\What an interesting guy. response:	Okay. You can call me out.
context: I'm tossing to this guy next.\Please block him with everything you've got.\What?\Are you calling us out?\Yes, I'm calling you out.\Please forgive my cocky attitude.\What an interesting guy.\Okay. You can call me out. response:	Thanks.
context: Please block him with everything you've got.\What?\Are you calling us out?\Yes, I'm calling you out.\Please forgive my cocky attitude.\What an interesting guy.\Okay. You can call me out.\Thanks. response:	What's he thinking?
context: What?\Are you calling us out?\Yes, I'm calling you out.\Please forgive my cocky attitude.\What an interesting guy.\Okay. You can call me out.\Thanks.\What's he thinking? response:	A fast attack's only effective if they can't see it coming,
context: Are you calling us out?\Yes, I'm calling you out.\Please forgive my cocky attitude.\What an interesting guy.\Okay. You can call me out.\Thanks.\What's he thinking?\A fast attack's only effective if they can't see it coming, response:	but he just revealed the plan to them.
context: Yes, I'm calling you out.\Please forgive my cocky attitude.\What an interesting guy.\Okay. You can call me out.\Thanks.\What's he thinking?\A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them. response:	How can shrimpy take them on now? There's no way.
context: Please forgive my cocky attitude.\What an interesting guy.\Okay. You can call me out.\Thanks.\What's he thinking?\A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them.\How can shrimpy take them on now? There's no way. response:	That's true.
context: What an interesting guy.\Okay. You can call me out.\Thanks.\What's he thinking?\A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them.\How can shrimpy take them on now? There's no way.\That's true. response:	We'll block him for sure.
context: Okay. You can call me out.\Thanks.\What's he thinking?\A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them.\How can shrimpy take them on now? There's no way.\That's true.\We'll block him for sure. response:	You might be right, if he has to confront them head-on.
context: Thanks.\What's he thinking?\A fast attack's only effective if they can't see it coming,\but he just revealed the plan to them.\How can shrimpy take them on now? There's no way.\That's true.\We'll block him for sure.\You might be right, if he has to confront them head-on. response:	Right? We'd better, after that speech.
