context: I say yes response:	Stay with me
context: Louise, you have an elder sister?\Just put them on already.\Okay...\Oh yeah, I remember you saying that you're the youngest...\I can't take it off!\Let's get going.\Siesta!\S-Saito! response:	Siesta!
context: Just put them on already.\Okay...\Oh yeah, I remember you saying that you're the youngest...\I can't take it off!\Let's get going.\Siesta!\S-Saito!\Siesta! response:	Saito-san!
context: Okay...\Oh yeah, I remember you saying that you're the youngest...\I can't take it off!\Let's get going.\Siesta!\S-Saito!\Siesta!\Saito-san! response:	Saito-san, what's that?
context: Oh yeah, I remember you saying that you're the youngest...\I can't take it off!\Let's get going.\Siesta!\S-Saito!\Siesta!\Saito-san!\Saito-san, what's that? response:	Are you working today, too?
context: I can't take it off!\Let's get going.\Siesta!\S-Saito!\Siesta!\Saito-san!\Saito-san, what's that?\Are you working today, too? response:	Do you want to go check out the parade with us?
context: Let's get going.\Siesta!\S-Saito!\Siesta!\Saito-san!\Saito-san, what's that?\Are you working today, too?\Do you want to go check out the parade with us? response:	No, I'm...
context: Siesta!\S-Saito!\Siesta!\Saito-san!\Saito-san, what's that?\Are you working today, too?\Do you want to go check out the parade with us?\No, I'm... response:	What's wrong?
context: S-Saito!\Siesta!\Saito-san!\Saito-san, what's that?\Are you working today, too?\Do you want to go check out the parade with us?\No, I'm...\What's wrong? response:	I know...
context: Siesta!\Saito-san!\Saito-san, what's that?\Are you working today, too?\Do you want to go check out the parade with us?\No, I'm...\What's wrong?\I know... response:	That's...!
context: Saito-san!\Saito-san, what's that?\Are you working today, too?\Do you want to go check out the parade with us?\No, I'm...\What's wrong?\I know...\That's...! response:	So...
context: Saito-san, what's that?\Are you working today, too?\Do you want to go check out the parade with us?\No, I'm...\What's wrong?\I know...\That's...!\So... response:	This is...
context: Are you working today, too?\Do you want to go check out the parade with us?\No, I'm...\What's wrong?\I know...\That's...!\So...\This is... response:	So...
context: Do you want to go check out the parade with us?\No, I'm...\What's wrong?\I know...\That's...!\So...\This is...\So... response:	U-Um... What's with those glasses?
context: No, I'm...\What's wrong?\I know...\That's...!\So...\This is...\So...\U-Um... What's with those glasses? response:	Huh? What's this?
context: What's wrong?\I know...\That's...!\So...\This is...\So...\U-Um... What's with those glasses?\Huh? What's this? response:	They won't come off.
context: I know...\That's...!\So...\This is...\So...\U-Um... What's with those glasses?\Huh? What's this?\They won't come off. response:	Those Medusa's Glasses are a magical item.
context: That's...!\So...\This is...\So...\U-Um... What's with those glasses?\Huh? What's this?\They won't come off.\Those Medusa's Glasses are a magical item. response:	Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,
context: So...\This is...\So...\U-Um... What's with those glasses?\Huh? What's this?\They won't come off.\Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes, response:	the gems around them glow.
context: This is...\So...\U-Um... What's with those glasses?\Huh? What's this?\They won't come off.\Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow. response:	W-What's with that?
context: So...\U-Um... What's with those glasses?\Huh? What's this?\They won't come off.\Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow.\W-What's with that? response:	I didn't hear about that!
context: U-Um... What's with those glasses?\Huh? What's this?\They won't come off.\Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow.\W-What's with that?\I didn't hear about that! response:	You need only look at your master.
context: Huh? What's this?\They won't come off.\Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow.\W-What's with that?\I didn't hear about that!\You need only look at your master. response:	To stare at other girls when you're a familiar...
context: They won't come off.\Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow.\W-What's with that?\I didn't hear about that!\You need only look at your master.\To stare at other girls when you're a familiar... response:	With lustrous eyes...
context: Those Medusa's Glasses are a magical item.\Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow.\W-What's with that?\I didn't hear about that!\You need only look at your master.\To stare at other girls when you're a familiar...\With lustrous eyes... response:	With dilated eyes...
context: Any time you look at a girl other than myself, the one who gave them to you, with lascivious eyes,\the gems around them glow.\W-What's with that?\I didn't hear about that!\You need only look at your master.\To stare at other girls when you're a familiar...\With lustrous eyes...\With dilated eyes... response:	With bloodshot eyes!
context: the gems around them glow.\W-What's with that?\I didn't hear about that!\You need only look at your master.\To stare at other girls when you're a familiar...\With lustrous eyes...\With dilated eyes...\With bloodshot eyes! response:	No, I wasn't...
context: W-What's with that?\I didn't hear about that!\You need only look at your master.\To stare at other girls when you're a familiar...\With lustrous eyes...\With dilated eyes...\With bloodshot eyes!\No, I wasn't... response:	Where exactly were you looking?
context: I didn't hear about that!\You need only look at your master.\To stare at other girls when you're a familiar...\With lustrous eyes...\With dilated eyes...\With bloodshot eyes!\No, I wasn't...\Where exactly were you looking? response:	That maid's face, perhaps?
context: You need only look at your master.\To stare at other girls when you're a familiar...\With lustrous eyes...\With dilated eyes...\With bloodshot eyes!\No, I wasn't...\Where exactly were you looking?\That maid's face, perhaps? response:	Or...
context: To stare at other girls when you're a familiar...\With lustrous eyes...\With dilated eyes...\With bloodshot eyes!\No, I wasn't...\Where exactly were you looking?\That maid's face, perhaps?\Or... response:	I see...
context: With lustrous eyes...\With dilated eyes...\With bloodshot eyes!\No, I wasn't...\Where exactly were you looking?\That maid's face, perhaps?\Or...\I see... response:	L-Louise-san?
context: With dilated eyes...\With bloodshot eyes!\No, I wasn't...\Where exactly were you looking?\That maid's face, perhaps?\Or...\I see...\L-Louise-san? response:	I see. You were looking at her boobs.
context: With bloodshot eyes!\No, I wasn't...\Where exactly were you looking?\That maid's face, perhaps?\Or...\I see...\L-Louise-san?\I see. You were looking at her boobs. response:	So, you like big ones that much?
context: No, I wasn't...\Where exactly were you looking?\That maid's face, perhaps?\Or...\I see...\L-Louise-san?\I see. You were looking at her boobs.\So, you like big ones that much? response:	So you like big boobs.
context: Where exactly were you looking?\That maid's face, perhaps?\Or...\I see...\L-Louise-san?\I see. You were looking at her boobs.\So, you like big ones that much?\So you like big boobs. response:	Louise! Hold on!
context: That maid's face, perhaps?\Or...\I see...\L-Louise-san?\I see. You were looking at her boobs.\So, you like big ones that much?\So you like big boobs.\Louise! Hold on! response:	So, the bigger ones are better for you!
context: Or...\I see...\L-Louise-san?\I see. You were looking at her boobs.\So, you like big ones that much?\So you like big boobs.\Louise! Hold on!\So, the bigger ones are better for you! response:	Ah, it's Miss Valliere and Saito-kun again.
context: I see...\L-Louise-san?\I see. You were looking at her boobs.\So, you like big ones that much?\So you like big boobs.\Louise! Hold on!\So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again. response:	Hey, Louise.
context: L-Louise-san?\I see. You were looking at her boobs.\So, you like big ones that much?\So you like big boobs.\Louise! Hold on!\So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise. response:	Montmorency.
context: I see. You were looking at her boobs.\So, you like big ones that much?\So you like big boobs.\Louise! Hold on!\So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise.\Montmorency. response:	Are you two off to watch the parade as well?
context: So, you like big ones that much?\So you like big boobs.\Louise! Hold on!\So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise.\Montmorency.\Are you two off to watch the parade as well? response:	You two get along well as always.
context: So you like big boobs.\Louise! Hold on!\So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise.\Montmorency.\Are you two off to watch the parade as well?\You two get along well as always. response:	Just like us, Montmorency.
context: Louise! Hold on!\So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise.\Montmorency.\Are you two off to watch the parade as well?\You two get along well as always.\Just like us, Montmorency. response:	Look, Louise.
context: So, the bigger ones are better for you!\Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise.\Montmorency.\Are you two off to watch the parade as well?\You two get along well as always.\Just like us, Montmorency.\Look, Louise. response:	Since today's a day to celebrate, I'm wearing an outgoing dress.
context: Ah, it's Miss Valliere and Saito-kun again.\Hey, Louise.\Montmorency.\Are you two off to watch the parade as well?\You two get along well as always.\Just like us, Montmorency.\Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress. response:	Ow...
context: Hey, Louise.\Montmorency.\Are you two off to watch the parade as well?\You two get along well as always.\Just like us, Montmorency.\Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow... response:	Isn't it a little short?
context: Montmorency.\Are you two off to watch the parade as well?\You two get along well as always.\Just like us, Montmorency.\Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow...\Isn't it a little short? response:	This is nothing.
context: Are you two off to watch the parade as well?\You two get along well as always.\Just like us, Montmorency.\Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow...\Isn't it a little short?\This is nothing. response:	Saito.
context: You two get along well as always.\Just like us, Montmorency.\Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow...\Isn't it a little short?\This is nothing.\Saito. response:	Oh, it's those two again.
context: Just like us, Montmorency.\Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow...\Isn't it a little short?\This is nothing.\Saito.\Oh, it's those two again. response:	Kirche!
context: Look, Louise.\Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow...\Isn't it a little short?\This is nothing.\Saito.\Oh, it's those two again.\Kirche! response:	Tabitha.
context: Since today's a day to celebrate, I'm wearing an outgoing dress.\Ow...\Isn't it a little short?\This is nothing.\Saito.\Oh, it's those two again.\Kirche!\Tabitha. response:	I can't believe you.
context: Ow...\Isn't it a little short?\This is nothing.\Saito.\Oh, it's those two again.\Kirche!\Tabitha.\I can't believe you. response:	I can understand Kirche, but who knew you were eyeing Tabitha, too.
context: Isn't it a little short?\This is nothing.\Saito.\Oh, it's those two again.\Kirche!\Tabitha.\I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too. response:	Is female the only trait that you need?
context: This is nothing.\Saito.\Oh, it's those two again.\Kirche!\Tabitha.\I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need? response:	Pretty much...
context: Saito.\Oh, it's those two again.\Kirche!\Tabitha.\I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need?\Pretty much... response:	No, that's not true!
context: Oh, it's those two again.\Kirche!\Tabitha.\I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need?\Pretty much...\No, that's not true! response:	I won't look.
context: Kirche!\Tabitha.\I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need?\Pretty much...\No, that's not true!\I won't look. response:	I won't look at anyone else anymore...
context: Tabitha.\I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need?\Pretty much...\No, that's not true!\I won't look.\I won't look at anyone else anymore... response:	Fine.
context: I can't believe you.\I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need?\Pretty much...\No, that's not true!\I won't look.\I won't look at anyone else anymore...\Fine. response:	You keep your eyes shut until we go back to our room.
context: I can understand Kirche, but who knew you were eyeing Tabitha, too.\Is female the only trait that you need?\Pretty much...\No, that's not true!\I won't look.\I won't look at anyone else anymore...\Fine.\You keep your eyes shut until we go back to our room. response:	Okay...
context: Is female the only trait that you need?\Pretty much...\No, that's not true!\I won't look.\I won't look at anyone else anymore...\Fine.\You keep your eyes shut until we go back to our room.\Okay... response:	Princess!
context: Pretty much...\No, that's not true!\I won't look.\I won't look at anyone else anymore...\Fine.\You keep your eyes shut until we go back to our room.\Okay...\Princess! response:	Look, Saito!
context: No, that's not true!\I won't look.\I won't look at anyone else anymore...\Fine.\You keep your eyes shut until we go back to our room.\Okay...\Princess!\Look, Saito! response:	What are you doing closing your eyes?
context: I won't look.\I won't look at anyone else anymore...\Fine.\You keep your eyes shut until we go back to our room.\Okay...\Princess!\Look, Saito!\What are you doing closing your eyes? response:	She looks so majestic.
context: I won't look at anyone else anymore...\Fine.\You keep your eyes shut until we go back to our room.\Okay...\Princess!\Look, Saito!\What are you doing closing your eyes?\She looks so majestic. response:	S-Saito.
context: Fine.\You keep your eyes shut until we go back to our room.\Okay...\Princess!\Look, Saito!\What are you doing closing your eyes?\She looks so majestic.\S-Saito. response:	How dare you eye the Princess... no, the Queen...
context: You keep your eyes shut until we go back to our room.\Okay...\Princess!\Look, Saito!\What are you doing closing your eyes?\She looks so majestic.\S-Saito.\How dare you eye the Princess... no, the Queen... response:	Wait, Louise! Not here!
context: Okay...\Princess!\Look, Saito!\What are you doing closing your eyes?\She looks so majestic.\S-Saito.\How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here! response:	You're...
context: Princess!\Look, Saito!\What are you doing closing your eyes?\She looks so majestic.\S-Saito.\How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here!\You're... response:	You're the worst!
context: Look, Saito!\What are you doing closing your eyes?\She looks so majestic.\S-Saito.\How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here!\You're...\You're the worst! response:	We have a ruffian!
context: What are you doing closing your eyes?\She looks so majestic.\S-Saito.\How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here!\You're...\You're the worst!\We have a ruffian! response:	Protect Our Highness!
context: She looks so majestic.\S-Saito.\How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here!\You're...\You're the worst!\We have a ruffian!\Protect Our Highness! response:	Captain. I assume it was them.
context: S-Saito.\How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here!\You're...\You're the worst!\We have a ruffian!\Protect Our Highness!\Captain. I assume it was them. response:	Arrest them!
context: How dare you eye the Princess... no, the Queen...\Wait, Louise! Not here!\You're...\You're the worst!\We have a ruffian!\Protect Our Highness!\Captain. I assume it was them.\Arrest them! response:	Sir!
context: Wait, Louise! Not here!\You're...\You're the worst!\We have a ruffian!\Protect Our Highness!\Captain. I assume it was them.\Arrest them!\Sir! response:	Saito...
context: You're...\You're the worst!\We have a ruffian!\Protect Our Highness!\Captain. I assume it was them.\Arrest them!\Sir!\Saito... response:	I am Her Highness' court lady, Louise de La Valliere.
context: You're the worst!\We have a ruffian!\Protect Our Highness!\Captain. I assume it was them.\Arrest them!\Sir!\Saito...\I am Her Highness' court lady, Louise de La Valliere. response:	I need to talk with Her Highness!
context: We have a ruffian!\Protect Our Highness!\Captain. I assume it was them.\Arrest them!\Sir!\Saito...\I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness! response:	Let me through here!
context: Protect Our Highness!\Captain. I assume it was them.\Arrest them!\Sir!\Saito...\I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness!\Let me through here! response:	You cannot!
context: Captain. I assume it was them.\Arrest them!\Sir!\Saito...\I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness!\Let me through here!\You cannot! response:	We have been ordered to not let anybody through.
context: Arrest them!\Sir!\Saito...\I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness!\Let me through here!\You cannot!\We have been ordered to not let anybody through. response:	Just let me through!
context: Sir!\Saito...\I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness!\Let me through here!\You cannot!\We have been ordered to not let anybody through.\Just let me through! response:	La Valliere-dono.
context: Saito...\I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness!\Let me through here!\You cannot!\We have been ordered to not let anybody through.\Just let me through!\La Valliere-dono. response:	Drop your wand!
context: I am Her Highness' court lady, Louise de La Valliere.\I need to talk with Her Highness!\Let me through here!\You cannot!\We have been ordered to not let anybody through.\Just let me through!\La Valliere-dono.\Drop your wand! response:	A gun is faster than spell casting.
context: I need to talk with Her Highness!\Let me through here!\You cannot!\We have been ordered to not let anybody through.\Just let me through!\La Valliere-dono.\Drop your wand!\A gun is faster than spell casting. response:	Her Highness is in a meeting with Principal Osmond.
context: Let me through here!\You cannot!\We have been ordered to not let anybody through.\Just let me through!\La Valliere-dono.\Drop your wand!\A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond. response:	I shall hear what you need to say in her stead.
context: You cannot!\We have been ordered to not let anybody through.\Just let me through!\La Valliere-dono.\Drop your wand!\A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead. response:	Principal Osmond?
context: We have been ordered to not let anybody through.\Just let me through!\La Valliere-dono.\Drop your wand!\A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead.\Principal Osmond? response:	And you are...?
context: Just let me through!\La Valliere-dono.\Drop your wand!\A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead.\Principal Osmond?\And you are...? response:	Agnes Chevalier de Milan.
context: La Valliere-dono.\Drop your wand!\A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead.\Principal Osmond?\And you are...?\Agnes Chevalier de Milan. response:	Captain of the Musketeer Force.
context: Drop your wand!\A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead.\Principal Osmond?\And you are...?\Agnes Chevalier de Milan.\Captain of the Musketeer Force. response:	Musketeer Force?
context: A gun is faster than spell casting.\Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead.\Principal Osmond?\And you are...?\Agnes Chevalier de Milan.\Captain of the Musketeer Force.\Musketeer Force? response:	You're the one that arrested Saito, aren't you?
context: Her Highness is in a meeting with Principal Osmond.\I shall hear what you need to say in her stead.\Principal Osmond?\And you are...?\Agnes Chevalier de Milan.\Captain of the Musketeer Force.\Musketeer Force?\You're the one that arrested Saito, aren't you? response:	Release Saito!
context: I shall hear what you need to say in her stead.\Principal Osmond?\And you are...?\Agnes Chevalier de Milan.\Captain of the Musketeer Force.\Musketeer Force?\You're the one that arrested Saito, aren't you?\Release Saito! response:	Saito?
context: Principal Osmond?\And you are...?\Agnes Chevalier de Milan.\Captain of the Musketeer Force.\Musketeer Force?\You're the one that arrested Saito, aren't you?\Release Saito!\Saito? response:	The culprit.
context: And you are...?\Agnes Chevalier de Milan.\Captain of the Musketeer Force.\Musketeer Force?\You're the one that arrested Saito, aren't you?\Release Saito!\Saito?\The culprit. response:	Saito isn't the culprit!
context: Agnes Chevalier de Milan.\Captain of the Musketeer Force.\Musketeer Force?\You're the one that arrested Saito, aren't you?\Release Saito!\Saito?\The culprit.\Saito isn't the culprit! response:	I caused the explosion.
context: Captain of the Musketeer Force.\Musketeer Force?\You're the one that arrested Saito, aren't you?\Release Saito!\Saito?\The culprit.\Saito isn't the culprit!\I caused the explosion. response:	The idiot was eyeing the Princess...
context: Musketeer Force?\You're the one that arrested Saito, aren't you?\Release Saito!\Saito?\The culprit.\Saito isn't the culprit!\I caused the explosion.\The idiot was eyeing the Princess... response:	A-Anyway, give me back Saito!
context: You're the one that arrested Saito, aren't you?\Release Saito!\Saito?\The culprit.\Saito isn't the culprit!\I caused the explosion.\The idiot was eyeing the Princess...\A-Anyway, give me back Saito! response:	To hell with this present!
context: Release Saito!\Saito?\The culprit.\Saito isn't the culprit!\I caused the explosion.\The idiot was eyeing the Princess...\A-Anyway, give me back Saito!\To hell with this present! response:	I guess I'm treated like this, after all.
context: Saito?\The culprit.\Saito isn't the culprit!\I caused the explosion.\The idiot was eyeing the Princess...\A-Anyway, give me back Saito!\To hell with this present!\I guess I'm treated like this, after all. response:	Then, in the future...
context: The culprit.\Saito isn't the culprit!\I caused the explosion.\The idiot was eyeing the Princess...\A-Anyway, give me back Saito!\To hell with this present!\I guess I'm treated like this, after all.\Then, in the future... response:	Louise will get married with some stupid aristocrat.
context: Saito isn't the culprit!\I caused the explosion.\The idiot was eyeing the Princess...\A-Anyway, give me back Saito!\To hell with this present!\I guess I'm treated like this, after all.\Then, in the future...\Louise will get married with some stupid aristocrat. response:	I'll praise the two from afar,
context: I caused the explosion.\The idiot was eyeing the Princess...\A-Anyway, give me back Saito!\To hell with this present!\I guess I'm treated like this, after all.\Then, in the future...\Louise will get married with some stupid aristocrat.\I'll praise the two from afar, response:	and end my life as a familiar.
context: The idiot was eyeing the Princess...\A-Anyway, give me back Saito!\To hell with this present!\I guess I'm treated like this, after all.\Then, in the future...\Louise will get married with some stupid aristocrat.\I'll praise the two from afar,\and end my life as a familiar. response:	Damn it, I should have returned to Japan.
context: A-Anyway, give me back Saito!\To hell with this present!\I guess I'm treated like this, after all.\Then, in the future...\Louise will get married with some stupid aristocrat.\I'll praise the two from afar,\and end my life as a familiar.\Damn it, I should have returned to Japan. response:	If I can't return home, then I'd rather pick a different girl.
context: To hell with this present!\I guess I'm treated like this, after all.\Then, in the future...\Louise will get married with some stupid aristocrat.\I'll praise the two from afar,\and end my life as a familiar.\Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl. response:	The Queen was beautiful.
context: I guess I'm treated like this, after all.\Then, in the future...\Louise will get married with some stupid aristocrat.\I'll praise the two from afar,\and end my life as a familiar.\Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful. response:	Saito-san.
context: Then, in the future...\Louise will get married with some stupid aristocrat.\I'll praise the two from afar,\and end my life as a familiar.\Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful.\Saito-san. response:	Saito-san.
context: Louise will get married with some stupid aristocrat.\I'll praise the two from afar,\and end my life as a familiar.\Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful.\Saito-san.\Saito-san. response:	Saito-san.
context: I'll praise the two from afar,\and end my life as a familiar.\Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful.\Saito-san.\Saito-san.\Saito-san. response:	Y-Your Highness!
context: and end my life as a familiar.\Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful.\Saito-san.\Saito-san.\Saito-san.\Y-Your Highness! response:	Why are you here?
context: Damn it, I should have returned to Japan.\If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful.\Saito-san.\Saito-san.\Saito-san.\Y-Your Highness!\Why are you here? response:	I came to see you.
context: If I can't return home, then I'd rather pick a different girl.\The Queen was beautiful.\Saito-san.\Saito-san.\Saito-san.\Y-Your Highness!\Why are you here?\I came to see you. response:	See me?
context: The Queen was beautiful.\Saito-san.\Saito-san.\Saito-san.\Y-Your Highness!\Why are you here?\I came to see you.\See me? response:	You don't say...
context: Saito-san.\Saito-san.\Saito-san.\Y-Your Highness!\Why are you here?\I came to see you.\See me?\You don't say... response:	Saito-san...
context: Saito-san.\Saito-san.\Y-Your Highness!\Why are you here?\I came to see you.\See me?\You don't say...\Saito-san... response:	She can't be...
context: Saito-san.\Y-Your Highness!\Why are you here?\I came to see you.\See me?\You don't say...\Saito-san...\She can't be... response:	No! That's way too much!
context: Y-Your Highness!\Why are you here?\I came to see you.\See me?\You don't say...\Saito-san...\She can't be...\No! That's way too much! response:	Saito-san.
context: Why are you here?\I came to see you.\See me?\You don't say...\Saito-san...\She can't be...\No! That's way too much!\Saito-san. response:	I have a favour to ask of you.
context: I came to see you.\See me?\You don't say...\Saito-san...\She can't be...\No! That's way too much!\Saito-san.\I have a favour to ask of you. response:	If you desire so much...
context: See me?\You don't say...\Saito-san...\She can't be...\No! That's way too much!\Saito-san.\I have a favour to ask of you.\If you desire so much... response:	You insolent fool!
context: You don't say...\Saito-san...\She can't be...\No! That's way too much!\Saito-san.\I have a favour to ask of you.\If you desire so much...\You insolent fool! response:	How dare you touch the hands of the Queen!
context: Saito-san...\She can't be...\No! That's way too much!\Saito-san.\I have a favour to ask of you.\If you desire so much...\You insolent fool!\How dare you touch the hands of the Queen! response:	I'll shoot you right this moment!
context: She can't be...\No! That's way too much!\Saito-san.\I have a favour to ask of you.\If you desire so much...\You insolent fool!\How dare you touch the hands of the Queen!\I'll shoot you right this moment! response:	Agnes, please stand back.
context: No! That's way too much!\Saito-san.\I have a favour to ask of you.\If you desire so much...\You insolent fool!\How dare you touch the hands of the Queen!\I'll shoot you right this moment!\Agnes, please stand back. response:	I want to talk to him alone.
context: Saito-san.\I have a favour to ask of you.\If you desire so much...\You insolent fool!\How dare you touch the hands of the Queen!\I'll shoot you right this moment!\Agnes, please stand back.\I want to talk to him alone. response:	But...!
context: I have a favour to ask of you.\If you desire so much...\You insolent fool!\How dare you touch the hands of the Queen!\I'll shoot you right this moment!\Agnes, please stand back.\I want to talk to him alone.\But...! response:	It is fine.
context: If you desire so much...\You insolent fool!\How dare you touch the hands of the Queen!\I'll shoot you right this moment!\Agnes, please stand back.\I want to talk to him alone.\But...!\It is fine. response:	It's fine.
context: You insolent fool!\How dare you touch the hands of the Queen!\I'll shoot you right this moment!\Agnes, please stand back.\I want to talk to him alone.\But...!\It is fine.\It's fine. response:	You keep quiet!
context: How dare you touch the hands of the Queen!\I'll shoot you right this moment!\Agnes, please stand back.\I want to talk to him alone.\But...!\It is fine.\It's fine.\You keep quiet! response:	Agnes!
context: I'll shoot you right this moment!\Agnes, please stand back.\I want to talk to him alone.\But...!\It is fine.\It's fine.\You keep quiet!\Agnes! response:	Next time I will shoot you regardless of what Her Highness says!
context: Agnes, please stand back.\I want to talk to him alone.\But...!\It is fine.\It's fine.\You keep quiet!\Agnes!\Next time I will shoot you regardless of what Her Highness says! response:	Saito-san, are you hurt?
context: I want to talk to him alone.\But...!\It is fine.\It's fine.\You keep quiet!\Agnes!\Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt? response:	We're finally alone.
context: But...!\It is fine.\It's fine.\You keep quiet!\Agnes!\Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt?\We're finally alone. response:	Yes.
context: It is fine.\It's fine.\You keep quiet!\Agnes!\Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt?\We're finally alone.\Yes. response:	Then...
context: It's fine.\You keep quiet!\Agnes!\Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt?\We're finally alone.\Yes.\Then... response:	From the information gathered by Intelligence and from what Principal Osmond said,
context: You keep quiet!\Agnes!\Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt?\We're finally alone.\Yes.\Then...\From the information gathered by Intelligence and from what Principal Osmond said, response:	it was you and Louise who defeated the Albion force.
context: Agnes!\Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt?\We're finally alone.\Yes.\Then...\From the information gathered by Intelligence and from what Principal Osmond said,\it was you and Louise who defeated the Albion force. response:	We are certain that it was done by the void mage and her familiar, Gandalfr.
context: Next time I will shoot you regardless of what Her Highness says!\Saito-san, are you hurt?\We're finally alone.\Yes.\Then...\From the information gathered by Intelligence and from what Principal Osmond said,\it was you and Louise who defeated the Albion force.\We are certain that it was done by the void mage and her familiar, Gandalfr. response:	T-That's...
context: Saito-san, are you hurt?\We're finally alone.\Yes.\Then...\From the information gathered by Intelligence and from what Principal Osmond said,\it was you and Louise who defeated the Albion force.\We are certain that it was done by the void mage and her familiar, Gandalfr.\T-That's... response:	Could you...
context: We're finally alone.\Yes.\Then...\From the information gathered by Intelligence and from what Principal Osmond said,\it was you and Louise who defeated the Albion force.\We are certain that it was done by the void mage and her familiar, Gandalfr.\T-That's...\Could you... response:	Could you lend us your power?
context: Yes.\Then...\From the information gathered by Intelligence and from what Principal Osmond said,\it was you and Louise who defeated the Albion force.\We are certain that it was done by the void mage and her familiar, Gandalfr.\T-That's...\Could you...\Could you lend us your power? response:	Right now, the entire country is at war.
