context: In a pig's ass! response:	I was wrong about you, traitor!
context: I can't...\Because... I...\W-Who's down there?!\Oh, sorry. Didn't mean to interrupt, Sen-boy.\Brother... Jun...?\Don't pay no attention to me. Go on with what you were doing.\Dammit! I forgot to tell him about Junichi!\Yurika-san! response:	Hey, Sen-boy. Your woman forgot something.
context: Because... I...\W-Who's down there?!\Oh, sorry. Didn't mean to interrupt, Sen-boy.\Brother... Jun...?\Don't pay no attention to me. Go on with what you were doing.\Dammit! I forgot to tell him about Junichi!\Yurika-san!\Hey, Sen-boy. Your woman forgot something. response:	Sen!
context: W-Who's down there?!\Oh, sorry. Didn't mean to interrupt, Sen-boy.\Brother... Jun...?\Don't pay no attention to me. Go on with what you were doing.\Dammit! I forgot to tell him about Junichi!\Yurika-san!\Hey, Sen-boy. Your woman forgot something.\Sen! response:	That packed quite a wallop...
context: Oh, sorry. Didn't mean to interrupt, Sen-boy.\Brother... Jun...?\Don't pay no attention to me. Go on with what you were doing.\Dammit! I forgot to tell him about Junichi!\Yurika-san!\Hey, Sen-boy. Your woman forgot something.\Sen!\That packed quite a wallop... response:	What are you lookin' at me like that for?
context: Brother... Jun...?\Don't pay no attention to me. Go on with what you were doing.\Dammit! I forgot to tell him about Junichi!\Yurika-san!\Hey, Sen-boy. Your woman forgot something.\Sen!\That packed quite a wallop...\What are you lookin' at me like that for? response:	You're not satisfied with one punch?
context: Don't pay no attention to me. Go on with what you were doing.\Dammit! I forgot to tell him about Junichi!\Yurika-san!\Hey, Sen-boy. Your woman forgot something.\Sen!\That packed quite a wallop...\What are you lookin' at me like that for?\You're not satisfied with one punch? response:	Wait, Sen. Junichi has had kind of a breakdown...
context: Dammit! I forgot to tell him about Junichi!\Yurika-san!\Hey, Sen-boy. Your woman forgot something.\Sen!\That packed quite a wallop...\What are you lookin' at me like that for?\You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown... response:	Brother Jun...?
context: Yurika-san!\Hey, Sen-boy. Your woman forgot something.\Sen!\That packed quite a wallop...\What are you lookin' at me like that for?\You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...? response:	What's wrong?
context: Hey, Sen-boy. Your woman forgot something.\Sen!\That packed quite a wallop...\What are you lookin' at me like that for?\You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...?\What's wrong? response:	Tell me, what happened? Sentaro...
context: Sen!\That packed quite a wallop...\What are you lookin' at me like that for?\You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...?\What's wrong?\Tell me, what happened? Sentaro... response:	Sentaro, wait!
context: That packed quite a wallop...\What are you lookin' at me like that for?\You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...?\What's wrong?\Tell me, what happened? Sentaro...\Sentaro, wait! response:	Okay, everyone...
context: What are you lookin' at me like that for?\You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...?\What's wrong?\Tell me, what happened? Sentaro...\Sentaro, wait!\Okay, everyone... response:	I'd like to decide on the members of the committee for the festival.
context: You're not satisfied with one punch?\Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...?\What's wrong?\Tell me, what happened? Sentaro...\Sentaro, wait!\Okay, everyone...\I'd like to decide on the members of the committee for the festival. response:	I'm open to volunteers or nominations...
context: Wait, Sen. Junichi has had kind of a breakdown...\Brother Jun...?\What's wrong?\Tell me, what happened? Sentaro...\Sentaro, wait!\Okay, everyone...\I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations... response:	Okay! Then I nominate Nishimi-san and Mukae-san!
context: Brother Jun...?\What's wrong?\Tell me, what happened? Sentaro...\Sentaro, wait!\Okay, everyone...\I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san! response:	I'm sure those two would take responsibility and do a good job!
context: What's wrong?\Tell me, what happened? Sentaro...\Sentaro, wait!\Okay, everyone...\I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job! response:	I think that's a good idea, too!
context: Tell me, what happened? Sentaro...\Sentaro, wait!\Okay, everyone...\I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too! response:	No objections here!
context: Sentaro, wait!\Okay, everyone...\I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too!\No objections here! response:	East High School Festival Talent Show Sign-Up Reception
context: Okay, everyone...\I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too!\No objections here!\East High School Festival Talent Show Sign-Up Reception response:	Oh, the brass band...
context: I'd like to decide on the members of the committee for the festival.\I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too!\No objections here!\East High School Festival Talent Show Sign-Up Reception\Oh, the brass band... response:	Could you write down the representatives' names and program?
context: I'm open to volunteers or nominations...\Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too!\No objections here!\East High School Festival Talent Show Sign-Up Reception\Oh, the brass band...\Could you write down the representatives' names and program? response:	Um, could I have an application form?
context: Okay! Then I nominate Nishimi-san and Mukae-san!\I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too!\No objections here!\East High School Festival Talent Show Sign-Up Reception\Oh, the brass band...\Could you write down the representatives' names and program?\Um, could I have an application form? response:	Here you are.
context: I'm sure those two would take responsibility and do a good job!\I think that's a good idea, too!\No objections here!\East High School Festival Talent Show Sign-Up Reception\Oh, the brass band...\Could you write down the representatives' names and program?\Um, could I have an application form?\Here you are. response:	You're good to go!
context: I think that's a good idea, too!\No objections here!\East High School Festival Talent Show Sign-Up Reception\Oh, the brass band...\Could you write down the representatives' names and program?\Um, could I have an application form?\Here you are.\You're good to go! response:	I'm sorry, Kaoru-san.
context: No objections here!\East High School Festival Talent Show Sign-Up Reception\Oh, the brass band...\Could you write down the representatives' names and program?\Um, could I have an application form?\Here you are.\You're good to go!\I'm sorry, Kaoru-san. response:	The new term's just begun and you've been saddled with this busy job.
context: East High School Festival Talent Show Sign-Up Reception\Oh, the brass band...\Could you write down the representatives' names and program?\Um, could I have an application form?\Here you are.\You're good to go!\I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job. response:	Actually... since I was always transferring from school to school,
context: Oh, the brass band...\Could you write down the representatives' names and program?\Um, could I have an application form?\Here you are.\You're good to go!\I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school, response:	I never had the chance to take on a responsibility like this.
context: Could you write down the representatives' names and program?\Um, could I have an application form?\Here you are.\You're good to go!\I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this. response:	It's more fun than I thought.
context: Um, could I have an application form?\Here you are.\You're good to go!\I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this.\It's more fun than I thought. response:	Kaoru-san, have you talked to Sentaro recently?
context: Here you are.\You're good to go!\I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this.\It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently? response:	No.
context: You're good to go!\I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this.\It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently?\No. response:	Then... you wouldn't know about it.
context: I'm sorry, Kaoru-san.\The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this.\It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently?\No.\Then... you wouldn't know about it. response:	The other day at the shop, Sentaro punched Brother Jun.
context: The new term's just begun and you've been saddled with this busy job.\Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this.\It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently?\No.\Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun. response:	I didn't see it myself, and I don't know what it was about...
context: Actually... since I was always transferring from school to school,\I never had the chance to take on a responsibility like this.\It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently?\No.\Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about... response:	Could you two bring the completed applications to the student council office?
context: I never had the chance to take on a responsibility like this.\It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently?\No.\Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office? response:	Sure. I'll do it.
context: It's more fun than I thought.\Kaoru-san, have you talked to Sentaro recently?\No.\Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office?\Sure. I'll do it. response:	Kaoru-san, stay here at the reception desk.
context: Kaoru-san, have you talked to Sentaro recently?\No.\Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office?\Sure. I'll do it.\Kaoru-san, stay here at the reception desk. response:	Okay.
context: No.\Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office?\Sure. I'll do it.\Kaoru-san, stay here at the reception desk.\Okay. response:	Oh, Ri'ko, good timing.
context: Then... you wouldn't know about it.\The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office?\Sure. I'll do it.\Kaoru-san, stay here at the reception desk.\Okay.\Oh, Ri'ko, good timing. response:	You're on the committee, right?
context: The other day at the shop, Sentaro punched Brother Jun.\I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office?\Sure. I'll do it.\Kaoru-san, stay here at the reception desk.\Okay.\Oh, Ri'ko, good timing.\You're on the committee, right? response:	Do me a favor an' copy this info onto the application, would ya?
context: I didn't see it myself, and I don't know what it was about...\Could you two bring the completed applications to the student council office?\Sure. I'll do it.\Kaoru-san, stay here at the reception desk.\Okay.\Oh, Ri'ko, good timing.\You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya? response:	Forget it! The reception desk is in the materials room.
context: Could you two bring the completed applications to the student council office?\Sure. I'll do it.\Kaoru-san, stay here at the reception desk.\Okay.\Oh, Ri'ko, good timing.\You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room. response:	Go over there and fill out the form yourself.
context: Sure. I'll do it.\Kaoru-san, stay here at the reception desk.\Okay.\Oh, Ri'ko, good timing.\You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself. response:	I can't accept a scrap of paper.
context: Kaoru-san, stay here at the reception desk.\Okay.\Oh, Ri'ko, good timing.\You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself.\I can't accept a scrap of paper. response:	Fill out a form.
context: Okay.\Oh, Ri'ko, good timing.\You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself.\I can't accept a scrap of paper.\Fill out a form. response:	Did he really hit Brother Jun?
context: Oh, Ri'ko, good timing.\You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself.\I can't accept a scrap of paper.\Fill out a form.\Did he really hit Brother Jun? response:	Is he taking it all on himself and suffering in silence?
context: You're on the committee, right?\Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself.\I can't accept a scrap of paper.\Fill out a form.\Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence? response:	Hey...
context: Do me a favor an' copy this info onto the application, would ya?\Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself.\I can't accept a scrap of paper.\Fill out a form.\Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence?\Hey... response:	That band name... In katakana it should be spelled
context: Forget it! The reception desk is in the materials room.\Go over there and fill out the form yourself.\I can't accept a scrap of paper.\Fill out a form.\Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence?\Hey...\That band name... In katakana it should be spelled response:	with a Ji, not a Za, for The Olympus.
context: Go over there and fill out the form yourself.\I can't accept a scrap of paper.\Fill out a form.\Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence?\Hey...\That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus. response:	Za is fine.
context: I can't accept a scrap of paper.\Fill out a form.\Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence?\Hey...\That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus.\Za is fine. response:	No, it's not.
context: Fill out a form.\Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence?\Hey...\That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus.\Za is fine.\No, it's not. response:	No, that isn't what I want to say!
context: Did he really hit Brother Jun?\Is he taking it all on himself and suffering in silence?\Hey...\That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus.\Za is fine.\No, it's not.\No, that isn't what I want to say! response:	Se...
context: Is he taking it all on himself and suffering in silence?\Hey...\That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus.\Za is fine.\No, it's not.\No, that isn't what I want to say!\Se... response:	Excuse me! Is there still time to sign up?
context: Hey...\That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus.\Za is fine.\No, it's not.\No, that isn't what I want to say!\Se...\Excuse me! Is there still time to sign up? response:	Yes.
context: That band name... In katakana it should be spelled\with a Ji, not a Za, for The Olympus.\Za is fine.\No, it's not.\No, that isn't what I want to say!\Se...\Excuse me! Is there still time to sign up?\Yes. response:	Whew! Good!
context: with a Ji, not a Za, for The Olympus.\Za is fine.\No, it's not.\No, that isn't what I want to say!\Se...\Excuse me! Is there still time to sign up?\Yes.\Whew! Good! response:	Za Olympus
context: Za is fine.\No, it's not.\No, that isn't what I want to say!\Se...\Excuse me! Is there still time to sign up?\Yes.\Whew! Good!\Za Olympus response:	The Olympus
context: No, it's not.\No, that isn't what I want to say!\Se...\Excuse me! Is there still time to sign up?\Yes.\Whew! Good!\Za Olympus\The Olympus response:	Somewhere in my heart, there was still a little hurt and regret...
context: No, that isn't what I want to say!\Se...\Excuse me! Is there still time to sign up?\Yes.\Whew! Good!\Za Olympus\The Olympus\Somewhere in my heart, there was still a little hurt and regret... response:	As the festival drew closer, I became busier with my committee duties,
context: Se...\Excuse me! Is there still time to sign up?\Yes.\Whew! Good!\Za Olympus\The Olympus\Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties, response:	and before I knew it, the distance between me and him had grown.
context: Excuse me! Is there still time to sign up?\Yes.\Whew! Good!\Za Olympus\The Olympus\Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown. response:	I even looked back fondly on that silly conversation.
context: Yes.\Whew! Good!\Za Olympus\The Olympus\Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation. response:	but they seemed so long ago.
context: Whew! Good!\Za Olympus\The Olympus\Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation.\but they seemed so long ago. response:	18th School Festival
context: Za Olympus\The Olympus\Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation.\but they seemed so long ago.\18th School Festival response:	And at last, the day of the festival arrived...
context: The Olympus\Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation.\but they seemed so long ago.\18th School Festival\And at last, the day of the festival arrived... response:	The Olympus is next!
context: Somewhere in my heart, there was still a little hurt and regret...\As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation.\but they seemed so long ago.\18th School Festival\And at last, the day of the festival arrived...\The Olympus is next! response:	I'm gonna go to the front!
context: As the festival drew closer, I became busier with my committee duties,\and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation.\but they seemed so long ago.\18th School Festival\And at last, the day of the festival arrived...\The Olympus is next!\I'm gonna go to the front! response:	I can't wait!
context: and before I knew it, the distance between me and him had grown.\I even looked back fondly on that silly conversation.\but they seemed so long ago.\18th School Festival\And at last, the day of the festival arrived...\The Olympus is next!\I'm gonna go to the front!\I can't wait! response:	Are you ready, ladies?
context: I even looked back fondly on that silly conversation.\but they seemed so long ago.\18th School Festival\And at last, the day of the festival arrived...\The Olympus is next!\I'm gonna go to the front!\I can't wait!\Are you ready, ladies? response:	1-2-3-4!
context: but they seemed so long ago.\18th School Festival\And at last, the day of the festival arrived...\The Olympus is next!\I'm gonna go to the front!\I can't wait!\Are you ready, ladies?\1-2-3-4! response:	Look at him with that smile on his face
context: 18th School Festival\And at last, the day of the festival arrived...\The Olympus is next!\I'm gonna go to the front!\I can't wait!\Are you ready, ladies?\1-2-3-4!\Look at him with that smile on his face response:	Look at him with that smile on his face
context: And at last, the day of the festival arrived...\The Olympus is next!\I'm gonna go to the front!\I can't wait!\Are you ready, ladies?\1-2-3-4!\Look at him with that smile on his face\Look at him with that smile on his face response:	Which of the girls now is he gonna chase
context: The Olympus is next!\I'm gonna go to the front!\I can't wait!\Are you ready, ladies?\1-2-3-4!\Look at him with that smile on his face\Look at him with that smile on his face\Which of the girls now is he gonna chase response:	Kaoru-san...
context: I'm gonna go to the front!\I can't wait!\Are you ready, ladies?\1-2-3-4!\Look at him with that smile on his face\Look at him with that smile on his face\Which of the girls now is he gonna chase\Kaoru-san... response:	After this festival is over, you two will be back jamming at my place, right?
context: I can't wait!\Are you ready, ladies?\1-2-3-4!\Look at him with that smile on his face\Look at him with that smile on his face\Which of the girls now is he gonna chase\Kaoru-san...\After this festival is over, you two will be back jamming at my place, right? response:	Um... You're not going to watch from inside?
context: Are you ready, ladies?\1-2-3-4!\Look at him with that smile on his face\Look at him with that smile on his face\Which of the girls now is he gonna chase\Kaoru-san...\After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside? response:	Things are... awkward between me and Sentaro-kun right now.
context: 1-2-3-4!\Look at him with that smile on his face\Look at him with that smile on his face\Which of the girls now is he gonna chase\Kaoru-san...\After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now. response:	It's my fault... I gave in to loneliness... and betrayed him in the worst way.
context: Look at him with that smile on his face\Look at him with that smile on his face\Which of the girls now is he gonna chase\Kaoru-san...\After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way. response:	What the...?
context: Look at him with that smile on his face\Which of the girls now is he gonna chase\Kaoru-san...\After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...? response:	You're on the committee, right? Follow me!
context: Which of the girls now is he gonna chase\Kaoru-san...\After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...?\You're on the committee, right? Follow me! response:	What happened?
context: Kaoru-san...\After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...?\You're on the committee, right? Follow me!\What happened? response:	There's suddenly no sound coming from the amps!
context: After this festival is over, you two will be back jamming at my place, right?\Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...?\You're on the committee, right? Follow me!\What happened?\There's suddenly no sound coming from the amps! response:	No good...
context: Um... You're not going to watch from inside?\Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...?\You're on the committee, right? Follow me!\What happened?\There's suddenly no sound coming from the amps!\No good... response:	The main electrical system isn't down.
context: Things are... awkward between me and Sentaro-kun right now.\It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...?\You're on the committee, right? Follow me!\What happened?\There's suddenly no sound coming from the amps!\No good...\The main electrical system isn't down. response:	Sorry, but could you help look for the cause? We'll split up.
context: It's my fault... I gave in to loneliness... and betrayed him in the worst way.\What the...?\You're on the committee, right? Follow me!\What happened?\There's suddenly no sound coming from the amps!\No good...\The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up. response:	Boy, what a bummer, huh?
context: What the...?\You're on the committee, right? Follow me!\What happened?\There's suddenly no sound coming from the amps!\No good...\The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh? response:	Hey, second-year!
context: You're on the committee, right? Follow me!\What happened?\There's suddenly no sound coming from the amps!\No good...\The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh?\Hey, second-year! response:	You can't do anythin' without electricity, so quit actin' big!
context: What happened?\There's suddenly no sound coming from the amps!\No good...\The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh?\Hey, second-year!\You can't do anythin' without electricity, so quit actin' big! response:	I bet you just wanted to show off your fancy shmancy electric guitars!
context: There's suddenly no sound coming from the amps!\No good...\The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh?\Hey, second-year!\You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars! response:	Rub your money in our faces!
context: No good...\The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh?\Hey, second-year!\You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces! response:	Why don't you get off the stage?!
context: The main electrical system isn't down.\Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh?\Hey, second-year!\You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces!\Why don't you get off the stage?! response:	Th-That's not what...
context: Sorry, but could you help look for the cause? We'll split up.\Boy, what a bummer, huh?\Hey, second-year!\You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces!\Why don't you get off the stage?!\Th-That's not what... response:	Sorry to burst your bubble,
context: Boy, what a bummer, huh?\Hey, second-year!\You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces!\Why don't you get off the stage?!\Th-That's not what...\Sorry to burst your bubble, response:	but him an' I are poor and the instruments are borrowed.
context: Hey, second-year!\You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces!\Why don't you get off the stage?!\Th-That's not what...\Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed. response:	He may be a flashy guy, but he's got a real goal,
context: You can't do anythin' without electricity, so quit actin' big!\I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces!\Why don't you get off the stage?!\Th-That's not what...\Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal, response:	so I'll ask you upperclassmen
context: I bet you just wanted to show off your fancy shmancy electric guitars!\Rub your money in our faces!\Why don't you get off the stage?!\Th-That's not what...\Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen response:	to stop interruptin' just to amuse yourselves.
context: Rub your money in our faces!\Why don't you get off the stage?!\Th-That's not what...\Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves. response:	Kawabuchi-kun... You're actually a nice guy.
context: Why don't you get off the stage?!\Th-That's not what...\Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy. response:	I'm seeing you in a new light.
context: Th-That's not what...\Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light. response:	Actually, huh? I'm always nice!
context: Sorry to burst your bubble,\but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light.\Actually, huh? I'm always nice! response:	Ow! Y-Yes, of course, of course!
context: but him an' I are poor and the instruments are borrowed.\He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light.\Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course! response:	B-But I really am surprised. I never thought you would join the band...
context: He may be a flashy guy, but he's got a real goal,\so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light.\Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band... response:	Yeah. I was gonna refuse at first.
context: so I'll ask you upperclassmen\to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light.\Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first. response:	But I changed my mind after Matsuoka told me
context: to stop interruptin' just to amuse yourselves.\Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light.\Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me response:	he wanted to become a star so he could support his parents and brothers.
context: Kawabuchi-kun... You're actually a nice guy.\I'm seeing you in a new light.\Actually, huh? I'm always nice!\Ow! Y-Yes, of course, of course!\B-But I really am surprised. I never thought you would join the band...\Yeah. I was gonna refuse at first.\But I changed my mind after Matsuoka told me\he wanted to become a star so he could support his parents and brothers. response:	I know how it feels to desperately wanna be useful to your family.
