context: TSUMUGU KINAGASE response:	What do you want?
context: Satsuki Kiryuin's national school conquest\is complete, except for Kansai.\Thwart the ambitions of the Kiryuins by using the Kamui.\That was Dr. Matoi's goal, and that's\the path that we of Nudist Beach have chosen.\You're interfering with that path.\That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally? response:	If she's consumed by that thing,
context: is complete, except for Kansai.\Thwart the ambitions of the Kiryuins by using the Kamui.\That was Dr. Matoi's goal, and that's\the path that we of Nudist Beach have chosen.\You're interfering with that path.\That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing, response:	it'll create a threat even greater than the Kiryuins.
context: Thwart the ambitions of the Kiryuins by using the Kamui.\That was Dr. Matoi's goal, and that's\the path that we of Nudist Beach have chosen.\You're interfering with that path.\That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins. response:	That's why I'm going to terminate it now.
context: That was Dr. Matoi's goal, and that's\the path that we of Nudist Beach have chosen.\You're interfering with that path.\That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now. response:	Before she gets consumed by the uniform and becomes a monster.
context: the path that we of Nudist Beach have chosen.\You're interfering with that path.\That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster. response:	People and clothing aren't enemies. Isn't that what Kinue said?
context: You're interfering with that path.\That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said? response:	I owe you a debt. I'll do anything you ask.
context: That uniform is too dangerous.\What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask. response:	Except when it comes to a Kamui.
context: What if Matoi proves herself to be a powerful ally?\If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui. response:	If HQ were to find out, they'd confiscate all that gear of yours.
context: If she's consumed by that thing,\it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours. response:	Even if they did, I'd still continue to go after the Kamui.
context: it'll create a threat even greater than the Kiryuins.\That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui. response:	As a naked Nudist.
context: That's why I'm going to terminate it now.\Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist. response:	Wow, you're really chowing down, sis!
context: Before she gets consumed by the uniform and becomes a monster.\People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist.\Wow, you're really chowing down, sis! response:	Yeah, I'm totally starving!
context: People and clothing aren't enemies. Isn't that what Kinue said?\I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist.\Wow, you're really chowing down, sis!\Yeah, I'm totally starving! response:	It's like my fatigue's been alleviated, my diseases have
context: I owe you a debt. I'll do anything you ask.\Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist.\Wow, you're really chowing down, sis!\Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have response:	been cured, and I'm full of vim and vigor or something!
context: Except when it comes to a Kamui.\If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist.\Wow, you're really chowing down, sis!\Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something! response:	You've got so much food. Did anything good happen today?
context: If HQ were to find out, they'd confiscate all that gear of yours.\Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist.\Wow, you're really chowing down, sis!\Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today? response:	No, I just felt so darn good when I woke up!
context: Even if they did, I'd still continue to go after the Kamui.\As a naked Nudist.\Wow, you're really chowing down, sis!\Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up! response:	I went to the meat shop, the grocery store, and the fish store!
context: As a naked Nudist.\Wow, you're really chowing down, sis!\Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store! response:	I bought all they had!
context: Wow, you're really chowing down, sis!\Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store!\I bought all they had! response:	I'm amazed you had that much money!
context: Yeah, I'm totally starving!\It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store!\I bought all they had!\I'm amazed you had that much money! response:	Naturally, I put it on your tab, Dad!
context: It's like my fatigue's been alleviated, my diseases have\been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store!\I bought all they had!\I'm amazed you had that much money!\Naturally, I put it on your tab, Dad! response:	What the heck.
context: been cured, and I'm full of vim and vigor or something!\You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store!\I bought all they had!\I'm amazed you had that much money!\Naturally, I put it on your tab, Dad!\What the heck. response:	If it comes down to it, I'll just sell Mataro's organs!
context: You've got so much food. Did anything good happen today?\No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store!\I bought all they had!\I'm amazed you had that much money!\Naturally, I put it on your tab, Dad!\What the heck.\If it comes down to it, I'll just sell Mataro's organs! response:	Earth to Ryuko!
context: No, I just felt so darn good when I woke up!\I went to the meat shop, the grocery store, and the fish store!\I bought all they had!\I'm amazed you had that much money!\Naturally, I put it on your tab, Dad!\What the heck.\If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko! response:	Guts is gonna at all your food again!
context: I went to the meat shop, the grocery store, and the fish store!\I bought all they had!\I'm amazed you had that much money!\Naturally, I put it on your tab, Dad!\What the heck.\If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko!\Guts is gonna at all your food again! response:	Stop that, mutt!
context: I bought all they had!\I'm amazed you had that much money!\Naturally, I put it on your tab, Dad!\What the heck.\If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko!\Guts is gonna at all your food again!\Stop that, mutt! response:	Don't climb on me! Don't dig your claws into me!
context: I'm amazed you had that much money!\Naturally, I put it on your tab, Dad!\What the heck.\If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko!\Guts is gonna at all your food again!\Stop that, mutt!\Don't climb on me! Don't dig your claws into me! response:	Don't drool on me! Don't fart on me!
context: Naturally, I put it on your tab, Dad!\What the heck.\If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko!\Guts is gonna at all your food again!\Stop that, mutt!\Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me! response:	Ryuko, do something!
context: What the heck.\If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko!\Guts is gonna at all your food again!\Stop that, mutt!\Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me!\Ryuko, do something! response:	I'm done.
context: If it comes down to it, I'll just sell Mataro's organs!\Earth to Ryuko!\Guts is gonna at all your food again!\Stop that, mutt!\Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me!\Ryuko, do something!\I'm done. response:	Regarding the intruder who attacked the Gardening Club today,
context: Earth to Ryuko!\Guts is gonna at all your food again!\Stop that, mutt!\Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me!\Ryuko, do something!\I'm done.\Regarding the intruder who attacked the Gardening Club today, response:	his data matches the Anti-Uniform Guerilla we've had trouble with before.
context: Guts is gonna at all your food again!\Stop that, mutt!\Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me!\Ryuko, do something!\I'm done.\Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before. response:	Anti-Uniform Guerilla?
context: Stop that, mutt!\Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me!\Ryuko, do something!\I'm done.\Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla? response:	The man who's been attacking our affiliated academies?
context: Don't climb on me! Don't dig your claws into me!\Don't drool on me! Don't fart on me!\Ryuko, do something!\I'm done.\Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies? response:	This is the weapon he uses.
context: Don't drool on me! Don't fart on me!\Ryuko, do something!\I'm done.\Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies?\This is the weapon he uses. response:	Analysis has revealed that these needles
context: Ryuko, do something!\I'm done.\Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies?\This is the weapon he uses.\Analysis has revealed that these needles response:	are composed of a special alloy,
context: I'm done.\Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies?\This is the weapon he uses.\Analysis has revealed that these needles\are composed of a special alloy, response:	and they have the ability to sever the connection
context: Regarding the intruder who attacked the Gardening Club today,\his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies?\This is the weapon he uses.\Analysis has revealed that these needles\are composed of a special alloy,\and they have the ability to sever the connection response:	between a human body and Life Fibers.
context: his data matches the Anti-Uniform Guerilla we've had trouble with before.\Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies?\This is the weapon he uses.\Analysis has revealed that these needles\are composed of a special alloy,\and they have the ability to sever the connection\between a human body and Life Fibers. response:	How impudent, a weapon that can counteract a Goku Uniform.
context: Anti-Uniform Guerilla?\The man who's been attacking our affiliated academies?\This is the weapon he uses.\Analysis has revealed that these needles\are composed of a special alloy,\and they have the ability to sever the connection\between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform. response:	So this means that those people sent him.
context: The man who's been attacking our affiliated academies?\This is the weapon he uses.\Analysis has revealed that these needles\are composed of a special alloy,\and they have the ability to sever the connection\between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him. response:	Those fools who dare oppose Honnouji Academy!
context: This is the weapon he uses.\Analysis has revealed that these needles\are composed of a special alloy,\and they have the ability to sever the connection\between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him.\Those fools who dare oppose Honnouji Academy! response:	However, his target this time appears to be Ryuko Matoi.
context: Analysis has revealed that these needles\are composed of a special alloy,\and they have the ability to sever the connection\between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him.\Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi. response:	Matoi?
context: are composed of a special alloy,\and they have the ability to sever the connection\between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him.\Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi.\Matoi? response:	So, it's the Kamui he's after.
context: and they have the ability to sever the connection\between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him.\Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi.\Matoi?\So, it's the Kamui he's after. response:	In that case, this is nothing more than a
context: between a human body and Life Fibers.\How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him.\Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi.\Matoi?\So, it's the Kamui he's after.\In that case, this is nothing more than a response:	SANDPIPER CLAM
context: How impudent, a weapon that can counteract a Goku Uniform.\So this means that those people sent him.\Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi.\Matoi?\So, it's the Kamui he's after.\In that case, this is nothing more than a\SANDPIPER CLAM response:	struggle between a sandpiper and a clam.
context: So this means that those people sent him.\Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi.\Matoi?\So, it's the Kamui he's after.\In that case, this is nothing more than a\SANDPIPER CLAM\struggle between a sandpiper and a clam. response:	In that case, it's my job to cast the net.
context: Those fools who dare oppose Honnouji Academy!\However, his target this time appears to be Ryuko Matoi.\Matoi?\So, it's the Kamui he's after.\In that case, this is nothing more than a\SANDPIPER CLAM\struggle between a sandpiper and a clam.\In that case, it's my job to cast the net. response:	What's this?
context: However, his target this time appears to be Ryuko Matoi.\Matoi?\So, it's the Kamui he's after.\In that case, this is nothing more than a\SANDPIPER CLAM\struggle between a sandpiper and a clam.\In that case, it's my job to cast the net.\What's this? response:	Is the musician becoming a fisherman?
context: Matoi?\So, it's the Kamui he's after.\In that case, this is nothing more than a\SANDPIPER CLAM\struggle between a sandpiper and a clam.\In that case, it's my job to cast the net.\What's this?\Is the musician becoming a fisherman? response:	My Biology Club was also wrecked by the transfer student.
context: So, it's the Kamui he's after.\In that case, this is nothing more than a\SANDPIPER CLAM\struggle between a sandpiper and a clam.\In that case, it's my job to cast the net.\What's this?\Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student. response:	The Non-Athletic Committee will see to this.
context: In that case, this is nothing more than a\SANDPIPER CLAM\struggle between a sandpiper and a clam.\In that case, it's my job to cast the net.\What's this?\Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this. response:	If I may, Lady Satsuki?
context: SANDPIPER CLAM\struggle between a sandpiper and a clam.\In that case, it's my job to cast the net.\What's this?\Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this.\If I may, Lady Satsuki? response:	As you wish.
context: struggle between a sandpiper and a clam.\In that case, it's my job to cast the net.\What's this?\Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this.\If I may, Lady Satsuki?\As you wish. response:	MANKANSHOKU BACK-ALLEY CLINIC
context: In that case, it's my job to cast the net.\What's this?\Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this.\If I may, Lady Satsuki?\As you wish.\MANKANSHOKU BACK-ALLEY CLINIC response:	Ryuko, don't wear me today.
context: What's this?\Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this.\If I may, Lady Satsuki?\As you wish.\MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today. response:	I am the one that man is after.
context: Is the musician becoming a fisherman?\My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this.\If I may, Lady Satsuki?\As you wish.\MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today.\I am the one that man is after. response:	If you do not wear me, he has no reason to come after you.
context: My Biology Club was also wrecked by the transfer student.\The Non-Athletic Committee will see to this.\If I may, Lady Satsuki?\As you wish.\MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today.\I am the one that man is after.\If you do not wear me, he has no reason to come after you. response:	And the one I'M after is Satsuki. I'll wear you and take her out.
context: The Non-Athletic Committee will see to this.\If I may, Lady Satsuki?\As you wish.\MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today.\I am the one that man is after.\If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out. response:	If I don't do that, it'll be open season on us forever.
context: If I may, Lady Satsuki?\As you wish.\MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today.\I am the one that man is after.\If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever. response:	Shut up. If you keep yammering on, I won't give you any blood!
context: As you wish.\MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today.\I am the one that man is after.\If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood! response:	She's talking to her uniform again! That's so creepy!
context: MANKANSHOKU BACK-ALLEY CLINIC\Ryuko, don't wear me today.\I am the one that man is after.\If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy! response:	If it weren't for that, she'd be such a great girl.
context: Ryuko, don't wear me today.\I am the one that man is after.\If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl. response:	How annoying. I got it, I got it! Just shut up already!
context: I am the one that man is after.\If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already! response:	She doesn't have any friends at all, does she?
context: If you do not wear me, he has no reason to come after you.\And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she? response:	That's why that uniform means so much to her!
context: And the one I'M after is Satsuki. I'll wear you and take her out.\If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she?\That's why that uniform means so much to her! response:	I don't hear you! Shut up! I'm going to wrinkle you up.
context: If I don't do that, it'll be open season on us forever.\Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she?\That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up. response:	She's a bit strange, but we of all people should accept her.
context: Shut up. If you keep yammering on, I won't give you any blood!\She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she?\That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her. response:	Mako, go on ahead. I'll catch up later.
context: She's talking to her uniform again! That's so creepy!\If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she?\That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later. response:	Please.
context: If it weren't for that, she'd be such a great girl.\How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she?\That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later.\Please. response:	Kay, I will!
context: How annoying. I got it, I got it! Just shut up already!\She doesn't have any friends at all, does she?\That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later.\Please.\Kay, I will! response:	Ryuko, Senketsu isn't your only friend!
context: She doesn't have any friends at all, does she?\That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later.\Please.\Kay, I will!\Ryuko, Senketsu isn't your only friend! response:	Remember, you also have me!
context: That's why that uniform means so much to her!\I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later.\Please.\Kay, I will!\Ryuko, Senketsu isn't your only friend!\Remember, you also have me! response:	I'm going on ahead!
context: I don't hear you! Shut up! I'm going to wrinkle you up.\She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later.\Please.\Kay, I will!\Ryuko, Senketsu isn't your only friend!\Remember, you also have me!\I'm going on ahead! response:	Are you afraid, Ryuko?
context: She's a bit strange, but we of all people should accept her.\Mako, go on ahead. I'll catch up later.\Please.\Kay, I will!\Ryuko, Senketsu isn't your only friend!\Remember, you also have me!\I'm going on ahead!\Are you afraid, Ryuko? response:	Shut up.
context: Mako, go on ahead. I'll catch up later.\Please.\Kay, I will!\Ryuko, Senketsu isn't your only friend!\Remember, you also have me!\I'm going on ahead!\Are you afraid, Ryuko?\Shut up. response:	Can you fight properly in this mental state?
context: Please.\Kay, I will!\Ryuko, Senketsu isn't your only friend!\Remember, you also have me!\I'm going on ahead!\Are you afraid, Ryuko?\Shut up.\Can you fight properly in this mental state? response:	I said to quit your nitpicking!
context: Kay, I will!\Ryuko, Senketsu isn't your only friend!\Remember, you also have me!\I'm going on ahead!\Are you afraid, Ryuko?\Shut up.\Can you fight properly in this mental state?\I said to quit your nitpicking! response:	You're just a piece of clothing!
context: Ryuko, Senketsu isn't your only friend!\Remember, you also have me!\I'm going on ahead!\Are you afraid, Ryuko?\Shut up.\Can you fight properly in this mental state?\I said to quit your nitpicking!\You're just a piece of clothing! response:	So be quiet and be worn by me!
context: Remember, you also have me!\I'm going on ahead!\Are you afraid, Ryuko?\Shut up.\Can you fight properly in this mental state?\I said to quit your nitpicking!\You're just a piece of clothing!\So be quiet and be worn by me! response:	Just a piece of clothing, you say?
context: I'm going on ahead!\Are you afraid, Ryuko?\Shut up.\Can you fight properly in this mental state?\I said to quit your nitpicking!\You're just a piece of clothing!\So be quiet and be worn by me!\Just a piece of clothing, you say? response:	We'll talk later. So no more nagging.
context: Are you afraid, Ryuko?\Shut up.\Can you fight properly in this mental state?\I said to quit your nitpicking!\You're just a piece of clothing!\So be quiet and be worn by me!\Just a piece of clothing, you say?\We'll talk later. So no more nagging. response:	Life Fiber Synchronize, Kamui Senketsu!
context: Shut up.\Can you fight properly in this mental state?\I said to quit your nitpicking!\You're just a piece of clothing!\So be quiet and be worn by me!\Just a piece of clothing, you say?\We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu! response:	I seem to recall someone saying that he wouldn't let me transform!
context: Can you fight properly in this mental state?\I said to quit your nitpicking!\You're just a piece of clothing!\So be quiet and be worn by me!\Just a piece of clothing, you say?\We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform! response:	Victory isn't determined solely by
context: I said to quit your nitpicking!\You're just a piece of clothing!\So be quiet and be worn by me!\Just a piece of clothing, you say?\We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by response:	who has the superior physical abilities.
context: You're just a piece of clothing!\So be quiet and be worn by me!\Just a piece of clothing, you say?\We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by\who has the superior physical abilities. response:	An attack like that isn't gonna work on me!
context: So be quiet and be worn by me!\Just a piece of clothing, you say?\We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by\who has the superior physical abilities.\An attack like that isn't gonna work on me! response:	Senketsu?
context: Just a piece of clothing, you say?\We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by\who has the superior physical abilities.\An attack like that isn't gonna work on me!\Senketsu? response:	In the early dawn...
context: We'll talk later. So no more nagging.\Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by\who has the superior physical abilities.\An attack like that isn't gonna work on me!\Senketsu?\In the early dawn... response:	W-What the hell?
context: Life Fiber Synchronize, Kamui Senketsu!\I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by\who has the superior physical abilities.\An attack like that isn't gonna work on me!\Senketsu?\In the early dawn...\W-What the hell? response:	Presenting the three masters of the Honnouji Rakugo Club!
context: I seem to recall someone saying that he wouldn't let me transform!\Victory isn't determined solely by\who has the superior physical abilities.\An attack like that isn't gonna work on me!\Senketsu?\In the early dawn...\W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club! response:	RAKUGO CLUB THREE MASTERS
context: Victory isn't determined solely by\who has the superior physical abilities.\An attack like that isn't gonna work on me!\Senketsu?\In the early dawn...\W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS response:	100 Poems By 100 Poets Club! The Horde of 100!
context: who has the superior physical abilities.\An attack like that isn't gonna work on me!\Senketsu?\In the early dawn...\W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100! response:	100 POEMS BY 100 POETS CLUB! HORDE OF 100
context: An attack like that isn't gonna work on me!\Senketsu?\In the early dawn...\W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100 response:	Gardening!
context: Senketsu?\In the early dawn...\W-What the hell?\Presenting the three masters of the Honnouji Rakugo Club!\RAKUGO CLUB THREE MASTERS\100 Poems By 100 Poets Club! The Horde of 100!\100 POEMS BY 100 POETS CLUB! HORDE OF 100\Gardening! response:	GARDENING CLUB BACKYARD GENERAL MANAGER SQUINT-EYED KUSATAO UWABAMI
