context: Five minutes to curtain! response:	What should I name the way I'm feeling right now?
context: Are you really going, then?\The Capulet family is out to kill you.\No matter how grave the danger, I still must go.\Even as we speak, she awaits me on that balcony.\Romeo cannot be stopped.\However, it is at this moment that the servant makes a decision.\The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive, response:	makes up her mind to confess her love!
context: The Capulet family is out to kill you.\No matter how grave the danger, I still must go.\Even as we speak, she awaits me on that balcony.\Romeo cannot be stopped.\However, it is at this moment that the servant makes a decision.\The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love! response:	Hey! I never saw anything like that in the script!
context: No matter how grave the danger, I still must go.\Even as we speak, she awaits me on that balcony.\Romeo cannot be stopped.\However, it is at this moment that the servant makes a decision.\The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love!\Hey! I never saw anything like that in the script! response:	You rascal!
context: Even as we speak, she awaits me on that balcony.\Romeo cannot be stopped.\However, it is at this moment that the servant makes a decision.\The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love!\Hey! I never saw anything like that in the script!\You rascal! response:	Hey, Tsugumi! Tsugumi!
context: Romeo cannot be stopped.\However, it is at this moment that the servant makes a decision.\The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love!\Hey! I never saw anything like that in the script!\You rascal!\Hey, Tsugumi! Tsugumi! response:	Uh... um... Romeo-sama.
context: However, it is at this moment that the servant makes a decision.\The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love!\Hey! I never saw anything like that in the script!\You rascal!\Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama. response:	The truth is, I have been... for a long time now, Romeo-sama, I have been in...
context: The truth is, this servant is in love with Romeo!\The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love!\Hey! I never saw anything like that in the script!\You rascal!\Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in... response:	Lo...
context: The servant, believing this to be the last time she'll ever see Romeo alive,\makes up her mind to confess her love!\Hey! I never saw anything like that in the script!\You rascal!\Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo... response:	Lo...
context: makes up her mind to confess her love!\Hey! I never saw anything like that in the script!\You rascal!\Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo...\Lo... response:	Lo...
context: Hey! I never saw anything like that in the script!\You rascal!\Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo...\Lo...\Lo... response:	I'm not saying it!
context: You rascal!\Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo...\Lo...\Lo...\I'm not saying it! response:	You idiot!
context: Hey, Tsugumi! Tsugumi!\Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo...\Lo...\Lo...\I'm not saying it!\You idiot! response:	Whoa! The confession ends in failure!
context: Uh... um... Romeo-sama.\The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo...\Lo...\Lo...\I'm not saying it!\You idiot!\Whoa! The confession ends in failure! response:	Contrary to her appearance, this servant appears to be quite bashful!
context: The truth is, I have been... for a long time now, Romeo-sama, I have been in...\Lo...\Lo...\Lo...\I'm not saying it!\You idiot!\Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful! response:	Where the hell is that tool?
context: Lo...\Lo...\Lo...\I'm not saying it!\You idiot!\Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool? response:	Let me shoot him!
context: Lo...\Lo...\I'm not saying it!\You idiot!\Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool?\Let me shoot him! response:	While this is going on, Romeo sets off to meet Juliet!
context: Lo...\I'm not saying it!\You idiot!\Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool?\Let me shoot him!\While this is going on, Romeo sets off to meet Juliet! response:	Ladies and gentlemen, a big hand for our courageous servant!
context: I'm not saying it!\You idiot!\Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool?\Let me shoot him!\While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant! response:	Let me shoot him!
context: You idiot!\Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool?\Let me shoot him!\While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him! response:	Good for you!
context: Whoa! The confession ends in failure!\Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool?\Let me shoot him!\While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him!\Good for you! response:	Damn you, Shuu! That wasn't necessary!
context: Contrary to her appearance, this servant appears to be quite bashful!\Where the hell is that tool?\Let me shoot him!\While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him!\Good for you!\Damn you, Shuu! That wasn't necessary! response:	Please wait, Romeo-sama!
context: Where the hell is that tool?\Let me shoot him!\While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him!\Good for you!\Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama! response:	What's this? Wouldn't you know, a mysterious woman has burst onto the scene!
context: Let me shoot him!\While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him!\Good for you!\Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene! response:	Just who could this woman be?
context: While this is going on, Romeo sets off to meet Juliet!\Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him!\Good for you!\Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be? response:	My name is... Um... Josephine!
context: Ladies and gentlemen, a big hand for our courageous servant!\Let me shoot him!\Good for you!\Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be?\My name is... Um... Josephine! response:	My Romeo-sama's true love!
context: Let me shoot him!\Good for you!\Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be?\My name is... Um... Josephine!\My Romeo-sama's true love! response:	Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!
context: Good for you!\Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be?\My name is... Um... Josephine!\My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer! response:	But I thought you had a cold!
context: Damn you, Shuu! That wasn't necessary!\Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be?\My name is... Um... Josephine!\My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold! response:	Who saw this coming?
context: Please wait, Romeo-sama!\What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be?\My name is... Um... Josephine!\My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold!\Who saw this coming? response:	If this is true, then it's a far cry from pure love!
context: What's this? Wouldn't you know, a mysterious woman has burst onto the scene!\Just who could this woman be?\My name is... Um... Josephine!\My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold!\Who saw this coming?\If this is true, then it's a far cry from pure love! response:	Talk about every woman's enemy! Romeo, you suck!
context: Just who could this woman be?\My name is... Um... Josephine!\My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold!\Who saw this coming?\If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck! response:	Not cool, Romeo!
context: My name is... Um... Josephine!\My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold!\Who saw this coming?\If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo! response:	You're a jerk!
context: My Romeo-sama's true love!\Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold!\Who saw this coming?\If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo!\You're a jerk! response:	Don't trash me for no reason!
context: Unbelievable! Out of the blue, Romeo is revealed to be a two-timer!\But I thought you had a cold!\Who saw this coming?\If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo!\You're a jerk!\Don't trash me for no reason! response:	Um... Josephine? You seem to have the wrong idea.
context: But I thought you had a cold!\Who saw this coming?\If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo!\You're a jerk!\Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea. response:	Oh, my! My ears deceive me! Have you forgotten?
context: Who saw this coming?\If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo!\You're a jerk!\Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten? response:	After what you did to me!
context: If this is true, then it's a far cry from pure love!\Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo!\You're a jerk!\Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten?\After what you did to me! response:	When you told me you would marry me, was that a lie?
context: Talk about every woman's enemy! Romeo, you suck!\Not cool, Romeo!\You're a jerk!\Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten?\After what you did to me!\When you told me you would marry me, was that a lie? response:	So these two have taken their relationship even farther than we thought!
context: Not cool, Romeo!\You're a jerk!\Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten?\After what you did to me!\When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought! response:	How are you going to take responsibility for this, Romeo?
context: You're a jerk!\Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten?\After what you did to me!\When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo? response:	Damn you, Romeo!
context: Don't trash me for no reason!\Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten?\After what you did to me!\When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo?\Damn you, Romeo! response:	Damn it, he's adding subplots left and right!
context: Um... Josephine? You seem to have the wrong idea.\Oh, my! My ears deceive me! Have you forgotten?\After what you did to me!\When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo?\Damn you, Romeo!\Damn it, he's adding subplots left and right! response:	Making a girl cry!
context: Oh, my! My ears deceive me! Have you forgotten?\After what you did to me!\When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo?\Damn you, Romeo!\Damn it, he's adding subplots left and right!\Making a girl cry! response:	You dog!
context: After what you did to me!\When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo?\Damn you, Romeo!\Damn it, he's adding subplots left and right!\Making a girl cry!\You dog! response:	What he did to her? I wonder what she means by that?
context: When you told me you would marry me, was that a lie?\So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo?\Damn you, Romeo!\Damn it, he's adding subplots left and right!\Making a girl cry!\You dog!\What he did to her? I wonder what she means by that? response:	Now, now, Josephine!
context: So these two have taken their relationship even farther than we thought!\How are you going to take responsibility for this, Romeo?\Damn you, Romeo!\Damn it, he's adding subplots left and right!\Making a girl cry!\You dog!\What he did to her? I wonder what she means by that?\Now, now, Josephine! response:	There you go again, putting me on the spot like you always do.
context: How are you going to take responsibility for this, Romeo?\Damn you, Romeo!\Damn it, he's adding subplots left and right!\Making a girl cry!\You dog!\What he did to her? I wonder what she means by that?\Now, now, Josephine!\There you go again, putting me on the spot like you always do. response:	Marriage?
context: Damn you, Romeo!\Damn it, he's adding subplots left and right!\Making a girl cry!\You dog!\What he did to her? I wonder what she means by that?\Now, now, Josephine!\There you go again, putting me on the spot like you always do.\Marriage? response:	You know that's not possible.
context: Damn it, he's adding subplots left and right!\Making a girl cry!\You dog!\What he did to her? I wonder what she means by that?\Now, now, Josephine!\There you go again, putting me on the spot like you always do.\Marriage?\You know that's not possible. response:	After all, you and I are brother and sister! We're related by blood!
context: Making a girl cry!\You dog!\What he did to her? I wonder what she means by that?\Now, now, Josephine!\There you go again, putting me on the spot like you always do.\Marriage?\You know that's not possible.\After all, you and I are brother and sister! We're related by blood! response:	What a shocking revelation! These two are actually siblings!
context: You dog!\What he did to her? I wonder what she means by that?\Now, now, Josephine!\There you go again, putting me on the spot like you always do.\Marriage?\You know that's not possible.\After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings! response:	A skillful retort, Raku-sama.
context: What he did to her? I wonder what she means by that?\Now, now, Josephine!\There you go again, putting me on the spot like you always do.\Marriage?\You know that's not possible.\After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama. response:	It's one shocking revelation after another!
context: Now, now, Josephine!\There you go again, putting me on the spot like you always do.\Marriage?\You know that's not possible.\After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama.\It's one shocking revelation after another! response:	But if it's true, these two can't possibly get married!
context: There you go again, putting me on the spot like you always do.\Marriage?\You know that's not possible.\After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama.\It's one shocking revelation after another!\But if it's true, these two can't possibly get married! response:	But when it comes to love, such things don't matter!
context: Marriage?\You know that's not possible.\After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama.\It's one shocking revelation after another!\But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter! response:	Let us get married, my dearest brother, Romeo!
context: You know that's not possible.\After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama.\It's one shocking revelation after another!\But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo! response:	Despite it all, Josephine is unstoppable!
context: After all, you and I are brother and sister! We're related by blood!\What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama.\It's one shocking revelation after another!\But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable! response:	What the hell are they doing?
context: What a shocking revelation! These two are actually siblings!\A skillful retort, Raku-sama.\It's one shocking revelation after another!\But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable!\What the hell are they doing? response:	The younger sister who so sweetly cares for her elder brother... Josephine!
context: A skillful retort, Raku-sama.\It's one shocking revelation after another!\But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable!\What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine! response:	What on Earth is Romeo going to do?
context: It's one shocking revelation after another!\But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable!\What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do? response:	Try to understand, Josephine!
context: But if it's true, these two can't possibly get married!\But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable!\What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do?\Try to understand, Josephine! response:	The road I'll be traveling is a blood-soaked trail involving both families.
context: But when it comes to love, such things don't matter!\Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable!\What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do?\Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families. response:	I don't want to get my fragile little sister involved in such an ordeal!
context: Let us get married, my dearest brother, Romeo!\Despite it all, Josephine is unstoppable!\What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do?\Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal! response:	No...
context: Despite it all, Josephine is unstoppable!\What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do?\Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal!\No... response:	Romeo-sama, you would be so concerned about my health?
context: What the hell are they doing?\The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do?\Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal!\No...\Romeo-sama, you would be so concerned about my health? response:	O my Romeo...
context: The younger sister who so sweetly cares for her elder brother... Josephine!\What on Earth is Romeo going to do?\Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal!\No...\Romeo-sama, you would be so concerned about my health?\O my Romeo... response:	Raku-sama...
context: What on Earth is Romeo going to do?\Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal!\No...\Romeo-sama, you would be so concerned about my health?\O my Romeo...\Raku-sama... response:	I adore you... after all.
context: Try to understand, Josephine!\The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal!\No...\Romeo-sama, you would be so concerned about my health?\O my Romeo...\Raku-sama...\I adore you... after all. response:	Whoa! This is where the fragile Josephine makes her exit!
context: The road I'll be traveling is a blood-soaked trail involving both families.\I don't want to get my fragile little sister involved in such an ordeal!\No...\Romeo-sama, you would be so concerned about my health?\O my Romeo...\Raku-sama...\I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit! response:	Oh, my! Raku-sama, you're so bold!
context: I don't want to get my fragile little sister involved in such an ordeal!\No...\Romeo-sama, you would be so concerned about my health?\O my Romeo...\Raku-sama...\I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold! response:	And so Romeo has fended off an unexpected assassin!
context: No...\Romeo-sama, you would be so concerned about my health?\O my Romeo...\Raku-sama...\I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin! response:	Sorry, Tachibana. I'll come visit you later, okay?
context: Romeo-sama, you would be so concerned about my health?\O my Romeo...\Raku-sama...\I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay? response:	Romeo is now on his way to see Juliet!
context: O my Romeo...\Raku-sama...\I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet! response:	Oh, man...
context: Raku-sama...\I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet!\Oh, man... response:	Wait, Romeo!
context: I adore you... after all.\Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet!\Oh, man...\Wait, Romeo! response:	Not again!
context: Whoa! This is where the fragile Josephine makes her exit!\Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet!\Oh, man...\Wait, Romeo!\Not again! response:	I can't allow you to see Juliet.
context: Oh, my! Raku-sama, you're so bold!\And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet!\Oh, man...\Wait, Romeo!\Not again!\I can't allow you to see Juliet. response:	I am Juliet's elder brother!
context: And so Romeo has fended off an unexpected assassin!\Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet!\Oh, man...\Wait, Romeo!\Not again!\I can't allow you to see Juliet.\I am Juliet's elder brother! response:	Friedrich!
context: Sorry, Tachibana. I'll come visit you later, okay?\Romeo is now on his way to see Juliet!\Oh, man...\Wait, Romeo!\Not again!\I can't allow you to see Juliet.\I am Juliet's elder brother!\Friedrich! response:	What the hell are you doing?!
context: Romeo is now on his way to see Juliet!\Oh, man...\Wait, Romeo!\Not again!\I can't allow you to see Juliet.\I am Juliet's elder brother!\Friedrich!\What the hell are you doing?! response:	Rumor has it that you're a piece of scum
context: Oh, man...\Wait, Romeo!\Not again!\I can't allow you to see Juliet.\I am Juliet's elder brother!\Friedrich!\What the hell are you doing?!\Rumor has it that you're a piece of scum response:	who thinks nothing of breaking women's hearts while two-timing or even three-timing them.
context: Wait, Romeo!\Not again!\I can't allow you to see Juliet.\I am Juliet's elder brother!\Friedrich!\What the hell are you doing?!\Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them. response:	That's a gross misunderstanding!
context: Not again!\I can't allow you to see Juliet.\I am Juliet's elder brother!\Friedrich!\What the hell are you doing?!\Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding! response:	I won't hand over my sister to such a man!
context: I can't allow you to see Juliet.\I am Juliet's elder brother!\Friedrich!\What the hell are you doing?!\Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding!\I won't hand over my sister to such a man! response:	If you think you're going to see her...
context: I am Juliet's elder brother!\Friedrich!\What the hell are you doing?!\Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding!\I won't hand over my sister to such a man!\If you think you're going to see her... response:	You'll have to defeat me first!
context: Friedrich!\What the hell are you doing?!\Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding!\I won't hand over my sister to such a man!\If you think you're going to see her...\You'll have to defeat me first! response:	Now here's yet another sudden twist in the tale!
context: What the hell are you doing?!\Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding!\I won't hand over my sister to such a man!\If you think you're going to see her...\You'll have to defeat me first!\Now here's yet another sudden twist in the tale! response:	Will Romeo find a way to make it safely to Juliet?
context: Rumor has it that you're a piece of scum\who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding!\I won't hand over my sister to such a man!\If you think you're going to see her...\You'll have to defeat me first!\Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet? response:	Hey! Uh, Brother?
context: who thinks nothing of breaking women's hearts while two-timing or even three-timing them.\That's a gross misunderstanding!\I won't hand over my sister to such a man!\If you think you're going to see her...\You'll have to defeat me first!\Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother? response:	What do you think you're doing? That's dangerous!
context: That's a gross misunderstanding!\I won't hand over my sister to such a man!\If you think you're going to see her...\You'll have to defeat me first!\Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother?\What do you think you're doing? That's dangerous! response:	You stay out of this, Juliet.
context: I won't hand over my sister to such a man!\If you think you're going to see her...\You'll have to defeat me first!\Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother?\What do you think you're doing? That's dangerous!\You stay out of this, Juliet. response:	This man is dangerous.
context: If you think you're going to see her...\You'll have to defeat me first!\Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother?\What do you think you're doing? That's dangerous!\You stay out of this, Juliet.\This man is dangerous. response:	If only this man didn't exist...
context: You'll have to defeat me first!\Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother?\What do you think you're doing? That's dangerous!\You stay out of this, Juliet.\This man is dangerous.\If only this man didn't exist... response:	I could have you by my side forever!
context: Now here's yet another sudden twist in the tale!\Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother?\What do you think you're doing? That's dangerous!\You stay out of this, Juliet.\This man is dangerous.\If only this man didn't exist...\I could have you by my side forever! response:	Whoa! It appears that Big Bro has a hardcore little sister complex!
context: Will Romeo find a way to make it safely to Juliet?\Hey! Uh, Brother?\What do you think you're doing? That's dangerous!\You stay out of this, Juliet.\This man is dangerous.\If only this man didn't exist...\I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex! response:	What's the matter? You're totally helpless, aren't you?
context: Hey! Uh, Brother?\What do you think you're doing? That's dangerous!\You stay out of this, Juliet.\This man is dangerous.\If only this man didn't exist...\I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you? response:	Shut up! This isn't fair!
context: What do you think you're doing? That's dangerous!\You stay out of this, Juliet.\This man is dangerous.\If only this man didn't exist...\I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair! response:	You're the only one who's armed!
context: You stay out of this, Juliet.\This man is dangerous.\If only this man didn't exist...\I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair!\You're the only one who's armed! response:	It's over. Prepare yourself, Romeo.
context: This man is dangerous.\If only this man didn't exist...\I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair!\You're the only one who's armed!\It's over. Prepare yourself, Romeo. response:	I'm not gonna just lay down and die, damn you!
context: If only this man didn't exist...\I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair!\You're the only one who's armed!\It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you! response:	You're pathetic, dirt bag!
context: I could have you by my side forever!\Whoa! It appears that Big Bro has a hardcore little sister complex!\What's the matter? You're totally helpless, aren't you?\Shut up! This isn't fair!\You're the only one who's armed!\It's over. Prepare yourself, Romeo.\I'm not gonna just lay down and die, damn you!\You're pathetic, dirt bag! response:	Falls
