context: Virus symptoms response:	begin
context: My master brings joy to this godless world.\Evil is the one who stands in his way.\I've infected you with the virus through your wound.\I have no strength.\I won't be able to go after the tram, even if we beat him.\Dazai-san, there's a helicopter of unknown nationality approaching from the east.\We can't fight it off with our equipment.\Call for the military police to back us up. response:	A helicopter?
context: Evil is the one who stands in his way.\I've infected you with the virus through your wound.\I have no strength.\I won't be able to go after the tram, even if we beat him.\Dazai-san, there's a helicopter of unknown nationality approaching from the east.\We can't fight it off with our equipment.\Call for the military police to back us up.\A helicopter? response:	Is there anyone on the ground?
context: I've infected you with the virus through your wound.\I have no strength.\I won't be able to go after the tram, even if we beat him.\Dazai-san, there's a helicopter of unknown nationality approaching from the east.\We can't fight it off with our equipment.\Call for the military police to back us up.\A helicopter?\Is there anyone on the ground? response:	People?
context: I have no strength.\I won't be able to go after the tram, even if we beat him.\Dazai-san, there's a helicopter of unknown nationality approaching from the east.\We can't fight it off with our equipment.\Call for the military police to back us up.\A helicopter?\Is there anyone on the ground?\People? response:	There's what appears to be hiker at the base of the mountain.
context: I won't be able to go after the tram, even if we beat him.\Dazai-san, there's a helicopter of unknown nationality approaching from the east.\We can't fight it off with our equipment.\Call for the military police to back us up.\A helicopter?\Is there anyone on the ground?\People?\There's what appears to be hiker at the base of the mountain. response:	He's wearing a hat, so I can't see his face.
context: Dazai-san, there's a helicopter of unknown nationality approaching from the east.\We can't fight it off with our equipment.\Call for the military police to back us up.\A helicopter?\Is there anyone on the ground?\People?\There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face. response:	That's the one.
context: We can't fight it off with our equipment.\Call for the military police to back us up.\A helicopter?\Is there anyone on the ground?\People?\There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face.\That's the one. response:	Everyone stop the hiker.
context: Call for the military police to back us up.\A helicopter?\Is there anyone on the ground?\People?\There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face.\That's the one.\Everyone stop the hiker. response:	Send Mori-san's men, too.
context: A helicopter?\Is there anyone on the ground?\People?\There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face.\That's the one.\Everyone stop the hiker.\Send Mori-san's men, too. response:	Immediately.
context: Is there anyone on the ground?\People?\There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face.\That's the one.\Everyone stop the hiker.\Send Mori-san's men, too.\Immediately. response:	G-Got it.
context: People?\There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face.\That's the one.\Everyone stop the hiker.\Send Mori-san's men, too.\Immediately.\G-Got it. response:	Dazai-san, it wasn't him!
context: There's what appears to be hiker at the base of the mountain.\He's wearing a hat, so I can't see his face.\That's the one.\Everyone stop the hiker.\Send Mori-san's men, too.\Immediately.\G-Got it.\Dazai-san, it wasn't him! response:	He's just an ordinary hiker handcuffed with grenades.
context: He's wearing a hat, so I can't see his face.\That's the one.\Everyone stop the hiker.\Send Mori-san's men, too.\Immediately.\G-Got it.\Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades. response:	It's not Fyodor!
context: That's the one.\Everyone stop the hiker.\Send Mori-san's men, too.\Immediately.\G-Got it.\Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor! response:	You two are strong.
context: Everyone stop the hiker.\Send Mori-san's men, too.\Immediately.\G-Got it.\Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor!\You two are strong. response:	There's no end to this.
context: Send Mori-san's men, too.\Immediately.\G-Got it.\Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor!\You two are strong.\There's no end to this. response:	I'll have you drown.
context: Immediately.\G-Got it.\Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor!\You two are strong.\There's no end to this.\I'll have you drown. response:	My body's sinking and I don't have the strength to escape.
context: G-Got it.\Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor!\You two are strong.\There's no end to this.\I'll have you drown.\My body's sinking and I don't have the strength to escape. response:	Farewell.
context: Dazai-san, it wasn't him!\He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor!\You two are strong.\There's no end to this.\I'll have you drown.\My body's sinking and I don't have the strength to escape.\Farewell. response:	Shit.
context: He's just an ordinary hiker handcuffed with grenades.\It's not Fyodor!\You two are strong.\There's no end to this.\I'll have you drown.\My body's sinking and I don't have the strength to escape.\Farewell.\Shit. response:	Weretiger.
context: It's not Fyodor!\You two are strong.\There's no end to this.\I'll have you drown.\My body's sinking and I don't have the strength to escape.\Farewell.\Shit.\Weretiger. response:	Answer my question from earlier.
context: You two are strong.\There's no end to this.\I'll have you drown.\My body's sinking and I don't have the strength to escape.\Farewell.\Shit.\Weretiger.\Answer my question from earlier. response:	Why do you fight?
context: There's no end to this.\I'll have you drown.\My body's sinking and I don't have the strength to escape.\Farewell.\Shit.\Weretiger.\Answer my question from earlier.\Why do you fight? response:	This isn't the time for that.
context: I'll have you drown.\My body's sinking and I don't have the strength to escape.\Farewell.\Shit.\Weretiger.\Answer my question from earlier.\Why do you fight?\This isn't the time for that. response:	There's a way to escape.
context: My body's sinking and I don't have the strength to escape.\Farewell.\Shit.\Weretiger.\Answer my question from earlier.\Why do you fight?\This isn't the time for that.\There's a way to escape. response:	A last resort.
context: Farewell.\Shit.\Weretiger.\Answer my question from earlier.\Why do you fight?\This isn't the time for that.\There's a way to escape.\A last resort. response:	But answer me first.
context: Shit.\Weretiger.\Answer my question from earlier.\Why do you fight?\This isn't the time for that.\There's a way to escape.\A last resort.\But answer me first. response:	Why do you fight?
context: Weretiger.\Answer my question from earlier.\Why do you fight?\This isn't the time for that.\There's a way to escape.\A last resort.\But answer me first.\Why do you fight? response:	You know the answer.
context: Answer my question from earlier.\Why do you fight?\This isn't the time for that.\There's a way to escape.\A last resort.\But answer me first.\Why do you fight?\You know the answer. response:	Those who can save no one do not deserve to live.
context: Why do you fight?\This isn't the time for that.\There's a way to escape.\A last resort.\But answer me first.\Why do you fight?\You know the answer.\Those who can save no one do not deserve to live. response:	You fight to escape your childhood memories and earn the right to live.
context: This isn't the time for that.\There's a way to escape.\A last resort.\But answer me first.\Why do you fight?\You know the answer.\Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live. response:	But I heard that your childhood master died.
context: There's a way to escape.\A last resort.\But answer me first.\Why do you fight?\You know the answer.\Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died. response:	He's not dead.
context: A last resort.\But answer me first.\Why do you fight?\You know the answer.\Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died.\He's not dead. response:	He's standing behind you right now.
context: But answer me first.\Why do you fight?\You know the answer.\Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died.\He's not dead.\He's standing behind you right now. response:	He lives in my head now.
context: Why do you fight?\You know the answer.\Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died.\He's not dead.\He's standing behind you right now.\He lives in my head now. response:	He keeps repeating the cursed words, Do what is right.
context: You know the answer.\Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died.\He's not dead.\He's standing behind you right now.\He lives in my head now.\He keeps repeating the cursed words, Do what is right. response:	I can't get revenge against someone who's dead.
context: Those who can save no one do not deserve to live.\You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died.\He's not dead.\He's standing behind you right now.\He lives in my head now.\He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead. response:	That's far more brutal than my trivial death.
context: You fight to escape your childhood memories and earn the right to live.\But I heard that your childhood master died.\He's not dead.\He's standing behind you right now.\He lives in my head now.\He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead.\That's far more brutal than my trivial death. response:	Hey!
context: But I heard that your childhood master died.\He's not dead.\He's standing behind you right now.\He lives in my head now.\He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead.\That's far more brutal than my trivial death.\Hey! response:	If I'm a wretched dog, you're a wandering dog.
context: He's not dead.\He's standing behind you right now.\He lives in my head now.\He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead.\That's far more brutal than my trivial death.\Hey!\If I'm a wretched dog, you're a wandering dog. response:	This is the solution.
context: He's standing behind you right now.\He lives in my head now.\He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead.\That's far more brutal than my trivial death.\Hey!\If I'm a wretched dog, you're a wandering dog.\This is the solution. response:	Fight, and give me an answer.
context: He lives in my head now.\He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead.\That's far more brutal than my trivial death.\Hey!\If I'm a wretched dog, you're a wandering dog.\This is the solution.\Fight, and give me an answer. response:	If you still lose like this...
context: He keeps repeating the cursed words, Do what is right.\I can't get revenge against someone who's dead.\That's far more brutal than my trivial death.\Hey!\If I'm a wretched dog, you're a wandering dog.\This is the solution.\Fight, and give me an answer.\If you still lose like this... response:	I'll never forgive you.
context: I can't get revenge against someone who's dead.\That's far more brutal than my trivial death.\Hey!\If I'm a wretched dog, you're a wandering dog.\This is the solution.\Fight, and give me an answer.\If you still lose like this...\I'll never forgive you. response:	One of them is missing!
context: That's far more brutal than my trivial death.\Hey!\If I'm a wretched dog, you're a wandering dog.\This is the solution.\Fight, and give me an answer.\If you still lose like this...\I'll never forgive you.\One of them is missing! response:	The whole ground's missing, space and all.
context: Hey!\If I'm a wretched dog, you're a wandering dog.\This is the solution.\Fight, and give me an answer.\If you still lose like this...\I'll never forgive you.\One of them is missing!\The whole ground's missing, space and all. response:	Teleportation...
context: If I'm a wretched dog, you're a wandering dog.\This is the solution.\Fight, and give me an answer.\If you still lose like this...\I'll never forgive you.\One of them is missing!\The whole ground's missing, space and all.\Teleportation... response:	He carved out space with his ability...
context: This is the solution.\Fight, and give me an answer.\If you still lose like this...\I'll never forgive you.\One of them is missing!\The whole ground's missing, space and all.\Teleportation...\He carved out space with his ability... response:	and moved!
context: Fight, and give me an answer.\If you still lose like this...\I'll never forgive you.\One of them is missing!\The whole ground's missing, space and all.\Teleportation...\He carved out space with his ability...\and moved! response:	Don't bother.
context: If you still lose like this...\I'll never forgive you.\One of them is missing!\The whole ground's missing, space and all.\Teleportation...\He carved out space with his ability...\and moved!\Don't bother. response:	The stone he carved isn't recovering.
context: I'll never forgive you.\One of them is missing!\The whole ground's missing, space and all.\Teleportation...\He carved out space with his ability...\and moved!\Don't bother.\The stone he carved isn't recovering. response:	Only those who've tried to kill him
context: One of them is missing!\The whole ground's missing, space and all.\Teleportation...\He carved out space with his ability...\and moved!\Don't bother.\The stone he carved isn't recovering.\Only those who've tried to kill him response:	know that the tiger's claws can cut through the very fabric of an ability.
context: The whole ground's missing, space and all.\Teleportation...\He carved out space with his ability...\and moved!\Don't bother.\The stone he carved isn't recovering.\Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability. response:	Thus, by expanding and contracting the space he detached
context: Teleportation...\He carved out space with his ability...\and moved!\Don't bother.\The stone he carved isn't recovering.\Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached response:	the same way he cut through my Rashoumon...
context: He carved out space with his ability...\and moved!\Don't bother.\The stone he carved isn't recovering.\Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon... response:	our abilities become a peerless sword against which
context: and moved!\Don't bother.\The stone he carved isn't recovering.\Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon...\our abilities become a peerless sword against which response:	there can be no defense for physical armor or abilities!
context: Don't bother.\The stone he carved isn't recovering.\Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon...\our abilities become a peerless sword against which\there can be no defense for physical armor or abilities! response:	Let's go, Akutagawa!
context: The stone he carved isn't recovering.\Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon...\our abilities become a peerless sword against which\there can be no defense for physical armor or abilities!\Let's go, Akutagawa! response:	Obliterate him, weretiger!
context: Only those who've tried to kill him\know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon...\our abilities become a peerless sword against which\there can be no defense for physical armor or abilities!\Let's go, Akutagawa!\Obliterate him, weretiger! response:	Beast Beneath the Moonlight, Rashoumon!
context: know that the tiger's claws can cut through the very fabric of an ability.\Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon...\our abilities become a peerless sword against which\there can be no defense for physical armor or abilities!\Let's go, Akutagawa!\Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon! response:	Kokuto Zessou!
context: Thus, by expanding and contracting the space he detached\the same way he cut through my Rashoumon...\our abilities become a peerless sword against which\there can be no defense for physical armor or abilities!\Let's go, Akutagawa!\Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou! response:	I made it out.
context: the same way he cut through my Rashoumon...\our abilities become a peerless sword against which\there can be no defense for physical armor or abilities!\Let's go, Akutagawa!\Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou!\I made it out. response:	I win.
context: our abilities become a peerless sword against which\there can be no defense for physical armor or abilities!\Let's go, Akutagawa!\Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou!\I made it out.\I win. response:	Fyodor and the Rats in the House of the Dead are all tools for my entertainment.
context: there can be no defense for physical armor or abilities!\Let's go, Akutagawa!\Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou!\I made it out.\I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment. response:	Weak men like me get away with anything.
context: Let's go, Akutagawa!\Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou!\I made it out.\I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything. response:	The haves ought to die barfing.
context: Obliterate him, weretiger!\Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou!\I made it out.\I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything.\The haves ought to die barfing. response:	See? Just as I told you.
context: Beast Beneath the Moonlight, Rashoumon!\Kokuto Zessou!\I made it out.\I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything.\The haves ought to die barfing.\See? Just as I told you. response:	What a simplistic escape route.
context: Kokuto Zessou!\I made it out.\I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything.\The haves ought to die barfing.\See? Just as I told you.\What a simplistic escape route. response:	Far too predictable compared to Fyodor, master of phantoms.
context: I made it out.\I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything.\The haves ought to die barfing.\See? Just as I told you.\What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms. response:	I-Impossible.
context: I win.\Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything.\The haves ought to die barfing.\See? Just as I told you.\What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms.\I-Impossible. response:	Well, we were all put in mortal danger because of you.
context: Fyodor and the Rats in the House of the Dead are all tools for my entertainment.\Weak men like me get away with anything.\The haves ought to die barfing.\See? Just as I told you.\What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms.\I-Impossible.\Well, we were all put in mortal danger because of you. response:	Any thoughts?
context: Weak men like me get away with anything.\The haves ought to die barfing.\See? Just as I told you.\What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms.\I-Impossible.\Well, we were all put in mortal danger because of you.\Any thoughts? response:	Forgive me!
context: The haves ought to die barfing.\See? Just as I told you.\What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms.\I-Impossible.\Well, we were all put in mortal danger because of you.\Any thoughts?\Forgive me! response:	I'll disable the virus right away!
context: See? Just as I told you.\What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms.\I-Impossible.\Well, we were all put in mortal danger because of you.\Any thoughts?\Forgive me!\I'll disable the virus right away! response:	I'll turn myself in!
context: What a simplistic escape route.\Far too predictable compared to Fyodor, master of phantoms.\I-Impossible.\Well, we were all put in mortal danger because of you.\Any thoughts?\Forgive me!\I'll disable the virus right away!\I'll turn myself in! response:	So please...
context: Far too predictable compared to Fyodor, master of phantoms.\I-Impossible.\Well, we were all put in mortal danger because of you.\Any thoughts?\Forgive me!\I'll disable the virus right away!\I'll turn myself in!\So please... response:	Good enough, then.
context: I-Impossible.\Well, we were all put in mortal danger because of you.\Any thoughts?\Forgive me!\I'll disable the virus right away!\I'll turn myself in!\So please...\Good enough, then. response:	Yeah.
context: Well, we were all put in mortal danger because of you.\Any thoughts?\Forgive me!\I'll disable the virus right away!\I'll turn myself in!\So please...\Good enough, then.\Yeah. response:	Let's forgive him.
context: Any thoughts?\Forgive me!\I'll disable the virus right away!\I'll turn myself in!\So please...\Good enough, then.\Yeah.\Let's forgive him. response:	Obviously not!
context: Forgive me!\I'll disable the virus right away!\I'll turn myself in!\So please...\Good enough, then.\Yeah.\Let's forgive him.\Obviously not! response:	The virus is gone.
context: I'll disable the virus right away!\I'll turn myself in!\So please...\Good enough, then.\Yeah.\Let's forgive him.\Obviously not!\The virus is gone. response:	The mission was a success.
context: I'll turn myself in!\So please...\Good enough, then.\Yeah.\Let's forgive him.\Obviously not!\The virus is gone.\The mission was a success. response:	But...
context: So please...\Good enough, then.\Yeah.\Let's forgive him.\Obviously not!\The virus is gone.\The mission was a success.\But... response:	Fyodor's missing?
context: Good enough, then.\Yeah.\Let's forgive him.\Obviously not!\The virus is gone.\The mission was a success.\But...\Fyodor's missing? response:	He's nowhere to be found.
context: Yeah.\Let's forgive him.\Obviously not!\The virus is gone.\The mission was a success.\But...\Fyodor's missing?\He's nowhere to be found. response:	But he wasn't in the helicopter or the escape vehicles.
context: Let's forgive him.\Obviously not!\The virus is gone.\The mission was a success.\But...\Fyodor's missing?\He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles. response:	He must still be in his hideout.
context: Obviously not!\The virus is gone.\The mission was a success.\But...\Fyodor's missing?\He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout. response:	But...
context: The virus is gone.\The mission was a success.\But...\Fyodor's missing?\He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout.\But... response:	What's so funny?
context: The mission was a success.\But...\Fyodor's missing?\He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout.\But...\What's so funny? response:	I'm just so happy.
context: But...\Fyodor's missing?\He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout.\But...\What's so funny?\I'm just so happy. response:	My master removed the part of me that feels grief.
context: Fyodor's missing?\He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout.\But...\What's so funny?\I'm just so happy.\My master removed the part of me that feels grief. response:	Did anyone ever once guarantee that
context: He's nowhere to be found.\But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout.\But...\What's so funny?\I'm just so happy.\My master removed the part of me that feels grief.\Did anyone ever once guarantee that response:	capturing this base would lead you to my master?
context: But he wasn't in the helicopter or the escape vehicles.\He must still be in his hideout.\But...\What's so funny?\I'm just so happy.\My master removed the part of me that feels grief.\Did anyone ever once guarantee that\capturing this base would lead you to my master? response:	What?
context: He must still be in his hideout.\But...\What's so funny?\I'm just so happy.\My master removed the part of me that feels grief.\Did anyone ever once guarantee that\capturing this base would lead you to my master?\What? response:	No...
context: But...\What's so funny?\I'm just so happy.\My master removed the part of me that feels grief.\Did anyone ever once guarantee that\capturing this base would lead you to my master?\What?\No... response:	Would you like more tea?
context: What's so funny?\I'm just so happy.\My master removed the part of me that feels grief.\Did anyone ever once guarantee that\capturing this base would lead you to my master?\What?\No...\Would you like more tea? response:	I think not.
context: I'm just so happy.\My master removed the part of me that feels grief.\Did anyone ever once guarantee that\capturing this base would lead you to my master?\What?\No...\Would you like more tea?\I think not. response:	Thank you.
context: My master removed the part of me that feels grief.\Did anyone ever once guarantee that\capturing this base would lead you to my master?\What?\No...\Would you like more tea?\I think not.\Thank you. response:	He was never even here to begin with?
context: Did anyone ever once guarantee that\capturing this base would lead you to my master?\What?\No...\Would you like more tea?\I think not.\Thank you.\He was never even here to begin with? response:	Impossible...
context: capturing this base would lead you to my master?\What?\No...\Would you like more tea?\I think not.\Thank you.\He was never even here to begin with?\Impossible... response:	There are no connections to the outside world here.
context: What?\No...\Would you like more tea?\I think not.\Thank you.\He was never even here to begin with?\Impossible...\There are no connections to the outside world here. response:	We're monitoring cell phone communications with our hacking ability.
context: No...\Would you like more tea?\I think not.\Thank you.\He was never even here to begin with?\Impossible...\There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability. response:	This place can't be operated from outside.
context: Would you like more tea?\I think not.\Thank you.\He was never even here to begin with?\Impossible...\There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside. response:	It's this music.
context: I think not.\Thank you.\He was never even here to begin with?\Impossible...\There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside.\It's this music. response:	What?
context: Thank you.\He was never even here to begin with?\Impossible...\There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside.\It's this music.\What? response:	The requests being made on all the music programs
context: He was never even here to begin with?\Impossible...\There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside.\It's this music.\What?\The requests being made on all the music programs response:	are serving as a secret language to relay his orders.
context: Impossible...\There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside.\It's this music.\What?\The requests being made on all the music programs\are serving as a secret language to relay his orders. response:	Our communications make use of all the radio waves in the air.
context: There are no connections to the outside world here.\We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside.\It's this music.\What?\The requests being made on all the music programs\are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air. response:	No amount of hacking can stop us.
context: We're monitoring cell phone communications with our hacking ability.\This place can't be operated from outside.\It's this music.\What?\The requests being made on all the music programs\are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air.\No amount of hacking can stop us. response:	You'd lost from the beginning!
context: This place can't be operated from outside.\It's this music.\What?\The requests being made on all the music programs\are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air.\No amount of hacking can stop us.\You'd lost from the beginning! response:	Atsushi, what's going on?
context: It's this music.\What?\The requests being made on all the music programs\are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air.\No amount of hacking can stop us.\You'd lost from the beginning!\Atsushi, what's going on? response:	Kunikida-san...
context: What?\The requests being made on all the music programs\are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air.\No amount of hacking can stop us.\You'd lost from the beginning!\Atsushi, what's going on?\Kunikida-san... response:	What?
context: The requests being made on all the music programs\are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air.\No amount of hacking can stop us.\You'd lost from the beginning!\Atsushi, what's going on?\Kunikida-san...\What? response:	The rat is already outside the hole.
context: are serving as a secret language to relay his orders.\Our communications make use of all the radio waves in the air.\No amount of hacking can stop us.\You'd lost from the beginning!\Atsushi, what's going on?\Kunikida-san...\What?\The rat is already outside the hole. response:	The St. Matthew Passion by Bach.
context: Our communications make use of all the radio waves in the air.\No amount of hacking can stop us.\You'd lost from the beginning!\Atsushi, what's going on?\Kunikida-san...\What?\The rat is already outside the hole.\The St. Matthew Passion by Bach. response:	It seems my time's up.
context: No amount of hacking can stop us.\You'd lost from the beginning!\Atsushi, what's going on?\Kunikida-san...\What?\The rat is already outside the hole.\The St. Matthew Passion by Bach.\It seems my time's up. response:	They weren't nearly as formidable as I'd thought.
context: You'd lost from the beginning!\Atsushi, what's going on?\Kunikida-san...\What?\The rat is already outside the hole.\The St. Matthew Passion by Bach.\It seems my time's up.\They weren't nearly as formidable as I'd thought. response:	It looks like I'll be able to end them in my next move.
context: Atsushi, what's going on?\Kunikida-san...\What?\The rat is already outside the hole.\The St. Matthew Passion by Bach.\It seems my time's up.\They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move. response:	Hey.
context: Kunikida-san...\What?\The rat is already outside the hole.\The St. Matthew Passion by Bach.\It seems my time's up.\They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move.\Hey. response:	Nice cafe, huh?
context: What?\The rat is already outside the hole.\The St. Matthew Passion by Bach.\It seems my time's up.\They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move.\Hey.\Nice cafe, huh? response:	I've never seen you so shocked.
context: The rat is already outside the hole.\The St. Matthew Passion by Bach.\It seems my time's up.\They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move.\Hey.\Nice cafe, huh?\I've never seen you so shocked. response:	You want to ask how I found you here, don't you?
context: The St. Matthew Passion by Bach.\It seems my time's up.\They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move.\Hey.\Nice cafe, huh?\I've never seen you so shocked.\You want to ask how I found you here, don't you? response:	I really played my best card.
context: It seems my time's up.\They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move.\Hey.\Nice cafe, huh?\I've never seen you so shocked.\You want to ask how I found you here, don't you?\I really played my best card. response:	This is my best card. The one that caught the demon.
context: They weren't nearly as formidable as I'd thought.\It looks like I'll be able to end them in my next move.\Hey.\Nice cafe, huh?\I've never seen you so shocked.\You want to ask how I found you here, don't you?\I really played my best card.\This is my best card. The one that caught the demon. response:	Long time, Rat.
context: It looks like I'll be able to end them in my next move.\Hey.\Nice cafe, huh?\I've never seen you so shocked.\You want to ask how I found you here, don't you?\I really played my best card.\This is my best card. The one that caught the demon.\Long time, Rat. response:	Excellent!
context: Hey.\Nice cafe, huh?\I've never seen you so shocked.\You want to ask how I found you here, don't you?\I really played my best card.\This is my best card. The one that caught the demon.\Long time, Rat.\Excellent! response:	Eyes of God?
context: Nice cafe, huh?\I've never seen you so shocked.\You want to ask how I found you here, don't you?\I really played my best card.\This is my best card. The one that caught the demon.\Long time, Rat.\Excellent!\Eyes of God? response:	That's right.
context: I've never seen you so shocked.\You want to ask how I found you here, don't you?\I really played my best card.\This is my best card. The one that caught the demon.\Long time, Rat.\Excellent!\Eyes of God?\That's right. response:	The inescapable eyes that integrate surveillance images from all over the city.
context: You want to ask how I found you here, don't you?\I really played my best card.\This is my best card. The one that caught the demon.\Long time, Rat.\Excellent!\Eyes of God?\That's right.\The inescapable eyes that integrate surveillance images from all over the city. response:	I used that power to find this place while you were distracted by your base.
context: I really played my best card.\This is my best card. The one that caught the demon.\Long time, Rat.\Excellent!\Eyes of God?\That's right.\The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base. response:	He agreed to help us on the condition that we'd take back
context: This is my best card. The one that caught the demon.\Long time, Rat.\Excellent!\Eyes of God?\That's right.\The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back response:	the Guild's hidden assets, which you've swiped.
context: Long time, Rat.\Excellent!\Eyes of God?\That's right.\The inescapable eyes that integrate surveillance images from all over the city.\I used that power to find this place while you were distracted by your base.\He agreed to help us on the condition that we'd take back\the Guild's hidden assets, which you've swiped. response:	I have no interest in money once it's escaped me,
