context: Grade 1, Class 3 Nana Komatsu response:	Grade 1, Class 3 Nana Komatsu I am straying from the subject, but please bear with me.
context: What am I thinking? Yasu belongs to Nana.\Come to think of it, I have Shoji.\Oh, are you done?\Thanks for doing the dishes. I'll be on my way.\Huh?\Thanks for the meal.\Where are you going?\I think I'll stay in a hotel until I find my own place. response:	Shin's at Nobu's place so it's kinda crowded there.
context: Come to think of it, I have Shoji.\Oh, are you done?\Thanks for doing the dishes. I'll be on my way.\Huh?\Thanks for the meal.\Where are you going?\I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there. response:	Why not stay here?
context: Oh, are you done?\Thanks for doing the dishes. I'll be on my way.\Huh?\Thanks for the meal.\Where are you going?\I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there.\Why not stay here? response:	Right. Thank you. But I'll hafta decline the offer.
context: Thanks for doing the dishes. I'll be on my way.\Huh?\Thanks for the meal.\Where are you going?\I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there.\Why not stay here?\Right. Thank you. But I'll hafta decline the offer. response:	There's no reason you should hafta decline!
context: Huh?\Thanks for the meal.\Where are you going?\I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there.\Why not stay here?\Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline! response:	Yeah, but it wouldn't be right. Good night.
context: Thanks for the meal.\Where are you going?\I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there.\Why not stay here?\Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night. response:	Why?
context: Where are you going?\I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there.\Why not stay here?\Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night.\Why? response:	I don't understand.
context: I think I'll stay in a hotel until I find my own place.\Shin's at Nobu's place so it's kinda crowded there.\Why not stay here?\Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night.\Why?\I don't understand. response:	Although she was drunk, Nana was being so sweet.
context: Shin's at Nobu's place so it's kinda crowded there.\Why not stay here?\Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night.\Why?\I don't understand.\Although she was drunk, Nana was being so sweet. response:	Why is Yasu always so stoic?
context: Why not stay here?\Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night.\Why?\I don't understand.\Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic? response:	Could he have a girlfriend back home?
context: Right. Thank you. But I'll hafta decline the offer.\There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night.\Why?\I don't understand.\Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic?\Could he have a girlfriend back home? response:	Playing in a band and all, he's probably popular with the women.
context: There's no reason you should hafta decline!\Yeah, but it wouldn't be right. Good night.\Why?\I don't understand.\Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic?\Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women. response:	Still, even if he does have a girlfriend back home
context: Yeah, but it wouldn't be right. Good night.\Why?\I don't understand.\Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic?\Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home response:	she can't be that important to him since he left her to come here.
context: Why?\I don't understand.\Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic?\Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here. response:	Shoji left me, too!
context: I don't understand.\Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic?\Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here.\Shoji left me, too! response:	But it's not the same with Shoji.
context: Although she was drunk, Nana was being so sweet.\Why is Yasu always so stoic?\Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here.\Shoji left me, too!\But it's not the same with Shoji. response:	He's treated me with great care since long ago.
context: Why is Yasu always so stoic?\Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here.\Shoji left me, too!\But it's not the same with Shoji.\He's treated me with great care since long ago. response:	Besides, I'm here now because he asked me to come.
context: Could he have a girlfriend back home?\Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here.\Shoji left me, too!\But it's not the same with Shoji.\He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come. response:	I decided on my own to go after him and come here!
context: Playing in a band and all, he's probably popular with the women.\Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here.\Shoji left me, too!\But it's not the same with Shoji.\He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here! response:	Well, you eloped, didn't you?
context: Still, even if he does have a girlfriend back home\she can't be that important to him since he left her to come here.\Shoji left me, too!\But it's not the same with Shoji.\He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here!\Well, you eloped, didn't you? response:	Just don't get divorced and come running home.
context: she can't be that important to him since he left her to come here.\Shoji left me, too!\But it's not the same with Shoji.\He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here!\Well, you eloped, didn't you?\Just don't get divorced and come running home. response:	You're wrong, Mom. I came here on my own.
context: Shoji left me, too!\But it's not the same with Shoji.\He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here!\Well, you eloped, didn't you?\Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own. response:	Let's live together, Nana.
context: But it's not the same with Shoji.\He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here!\Well, you eloped, didn't you?\Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own.\Let's live together, Nana. response:	It's all right. It's all right.
context: He's treated me with great care since long ago.\Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here!\Well, you eloped, didn't you?\Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own.\Let's live together, Nana.\It's all right. It's all right. response:	Shoji said that to me.
context: Besides, I'm here now because he asked me to come.\I decided on my own to go after him and come here!\Well, you eloped, didn't you?\Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own.\Let's live together, Nana.\It's all right. It's all right.\Shoji said that to me. response:	If I wanted to marry,
context: I decided on my own to go after him and come here!\Well, you eloped, didn't you?\Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own.\Let's live together, Nana.\It's all right. It's all right.\Shoji said that to me.\If I wanted to marry, response:	he'd accept me as his bride anytime.
context: Well, you eloped, didn't you?\Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own.\Let's live together, Nana.\It's all right. It's all right.\Shoji said that to me.\If I wanted to marry,\he'd accept me as his bride anytime. response:	I wonder.
context: Just don't get divorced and come running home.\You're wrong, Mom. I came here on my own.\Let's live together, Nana.\It's all right. It's all right.\Shoji said that to me.\If I wanted to marry,\he'd accept me as his bride anytime.\I wonder. response:	Living together and getting married is somewhat different, I think.
context: You're wrong, Mom. I came here on my own.\Let's live together, Nana.\It's all right. It's all right.\Shoji said that to me.\If I wanted to marry,\he'd accept me as his bride anytime.\I wonder.\Living together and getting married is somewhat different, I think. response:	Besides, Shoji just started studying at the university,
context: Let's live together, Nana.\It's all right. It's all right.\Shoji said that to me.\If I wanted to marry,\he'd accept me as his bride anytime.\I wonder.\Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university, response:	so he won't graduate for another four years.
context: It's all right. It's all right.\Shoji said that to me.\If I wanted to marry,\he'd accept me as his bride anytime.\I wonder.\Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university,\so he won't graduate for another four years. response:	And he's just as broke as I am.
context: Shoji said that to me.\If I wanted to marry,\he'd accept me as his bride anytime.\I wonder.\Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university,\so he won't graduate for another four years.\And he's just as broke as I am. response:	A wedding is a major event, so it's gonna cost money.
context: If I wanted to marry,\he'd accept me as his bride anytime.\I wonder.\Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university,\so he won't graduate for another four years.\And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money. response:	She's right. I'm not interested in a cheap wedding.
context: he'd accept me as his bride anytime.\I wonder.\Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university,\so he won't graduate for another four years.\And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding. response:	I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.
context: I wonder.\Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university,\so he won't graduate for another four years.\And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding. response:	I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.
context: Living together and getting married is somewhat different, I think.\Besides, Shoji just started studying at the university,\so he won't graduate for another four years.\And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear. response:	I've got to wear cute bridal wear.
context: Besides, Shoji just started studying at the university,\so he won't graduate for another four years.\And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear. response:	And a wedding dress. I've got to wear cute bridal wear.
context: so he won't graduate for another four years.\And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear. response:	I don't wanna live in low-income housing
context: And he's just as broke as I am.\A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing response:	or a one bedroom apartment.
context: A wedding is a major event, so it's gonna cost money.\She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing\or a one bedroom apartment. response:	If possible, a detached home with a yard would be nice.
context: She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing\or a one bedroom apartment.\If possible, a detached home with a yard would be nice. response:	Or at least, a brand new condominium.
context: I wanna wear a traditional white wedding kimono. She's right. I'm not interested in a cheap wedding.\I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing\or a one bedroom apartment.\If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium. response:	I hafta save money!
context: I wanna wear a traditional white wedding kimono. I've got to wear cute bridal wear.\I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing\or a one bedroom apartment.\If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium.\I hafta save money! response:	I'll try not to use the 300,000 yen my mom sent me,
context: I've got to wear cute bridal wear.\And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing\or a one bedroom apartment.\If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium.\I hafta save money!\I'll try not to use the 300,000 yen my mom sent me, response:	and keep it in my bank account.
context: And a wedding dress. I've got to wear cute bridal wear.\I don't wanna live in low-income housing\or a one bedroom apartment.\If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium.\I hafta save money!\I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account. response:	And I'll save more on my own, too.
context: I don't wanna live in low-income housing\or a one bedroom apartment.\If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium.\I hafta save money!\I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account.\And I'll save more on my own, too. response:	If I keep at it, I should have saved up quite an amount
context: or a one bedroom apartment.\If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium.\I hafta save money!\I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account.\And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount response:	by the time Shoji graduates from university.
context: If possible, a detached home with a yard would be nice.\Or at least, a brand new condominium.\I hafta save money!\I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account.\And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university. response:	Shoji!
context: Or at least, a brand new condominium.\I hafta save money!\I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account.\And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university.\Shoji! response:	I'll get that house with a yard, Shoji. Leave it to me.
context: I hafta save money!\I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account.\And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university.\Shoji!\I'll get that house with a yard, Shoji. Leave it to me. response:	Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.
context: I'll try not to use the 300,000 yen my mom sent me,\and keep it in my bank account.\And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university.\Shoji!\I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me. response:	My head hurts!
context: and keep it in my bank account.\And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university.\Shoji!\I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts! response:	Shit. I shouldn't have agreed to work today.
context: And I'll save more on my own, too.\If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university.\Shoji!\I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts!\Shit. I shouldn't have agreed to work today. response:	Hachi! Medicine!
context: If I keep at it, I should have saved up quite an amount\by the time Shoji graduates from university.\Shoji!\I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts!\Shit. I shouldn't have agreed to work today.\Hachi! Medicine! response:	Hachi!
context: by the time Shoji graduates from university.\Shoji!\I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts!\Shit. I shouldn't have agreed to work today.\Hachi! Medicine!\Hachi! response:	Aren't you home?!
context: Shoji!\I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts!\Shit. I shouldn't have agreed to work today.\Hachi! Medicine!\Hachi!\Aren't you home?! response:	Oh, good morning, Nana.
context: I'll get that house with a yard, Shoji. Leave it to me.\Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts!\Shit. I shouldn't have agreed to work today.\Hachi! Medicine!\Hachi!\Aren't you home?!\Oh, good morning, Nana. response:	What's with that outfit?
context: Fantasy running wild I'll get that house with a yard, Shoji. Leave it to me.\My head hurts!\Shit. I shouldn't have agreed to work today.\Hachi! Medicine!\Hachi!\Aren't you home?!\Oh, good morning, Nana.\What's with that outfit? response:	I have a job interview.
context: My head hurts!\Shit. I shouldn't have agreed to work today.\Hachi! Medicine!\Hachi!\Aren't you home?!\Oh, good morning, Nana.\What's with that outfit?\I have a job interview. response:	I gave them a call and they told me to come right away.
context: Shit. I shouldn't have agreed to work today.\Hachi! Medicine!\Hachi!\Aren't you home?!\Oh, good morning, Nana.\What's with that outfit?\I have a job interview.\I gave them a call and they told me to come right away. response:	How do I look? Will this do?
context: Hachi! Medicine!\Hachi!\Aren't you home?!\Oh, good morning, Nana.\What's with that outfit?\I have a job interview.\I gave them a call and they told me to come right away.\How do I look? Will this do? response:	Work? What kind?
context: Hachi!\Aren't you home?!\Oh, good morning, Nana.\What's with that outfit?\I have a job interview.\I gave them a call and they told me to come right away.\How do I look? Will this do?\Work? What kind? response:	A publisher.
context: Aren't you home?!\Oh, good morning, Nana.\What's with that outfit?\I have a job interview.\I gave them a call and they told me to come right away.\How do I look? Will this do?\Work? What kind?\A publisher. response:	What?!
context: Oh, good morning, Nana.\What's with that outfit?\I have a job interview.\I gave them a call and they told me to come right away.\How do I look? Will this do?\Work? What kind?\A publisher.\What?! response:	Are you all right? Do you have a hangover, Nana?
context: What's with that outfit?\I have a job interview.\I gave them a call and they told me to come right away.\How do I look? Will this do?\Work? What kind?\A publisher.\What?!\Are you all right? Do you have a hangover, Nana? response:	I've got some medicine that'll work for that.
context: I have a job interview.\I gave them a call and they told me to come right away.\How do I look? Will this do?\Work? What kind?\A publisher.\What?!\Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that. response:	A publisher?
context: I gave them a call and they told me to come right away.\How do I look? Will this do?\Work? What kind?\A publisher.\What?!\Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that.\A publisher? response:	Can someone like you get into a place like that?
context: How do I look? Will this do?\Work? What kind?\A publisher.\What?!\Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that.\A publisher?\Can someone like you get into a place like that? response:	But I do meet their conditions to apply.
context: Work? What kind?\A publisher.\What?!\Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that.\A publisher?\Can someone like you get into a place like that?\But I do meet their conditions to apply. response:	The ad says they're looking for someone who can do errands.
context: A publisher.\What?!\Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that.\A publisher?\Can someone like you get into a place like that?\But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands. response:	Besides, it's a small company I've never heard of,
context: What?!\Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that.\A publisher?\Can someone like you get into a place like that?\But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of, response:	so I'm sure it'll be fine.
context: Are you all right? Do you have a hangover, Nana?\I've got some medicine that'll work for that.\A publisher?\Can someone like you get into a place like that?\But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of,\so I'm sure it'll be fine. response:	You sure about that?
context: I've got some medicine that'll work for that.\A publisher?\Can someone like you get into a place like that?\But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of,\so I'm sure it'll be fine.\You sure about that? response:	I just hope this place isn't going bankrupt anytime soon.
context: A publisher?\Can someone like you get into a place like that?\But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of,\so I'm sure it'll be fine.\You sure about that?\I just hope this place isn't going bankrupt anytime soon. response:	Let me get you some water.
context: Can someone like you get into a place like that?\But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of,\so I'm sure it'll be fine.\You sure about that?\I just hope this place isn't going bankrupt anytime soon.\Let me get you some water. response:	Let me get you, she says.
context: But I do meet their conditions to apply.\The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of,\so I'm sure it'll be fine.\You sure about that?\I just hope this place isn't going bankrupt anytime soon.\Let me get you some water.\Let me get you, she says. response:	She's even changed her speech pattern to match the outfit.
context: The ad says they're looking for someone who can do errands.\Besides, it's a small company I've never heard of,\so I'm sure it'll be fine.\You sure about that?\I just hope this place isn't going bankrupt anytime soon.\Let me get you some water.\Let me get you, she says.\She's even changed her speech pattern to match the outfit. response:	But why a publisher, suddenly?
context: Besides, it's a small company I've never heard of,\so I'm sure it'll be fine.\You sure about that?\I just hope this place isn't going bankrupt anytime soon.\Let me get you some water.\Let me get you, she says.\She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly? response:	I just happened to come across it in the classifieds.
context: so I'm sure it'll be fine.\You sure about that?\I just hope this place isn't going bankrupt anytime soon.\Let me get you some water.\Let me get you, she says.\She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly?\I just happened to come across it in the classifieds. response:	The salary's good and I get two days off every week.
context: You sure about that?\I just hope this place isn't going bankrupt anytime soon.\Let me get you some water.\Let me get you, she says.\She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly?\I just happened to come across it in the classifieds.\The salary's good and I get two days off every week. response:	Also, since I'm living in Tokyo,
context: I just hope this place isn't going bankrupt anytime soon.\Let me get you some water.\Let me get you, she says.\She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly?\I just happened to come across it in the classifieds.\The salary's good and I get two days off every week.\Also, since I'm living in Tokyo, response:	I'd like to commute to the downtown.
context: Let me get you some water.\Let me get you, she says.\She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly?\I just happened to come across it in the classifieds.\The salary's good and I get two days off every week.\Also, since I'm living in Tokyo,\I'd like to commute to the downtown. response:	Doesn't working for a publisher sound super cool?
context: Let me get you, she says.\She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly?\I just happened to come across it in the classifieds.\The salary's good and I get two days off every week.\Also, since I'm living in Tokyo,\I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool? response:	It has the ring of a successful woman.
context: She's even changed her speech pattern to match the outfit.\But why a publisher, suddenly?\I just happened to come across it in the classifieds.\The salary's good and I get two days off every week.\Also, since I'm living in Tokyo,\I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool?\It has the ring of a successful woman. response:	Ring of a successful woman?
context: But why a publisher, suddenly?\I just happened to come across it in the classifieds.\The salary's good and I get two days off every week.\Also, since I'm living in Tokyo,\I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool?\It has the ring of a successful woman.\Ring of a successful woman? response:	But I am glad you've decided to look for your next job.
context: I just happened to come across it in the classifieds.\The salary's good and I get two days off every week.\Also, since I'm living in Tokyo,\I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool?\It has the ring of a successful woman.\Ring of a successful woman?\But I am glad you've decided to look for your next job. response:	I thought you saying you wanted to live on your own
context: The salary's good and I get two days off every week.\Also, since I'm living in Tokyo,\I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool?\It has the ring of a successful woman.\Ring of a successful woman?\But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own response:	was all talk and no action.
context: Also, since I'm living in Tokyo,\I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool?\It has the ring of a successful woman.\Ring of a successful woman?\But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own\was all talk and no action. response:	But now I see you were serious.
context: I'd like to commute to the downtown.\Doesn't working for a publisher sound super cool?\It has the ring of a successful woman.\Ring of a successful woman?\But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own\was all talk and no action.\But now I see you were serious. response:	Well, not really.
context: Doesn't working for a publisher sound super cool?\It has the ring of a successful woman.\Ring of a successful woman?\But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own\was all talk and no action.\But now I see you were serious.\Well, not really. response:	The only reason I decided to work is simply because I want money.
context: It has the ring of a successful woman.\Ring of a successful woman?\But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own\was all talk and no action.\But now I see you were serious.\Well, not really.\The only reason I decided to work is simply because I want money. response:	But regardless of what my true intentions are,
context: Ring of a successful woman?\But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own\was all talk and no action.\But now I see you were serious.\Well, not really.\The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are, response:	if I get into a sound company and work hard,
context: But I am glad you've decided to look for your next job.\I thought you saying you wanted to live on your own\was all talk and no action.\But now I see you were serious.\Well, not really.\The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are,\if I get into a sound company and work hard, response:	it'll eventually give me the skills and ability to live on my own.
context: I thought you saying you wanted to live on your own\was all talk and no action.\But now I see you were serious.\Well, not really.\The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are,\if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own. response:	That's killing two birds with one stone.
context: was all talk and no action.\But now I see you were serious.\Well, not really.\The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are,\if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone. response:	By the way, where's Yasu?
context: But now I see you were serious.\Well, not really.\The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are,\if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone.\By the way, where's Yasu? response:	Yasu said he'll be staying at a hotel until he finds a place to live, and left.
context: Well, not really.\The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are,\if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone.\By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left. response:	I tried to stop him, but...
context: The only reason I decided to work is simply because I want money.\But regardless of what my true intentions are,\if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone.\By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but... response:	Is that so.
context: But regardless of what my true intentions are,\if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone.\By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but...\Is that so. response:	Is that so?!
context: if I get into a sound company and work hard,\it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone.\By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but...\Is that so.\Is that so?! response:	I'll be going now.
context: it'll eventually give me the skills and ability to live on my own.\That's killing two birds with one stone.\By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but...\Is that so.\Is that so?!\I'll be going now. response:	We'll be practicing at the usual studio tonight.
context: That's killing two birds with one stone.\By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but...\Is that so.\Is that so?!\I'll be going now.\We'll be practicing at the usual studio tonight. response:	Can you make it too, Hachi?
context: By the way, where's Yasu?\Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but...\Is that so.\Is that so?!\I'll be going now.\We'll be practicing at the usual studio tonight.\Can you make it too, Hachi? response:	Mhm. I have no plans this evening.
context: Yasu said he'll be staying at a hotel until he finds a place to live, and left.\I tried to stop him, but...\Is that so.\Is that so?!\I'll be going now.\We'll be practicing at the usual studio tonight.\Can you make it too, Hachi?\Mhm. I have no plans this evening. response:	Then come!
