context: Bathroom... response:	Whoa.
context: I'm a D among dragons.\Ah, so good!\Good work, everyone.\Yeah, thanks, you two.\Bath, bath...\Hmm?\Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly! response:	Huh?
context: Ah, so good!\Good work, everyone.\Yeah, thanks, you two.\Bath, bath...\Hmm?\Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly!\Huh? response:	Huh?
context: Good work, everyone.\Yeah, thanks, you two.\Bath, bath...\Hmm?\Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly!\Huh?\Huh? response:	Which box has the clothes and towels?
context: Yeah, thanks, you two.\Bath, bath...\Hmm?\Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly!\Huh?\Huh?\Which box has the clothes and towels? response:	Good morning!
context: Bath, bath...\Hmm?\Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly!\Huh?\Huh?\Which box has the clothes and towels?\Good morning! response:	Sansan Moving Service!
context: Hmm?\Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly!\Huh?\Huh?\Which box has the clothes and towels?\Good morning!\Sansan Moving Service! response:	So this is a car?
context: Does anyone know what happened to the towels and change of clothes in the bathroom?\I put them away properly!\Huh?\Huh?\Which box has the clothes and towels?\Good morning!\Sansan Moving Service!\So this is a car? response:	Well, let's decide how to use the rooms.
context: I put them away properly!\Huh?\Huh?\Which box has the clothes and towels?\Good morning!\Sansan Moving Service!\So this is a car?\Well, let's decide how to use the rooms. response:	This will be the living room.
context: Huh?\Huh?\Which box has the clothes and towels?\Good morning!\Sansan Moving Service!\So this is a car?\Well, let's decide how to use the rooms.\This will be the living room. response:	This will be for the PC and books.
context: Huh?\Which box has the clothes and towels?\Good morning!\Sansan Moving Service!\So this is a car?\Well, let's decide how to use the rooms.\This will be the living room.\This will be for the PC and books. response:	This will be my bedroom.
context: Which box has the clothes and towels?\Good morning!\Sansan Moving Service!\So this is a car?\Well, let's decide how to use the rooms.\This will be the living room.\This will be for the PC and books.\This will be my bedroom. response:	And this...
context: Good morning!\Sansan Moving Service!\So this is a car?\Well, let's decide how to use the rooms.\This will be the living room.\This will be for the PC and books.\This will be my bedroom.\And this... response:	will be the room you two share.
context: Sansan Moving Service!\So this is a car?\Well, let's decide how to use the rooms.\This will be the living room.\This will be for the PC and books.\This will be my bedroom.\And this...\will be the room you two share. response:	Huh?
context: So this is a car?\Well, let's decide how to use the rooms.\This will be the living room.\This will be for the PC and books.\This will be my bedroom.\And this...\will be the room you two share.\Huh? response:	Our room?
context: Well, let's decide how to use the rooms.\This will be the living room.\This will be for the PC and books.\This will be my bedroom.\And this...\will be the room you two share.\Huh?\Our room? response:	Yeah. You two can use it however you like.
context: This will be the living room.\This will be for the PC and books.\This will be my bedroom.\And this...\will be the room you two share.\Huh?\Our room?\Yeah. You two can use it however you like. response:	Yay!
context: This will be for the PC and books.\This will be my bedroom.\And this...\will be the room you two share.\Huh?\Our room?\Yeah. You two can use it however you like.\Yay! response:	A new life, huh?
context: This will be my bedroom.\And this...\will be the room you two share.\Huh?\Our room?\Yeah. You two can use it however you like.\Yay!\A new life, huh? response:	Shall I wash your back?
context: And this...\will be the room you two share.\Huh?\Our room?\Yeah. You two can use it however you like.\Yay!\A new life, huh?\Shall I wash your back? response:	Huh? No, it's fine.
context: will be the room you two share.\Huh?\Our room?\Yeah. You two can use it however you like.\Yay!\A new life, huh?\Shall I wash your back?\Huh? No, it's fine. response:	You like it when I make things clean, right?
context: Huh?\Our room?\Yeah. You two can use it however you like.\Yay!\A new life, huh?\Shall I wash your back?\Huh? No, it's fine.\You like it when I make things clean, right? response:	Ugh, that's your angle?
context: Our room?\Yeah. You two can use it however you like.\Yay!\A new life, huh?\Shall I wash your back?\Huh? No, it's fine.\You like it when I make things clean, right?\Ugh, that's your angle? response:	All right, come on.
context: Yeah. You two can use it however you like.\Yay!\A new life, huh?\Shall I wash your back?\Huh? No, it's fine.\You like it when I make things clean, right?\Ugh, that's your angle?\All right, come on. response:	Yes.
context: Yay!\A new life, huh?\Shall I wash your back?\Huh? No, it's fine.\You like it when I make things clean, right?\Ugh, that's your angle?\All right, come on.\Yes. response:	By the way.
context: A new life, huh?\Shall I wash your back?\Huh? No, it's fine.\You like it when I make things clean, right?\Ugh, that's your angle?\All right, come on.\Yes.\By the way. response:	Yes?
context: Shall I wash your back?\Huh? No, it's fine.\You like it when I make things clean, right?\Ugh, that's your angle?\All right, come on.\Yes.\By the way.\Yes? response:	Isn't it easier to wash your body in that form?
context: Huh? No, it's fine.\You like it when I make things clean, right?\Ugh, that's your angle?\All right, come on.\Yes.\By the way.\Yes?\Isn't it easier to wash your body in that form? response:	Well, it is, but it's a little limited.
context: You like it when I make things clean, right?\Ugh, that's your angle?\All right, come on.\Yes.\By the way.\Yes?\Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited. response:	Besides, there are a lot of rules in this world.
context: Ugh, that's your angle?\All right, come on.\Yes.\By the way.\Yes?\Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world. response:	It's all a little stifling to me.
context: All right, come on.\Yes.\By the way.\Yes?\Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world.\It's all a little stifling to me. response:	You don't like having a human form?
context: Yes.\By the way.\Yes?\Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world.\It's all a little stifling to me.\You don't like having a human form? response:	No!
context: By the way.\Yes?\Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world.\It's all a little stifling to me.\You don't like having a human form?\No! response:	This is its own thing.
context: Yes?\Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world.\It's all a little stifling to me.\You don't like having a human form?\No!\This is its own thing. response:	I see.
context: Isn't it easier to wash your body in that form?\Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world.\It's all a little stifling to me.\You don't like having a human form?\No!\This is its own thing.\I see. response:	I'm coming in, too.
context: Well, it is, but it's a little limited.\Besides, there are a lot of rules in this world.\It's all a little stifling to me.\You don't like having a human form?\No!\This is its own thing.\I see.\I'm coming in, too. response:	Lady Tohru, wash me!
context: Besides, there are a lot of rules in this world.\It's all a little stifling to me.\You don't like having a human form?\No!\This is its own thing.\I see.\I'm coming in, too.\Lady Tohru, wash me! response:	Oh well, fine.
context: It's all a little stifling to me.\You don't like having a human form?\No!\This is its own thing.\I see.\I'm coming in, too.\Lady Tohru, wash me!\Oh well, fine. response:	Cramped, it's cramped.
context: You don't like having a human form?\No!\This is its own thing.\I see.\I'm coming in, too.\Lady Tohru, wash me!\Oh well, fine.\Cramped, it's cramped. response:	Here I go!
context: No!\This is its own thing.\I see.\I'm coming in, too.\Lady Tohru, wash me!\Oh well, fine.\Cramped, it's cramped.\Here I go! response:	Morning, Tohru.
context: This is its own thing.\I see.\I'm coming in, too.\Lady Tohru, wash me!\Oh well, fine.\Cramped, it's cramped.\Here I go!\Morning, Tohru. response:	Good morning, Miss Kobayashi.
context: I see.\I'm coming in, too.\Lady Tohru, wash me!\Oh well, fine.\Cramped, it's cramped.\Here I go!\Morning, Tohru.\Good morning, Miss Kobayashi. response:	Tohru.
context: I'm coming in, too.\Lady Tohru, wash me!\Oh well, fine.\Cramped, it's cramped.\Here I go!\Morning, Tohru.\Good morning, Miss Kobayashi.\Tohru. response:	Yes?
context: Lady Tohru, wash me!\Oh well, fine.\Cramped, it's cramped.\Here I go!\Morning, Tohru.\Good morning, Miss Kobayashi.\Tohru.\Yes? response:	I'll wash your body as thanks for yesterday.
context: Oh well, fine.\Cramped, it's cramped.\Here I go!\Morning, Tohru.\Good morning, Miss Kobayashi.\Tohru.\Yes?\I'll wash your body as thanks for yesterday. response:	Huh?!
context: Cramped, it's cramped.\Here I go!\Morning, Tohru.\Good morning, Miss Kobayashi.\Tohru.\Yes?\I'll wash your body as thanks for yesterday.\Huh?! response:	Over here, over here.
context: Here I go!\Morning, Tohru.\Good morning, Miss Kobayashi.\Tohru.\Yes?\I'll wash your body as thanks for yesterday.\Huh?!\Over here, over here. response:	Y-Yes!
context: Morning, Tohru.\Good morning, Miss Kobayashi.\Tohru.\Yes?\I'll wash your body as thanks for yesterday.\Huh?!\Over here, over here.\Y-Yes! response:	Ah, feels so good!
context: Good morning, Miss Kobayashi.\Tohru.\Yes?\I'll wash your body as thanks for yesterday.\Huh?!\Over here, over here.\Y-Yes!\Ah, feels so good! response:	Feels like I'm washing a car.
context: Tohru.\Yes?\I'll wash your body as thanks for yesterday.\Huh?!\Over here, over here.\Y-Yes!\Ah, feels so good!\Feels like I'm washing a car. response:	Thank you so much, Miss Kobayashi!
context: Yes?\I'll wash your body as thanks for yesterday.\Huh?!\Over here, over here.\Y-Yes!\Ah, feels so good!\Feels like I'm washing a car.\Thank you so much, Miss Kobayashi! response:	Ah!
context: I'll wash your body as thanks for yesterday.\Huh?!\Over here, over here.\Y-Yes!\Ah, feels so good!\Feels like I'm washing a car.\Thank you so much, Miss Kobayashi!\Ah! response:	This is my old apartment!
context: Huh?!\Over here, over here.\Y-Yes!\Ah, feels so good!\Feels like I'm washing a car.\Thank you so much, Miss Kobayashi!\Ah!\This is my old apartment! response:	Damn it, I screwed up!
context: Over here, over here.\Y-Yes!\Ah, feels so good!\Feels like I'm washing a car.\Thank you so much, Miss Kobayashi!\Ah!\This is my old apartment!\Damn it, I screwed up! response:	Episode 3
context: Y-Yes!\Ah, feels so good!\Feels like I'm washing a car.\Thank you so much, Miss Kobayashi!\Ah!\This is my old apartment!\Damn it, I screwed up!\Episode 3 response:	Start of a New Life! (That Doesn't Go Well, Of Course)
context: Ah, feels so good!\Feels like I'm washing a car.\Thank you so much, Miss Kobayashi!\Ah!\This is my old apartment!\Damn it, I screwed up!\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course) response:	Tohru, you're too loud!
context: Feels like I'm washing a car.\Thank you so much, Miss Kobayashi!\Ah!\This is my old apartment!\Damn it, I screwed up!\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud! response:	Huh?
context: Thank you so much, Miss Kobayashi!\Ah!\This is my old apartment!\Damn it, I screwed up!\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud!\Huh? response:	Huh?
context: Ah!\This is my old apartment!\Damn it, I screwed up!\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud!\Huh?\Huh? response:	Do you see me as a loud person?
context: This is my old apartment!\Damn it, I screwed up!\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud!\Huh?\Huh?\Do you see me as a loud person? response:	Sorry, sorry.
context: Damn it, I screwed up!\Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud!\Huh?\Huh?\Do you see me as a loud person?\Sorry, sorry. response:	Kobayashi, does your hangover hurt?
context: Episode 3\Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud!\Huh?\Huh?\Do you see me as a loud person?\Sorry, sorry.\Kobayashi, does your hangover hurt? response:	Yeah.
context: Start of a New Life! (That Doesn't Go Well, Of Course)\Tohru, you're too loud!\Huh?\Huh?\Do you see me as a loud person?\Sorry, sorry.\Kobayashi, does your hangover hurt?\Yeah. response:	Still, I can't believe it's like this on my day off.
context: Tohru, you're too loud!\Huh?\Huh?\Do you see me as a loud person?\Sorry, sorry.\Kobayashi, does your hangover hurt?\Yeah.\Still, I can't believe it's like this on my day off. response:	The noise is coming from the neighboring apartments and the floor above us.
context: Huh?\Huh?\Do you see me as a loud person?\Sorry, sorry.\Kobayashi, does your hangover hurt?\Yeah.\Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us. response:	Shall I go make a complaint?
context: Huh?\Do you see me as a loud person?\Sorry, sorry.\Kobayashi, does your hangover hurt?\Yeah.\Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint? response:	Yeah, could you, please?
context: Do you see me as a loud person?\Sorry, sorry.\Kobayashi, does your hangover hurt?\Yeah.\Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint?\Yeah, could you, please? response:	Make sure not to let your horns stick out.
context: Sorry, sorry.\Kobayashi, does your hangover hurt?\Yeah.\Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint?\Yeah, could you, please?\Make sure not to let your horns stick out. response:	Roger that!
context: Kobayashi, does your hangover hurt?\Yeah.\Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint?\Yeah, could you, please?\Make sure not to let your horns stick out.\Roger that! response:	If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.
context: Yeah.\Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint?\Yeah, could you, please?\Make sure not to let your horns stick out.\Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them. response:	You don't have to do that.
context: Still, I can't believe it's like this on my day off.\The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint?\Yeah, could you, please?\Make sure not to let your horns stick out.\Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that. response:	Sasakibe
context: The noise is coming from the neighboring apartments and the floor above us.\Shall I go make a complaint?\Yeah, could you, please?\Make sure not to let your horns stick out.\Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that.\Sasakibe response:	I'll start with Ms. Sasakibe on our right.
context: Shall I go make a complaint?\Yeah, could you, please?\Make sure not to let your horns stick out.\Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that.\Sasakibe\I'll start with Ms. Sasakibe on our right. response:	Coming.
context: Yeah, could you, please?\Make sure not to let your horns stick out.\Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that.\Sasakibe\I'll start with Ms. Sasakibe on our right.\Coming. response:	Hello.
context: Make sure not to let your horns stick out.\Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that.\Sasakibe\I'll start with Ms. Sasakibe on our right.\Coming.\Hello. response:	Oh, you're from next door.
context: Roger that!\If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that.\Sasakibe\I'll start with Ms. Sasakibe on our right.\Coming.\Hello.\Oh, you're from next door. response:	I'm Tohru. Hello.
context: If they won't listen after I speak to them, I'll murder, destroy, and pulverize them.\You don't have to do that.\Sasakibe\I'll start with Ms. Sasakibe on our right.\Coming.\Hello.\Oh, you're from next door.\I'm Tohru. Hello. response:	Hello. Did you need something?
context: You don't have to do that.\Sasakibe\I'll start with Ms. Sasakibe on our right.\Coming.\Hello.\Oh, you're from next door.\I'm Tohru. Hello.\Hello. Did you need something? response:	Well, we heard loud noises and they've been bothering us, so I came over.
context: Sasakibe\I'll start with Ms. Sasakibe on our right.\Coming.\Hello.\Oh, you're from next door.\I'm Tohru. Hello.\Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over. response:	My, was it that loud?
context: I'll start with Ms. Sasakibe on our right.\Coming.\Hello.\Oh, you're from next door.\I'm Tohru. Hello.\Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud? response:	What were you doing?
context: Coming.\Hello.\Oh, you're from next door.\I'm Tohru. Hello.\Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud?\What were you doing? response:	Cooking.
context: Hello.\Oh, you're from next door.\I'm Tohru. Hello.\Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud?\What were you doing?\Cooking. response:	Huh?
context: Oh, you're from next door.\I'm Tohru. Hello.\Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud?\What were you doing?\Cooking.\Huh? response:	Hold on a moment.
context: I'm Tohru. Hello.\Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud?\What were you doing?\Cooking.\Huh?\Hold on a moment. response:	Here, let me share some.
context: Hello. Did you need something?\Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud?\What were you doing?\Cooking.\Huh?\Hold on a moment.\Here, let me share some. response:	They're stewed rapeseed blossoms.
context: Well, we heard loud noises and they've been bothering us, so I came over.\My, was it that loud?\What were you doing?\Cooking.\Huh?\Hold on a moment.\Here, let me share some.\They're stewed rapeseed blossoms. response:	Thank you very much.
context: My, was it that loud?\What were you doing?\Cooking.\Huh?\Hold on a moment.\Here, let me share some.\They're stewed rapeseed blossoms.\Thank you very much. response:	My apologies, but could you please be more mindful of the noise?
context: What were you doing?\Cooking.\Huh?\Hold on a moment.\Here, let me share some.\They're stewed rapeseed blossoms.\Thank you very much.\My apologies, but could you please be more mindful of the noise? response:	Sure.
context: Cooking.\Huh?\Hold on a moment.\Here, let me share some.\They're stewed rapeseed blossoms.\Thank you very much.\My apologies, but could you please be more mindful of the noise?\Sure. response:	How does she make that much noise making this?
context: Huh?\Hold on a moment.\Here, let me share some.\They're stewed rapeseed blossoms.\Thank you very much.\My apologies, but could you please be more mindful of the noise?\Sure.\How does she make that much noise making this? response:	Yana
context: Hold on a moment.\Here, let me share some.\They're stewed rapeseed blossoms.\Thank you very much.\My apologies, but could you please be more mindful of the noise?\Sure.\How does she make that much noise making this?\Yana response:	Next is Mr. Yana on the left.
context: Here, let me share some.\They're stewed rapeseed blossoms.\Thank you very much.\My apologies, but could you please be more mindful of the noise?\Sure.\How does she make that much noise making this?\Yana\Next is Mr. Yana on the left. response:	I'm playing music.
context: They're stewed rapeseed blossoms.\Thank you very much.\My apologies, but could you please be more mindful of the noise?\Sure.\How does she make that much noise making this?\Yana\Next is Mr. Yana on the left.\I'm playing music. response:	Music?
context: Thank you very much.\My apologies, but could you please be more mindful of the noise?\Sure.\How does she make that much noise making this?\Yana\Next is Mr. Yana on the left.\I'm playing music.\Music? response:	Yeah, want to listen?
context: My apologies, but could you please be more mindful of the noise?\Sure.\How does she make that much noise making this?\Yana\Next is Mr. Yana on the left.\I'm playing music.\Music?\Yeah, want to listen? response:	Rar
context: Sure.\How does she make that much noise making this?\Yana\Next is Mr. Yana on the left.\I'm playing music.\Music?\Yeah, want to listen?\Rar response:	Your voice sounds like Hades is crushing Hercules.
context: How does she make that much noise making this?\Yana\Next is Mr. Yana on the left.\I'm playing music.\Music?\Yeah, want to listen?\Rar\Your voice sounds like Hades is crushing Hercules. response:	What a phrase! I'm taking it!
context: Yana\Next is Mr. Yana on the left.\I'm playing music.\Music?\Yeah, want to listen?\Rar\Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it! response:	Anyways, please try to keep the volume down.
context: Next is Mr. Yana on the left.\I'm playing music.\Music?\Yeah, want to listen?\Rar\Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it!\Anyways, please try to keep the volume down. response:	Sure.
context: I'm playing music.\Music?\Yeah, want to listen?\Rar\Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it!\Anyways, please try to keep the volume down.\Sure. response:	Soune
context: Music?\Yeah, want to listen?\Rar\Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it!\Anyways, please try to keep the volume down.\Sure.\Soune response:	Last is Mr. Soune on the floor above.
context: Yeah, want to listen?\Rar\Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it!\Anyways, please try to keep the volume down.\Sure.\Soune\Last is Mr. Soune on the floor above. response:	I'm using a drill for work.
context: Rar\Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it!\Anyways, please try to keep the volume down.\Sure.\Soune\Last is Mr. Soune on the floor above.\I'm using a drill for work. response:	A drill?
context: Your voice sounds like Hades is crushing Hercules.\What a phrase! I'm taking it!\Anyways, please try to keep the volume down.\Sure.\Soune\Last is Mr. Soune on the floor above.\I'm using a drill for work.\A drill? response:	I'm making hand-carved wooden ornaments.
context: What a phrase! I'm taking it!\Anyways, please try to keep the volume down.\Sure.\Soune\Last is Mr. Soune on the floor above.\I'm using a drill for work.\A drill?\I'm making hand-carved wooden ornaments. response:	Oh, is it a gorilla?
context: Anyways, please try to keep the volume down.\Sure.\Soune\Last is Mr. Soune on the floor above.\I'm using a drill for work.\A drill?\I'm making hand-carved wooden ornaments.\Oh, is it a gorilla? response:	This is well done.
context: Sure.\Soune\Last is Mr. Soune on the floor above.\I'm using a drill for work.\A drill?\I'm making hand-carved wooden ornaments.\Oh, is it a gorilla?\This is well done. response:	Anyway, one of us is suffering from a hangover,
context: Soune\Last is Mr. Soune on the floor above.\I'm using a drill for work.\A drill?\I'm making hand-carved wooden ornaments.\Oh, is it a gorilla?\This is well done.\Anyway, one of us is suffering from a hangover, response:	so please try to keep the noise down.
context: Last is Mr. Soune on the floor above.\I'm using a drill for work.\A drill?\I'm making hand-carved wooden ornaments.\Oh, is it a gorilla?\This is well done.\Anyway, one of us is suffering from a hangover,\so please try to keep the noise down. response:	All right.
context: I'm using a drill for work.\A drill?\I'm making hand-carved wooden ornaments.\Oh, is it a gorilla?\This is well done.\Anyway, one of us is suffering from a hangover,\so please try to keep the noise down.\All right. response:	You're the loud one!
context: A drill?\I'm making hand-carved wooden ornaments.\Oh, is it a gorilla?\This is well done.\Anyway, one of us is suffering from a hangover,\so please try to keep the noise down.\All right.\You're the loud one! response:	You're the loud one!
context: I'm making hand-carved wooden ornaments.\Oh, is it a gorilla?\This is well done.\Anyway, one of us is suffering from a hangover,\so please try to keep the noise down.\All right.\You're the loud one!\You're the loud one! response:	No, you two are being loud!
context: Oh, is it a gorilla?\This is well done.\Anyway, one of us is suffering from a hangover,\so please try to keep the noise down.\All right.\You're the loud one!\You're the loud one!\No, you two are being loud! response:	The loud one is the one calling people loud!
context: This is well done.\Anyway, one of us is suffering from a hangover,\so please try to keep the noise down.\All right.\You're the loud one!\You're the loud one!\No, you two are being loud!\The loud one is the one calling people loud! response:	What's gotten into everyone?
context: Anyway, one of us is suffering from a hangover,\so please try to keep the noise down.\All right.\You're the loud one!\You're the loud one!\No, you two are being loud!\The loud one is the one calling people loud!\What's gotten into everyone? response:	That drilling is too loud!
context: so please try to keep the noise down.\All right.\You're the loud one!\You're the loud one!\No, you two are being loud!\The loud one is the one calling people loud!\What's gotten into everyone?\That drilling is too loud! response:	That death metal voice is too loud!
context: All right.\You're the loud one!\You're the loud one!\No, you two are being loud!\The loud one is the one calling people loud!\What's gotten into everyone?\That drilling is too loud!\That death metal voice is too loud! response:	That strange noise is too loud!
context: You're the loud one!\You're the loud one!\No, you two are being loud!\The loud one is the one calling people loud!\What's gotten into everyone?\That drilling is too loud!\That death metal voice is too loud!\That strange noise is too loud! response:	That's cooking!
context: You're the loud one!\No, you two are being loud!\The loud one is the one calling people loud!\What's gotten into everyone?\That drilling is too loud!\That death metal voice is too loud!\That strange noise is too loud!\That's cooking! response:	Huh?!
context: No, you two are being loud!\The loud one is the one calling people loud!\What's gotten into everyone?\That drilling is too loud!\That death metal voice is too loud!\That strange noise is too loud!\That's cooking!\Huh?! response:	Your voices are being too loud.
context: The loud one is the one calling people loud!\What's gotten into everyone?\That drilling is too loud!\That death metal voice is too loud!\That strange noise is too loud!\That's cooking!\Huh?!\Your voices are being too loud. response:	Sorry.
context: What's gotten into everyone?\That drilling is too loud!\That death metal voice is too loud!\That strange noise is too loud!\That's cooking!\Huh?!\Your voices are being too loud.\Sorry. response:	Humans keep making the same mistakes.
context: That drilling is too loud!\That death metal voice is too loud!\That strange noise is too loud!\That's cooking!\Huh?!\Your voices are being too loud.\Sorry.\Humans keep making the same mistakes. response:	They're beyond help.
context: That death metal voice is too loud!\That strange noise is too loud!\That's cooking!\Huh?!\Your voices are being too loud.\Sorry.\Humans keep making the same mistakes.\They're beyond help. response:	Guess I'll kill them.
context: That strange noise is too loud!\That's cooking!\Huh?!\Your voices are being too loud.\Sorry.\Humans keep making the same mistakes.\They're beyond help.\Guess I'll kill them. response:	Um, may I have a word here?
context: That's cooking!\Huh?!\Your voices are being too loud.\Sorry.\Humans keep making the same mistakes.\They're beyond help.\Guess I'll kill them.\Um, may I have a word here? response:	What bothers us the most is having others be loud when we'd like some quiet.
context: Huh?!\Your voices are being too loud.\Sorry.\Humans keep making the same mistakes.\They're beyond help.\Guess I'll kill them.\Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet. response:	So why don't we organize the times we don't want each other making noise,
context: Your voices are being too loud.\Sorry.\Humans keep making the same mistakes.\They're beyond help.\Guess I'll kill them.\Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise, response:	and make a schedule?
context: Sorry.\Humans keep making the same mistakes.\They're beyond help.\Guess I'll kill them.\Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise,\and make a schedule? response:	If there are still times that don't work out, then we can use earplugs.
context: Humans keep making the same mistakes.\They're beyond help.\Guess I'll kill them.\Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise,\and make a schedule?\If there are still times that don't work out, then we can use earplugs. response:	Are you all right with that, Miss Kobayashi?
context: They're beyond help.\Guess I'll kill them.\Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise,\and make a schedule?\If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi? response:	They're all creatures that haven't learned anything since they evolved from apes.
context: Guess I'll kill them.\Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise,\and make a schedule?\If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes. response:	That goes for me, too, you know.
context: Um, may I have a word here?\What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise,\and make a schedule?\If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know. response:	Well, anyway, I usually wouldn't mind if I weren't hung over.
context: What bothers us the most is having others be loud when we'd like some quiet.\So why don't we organize the times we don't want each other making noise,\and make a schedule?\If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over. response:	Besides, it's only natural to cause some bother
context: So why don't we organize the times we don't want each other making noise,\and make a schedule?\If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother response:	to others when people go about their lives.
context: and make a schedule?\If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother\to others when people go about their lives. response:	Especially so if they're neighbors.
context: If there are still times that don't work out, then we can use earplugs.\Are you all right with that, Miss Kobayashi?\They're all creatures that haven't learned anything since they evolved from apes.\That goes for me, too, you know.\Well, anyway, I usually wouldn't mind if I weren't hung over.\Besides, it's only natural to cause some bother\to others when people go about their lives.\Especially so if they're neighbors. response:	Jeez, you're too kindhearted.
