context: Futon, clothes, shoes, toothbrush? response:	What else?
context: Thank you for the food...\You're not supposed to eat with your elbow on the table!\There. Sorry.\Listen, the nursery school you're going to today is only a temporary deal.\Temporary?\Only until we find you a place that will officially let you attend.\What's officially?\It means like, for real... response:	Or, not quite...
context: You're not supposed to eat with your elbow on the table!\There. Sorry.\Listen, the nursery school you're going to today is only a temporary deal.\Temporary?\Only until we find you a place that will officially let you attend.\What's officially?\It means like, for real...\Or, not quite... response:	Never mind my hair!
context: There. Sorry.\Listen, the nursery school you're going to today is only a temporary deal.\Temporary?\Only until we find you a place that will officially let you attend.\What's officially?\It means like, for real...\Or, not quite...\Never mind my hair! response:	Are you okay?
context: Listen, the nursery school you're going to today is only a temporary deal.\Temporary?\Only until we find you a place that will officially let you attend.\What's officially?\It means like, for real...\Or, not quite...\Never mind my hair!\Are you okay? response:	I'm fine...
context: Temporary?\Only until we find you a place that will officially let you attend.\What's officially?\It means like, for real...\Or, not quite...\Never mind my hair!\Are you okay?\I'm fine... response:	Are you okay?
context: Only until we find you a place that will officially let you attend.\What's officially?\It means like, for real...\Or, not quite...\Never mind my hair!\Are you okay?\I'm fine...\Are you okay? response:	F-Fine...
context: What's officially?\It means like, for real...\Or, not quite...\Never mind my hair!\Are you okay?\I'm fine...\Are you okay?\F-Fine... response:	I see it!
context: It means like, for real...\Or, not quite...\Never mind my hair!\Are you okay?\I'm fine...\Are you okay?\F-Fine...\I see it! response:	Put me down! Put me down!
context: Or, not quite...\Never mind my hair!\Are you okay?\I'm fine...\Are you okay?\F-Fine...\I see it!\Put me down! Put me down! response:	What? What?
context: Never mind my hair!\Are you okay?\I'm fine...\Are you okay?\F-Fine...\I see it!\Put me down! Put me down!\What? What? response:	Would you be embarrassed if other kids saw me carry you or something?
context: Are you okay?\I'm fine...\Are you okay?\F-Fine...\I see it!\Put me down! Put me down!\What? What?\Would you be embarrassed if other kids saw me carry you or something? response:	Daikichi...
context: I'm fine...\Are you okay?\F-Fine...\I see it!\Put me down! Put me down!\What? What?\Would you be embarrassed if other kids saw me carry you or something?\Daikichi... response:	Yeah...
context: Are you okay?\F-Fine...\I see it!\Put me down! Put me down!\What? What?\Would you be embarrassed if other kids saw me carry you or something?\Daikichi...\Yeah... response:	Well, please take good care of her.
context: F-Fine...\I see it!\Put me down! Put me down!\What? What?\Would you be embarrassed if other kids saw me carry you or something?\Daikichi...\Yeah...\Well, please take good care of her. response:	Sure. We'll see you later.
context: I see it!\Put me down! Put me down!\What? What?\Would you be embarrassed if other kids saw me carry you or something?\Daikichi...\Yeah...\Well, please take good care of her.\Sure. We'll see you later. response:	Don't look at me like that!
context: Put me down! Put me down!\What? What?\Would you be embarrassed if other kids saw me carry you or something?\Daikichi...\Yeah...\Well, please take good care of her.\Sure. We'll see you later.\Don't look at me like that! response:	I won't be able to make it back while it's still light out,
context: What? What?\Would you be embarrassed if other kids saw me carry you or something?\Daikichi...\Yeah...\Well, please take good care of her.\Sure. We'll see you later.\Don't look at me like that!\I won't be able to make it back while it's still light out, response:	but I'll come as fast as I can.
context: Would you be embarrassed if other kids saw me carry you or something?\Daikichi...\Yeah...\Well, please take good care of her.\Sure. We'll see you later.\Don't look at me like that!\I won't be able to make it back while it's still light out,\but I'll come as fast as I can. response:	I promise.
context: Daikichi...\Yeah...\Well, please take good care of her.\Sure. We'll see you later.\Don't look at me like that!\I won't be able to make it back while it's still light out,\but I'll come as fast as I can.\I promise. response:	Pinky swear.
context: Yeah...\Well, please take good care of her.\Sure. We'll see you later.\Don't look at me like that!\I won't be able to make it back while it's still light out,\but I'll come as fast as I can.\I promise.\Pinky swear. response:	If I lie, I swear
context: Well, please take good care of her.\Sure. We'll see you later.\Don't look at me like that!\I won't be able to make it back while it's still light out,\but I'll come as fast as I can.\I promise.\Pinky swear.\If I lie, I swear response:	I'll swallow 1000 needles...
context: Sure. We'll see you later.\Don't look at me like that!\I won't be able to make it back while it's still light out,\but I'll come as fast as I can.\I promise.\Pinky swear.\If I lie, I swear\I'll swallow 1000 needles... response:	Dammit!
context: Don't look at me like that!\I won't be able to make it back while it's still light out,\but I'll come as fast as I can.\I promise.\Pinky swear.\If I lie, I swear\I'll swallow 1000 needles...\Dammit! response:	My finger was cut off!
context: I won't be able to make it back while it's still light out,\but I'll come as fast as I can.\I promise.\Pinky swear.\If I lie, I swear\I'll swallow 1000 needles...\Dammit!\My finger was cut off! response:	That's not how the song goes!
context: but I'll come as fast as I can.\I promise.\Pinky swear.\If I lie, I swear\I'll swallow 1000 needles...\Dammit!\My finger was cut off!\That's not how the song goes! response:	Well, see ya! Wait for me here, Rin.
context: I promise.\Pinky swear.\If I lie, I swear\I'll swallow 1000 needles...\Dammit!\My finger was cut off!\That's not how the song goes!\Well, see ya! Wait for me here, Rin. response:	I'm sorry, Rin.
context: Pinky swear.\If I lie, I swear\I'll swallow 1000 needles...\Dammit!\My finger was cut off!\That's not how the song goes!\Well, see ya! Wait for me here, Rin.\I'm sorry, Rin. response:	I didn't take your feelings into consideration.
context: If I lie, I swear\I'll swallow 1000 needles...\Dammit!\My finger was cut off!\That's not how the song goes!\Well, see ya! Wait for me here, Rin.\I'm sorry, Rin.\I didn't take your feelings into consideration. response:	You had nothing to do with your mother's circumstances or Grandpa's lifespan,
context: I'll swallow 1000 needles...\Dammit!\My finger was cut off!\That's not how the song goes!\Well, see ya! Wait for me here, Rin.\I'm sorry, Rin.\I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan, response:	and yet you were left behind with the lonely reality.
context: Dammit!\My finger was cut off!\That's not how the song goes!\Well, see ya! Wait for me here, Rin.\I'm sorry, Rin.\I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality. response:	Did you think I was going to leave you behind too?
context: My finger was cut off!\That's not how the song goes!\Well, see ya! Wait for me here, Rin.\I'm sorry, Rin.\I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too? response:	I'm sorry.
context: That's not how the song goes!\Well, see ya! Wait for me here, Rin.\I'm sorry, Rin.\I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too?\I'm sorry. response:	I'll never let that happen to you again...
context: Well, see ya! Wait for me here, Rin.\I'm sorry, Rin.\I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too?\I'm sorry.\I'll never let that happen to you again... response:	Read it to me.
context: I'm sorry, Rin.\I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too?\I'm sorry.\I'll never let that happen to you again...\Read it to me. response:	Sure.
context: I didn't take your feelings into consideration.\You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too?\I'm sorry.\I'll never let that happen to you again...\Read it to me.\Sure. response:	Kawachi-san. Wanna get some lunch?
context: You had nothing to do with your mother's circumstances or Grandpa's lifespan,\and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too?\I'm sorry.\I'll never let that happen to you again...\Read it to me.\Sure.\Kawachi-san. Wanna get some lunch? response:	I brought this.
context: and yet you were left behind with the lonely reality.\Did you think I was going to leave you behind too?\I'm sorry.\I'll never let that happen to you again...\Read it to me.\Sure.\Kawachi-san. Wanna get some lunch?\I brought this. response:	I need to leave a little early today...
context: Did you think I was going to leave you behind too?\I'm sorry.\I'll never let that happen to you again...\Read it to me.\Sure.\Kawachi-san. Wanna get some lunch?\I brought this.\I need to leave a little early today... response:	Oh, yeah? Then I'll see you in a bit.
context: I'm sorry.\I'll never let that happen to you again...\Read it to me.\Sure.\Kawachi-san. Wanna get some lunch?\I brought this.\I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit. response:	Working really hard from the beginning of the month, huh?
context: I'll never let that happen to you again...\Read it to me.\Sure.\Kawachi-san. Wanna get some lunch?\I brought this.\I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh? response:	That's not it.
context: Read it to me.\Sure.\Kawachi-san. Wanna get some lunch?\I brought this.\I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh?\That's not it. response:	Take a photo of this sample.
context: Sure.\Kawachi-san. Wanna get some lunch?\I brought this.\I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh?\That's not it.\Take a photo of this sample. response:	Okay.
context: Kawachi-san. Wanna get some lunch?\I brought this.\I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh?\That's not it.\Take a photo of this sample.\Okay. response:	Kawachi-san! You've got a call from outside line 4, about the private viewing.
context: I brought this.\I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh?\That's not it.\Take a photo of this sample.\Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing. response:	Coming.
context: I need to leave a little early today...\Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh?\That's not it.\Take a photo of this sample.\Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming. response:	Hello, this is Kawachi.
context: Oh, yeah? Then I'll see you in a bit.\Working really hard from the beginning of the month, huh?\That's not it.\Take a photo of this sample.\Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming.\Hello, this is Kawachi. response:	Bye-bye!
context: Working really hard from the beginning of the month, huh?\That's not it.\Take a photo of this sample.\Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming.\Hello, this is Kawachi.\Bye-bye! response:	Bye-bye!
context: That's not it.\Take a photo of this sample.\Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming.\Hello, this is Kawachi.\Bye-bye!\Bye-bye! response:	Bye-bye!
context: Take a photo of this sample.\Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming.\Hello, this is Kawachi.\Bye-bye!\Bye-bye!\Bye-bye! response:	Let's keep going!
context: Okay.\Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming.\Hello, this is Kawachi.\Bye-bye!\Bye-bye!\Bye-bye!\Let's keep going! response:	Yeah.
context: Kawachi-san! You've got a call from outside line 4, about the private viewing.\Coming.\Hello, this is Kawachi.\Bye-bye!\Bye-bye!\Bye-bye!\Let's keep going!\Yeah. response:	Kawachi...
context: Coming.\Hello, this is Kawachi.\Bye-bye!\Bye-bye!\Bye-bye!\Let's keep going!\Yeah.\Kawachi... response:	Yes! Excuse me...
context: Hello, this is Kawachi.\Bye-bye!\Bye-bye!\Bye-bye!\Let's keep going!\Yeah.\Kawachi...\Yes! Excuse me... response:	You're late!
context: Bye-bye!\Bye-bye!\Bye-bye!\Let's keep going!\Yeah.\Kawachi...\Yes! Excuse me...\You're late! response:	Sorry about that. Go and put your regular clothes on.
context: Bye-bye!\Bye-bye!\Let's keep going!\Yeah.\Kawachi...\Yes! Excuse me...\You're late!\Sorry about that. Go and put your regular clothes on. response:	All right!
context: Bye-bye!\Let's keep going!\Yeah.\Kawachi...\Yes! Excuse me...\You're late!\Sorry about that. Go and put your regular clothes on.\All right! response:	Rin-chan, don't break it, okay?
context: Let's keep going!\Yeah.\Kawachi...\Yes! Excuse me...\You're late!\Sorry about that. Go and put your regular clothes on.\All right!\Rin-chan, don't break it, okay? response:	Yeah...
context: Yeah.\Kawachi...\Yes! Excuse me...\You're late!\Sorry about that. Go and put your regular clothes on.\All right!\Rin-chan, don't break it, okay?\Yeah... response:	Bye-bye!
context: Kawachi...\Yes! Excuse me...\You're late!\Sorry about that. Go and put your regular clothes on.\All right!\Rin-chan, don't break it, okay?\Yeah...\Bye-bye! response:	Bye-bye...
context: Yes! Excuse me...\You're late!\Sorry about that. Go and put your regular clothes on.\All right!\Rin-chan, don't break it, okay?\Yeah...\Bye-bye!\Bye-bye... response:	Kawachi-san, let's grab some dinner.
context: You're late!\Sorry about that. Go and put your regular clothes on.\All right!\Rin-chan, don't break it, okay?\Yeah...\Bye-bye!\Bye-bye...\Kawachi-san, let's grab some dinner. response:	Yes, please wait one moment.
context: Sorry about that. Go and put your regular clothes on.\All right!\Rin-chan, don't break it, okay?\Yeah...\Bye-bye!\Bye-bye...\Kawachi-san, let's grab some dinner.\Yes, please wait one moment. response:	Kawachi-san.
context: All right!\Rin-chan, don't break it, okay?\Yeah...\Bye-bye!\Bye-bye...\Kawachi-san, let's grab some dinner.\Yes, please wait one moment.\Kawachi-san. response:	It's Miyata-san from Mitsutomo Trading.
context: Rin-chan, don't break it, okay?\Yeah...\Bye-bye!\Bye-bye...\Kawachi-san, let's grab some dinner.\Yes, please wait one moment.\Kawachi-san.\It's Miyata-san from Mitsutomo Trading. response:	Hand it over...
context: Yeah...\Bye-bye!\Bye-bye...\Kawachi-san, let's grab some dinner.\Yes, please wait one moment.\Kawachi-san.\It's Miyata-san from Mitsutomo Trading.\Hand it over... response:	Hello, this is Kawachi.
context: Bye-bye!\Bye-bye...\Kawachi-san, let's grab some dinner.\Yes, please wait one moment.\Kawachi-san.\It's Miyata-san from Mitsutomo Trading.\Hand it over...\Hello, this is Kawachi. response:	Thank you for your patronage.
context: Bye-bye...\Kawachi-san, let's grab some dinner.\Yes, please wait one moment.\Kawachi-san.\It's Miyata-san from Mitsutomo Trading.\Hand it over...\Hello, this is Kawachi.\Thank you for your patronage. response:	Hello, Kawachi here.
context: Kawachi-san, let's grab some dinner.\Yes, please wait one moment.\Kawachi-san.\It's Miyata-san from Mitsutomo Trading.\Hand it over...\Hello, this is Kawachi.\Thank you for your patronage.\Hello, Kawachi here. response:	Yes...
context: Yes, please wait one moment.\Kawachi-san.\It's Miyata-san from Mitsutomo Trading.\Hand it over...\Hello, this is Kawachi.\Thank you for your patronage.\Hello, Kawachi here.\Yes... response:	I'm terribly sorry.
context: Kawachi-san.\It's Miyata-san from Mitsutomo Trading.\Hand it over...\Hello, this is Kawachi.\Thank you for your patronage.\Hello, Kawachi here.\Yes...\I'm terribly sorry. response:	Yes. I'll be able to leave my company in a few more minutes, so...
context: It's Miyata-san from Mitsutomo Trading.\Hand it over...\Hello, this is Kawachi.\Thank you for your patronage.\Hello, Kawachi here.\Yes...\I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so... response:	I'm sorry.
context: Hand it over...\Hello, this is Kawachi.\Thank you for your patronage.\Hello, Kawachi here.\Yes...\I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry. response:	This nursery school is so far!
context: Hello, this is Kawachi.\Thank you for your patronage.\Hello, Kawachi here.\Yes...\I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry.\This nursery school is so far! response:	Rin! Sorry I'm late!
context: Thank you for your patronage.\Hello, Kawachi here.\Yes...\I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry.\This nursery school is so far!\Rin! Sorry I'm late! response:	I'm really... sorry.
context: Hello, Kawachi here.\Yes...\I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry.\This nursery school is so far!\Rin! Sorry I'm late!\I'm really... sorry. response:	Rin...
context: Yes...\I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry.\This nursery school is so far!\Rin! Sorry I'm late!\I'm really... sorry.\Rin... response:	Are those potatoes?
context: I'm terribly sorry.\Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry.\This nursery school is so far!\Rin! Sorry I'm late!\I'm really... sorry.\Rin...\Are those potatoes? response:	They look delicious.
context: Yes. I'll be able to leave my company in a few more minutes, so...\I'm sorry.\This nursery school is so far!\Rin! Sorry I'm late!\I'm really... sorry.\Rin...\Are those potatoes?\They look delicious. response:	It's burdock!
context: I'm sorry.\This nursery school is so far!\Rin! Sorry I'm late!\I'm really... sorry.\Rin...\Are those potatoes?\They look delicious.\It's burdock! response:	Daikichi
context: This nursery school is so far!\Rin! Sorry I'm late!\I'm really... sorry.\Rin...\Are those potatoes?\They look delicious.\It's burdock!\Daikichi response:	I swallowed
context: Rin! Sorry I'm late!\I'm really... sorry.\Rin...\Are those potatoes?\They look delicious.\It's burdock!\Daikichi\I swallowed response:	1000 needles!
context: I'm really... sorry.\Rin...\Are those potatoes?\They look delicious.\It's burdock!\Daikichi\I swallowed\1000 needles! response:	Please take care of this.
context: Rin...\Are those potatoes?\They look delicious.\It's burdock!\Daikichi\I swallowed\1000 needles!\Please take care of this. response:	Kawachi-san! I need your signature!
context: Are those potatoes?\They look delicious.\It's burdock!\Daikichi\I swallowed\1000 needles!\Please take care of this.\Kawachi-san! I need your signature! response:	Not like I need to worry,
context: They look delicious.\It's burdock!\Daikichi\I swallowed\1000 needles!\Please take care of this.\Kawachi-san! I need your signature!\Not like I need to worry, response:	but what'll happen if I get a girlfriend?
context: It's burdock!\Daikichi\I swallowed\1000 needles!\Please take care of this.\Kawachi-san! I need your signature!\Not like I need to worry,\but what'll happen if I get a girlfriend? response:	Daikichi! Daikichi!
context: Daikichi\I swallowed\1000 needles!\Please take care of this.\Kawachi-san! I need your signature!\Not like I need to worry,\but what'll happen if I get a girlfriend?\Daikichi! Daikichi! response:	Wake up!
context: I swallowed\1000 needles!\Please take care of this.\Kawachi-san! I need your signature!\Not like I need to worry,\but what'll happen if I get a girlfriend?\Daikichi! Daikichi!\Wake up! response:	Okay... Sorry...
context: 1000 needles!\Please take care of this.\Kawachi-san! I need your signature!\Not like I need to worry,\but what'll happen if I get a girlfriend?\Daikichi! Daikichi!\Wake up!\Okay... Sorry... response:	Kawachi, this is what you sent out yesterday, isn't it?
context: Please take care of this.\Kawachi-san! I need your signature!\Not like I need to worry,\but what'll happen if I get a girlfriend?\Daikichi! Daikichi!\Wake up!\Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it? response:	I'm so sorry...
context: Kawachi-san! I need your signature!\Not like I need to worry,\but what'll happen if I get a girlfriend?\Daikichi! Daikichi!\Wake up!\Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry... response:	It's unusual for you...
context: Not like I need to worry,\but what'll happen if I get a girlfriend?\Daikichi! Daikichi!\Wake up!\Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry...\It's unusual for you... response:	Sorry...
context: but what'll happen if I get a girlfriend?\Daikichi! Daikichi!\Wake up!\Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry...\It's unusual for you...\Sorry... response:	I already apologized to the recipient, so...
context: Daikichi! Daikichi!\Wake up!\Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry...\It's unusual for you...\Sorry...\I already apologized to the recipient, so... response:	Sorry... I'll call.
context: Wake up!\Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry...\It's unusual for you...\Sorry...\I already apologized to the recipient, so...\Sorry... I'll call. response:	We haven't gone out drinking for a while. What do you say?
context: Okay... Sorry...\Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry...\It's unusual for you...\Sorry...\I already apologized to the recipient, so...\Sorry... I'll call.\We haven't gone out drinking for a while. What do you say? response:	Sorry, tonight's no good.
context: Kawachi, this is what you sent out yesterday, isn't it?\I'm so sorry...\It's unusual for you...\Sorry...\I already apologized to the recipient, so...\Sorry... I'll call.\We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good. response:	Then, how about tomorrow?
context: I'm so sorry...\It's unusual for you...\Sorry...\I already apologized to the recipient, so...\Sorry... I'll call.\We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good.\Then, how about tomorrow? response:	I've got something tomorrow, too...
context: It's unusual for you...\Sorry...\I already apologized to the recipient, so...\Sorry... I'll call.\We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good.\Then, how about tomorrow?\I've got something tomorrow, too... response:	Oh, I get it! Good for you, you sly dog.
context: Sorry...\I already apologized to the recipient, so...\Sorry... I'll call.\We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good.\Then, how about tomorrow?\I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog. response:	Here.
context: I already apologized to the recipient, so...\Sorry... I'll call.\We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good.\Then, how about tomorrow?\I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog.\Here. response:	I'm fine!
context: Sorry... I'll call.\We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good.\Then, how about tomorrow?\I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog.\Here.\I'm fine! response:	Daikichi!
context: We haven't gone out drinking for a while. What do you say?\Sorry, tonight's no good.\Then, how about tomorrow?\I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog.\Here.\I'm fine!\Daikichi! response:	Hold on tight!
context: Sorry, tonight's no good.\Then, how about tomorrow?\I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog.\Here.\I'm fine!\Daikichi!\Hold on tight! response:	Daikichi! Run away from the moon!
context: Then, how about tomorrow?\I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog.\Here.\I'm fine!\Daikichi!\Hold on tight!\Daikichi! Run away from the moon! response:	No end to this!
context: I've got something tomorrow, too...\Oh, I get it! Good for you, you sly dog.\Here.\I'm fine!\Daikichi!\Hold on tight!\Daikichi! Run away from the moon!\No end to this! response:	How long can I keep up this lifestyle?
context: Oh, I get it! Good for you, you sly dog.\Here.\I'm fine!\Daikichi!\Hold on tight!\Daikichi! Run away from the moon!\No end to this!\How long can I keep up this lifestyle? response:	Mother-Child Health Record Book
context: Here.\I'm fine!\Daikichi!\Hold on tight!\Daikichi! Run away from the moon!\No end to this!\How long can I keep up this lifestyle?\Mother-Child Health Record Book response:	These are Rin-chan's.
context: I'm fine!\Daikichi!\Hold on tight!\Daikichi! Run away from the moon!\No end to this!\How long can I keep up this lifestyle?\Mother-Child Health Record Book\These are Rin-chan's. response:	This is all she has,
context: Daikichi!\Hold on tight!\Daikichi! Run away from the moon!\No end to this!\How long can I keep up this lifestyle?\Mother-Child Health Record Book\These are Rin-chan's.\This is all she has, response:	but her mother and child health handbook and important documents are in here.
context: Hold on tight!\Daikichi! Run away from the moon!\No end to this!\How long can I keep up this lifestyle?\Mother-Child Health Record Book\These are Rin-chan's.\This is all she has,\but her mother and child health handbook and important documents are in here. response:	Even if it's only for a short period of time,
context: Daikichi! Run away from the moon!\No end to this!\How long can I keep up this lifestyle?\Mother-Child Health Record Book\These are Rin-chan's.\This is all she has,\but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time, response:	raising a child is a very difficult thing.
context: No end to this!\How long can I keep up this lifestyle?\Mother-Child Health Record Book\These are Rin-chan's.\This is all she has,\but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time,\raising a child is a very difficult thing. response:	It's Rin who has it the most difficult...
context: How long can I keep up this lifestyle?\Mother-Child Health Record Book\These are Rin-chan's.\This is all she has,\but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time,\raising a child is a very difficult thing.\It's Rin who has it the most difficult... response:	Sorry. I'm just gonna take a peek...
context: Mother-Child Health Record Book\These are Rin-chan's.\This is all she has,\but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time,\raising a child is a very difficult thing.\It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek... response:	She's got the same mouth...
context: These are Rin-chan's.\This is all she has,\but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time,\raising a child is a very difficult thing.\It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek...\She's got the same mouth... response:	All the relatives are talking about you like you're some foul villain.
context: This is all she has,\but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time,\raising a child is a very difficult thing.\It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek...\She's got the same mouth...\All the relatives are talking about you like you're some foul villain. response:	But I wonder what the truth is...
context: but her mother and child health handbook and important documents are in here.\Even if it's only for a short period of time,\raising a child is a very difficult thing.\It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek...\She's got the same mouth...\All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is... response:	Masako-san.
context: Even if it's only for a short period of time,\raising a child is a very difficult thing.\It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek...\She's got the same mouth...\All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is...\Masako-san. response:	A sunny early Sunday afternoon
context: raising a child is a very difficult thing.\It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek...\She's got the same mouth...\All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is...\Masako-san.\A sunny early Sunday afternoon response:	Let's go somewhere today
context: It's Rin who has it the most difficult...\Sorry. I'm just gonna take a peek...\She's got the same mouth...\All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is...\Masako-san.\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
context: Sorry. I'm just gonna take a peek...\She's got the same mouth...\All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is...\Masako-san.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: She's got the same mouth...\All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is...\Masako-san.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: All the relatives are talking about you like you're some foul villain.\But I wonder what the truth is...\Masako-san.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: But I wonder what the truth is...\Masako-san.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: Masako-san.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	What's wrong?
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\What's wrong? response:	You feel bad someplace?
