context: Gomen ne sunao ja nakute yume no naka nara ieru response:	Shikou kairo wa short sunzen ima sugu aitai yo
context: Someone come receive her serve!\Me, me! I'll do it!\When did he get in there?!\First come, first serve!\Miss Saionji, I'm ready any time you are!\Amazing!\Did you see that?! It's amazing!\Thank you so much... response:	The more you use that racket,
context: Me, me! I'll do it!\When did he get in there?!\First come, first serve!\Miss Saionji, I'm ready any time you are!\Amazing!\Did you see that?! It's amazing!\Thank you so much...\The more you use that racket, response:	the more your energy will grow.
context: When did he get in there?!\First come, first serve!\Miss Saionji, I'm ready any time you are!\Amazing!\Did you see that?! It's amazing!\Thank you so much...\The more you use that racket,\the more your energy will grow. response:	Oh, shoot!
context: First come, first serve!\Miss Saionji, I'm ready any time you are!\Amazing!\Did you see that?! It's amazing!\Thank you so much...\The more you use that racket,\the more your energy will grow.\Oh, shoot! response:	It feels good.
context: Miss Saionji, I'm ready any time you are!\Amazing!\Did you see that?! It's amazing!\Thank you so much...\The more you use that racket,\the more your energy will grow.\Oh, shoot!\It feels good. response:	She's so cool!
context: Amazing!\Did you see that?! It's amazing!\Thank you so much...\The more you use that racket,\the more your energy will grow.\Oh, shoot!\It feels good.\She's so cool! response:	Something's not right with Rui.
context: Did you see that?! It's amazing!\Thank you so much...\The more you use that racket,\the more your energy will grow.\Oh, shoot!\It feels good.\She's so cool!\Something's not right with Rui. response:	Jubancho Shopping District
context: Thank you so much...\The more you use that racket,\the more your energy will grow.\Oh, shoot!\It feels good.\She's so cool!\Something's not right with Rui.\Jubancho Shopping District response:	Code name 0091. This is Luna.
context: The more you use that racket,\the more your energy will grow.\Oh, shoot!\It feels good.\She's so cool!\Something's not right with Rui.\Jubancho Shopping District\Code name 0091. This is Luna. response:	My secret password is The rabbit on the moon makes rice cakes.
context: the more your energy will grow.\Oh, shoot!\It feels good.\She's so cool!\Something's not right with Rui.\Jubancho Shopping District\Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes. response:	Please respond.
context: Oh, shoot!\It feels good.\She's so cool!\Something's not right with Rui.\Jubancho Shopping District\Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes.\Please respond. response:	The moon rice cakes are sticky.
context: It feels good.\She's so cool!\Something's not right with Rui.\Jubancho Shopping District\Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes.\Please respond.\The moon rice cakes are sticky. response:	When I grilled them, they puffed up.
context: She's so cool!\Something's not right with Rui.\Jubancho Shopping District\Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes.\Please respond.\The moon rice cakes are sticky.\When I grilled them, they puffed up. response:	I have found out who the enemy is.
context: Something's not right with Rui.\Jubancho Shopping District\Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes.\Please respond.\The moon rice cakes are sticky.\When I grilled them, they puffed up.\I have found out who the enemy is. response:	What? Really?
context: Jubancho Shopping District\Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes.\Please respond.\The moon rice cakes are sticky.\When I grilled them, they puffed up.\I have found out who the enemy is.\What? Really? response:	Of course!
context: Code name 0091. This is Luna.\My secret password is The rabbit on the moon makes rice cakes.\Please respond.\The moon rice cakes are sticky.\When I grilled them, they puffed up.\I have found out who the enemy is.\What? Really?\Of course! response:	Right.
context: My secret password is The rabbit on the moon makes rice cakes.\Please respond.\The moon rice cakes are sticky.\When I grilled them, they puffed up.\I have found out who the enemy is.\What? Really?\Of course!\Right. response:	The name of the enemy organization is the Dark Kingdom. Right.
context: Please respond.\The moon rice cakes are sticky.\When I grilled them, they puffed up.\I have found out who the enemy is.\What? Really?\Of course!\Right.\The name of the enemy organization is the Dark Kingdom. Right. response:	The name of the enemy organization is the Dark Kingdom.
context: The moon rice cakes are sticky.\When I grilled them, they puffed up.\I have found out who the enemy is.\What? Really?\Of course!\Right.\The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom. response:	They seem to be after human energy for some reason.
context: When I grilled them, they puffed up.\I have found out who the enemy is.\What? Really?\Of course!\Right.\The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason. response:	Human energy?
context: I have found out who the enemy is.\What? Really?\Of course!\Right.\The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason.\Human energy? response:	Hikawa Shrine
context: What? Really?\Of course!\Right.\The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason.\Human energy?\Hikawa Shrine response:	Dark Kingdom...
context: Of course!\Right.\The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason.\Human energy?\Hikawa Shrine\Dark Kingdom... response:	We have to brace ourselves to get these guys.
context: Right.\The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason.\Human energy?\Hikawa Shrine\Dark Kingdom...\We have to brace ourselves to get these guys. response:	Let's go after them and crush them with one blow!
context: The name of the enemy organization is the Dark Kingdom. Right.\The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason.\Human energy?\Hikawa Shrine\Dark Kingdom...\We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow! response:	The way we are now, we aren't capable of that yet.
context: The name of the enemy organization is the Dark Kingdom.\They seem to be after human energy for some reason.\Human energy?\Hikawa Shrine\Dark Kingdom...\We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet. response:	Exactly! Right now, you need to study more and make yourselves more fit.
context: They seem to be after human energy for some reason.\Human energy?\Hikawa Shrine\Dark Kingdom...\We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit. response:	I know! How about playing tennis to make ourselves more fit?!
context: Human energy?\Hikawa Shrine\Dark Kingdom...\We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?! response:	There's this super-cool coach named Mr. Masato Sanjoin.
context: Hikawa Shrine\Dark Kingdom...\We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin. response:	I see. So, you're going to give up on Tuxedo Mask?
context: Dark Kingdom...\We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask? response:	I didn't think about it like that.
context: We have to brace ourselves to get these guys.\Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that. response:	That is a problem...
context: Let's go after them and crush them with one blow!\The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that.\That is a problem... response:	I'm glad I have Ami and Rei.
context: The way we are now, we aren't capable of that yet.\Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that.\That is a problem...\I'm glad I have Ami and Rei. response:	If Usagi was all I had,
context: Exactly! Right now, you need to study more and make yourselves more fit.\I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that.\That is a problem...\I'm glad I have Ami and Rei.\If Usagi was all I had, response:	the Dark Kingdom would have stolen all of mankind's energy by now.
context: I know! How about playing tennis to make ourselves more fit?!\There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that.\That is a problem...\I'm glad I have Ami and Rei.\If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now. response:	What?!
context: There's this super-cool coach named Mr. Masato Sanjoin.\I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that.\That is a problem...\I'm glad I have Ami and Rei.\If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now.\What?! response:	Maybe it's some kind of mistake that Usagi is a member of our group. What?!
context: I see. So, you're going to give up on Tuxedo Mask?\I didn't think about it like that.\That is a problem...\I'm glad I have Ami and Rei.\If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now.\What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?! response:	Maybe it's some kind of mistake that Usagi is a member of our group.
context: I didn't think about it like that.\That is a problem...\I'm glad I have Ami and Rei.\If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now.\What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group. response:	What's with you?! What's with you?! What's with you?!
context: That is a problem...\I'm glad I have Ami and Rei.\If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now.\What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?! response:	Both of you, you're going too far.
context: I'm glad I have Ami and Rei.\If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now.\What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?!\Both of you, you're going too far. response:	Ami! Ami, you're all I've got!
context: If Usagi was all I had,\the Dark Kingdom would have stolen all of mankind's energy by now.\What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?!\Both of you, you're going too far.\Ami! Ami, you're all I've got! response:	You're the only one who understands me!
context: the Dark Kingdom would have stolen all of mankind's energy by now.\What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?!\Both of you, you're going too far.\Ami! Ami, you're all I've got!\You're the only one who understands me! response:	So, why don't the two of us play tennis?
context: What?!\Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?!\Both of you, you're going too far.\Ami! Ami, you're all I've got!\You're the only one who understands me!\So, why don't the two of us play tennis? response:	Oh, but I have cram school. Sorry.
context: Maybe it's some kind of mistake that Usagi is a member of our group. What?!\Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?!\Both of you, you're going too far.\Ami! Ami, you're all I've got!\You're the only one who understands me!\So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry. response:	Knew it!
context: Maybe it's some kind of mistake that Usagi is a member of our group.\What's with you?! What's with you?! What's with you?!\Both of you, you're going too far.\Ami! Ami, you're all I've got!\You're the only one who understands me!\So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry.\Knew it! response:	Miss Saionji...
context: What's with you?! What's with you?! What's with you?!\Both of you, you're going too far.\Ami! Ami, you're all I've got!\You're the only one who understands me!\So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry.\Knew it!\Miss Saionji... response:	What's wrong? If it's about the racket, I already gave you another one.
context: Both of you, you're going too far.\Ami! Ami, you're all I've got!\You're the only one who understands me!\So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry.\Knew it!\Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one. response:	Let's keep going.
context: Ami! Ami, you're all I've got!\You're the only one who understands me!\So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry.\Knew it!\Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one.\Let's keep going. response:	Yes...
context: You're the only one who understands me!\So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry.\Knew it!\Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one.\Let's keep going.\Yes... response:	Rui, you weren't like this before.
context: So, why don't the two of us play tennis?\Oh, but I have cram school. Sorry.\Knew it!\Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one.\Let's keep going.\Yes...\Rui, you weren't like this before. response:	Jewelry
context: Oh, but I have cram school. Sorry.\Knew it!\Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one.\Let's keep going.\Yes...\Rui, you weren't like this before.\Jewelry response:	I'm sorry for the short notice.
context: Knew it!\Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one.\Let's keep going.\Yes...\Rui, you weren't like this before.\Jewelry\I'm sorry for the short notice. response:	That's okay, I don't mind.
context: Miss Saionji...\What's wrong? If it's about the racket, I already gave you another one.\Let's keep going.\Yes...\Rui, you weren't like this before.\Jewelry\I'm sorry for the short notice.\That's okay, I don't mind. response:	You have something on your mind?
context: What's wrong? If it's about the racket, I already gave you another one.\Let's keep going.\Yes...\Rui, you weren't like this before.\Jewelry\I'm sorry for the short notice.\That's okay, I don't mind.\You have something on your mind? response:	Well, I don't know what to say. I'm just worried about Rui.
context: Let's keep going.\Yes...\Rui, you weren't like this before.\Jewelry\I'm sorry for the short notice.\That's okay, I don't mind.\You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui. response:	Now, she misuses tennis equipment and things.
context: Yes...\Rui, you weren't like this before.\Jewelry\I'm sorry for the short notice.\That's okay, I don't mind.\You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things. response:	She never did things like that before.
context: Rui, you weren't like this before.\Jewelry\I'm sorry for the short notice.\That's okay, I don't mind.\You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things.\She never did things like that before. response:	It's like she's a totally different person.
context: Jewelry\I'm sorry for the short notice.\That's okay, I don't mind.\You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things.\She never did things like that before.\It's like she's a totally different person. response:	Maybe she's just tense because the important tournament's coming up.
context: I'm sorry for the short notice.\That's okay, I don't mind.\You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things.\She never did things like that before.\It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up. response:	That's what I thought at first, but that's not it.
context: That's okay, I don't mind.\You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things.\She never did things like that before.\It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it. response:	I wonder what's happened to her?
context: You have something on your mind?\Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things.\She never did things like that before.\It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it.\I wonder what's happened to her? response:	Rui, did something happen?
context: Well, I don't know what to say. I'm just worried about Rui.\Now, she misuses tennis equipment and things.\She never did things like that before.\It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it.\I wonder what's happened to her?\Rui, did something happen? response:	If there's anything I can help you with, just let me know.
context: Now, she misuses tennis equipment and things.\She never did things like that before.\It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it.\I wonder what's happened to her?\Rui, did something happen?\If there's anything I can help you with, just let me know. response:	This is none of your business. If there's anything I can help you with, just let me know.
context: She never did things like that before.\It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it.\I wonder what's happened to her?\Rui, did something happen?\If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know. response:	This is none of your business.
context: It's like she's a totally different person.\Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it.\I wonder what's happened to her?\Rui, did something happen?\If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business. response:	I'm sorry.
context: Maybe she's just tense because the important tournament's coming up.\That's what I thought at first, but that's not it.\I wonder what's happened to her?\Rui, did something happen?\If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business.\I'm sorry. response:	I don't know why Rui would act like that.
context: That's what I thought at first, but that's not it.\I wonder what's happened to her?\Rui, did something happen?\If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business.\I'm sorry.\I don't know why Rui would act like that. response:	I think maybe something terrible has happened to her,
context: I wonder what's happened to her?\Rui, did something happen?\If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business.\I'm sorry.\I don't know why Rui would act like that.\I think maybe something terrible has happened to her, response:	but she won't say anything to me.
context: Rui, did something happen?\If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business.\I'm sorry.\I don't know why Rui would act like that.\I think maybe something terrible has happened to her,\but she won't say anything to me. response:	I see.
context: If there's anything I can help you with, just let me know.\This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business.\I'm sorry.\I don't know why Rui would act like that.\I think maybe something terrible has happened to her,\but she won't say anything to me.\I see. response:	Hey, Naru. Why don't we investigate what happened?
context: This is none of your business. If there's anything I can help you with, just let me know.\This is none of your business.\I'm sorry.\I don't know why Rui would act like that.\I think maybe something terrible has happened to her,\but she won't say anything to me.\I see.\Hey, Naru. Why don't we investigate what happened? response:	I will help you!
context: This is none of your business.\I'm sorry.\I don't know why Rui would act like that.\I think maybe something terrible has happened to her,\but she won't say anything to me.\I see.\Hey, Naru. Why don't we investigate what happened?\I will help you! response:	Usagi...
context: I'm sorry.\I don't know why Rui would act like that.\I think maybe something terrible has happened to her,\but she won't say anything to me.\I see.\Hey, Naru. Why don't we investigate what happened?\I will help you!\Usagi... response:	Cheer up!
context: I don't know why Rui would act like that.\I think maybe something terrible has happened to her,\but she won't say anything to me.\I see.\Hey, Naru. Why don't we investigate what happened?\I will help you!\Usagi...\Cheer up! response:	Is this the tennis school Rui goes to?
context: I think maybe something terrible has happened to her,\but she won't say anything to me.\I see.\Hey, Naru. Why don't we investigate what happened?\I will help you!\Usagi...\Cheer up!\Is this the tennis school Rui goes to? response:	Yeah. She practices here after school.
context: but she won't say anything to me.\I see.\Hey, Naru. Why don't we investigate what happened?\I will help you!\Usagi...\Cheer up!\Is this the tennis school Rui goes to?\Yeah. She practices here after school. response:	What's wrong?
context: I see.\Hey, Naru. Why don't we investigate what happened?\I will help you!\Usagi...\Cheer up!\Is this the tennis school Rui goes to?\Yeah. She practices here after school.\What's wrong? response:	Oh, nothing! What's wrong?
context: Hey, Naru. Why don't we investigate what happened?\I will help you!\Usagi...\Cheer up!\Is this the tennis school Rui goes to?\Yeah. She practices here after school.\What's wrong?\Oh, nothing! What's wrong? response:	Oh, nothing!
context: I will help you!\Usagi...\Cheer up!\Is this the tennis school Rui goes to?\Yeah. She practices here after school.\What's wrong?\Oh, nothing! What's wrong?\Oh, nothing! response:	I have a bad feeling about this.
context: Usagi...\Cheer up!\Is this the tennis school Rui goes to?\Yeah. She practices here after school.\What's wrong?\Oh, nothing! What's wrong?\Oh, nothing!\I have a bad feeling about this. response:	This couldn't be the work of a monster, could it?
context: Cheer up!\Is this the tennis school Rui goes to?\Yeah. She practices here after school.\What's wrong?\Oh, nothing! What's wrong?\Oh, nothing!\I have a bad feeling about this.\This couldn't be the work of a monster, could it? response:	Oh, but if I do a good job here,
context: Is this the tennis school Rui goes to?\Yeah. She practices here after school.\What's wrong?\Oh, nothing! What's wrong?\Oh, nothing!\I have a bad feeling about this.\This couldn't be the work of a monster, could it?\Oh, but if I do a good job here, response:	I can get back at Luna and Rei.
context: Yeah. She practices here after school.\What's wrong?\Oh, nothing! What's wrong?\Oh, nothing!\I have a bad feeling about this.\This couldn't be the work of a monster, could it?\Oh, but if I do a good job here,\I can get back at Luna and Rei. response:	Usagi...
context: What's wrong?\Oh, nothing! What's wrong?\Oh, nothing!\I have a bad feeling about this.\This couldn't be the work of a monster, could it?\Oh, but if I do a good job here,\I can get back at Luna and Rei.\Usagi... response:	Hey, are you all right?
context: Oh, nothing! What's wrong?\Oh, nothing!\I have a bad feeling about this.\This couldn't be the work of a monster, could it?\Oh, but if I do a good job here,\I can get back at Luna and Rei.\Usagi...\Hey, are you all right? response:	What a ball!
context: Oh, nothing!\I have a bad feeling about this.\This couldn't be the work of a monster, could it?\Oh, but if I do a good job here,\I can get back at Luna and Rei.\Usagi...\Hey, are you all right?\What a ball! response:	What's wrong? You're both pros!
context: I have a bad feeling about this.\This couldn't be the work of a monster, could it?\Oh, but if I do a good job here,\I can get back at Luna and Rei.\Usagi...\Hey, are you all right?\What a ball!\What's wrong? You're both pros! response:	You should be able to hit this!
context: This couldn't be the work of a monster, could it?\Oh, but if I do a good job here,\I can get back at Luna and Rei.\Usagi...\Hey, are you all right?\What a ball!\What's wrong? You're both pros!\You should be able to hit this! response:	Please give us a break!
context: Oh, but if I do a good job here,\I can get back at Luna and Rei.\Usagi...\Hey, are you all right?\What a ball!\What's wrong? You're both pros!\You should be able to hit this!\Please give us a break! response:	Okay, here comes the next one!
context: I can get back at Luna and Rei.\Usagi...\Hey, are you all right?\What a ball!\What's wrong? You're both pros!\You should be able to hit this!\Please give us a break!\Okay, here comes the next one! response:	Stop!
context: Usagi...\Hey, are you all right?\What a ball!\What's wrong? You're both pros!\You should be able to hit this!\Please give us a break!\Okay, here comes the next one!\Stop! response:	Out of my way!
context: Hey, are you all right?\What a ball!\What's wrong? You're both pros!\You should be able to hit this!\Please give us a break!\Okay, here comes the next one!\Stop!\Out of my way! response:	No! Please stop acting like this, Rui! Out of my way!
context: What a ball!\What's wrong? You're both pros!\You should be able to hit this!\Please give us a break!\Okay, here comes the next one!\Stop!\Out of my way!\No! Please stop acting like this, Rui! Out of my way! response:	No! Please stop acting like this, Rui!
context: What's wrong? You're both pros!\You should be able to hit this!\Please give us a break!\Okay, here comes the next one!\Stop!\Out of my way!\No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui! response:	Get out of my way, Naru!
context: You should be able to hit this!\Please give us a break!\Okay, here comes the next one!\Stop!\Out of my way!\No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui!\Get out of my way, Naru! response:	No!
context: Please give us a break!\Okay, here comes the next one!\Stop!\Out of my way!\No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui!\Get out of my way, Naru!\No! response:	Naru is worried about you! No!
context: Okay, here comes the next one!\Stop!\Out of my way!\No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui!\Get out of my way, Naru!\No!\Naru is worried about you! No! response:	Naru is worried about you!
context: Stop!\Out of my way!\No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui!\Get out of my way, Naru!\No!\Naru is worried about you! No!\Naru is worried about you! response:	Move!
context: Out of my way!\No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui!\Get out of my way, Naru!\No!\Naru is worried about you! No!\Naru is worried about you!\Move! response:	Move!
context: No! Please stop acting like this, Rui! Out of my way!\No! Please stop acting like this, Rui!\Get out of my way, Naru!\No!\Naru is worried about you! No!\Naru is worried about you!\Move!\Move! response:	The energy level is at its peak. Go, Tesnie!
context: No! Please stop acting like this, Rui!\Get out of my way, Naru!\No!\Naru is worried about you! No!\Naru is worried about you!\Move!\Move!\The energy level is at its peak. Go, Tesnie! response:	Your energy is mine now!
context: Get out of my way, Naru!\No!\Naru is worried about you! No!\Naru is worried about you!\Move!\Move!\The energy level is at its peak. Go, Tesnie!\Your energy is mine now! response:	It was a monster after all! Okay!
context: No!\Naru is worried about you! No!\Naru is worried about you!\Move!\Move!\The energy level is at its peak. Go, Tesnie!\Your energy is mine now!\It was a monster after all! Okay! response:	It's time to show them what you've got, Usagi!
context: Naru is worried about you! No!\Naru is worried about you!\Move!\Move!\The energy level is at its peak. Go, Tesnie!\Your energy is mine now!\It was a monster after all! Okay!\It's time to show them what you've got, Usagi! response:	Moon Prism Power Makeup!
context: Naru is worried about you!\Move!\Move!\The energy level is at its peak. Go, Tesnie!\Your energy is mine now!\It was a monster after all! Okay!\It's time to show them what you've got, Usagi!\Moon Prism Power Makeup! response:	A monster can never aim for the ace!
context: Move!\Move!\The energy level is at its peak. Go, Tesnie!\Your energy is mine now!\It was a monster after all! Okay!\It's time to show them what you've got, Usagi!\Moon Prism Power Makeup!\A monster can never aim for the ace! response:	Misusing tennis for evil deeds...
context: Move!\The energy level is at its peak. Go, Tesnie!\Your energy is mine now!\It was a monster after all! Okay!\It's time to show them what you've got, Usagi!\Moon Prism Power Makeup!\A monster can never aim for the ace!\Misusing tennis for evil deeds... response:	I bet even Navratilova is crying now!
context: The energy level is at its peak. Go, Tesnie!\Your energy is mine now!\It was a monster after all! Okay!\It's time to show them what you've got, Usagi!\Moon Prism Power Makeup!\A monster can never aim for the ace!\Misusing tennis for evil deeds...\I bet even Navratilova is crying now! response:	I'm the sailor warrior of love and justice,
context: Your energy is mine now!\It was a monster after all! Okay!\It's time to show them what you've got, Usagi!\Moon Prism Power Makeup!\A monster can never aim for the ace!\Misusing tennis for evil deeds...\I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice, response:	Sailor Moon!
context: It was a monster after all! Okay!\It's time to show them what you've got, Usagi!\Moon Prism Power Makeup!\A monster can never aim for the ace!\Misusing tennis for evil deeds...\I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice,\Sailor Moon! response:	In the name of the moon, I will punish you!
context: It's time to show them what you've got, Usagi!\Moon Prism Power Makeup!\A monster can never aim for the ace!\Misusing tennis for evil deeds...\I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you! response:	Impudent girl!
context: Moon Prism Power Makeup!\A monster can never aim for the ace!\Misusing tennis for evil deeds...\I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\Impudent girl! response:	What is this?!
context: A monster can never aim for the ace!\Misusing tennis for evil deeds...\I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\Impudent girl!\What is this?! response:	This is so sad!
context: Misusing tennis for evil deeds...\I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\Impudent girl!\What is this?!\This is so sad! response:	It's so high!
context: I bet even Navratilova is crying now!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\Impudent girl!\What is this?!\This is so sad!\It's so high! response:	I should have come here with everybody!
context: I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\Impudent girl!\What is this?!\This is so sad!\It's so high!\I should have come here with everybody! response:	You look good out there!
context: Sailor Moon!\In the name of the moon, I will punish you!\Impudent girl!\What is this?!\This is so sad!\It's so high!\I should have come here with everybody!\You look good out there! response:	Who's there?!
context: In the name of the moon, I will punish you!\Impudent girl!\What is this?!\This is so sad!\It's so high!\I should have come here with everybody!\You look good out there!\Who's there?! response:	Tuxedo Mask!
context: Impudent girl!\What is this?!\This is so sad!\It's so high!\I should have come here with everybody!\You look good out there!\Who's there?!\Tuxedo Mask! response:	If you interfere with me, you will end up like her!
