context: Look! Look! That's so cute! response:	Oh! That one is cute too!
context: which has that teacher in it?\We arrived! We arrived! What's wrong?\No, it's nothing.\I'm sorry. Let's go.\It's huge!\Because it's 333 meters after all!\It is really huge!\Have you been here before? response:	No, this is my first time.
context: We arrived! We arrived! What's wrong?\No, it's nothing.\I'm sorry. Let's go.\It's huge!\Because it's 333 meters after all!\It is really huge!\Have you been here before?\No, this is my first time. response:	But'
context: No, it's nothing.\I'm sorry. Let's go.\It's huge!\Because it's 333 meters after all!\It is really huge!\Have you been here before?\No, this is my first time.\But' response:	It's the same as in the dream.
context: I'm sorry. Let's go.\It's huge!\Because it's 333 meters after all!\It is really huge!\Have you been here before?\No, this is my first time.\But'\It's the same as in the dream. response:	But what?
context: It's huge!\Because it's 333 meters after all!\It is really huge!\Have you been here before?\No, this is my first time.\But'\It's the same as in the dream.\But what? response:	No, it's nothing. Let's go!
context: Because it's 333 meters after all!\It is really huge!\Have you been here before?\No, this is my first time.\But'\It's the same as in the dream.\But what?\No, it's nothing. Let's go! response:	What's wrong?
context: It is really huge!\Have you been here before?\No, this is my first time.\But'\It's the same as in the dream.\But what?\No, it's nothing. Let's go!\What's wrong? response:	I thought I felt something weird'
context: Have you been here before?\No, this is my first time.\But'\It's the same as in the dream.\But what?\No, it's nothing. Let's go!\What's wrong?\I thought I felt something weird' response:	There is nothing.
context: No, this is my first time.\But'\It's the same as in the dream.\But what?\No, it's nothing. Let's go!\What's wrong?\I thought I felt something weird'\There is nothing. response:	I wanna go to the observatory!
context: But'\It's the same as in the dream.\But what?\No, it's nothing. Let's go!\What's wrong?\I thought I felt something weird'\There is nothing.\I wanna go to the observatory! response:	Li-kun!
context: It's the same as in the dream.\But what?\No, it's nothing. Let's go!\What's wrong?\I thought I felt something weird'\There is nothing.\I wanna go to the observatory!\Li-kun! response:	Do you feel anything strange?
context: But what?\No, it's nothing. Let's go!\What's wrong?\I thought I felt something weird'\There is nothing.\I wanna go to the observatory!\Li-kun!\Do you feel anything strange? response:	Not really.
context: No, it's nothing. Let's go!\What's wrong?\I thought I felt something weird'\There is nothing.\I wanna go to the observatory!\Li-kun!\Do you feel anything strange?\Not really. response:	Am I worrying too much?
context: What's wrong?\I thought I felt something weird'\There is nothing.\I wanna go to the observatory!\Li-kun!\Do you feel anything strange?\Not really.\Am I worrying too much? response:	Kinomoto-san!
context: I thought I felt something weird'\There is nothing.\I wanna go to the observatory!\Li-kun!\Do you feel anything strange?\Not really.\Am I worrying too much?\Kinomoto-san! response:	Hurry up!
context: There is nothing.\I wanna go to the observatory!\Li-kun!\Do you feel anything strange?\Not really.\Am I worrying too much?\Kinomoto-san!\Hurry up! response:	It seems Mei Lin-chan keeps hurrying me today.
context: I wanna go to the observatory!\Li-kun!\Do you feel anything strange?\Not really.\Am I worrying too much?\Kinomoto-san!\Hurry up!\It seems Mei Lin-chan keeps hurrying me today. response:	Because you look occupied.
context: Li-kun!\Do you feel anything strange?\Not really.\Am I worrying too much?\Kinomoto-san!\Hurry up!\It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied. response:	She looks more like daydreaming.
context: Do you feel anything strange?\Not really.\Am I worrying too much?\Kinomoto-san!\Hurry up!\It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied.\She looks more like daydreaming. response:	She's not occupied nor daydreaming.
context: Not really.\Am I worrying too much?\Kinomoto-san!\Hurry up!\It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied.\She looks more like daydreaming.\She's not occupied nor daydreaming. response:	She's just worried.
context: Am I worrying too much?\Kinomoto-san!\Hurry up!\It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied.\She looks more like daydreaming.\She's not occupied nor daydreaming.\She's just worried. response:	No, she just needs to clear her mind.
context: Kinomoto-san!\Hurry up!\It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied.\She looks more like daydreaming.\She's not occupied nor daydreaming.\She's just worried.\No, she just needs to clear her mind. response:	This is it!
context: Hurry up!\It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied.\She looks more like daydreaming.\She's not occupied nor daydreaming.\She's just worried.\No, she just needs to clear her mind.\This is it! response:	Hey, hey, it's gonna close!
context: It seems Mei Lin-chan keeps hurrying me today.\Because you look occupied.\She looks more like daydreaming.\She's not occupied nor daydreaming.\She's just worried.\No, she just needs to clear her mind.\This is it!\Hey, hey, it's gonna close! response:	This is really high!
context: Because you look occupied.\She looks more like daydreaming.\She's not occupied nor daydreaming.\She's just worried.\No, she just needs to clear her mind.\This is it!\Hey, hey, it's gonna close!\This is really high! response:	That's the place I stood in my dream.
context: She looks more like daydreaming.\She's not occupied nor daydreaming.\She's just worried.\No, she just needs to clear her mind.\This is it!\Hey, hey, it's gonna close!\This is really high!\That's the place I stood in my dream. response:	Did you see something cool?
context: She's not occupied nor daydreaming.\She's just worried.\No, she just needs to clear her mind.\This is it!\Hey, hey, it's gonna close!\This is really high!\That's the place I stood in my dream.\Did you see something cool? response:	Kero-chan!
context: She's just worried.\No, she just needs to clear her mind.\This is it!\Hey, hey, it's gonna close!\This is really high!\That's the place I stood in my dream.\Did you see something cool?\Kero-chan! response:	What if someone sees you?!
context: No, she just needs to clear her mind.\This is it!\Hey, hey, it's gonna close!\This is really high!\That's the place I stood in my dream.\Did you see something cool?\Kero-chan!\What if someone sees you?! response:	There's no one around!
context: This is it!\Hey, hey, it's gonna close!\This is really high!\That's the place I stood in my dream.\Did you see something cool?\Kero-chan!\What if someone sees you?!\There's no one around! response:	So, what's with that confused look all day?
context: Hey, hey, it's gonna close!\This is really high!\That's the place I stood in my dream.\Did you see something cool?\Kero-chan!\What if someone sees you?!\There's no one around!\So, what's with that confused look all day? response:	It's the same as in the dream.
context: This is really high!\That's the place I stood in my dream.\Did you see something cool?\Kero-chan!\What if someone sees you?!\There's no one around!\So, what's with that confused look all day?\It's the same as in the dream. response:	I haven't been here before,
context: That's the place I stood in my dream.\Did you see something cool?\Kero-chan!\What if someone sees you?!\There's no one around!\So, what's with that confused look all day?\It's the same as in the dream.\I haven't been here before, response:	but it's the same.
context: Did you see something cool?\Kero-chan!\What if someone sees you?!\There's no one around!\So, what's with that confused look all day?\It's the same as in the dream.\I haven't been here before,\but it's the same. response:	Well, that's what everyone called a dream.
context: Kero-chan!\What if someone sees you?!\There's no one around!\So, what's with that confused look all day?\It's the same as in the dream.\I haven't been here before,\but it's the same.\Well, that's what everyone called a dream. response:	But'
context: What if someone sees you?!\There's no one around!\So, what's with that confused look all day?\It's the same as in the dream.\I haven't been here before,\but it's the same.\Well, that's what everyone called a dream.\But' response:	Would you like to join us to buy something to drink?
context: There's no one around!\So, what's with that confused look all day?\It's the same as in the dream.\I haven't been here before,\but it's the same.\Well, that's what everyone called a dream.\But'\Would you like to join us to buy something to drink? response:	I want an orange juice!
context: So, what's with that confused look all day?\It's the same as in the dream.\I haven't been here before,\but it's the same.\Well, that's what everyone called a dream.\But'\Would you like to join us to buy something to drink?\I want an orange juice! response:	Kero-chan, do you want a melon soda'
context: It's the same as in the dream.\I haven't been here before,\but it's the same.\Well, that's what everyone called a dream.\But'\Would you like to join us to buy something to drink?\I want an orange juice!\Kero-chan, do you want a melon soda' response:	Huh?
context: I haven't been here before,\but it's the same.\Well, that's what everyone called a dream.\But'\Would you like to join us to buy something to drink?\I want an orange juice!\Kero-chan, do you want a melon soda'\Huh? response:	What's wrong?
context: but it's the same.\Well, that's what everyone called a dream.\But'\Would you like to join us to buy something to drink?\I want an orange juice!\Kero-chan, do you want a melon soda'\Huh?\What's wrong? response:	Kero-chan'
context: Well, that's what everyone called a dream.\But'\Would you like to join us to buy something to drink?\I want an orange juice!\Kero-chan, do you want a melon soda'\Huh?\What's wrong?\Kero-chan' response:	Everyone's waiting.
context: But'\Would you like to join us to buy something to drink?\I want an orange juice!\Kero-chan, do you want a melon soda'\Huh?\What's wrong?\Kero-chan'\Everyone's waiting. response:	Oh! Wait, Li-kun!
context: Would you like to join us to buy something to drink?\I want an orange juice!\Kero-chan, do you want a melon soda'\Huh?\What's wrong?\Kero-chan'\Everyone's waiting.\Oh! Wait, Li-kun! response:	May I take your order, please?
context: I want an orange juice!\Kero-chan, do you want a melon soda'\Huh?\What's wrong?\Kero-chan'\Everyone's waiting.\Oh! Wait, Li-kun!\May I take your order, please? response:	Onii-chan!!
context: Kero-chan, do you want a melon soda'\Huh?\What's wrong?\Kero-chan'\Everyone's waiting.\Oh! Wait, Li-kun!\May I take your order, please?\Onii-chan!! response:	Why are you here?!
context: Huh?\What's wrong?\Kero-chan'\Everyone's waiting.\Oh! Wait, Li-kun!\May I take your order, please?\Onii-chan!!\Why are you here?! response:	Part-time.
context: What's wrong?\Kero-chan'\Everyone's waiting.\Oh! Wait, Li-kun!\May I take your order, please?\Onii-chan!!\Why are you here?!\Part-time. response:	But you said
context: Kero-chan'\Everyone's waiting.\Oh! Wait, Li-kun!\May I take your order, please?\Onii-chan!!\Why are you here?!\Part-time.\But you said response:	there's a soccer match today'
context: Everyone's waiting.\Oh! Wait, Li-kun!\May I take your order, please?\Onii-chan!!\Why are you here?!\Part-time.\But you said\there's a soccer match today' response:	Yukito-san!
context: Oh! Wait, Li-kun!\May I take your order, please?\Onii-chan!!\Why are you here?!\Part-time.\But you said\there's a soccer match today'\Yukito-san! response:	I'm doing part-time too.
context: May I take your order, please?\Onii-chan!!\Why are you here?!\Part-time.\But you said\there's a soccer match today'\Yukito-san!\I'm doing part-time too. response:	But you told me
context: Onii-chan!!\Why are you here?!\Part-time.\But you said\there's a soccer match today'\Yukito-san!\I'm doing part-time too.\But you told me response:	you're helping out with today's soccer match'
context: Why are you here?!\Part-time.\But you said\there's a soccer match today'\Yukito-san!\I'm doing part-time too.\But you told me\you're helping out with today's soccer match' response:	Yukito also
context: Part-time.\But you said\there's a soccer match today'\Yukito-san!\I'm doing part-time too.\But you told me\you're helping out with today's soccer match'\Yukito also response:	Attend as a reserve player.
context: But you said\there's a soccer match today'\Yukito-san!\I'm doing part-time too.\But you told me\you're helping out with today's soccer match'\Yukito also\Attend as a reserve player. response:	Because I want to be near you, Sakura-chan.
context: there's a soccer match today'\Yukito-san!\I'm doing part-time too.\But you told me\you're helping out with today's soccer match'\Yukito also\Attend as a reserve player.\Because I want to be near you, Sakura-chan. response:	Here's the juice.
context: Yukito-san!\I'm doing part-time too.\But you told me\you're helping out with today's soccer match'\Yukito also\Attend as a reserve player.\Because I want to be near you, Sakura-chan.\Here's the juice. response:	I want one too!
context: I'm doing part-time too.\But you told me\you're helping out with today's soccer match'\Yukito also\Attend as a reserve player.\Because I want to be near you, Sakura-chan.\Here's the juice.\I want one too! response:	Kero-chan!
context: But you told me\you're helping out with today's soccer match'\Yukito also\Attend as a reserve player.\Because I want to be near you, Sakura-chan.\Here's the juice.\I want one too!\Kero-chan! response:	Yo!
context: you're helping out with today's soccer match'\Yukito also\Attend as a reserve player.\Because I want to be near you, Sakura-chan.\Here's the juice.\I want one too!\Kero-chan!\Yo! response:	Hello.
context: Yukito also\Attend as a reserve player.\Because I want to be near you, Sakura-chan.\Here's the juice.\I want one too!\Kero-chan!\Yo!\Hello. response:	Hey, you guys, don't try to get Sakura into trouble!
context: Attend as a reserve player.\Because I want to be near you, Sakura-chan.\Here's the juice.\I want one too!\Kero-chan!\Yo!\Hello.\Hey, you guys, don't try to get Sakura into trouble! response:	Got it!
context: Because I want to be near you, Sakura-chan.\Here's the juice.\I want one too!\Kero-chan!\Yo!\Hello.\Hey, you guys, don't try to get Sakura into trouble!\Got it! response:	Wh' What's going on?!
context: Here's the juice.\I want one too!\Kero-chan!\Yo!\Hello.\Hey, you guys, don't try to get Sakura into trouble!\Got it!\Wh' What's going on?! response:	Because,
context: I want one too!\Kero-chan!\Yo!\Hello.\Hey, you guys, don't try to get Sakura into trouble!\Got it!\Wh' What's going on?!\Because, response:	This is a dream!
context: Kero-chan!\Yo!\Hello.\Hey, you guys, don't try to get Sakura into trouble!\Got it!\Wh' What's going on?!\Because,\This is a dream! response:	This is'
context: Yo!\Hello.\Hey, you guys, don't try to get Sakura into trouble!\Got it!\Wh' What's going on?!\Because,\This is a dream!\This is' response:	' that dream?
context: Hello.\Hey, you guys, don't try to get Sakura into trouble!\Got it!\Wh' What's going on?!\Because,\This is a dream!\This is'\' that dream? response:	Who is that person'?
context: Hey, you guys, don't try to get Sakura into trouble!\Got it!\Wh' What's going on?!\Because,\This is a dream!\This is'\' that dream?\Who is that person'? response:	Who is it?!
context: Got it!\Wh' What's going on?!\Because,\This is a dream!\This is'\' that dream?\Who is that person'?\Who is it?! response:	Who is it?!
context: Wh' What's going on?!\Because,\This is a dream!\This is'\' that dream?\Who is that person'?\Who is it?!\Who is it?! response:	Mizuki-sensei'?!
context: Because,\This is a dream!\This is'\' that dream?\Who is that person'?\Who is it?!\Who is it?!\Mizuki-sensei'?! response:	What in the world is this?
context: This is a dream!\This is'\' that dream?\Who is that person'?\Who is it?!\Who is it?!\Mizuki-sensei'?!\What in the world is this? response:	What's going on?
context: This is'\' that dream?\Who is that person'?\Who is it?!\Who is it?!\Mizuki-sensei'?!\What in the world is this?\What's going on? response:	I'
context: ' that dream?\Who is that person'?\Who is it?!\Who is it?!\Mizuki-sensei'?!\What in the world is this?\What's going on?\I' response:	don't get it!
context: Who is that person'?\Who is it?!\Who is it?!\Mizuki-sensei'?!\What in the world is this?\What's going on?\I'\don't get it! response:	No problem
context: Who is it?!\Who is it?!\Mizuki-sensei'?!\What in the world is this?\What's going on?\I'\don't get it!\No problem response:	It'll be okay for sure.
context: Who is it?!\Mizuki-sensei'?!\What in the world is this?\What's going on?\I'\don't get it!\No problem\It'll be okay for sure. response:	It'll be okay for sure.
context: Mizuki-sensei'?!\What in the world is this?\What's going on?\I'\don't get it!\No problem\It'll be okay for sure.\It'll be okay for sure. response:	Gather yourself, Sakura!
context: What in the world is this?\What's going on?\I'\don't get it!\No problem\It'll be okay for sure.\It'll be okay for sure.\Gather yourself, Sakura! response:	Li-kun!
context: What's going on?\I'\don't get it!\No problem\It'll be okay for sure.\It'll be okay for sure.\Gather yourself, Sakura!\Li-kun! response:	Under your left foot'
context: I'\don't get it!\No problem\It'll be okay for sure.\It'll be okay for sure.\Gather yourself, Sakura!\Li-kun!\Under your left foot' response:	What is this?!
context: don't get it!\No problem\It'll be okay for sure.\It'll be okay for sure.\Gather yourself, Sakura!\Li-kun!\Under your left foot'\What is this?! response:	That's a Clow Card!
context: No problem\It'll be okay for sure.\It'll be okay for sure.\Gather yourself, Sakura!\Li-kun!\Under your left foot'\What is this?!\That's a Clow Card! response:	Hurry up and seal it!
context: It'll be okay for sure.\It'll be okay for sure.\Gather yourself, Sakura!\Li-kun!\Under your left foot'\What is this?!\That's a Clow Card!\Hurry up and seal it! response:	My magic can't stop time for much longer.
context: It'll be okay for sure.\Gather yourself, Sakura!\Li-kun!\Under your left foot'\What is this?!\That's a Clow Card!\Hurry up and seal it!\My magic can't stop time for much longer. response:	Key which hides the forces of darkness,
context: Gather yourself, Sakura!\Li-kun!\Under your left foot'\What is this?!\That's a Clow Card!\Hurry up and seal it!\My magic can't stop time for much longer.\Key which hides the forces of darkness, response:	reveal thy true form before me.
context: Li-kun!\Under your left foot'\What is this?!\That's a Clow Card!\Hurry up and seal it!\My magic can't stop time for much longer.\Key which hides the forces of darkness,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
context: Under your left foot'\What is this?!\That's a Clow Card!\Hurry up and seal it!\My magic can't stop time for much longer.\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Release!
context: What is this?!\That's a Clow Card!\Hurry up and seal it!\My magic can't stop time for much longer.\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release! response:	Return to thy form which thou should be!
context: That's a Clow Card!\Hurry up and seal it!\My magic can't stop time for much longer.\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be! response:	Clow Card!
context: Hurry up and seal it!\My magic can't stop time for much longer.\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card! response:	Li-kun!
context: My magic can't stop time for much longer.\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\Li-kun! response:	Shao Lan!
context: Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\Li-kun!\Shao Lan! response:	I'm sorry,
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\Li-kun!\Shao Lan!\I'm sorry, response:	if only I'd noticed the card earlier,
context: I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\Li-kun!\Shao Lan!\I'm sorry,\if only I'd noticed the card earlier, response:	none of this would have happened'
context: Release!\Return to thy form which thou should be!\Clow Card!\Li-kun!\Shao Lan!\I'm sorry,\if only I'd noticed the card earlier,\none of this would have happened' response:	Don't worry about it.
context: Return to thy form which thou should be!\Clow Card!\Li-kun!\Shao Lan!\I'm sorry,\if only I'd noticed the card earlier,\none of this would have happened'\Don't worry about it. response:	This is nothing for me.
context: Clow Card!\Li-kun!\Shao Lan!\I'm sorry,\if only I'd noticed the card earlier,\none of this would have happened'\Don't worry about it.\This is nothing for me. response:	This isn't nothing!
context: Li-kun!\Shao Lan!\I'm sorry,\if only I'd noticed the card earlier,\none of this would have happened'\Don't worry about it.\This is nothing for me.\This isn't nothing! response:	Li-kun'
context: Shao Lan!\I'm sorry,\if only I'd noticed the card earlier,\none of this would have happened'\Don't worry about it.\This is nothing for me.\This isn't nothing!\Li-kun' response:	But just now, it was quite something.
context: I'm sorry,\if only I'd noticed the card earlier,\none of this would have happened'\Don't worry about it.\This is nothing for me.\This isn't nothing!\Li-kun'\But just now, it was quite something. response:	Hey! What's wrong?!
context: if only I'd noticed the card earlier,\none of this would have happened'\Don't worry about it.\This is nothing for me.\This isn't nothing!\Li-kun'\But just now, it was quite something.\Hey! What's wrong?! response:	Kinomoto-san!
context: none of this would have happened'\Don't worry about it.\This is nothing for me.\This isn't nothing!\Li-kun'\But just now, it was quite something.\Hey! What's wrong?!\Kinomoto-san! response:	Sakura-chan!
context: Don't worry about it.\This is nothing for me.\This isn't nothing!\Li-kun'\But just now, it was quite something.\Hey! What's wrong?!\Kinomoto-san!\Sakura-chan! response:	Sakura's totally unconscious,
context: This is nothing for me.\This isn't nothing!\Li-kun'\But just now, it was quite something.\Hey! What's wrong?!\Kinomoto-san!\Sakura-chan!\Sakura's totally unconscious, response:	and yet we could sense the card.
context: This isn't nothing!\Li-kun'\But just now, it was quite something.\Hey! What's wrong?!\Kinomoto-san!\Sakura-chan!\Sakura's totally unconscious,\and yet we could sense the card. response:	So I thought
context: Li-kun'\But just now, it was quite something.\Hey! What's wrong?!\Kinomoto-san!\Sakura-chan!\Sakura's totally unconscious,\and yet we could sense the card.\So I thought response:	this must be the act of a Clow Card.
context: But just now, it was quite something.\Hey! What's wrong?!\Kinomoto-san!\Sakura-chan!\Sakura's totally unconscious,\and yet we could sense the card.\So I thought\this must be the act of a Clow Card. response:	But the card could not be found anywhere'
context: Hey! What's wrong?!\Kinomoto-san!\Sakura-chan!\Sakura's totally unconscious,\and yet we could sense the card.\So I thought\this must be the act of a Clow Card.\But the card could not be found anywhere' response:	Then Shao Lan noticed the card
context: Kinomoto-san!\Sakura-chan!\Sakura's totally unconscious,\and yet we could sense the card.\So I thought\this must be the act of a Clow Card.\But the card could not be found anywhere'\Then Shao Lan noticed the card response:	was underneath your foot.
context: Sakura-chan!\Sakura's totally unconscious,\and yet we could sense the card.\So I thought\this must be the act of a Clow Card.\But the card could not be found anywhere'\Then Shao Lan noticed the card\was underneath your foot. response:	So, thanks for this! It belongs to Shao Lan!
context: Sakura's totally unconscious,\and yet we could sense the card.\So I thought\this must be the act of a Clow Card.\But the card could not be found anywhere'\Then Shao Lan noticed the card\was underneath your foot.\So, thanks for this! It belongs to Shao Lan! response:	I'm sorry.
context: and yet we could sense the card.\So I thought\this must be the act of a Clow Card.\But the card could not be found anywhere'\Then Shao Lan noticed the card\was underneath your foot.\So, thanks for this! It belongs to Shao Lan!\I'm sorry. response:	Dream'
context: So I thought\this must be the act of a Clow Card.\But the card could not be found anywhere'\Then Shao Lan noticed the card\was underneath your foot.\So, thanks for this! It belongs to Shao Lan!\I'm sorry.\Dream' response:	So everything I've seen
context: this must be the act of a Clow Card.\But the card could not be found anywhere'\Then Shao Lan noticed the card\was underneath your foot.\So, thanks for this! It belongs to Shao Lan!\I'm sorry.\Dream'\So everything I've seen response:	after I entered the door was a dream.
context: But the card could not be found anywhere'\Then Shao Lan noticed the card\was underneath your foot.\So, thanks for this! It belongs to Shao Lan!\I'm sorry.\Dream'\So everything I've seen\after I entered the door was a dream. response:	Dreams created by'Dream'
context: Then Shao Lan noticed the card\was underneath your foot.\So, thanks for this! It belongs to Shao Lan!\I'm sorry.\Dream'\So everything I've seen\after I entered the door was a dream.\Dreams created by'Dream' response:	What Dream shows a person is not simply any dream.
context: was underneath your foot.\So, thanks for this! It belongs to Shao Lan!\I'm sorry.\Dream'\So everything I've seen\after I entered the door was a dream.\Dreams created by'Dream'\What Dream shows a person is not simply any dream. response:	It's a prophetic dream!
context: So, thanks for this! It belongs to Shao Lan!\I'm sorry.\Dream'\So everything I've seen\after I entered the door was a dream.\Dreams created by'Dream'\What Dream shows a person is not simply any dream.\It's a prophetic dream! response:	Prophetic dream?
context: I'm sorry.\Dream'\So everything I've seen\after I entered the door was a dream.\Dreams created by'Dream'\What Dream shows a person is not simply any dream.\It's a prophetic dream!\Prophetic dream? response:	It'll be okay for sure.
