context: That damn Sanada Yukimura dared to embarrass me! response:	I didn't expect my plan to backfire.
context: All you do is kill.\You're my one light in the darkness.\We need you.\I have my warriors.\I'm not an Iga ninja.\I'm one of Sanada's warriors, Kirigakure Saizo.\Here they come.\Time to have some fun! response:	What are you doing? There's only five of them!
context: You're my one light in the darkness.\We need you.\I have my warriors.\I'm not an Iga ninja.\I'm one of Sanada's warriors, Kirigakure Saizo.\Here they come.\Time to have some fun!\What are you doing? There's only five of them! response:	My lord?
context: We need you.\I have my warriors.\I'm not an Iga ninja.\I'm one of Sanada's warriors, Kirigakure Saizo.\Here they come.\Time to have some fun!\What are you doing? There's only five of them!\My lord? response:	I never expected much from these fools anyway.
context: I have my warriors.\I'm not an Iga ninja.\I'm one of Sanada's warriors, Kirigakure Saizo.\Here they come.\Time to have some fun!\What are you doing? There's only five of them!\My lord?\I never expected much from these fools anyway. response:	It's time to end this, Sanada Yukimura.
context: I'm not an Iga ninja.\I'm one of Sanada's warriors, Kirigakure Saizo.\Here they come.\Time to have some fun!\What are you doing? There's only five of them!\My lord?\I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura. response:	Naval units?
context: I'm one of Sanada's warriors, Kirigakure Saizo.\Here they come.\Time to have some fun!\What are you doing? There's only five of them!\My lord?\I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura.\Naval units? response:	Are they the enemy's reinforcements?
context: Here they come.\Time to have some fun!\What are you doing? There's only five of them!\My lord?\I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura.\Naval units?\Are they the enemy's reinforcements? response:	They sure know how to show us a good time.
context: Time to have some fun!\What are you doing? There's only five of them!\My lord?\I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura.\Naval units?\Are they the enemy's reinforcements?\They sure know how to show us a good time. response:	Lord.
context: What are you doing? There's only five of them!\My lord?\I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura.\Naval units?\Are they the enemy's reinforcements?\They sure know how to show us a good time.\Lord. response:	Please stand back.
context: My lord?\I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura.\Naval units?\Are they the enemy's reinforcements?\They sure know how to show us a good time.\Lord.\Please stand back. response:	What are you bastards doing in my territory?
context: I never expected much from these fools anyway.\It's time to end this, Sanada Yukimura.\Naval units?\Are they the enemy's reinforcements?\They sure know how to show us a good time.\Lord.\Please stand back.\What are you bastards doing in my territory? response:	Kakei-san?
context: It's time to end this, Sanada Yukimura.\Naval units?\Are they the enemy's reinforcements?\They sure know how to show us a good time.\Lord.\Please stand back.\What are you bastards doing in my territory?\Kakei-san? response:	Fire!
context: Naval units?\Are they the enemy's reinforcements?\They sure know how to show us a good time.\Lord.\Please stand back.\What are you bastards doing in my territory?\Kakei-san?\Fire! response:	He's got the devil's own luck.
context: Are they the enemy's reinforcements?\They sure know how to show us a good time.\Lord.\Please stand back.\What are you bastards doing in my territory?\Kakei-san?\Fire!\He's got the devil's own luck. response:	Safe!
context: They sure know how to show us a good time.\Lord.\Please stand back.\What are you bastards doing in my territory?\Kakei-san?\Fire!\He's got the devil's own luck.\Safe! response:	Yukimura-sama, I am glad you are all right.
context: Lord.\Please stand back.\What are you bastards doing in my territory?\Kakei-san?\Fire!\He's got the devil's own luck.\Safe!\Yukimura-sama, I am glad you are all right. response:	Has everyone else been well?
context: Please stand back.\What are you bastards doing in my territory?\Kakei-san?\Fire!\He's got the devil's own luck.\Safe!\Yukimura-sama, I am glad you are all right.\Has everyone else been well? response:	Yeah. You seem well, Kakei-san.
context: What are you bastards doing in my territory?\Kakei-san?\Fire!\He's got the devil's own luck.\Safe!\Yukimura-sama, I am glad you are all right.\Has everyone else been well?\Yeah. You seem well, Kakei-san. response:	You saved our lives.
context: Kakei-san?\Fire!\He's got the devil's own luck.\Safe!\Yukimura-sama, I am glad you are all right.\Has everyone else been well?\Yeah. You seem well, Kakei-san.\You saved our lives. response:	No. It was not me, but this fellow.
context: Fire!\He's got the devil's own luck.\Safe!\Yukimura-sama, I am glad you are all right.\Has everyone else been well?\Yeah. You seem well, Kakei-san.\You saved our lives.\No. It was not me, but this fellow. response:	Wanna come live on my boat?
context: He's got the devil's own luck.\Safe!\Yukimura-sama, I am glad you are all right.\Has everyone else been well?\Yeah. You seem well, Kakei-san.\You saved our lives.\No. It was not me, but this fellow.\Wanna come live on my boat? response:	I'll give you everything you want.
context: Safe!\Yukimura-sama, I am glad you are all right.\Has everyone else been well?\Yeah. You seem well, Kakei-san.\You saved our lives.\No. It was not me, but this fellow.\Wanna come live on my boat?\I'll give you everything you want. response:	Who do you think you're talking to?
context: Yukimura-sama, I am glad you are all right.\Has everyone else been well?\Yeah. You seem well, Kakei-san.\You saved our lives.\No. It was not me, but this fellow.\Wanna come live on my boat?\I'll give you everything you want.\Who do you think you're talking to? response:	I'll kill you.
context: Has everyone else been well?\Yeah. You seem well, Kakei-san.\You saved our lives.\No. It was not me, but this fellow.\Wanna come live on my boat?\I'll give you everything you want.\Who do you think you're talking to?\I'll kill you. response:	What a scrappy woman you are.
context: Yeah. You seem well, Kakei-san.\You saved our lives.\No. It was not me, but this fellow.\Wanna come live on my boat?\I'll give you everything you want.\Who do you think you're talking to?\I'll kill you.\What a scrappy woman you are. response:	You're perfect for a pirate.
context: You saved our lives.\No. It was not me, but this fellow.\Wanna come live on my boat?\I'll give you everything you want.\Who do you think you're talking to?\I'll kill you.\What a scrappy woman you are.\You're perfect for a pirate. response:	Huh? What makes you think I'm a woman?
context: No. It was not me, but this fellow.\Wanna come live on my boat?\I'll give you everything you want.\Who do you think you're talking to?\I'll kill you.\What a scrappy woman you are.\You're perfect for a pirate.\Huh? What makes you think I'm a woman? response:	I'm a man!
context: Wanna come live on my boat?\I'll give you everything you want.\Who do you think you're talking to?\I'll kill you.\What a scrappy woman you are.\You're perfect for a pirate.\Huh? What makes you think I'm a woman?\I'm a man! response:	What?
context: I'll give you everything you want.\Who do you think you're talking to?\I'll kill you.\What a scrappy woman you are.\You're perfect for a pirate.\Huh? What makes you think I'm a woman?\I'm a man!\What? response:	This guy's a dude?
context: Who do you think you're talking to?\I'll kill you.\What a scrappy woman you are.\You're perfect for a pirate.\Huh? What makes you think I'm a woman?\I'm a man!\What?\This guy's a dude? response:	Seems that way.
context: I'll kill you.\What a scrappy woman you are.\You're perfect for a pirate.\Huh? What makes you think I'm a woman?\I'm a man!\What?\This guy's a dude?\Seems that way. response:	Jinpachi, you must not speak to Yukimura-sama that way.
context: What a scrappy woman you are.\You're perfect for a pirate.\Huh? What makes you think I'm a woman?\I'm a man!\What?\This guy's a dude?\Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way. response:	Now, now. It's quite all right.
context: You're perfect for a pirate.\Huh? What makes you think I'm a woman?\I'm a man!\What?\This guy's a dude?\Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right. response:	I am Sanada Yukimura of Ueda.
context: Huh? What makes you think I'm a woman?\I'm a man!\What?\This guy's a dude?\Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right.\I am Sanada Yukimura of Ueda. response:	I must thank you.
context: I'm a man!\What?\This guy's a dude?\Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right.\I am Sanada Yukimura of Ueda.\I must thank you. response:	I'm Nezu Jinpachi.
context: What?\This guy's a dude?\Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right.\I am Sanada Yukimura of Ueda.\I must thank you.\I'm Nezu Jinpachi. response:	Wine and women are my pleasure.
context: This guy's a dude?\Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right.\I am Sanada Yukimura of Ueda.\I must thank you.\I'm Nezu Jinpachi.\Wine and women are my pleasure. response:	My boat is my love.
context: Seems that way.\Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right.\I am Sanada Yukimura of Ueda.\I must thank you.\I'm Nezu Jinpachi.\Wine and women are my pleasure.\My boat is my love. response:	Live for fun is my motto!
context: Jinpachi, you must not speak to Yukimura-sama that way.\Now, now. It's quite all right.\I am Sanada Yukimura of Ueda.\I must thank you.\I'm Nezu Jinpachi.\Wine and women are my pleasure.\My boat is my love.\Live for fun is my motto! response:	Another weirdo.
context: Now, now. It's quite all right.\I am Sanada Yukimura of Ueda.\I must thank you.\I'm Nezu Jinpachi.\Wine and women are my pleasure.\My boat is my love.\Live for fun is my motto!\Another weirdo. response:	You've got the right idea.
context: I am Sanada Yukimura of Ueda.\I must thank you.\I'm Nezu Jinpachi.\Wine and women are my pleasure.\My boat is my love.\Live for fun is my motto!\Another weirdo.\You've got the right idea. response:	That's a huge cat!
context: I must thank you.\I'm Nezu Jinpachi.\Wine and women are my pleasure.\My boat is my love.\Live for fun is my motto!\Another weirdo.\You've got the right idea.\That's a huge cat! response:	Kitty, kitty.
context: I'm Nezu Jinpachi.\Wine and women are my pleasure.\My boat is my love.\Live for fun is my motto!\Another weirdo.\You've got the right idea.\That's a huge cat!\Kitty, kitty. response:	He's so cute.
context: Wine and women are my pleasure.\My boat is my love.\Live for fun is my motto!\Another weirdo.\You've got the right idea.\That's a huge cat!\Kitty, kitty.\He's so cute. response:	He's so fluffy.
context: My boat is my love.\Live for fun is my motto!\Another weirdo.\You've got the right idea.\That's a huge cat!\Kitty, kitty.\He's so cute.\He's so fluffy. response:	I only helped because you told me there were hot chicks,
context: Live for fun is my motto!\Another weirdo.\You've got the right idea.\That's a huge cat!\Kitty, kitty.\He's so cute.\He's so fluffy.\I only helped because you told me there were hot chicks, response:	but this hardly seems worth it.
context: Another weirdo.\You've got the right idea.\That's a huge cat!\Kitty, kitty.\He's so cute.\He's so fluffy.\I only helped because you told me there were hot chicks,\but this hardly seems worth it. response:	How dare you be so impolite?
context: You've got the right idea.\That's a huge cat!\Kitty, kitty.\He's so cute.\He's so fluffy.\I only helped because you told me there were hot chicks,\but this hardly seems worth it.\How dare you be so impolite? response:	How am I being impolite?
context: That's a huge cat!\Kitty, kitty.\He's so cute.\He's so fluffy.\I only helped because you told me there were hot chicks,\but this hardly seems worth it.\How dare you be so impolite?\How am I being impolite? response:	On this ship, my word's absolute.
context: Kitty, kitty.\He's so cute.\He's so fluffy.\I only helped because you told me there were hot chicks,\but this hardly seems worth it.\How dare you be so impolite?\How am I being impolite?\On this ship, my word's absolute. response:	Um, I'm a girl.
context: He's so cute.\He's so fluffy.\I only helped because you told me there were hot chicks,\but this hardly seems worth it.\How dare you be so impolite?\How am I being impolite?\On this ship, my word's absolute.\Um, I'm a girl. response:	Who has time for a flat-chested dog like you?
context: He's so fluffy.\I only helped because you told me there were hot chicks,\but this hardly seems worth it.\How dare you be so impolite?\How am I being impolite?\On this ship, my word's absolute.\Um, I'm a girl.\Who has time for a flat-chested dog like you? response:	Keep your mouth shut, kid.
context: I only helped because you told me there were hot chicks,\but this hardly seems worth it.\How dare you be so impolite?\How am I being impolite?\On this ship, my word's absolute.\Um, I'm a girl.\Who has time for a flat-chested dog like you?\Keep your mouth shut, kid. response:	Flat-chested... dog...
context: but this hardly seems worth it.\How dare you be so impolite?\How am I being impolite?\On this ship, my word's absolute.\Um, I'm a girl.\Who has time for a flat-chested dog like you?\Keep your mouth shut, kid.\Flat-chested... dog... response:	Where's the busty blonde you were talking about, Juzo?
context: How dare you be so impolite?\How am I being impolite?\On this ship, my word's absolute.\Um, I'm a girl.\Who has time for a flat-chested dog like you?\Keep your mouth shut, kid.\Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo? response:	There is one in Ueda.
context: How am I being impolite?\On this ship, my word's absolute.\Um, I'm a girl.\Who has time for a flat-chested dog like you?\Keep your mouth shut, kid.\Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo?\There is one in Ueda. response:	You bastard.
context: On this ship, my word's absolute.\Um, I'm a girl.\Who has time for a flat-chested dog like you?\Keep your mouth shut, kid.\Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo?\There is one in Ueda.\You bastard. response:	How dare you insult Isanami?!
context: Um, I'm a girl.\Who has time for a flat-chested dog like you?\Keep your mouth shut, kid.\Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo?\There is one in Ueda.\You bastard.\How dare you insult Isanami?! response:	You moron, we're on a boat.
context: Who has time for a flat-chested dog like you?\Keep your mouth shut, kid.\Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo?\There is one in Ueda.\You bastard.\How dare you insult Isanami?!\You moron, we're on a boat. response:	You'll follow my rules while you're on my ship.
context: Keep your mouth shut, kid.\Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo?\There is one in Ueda.\You bastard.\How dare you insult Isanami?!\You moron, we're on a boat.\You'll follow my rules while you're on my ship. response:	He stopped Seikai's club with his bare hands.
context: Flat-chested... dog...\Where's the busty blonde you were talking about, Juzo?\There is one in Ueda.\You bastard.\How dare you insult Isanami?!\You moron, we're on a boat.\You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands. response:	Jackass!
context: Where's the busty blonde you were talking about, Juzo?\There is one in Ueda.\You bastard.\How dare you insult Isanami?!\You moron, we're on a boat.\You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands.\Jackass! response:	Onii-chan!
context: There is one in Ueda.\You bastard.\How dare you insult Isanami?!\You moron, we're on a boat.\You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands.\Jackass!\Onii-chan! response:	Seikai!
context: You bastard.\How dare you insult Isanami?!\You moron, we're on a boat.\You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands.\Jackass!\Onii-chan!\Seikai! response:	What was that? It felt like a shock.
context: How dare you insult Isanami?!\You moron, we're on a boat.\You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands.\Jackass!\Onii-chan!\Seikai!\What was that? It felt like a shock. response:	Go take a nap, you musclebound kid.
context: You moron, we're on a boat.\You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands.\Jackass!\Onii-chan!\Seikai!\What was that? It felt like a shock.\Go take a nap, you musclebound kid. response:	Jinpachi!
context: You'll follow my rules while you're on my ship.\He stopped Seikai's club with his bare hands.\Jackass!\Onii-chan!\Seikai!\What was that? It felt like a shock.\Go take a nap, you musclebound kid.\Jinpachi! response:	You're way too weak to be getting violent on my ship.
context: He stopped Seikai's club with his bare hands.\Jackass!\Onii-chan!\Seikai!\What was that? It felt like a shock.\Go take a nap, you musclebound kid.\Jinpachi!\You're way too weak to be getting violent on my ship. response:	Besides, I haven't given these guys permission to ride.
context: Jackass!\Onii-chan!\Seikai!\What was that? It felt like a shock.\Go take a nap, you musclebound kid.\Jinpachi!\You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride. response:	What are you saying?
context: Onii-chan!\Seikai!\What was that? It felt like a shock.\Go take a nap, you musclebound kid.\Jinpachi!\You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride.\What are you saying? response:	Juzo, I know we've made a brothers' pact,
context: Seikai!\What was that? It felt like a shock.\Go take a nap, you musclebound kid.\Jinpachi!\You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride.\What are you saying?\Juzo, I know we've made a brothers' pact, response:	but I don't owe these clowns anything.
context: What was that? It felt like a shock.\Go take a nap, you musclebound kid.\Jinpachi!\You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride.\What are you saying?\Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything. response:	Which means...
context: Go take a nap, you musclebound kid.\Jinpachi!\You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride.\What are you saying?\Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything.\Which means... response:	I'll test you to see if you're worthy of riding on my ship.
context: Jinpachi!\You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride.\What are you saying?\Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything.\Which means...\I'll test you to see if you're worthy of riding on my ship. response:	Sounds interesting.
context: You're way too weak to be getting violent on my ship.\Besides, I haven't given these guys permission to ride.\What are you saying?\Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything.\Which means...\I'll test you to see if you're worthy of riding on my ship.\Sounds interesting. response:	Think you can win, boy?
context: Besides, I haven't given these guys permission to ride.\What are you saying?\Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything.\Which means...\I'll test you to see if you're worthy of riding on my ship.\Sounds interesting.\Think you can win, boy? response:	This smell...
context: What are you saying?\Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything.\Which means...\I'll test you to see if you're worthy of riding on my ship.\Sounds interesting.\Think you can win, boy?\This smell... response:	It's sake.
context: Juzo, I know we've made a brothers' pact,\but I don't owe these clowns anything.\Which means...\I'll test you to see if you're worthy of riding on my ship.\Sounds interesting.\Think you can win, boy?\This smell...\It's sake. response:	What?
context: but I don't owe these clowns anything.\Which means...\I'll test you to see if you're worthy of riding on my ship.\Sounds interesting.\Think you can win, boy?\This smell...\It's sake.\What? response:	What'd you think it was?
context: Which means...\I'll test you to see if you're worthy of riding on my ship.\Sounds interesting.\Think you can win, boy?\This smell...\It's sake.\What?\What'd you think it was? response:	Swords aren't the only way to settle matters.
context: I'll test you to see if you're worthy of riding on my ship.\Sounds interesting.\Think you can win, boy?\This smell...\It's sake.\What?\What'd you think it was?\Swords aren't the only way to settle matters. response:	If you can down all of this, I'll let you ride on my ship.
context: Sounds interesting.\Think you can win, boy?\This smell...\It's sake.\What?\What'd you think it was?\Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship. response:	Very well. We accept your challenge.
context: Think you can win, boy?\This smell...\It's sake.\What?\What'd you think it was?\Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge. response:	Are you stupid?!
context: This smell...\It's sake.\What?\What'd you think it was?\Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge.\Are you stupid?! response:	Look at how much is in there.
context: It's sake.\What?\What'd you think it was?\Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge.\Are you stupid?!\Look at how much is in there. response:	Can't you see how wasted you'll get?!
context: What?\What'd you think it was?\Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge.\Are you stupid?!\Look at how much is in there.\Can't you see how wasted you'll get?! response:	No matter.
context: What'd you think it was?\Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge.\Are you stupid?!\Look at how much is in there.\Can't you see how wasted you'll get?!\No matter. response:	This isn't the time for heroics.
context: Swords aren't the only way to settle matters.\If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge.\Are you stupid?!\Look at how much is in there.\Can't you see how wasted you'll get?!\No matter.\This isn't the time for heroics. response:	I've never had anything other than the temple's sake.
context: If you can down all of this, I'll let you ride on my ship.\Very well. We accept your challenge.\Are you stupid?!\Look at how much is in there.\Can't you see how wasted you'll get?!\No matter.\This isn't the time for heroics.\I've never had anything other than the temple's sake. response:	I'm so excited.
context: Very well. We accept your challenge.\Are you stupid?!\Look at how much is in there.\Can't you see how wasted you'll get?!\No matter.\This isn't the time for heroics.\I've never had anything other than the temple's sake.\I'm so excited. response:	This'll be my first drink.
context: Are you stupid?!\Look at how much is in there.\Can't you see how wasted you'll get?!\No matter.\This isn't the time for heroics.\I've never had anything other than the temple's sake.\I'm so excited.\This'll be my first drink. response:	I hope it's good.
context: Look at how much is in there.\Can't you see how wasted you'll get?!\No matter.\This isn't the time for heroics.\I've never had anything other than the temple's sake.\I'm so excited.\This'll be my first drink.\I hope it's good. response:	This isn't for kids!
context: Can't you see how wasted you'll get?!\No matter.\This isn't the time for heroics.\I've never had anything other than the temple's sake.\I'm so excited.\This'll be my first drink.\I hope it's good.\This isn't for kids! response:	What?
context: No matter.\This isn't the time for heroics.\I've never had anything other than the temple's sake.\I'm so excited.\This'll be my first drink.\I hope it's good.\This isn't for kids!\What? response:	Don't what me!
context: This isn't the time for heroics.\I've never had anything other than the temple's sake.\I'm so excited.\This'll be my first drink.\I hope it's good.\This isn't for kids!\What?\Don't what me! response:	You don't know what you're getting into!
context: I've never had anything other than the temple's sake.\I'm so excited.\This'll be my first drink.\I hope it's good.\This isn't for kids!\What?\Don't what me!\You don't know what you're getting into! response:	Why're you being such a square, Saizo?
context: I'm so excited.\This'll be my first drink.\I hope it's good.\This isn't for kids!\What?\Don't what me!\You don't know what you're getting into!\Why're you being such a square, Saizo? response:	Already?
context: This'll be my first drink.\I hope it's good.\This isn't for kids!\What?\Don't what me!\You don't know what you're getting into!\Why're you being such a square, Saizo?\Already? response:	Come on.
context: I hope it's good.\This isn't for kids!\What?\Don't what me!\You don't know what you're getting into!\Why're you being such a square, Saizo?\Already?\Come on. response:	Let's drink!
context: This isn't for kids!\What?\Don't what me!\You don't know what you're getting into!\Why're you being such a square, Saizo?\Already?\Come on.\Let's drink! response:	I wonder how Yukimura-sama and the others are doing?
context: What?\Don't what me!\You don't know what you're getting into!\Why're you being such a square, Saizo?\Already?\Come on.\Let's drink!\I wonder how Yukimura-sama and the others are doing? response:	I hope he hasn't gotten himself into trouble with the women in the capital.
context: Don't what me!\You don't know what you're getting into!\Why're you being such a square, Saizo?\Already?\Come on.\Let's drink!\I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital. response:	The mansion's been practically empty since Kamanosuke and Seikai left, too.
context: You don't know what you're getting into!\Why're you being such a square, Saizo?\Already?\Come on.\Let's drink!\I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too. response:	What are we going to do if something happens to them?
context: Why're you being such a square, Saizo?\Already?\Come on.\Let's drink!\I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them? response:	Nothing will happen. I am here.
context: Already?\Come on.\Let's drink!\I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them?\Nothing will happen. I am here. response:	You never waver, do you?
context: Come on.\Let's drink!\I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them?\Nothing will happen. I am here.\You never waver, do you? response:	You are also here.
context: Let's drink!\I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them?\Nothing will happen. I am here.\You never waver, do you?\You are also here. response:	Oh, really?
context: I wonder how Yukimura-sama and the others are doing?\I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them?\Nothing will happen. I am here.\You never waver, do you?\You are also here.\Oh, really? response:	I'm honored.
context: I hope he hasn't gotten himself into trouble with the women in the capital.\The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them?\Nothing will happen. I am here.\You never waver, do you?\You are also here.\Oh, really?\I'm honored. response:	Delicious.
context: The mansion's been practically empty since Kamanosuke and Seikai left, too.\What are we going to do if something happens to them?\Nothing will happen. I am here.\You never waver, do you?\You are also here.\Oh, really?\I'm honored.\Delicious. response:	Is it? Drink up.
context: What are we going to do if something happens to them?\Nothing will happen. I am here.\You never waver, do you?\You are also here.\Oh, really?\I'm honored.\Delicious.\Is it? Drink up. response:	You're a strong one, aren't you?
context: Nothing will happen. I am here.\You never waver, do you?\You are also here.\Oh, really?\I'm honored.\Delicious.\Is it? Drink up.\You're a strong one, aren't you? response:	It's been a while since I've seen someone enjoy sake so much.
context: You never waver, do you?\You are also here.\Oh, really?\I'm honored.\Delicious.\Is it? Drink up.\You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much. response:	I could never stop drinking such good sake.
context: You are also here.\Oh, really?\I'm honored.\Delicious.\Is it? Drink up.\You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake. response:	Why don't you have some more?
context: Oh, really?\I'm honored.\Delicious.\Is it? Drink up.\You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake.\Why don't you have some more? response:	Why am I the only one drinking from a bowl?
context: I'm honored.\Delicious.\Is it? Drink up.\You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake.\Why don't you have some more?\Why am I the only one drinking from a bowl? response:	Onii-chan, you'll catch a cold if you sleep out here.
context: Delicious.\Is it? Drink up.\You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake.\Why don't you have some more?\Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here. response:	The sake's good, but I'm hungry.
context: Is it? Drink up.\You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake.\Why don't you have some more?\Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry. response:	Miss, apparently this guy's not a cat, but a panther.
context: You're a strong one, aren't you?\It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake.\Why don't you have some more?\Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther. response:	A panther?
context: It's been a while since I've seen someone enjoy sake so much.\I could never stop drinking such good sake.\Why don't you have some more?\Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther.\A panther? response:	Right, Veronica?
context: I could never stop drinking such good sake.\Why don't you have some more?\Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther.\A panther?\Right, Veronica? response:	Ver... Vero...
context: Why don't you have some more?\Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther.\A panther?\Right, Veronica?\Ver... Vero... response:	Vero...nica? Panther?
context: Why am I the only one drinking from a bowl?\Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther.\A panther?\Right, Veronica?\Ver... Vero...\Vero...nica? Panther? response:	Which?
context: Onii-chan, you'll catch a cold if you sleep out here.\The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther.\A panther?\Right, Veronica?\Ver... Vero...\Vero...nica? Panther?\Which? response:	Miss!
context: The sake's good, but I'm hungry.\Miss, apparently this guy's not a cat, but a panther.\A panther?\Right, Veronica?\Ver... Vero...\Vero...nica? Panther?\Which?\Miss! response:	Are you drinking?
context: Miss, apparently this guy's not a cat, but a panther.\A panther?\Right, Veronica?\Ver... Vero...\Vero...nica? Panther?\Which?\Miss!\Are you drinking? response:	Kakei-san.
context: A panther?\Right, Veronica?\Ver... Vero...\Vero...nica? Panther?\Which?\Miss!\Are you drinking?\Kakei-san. response:	A ninja never gets drunk.
context: Right, Veronica?\Ver... Vero...\Vero...nica? Panther?\Which?\Miss!\Are you drinking?\Kakei-san.\A ninja never gets drunk. response:	Of course not.
context: Ver... Vero...\Vero...nica? Panther?\Which?\Miss!\Are you drinking?\Kakei-san.\A ninja never gets drunk.\Of course not. response:	I've built up a tolerance against alcohol and poison.
