context: Interviews with Monster Girls response:	Takahashi Tetsuo Wants to Protect
context: Takanashi-san...\Yukki, I'm going to give them a piece of my mind.\Really? Why?\You wait here and listen.\He got involved in some risky stuff, I heard.\What the heck?\I'll let you decide what happens afterward.\With that face, maybe it can't be helped. response:	You think he went after someone?
context: Yukki, I'm going to give them a piece of my mind.\Really? Why?\You wait here and listen.\He got involved in some risky stuff, I heard.\What the heck?\I'll let you decide what happens afterward.\With that face, maybe it can't be helped.\You think he went after someone? response:	No way. He wouldn't have the guts.
context: Really? Why?\You wait here and listen.\He got involved in some risky stuff, I heard.\What the heck?\I'll let you decide what happens afterward.\With that face, maybe it can't be helped.\You think he went after someone?\No way. He wouldn't have the guts. response:	What a loser!
context: You wait here and listen.\He got involved in some risky stuff, I heard.\What the heck?\I'll let you decide what happens afterward.\With that face, maybe it can't be helped.\You think he went after someone?\No way. He wouldn't have the guts.\What a loser! response:	Aren't you from class B?
context: He got involved in some risky stuff, I heard.\What the heck?\I'll let you decide what happens afterward.\With that face, maybe it can't be helped.\You think he went after someone?\No way. He wouldn't have the guts.\What a loser!\Aren't you from class B? response:	Oh, the vampire.
context: What the heck?\I'll let you decide what happens afterward.\With that face, maybe it can't be helped.\You think he went after someone?\No way. He wouldn't have the guts.\What a loser!\Aren't you from class B?\Oh, the vampire. response:	Takanashi...
context: I'll let you decide what happens afterward.\With that face, maybe it can't be helped.\You think he went after someone?\No way. He wouldn't have the guts.\What a loser!\Aren't you from class B?\Oh, the vampire.\Takanashi... response:	Is trashing people behind their backs all you ever do?
context: With that face, maybe it can't be helped.\You think he went after someone?\No way. He wouldn't have the guts.\What a loser!\Aren't you from class B?\Oh, the vampire.\Takanashi...\Is trashing people behind their backs all you ever do? response:	Give it a rest.
context: You think he went after someone?\No way. He wouldn't have the guts.\What a loser!\Aren't you from class B?\Oh, the vampire.\Takanashi...\Is trashing people behind their backs all you ever do?\Give it a rest. response:	Huh?
context: No way. He wouldn't have the guts.\What a loser!\Aren't you from class B?\Oh, the vampire.\Takanashi...\Is trashing people behind their backs all you ever do?\Give it a rest.\Huh? response:	Oh, is this about Kusakabe?
context: What a loser!\Aren't you from class B?\Oh, the vampire.\Takanashi...\Is trashing people behind their backs all you ever do?\Give it a rest.\Huh?\Oh, is this about Kusakabe? response:	As a fellow demi, you're out to avenge her?
context: Aren't you from class B?\Oh, the vampire.\Takanashi...\Is trashing people behind their backs all you ever do?\Give it a rest.\Huh?\Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her? response:	That's cool of
context: Oh, the vampire.\Takanashi...\Is trashing people behind their backs all you ever do?\Give it a rest.\Huh?\Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her?\That's cool of response:	No!
context: Takanashi...\Is trashing people behind their backs all you ever do?\Give it a rest.\Huh?\Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her?\That's cool of\No! response:	Yes, Yukki is a demi, but it doesn't matter!
context: Is trashing people behind their backs all you ever do?\Give it a rest.\Huh?\Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her?\That's cool of\No!\Yes, Yukki is a demi, but it doesn't matter! response:	I'm giving you two a piece of my mind
context: Give it a rest.\Huh?\Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her?\That's cool of\No!\Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind response:	because that's what I want to do!
context: Huh?\Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her?\That's cool of\No!\Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind\because that's what I want to do! response:	Don't try to dodge it by provoking me!
context: Oh, is this about Kusakabe?\As a fellow demi, you're out to avenge her?\That's cool of\No!\Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind\because that's what I want to do!\Don't try to dodge it by provoking me! response:	If you don't want to stop blabbing about people, then fine...
context: As a fellow demi, you're out to avenge her?\That's cool of\No!\Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind\because that's what I want to do!\Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine... response:	But every time I see or hear you doing it,
context: That's cool of\No!\Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind\because that's what I want to do!\Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it, response:	I'll call you on it.
context: No!\Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind\because that's what I want to do!\Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it,\I'll call you on it. response:	If you want to hang around and badmouth people,
context: Yes, Yukki is a demi, but it doesn't matter!\I'm giving you two a piece of my mind\because that's what I want to do!\Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it,\I'll call you on it.\If you want to hang around and badmouth people, response:	you'd better do it where I can't find you.
context: I'm giving you two a piece of my mind\because that's what I want to do!\Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it,\I'll call you on it.\If you want to hang around and badmouth people,\you'd better do it where I can't find you. response:	Sensei...
context: because that's what I want to do!\Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it,\I'll call you on it.\If you want to hang around and badmouth people,\you'd better do it where I can't find you.\Sensei... response:	We aren't the only ones who talk about people behind their backs.
context: Don't try to dodge it by provoking me!\If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it,\I'll call you on it.\If you want to hang around and badmouth people,\you'd better do it where I can't find you.\Sensei...\We aren't the only ones who talk about people behind their backs. response:	Why single us out?
context: If you don't want to stop blabbing about people, then fine...\But every time I see or hear you doing it,\I'll call you on it.\If you want to hang around and badmouth people,\you'd better do it where I can't find you.\Sensei...\We aren't the only ones who talk about people behind their backs.\Why single us out? response:	It won't be just you two.
context: But every time I see or hear you doing it,\I'll call you on it.\If you want to hang around and badmouth people,\you'd better do it where I can't find you.\Sensei...\We aren't the only ones who talk about people behind their backs.\Why single us out?\It won't be just you two. response:	I'll give a piece of my mind to anyone I catch badmouthing someone else!
context: I'll call you on it.\If you want to hang around and badmouth people,\you'd better do it where I can't find you.\Sensei...\We aren't the only ones who talk about people behind their backs.\Why single us out?\It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else! response:	Why are you so gung-ho about this?
context: If you want to hang around and badmouth people,\you'd better do it where I can't find you.\Sensei...\We aren't the only ones who talk about people behind their backs.\Why single us out?\It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this? response:	Everyone talks about people behind their backs.
context: you'd better do it where I can't find you.\Sensei...\We aren't the only ones who talk about people behind their backs.\Why single us out?\It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this?\Everyone talks about people behind their backs. response:	I can't stand the excuse that everyone does it!
context: Sensei...\We aren't the only ones who talk about people behind their backs.\Why single us out?\It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this?\Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it! response:	Everyone hurts people,
context: We aren't the only ones who talk about people behind their backs.\Why single us out?\It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this?\Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it!\Everyone hurts people, response:	so you think you're allowed to hurt people?
context: Why single us out?\It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this?\Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it!\Everyone hurts people,\so you think you're allowed to hurt people? response:	Aren't you ashamed to say that?
context: It won't be just you two.\I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this?\Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it!\Everyone hurts people,\so you think you're allowed to hurt people?\Aren't you ashamed to say that? response:	No one in the world likes being badmouthed!
context: I'll give a piece of my mind to anyone I catch badmouthing someone else!\Why are you so gung-ho about this?\Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it!\Everyone hurts people,\so you think you're allowed to hurt people?\Aren't you ashamed to say that?\No one in the world likes being badmouthed! response:	What, so you never talk about anyone behind their back?
context: Why are you so gung-ho about this?\Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it!\Everyone hurts people,\so you think you're allowed to hurt people?\Aren't you ashamed to say that?\No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back? response:	No. If I want to say something, I say it to their face.
context: Everyone talks about people behind their backs.\I can't stand the excuse that everyone does it!\Everyone hurts people,\so you think you're allowed to hurt people?\Aren't you ashamed to say that?\No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face. response:	If I can't, I say nothing.
context: I can't stand the excuse that everyone does it!\Everyone hurts people,\so you think you're allowed to hurt people?\Aren't you ashamed to say that?\No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face.\If I can't, I say nothing. response:	You think that will keep people from talking about you?
context: Everyone hurts people,\so you think you're allowed to hurt people?\Aren't you ashamed to say that?\No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face.\If I can't, I say nothing.\You think that will keep people from talking about you? response:	No, I don't.
context: so you think you're allowed to hurt people?\Aren't you ashamed to say that?\No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face.\If I can't, I say nothing.\You think that will keep people from talking about you?\No, I don't. response:	I know as soon as I leave,
context: Aren't you ashamed to say that?\No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face.\If I can't, I say nothing.\You think that will keep people from talking about you?\No, I don't.\I know as soon as I leave, response:	you two will start griping about me.
context: No one in the world likes being badmouthed!\What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face.\If I can't, I say nothing.\You think that will keep people from talking about you?\No, I don't.\I know as soon as I leave,\you two will start griping about me. response:	Sorry.
context: What, so you never talk about anyone behind their back?\No. If I want to say something, I say it to their face.\If I can't, I say nothing.\You think that will keep people from talking about you?\No, I don't.\I know as soon as I leave,\you two will start griping about me.\Sorry. response:	It was mean of me to say it that way.
context: No. If I want to say something, I say it to their face.\If I can't, I say nothing.\You think that will keep people from talking about you?\No, I don't.\I know as soon as I leave,\you two will start griping about me.\Sorry.\It was mean of me to say it that way. response:	Huh? Er, s-sure...
context: If I can't, I say nothing.\You think that will keep people from talking about you?\No, I don't.\I know as soon as I leave,\you two will start griping about me.\Sorry.\It was mean of me to say it that way.\Huh? Er, s-sure... response:	I know people who don't badmouth others still get badmouthed.
context: You think that will keep people from talking about you?\No, I don't.\I know as soon as I leave,\you two will start griping about me.\Sorry.\It was mean of me to say it that way.\Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed. response:	In fact, they're probably the easiest to badmouth.
context: No, I don't.\I know as soon as I leave,\you two will start griping about me.\Sorry.\It was mean of me to say it that way.\Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth. response:	But I've made up my mind!
context: I know as soon as I leave,\you two will start griping about me.\Sorry.\It was mean of me to say it that way.\Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth.\But I've made up my mind! response:	It's just for my satisfaction, but...
context: you two will start griping about me.\Sorry.\It was mean of me to say it that way.\Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth.\But I've made up my mind!\It's just for my satisfaction, but... response:	Even if people say mean things about me, I won't do anything I'll regret!
context: Sorry.\It was mean of me to say it that way.\Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth.\But I've made up my mind!\It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret! response:	Are you... crying?
context: It was mean of me to say it that way.\Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth.\But I've made up my mind!\It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying? response:	Sorry, I've said what I wanted to say.
context: Huh? Er, s-sure...\I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth.\But I've made up my mind!\It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying?\Sorry, I've said what I wanted to say. response:	I'll go now.
context: I know people who don't badmouth others still get badmouthed.\In fact, they're probably the easiest to badmouth.\But I've made up my mind!\It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying?\Sorry, I've said what I wanted to say.\I'll go now. response:	I can't agree with what you said,
context: In fact, they're probably the easiest to badmouth.\But I've made up my mind!\It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying?\Sorry, I've said what I wanted to say.\I'll go now.\I can't agree with what you said, response:	but I am kinda impressed.
context: But I've made up my mind!\It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying?\Sorry, I've said what I wanted to say.\I'll go now.\I can't agree with what you said,\but I am kinda impressed. response:	Still, why would you say all that?
context: It's just for my satisfaction, but...\Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying?\Sorry, I've said what I wanted to say.\I'll go now.\I can't agree with what you said,\but I am kinda impressed.\Still, why would you say all that? response:	Because I promised...
context: Even if people say mean things about me, I won't do anything I'll regret!\Are you... crying?\Sorry, I've said what I wanted to say.\I'll go now.\I can't agree with what you said,\but I am kinda impressed.\Still, why would you say all that?\Because I promised... response:	I promised my sister.
context: Are you... crying?\Sorry, I've said what I wanted to say.\I'll go now.\I can't agree with what you said,\but I am kinda impressed.\Still, why would you say all that?\Because I promised...\I promised my sister. response:	Your sister?
context: Sorry, I've said what I wanted to say.\I'll go now.\I can't agree with what you said,\but I am kinda impressed.\Still, why would you say all that?\Because I promised...\I promised my sister.\Your sister? response:	Takanashi Hima
context: I'll go now.\I can't agree with what you said,\but I am kinda impressed.\Still, why would you say all that?\Because I promised...\I promised my sister.\Your sister?\Takanashi Hima response:	Ku...
context: I can't agree with what you said,\but I am kinda impressed.\Still, why would you say all that?\Because I promised...\I promised my sister.\Your sister?\Takanashi Hima\Ku... response:	Kusakabe...
context: but I am kinda impressed.\Still, why would you say all that?\Because I promised...\I promised my sister.\Your sister?\Takanashi Hima\Ku...\Kusakabe... response:	I'm sorry!
context: Still, why would you say all that?\Because I promised...\I promised my sister.\Your sister?\Takanashi Hima\Ku...\Kusakabe...\I'm sorry! response:	I, um...
context: Because I promised...\I promised my sister.\Your sister?\Takanashi Hima\Ku...\Kusakabe...\I'm sorry!\I, um... response:	The truth is, things about my demi nature still bother me,
context: I promised my sister.\Your sister?\Takanashi Hima\Ku...\Kusakabe...\I'm sorry!\I, um...\The truth is, things about my demi nature still bother me, response:	so I've always avoided contact with people.
context: Your sister?\Takanashi Hima\Ku...\Kusakabe...\I'm sorry!\I, um...\The truth is, things about my demi nature still bother me,\so I've always avoided contact with people. response:	If that gave you a bad impression,
context: Takanashi Hima\Ku...\Kusakabe...\I'm sorry!\I, um...\The truth is, things about my demi nature still bother me,\so I've always avoided contact with people.\If that gave you a bad impression, response:	well... I'm sorry.
context: Ku...\Kusakabe...\I'm sorry!\I, um...\The truth is, things about my demi nature still bother me,\so I've always avoided contact with people.\If that gave you a bad impression,\well... I'm sorry. response:	Why are you apologizing?
context: Kusakabe...\I'm sorry!\I, um...\The truth is, things about my demi nature still bother me,\so I've always avoided contact with people.\If that gave you a bad impression,\well... I'm sorry.\Why are you apologizing? response:	We're the ones who should...
context: I'm sorry!\I, um...\The truth is, things about my demi nature still bother me,\so I've always avoided contact with people.\If that gave you a bad impression,\well... I'm sorry.\Why are you apologizing?\We're the ones who should... response:	Sorry.
context: I, um...\The truth is, things about my demi nature still bother me,\so I've always avoided contact with people.\If that gave you a bad impression,\well... I'm sorry.\Why are you apologizing?\We're the ones who should...\Sorry. response:	Wha
context: The truth is, things about my demi nature still bother me,\so I've always avoided contact with people.\If that gave you a bad impression,\well... I'm sorry.\Why are you apologizing?\We're the ones who should...\Sorry.\Wha response:	The rain stopped.
context: so I've always avoided contact with people.\If that gave you a bad impression,\well... I'm sorry.\Why are you apologizing?\We're the ones who should...\Sorry.\Wha\The rain stopped. response:	You
context: If that gave you a bad impression,\well... I'm sorry.\Why are you apologizing?\We're the ones who should...\Sorry.\Wha\The rain stopped.\You response:	You hungry? I'll treat you to something.
context: well... I'm sorry.\Why are you apologizing?\We're the ones who should...\Sorry.\Wha\The rain stopped.\You\You hungry? I'll treat you to something. response:	Ow, ow, ow!
context: Why are you apologizing?\We're the ones who should...\Sorry.\Wha\The rain stopped.\You\You hungry? I'll treat you to something.\Ow, ow, ow! response:	It hurts when you rub my head where my hair's tied up!
context: We're the ones who should...\Sorry.\Wha\The rain stopped.\You\You hungry? I'll treat you to something.\Ow, ow, ow!\It hurts when you rub my head where my hair's tied up! response:	Sorry about that.
context: Sorry.\Wha\The rain stopped.\You\You hungry? I'll treat you to something.\Ow, ow, ow!\It hurts when you rub my head where my hair's tied up!\Sorry about that. response:	If you're gonna rub it, rub the back!
context: Wha\The rain stopped.\You\You hungry? I'll treat you to something.\Ow, ow, ow!\It hurts when you rub my head where my hair's tied up!\Sorry about that.\If you're gonna rub it, rub the back! response:	I'm home.
context: The rain stopped.\You\You hungry? I'll treat you to something.\Ow, ow, ow!\It hurts when you rub my head where my hair's tied up!\Sorry about that.\If you're gonna rub it, rub the back!\I'm home. response:	Huh?
context: You\You hungry? I'll treat you to something.\Ow, ow, ow!\It hurts when you rub my head where my hair's tied up!\Sorry about that.\If you're gonna rub it, rub the back!\I'm home.\Huh? response:	Don't ask.
context: You hungry? I'll treat you to something.\Ow, ow, ow!\It hurts when you rub my head where my hair's tied up!\Sorry about that.\If you're gonna rub it, rub the back!\I'm home.\Huh?\Don't ask. response:	Wh-Where'd this come from?
context: Ow, ow, ow!\It hurts when you rub my head where my hair's tied up!\Sorry about that.\If you're gonna rub it, rub the back!\I'm home.\Huh?\Don't ask.\Wh-Where'd this come from? response:	Don't ask.
context: It hurts when you rub my head where my hair's tied up!\Sorry about that.\If you're gonna rub it, rub the back!\I'm home.\Huh?\Don't ask.\Wh-Where'd this come from?\Don't ask. response:	Did something happen at school?
context: Sorry about that.\If you're gonna rub it, rub the back!\I'm home.\Huh?\Don't ask.\Wh-Where'd this come from?\Don't ask.\Did something happen at school? response:	No, I'm fine.
context: If you're gonna rub it, rub the back!\I'm home.\Huh?\Don't ask.\Wh-Where'd this come from?\Don't ask.\Did something happen at school?\No, I'm fine. response:	Interviews with Monster Girls
context: I'm home.\Huh?\Don't ask.\Wh-Where'd this come from?\Don't ask.\Did something happen at school?\No, I'm fine.\Interviews with Monster Girls response:	Audiovisual Room
context: Huh?\Don't ask.\Wh-Where'd this come from?\Don't ask.\Did something happen at school?\No, I'm fine.\Interviews with Monster Girls\Audiovisual Room response:	The thing is, a student came to talk to me recently...
context: Don't ask.\Wh-Where'd this come from?\Don't ask.\Did something happen at school?\No, I'm fine.\Interviews with Monster Girls\Audiovisual Room\The thing is, a student came to talk to me recently... response:	I had my own thoughts about it, so I called you all here.
context: Wh-Where'd this come from?\Don't ask.\Did something happen at school?\No, I'm fine.\Interviews with Monster Girls\Audiovisual Room\The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here. response:	Satou-sensei, too.
context: Don't ask.\Did something happen at school?\No, I'm fine.\Interviews with Monster Girls\Audiovisual Room\The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here.\Satou-sensei, too. response:	Someone talked to you? It wasn't me.
context: Did something happen at school?\No, I'm fine.\Interviews with Monster Girls\Audiovisual Room\The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here.\Satou-sensei, too.\Someone talked to you? It wasn't me. response:	Me, either.
context: No, I'm fine.\Interviews with Monster Girls\Audiovisual Room\The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here.\Satou-sensei, too.\Someone talked to you? It wasn't me.\Me, either. response:	Do you guys have no tact?
context: Interviews with Monster Girls\Audiovisual Room\The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here.\Satou-sensei, too.\Someone talked to you? It wasn't me.\Me, either.\Do you guys have no tact? response:	S-Sorry.
context: Audiovisual Room\The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here.\Satou-sensei, too.\Someone talked to you? It wasn't me.\Me, either.\Do you guys have no tact?\S-Sorry. response:	W-We couldn't help it! Only three of us are here!
context: The thing is, a student came to talk to me recently...\I had my own thoughts about it, so I called you all here.\Satou-sensei, too.\Someone talked to you? It wasn't me.\Me, either.\Do you guys have no tact?\S-Sorry.\W-We couldn't help it! Only three of us are here! response:	Anyway, I know there are many things demis might worry about now.
context: I had my own thoughts about it, so I called you all here.\Satou-sensei, too.\Someone talked to you? It wasn't me.\Me, either.\Do you guys have no tact?\S-Sorry.\W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now. response:	I'd like for you three to be able to help each other out.
context: Satou-sensei, too.\Someone talked to you? It wasn't me.\Me, either.\Do you guys have no tact?\S-Sorry.\W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out. response:	You three are the only demi students at this school.
context: Someone talked to you? It wasn't me.\Me, either.\Do you guys have no tact?\S-Sorry.\W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out.\You three are the only demi students at this school. response:	I'd like you to treasure that link among you.
context: Me, either.\Do you guys have no tact?\S-Sorry.\W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out.\You three are the only demi students at this school.\I'd like you to treasure that link among you. response:	If you can't confide in your friends, you can come to me or Satou-sensei.
context: Do you guys have no tact?\S-Sorry.\W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out.\You three are the only demi students at this school.\I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei. response:	In particular, Satou-sensei, is a demi, like you, as well as a woman.
context: S-Sorry.\W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out.\You three are the only demi students at this school.\I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman. response:	There's no one you can trust more.
context: W-We couldn't help it! Only three of us are here!\Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out.\You three are the only demi students at this school.\I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more. response:	I'd rather be the one seeking advice from
context: Anyway, I know there are many things demis might worry about now.\I'd like for you three to be able to help each other out.\You three are the only demi students at this school.\I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more.\I'd rather be the one seeking advice from response:	F-Feel free to talk to me anytime, too!
context: I'd like for you three to be able to help each other out.\You three are the only demi students at this school.\I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more.\I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too! response:	That's all I wanted to say.
context: You three are the only demi students at this school.\I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more.\I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too!\That's all I wanted to say. response:	I hope you're aware that getting together to discuss things like this is important.
context: I'd like you to treasure that link among you.\If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more.\I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too!\That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important. response:	Does anyone have anything they'd like to talk about right now?
context: If you can't confide in your friends, you can come to me or Satou-sensei.\In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more.\I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too!\That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now? response:	I guess you can't think of anything on the fly?
context: In particular, Satou-sensei, is a demi, like you, as well as a woman.\There's no one you can trust more.\I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too!\That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly? response:	That'll be all for today, then
context: There's no one you can trust more.\I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too!\That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly?\That'll be all for today, then response:	I haven't gotten a hug from you yet!
context: I'd rather be the one seeking advice from\F-Feel free to talk to me anytime, too!\That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly?\That'll be all for today, then\I haven't gotten a hug from you yet! response:	Huh?
context: F-Feel free to talk to me anytime, too!\That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly?\That'll be all for today, then\I haven't gotten a hug from you yet!\Huh? response:	Hug?
context: That's all I wanted to say.\I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly?\That'll be all for today, then\I haven't gotten a hug from you yet!\Huh?\Hug? response:	Hi-yah!
context: I hope you're aware that getting together to discuss things like this is important.\Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly?\That'll be all for today, then\I haven't gotten a hug from you yet!\Huh?\Hug?\Hi-yah! response:	Squeeze...
context: Does anyone have anything they'd like to talk about right now?\I guess you can't think of anything on the fly?\That'll be all for today, then\I haven't gotten a hug from you yet!\Huh?\Hug?\Hi-yah!\Squeeze... response:	Hee hee.
context: I guess you can't think of anything on the fly?\That'll be all for today, then\I haven't gotten a hug from you yet!\Huh?\Hug?\Hi-yah!\Squeeze...\Hee hee. response:	Ha ha... What?
context: That'll be all for today, then\I haven't gotten a hug from you yet!\Huh?\Hug?\Hi-yah!\Squeeze...\Hee hee.\Ha ha... What? response:	Hee hee hee!
context: I haven't gotten a hug from you yet!\Huh?\Hug?\Hi-yah!\Squeeze...\Hee hee.\Ha ha... What?\Hee hee hee! response:	Ha ha ha. Seriously, what?
context: Huh?\Hug?\Hi-yah!\Squeeze...\Hee hee.\Ha ha... What?\Hee hee hee!\Ha ha ha. Seriously, what? response:	C-Can I have one, too?
context: Hug?\Hi-yah!\Squeeze...\Hee hee.\Ha ha... What?\Hee hee hee!\Ha ha ha. Seriously, what?\C-Can I have one, too? response:	Huh?
context: Hi-yah!\Squeeze...\Hee hee.\Ha ha... What?\Hee hee hee!\Ha ha ha. Seriously, what?\C-Can I have one, too?\Huh? response:	Sure.
context: Squeeze...\Hee hee.\Ha ha... What?\Hee hee hee!\Ha ha ha. Seriously, what?\C-Can I have one, too?\Huh?\Sure. response:	Thank you.
context: Hee hee.\Ha ha... What?\Hee hee hee!\Ha ha ha. Seriously, what?\C-Can I have one, too?\Huh?\Sure.\Thank you. response:	No problem.
context: Ha ha... What?\Hee hee hee!\Ha ha ha. Seriously, what?\C-Can I have one, too?\Huh?\Sure.\Thank you.\No problem. response:	Good for you, Macchi!
