context: Mid-terms response:	Ranking Announcement
context: Modern Japanese\Now, then, Master Raku!\Would you mind showing me how to do this, next?\Modern Japanese? What about math?\I want to know how this lady feels, waiting for her husband's return in this chapter...\Well, let's see...\Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so... response:	Oh, my! That is correct, Master Raku!
context: Now, then, Master Raku!\Would you mind showing me how to do this, next?\Modern Japanese? What about math?\I want to know how this lady feels, waiting for her husband's return in this chapter...\Well, let's see...\Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku! response:	All right, on to the next problem!
context: Would you mind showing me how to do this, next?\Modern Japanese? What about math?\I want to know how this lady feels, waiting for her husband's return in this chapter...\Well, let's see...\Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku!\All right, on to the next problem! response:	What is the correct answer you should give
context: Modern Japanese? What about math?\I want to know how this lady feels, waiting for her husband's return in this chapter...\Well, let's see...\Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku!\All right, on to the next problem!\What is the correct answer you should give response:	to a courageous girl who's cared for her beloved for ten years?
context: I want to know how this lady feels, waiting for her husband's return in this chapter...\Well, let's see...\Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku!\All right, on to the next problem!\What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years? response:	Yes or yes?
context: Well, let's see...\Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku!\All right, on to the next problem!\What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years?\Yes or yes? response:	Study, for God's sake!
context: Here, she's... See, she's not just waiting.\She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku!\All right, on to the next problem!\What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years?\Yes or yes?\Study, for God's sake! response:	Wait... Oh, crap.
context: She's about to go off and see him herself, so...\Oh, my! That is correct, Master Raku!\All right, on to the next problem!\What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years?\Yes or yes?\Study, for God's sake!\Wait... Oh, crap. response:	How do you solve this problem again?
context: Oh, my! That is correct, Master Raku!\All right, on to the next problem!\What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years?\Yes or yes?\Study, for God's sake!\Wait... Oh, crap.\How do you solve this problem again? response:	If the tutor himself doesn't get it, how helpful is that?
context: All right, on to the next problem!\What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years?\Yes or yes?\Study, for God's sake!\Wait... Oh, crap.\How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that? response:	No way around it, then.
context: What is the correct answer you should give\to a courageous girl who's cared for her beloved for ten years?\Yes or yes?\Study, for God's sake!\Wait... Oh, crap.\How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that?\No way around it, then. response:	Where? Let me see it.
context: to a courageous girl who's cared for her beloved for ten years?\Yes or yes?\Study, for God's sake!\Wait... Oh, crap.\How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that?\No way around it, then.\Where? Let me see it. response:	Right. It's this problem.
context: Yes or yes?\Study, for God's sake!\Wait... Oh, crap.\How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that?\No way around it, then.\Where? Let me see it.\Right. It's this problem. response:	You can't just use a formula like you normally would...
context: Study, for God's sake!\Wait... Oh, crap.\How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that?\No way around it, then.\Where? Let me see it.\Right. It's this problem.\You can't just use a formula like you normally would... response:	Hey, would you stop interfering?
context: Wait... Oh, crap.\How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that?\No way around it, then.\Where? Let me see it.\Right. It's this problem.\You can't just use a formula like you normally would...\Hey, would you stop interfering? response:	My, my, did you say interfere?
context: How do you solve this problem again?\If the tutor himself doesn't get it, how helpful is that?\No way around it, then.\Where? Let me see it.\Right. It's this problem.\You can't just use a formula like you normally would...\Hey, would you stop interfering?\My, my, did you say interfere? response:	By that do you mean to interfere your studying?
context: If the tutor himself doesn't get it, how helpful is that?\No way around it, then.\Where? Let me see it.\Right. It's this problem.\You can't just use a formula like you normally would...\Hey, would you stop interfering?\My, my, did you say interfere?\By that do you mean to interfere your studying? response:	Or a world where only you two exist?
context: No way around it, then.\Where? Let me see it.\Right. It's this problem.\You can't just use a formula like you normally would...\Hey, would you stop interfering?\My, my, did you say interfere?\By that do you mean to interfere your studying?\Or a world where only you two exist? response:	If the latter, I have every intention of hindering you as much as I can.
context: Where? Let me see it.\Right. It's this problem.\You can't just use a formula like you normally would...\Hey, would you stop interfering?\My, my, did you say interfere?\By that do you mean to interfere your studying?\Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can. response:	Look, you... are you at all motivated to study?
context: Right. It's this problem.\You can't just use a formula like you normally would...\Hey, would you stop interfering?\My, my, did you say interfere?\By that do you mean to interfere your studying?\Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study? response:	If you don't shape up, you really will repeat a grade!
context: You can't just use a formula like you normally would...\Hey, would you stop interfering?\My, my, did you say interfere?\By that do you mean to interfere your studying?\Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade! response:	Well, it's not that I'm not motivated.
context: Hey, would you stop interfering?\My, my, did you say interfere?\By that do you mean to interfere your studying?\Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated. response:	I simply can't do what I cannot do.
context: My, my, did you say interfere?\By that do you mean to interfere your studying?\Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated.\I simply can't do what I cannot do. response:	Well, then, how did you get into our high school?
context: By that do you mean to interfere your studying?\Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated.\I simply can't do what I cannot do.\Well, then, how did you get into our high school? response:	Don't tell me you got in through the backdoor?
context: Or a world where only you two exist?\If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated.\I simply can't do what I cannot do.\Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor? response:	A-Are you serious?!
context: If the latter, I have every intention of hindering you as much as I can.\Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated.\I simply can't do what I cannot do.\Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor?\A-Are you serious?! response:	Well, I'm only joking about that,
context: Look, you... are you at all motivated to study?\If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated.\I simply can't do what I cannot do.\Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor?\A-Are you serious?!\Well, I'm only joking about that, response:	but the day before the entrance exam, I pulled an all-nighter.
context: If you don't shape up, you really will repeat a grade!\Well, it's not that I'm not motivated.\I simply can't do what I cannot do.\Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor?\A-Are you serious?!\Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter. response:	And thanks to that, I barely passed.
context: Well, it's not that I'm not motivated.\I simply can't do what I cannot do.\Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor?\A-Are you serious?!\Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed. response:	An all-nighter, huh?
context: I simply can't do what I cannot do.\Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor?\A-Are you serious?!\Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed.\An all-nighter, huh? response:	Hey, wouldn't you say that in your case,
context: Well, then, how did you get into our high school?\Don't tell me you got in through the backdoor?\A-Are you serious?!\Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed.\An all-nighter, huh?\Hey, wouldn't you say that in your case, response:	it's not a matter of you not being a good student...
context: Don't tell me you got in through the backdoor?\A-Are you serious?!\Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed.\An all-nighter, huh?\Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student... response:	I mean, it seems to me that you'd start getting good grades if you really hit the books.
context: A-Are you serious?!\Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed.\An all-nighter, huh?\Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books. response:	You really think so?
context: Well, I'm only joking about that,\but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed.\An all-nighter, huh?\Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so? response:	Give it all you've got!
context: but the day before the entrance exam, I pulled an all-nighter.\And thanks to that, I barely passed.\An all-nighter, huh?\Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so?\Give it all you've got! response:	I'll do what I can to help you.
context: And thanks to that, I barely passed.\An all-nighter, huh?\Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so?\Give it all you've got!\I'll do what I can to help you. response:	You don't want to get held back, do you?
context: An all-nighter, huh?\Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so?\Give it all you've got!\I'll do what I can to help you.\You don't want to get held back, do you? response:	Oh, Master Raku!
context: Hey, wouldn't you say that in your case,\it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so?\Give it all you've got!\I'll do what I can to help you.\You don't want to get held back, do you?\Oh, Master Raku! response:	In other words, you'll miss me if you can't get promoted with me, right?
context: it's not a matter of you not being a good student...\I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so?\Give it all you've got!\I'll do what I can to help you.\You don't want to get held back, do you?\Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right? response:	I'm going to do my best! That makes me so happy!
context: I mean, it seems to me that you'd start getting good grades if you really hit the books.\You really think so?\Give it all you've got!\I'll do what I can to help you.\You don't want to get held back, do you?\Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy! response:	Well, you're not wrong about that, but you sure took it in a positive way!
context: You really think so?\Give it all you've got!\I'll do what I can to help you.\You don't want to get held back, do you?\Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way! response:	But for some reason, having you tutor me like this reminds me of those days 10 years ago.
context: Give it all you've got!\I'll do what I can to help you.\You don't want to get held back, do you?\Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago. response:	Wait, so you helped her with her schoolwork?
context: I'll do what I can to help you.\You don't want to get held back, do you?\Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork? response:	No... after all, I was only in kindergarten.
context: You don't want to get held back, do you?\Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten. response:	Master Raku taught me so many things.
context: Oh, Master Raku!\In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten.\Master Raku taught me so many things. response:	Games that I could enjoy even if I was alone.
context: In other words, you'll miss me if you can't get promoted with me, right?\I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten.\Master Raku taught me so many things.\Games that I could enjoy even if I was alone. response:	What was going on at kindergarten...
context: I'm going to do my best! That makes me so happy!\Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten.\Master Raku taught me so many things.\Games that I could enjoy even if I was alone.\What was going on at kindergarten... response:	he'd teach me the songs and talk about his friends.
context: Well, you're not wrong about that, but you sure took it in a positive way!\But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten.\Master Raku taught me so many things.\Games that I could enjoy even if I was alone.\What was going on at kindergarten...\he'd teach me the songs and talk about his friends. response:	It really brings back memories.
context: But for some reason, having you tutor me like this reminds me of those days 10 years ago.\Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten.\Master Raku taught me so many things.\Games that I could enjoy even if I was alone.\What was going on at kindergarten...\he'd teach me the songs and talk about his friends.\It really brings back memories. response:	Not cool, not cool... I totally nodded off.
context: Wait, so you helped her with her schoolwork?\No... after all, I was only in kindergarten.\Master Raku taught me so many things.\Games that I could enjoy even if I was alone.\What was going on at kindergarten...\he'd teach me the songs and talk about his friends.\It really brings back memories.\Not cool, not cool... I totally nodded off. response:	They're both asleep, for crying out loud!
context: No... after all, I was only in kindergarten.\Master Raku taught me so many things.\Games that I could enjoy even if I was alone.\What was going on at kindergarten...\he'd teach me the songs and talk about his friends.\It really brings back memories.\Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud! response:	Well, but I can't really blame them.
context: Master Raku taught me so many things.\Games that I could enjoy even if I was alone.\What was going on at kindergarten...\he'd teach me the songs and talk about his friends.\It really brings back memories.\Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud!\Well, but I can't really blame them. response:	I mean, it's the dead of night...
context: Games that I could enjoy even if I was alone.\What was going on at kindergarten...\he'd teach me the songs and talk about his friends.\It really brings back memories.\Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud!\Well, but I can't really blame them.\I mean, it's the dead of night... response:	Rakkun...
context: What was going on at kindergarten...\he'd teach me the songs and talk about his friends.\It really brings back memories.\Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud!\Well, but I can't really blame them.\I mean, it's the dead of night...\Rakkun... response:	Rakkun, I adore you...
context: he'd teach me the songs and talk about his friends.\It really brings back memories.\Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud!\Well, but I can't really blame them.\I mean, it's the dead of night...\Rakkun...\Rakkun, I adore you... response:	Seriously, I don't know what it is that she sees in me.
context: It really brings back memories.\Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud!\Well, but I can't really blame them.\I mean, it's the dead of night...\Rakkun...\Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me. response:	She's a pretty weird girl, but she's a good kid.
context: Not cool, not cool... I totally nodded off.\They're both asleep, for crying out loud!\Well, but I can't really blame them.\I mean, it's the dead of night...\Rakkun...\Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid. response:	She's hot and popular with the guys.
context: They're both asleep, for crying out loud!\Well, but I can't really blame them.\I mean, it's the dead of night...\Rakkun...\Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys. response:	I'm sure she could have anyone she wanted.
context: Well, but I can't really blame them.\I mean, it's the dead of night...\Rakkun...\Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys.\I'm sure she could have anyone she wanted. response:	Being told I love you by someone...
context: I mean, it's the dead of night...\Rakkun...\Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys.\I'm sure she could have anyone she wanted.\Being told I love you by someone... response:	I don't know...
context: Rakkun...\Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys.\I'm sure she could have anyone she wanted.\Being told I love you by someone...\I don't know... response:	It feels so strange.
context: Rakkun, I adore you...\Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys.\I'm sure she could have anyone she wanted.\Being told I love you by someone...\I don't know...\It feels so strange. response:	Ohhh, Rakkun!
context: Seriously, I don't know what it is that she sees in me.\She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys.\I'm sure she could have anyone she wanted.\Being told I love you by someone...\I don't know...\It feels so strange.\Ohhh, Rakkun! response:	That's your biggest fault!
context: She's a pretty weird girl, but she's a good kid.\She's hot and popular with the guys.\I'm sure she could have anyone she wanted.\Being told I love you by someone...\I don't know...\It feels so strange.\Ohhh, Rakkun!\That's your biggest fault! response:	Oh, but as long as you're okay with it, Rakkun...
context: She's hot and popular with the guys.\I'm sure she could have anyone she wanted.\Being told I love you by someone...\I don't know...\It feels so strange.\Ohhh, Rakkun!\That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun... response:	I'll...
context: I'm sure she could have anyone she wanted.\Being told I love you by someone...\I don't know...\It feels so strange.\Ohhh, Rakkun!\That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun...\I'll... response:	Look, you - I know you're totally awake.
context: Being told I love you by someone...\I don't know...\It feels so strange.\Ohhh, Rakkun!\That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun...\I'll...\Look, you - I know you're totally awake. response:	If you have time to mess around like that, just go to sleep!
context: I don't know...\It feels so strange.\Ohhh, Rakkun!\That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun...\I'll...\Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep! response:	I'll work hard! I'll work hard, all right?
context: It feels so strange.\Ohhh, Rakkun!\That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun...\I'll...\Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right? response:	Seriously...
context: Ohhh, Rakkun!\That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun...\I'll...\Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right?\Seriously... response:	This isn't good.
context: That's your biggest fault!\Oh, but as long as you're okay with it, Rakkun...\I'll...\Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right?\Seriously...\This isn't good. response:	I completely dozed off.
context: Oh, but as long as you're okay with it, Rakkun...\I'll...\Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right?\Seriously...\This isn't good.\I completely dozed off. response:	Master Raku is very sweet, after all.
context: I'll...\Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right?\Seriously...\This isn't good.\I completely dozed off.\Master Raku is very sweet, after all. response:	So very warm...
context: Look, you - I know you're totally awake.\If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right?\Seriously...\This isn't good.\I completely dozed off.\Master Raku is very sweet, after all.\So very warm... response:	Take Note!!
context: If you have time to mess around like that, just go to sleep!\I'll work hard! I'll work hard, all right?\Seriously...\This isn't good.\I completely dozed off.\Master Raku is very sweet, after all.\So very warm...\Take Note!! response:	I really...
context: I'll work hard! I'll work hard, all right?\Seriously...\This isn't good.\I completely dozed off.\Master Raku is very sweet, after all.\So very warm...\Take Note!!\I really... response:	I suppose pulling an all-nighter can only take me so far.
context: Seriously...\This isn't good.\I completely dozed off.\Master Raku is very sweet, after all.\So very warm...\Take Note!!\I really...\I suppose pulling an all-nighter can only take me so far. response:	This really looks quite difficult.
context: This isn't good.\I completely dozed off.\Master Raku is very sweet, after all.\So very warm...\Take Note!!\I really...\I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult. response:	But this is the problem that I did with Master Raku.
context: I completely dozed off.\Master Raku is very sweet, after all.\So very warm...\Take Note!!\I really...\I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult.\But this is the problem that I did with Master Raku. response:	So's this one...
context: Master Raku is very sweet, after all.\So very warm...\Take Note!!\I really...\I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult.\But this is the problem that I did with Master Raku.\So's this one... response:	and this one!
context: So very warm...\Take Note!!\I really...\I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult.\But this is the problem that I did with Master Raku.\So's this one...\and this one! response:	Oh, my! This is wonderful!
context: Take Note!!\I really...\I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult.\But this is the problem that I did with Master Raku.\So's this one...\and this one!\Oh, my! This is wonderful! response:	If I add up the answers that I'm sure I got right, it comes out to 40 exactly!
context: I really...\I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult.\But this is the problem that I did with Master Raku.\So's this one...\and this one!\Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly! response:	Now I won't have to re-take the exam.
context: I suppose pulling an all-nighter can only take me so far.\This really looks quite difficult.\But this is the problem that I did with Master Raku.\So's this one...\and this one!\Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam. response:	Oh, man, a 38?
context: This really looks quite difficult.\But this is the problem that I did with Master Raku.\So's this one...\and this one!\Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam.\Oh, man, a 38? response:	You came so close, huh, Tachibana?
context: But this is the problem that I did with Master Raku.\So's this one...\and this one!\Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam.\Oh, man, a 38?\You came so close, huh, Tachibana? response:	It's too bad, but you're gonna have to re-take the test, huh?
context: So's this one...\and this one!\Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam.\Oh, man, a 38?\You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh? response:	Well, but considering you got a zero on your last math test, I'd say you did real good.
context: and this one!\Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam.\Oh, man, a 38?\You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good. response:	Is that right?
context: Oh, my! This is wonderful!\If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam.\Oh, man, a 38?\You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right? response:	Huh?
context: If I add up the answers that I'm sure I got right, it comes out to 40 exactly!\Now I won't have to re-take the exam.\Oh, man, a 38?\You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right?\Huh? response:	Looks like she re-wrote this answer here.
context: Now I won't have to re-take the exam.\Oh, man, a 38?\You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right?\Huh?\Looks like she re-wrote this answer here. response:	And she got it right the first time.
context: Oh, man, a 38?\You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right?\Huh?\Looks like she re-wrote this answer here.\And she got it right the first time. response:	Hey, Master Raku!
context: You came so close, huh, Tachibana?\It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right?\Huh?\Looks like she re-wrote this answer here.\And she got it right the first time.\Hey, Master Raku! response:	Unfortunately, it looks like I'll have to re-take the exam,
context: It's too bad, but you're gonna have to re-take the test, huh?\Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right?\Huh?\Looks like she re-wrote this answer here.\And she got it right the first time.\Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam, response:	so please tutor me again, will you?
context: Well, but considering you got a zero on your last math test, I'd say you did real good.\Is that right?\Huh?\Looks like she re-wrote this answer here.\And she got it right the first time.\Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you? response:	Look, you! At least try to study on your own a little!
context: Is that right?\Huh?\Looks like she re-wrote this answer here.\And she got it right the first time.\Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you?\Look, you! At least try to study on your own a little! response:	Well, you're asking for the impossible.
context: Huh?\Looks like she re-wrote this answer here.\And she got it right the first time.\Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you?\Look, you! At least try to study on your own a little!\Well, you're asking for the impossible. response:	Oh, jeez...
context: Looks like she re-wrote this answer here.\And she got it right the first time.\Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you?\Look, you! At least try to study on your own a little!\Well, you're asking for the impossible.\Oh, jeez... response:	Are you all right? Young Mistress...
context: And she got it right the first time.\Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you?\Look, you! At least try to study on your own a little!\Well, you're asking for the impossible.\Oh, jeez...\Are you all right? Young Mistress... response:	Studying all night... you're pushing yourself too hard.
context: Hey, Master Raku!\Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you?\Look, you! At least try to study on your own a little!\Well, you're asking for the impossible.\Oh, jeez...\Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard. response:	If it takes too great a toll on you...
context: Unfortunately, it looks like I'll have to re-take the exam,\so please tutor me again, will you?\Look, you! At least try to study on your own a little!\Well, you're asking for the impossible.\Oh, jeez...\Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you... response:	Don't worry.
context: so please tutor me again, will you?\Look, you! At least try to study on your own a little!\Well, you're asking for the impossible.\Oh, jeez...\Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you...\Don't worry. response:	It's nothing I can't handle.
context: Look, you! At least try to study on your own a little!\Well, you're asking for the impossible.\Oh, jeez...\Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you...\Don't worry.\It's nothing I can't handle. response:	It happened during that Culture Festival as well.
context: Well, you're asking for the impossible.\Oh, jeez...\Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you...\Don't worry.\It's nothing I can't handle.\It happened during that Culture Festival as well. response:	You've been pushing yourself too hard lately.
context: Oh, jeez...\Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you...\Don't worry.\It's nothing I can't handle.\It happened during that Culture Festival as well.\You've been pushing yourself too hard lately. response:	You don't have to tell me. I know that myself.
context: Are you all right? Young Mistress...\Studying all night... you're pushing yourself too hard.\If it takes too great a toll on you...\Don't worry.\It's nothing I can't handle.\It happened during that Culture Festival as well.\You've been pushing yourself too hard lately.\You don't have to tell me. I know that myself. response:	Rather than as your bodyguard,
