context: Ashirogi Muto response:	Ashirogi Muto
context: I think so, anyhow. But those two have some amazing motivation and talent.\There are those who have all that and get serialized but don't do well, though.\Lots of authors who have ambition and talent still can't make it.\Being serialized means taking down one popular manga\and stealing their spot.\That's not easy.\I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down. response:	Miura.
context: There are those who have all that and get serialized but don't do well, though.\Lots of authors who have ambition and talent still can't make it.\Being serialized means taking down one popular manga\and stealing their spot.\That's not easy.\I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down.\Miura. response:	The judging meeting is over.
context: Lots of authors who have ambition and talent still can't make it.\Being serialized means taking down one popular manga\and stealing their spot.\That's not easy.\I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down.\Miura.\The judging meeting is over. response:	Here are the ballots.
context: Being serialized means taking down one popular manga\and stealing their spot.\That's not easy.\I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down.\Miura.\The judging meeting is over.\Here are the ballots. response:	Ah, thank you very much.
context: and stealing their spot.\That's not easy.\I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down.\Miura.\The judging meeting is over.\Here are the ballots.\Ah, thank you very much. response:	Future Watch had a decisive lead.
context: That's not easy.\I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down.\Miura.\The judging meeting is over.\Here are the ballots.\Ah, thank you very much.\Future Watch had a decisive lead. response:	Yoshida-san.
context: I'll study! Starting now I'll shut up and listen!\It's okay, Niizuma-kun, sit down.\Miura.\The judging meeting is over.\Here are the ballots.\Ah, thank you very much.\Future Watch had a decisive lead.\Yoshida-san. response:	Please don't tell Ashirogi-kun about these results, until after the serialization meeting.
context: It's okay, Niizuma-kun, sit down.\Miura.\The judging meeting is over.\Here are the ballots.\Ah, thank you very much.\Future Watch had a decisive lead.\Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting. response:	All right.
context: Miura.\The judging meeting is over.\Here are the ballots.\Ah, thank you very much.\Future Watch had a decisive lead.\Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right. response:	Yes, this is Takagi.
context: The judging meeting is over.\Here are the ballots.\Ah, thank you very much.\Future Watch had a decisive lead.\Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right.\Yes, this is Takagi. response:	Yes... Yes... I understand.
context: Here are the ballots.\Ah, thank you very much.\Future Watch had a decisive lead.\Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right.\Yes, this is Takagi.\Yes... Yes... I understand. response:	He won't tell us the Monthly Award judging results until after the serialization meeting.
context: Ah, thank you very much.\Future Watch had a decisive lead.\Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right.\Yes, this is Takagi.\Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting. response:	He wants us to concentrate on the serialization names right now.
context: Future Watch had a decisive lead.\Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right.\Yes, this is Takagi.\Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now. response:	I guess the results were good, then.
context: Yoshida-san.\Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right.\Yes, this is Takagi.\Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now.\I guess the results were good, then. response:	Miura-san really wants us to go with HITMAN10 , so he's hiding it.
context: Please don't tell Ashirogi-kun about these results, until after the serialization meeting.\All right.\Yes, this is Takagi.\Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now.\I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it. response:	If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.
context: All right.\Yes, this is Takagi.\Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now.\I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10. response:	Guess so.
context: Yes, this is Takagi.\Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now.\I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so. response:	We've still got half an hour to the ceremony.
context: Yes... Yes... I understand.\He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now.\I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so.\We've still got half an hour to the ceremony. response:	You guys didn't even come to the college orientation, right?
context: He won't tell us the Monthly Award judging results until after the serialization meeting.\He wants us to concentrate on the serialization names right now.\I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so.\We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right? response:	You've got a lot to see. That way you can enjoy college life.
context: He wants us to concentrate on the serialization names right now.\I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so.\We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life. response:	Yeah. I'm glad we got here early!
context: I guess the results were good, then.\Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so.\We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early! response:	They sure are nice...
context: Miura-san really wants us to go with HITMAN10 , so he's hiding it.\If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so.\We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early!\They sure are nice... response:	Yeah, nice...
context: If it did badly, he'd gladly let us know our only choice was to go for serialization with HITMAN10.\Guess so.\We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early!\They sure are nice...\Yeah, nice... response:	You two... And I thought your shyness was cute, Mashiro...
context: Guess so.\We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early!\They sure are nice...\Yeah, nice...\You two... And I thought your shyness was cute, Mashiro... response:	What's nice is nice.
context: We've still got half an hour to the ceremony.\You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early!\They sure are nice...\Yeah, nice...\You two... And I thought your shyness was cute, Mashiro...\What's nice is nice. response:	Aw, geez...
context: You guys didn't even come to the college orientation, right?\You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early!\They sure are nice...\Yeah, nice...\You two... And I thought your shyness was cute, Mashiro...\What's nice is nice.\Aw, geez... response:	I'm gonna take a walk around campus, okay?
context: You've got a lot to see. That way you can enjoy college life.\Yeah. I'm glad we got here early!\They sure are nice...\Yeah, nice...\You two... And I thought your shyness was cute, Mashiro...\What's nice is nice.\Aw, geez...\I'm gonna take a walk around campus, okay? response:	Have a good time.
context: Yeah. I'm glad we got here early!\They sure are nice...\Yeah, nice...\You two... And I thought your shyness was cute, Mashiro...\What's nice is nice.\Aw, geez...\I'm gonna take a walk around campus, okay?\Have a good time. response:	I guess this is youth.
context: They sure are nice...\Yeah, nice...\You two... And I thought your shyness was cute, Mashiro...\What's nice is nice.\Aw, geez...\I'm gonna take a walk around campus, okay?\Have a good time.\I guess this is youth. response:	That it is.
context: Yeah, nice...\You two... And I thought your shyness was cute, Mashiro...\What's nice is nice.\Aw, geez...\I'm gonna take a walk around campus, okay?\Have a good time.\I guess this is youth.\That it is. response:	Going to college and studying like your life depends on it is also part of youth.
context: You two... And I thought your shyness was cute, Mashiro...\What's nice is nice.\Aw, geez...\I'm gonna take a walk around campus, okay?\Have a good time.\I guess this is youth.\That it is.\Going to college and studying like your life depends on it is also part of youth. response:	Getting into circles and chatting with everyone is part of youth as well.
context: What's nice is nice.\Aw, geez...\I'm gonna take a walk around campus, okay?\Have a good time.\I guess this is youth.\That it is.\Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well. response:	Our youth has been devoted to manga, though.
context: Aw, geez...\I'm gonna take a walk around campus, okay?\Have a good time.\I guess this is youth.\That it is.\Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though. response:	You're making it sound too cool.
context: I'm gonna take a walk around campus, okay?\Have a good time.\I guess this is youth.\That it is.\Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though.\You're making it sound too cool. response:	Takagi! Mashiro!
context: Have a good time.\I guess this is youth.\That it is.\Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though.\You're making it sound too cool.\Takagi! Mashiro! response:	Geez, look over here!
context: I guess this is youth.\That it is.\Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though.\You're making it sound too cool.\Takagi! Mashiro!\Geez, look over here! response:	Where's the fire? We were talking about youth.
context: That it is.\Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though.\You're making it sound too cool.\Takagi! Mashiro!\Geez, look over here!\Where's the fire? We were talking about youth. response:	Come here a minute, there's something incredible!
context: Going to college and studying like your life depends on it is also part of youth.\Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though.\You're making it sound too cool.\Takagi! Mashiro!\Geez, look over here!\Where's the fire? We were talking about youth.\Come here a minute, there's something incredible! response:	Something incredible?
context: Getting into circles and chatting with everyone is part of youth as well.\Our youth has been devoted to manga, though.\You're making it sound too cool.\Takagi! Mashiro!\Geez, look over here!\Where's the fire? We were talking about youth.\Come here a minute, there's something incredible!\Something incredible? response:	Look!
context: Our youth has been devoted to manga, though.\You're making it sound too cool.\Takagi! Mashiro!\Geez, look over here!\Where's the fire? We were talking about youth.\Come here a minute, there's something incredible!\Something incredible?\Look! response:	They have a manga club.
context: You're making it sound too cool.\Takagi! Mashiro!\Geez, look over here!\Where's the fire? We were talking about youth.\Come here a minute, there's something incredible!\Something incredible?\Look!\They have a manga club. response:	It's got nothing to do with us.
context: Takagi! Mashiro!\Geez, look over here!\Where's the fire? We were talking about youth.\Come here a minute, there's something incredible!\Something incredible?\Look!\They have a manga club.\It's got nothing to do with us. response:	That's what I thought at first, but...
context: Geez, look over here!\Where's the fire? We were talking about youth.\Come here a minute, there's something incredible!\Something incredible?\Look!\They have a manga club.\It's got nothing to do with us.\That's what I thought at first, but... response:	This really sucks, man...
context: Where's the fire? We were talking about youth.\Come here a minute, there's something incredible!\Something incredible?\Look!\They have a manga club.\It's got nothing to do with us.\That's what I thought at first, but...\This really sucks, man... response:	From the perspective of a pro like me,
context: Come here a minute, there's something incredible!\Something incredible?\Look!\They have a manga club.\It's got nothing to do with us.\That's what I thought at first, but...\This really sucks, man...\From the perspective of a pro like me, response:	it looks like you can only draw one picture.
context: Something incredible?\Look!\They have a manga club.\It's got nothing to do with us.\That's what I thought at first, but...\This really sucks, man...\From the perspective of a pro like me,\it looks like you can only draw one picture. response:	Eh, you're a pro?!
context: Look!\They have a manga club.\It's got nothing to do with us.\That's what I thought at first, but...\This really sucks, man...\From the perspective of a pro like me,\it looks like you can only draw one picture.\Eh, you're a pro?! response:	This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.
context: They have a manga club.\It's got nothing to do with us.\That's what I thought at first, but...\This really sucks, man...\From the perspective of a pro like me,\it looks like you can only draw one picture.\Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys. response:	I'm serialized in a magazine called Charakira Comic. See?
context: It's got nothing to do with us.\That's what I thought at first, but...\This really sucks, man...\From the perspective of a pro like me,\it looks like you can only draw one picture.\Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See? response:	Ishizawa!
context: That's what I thought at first, but...\This really sucks, man...\From the perspective of a pro like me,\it looks like you can only draw one picture.\Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See?\Ishizawa! response:	Awe man!
context: This really sucks, man...\From the perspective of a pro like me,\it looks like you can only draw one picture.\Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See?\Ishizawa!\Awe man! response:	Aww man! I can't believe that guy came to this college, too!
context: From the perspective of a pro like me,\it looks like you can only draw one picture.\Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See?\Ishizawa!\Awe man!\Aww man! I can't believe that guy came to this college, too! response:	Did he just say he's a pro?!
context: it looks like you can only draw one picture.\Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See?\Ishizawa!\Awe man!\Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?! response:	I've never heard of Charakira Comic, but he's a pro?!
context: Eh, you're a pro?!\This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See?\Ishizawa!\Awe man!\Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?! response:	I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack
context: This is a parody of CoroCoro Comic, a monthly Shogakukan manga magazine aimed at elementary school aged boys.\I'm serialized in a magazine called Charakira Comic. See?\Ishizawa!\Awe man!\Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack response:	and we're still in touch.
context: I'm serialized in a magazine called Charakira Comic. See?\Ishizawa!\Awe man!\Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch. response:	Awesome!
context: Ishizawa!\Awe man!\Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch.\Awesome! response:	I used to give them advice all the time when we were in middle school.
context: Awe man!\Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch.\Awesome!\I used to give them advice all the time when we were in middle school. response:	Actually...
context: Aww man! I can't believe that guy came to this college, too!\Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch.\Awesome!\I used to give them advice all the time when we were in middle school.\Actually... response:	He certainly did give us advice.
context: Did he just say he's a pro?!\I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch.\Awesome!\I used to give them advice all the time when we were in middle school.\Actually...\He certainly did give us advice. response:	All he did was harass you, didn't he?
context: I've never heard of Charakira Comic, but he's a pro?!\I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch.\Awesome!\I used to give them advice all the time when we were in middle school.\Actually...\He certainly did give us advice.\All he did was harass you, didn't he? response:	Anyhow, I think we should avoid meeting him directly.
context: I was in the same class as Ashirogi Muto, the authors who did Gitantei TRAP in Jack\and we're still in touch.\Awesome!\I used to give them advice all the time when we were in middle school.\Actually...\He certainly did give us advice.\All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly. response:	But he drew while going to high school, too.
context: and we're still in touch.\Awesome!\I used to give them advice all the time when we were in middle school.\Actually...\He certainly did give us advice.\All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too. response:	Now that you mention it, after he got punched by you, Takagi,
context: Awesome!\I used to give them advice all the time when we were in middle school.\Actually...\He certainly did give us advice.\All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi, response:	he said I swear I'll beat you! through tears.
context: I used to give them advice all the time when we were in middle school.\Actually...\He certainly did give us advice.\All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears. response:	Ishizawa got serialized because of me?
context: Actually...\He certainly did give us advice.\All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me? response:	Damnit! Like hell I'm losing to him!
context: He certainly did give us advice.\All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him! response:	Okay, nothing left to fix. We can definitely send this into the meeting now.
context: All he did was harass you, didn't he?\Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now. response:	Thank you very much!
context: Anyhow, I think we should avoid meeting him directly.\But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much! response:	So you changed the title?
context: But he drew while going to high school, too.\Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much!\So you changed the title? response:	It's okay. I know the editorial department has an eye for quality.
context: Now that you mention it, after he got punched by you, Takagi,\he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much!\So you changed the title?\It's okay. I know the editorial department has an eye for quality. response:	Yeah, TEN is a better name than HITMEN.
context: he said I swear I'll beat you! through tears.\Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much!\So you changed the title?\It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN. response:	They'll judge Future Watch to be better.
context: Ishizawa got serialized because of me?\Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much!\So you changed the title?\It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better. response:	Sorry Saikou, but since we've come this far, I want to get serialized.
context: Damnit! Like hell I'm losing to him!\Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much!\So you changed the title?\It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized. response:	Huh? Isn't it obviously better if you get serialized?
context: Okay, nothing left to fix. We can definitely send this into the meeting now.\Thank you very much!\So you changed the title?\It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized? response:	The one we really want to get serialized is Future Watch.
context: Thank you very much!\So you changed the title?\It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch. response:	But we also did all we could on TEN.
context: So you changed the title?\It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch.\But we also did all we could on TEN. response:	So it would be frustrating if it got rejected at the meeting.
context: It's okay. I know the editorial department has an eye for quality.\Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch.\But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting. response:	I understand the desire to get it decided faster so we can get serialized, but...
context: Yeah, TEN is a better name than HITMEN.\They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch.\But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but... response:	But?
context: They'll judge Future Watch to be better.\Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch.\But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but...\But? response:	As long as we have Future Watch,
context: Sorry Saikou, but since we've come this far, I want to get serialized.\Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch.\But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but...\But?\As long as we have Future Watch, response:	TEN won't get serialized!
context: Huh? Isn't it obviously better if you get serialized?\The one we really want to get serialized is Future Watch.\But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but...\But?\As long as we have Future Watch,\TEN won't get serialized! response:	Next is Ashirogi Muto, TEN.
context: The one we really want to get serialized is Future Watch.\But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but...\But?\As long as we have Future Watch,\TEN won't get serialized!\Next is Ashirogi Muto, TEN. response:	It's gotten a good assessment overall, but...
context: But we also did all we could on TEN.\So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but...\But?\As long as we have Future Watch,\TEN won't get serialized!\Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but... response:	some people think we should wait a little longer before serializing them again.
context: So it would be frustrating if it got rejected at the meeting.\I understand the desire to get it decided faster so we can get serialized, but...\But?\As long as we have Future Watch,\TEN won't get serialized!\Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again. response:	And some think there's no need for them to be forcibly putting in jokes.
context: I understand the desire to get it decided faster so we can get serialized, but...\But?\As long as we have Future Watch,\TEN won't get serialized!\Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes. response:	Miura often says that Jack would do well to have more gag manga.
context: But?\As long as we have Future Watch,\TEN won't get serialized!\Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga. response:	This might be his way of showing that.
context: As long as we have Future Watch,\TEN won't get serialized!\Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that. response:	It's certainly true it would be fine to have more gag manga.
context: TEN won't get serialized!\Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that.\It's certainly true it would be fine to have more gag manga. response:	And the quality is good.
context: Next is Ashirogi Muto, TEN.\It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that.\It's certainly true it would be fine to have more gag manga.\And the quality is good. response:	Also, I think if we bet on Takagi-kun's skill,
context: It's gotten a good assessment overall, but...\some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that.\It's certainly true it would be fine to have more gag manga.\And the quality is good.\Also, I think if we bet on Takagi-kun's skill, response:	with which he's able to draw many works in a short period of time, it'll stay interesting...
context: some people think we should wait a little longer before serializing them again.\And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that.\It's certainly true it would be fine to have more gag manga.\And the quality is good.\Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting... response:	Please wait a minute.
context: And some think there's no need for them to be forcibly putting in jokes.\Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that.\It's certainly true it would be fine to have more gag manga.\And the quality is good.\Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute. response:	I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.
context: Miura often says that Jack would do well to have more gag manga.\This might be his way of showing that.\It's certainly true it would be fine to have more gag manga.\And the quality is good.\Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch. response:	That one is where Ashirogi-kun is in their element.
context: This might be his way of showing that.\It's certainly true it would be fine to have more gag manga.\And the quality is good.\Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element. response:	That one's interesting, but I can't imagine how they could continue it as a series.
context: It's certainly true it would be fine to have more gag manga.\And the quality is good.\Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series. response:	With TEN, we already have a good setting.
context: And the quality is good.\Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting. response:	Having ten assassins appear is enough for a ton of development.
