context: OP response:	OP
context: Don't tell me this explosion is...\Naru! Naru!\Naru...\Ao!\There is a possibility that the Scub Coral is emitting harmful particles.\Until we can confirm that it is safe,\civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles! response:	But Generation Bleu people weren't wearing any masks.
context: Naru! Naru!\Naru...\Ao!\There is a possibility that the Scub Coral is emitting harmful particles.\Until we can confirm that it is safe,\civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks. response:	But...
context: Naru...\Ao!\There is a possibility that the Scub Coral is emitting harmful particles.\Until we can confirm that it is safe,\civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks.\But... response:	Time for the Italian stallion to join the race!
context: Ao!\There is a possibility that the Scub Coral is emitting harmful particles.\Until we can confirm that it is safe,\civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks.\But...\Time for the Italian stallion to join the race! response:	Leo?
context: There is a possibility that the Scub Coral is emitting harmful particles.\Until we can confirm that it is safe,\civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks.\But...\Time for the Italian stallion to join the race!\Leo? response:	Papa!
context: Until we can confirm that it is safe,\civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks.\But...\Time for the Italian stallion to join the race!\Leo?\Papa! response:	I'm sorry!
context: civilians may not enter a 3km radius of the Coral.\Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks.\But...\Time for the Italian stallion to join the race!\Leo?\Papa!\I'm sorry! response:	Wait!
context: Hear? There are harmful particles!\But Generation Bleu people weren't wearing any masks.\But...\Time for the Italian stallion to join the race!\Leo?\Papa!\I'm sorry!\Wait! response:	The Burst calmed down?
context: But Generation Bleu people weren't wearing any masks.\But...\Time for the Italian stallion to join the race!\Leo?\Papa!\I'm sorry!\Wait!\The Burst calmed down? response:	It looks just like the real plant.
context: But...\Time for the Italian stallion to join the race!\Leo?\Papa!\I'm sorry!\Wait!\The Burst calmed down?\It looks just like the real plant. response:	We can't let them take Ao away!
context: Time for the Italian stallion to join the race!\Leo?\Papa!\I'm sorry!\Wait!\The Burst calmed down?\It looks just like the real plant.\We can't let them take Ao away! response:	A long time ago, a woman saved my life.
context: Leo?\Papa!\I'm sorry!\Wait!\The Burst calmed down?\It looks just like the real plant.\We can't let them take Ao away!\A long time ago, a woman saved my life. response:	She had blue hair.
context: Papa!\I'm sorry!\Wait!\The Burst calmed down?\It looks just like the real plant.\We can't let them take Ao away!\A long time ago, a woman saved my life.\She had blue hair. response:	Fukai Ao is Eureka's son, right?
context: I'm sorry!\Wait!\The Burst calmed down?\It looks just like the real plant.\We can't let them take Ao away!\A long time ago, a woman saved my life.\She had blue hair.\Fukai Ao is Eureka's son, right? response:	Our company runs a program to raise children like him.
context: Wait!\The Burst calmed down?\It looks just like the real plant.\We can't let them take Ao away!\A long time ago, a woman saved my life.\She had blue hair.\Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him. response:	He's in junior high already. Let him decide by himself.
context: The Burst calmed down?\It looks just like the real plant.\We can't let them take Ao away!\A long time ago, a woman saved my life.\She had blue hair.\Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself. response:	Are you sure about that?
context: It looks just like the real plant.\We can't let them take Ao away!\A long time ago, a woman saved my life.\She had blue hair.\Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself.\Are you sure about that? response:	Do you know where Ao is? Please take me to him!
context: We can't let them take Ao away!\A long time ago, a woman saved my life.\She had blue hair.\Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself.\Are you sure about that?\Do you know where Ao is? Please take me to him! response:	And you are...
context: A long time ago, a woman saved my life.\She had blue hair.\Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself.\Are you sure about that?\Do you know where Ao is? Please take me to him!\And you are... response:	Naru! I'm Arata Naru!
context: She had blue hair.\Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself.\Are you sure about that?\Do you know where Ao is? Please take me to him!\And you are...\Naru! I'm Arata Naru! response:	Ao is hopeless without me!
context: Fukai Ao is Eureka's son, right?\Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself.\Are you sure about that?\Do you know where Ao is? Please take me to him!\And you are...\Naru! I'm Arata Naru!\Ao is hopeless without me! response:	If you meet Ao, would you please tell him...
context: Our company runs a program to raise children like him.\He's in junior high already. Let him decide by himself.\Are you sure about that?\Do you know where Ao is? Please take me to him!\And you are...\Naru! I'm Arata Naru!\Ao is hopeless without me!\If you meet Ao, would you please tell him... response:	what I'm about to say?
context: He's in junior high already. Let him decide by himself.\Are you sure about that?\Do you know where Ao is? Please take me to him!\And you are...\Naru! I'm Arata Naru!\Ao is hopeless without me!\If you meet Ao, would you please tell him...\what I'm about to say? response:	Is Nirvash safe?
context: Are you sure about that?\Do you know where Ao is? Please take me to him!\And you are...\Naru! I'm Arata Naru!\Ao is hopeless without me!\If you meet Ao, would you please tell him...\what I'm about to say?\Is Nirvash safe? response:	Don't worry.
context: Do you know where Ao is? Please take me to him!\And you are...\Naru! I'm Arata Naru!\Ao is hopeless without me!\If you meet Ao, would you please tell him...\what I'm about to say?\Is Nirvash safe?\Don't worry. response:	Not even children can reach that beach now.
context: And you are...\Naru! I'm Arata Naru!\Ao is hopeless without me!\If you meet Ao, would you please tell him...\what I'm about to say?\Is Nirvash safe?\Don't worry.\Not even children can reach that beach now. response:	You rescued me from the sea and now you're doing this... Why?
context: Naru! I'm Arata Naru!\Ao is hopeless without me!\If you meet Ao, would you please tell him...\what I'm about to say?\Is Nirvash safe?\Don't worry.\Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why? response:	Why not? I've always wanted to come here.
context: Ao is hopeless without me!\If you meet Ao, would you please tell him...\what I'm about to say?\Is Nirvash safe?\Don't worry.\Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here. response:	It's been just ten years since one could gather trapars here.
context: If you meet Ao, would you please tell him...\what I'm about to say?\Is Nirvash safe?\Don't worry.\Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here. response:	The development has been amazing.
context: what I'm about to say?\Is Nirvash safe?\Don't worry.\Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here.\The development has been amazing. response:	Okinawa's FP ownership count is the highest in the world!
context: Is Nirvash safe?\Don't worry.\Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here.\The development has been amazing.\Okinawa's FP ownership count is the highest in the world! response:	Get rid of the Allied Forces!
context: Don't worry.\Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here.\The development has been amazing.\Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces! response:	Let's get our independence!
context: Not even children can reach that beach now.\You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here.\The development has been amazing.\Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces!\Let's get our independence! response:	Give us back the trapars!
context: You rescued me from the sea and now you're doing this... Why?\Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here.\The development has been amazing.\Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces!\Let's get our independence!\Give us back the trapars! response:	Let's get our independence!
context: Why not? I've always wanted to come here.\It's been just ten years since one could gather trapars here.\The development has been amazing.\Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces!\Let's get our independence!\Give us back the trapars!\Let's get our independence! response:	Get rid of the Allied Forces!
context: It's been just ten years since one could gather trapars here.\The development has been amazing.\Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces!\Let's get our independence!\Give us back the trapars!\Let's get our independence!\Get rid of the Allied Forces! response:	We want Okinawan control over the Scub Coral!
context: The development has been amazing.\Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces!\Let's get our independence!\Give us back the trapars!\Let's get our independence!\Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral! response:	Johanson is the answer if you're seeking the truth of the world!
context: Okinawa's FP ownership count is the highest in the world!\Get rid of the Allied Forces!\Let's get our independence!\Give us back the trapars!\Let's get our independence!\Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world! response:	Let's go.
context: Get rid of the Allied Forces!\Let's get our independence!\Give us back the trapars!\Let's get our independence!\Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world!\Let's go. response:	It's like that every day.
context: Let's get our independence!\Give us back the trapars!\Let's get our independence!\Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world!\Let's go.\It's like that every day. response:	We're independent on paper, but the Allied Forces have their way.
context: Give us back the trapars!\Let's get our independence!\Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world!\Let's go.\It's like that every day.\We're independent on paper, but the Allied Forces have their way. response:	On top of that, our tourism and fishing industry are both dead.
context: Let's get our independence!\Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world!\Let's go.\It's like that every day.\We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead. response:	So that means things aren't going that well.
context: Get rid of the Allied Forces!\We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world!\Let's go.\It's like that every day.\We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well. response:	He's got no place to stay? What are you going to do about him?
context: We want Okinawan control over the Scub Coral!\Johanson is the answer if you're seeking the truth of the world!\Let's go.\It's like that every day.\We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well.\He's got no place to stay? What are you going to do about him? response:	He can sleep in my company's dorm.
context: Johanson is the answer if you're seeking the truth of the world!\Let's go.\It's like that every day.\We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well.\He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm. response:	I also wanted him to taste your cooking, Sis.
context: Let's go.\It's like that every day.\We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well.\He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis. response:	It's delicious.
context: It's like that every day.\We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well.\He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis.\It's delicious. response:	What a beautiful dye-job. It's really cute!
context: We're independent on paper, but the Allied Forces have their way.\On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well.\He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis.\It's delicious.\What a beautiful dye-job. It's really cute! response:	You'd get popular with girls if you had a nice dye-job like his.
context: On top of that, our tourism and fishing industry are both dead.\So that means things aren't going that well.\He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis.\It's delicious.\What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his. response:	Your sister is a nice person.
context: So that means things aren't going that well.\He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis.\It's delicious.\What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person. response:	A guy I met recently works for the intelligence agency.
context: He's got no place to stay? What are you going to do about him?\He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis.\It's delicious.\What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person.\A guy I met recently works for the intelligence agency. response:	Are you selling Ao out to the Allied Forces?
context: He can sleep in my company's dorm.\I also wanted him to taste your cooking, Sis.\It's delicious.\What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person.\A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces? response:	You saw it with your own eyes.
context: I also wanted him to taste your cooking, Sis.\It's delicious.\What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person.\A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces?\You saw it with your own eyes. response:	He piloted that IFO and now both the JAF and the Allied Forces want him!
context: It's delicious.\What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person.\A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces?\You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him! response:	If we hand him over, we'd get
context: What a beautiful dye-job. It's really cute!\You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person.\A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces?\You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get response:	Sis, the food was good.
context: You'd get popular with girls if you had a nice dye-job like his.\Your sister is a nice person.\A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces?\You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get\Sis, the food was good. response:	I had a chance to go to America, but now it's gone thanks to you!
context: Your sister is a nice person.\A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces?\You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get\Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you! response:	Why are you helping me?
context: A guy I met recently works for the intelligence agency.\Are you selling Ao out to the Allied Forces?\You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get\Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me? response:	When I was still a kid, a G-Monster attacked us.
context: Are you selling Ao out to the Allied Forces?\You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get\Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me?\When I was still a kid, a G-Monster attacked us. response:	Did you get hurt?
context: You saw it with your own eyes.\He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get\Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me?\When I was still a kid, a G-Monster attacked us.\Did you get hurt? response:	A giant saved me.
context: He piloted that IFO and now both the JAF and the Allied Forces want him!\If we hand him over, we'd get\Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me?\When I was still a kid, a G-Monster attacked us.\Did you get hurt?\A giant saved me. response:	It looked similar...
context: If we hand him over, we'd get\Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me?\When I was still a kid, a G-Monster attacked us.\Did you get hurt?\A giant saved me.\It looked similar... response:	It's like the one you're piloting now.
context: Sis, the food was good.\I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me?\When I was still a kid, a G-Monster attacked us.\Did you get hurt?\A giant saved me.\It looked similar...\It's like the one you're piloting now. response:	We're landing soon.
context: I had a chance to go to America, but now it's gone thanks to you!\Why are you helping me?\When I was still a kid, a G-Monster attacked us.\Did you get hurt?\A giant saved me.\It looked similar...\It's like the one you're piloting now.\We're landing soon. response:	We're here at your workplace?
context: Why are you helping me?\When I was still a kid, a G-Monster attacked us.\Did you get hurt?\A giant saved me.\It looked similar...\It's like the one you're piloting now.\We're landing soon.\We're here at your workplace? response:	Yeah. This is the world's largest trapar mine.
context: When I was still a kid, a G-Monster attacked us.\Did you get hurt?\A giant saved me.\It looked similar...\It's like the one you're piloting now.\We're landing soon.\We're here at your workplace?\Yeah. This is the world's largest trapar mine. response:	Stupid!
context: Did you get hurt?\A giant saved me.\It looked similar...\It's like the one you're piloting now.\We're landing soon.\We're here at your workplace?\Yeah. This is the world's largest trapar mine.\Stupid! response:	I have a message for you from your grandfather.
context: A giant saved me.\It looked similar...\It's like the one you're piloting now.\We're landing soon.\We're here at your workplace?\Yeah. This is the world's largest trapar mine.\Stupid!\I have a message for you from your grandfather. response:	That giant belongs to your mother.
context: It looked similar...\It's like the one you're piloting now.\We're landing soon.\We're here at your workplace?\Yeah. This is the world's largest trapar mine.\Stupid!\I have a message for you from your grandfather.\That giant belongs to your mother. response:	Ten years ago, she piloted the giant to the Scub Burst and never returned.
context: It's like the one you're piloting now.\We're landing soon.\We're here at your workplace?\Yeah. This is the world's largest trapar mine.\Stupid!\I have a message for you from your grandfather.\That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned. response:	If you pilot the giant, you'll end up like her.
context: We're landing soon.\We're here at your workplace?\Yeah. This is the world's largest trapar mine.\Stupid!\I have a message for you from your grandfather.\That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her. response:	Don't die, Ao.
context: We're here at your workplace?\Yeah. This is the world's largest trapar mine.\Stupid!\I have a message for you from your grandfather.\That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her.\Don't die, Ao. response:	Even we...
context: Yeah. This is the world's largest trapar mine.\Stupid!\I have a message for you from your grandfather.\That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her.\Don't die, Ao.\Even we... response:	Even we don't know anything about what happened to your mother, Eureka.
context: Stupid!\I have a message for you from your grandfather.\That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her.\Don't die, Ao.\Even we...\Even we don't know anything about what happened to your mother, Eureka. response:	But if I continue piloting the Nirvash...
context: I have a message for you from your grandfather.\That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her.\Don't die, Ao.\Even we...\Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash... response:	Perhaps one day...
context: That giant belongs to your mother.\Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her.\Don't die, Ao.\Even we...\Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash...\Perhaps one day... response:	Perhaps one day, I'll find the path that she followed.
context: Ten years ago, she piloted the giant to the Scub Burst and never returned.\If you pilot the giant, you'll end up like her.\Don't die, Ao.\Even we...\Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash...\Perhaps one day...\Perhaps one day, I'll find the path that she followed. response:	Ao...
context: If you pilot the giant, you'll end up like her.\Don't die, Ao.\Even we...\Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash...\Perhaps one day...\Perhaps one day, I'll find the path that she followed.\Ao... response:	Will you let me join Generation Bleu?
context: Don't die, Ao.\Even we...\Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash...\Perhaps one day...\Perhaps one day, I'll find the path that she followed.\Ao...\Will you let me join Generation Bleu? response:	The targets are the plant coral...
context: Even we...\Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash...\Perhaps one day...\Perhaps one day, I'll find the path that she followed.\Ao...\Will you let me join Generation Bleu?\The targets are the plant coral... response:	as well as the boy and Mark I!
context: Even we don't know anything about what happened to your mother, Eureka.\But if I continue piloting the Nirvash...\Perhaps one day...\Perhaps one day, I'll find the path that she followed.\Ao...\Will you let me join Generation Bleu?\The targets are the plant coral...\as well as the boy and Mark I! response:	So you've always had wings.
context: But if I continue piloting the Nirvash...\Perhaps one day...\Perhaps one day, I'll find the path that she followed.\Ao...\Will you let me join Generation Bleu?\The targets are the plant coral...\as well as the boy and Mark I!\So you've always had wings. response:	Wings that will carry you away from the island.
context: Perhaps one day...\Perhaps one day, I'll find the path that she followed.\Ao...\Will you let me join Generation Bleu?\The targets are the plant coral...\as well as the boy and Mark I!\So you've always had wings.\Wings that will carry you away from the island. response:	I don't get it.
context: Perhaps one day, I'll find the path that she followed.\Ao...\Will you let me join Generation Bleu?\The targets are the plant coral...\as well as the boy and Mark I!\So you've always had wings.\Wings that will carry you away from the island.\I don't get it. response:	But if Mom's alive, I want to meet her.
context: Ao...\Will you let me join Generation Bleu?\The targets are the plant coral...\as well as the boy and Mark I!\So you've always had wings.\Wings that will carry you away from the island.\I don't get it.\But if Mom's alive, I want to meet her. response:	I mean, if I neglected her, Grandpa would get mad at me.
context: Will you let me join Generation Bleu?\The targets are the plant coral...\as well as the boy and Mark I!\So you've always had wings.\Wings that will carry you away from the island.\I don't get it.\But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me. response:	Ao, I want to come with
context: The targets are the plant coral...\as well as the boy and Mark I!\So you've always had wings.\Wings that will carry you away from the island.\I don't get it.\But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with response:	Naru, you should stay and take care of your granny and Miyu.
context: as well as the boy and Mark I!\So you've always had wings.\Wings that will carry you away from the island.\I don't get it.\But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu. response:	And don't fight too much with your dad.
context: So you've always had wings.\Wings that will carry you away from the island.\I don't get it.\But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad. response:	I'll ask them if they know of a way to cure your illness.
context: Wings that will carry you away from the island.\I don't get it.\But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness. response:	Them?
context: I don't get it.\But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness.\Them? response:	Generation Bleu?
context: But if Mom's alive, I want to meet her.\I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness.\Them?\Generation Bleu? response:	They're G-Monster specialists, after all.
context: I mean, if I neglected her, Grandpa would get mad at me.\Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness.\Them?\Generation Bleu?\They're G-Monster specialists, after all. response:	They have to know something about your sickness.
context: Ao, I want to come with\Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness.\Them?\Generation Bleu?\They're G-Monster specialists, after all.\They have to know something about your sickness. response:	Take him with you!
context: Naru, you should stay and take care of your granny and Miyu.\And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness.\Them?\Generation Bleu?\They're G-Monster specialists, after all.\They have to know something about your sickness.\Take him with you! response:	He seems to like them.
context: And don't fight too much with your dad.\I'll ask them if they know of a way to cure your illness.\Them?\Generation Bleu?\They're G-Monster specialists, after all.\They have to know something about your sickness.\Take him with you!\He seems to like them. response:	Naru...
context: I'll ask them if they know of a way to cure your illness.\Them?\Generation Bleu?\They're G-Monster specialists, after all.\They have to know something about your sickness.\Take him with you!\He seems to like them.\Naru... response:	I don't have anything else to give to you.
context: Them?\Generation Bleu?\They're G-Monster specialists, after all.\They have to know something about your sickness.\Take him with you!\He seems to like them.\Naru...\I don't have anything else to give to you. response:	What's that?
context: Generation Bleu?\They're G-Monster specialists, after all.\They have to know something about your sickness.\Take him with you!\He seems to like them.\Naru...\I don't have anything else to give to you.\What's that? response:	They're...
context: They're G-Monster specialists, after all.\They have to know something about your sickness.\Take him with you!\He seems to like them.\Naru...\I don't have anything else to give to you.\What's that?\They're... response:	Allied Forces IFOs?!
context: They have to know something about your sickness.\Take him with you!\He seems to like them.\Naru...\I don't have anything else to give to you.\What's that?\They're...\Allied Forces IFOs?! response:	Why is the Allied Forces here?
context: Take him with you!\He seems to like them.\Naru...\I don't have anything else to give to you.\What's that?\They're...\Allied Forces IFOs?!\Why is the Allied Forces here? response:	For the same reason as us.
context: He seems to like them.\Naru...\I don't have anything else to give to you.\What's that?\They're...\Allied Forces IFOs?!\Why is the Allied Forces here?\For the same reason as us. response:	They probably hacked the taxi company and used the car cameras to track him.
context: Naru...\I don't have anything else to give to you.\What's that?\They're...\Allied Forces IFOs?!\Why is the Allied Forces here?\For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him. response:	So they came up with the same idea as us.
context: I don't have anything else to give to you.\What's that?\They're...\Allied Forces IFOs?!\Why is the Allied Forces here?\For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us. response:	Where's the Mark I?
context: What's that?\They're...\Allied Forces IFOs?!\Why is the Allied Forces here?\For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us.\Where's the Mark I? response:	It's being prepared for launch.
context: They're...\Allied Forces IFOs?!\Why is the Allied Forces here?\For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us.\Where's the Mark I?\It's being prepared for launch. response:	He made it on time.
context: Allied Forces IFOs?!\Why is the Allied Forces here?\For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us.\Where's the Mark I?\It's being prepared for launch.\He made it on time. response:	Thanks for hiding it.
context: Why is the Allied Forces here?\For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us.\Where's the Mark I?\It's being prepared for launch.\He made it on time.\Thanks for hiding it. response:	I was saved by it.
context: For the same reason as us.\They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us.\Where's the Mark I?\It's being prepared for launch.\He made it on time.\Thanks for hiding it.\I was saved by it. response:	There are others who also think the same.
context: They probably hacked the taxi company and used the car cameras to track him.\So they came up with the same idea as us.\Where's the Mark I?\It's being prepared for launch.\He made it on time.\Thanks for hiding it.\I was saved by it.\There are others who also think the same. response:	Naru, stand back.
context: So they came up with the same idea as us.\Where's the Mark I?\It's being prepared for launch.\He made it on time.\Thanks for hiding it.\I was saved by it.\There are others who also think the same.\Naru, stand back. response:	I'll be back.
context: Where's the Mark I?\It's being prepared for launch.\He made it on time.\Thanks for hiding it.\I was saved by it.\There are others who also think the same.\Naru, stand back.\I'll be back. response:	Meet up with the Triton right away.
context: It's being prepared for launch.\He made it on time.\Thanks for hiding it.\I was saved by it.\There are others who also think the same.\Naru, stand back.\I'll be back.\Meet up with the Triton right away. response:	We're not going to fight?
context: He made it on time.\Thanks for hiding it.\I was saved by it.\There are others who also think the same.\Naru, stand back.\I'll be back.\Meet up with the Triton right away.\We're not going to fight? response:	It's the Allied Forces!
context: Thanks for hiding it.\I was saved by it.\There are others who also think the same.\Naru, stand back.\I'll be back.\Meet up with the Triton right away.\We're not going to fight?\It's the Allied Forces! response:	And IFOs have no problem detecting each other!
