context: Master Hiten is very handsome... response:	but Master Manten is so dashing, too!
context: Then he won't even make a hood.\All righty, Brother!\Damn! I may not be the nicest guy around...\but you two are making me sick!\Blades of Blood!\Fun! Keep attacking!\Fool! Where're you aiming?\I did it! response:	What?!
context: All righty, Brother!\Damn! I may not be the nicest guy around...\but you two are making me sick!\Blades of Blood!\Fun! Keep attacking!\Fool! Where're you aiming?\I did it!\What?! response:	M-Manten!
context: Damn! I may not be the nicest guy around...\but you two are making me sick!\Blades of Blood!\Fun! Keep attacking!\Fool! Where're you aiming?\I did it!\What?!\M-Manten! response:	Shippo!
context: but you two are making me sick!\Blades of Blood!\Fun! Keep attacking!\Fool! Where're you aiming?\I did it!\What?!\M-Manten!\Shippo! response:	Tetsusaiga! I must get it to Inuyasha!
context: Blades of Blood!\Fun! Keep attacking!\Fool! Where're you aiming?\I did it!\What?!\M-Manten!\Shippo!\Tetsusaiga! I must get it to Inuyasha! response:	Father...
context: Fun! Keep attacking!\Fool! Where're you aiming?\I did it!\What?!\M-Manten!\Shippo!\Tetsusaiga! I must get it to Inuyasha!\Father... response:	Yes... I must get Shippo's father's body.
context: Fool! Where're you aiming?\I did it!\What?!\M-Manten!\Shippo!\Tetsusaiga! I must get it to Inuyasha!\Father...\Yes... I must get Shippo's father's body. response:	Manten!
context: I did it!\What?!\M-Manten!\Shippo!\Tetsusaiga! I must get it to Inuyasha!\Father...\Yes... I must get Shippo's father's body.\Manten! response:	Kagome! Hurry and get away from there!
context: What?!\M-Manten!\Shippo!\Tetsusaiga! I must get it to Inuyasha!\Father...\Yes... I must get Shippo's father's body.\Manten!\Kagome! Hurry and get away from there! response:	Damn!
context: M-Manten!\Shippo!\Tetsusaiga! I must get it to Inuyasha!\Father...\Yes... I must get Shippo's father's body.\Manten!\Kagome! Hurry and get away from there!\Damn! response:	Manten!
context: Shippo!\Tetsusaiga! I must get it to Inuyasha!\Father...\Yes... I must get Shippo's father's body.\Manten!\Kagome! Hurry and get away from there!\Damn!\Manten! response:	Brother Hiten... My hair's all gone!
context: Tetsusaiga! I must get it to Inuyasha!\Father...\Yes... I must get Shippo's father's body.\Manten!\Kagome! Hurry and get away from there!\Damn!\Manten!\Brother Hiten... My hair's all gone! response:	It's no use living.
context: Father...\Yes... I must get Shippo's father's body.\Manten!\Kagome! Hurry and get away from there!\Damn!\Manten!\Brother Hiten... My hair's all gone!\It's no use living. response:	What're you saying?!
context: Yes... I must get Shippo's father's body.\Manten!\Kagome! Hurry and get away from there!\Damn!\Manten!\Brother Hiten... My hair's all gone!\It's no use living.\What're you saying?! response:	Hang on and be strong!
context: Manten!\Kagome! Hurry and get away from there!\Damn!\Manten!\Brother Hiten... My hair's all gone!\It's no use living.\What're you saying?!\Hang on and be strong! response:	Your locks are just like Dad's.
context: Kagome! Hurry and get away from there!\Damn!\Manten!\Brother Hiten... My hair's all gone!\It's no use living.\What're you saying?!\Hang on and be strong!\Your locks are just like Dad's. response:	I wish I inherited Dad's looks.
context: Damn!\Manten!\Brother Hiten... My hair's all gone!\It's no use living.\What're you saying?!\Hang on and be strong!\Your locks are just like Dad's.\I wish I inherited Dad's looks. response:	If only Mom was a little prettier with more hair.
context: Manten!\Brother Hiten... My hair's all gone!\It's no use living.\What're you saying?!\Hang on and be strong!\Your locks are just like Dad's.\I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair. response:	I wonder what Dad saw in Mom when he married her...
context: Brother Hiten... My hair's all gone!\It's no use living.\What're you saying?!\Hang on and be strong!\Your locks are just like Dad's.\I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her... response:	Huh, Brother Hiten?
context: It's no use living.\What're you saying?!\Hang on and be strong!\Your locks are just like Dad's.\I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten? response:	It doesn't matter how you look!
context: What're you saying?!\Hang on and be strong!\Your locks are just like Dad's.\I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten?\It doesn't matter how you look! response:	You're my dear, little brother!
context: Hang on and be strong!\Your locks are just like Dad's.\I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten?\It doesn't matter how you look!\You're my dear, little brother! response:	Thanks, Brother Hiten.
context: Your locks are just like Dad's.\I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten?\It doesn't matter how you look!\You're my dear, little brother!\Thanks, Brother Hiten. response:	When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.
context: I wish I inherited Dad's looks.\If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten?\It doesn't matter how you look!\You're my dear, little brother!\Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar. response:	With hair all over my body.
context: If only Mom was a little prettier with more hair.\I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten?\It doesn't matter how you look!\You're my dear, little brother!\Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body. response:	But I don't think so.
context: I wonder what Dad saw in Mom when he married her...\Huh, Brother Hiten?\It doesn't matter how you look!\You're my dear, little brother!\Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body.\But I don't think so. response:	When I'm reincarnated...
context: Huh, Brother Hiten?\It doesn't matter how you look!\You're my dear, little brother!\Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body.\But I don't think so.\When I'm reincarnated... response:	even if I don't have any hair at all...
context: It doesn't matter how you look!\You're my dear, little brother!\Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body.\But I don't think so.\When I'm reincarnated...\even if I don't have any hair at all... response:	I still wanna be born as your kid brother.
context: You're my dear, little brother!\Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body.\But I don't think so.\When I'm reincarnated...\even if I don't have any hair at all...\I still wanna be born as your kid brother. response:	Is that all right, Brother?
context: Thanks, Brother Hiten.\When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body.\But I don't think so.\When I'm reincarnated...\even if I don't have any hair at all...\I still wanna be born as your kid brother.\Is that all right, Brother? response:	Manten! Manten?!
context: When I'm reborn, I thought I'd wanna be a fuzzy caterpillar.\With hair all over my body.\But I don't think so.\When I'm reincarnated...\even if I don't have any hair at all...\I still wanna be born as your kid brother.\Is that all right, Brother?\Manten! Manten?! response:	Hey, are you alive?
context: With hair all over my body.\But I don't think so.\When I'm reincarnated...\even if I don't have any hair at all...\I still wanna be born as your kid brother.\Is that all right, Brother?\Manten! Manten?!\Hey, are you alive? response:	Sorry, Inuyasha...
context: But I don't think so.\When I'm reincarnated...\even if I don't have any hair at all...\I still wanna be born as your kid brother.\Is that all right, Brother?\Manten! Manten?!\Hey, are you alive?\Sorry, Inuyasha... response:	I couldn't get Tetsusaiga.
context: When I'm reincarnated...\even if I don't have any hair at all...\I still wanna be born as your kid brother.\Is that all right, Brother?\Manten! Manten?!\Hey, are you alive?\Sorry, Inuyasha...\I couldn't get Tetsusaiga. response:	Is that what took you so long?
context: even if I don't have any hair at all...\I still wanna be born as your kid brother.\Is that all right, Brother?\Manten! Manten?!\Hey, are you alive?\Sorry, Inuyasha...\I couldn't get Tetsusaiga.\Is that what took you so long? response:	Sorry... After you rescued me.
context: I still wanna be born as your kid brother.\Is that all right, Brother?\Manten! Manten?!\Hey, are you alive?\Sorry, Inuyasha...\I couldn't get Tetsusaiga.\Is that what took you so long?\Sorry... After you rescued me. response:	Fool! Don't worry about such a thing!
context: Is that all right, Brother?\Manten! Manten?!\Hey, are you alive?\Sorry, Inuyasha...\I couldn't get Tetsusaiga.\Is that what took you so long?\Sorry... After you rescued me.\Fool! Don't worry about such a thing! response:	Even without a sword, no way would I lose to that beast!
context: Manten! Manten?!\Hey, are you alive?\Sorry, Inuyasha...\I couldn't get Tetsusaiga.\Is that what took you so long?\Sorry... After you rescued me.\Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast! response:	Manten...
context: Hey, are you alive?\Sorry, Inuyasha...\I couldn't get Tetsusaiga.\Is that what took you so long?\Sorry... After you rescued me.\Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast!\Manten... response:	Manten is dead!
context: Sorry, Inuyasha...\I couldn't get Tetsusaiga.\Is that what took you so long?\Sorry... After you rescued me.\Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast!\Manten...\Manten is dead! response:	Poor thing!
context: I couldn't get Tetsusaiga.\Is that what took you so long?\Sorry... After you rescued me.\Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast!\Manten...\Manten is dead!\Poor thing! response:	I'll always be with you!
context: Is that what took you so long?\Sorry... After you rescued me.\Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast!\Manten...\Manten is dead!\Poor thing!\I'll always be with you! response:	Is he eating his brother?
context: Sorry... After you rescued me.\Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast!\Manten...\Manten is dead!\Poor thing!\I'll always be with you!\Is he eating his brother? response:	No.
context: Fool! Don't worry about such a thing!\Even without a sword, no way would I lose to that beast!\Manten...\Manten is dead!\Poor thing!\I'll always be with you!\Is he eating his brother?\No. response:	Hiten is synthesizing the Sacred Jewel fragments into his own body.
context: Even without a sword, no way would I lose to that beast!\Manten...\Manten is dead!\Poor thing!\I'll always be with you!\Is he eating his brother?\No.\Hiten is synthesizing the Sacred Jewel fragments into his own body. response:	Master Inuyasha, you must be very careful.
context: Manten...\Manten is dead!\Poor thing!\I'll always be with you!\Is he eating his brother?\No.\Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful. response:	He now has the power of five Jewel fragments.
context: Manten is dead!\Poor thing!\I'll always be with you!\Is he eating his brother?\No.\Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments. response:	I got that, Myoga.
context: Poor thing!\I'll always be with you!\Is he eating his brother?\No.\Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments.\I got that, Myoga. response:	But where were you until now?
context: I'll always be with you!\Is he eating his brother?\No.\Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments.\I got that, Myoga.\But where were you until now? response:	Err...
context: Is he eating his brother?\No.\Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments.\I got that, Myoga.\But where were you until now?\Err... response:	Probably hiding out in a safe place.
context: No.\Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments.\I got that, Myoga.\But where were you until now?\Err...\Probably hiding out in a safe place. response:	You only appear when it's convenient!
context: Hiten is synthesizing the Sacred Jewel fragments into his own body.\Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments.\I got that, Myoga.\But where were you until now?\Err...\Probably hiding out in a safe place.\You only appear when it's convenient! response:	I've been thinking about smashing you one day!
context: Master Inuyasha, you must be very careful.\He now has the power of five Jewel fragments.\I got that, Myoga.\But where were you until now?\Err...\Probably hiding out in a safe place.\You only appear when it's convenient!\I've been thinking about smashing you one day! response:	Oh... Stop quibbling about minor matters.
context: He now has the power of five Jewel fragments.\I got that, Myoga.\But where were you until now?\Err...\Probably hiding out in a safe place.\You only appear when it's convenient!\I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters. response:	Watch out!
context: I got that, Myoga.\But where were you until now?\Err...\Probably hiding out in a safe place.\You only appear when it's convenient!\I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters.\Watch out! response:	You... dared... to kill my dear kid brother.
context: But where were you until now?\Err...\Probably hiding out in a safe place.\You only appear when it's convenient!\I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters.\Watch out!\You... dared... to kill my dear kid brother. response:	I won't let you get away with it!
context: Err...\Probably hiding out in a safe place.\You only appear when it's convenient!\I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters.\Watch out!\You... dared... to kill my dear kid brother.\I won't let you get away with it! response:	The power in the thunderbolt sword is increasing!
context: Probably hiding out in a safe place.\You only appear when it's convenient!\I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters.\Watch out!\You... dared... to kill my dear kid brother.\I won't let you get away with it!\The power in the thunderbolt sword is increasing! response:	Five fragments combined into one is a formidable force!
context: You only appear when it's convenient!\I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters.\Watch out!\You... dared... to kill my dear kid brother.\I won't let you get away with it!\The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force! response:	Kagome, take Shippo and get as far as possible!
context: I've been thinking about smashing you one day!\Oh... Stop quibbling about minor matters.\Watch out!\You... dared... to kill my dear kid brother.\I won't let you get away with it!\The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible! response:	Inuyasha!
context: Oh... Stop quibbling about minor matters.\Watch out!\You... dared... to kill my dear kid brother.\I won't let you get away with it!\The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible!\Inuyasha! response:	Hurry!
context: Watch out!\You... dared... to kill my dear kid brother.\I won't let you get away with it!\The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible!\Inuyasha!\Hurry! response:	'Kay!
context: You... dared... to kill my dear kid brother.\I won't let you get away with it!\The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible!\Inuyasha!\Hurry!\'Kay! response:	I'll avenge my kid brother! Prepare yourself!
context: I won't let you get away with it!\The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible!\Inuyasha!\Hurry!\'Kay!\I'll avenge my kid brother! Prepare yourself! response:	It's too powerful! I can't repel it!
context: The power in the thunderbolt sword is increasing!\Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible!\Inuyasha!\Hurry!\'Kay!\I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it! response:	Master Inuyasha, use the sheathe of Tetsusaiga!
context: Five fragments combined into one is a formidable force!\Kagome, take Shippo and get as far as possible!\Inuyasha!\Hurry!\'Kay!\I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga! response:	The sheathe of Tetsusaiga?!
context: Kagome, take Shippo and get as far as possible!\Inuyasha!\Hurry!\'Kay!\I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?! response:	It will repel the bolt without fail! Now use it!
context: Inuyasha!\Hurry!\'Kay!\I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it! response:	Are you sure?!
context: Hurry!\'Kay!\I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it!\Are you sure?! response:	What?!
context: 'Kay!\I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it!\Are you sure?!\What?! response:	Th-this is...
context: I'll avenge my kid brother! Prepare yourself!\It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it!\Are you sure?!\What?!\Th-this is... response:	Just as I thought.
context: It's too powerful! I can't repel it!\Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it!\Are you sure?!\What?!\Th-this is...\Just as I thought. response:	This is a sheathe that keeps Tetsusaiga's power in check.
context: Master Inuyasha, use the sheathe of Tetsusaiga!\The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it!\Are you sure?!\What?!\Th-this is...\Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check. response:	It should be able to repel thunderbolt power.
context: The sheathe of Tetsusaiga?!\It will repel the bolt without fail! Now use it!\Are you sure?!\What?!\Th-this is...\Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power. response:	My hunch was right.
context: It will repel the bolt without fail! Now use it!\Are you sure?!\What?!\Th-this is...\Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power.\My hunch was right. response:	You mean, you weren't sure?!
context: Are you sure?!\What?!\Th-this is...\Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power.\My hunch was right.\You mean, you weren't sure?! response:	Well... That was a close call for me since I couldn't get away.
context: What?!\Th-this is...\Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power.\My hunch was right.\You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away. response:	Look, we got away with our lives intact.
context: Th-this is...\Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power.\My hunch was right.\You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact. response:	Let's make our escape!
context: Just as I thought.\This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power.\My hunch was right.\You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact.\Let's make our escape! response:	Don't be ridiculous! I can use this!
context: This is a sheathe that keeps Tetsusaiga's power in check.\It should be able to repel thunderbolt power.\My hunch was right.\You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact.\Let's make our escape!\Don't be ridiculous! I can use this! response:	Die!
context: It should be able to repel thunderbolt power.\My hunch was right.\You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact.\Let's make our escape!\Don't be ridiculous! I can use this!\Die! response:	If I attack right to the core, I can beat him!
context: My hunch was right.\You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact.\Let's make our escape!\Don't be ridiculous! I can use this!\Die!\If I attack right to the core, I can beat him! response:	Who's core?!
context: You mean, you weren't sure?!\Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact.\Let's make our escape!\Don't be ridiculous! I can use this!\Die!\If I attack right to the core, I can beat him!\Who's core?! response:	Inuyasha!
context: Well... That was a close call for me since I couldn't get away.\Look, we got away with our lives intact.\Let's make our escape!\Don't be ridiculous! I can use this!\Die!\If I attack right to the core, I can beat him!\Who's core?!\Inuyasha! response:	Father's fur...
context: Look, we got away with our lives intact.\Let's make our escape!\Don't be ridiculous! I can use this!\Die!\If I attack right to the core, I can beat him!\Who's core?!\Inuyasha!\Father's fur... response:	Shippo, you're conscious.
context: Let's make our escape!\Don't be ridiculous! I can use this!\Die!\If I attack right to the core, I can beat him!\Who's core?!\Inuyasha!\Father's fur...\Shippo, you're conscious. response:	Kagome... Where's Manten?
context: Don't be ridiculous! I can use this!\Die!\If I attack right to the core, I can beat him!\Who's core?!\Inuyasha!\Father's fur...\Shippo, you're conscious.\Kagome... Where's Manten? response:	Inuyasha killed him.
context: Die!\If I attack right to the core, I can beat him!\Who's core?!\Inuyasha!\Father's fur...\Shippo, you're conscious.\Kagome... Where's Manten?\Inuyasha killed him. response:	But now, his brother Hiten...
context: If I attack right to the core, I can beat him!\Who's core?!\Inuyasha!\Father's fur...\Shippo, you're conscious.\Kagome... Where's Manten?\Inuyasha killed him.\But now, his brother Hiten... response:	Wanna be burned to a crisp...
context: Who's core?!\Inuyasha!\Father's fur...\Shippo, you're conscious.\Kagome... Where's Manten?\Inuyasha killed him.\But now, his brother Hiten...\Wanna be burned to a crisp... response:	Or chopped up like salad!?
context: Inuyasha!\Father's fur...\Shippo, you're conscious.\Kagome... Where's Manten?\Inuyasha killed him.\But now, his brother Hiten...\Wanna be burned to a crisp...\Or chopped up like salad!? response:	Inuyasha is tired.
context: Father's fur...\Shippo, you're conscious.\Kagome... Where's Manten?\Inuyasha killed him.\But now, his brother Hiten...\Wanna be burned to a crisp...\Or chopped up like salad!?\Inuyasha is tired. response:	His opponent can move through the air with ease.
context: Shippo, you're conscious.\Kagome... Where's Manten?\Inuyasha killed him.\But now, his brother Hiten...\Wanna be burned to a crisp...\Or chopped up like salad!?\Inuyasha is tired.\His opponent can move through the air with ease. response:	Hiten has wheels...
context: Kagome... Where's Manten?\Inuyasha killed him.\But now, his brother Hiten...\Wanna be burned to a crisp...\Or chopped up like salad!?\Inuyasha is tired.\His opponent can move through the air with ease.\Hiten has wheels... response:	That's it!
context: Inuyasha killed him.\But now, his brother Hiten...\Wanna be burned to a crisp...\Or chopped up like salad!?\Inuyasha is tired.\His opponent can move through the air with ease.\Hiten has wheels...\That's it! response:	Due to the Sacred Jewel fragments...
context: But now, his brother Hiten...\Wanna be burned to a crisp...\Or chopped up like salad!?\Inuyasha is tired.\His opponent can move through the air with ease.\Hiten has wheels...\That's it!\Due to the Sacred Jewel fragments... response:	even his speed is picking up!
context: Wanna be burned to a crisp...\Or chopped up like salad!?\Inuyasha is tired.\His opponent can move through the air with ease.\Hiten has wheels...\That's it!\Due to the Sacred Jewel fragments...\even his speed is picking up! response:	If only I had a bow...
context: Or chopped up like salad!?\Inuyasha is tired.\His opponent can move through the air with ease.\Hiten has wheels...\That's it!\Due to the Sacred Jewel fragments...\even his speed is picking up!\If only I had a bow... response:	Leave it to me!
context: Inuyasha is tired.\His opponent can move through the air with ease.\Hiten has wheels...\That's it!\Due to the Sacred Jewel fragments...\even his speed is picking up!\If only I had a bow...\Leave it to me! response:	I must repay my debts or my father will scold me.
context: His opponent can move through the air with ease.\Hiten has wheels...\That's it!\Due to the Sacred Jewel fragments...\even his speed is picking up!\If only I had a bow...\Leave it to me!\I must repay my debts or my father will scold me. response:	You can transform into a bow!
context: Hiten has wheels...\That's it!\Due to the Sacred Jewel fragments...\even his speed is picking up!\If only I had a bow...\Leave it to me!\I must repay my debts or my father will scold me.\You can transform into a bow! response:	Or are you a snail?
context: That's it!\Due to the Sacred Jewel fragments...\even his speed is picking up!\If only I had a bow...\Leave it to me!\I must repay my debts or my father will scold me.\You can transform into a bow!\Or are you a snail? response:	A bow!
context: Due to the Sacred Jewel fragments...\even his speed is picking up!\If only I had a bow...\Leave it to me!\I must repay my debts or my father will scold me.\You can transform into a bow!\Or are you a snail?\A bow! response:	What's the matter? Shoot quickly!
context: even his speed is picking up!\If only I had a bow...\Leave it to me!\I must repay my debts or my father will scold me.\You can transform into a bow!\Or are you a snail?\A bow!\What's the matter? Shoot quickly! response:	I only have one arrow and...
context: If only I had a bow...\Leave it to me!\I must repay my debts or my father will scold me.\You can transform into a bow!\Or are you a snail?\A bow!\What's the matter? Shoot quickly!\I only have one arrow and... response:	my shots haven't hit too often.
context: Leave it to me!\I must repay my debts or my father will scold me.\You can transform into a bow!\Or are you a snail?\A bow!\What's the matter? Shoot quickly!\I only have one arrow and...\my shots haven't hit too often. response:	I'll lend you my power, too.
context: I must repay my debts or my father will scold me.\You can transform into a bow!\Or are you a snail?\A bow!\What's the matter? Shoot quickly!\I only have one arrow and...\my shots haven't hit too often.\I'll lend you my power, too. response:	Thanks, Shippo!
context: You can transform into a bow!\Or are you a snail?\A bow!\What's the matter? Shoot quickly!\I only have one arrow and...\my shots haven't hit too often.\I'll lend you my power, too.\Thanks, Shippo! response:	Die!
context: Or are you a snail?\A bow!\What's the matter? Shoot quickly!\I only have one arrow and...\my shots haven't hit too often.\I'll lend you my power, too.\Thanks, Shippo!\Die! response:	I got him!
context: A bow!\What's the matter? Shoot quickly!\I only have one arrow and...\my shots haven't hit too often.\I'll lend you my power, too.\Thanks, Shippo!\Die!\I got him! response:	Now!
context: What's the matter? Shoot quickly!\I only have one arrow and...\my shots haven't hit too often.\I'll lend you my power, too.\Thanks, Shippo!\Die!\I got him!\Now! response:	Are you stupid?!
context: I only have one arrow and...\my shots haven't hit too often.\I'll lend you my power, too.\Thanks, Shippo!\Die!\I got him!\Now!\Are you stupid?! response:	Impossible...
context: my shots haven't hit too often.\I'll lend you my power, too.\Thanks, Shippo!\Die!\I got him!\Now!\Are you stupid?!\Impossible... response:	No matter how strong Master Inuyasha is...
context: I'll lend you my power, too.\Thanks, Shippo!\Die!\I got him!\Now!\Are you stupid?!\Impossible...\No matter how strong Master Inuyasha is... response:	what can he do by grabbing hold of the thunderbolt sword?!
context: Thanks, Shippo!\Die!\I got him!\Now!\Are you stupid?!\Impossible...\No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?! response:	Myoga, when'd you come here?
context: Die!\I got him!\Now!\Are you stupid?!\Impossible...\No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here? response:	Oh goodness, let go, fool!
context: I got him!\Now!\Are you stupid?!\Impossible...\No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here?\Oh goodness, let go, fool! response:	This sheathe is only... in the way!
context: Now!\Are you stupid?!\Impossible...\No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here?\Oh goodness, let go, fool!\This sheathe is only... in the way! response:	No! You stupid fool!
context: Are you stupid?!\Impossible...\No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here?\Oh goodness, let go, fool!\This sheathe is only... in the way!\No! You stupid fool! response:	Who told you to let go of the sheathe?!
context: Impossible...\No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here?\Oh goodness, let go, fool!\This sheathe is only... in the way!\No! You stupid fool!\Who told you to let go of the sheathe?! response:	This way's better!
context: No matter how strong Master Inuyasha is...\what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here?\Oh goodness, let go, fool!\This sheathe is only... in the way!\No! You stupid fool!\Who told you to let go of the sheathe?!\This way's better! response:	Did you feel that, you imbecile?!
context: what can he do by grabbing hold of the thunderbolt sword?!\Myoga, when'd you come here?\Oh goodness, let go, fool!\This sheathe is only... in the way!\No! You stupid fool!\Who told you to let go of the sheathe?!\This way's better!\Did you feel that, you imbecile?! response:	He slugged the guy?!
context: Myoga, when'd you come here?\Oh goodness, let go, fool!\This sheathe is only... in the way!\No! You stupid fool!\Who told you to let go of the sheathe?!\This way's better!\Did you feel that, you imbecile?!\He slugged the guy?! response:	Simple, but amazing!
context: Oh goodness, let go, fool!\This sheathe is only... in the way!\No! You stupid fool!\Who told you to let go of the sheathe?!\This way's better!\Did you feel that, you imbecile?!\He slugged the guy?!\Simple, but amazing! response:	Leave it to Master Inuyasha!
context: This sheathe is only... in the way!\No! You stupid fool!\Who told you to let go of the sheathe?!\This way's better!\Did you feel that, you imbecile?!\He slugged the guy?!\Simple, but amazing!\Leave it to Master Inuyasha! response:	Now it's a duel of physical strength!
