context: Lord Milza's Dartanian forces have safely joined ours. response:	Also, I've received word that Lady Ururika's fleet will be arriving soon at Castle Unicorn.
context: I wish to save the Earl of Altirk.\Towards that end...\What if we recognize the Kreische family as emperors,\and all Union Lords swear allegiance to them?\Are you saying we should surrender?\I believe we have no other option.\It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle. response:	Whatever conditions we propose, it's unlikely their stance will change.
context: Towards that end...\What if we recognize the Kreische family as emperors,\and all Union Lords swear allegiance to them?\Are you saying we should surrender?\I believe we have no other option.\It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change. response:	But we must save the Earl of Altirk at any cost...
context: What if we recognize the Kreische family as emperors,\and all Union Lords swear allegiance to them?\Are you saying we should surrender?\I believe we have no other option.\It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost... response:	Castle Unicorn is surrounded on all sides. It's too late to take action now.
context: and all Union Lords swear allegiance to them?\Are you saying we should surrender?\I believe we have no other option.\It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now. response:	At this point, we should discuss how to proceed after the earl's death.
context: Are you saying we should surrender?\I believe we have no other option.\It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death. response:	We don't know yet if it's too late!
context: I believe we have no other option.\It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late! response:	I'll invade the Alliance domains from the north.
context: It is commendable you feel that way.\However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late!\I'll invade the Alliance domains from the north. response:	If we threaten from the rear, Waldlind just might retreat!
context: However, the Alliance is poised to destroy the Union in battle.\Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late!\I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat! response:	Why, Marrine?
context: Whatever conditions we propose, it's unlikely their stance will change.\But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late!\I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat!\Why, Marrine? response:	Wasn't it you who said our marriage would end the era of Chaos,
context: But we must save the Earl of Altirk at any cost...\Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late!\I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat!\Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos, response:	and bring peace to the Continent?
context: Castle Unicorn is surrounded on all sides. It's too late to take action now.\At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late!\I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat!\Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent? response:	Stand your ground! Don't think of retreating even a single step!
context: At this point, we should discuss how to proceed after the earl's death.\We don't know yet if it's too late!\I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat!\Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step! response:	Advance! Breach the palace gates in one go!
context: We don't know yet if it's too late!\I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat!\Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go! response:	The Nordic soldiers appear to have landed.
context: I'll invade the Alliance domains from the north.\If we threaten from the rear, Waldlind just might retreat!\Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed. response:	It's only a matter of time before they breach the seaward fortress and close in on us.
context: If we threaten from the rear, Waldlind just might retreat!\Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us. response:	I've ordered the gate soldiers to retreat, and switch defense to inside the castle.
context: Why, Marrine?\Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle. response:	Now, then...
context: Wasn't it you who said our marriage would end the era of Chaos,\and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then... response:	Let's go on our final rampage!
context: and bring peace to the Continent?\Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then...\Let's go on our final rampage! response:	Yes.
context: Stand your ground! Don't think of retreating even a single step!\Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then...\Let's go on our final rampage!\Yes. response:	Hellfire Margaret's final spell.
context: Advance! Breach the palace gates in one go!\The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then...\Let's go on our final rampage!\Yes.\Hellfire Margaret's final spell. response:	Allow me to show you!
context: The Nordic soldiers appear to have landed.\It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then...\Let's go on our final rampage!\Yes.\Hellfire Margaret's final spell.\Allow me to show you! response:	I've been afraid to love.
context: It's only a matter of time before they breach the seaward fortress and close in on us.\I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then...\Let's go on our final rampage!\Yes.\Hellfire Margaret's final spell.\Allow me to show you!\I've been afraid to love. response:	For I did not want to lose the one I loved.
context: I've ordered the gate soldiers to retreat, and switch defense to inside the castle.\Now, then...\Let's go on our final rampage!\Yes.\Hellfire Margaret's final spell.\Allow me to show you!\I've been afraid to love.\For I did not want to lose the one I loved. response:	Be that as it may, you've offered me the greatest love of all.
context: Now, then...\Let's go on our final rampage!\Yes.\Hellfire Margaret's final spell.\Allow me to show you!\I've been afraid to love.\For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all. response:	All I ever wanted was to be by your side.
context: Let's go on our final rampage!\Yes.\Hellfire Margaret's final spell.\Allow me to show you!\I've been afraid to love.\For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side. response:	What's this? I thought I'd find the Lord here.
context: Yes.\Hellfire Margaret's final spell.\Allow me to show you!\I've been afraid to love.\For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here. response:	I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?
context: Hellfire Margaret's final spell.\Allow me to show you!\I've been afraid to love.\For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you? response:	A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.
context: Allow me to show you!\I've been afraid to love.\For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala. response:	Since the Lustful Earl is still alive, his contract with you is still valid.
context: I've been afraid to love.\For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid. response:	Which means I won't be violating the code if I kill you!
context: For I did not want to lose the one I loved.\Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you! response:	The Earl of Altirk shall be slain by Waldlind.
context: Be that as it may, you've offered me the greatest love of all.\All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind. response:	Grandfather Jurgen will have his revenge.
context: All I ever wanted was to be by your side.\What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge. response:	Fine.
context: What's this? I thought I'd find the Lord here.\I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge.\Fine. response:	Captain of the Guard Regiment!
context: I'm Ururika, daughter of Erik, the Marquis of Nord. Who are you?\A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge.\Fine.\Captain of the Guard Regiment! response:	Heavy crossbows at the ready! Load the Crest Bullets!
context: A mage under contract to Lord Villar, Earl of Altirk. Colleen Messala.\Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge.\Fine.\Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets! response:	Fire!
context: Since the Lustful Earl is still alive, his contract with you is still valid.\Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge.\Fine.\Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets!\Fire! response:	P-Prepare for the second volley!
context: Which means I won't be violating the code if I kill you!\The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge.\Fine.\Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets!\Fire!\P-Prepare for the second volley! response:	Wait.
context: The Earl of Altirk shall be slain by Waldlind.\Grandfather Jurgen will have his revenge.\Fine.\Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets!\Fire!\P-Prepare for the second volley!\Wait. response:	- Your Highness! - It's fine.
context: Grandfather Jurgen will have his revenge.\Fine.\Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets!\Fire!\P-Prepare for the second volley!\Wait.\- Your Highness! - It's fine. response:	Lord Villar.
context: Fine.\Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets!\Fire!\P-Prepare for the second volley!\Wait.\- Your Highness! - It's fine.\Lord Villar. response:	Hey.
context: Captain of the Guard Regiment!\Heavy crossbows at the ready! Load the Crest Bullets!\Fire!\P-Prepare for the second volley!\Wait.\- Your Highness! - It's fine.\Lord Villar.\Hey. response:	My Kreische blood and my Crest are yours now...
context: Heavy crossbows at the ready! Load the Crest Bullets!\Fire!\P-Prepare for the second volley!\Wait.\- Your Highness! - It's fine.\Lord Villar.\Hey.\My Kreische blood and my Crest are yours now... response:	I accept.
context: Fire!\P-Prepare for the second volley!\Wait.\- Your Highness! - It's fine.\Lord Villar.\Hey.\My Kreische blood and my Crest are yours now...\I accept. response:	You should continue to follow the path you believe in.
context: P-Prepare for the second volley!\Wait.\- Your Highness! - It's fine.\Lord Villar.\Hey.\My Kreische blood and my Crest are yours now...\I accept.\You should continue to follow the path you believe in. response:	That said, I will still pray for you and Lord Alexis to be wed.
context: Wait.\- Your Highness! - It's fine.\Lord Villar.\Hey.\My Kreische blood and my Crest are yours now...\I accept.\You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed. response:	Since that's how I believe you'll find true happiness...
context: - Your Highness! - It's fine.\Lord Villar.\Hey.\My Kreische blood and my Crest are yours now...\I accept.\You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness... response:	Cousin of mine...
context: Lord Villar.\Hey.\My Kreische blood and my Crest are yours now...\I accept.\You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness...\Cousin of mine... response:	I've abandoned any thought of attaining happiness for myself.
context: Hey.\My Kreische blood and my Crest are yours now...\I accept.\You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness...\Cousin of mine...\I've abandoned any thought of attaining happiness for myself. response:	To repay Lord Villar, we must kill as many of the enemy as we can!
context: My Kreische blood and my Crest are yours now...\I accept.\You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness...\Cousin of mine...\I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can! response:	I am the Mage Leader under contract to Villar Constance, Earl of Altirk,
context: I accept.\You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness...\Cousin of mine...\I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk, response:	Laura Hardley.
context: You should continue to follow the path you believe in.\That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness...\Cousin of mine...\I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley. response:	This castle and throne shall be relinquished to you.
context: That said, I will still pray for you and Lord Alexis to be wed.\Since that's how I believe you'll find true happiness...\Cousin of mine...\I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley.\This castle and throne shall be relinquished to you. response:	But it does not mean Altirk has been defeated.
context: Since that's how I believe you'll find true happiness...\Cousin of mine...\I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley.\This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated. response:	The Lords of this domain will surely rise up against you.
context: Cousin of mine...\I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley.\This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you. response:	Glory to Altirk!
context: I've abandoned any thought of attaining happiness for myself.\To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley.\This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you.\Glory to Altirk! response:	My name is Helga Piarosa.
context: To repay Lord Villar, we must kill as many of the enemy as we can!\I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley.\This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you.\Glory to Altirk!\My name is Helga Piarosa. response:	Will you allow me to continue tending to the wounded?
context: I am the Mage Leader under contract to Villar Constance, Earl of Altirk,\Laura Hardley.\This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you.\Glory to Altirk!\My name is Helga Piarosa.\Will you allow me to continue tending to the wounded? response:	If you bring in your own wounded, I will treat them equally.
context: Laura Hardley.\This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you.\Glory to Altirk!\My name is Helga Piarosa.\Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally. response:	I'll allow it.
context: This castle and throne shall be relinquished to you.\But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you.\Glory to Altirk!\My name is Helga Piarosa.\Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally.\I'll allow it. response:	I appreciate it.
context: But it does not mean Altirk has been defeated.\The Lords of this domain will surely rise up against you.\Glory to Altirk!\My name is Helga Piarosa.\Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally.\I'll allow it.\I appreciate it. response:	I shall now yield this castle and Villar's Crest to you, Lord Milza.
context: The Lords of this domain will surely rise up against you.\Glory to Altirk!\My name is Helga Piarosa.\Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally.\I'll allow it.\I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza. response:	I want you to conquer Altirk.
context: Glory to Altirk!\My name is Helga Piarosa.\Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally.\I'll allow it.\I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk. response:	Understood.
context: My name is Helga Piarosa.\Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally.\I'll allow it.\I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk.\Understood. response:	This is good.
context: Will you allow me to continue tending to the wounded?\If you bring in your own wounded, I will treat them equally.\I'll allow it.\I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk.\Understood.\This is good. response:	Those who lack ambition are eliminated, and the weak are destroyed.
context: If you bring in your own wounded, I will treat them equally.\I'll allow it.\I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk.\Understood.\This is good.\Those who lack ambition are eliminated, and the weak are destroyed. response:	Such an era has finally arrived.
context: I'll allow it.\I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk.\Understood.\This is good.\Those who lack ambition are eliminated, and the weak are destroyed.\Such an era has finally arrived. response:	Lady Laura's message included some words from Lord Villar to you.
context: I appreciate it.\I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk.\Understood.\This is good.\Those who lack ambition are eliminated, and the weak are destroyed.\Such an era has finally arrived.\Lady Laura's message included some words from Lord Villar to you. response:	I'll relay them now...
context: I shall now yield this castle and Villar's Crest to you, Lord Milza.\I want you to conquer Altirk.\Understood.\This is good.\Those who lack ambition are eliminated, and the weak are destroyed.\Such an era has finally arrived.\Lady Laura's message included some words from Lord Villar to you.\I'll relay them now... response:	Theo. You managed to entertain me in various ways.
context: I want you to conquer Altirk.\Understood.\This is good.\Those who lack ambition are eliminated, and the weak are destroyed.\Such an era has finally arrived.\Lady Laura's message included some words from Lord Villar to you.\I'll relay them now...\Theo. You managed to entertain me in various ways. response:	From here on, be sure to stun the world.
context: Understood.\This is good.\Those who lack ambition are eliminated, and the weak are destroyed.\Such an era has finally arrived.\Lady Laura's message included some words from Lord Villar to you.\I'll relay them now...\Theo. You managed to entertain me in various ways.\From here on, be sure to stun the world. response:	THE FALL OF CASTLE UNICORN
context: This is good.\Those who lack ambition are eliminated, and the weak are destroyed.\Such an era has finally arrived.\Lady Laura's message included some words from Lord Villar to you.\I'll relay them now...\Theo. You managed to entertain me in various ways.\From here on, be sure to stun the world.\THE FALL OF CASTLE UNICORN response:	EPISODE 11.5: REMINISCENCE
