context: I have a condition. response:	Tell me all about Nana-san.
context: I'm going to be pulled back in by Yano...\I'm gonna leave for the day.\I doubt he'll say anything else about Nana-san today, anyway.\Why don't you two try having a normal date now?\Even with the condition of him telling you about Nana-san...\Why don't you try becoming a little more honest with your feelings?\But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san? response:	If you can't bring yourself to believe in him, what's meant to be won't be.
context: I'm gonna leave for the day.\I doubt he'll say anything else about Nana-san today, anyway.\Why don't you two try having a normal date now?\Even with the condition of him telling you about Nana-san...\Why don't you try becoming a little more honest with your feelings?\But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be. response:	Huh? Where'd Take go?
context: I doubt he'll say anything else about Nana-san today, anyway.\Why don't you two try having a normal date now?\Even with the condition of him telling you about Nana-san...\Why don't you try becoming a little more honest with your feelings?\But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go? response:	He went home.
context: Why don't you two try having a normal date now?\Even with the condition of him telling you about Nana-san...\Why don't you try becoming a little more honest with your feelings?\But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go?\He went home. response:	Lucky me!
context: Even with the condition of him telling you about Nana-san...\Why don't you try becoming a little more honest with your feelings?\But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go?\He went home.\Lucky me! response:	It's your fault.
context: Why don't you try becoming a little more honest with your feelings?\But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go?\He went home.\Lucky me!\It's your fault. response:	Because you wouldn't talk to me.
context: But everything will just get messed up again if I start going with my emotions, won't it?\Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go?\He went home.\Lucky me!\It's your fault.\Because you wouldn't talk to me. response:	Why do you think we met today?
context: Takahashi... are you sure it's not Moto but you who's obsessed with Nana-san?\If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go?\He went home.\Lucky me!\It's your fault.\Because you wouldn't talk to me.\Why do you think we met today? response:	Is there anywhere else you want to go today?
context: If you can't bring yourself to believe in him, what's meant to be won't be.\Huh? Where'd Take go?\He went home.\Lucky me!\It's your fault.\Because you wouldn't talk to me.\Why do you think we met today?\Is there anywhere else you want to go today? response:	Let's drink! Drink up!
context: Huh? Where'd Take go?\He went home.\Lucky me!\It's your fault.\Because you wouldn't talk to me.\Why do you think we met today?\Is there anywhere else you want to go today?\Let's drink! Drink up! response:	It's just juice, though.
context: He went home.\Lucky me!\It's your fault.\Because you wouldn't talk to me.\Why do you think we met today?\Is there anywhere else you want to go today?\Let's drink! Drink up!\It's just juice, though. response:	Don't be so depressed, Take-chan!
context: Lucky me!\It's your fault.\Because you wouldn't talk to me.\Why do you think we met today?\Is there anywhere else you want to go today?\Let's drink! Drink up!\It's just juice, though.\Don't be so depressed, Take-chan! response:	You guys... what the hell?
context: It's your fault.\Because you wouldn't talk to me.\Why do you think we met today?\Is there anywhere else you want to go today?\Let's drink! Drink up!\It's just juice, though.\Don't be so depressed, Take-chan!\You guys... what the hell? response:	Now, now, don't be such a stranger!
context: Because you wouldn't talk to me.\Why do you think we met today?\Is there anywhere else you want to go today?\Let's drink! Drink up!\It's just juice, though.\Don't be so depressed, Take-chan!\You guys... what the hell?\Now, now, don't be such a stranger! response:	We're throwing a consolation party!
context: Why do you think we met today?\Is there anywhere else you want to go today?\Let's drink! Drink up!\It's just juice, though.\Don't be so depressed, Take-chan!\You guys... what the hell?\Now, now, don't be such a stranger!\We're throwing a consolation party! response:	We always think of our friends!
context: Is there anywhere else you want to go today?\Let's drink! Drink up!\It's just juice, though.\Don't be so depressed, Take-chan!\You guys... what the hell?\Now, now, don't be such a stranger!\We're throwing a consolation party!\We always think of our friends! response:	Can I say something here?
context: Let's drink! Drink up!\It's just juice, though.\Don't be so depressed, Take-chan!\You guys... what the hell?\Now, now, don't be such a stranger!\We're throwing a consolation party!\We always think of our friends!\Can I say something here? response:	I've... I've...
context: It's just juice, though.\Don't be so depressed, Take-chan!\You guys... what the hell?\Now, now, don't be such a stranger!\We're throwing a consolation party!\We always think of our friends!\Can I say something here?\I've... I've... response:	I've already been confessed to by two different girls this school year.
context: Don't be so depressed, Take-chan!\You guys... what the hell?\Now, now, don't be such a stranger!\We're throwing a consolation party!\We always think of our friends!\Can I say something here?\I've... I've...\I've already been confessed to by two different girls this school year. response:	Seriously?!
context: You guys... what the hell?\Now, now, don't be such a stranger!\We're throwing a consolation party!\We always think of our friends!\Can I say something here?\I've... I've...\I've already been confessed to by two different girls this school year.\Seriously?! response:	Why didn't you go out with them?
context: Now, now, don't be such a stranger!\We're throwing a consolation party!\We always think of our friends!\Can I say something here?\I've... I've...\I've already been confessed to by two different girls this school year.\Seriously?!\Why didn't you go out with them? response:	How can I go with them if I don't feel anything towards them?
context: We're throwing a consolation party!\We always think of our friends!\Can I say something here?\I've... I've...\I've already been confessed to by two different girls this school year.\Seriously?!\Why didn't you go out with them?\How can I go with them if I don't feel anything towards them? response:	Why don't you try going out and feel something for them later?
context: We always think of our friends!\Can I say something here?\I've... I've...\I've already been confessed to by two different girls this school year.\Seriously?!\Why didn't you go out with them?\How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later? response:	If I could do that... I'd force my way and steal her from him... but...
context: Can I say something here?\I've... I've...\I've already been confessed to by two different girls this school year.\Seriously?!\Why didn't you go out with them?\How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but... response:	At the root of things, those two have mutual love for each other...
context: I've... I've...\I've already been confessed to by two different girls this school year.\Seriously?!\Why didn't you go out with them?\How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other... response:	Mutual Love
context: I've already been confessed to by two different girls this school year.\Seriously?!\Why didn't you go out with them?\How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other...\Mutual Love response:	Mutual love... sure sounds nice...
context: Seriously?!\Why didn't you go out with them?\How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other...\Mutual Love\Mutual love... sure sounds nice... response:	Sure does...
context: Why didn't you go out with them?\How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other...\Mutual Love\Mutual love... sure sounds nice...\Sure does... response:	It's Li'l Mi. What's up with that?
context: How can I go with them if I don't feel anything towards them?\Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other...\Mutual Love\Mutual love... sure sounds nice...\Sure does...\It's Li'l Mi. What's up with that? response:	Because he was annoying me, I teased him a little.
context: Why don't you try going out and feel something for them later?\If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other...\Mutual Love\Mutual love... sure sounds nice...\Sure does...\It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little. response:	During last year's summer festival, she was desperately looking for Moto...
context: If I could do that... I'd force my way and steal her from him... but...\At the root of things, those two have mutual love for each other...\Mutual Love\Mutual love... sure sounds nice...\Sure does...\It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto... response:	So much that she was out of breath...
context: At the root of things, those two have mutual love for each other...\Mutual Love\Mutual love... sure sounds nice...\Sure does...\It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath... response:	If it were me, she wouldn't have to find me...
context: Mutual Love\Mutual love... sure sounds nice...\Sure does...\It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath...\If it were me, she wouldn't have to find me... response:	Save
context: Mutual love... sure sounds nice...\Sure does...\It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath...\If it were me, she wouldn't have to find me...\Save response:	Move
context: Sure does...\It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath...\If it were me, she wouldn't have to find me...\Save\Move response:	Erase
context: It's Li'l Mi. What's up with that?\Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath...\If it were me, she wouldn't have to find me...\Save\Move\Erase response:	Attach file to Text Message
context: Because he was annoying me, I teased him a little.\During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath...\If it were me, she wouldn't have to find me...\Save\Move\Erase\Attach file to Text Message response:	I guess I really don't need this...
context: During last year's summer festival, she was desperately looking for Moto...\So much that she was out of breath...\If it were me, she wouldn't have to find me...\Save\Move\Erase\Attach file to Text Message\I guess I really don't need this... response:	It's still too early to give up.
context: So much that she was out of breath...\If it were me, she wouldn't have to find me...\Save\Move\Erase\Attach file to Text Message\I guess I really don't need this...\It's still too early to give up. response:	What the hell?
context: If it were me, she wouldn't have to find me...\Save\Move\Erase\Attach file to Text Message\I guess I really don't need this...\It's still too early to give up.\What the hell? response:	You guys are his allies, aren't you?
context: Save\Move\Erase\Attach file to Text Message\I guess I really don't need this...\It's still too early to give up.\What the hell?\You guys are his allies, aren't you? response:	But you know...
context: Move\Erase\Attach file to Text Message\I guess I really don't need this...\It's still too early to give up.\What the hell?\You guys are his allies, aren't you?\But you know... response:	He's no good unless he has a girl.
context: Erase\Attach file to Text Message\I guess I really don't need this...\It's still too early to give up.\What the hell?\You guys are his allies, aren't you?\But you know...\He's no good unless he has a girl. response:	He's the type of guy who's no good unless he has a girl to support him.
context: Attach file to Text Message\I guess I really don't need this...\It's still too early to give up.\What the hell?\You guys are his allies, aren't you?\But you know...\He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him. response:	That's not what I meant.
context: I guess I really don't need this...\It's still too early to give up.\What the hell?\You guys are his allies, aren't you?\But you know...\He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant. response:	He's the type who always needs someone to protect.
context: It's still too early to give up.\What the hell?\You guys are his allies, aren't you?\But you know...\He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant.\He's the type who always needs someone to protect. response:	Someone to protect? What's up with that? Sounds like it'd be a pain.
context: What the hell?\You guys are his allies, aren't you?\But you know...\He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant.\He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain. response:	It'd be so much easier without something like that.
context: You guys are his allies, aren't you?\But you know...\He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant.\He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that. response:	I agree, but people always shine the brightest when they have someone to protect.
context: But you know...\He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant.\He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect. response:	And I don't know if he's realized it himself, but...
context: He's no good unless he has a girl.\He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant.\He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but... response:	And that's probably what's making things so difficult for him.
context: He's the type of guy who's no good unless he has a girl to support him.\That's not what I meant.\He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him. response:	Huh? Was it during the first year of middle school...
context: That's not what I meant.\He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school... response:	It was her first marriage.
context: He's the type who always needs someone to protect.\Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school...\It was her first marriage. response:	I think his mom sees his current dad as her first husband.
context: Someone to protect? What's up with that? Sounds like it'd be a pain.\It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school...\It was her first marriage.\I think his mom sees his current dad as her first husband. response:	Guess that's it for today.
context: It'd be so much easier without something like that.\I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school...\It was her first marriage.\I think his mom sees his current dad as her first husband.\Guess that's it for today. response:	It's just a normal date now.
context: I agree, but people always shine the brightest when they have someone to protect.\And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school...\It was her first marriage.\I think his mom sees his current dad as her first husband.\Guess that's it for today.\It's just a normal date now. response:	Mind if I get changed?
context: And I don't know if he's realized it himself, but...\And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school...\It was her first marriage.\I think his mom sees his current dad as her first husband.\Guess that's it for today.\It's just a normal date now.\Mind if I get changed? response:	I'll wait here.
context: And that's probably what's making things so difficult for him.\Huh? Was it during the first year of middle school...\It was her first marriage.\I think his mom sees his current dad as her first husband.\Guess that's it for today.\It's just a normal date now.\Mind if I get changed?\I'll wait here. response:	Okay. I'll be right out.
context: Huh? Was it during the first year of middle school...\It was her first marriage.\I think his mom sees his current dad as her first husband.\Guess that's it for today.\It's just a normal date now.\Mind if I get changed?\I'll wait here.\Okay. I'll be right out. response:	I can't believe I came all the way out to his house...
context: It was her first marriage.\I think his mom sees his current dad as her first husband.\Guess that's it for today.\It's just a normal date now.\Mind if I get changed?\I'll wait here.\Okay. I'll be right out.\I can't believe I came all the way out to his house... response:	But it's only for today!
context: I think his mom sees his current dad as her first husband.\Guess that's it for today.\It's just a normal date now.\Mind if I get changed?\I'll wait here.\Okay. I'll be right out.\I can't believe I came all the way out to his house...\But it's only for today! response:	Tada!
context: Guess that's it for today.\It's just a normal date now.\Mind if I get changed?\I'll wait here.\Okay. I'll be right out.\I can't believe I came all the way out to his house...\But it's only for today!\Tada! response:	What? You got a dog?
context: It's just a normal date now.\Mind if I get changed?\I'll wait here.\Okay. I'll be right out.\I can't believe I came all the way out to his house...\But it's only for today!\Tada!\What? You got a dog? response:	What breed is he?
context: Mind if I get changed?\I'll wait here.\Okay. I'll be right out.\I can't believe I came all the way out to his house...\But it's only for today!\Tada!\What? You got a dog?\What breed is he? response:	I dunno.
context: I'll wait here.\Okay. I'll be right out.\I can't believe I came all the way out to his house...\But it's only for today!\Tada!\What? You got a dog?\What breed is he?\I dunno. response:	It's probably just a mutt.
context: Okay. I'll be right out.\I can't believe I came all the way out to his house...\But it's only for today!\Tada!\What? You got a dog?\What breed is he?\I dunno.\It's probably just a mutt. response:	It's the one that was abandoned in front of Take's place.
context: I can't believe I came all the way out to his house...\But it's only for today!\Tada!\What? You got a dog?\What breed is he?\I dunno.\It's probably just a mutt.\It's the one that was abandoned in front of Take's place. response:	It's gotten so big!
context: But it's only for today!\Tada!\What? You got a dog?\What breed is he?\I dunno.\It's probably just a mutt.\It's the one that was abandoned in front of Take's place.\It's gotten so big! response:	Or maybe fat!
context: Tada!\What? You got a dog?\What breed is he?\I dunno.\It's probably just a mutt.\It's the one that was abandoned in front of Take's place.\It's gotten so big!\Or maybe fat! response:	Is that seriously the same puppy?
context: What? You got a dog?\What breed is he?\I dunno.\It's probably just a mutt.\It's the one that was abandoned in front of Take's place.\It's gotten so big!\Or maybe fat!\Is that seriously the same puppy? response:	Puppies grow, too!
context: What breed is he?\I dunno.\It's probably just a mutt.\It's the one that was abandoned in front of Take's place.\It's gotten so big!\Or maybe fat!\Is that seriously the same puppy?\Puppies grow, too! response:	Ah, I'm such a moron. That dog made me so soft...
context: I dunno.\It's probably just a mutt.\It's the one that was abandoned in front of Take's place.\It's gotten so big!\Or maybe fat!\Is that seriously the same puppy?\Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft... response:	What's its name?
context: It's probably just a mutt.\It's the one that was abandoned in front of Take's place.\It's gotten so big!\Or maybe fat!\Is that seriously the same puppy?\Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft...\What's its name? response:	La...
context: It's the one that was abandoned in front of Take's place.\It's gotten so big!\Or maybe fat!\Is that seriously the same puppy?\Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft...\What's its name?\La... response:	La?
context: It's gotten so big!\Or maybe fat!\Is that seriously the same puppy?\Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft...\What's its name?\La...\La? response:	Lala.
context: Or maybe fat!\Is that seriously the same puppy?\Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft...\What's its name?\La...\La?\Lala. response:	Lala? That's a cute name.
context: Is that seriously the same puppy?\Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft...\What's its name?\La...\La?\Lala.\Lala? That's a cute name. response:	So it's a girl.
context: Puppies grow, too!\Ah, I'm such a moron. That dog made me so soft...\What's its name?\La...\La?\Lala.\Lala? That's a cute name.\So it's a girl. response:	You seem like you'd be a really caring dad, unexpectedly.
context: Ah, I'm such a moron. That dog made me so soft...\What's its name?\La...\La?\Lala.\Lala? That's a cute name.\So it's a girl.\You seem like you'd be a really caring dad, unexpectedly. response:	What the heck's that supposed to mean?
context: What's its name?\La...\La?\Lala.\Lala? That's a cute name.\So it's a girl.\You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean? response:	I just get that feeling.
context: La...\La?\Lala.\Lala? That's a cute name.\So it's a girl.\You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean?\I just get that feeling. response:	Actually, you haven't really seemed that family-oriented, but...
context: La?\Lala.\Lala? That's a cute name.\So it's a girl.\You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean?\I just get that feeling.\Actually, you haven't really seemed that family-oriented, but... response:	My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.
context: Lala.\Lala? That's a cute name.\So it's a girl.\You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean?\I just get that feeling.\Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway. response:	Three kids, huh?
context: Lala? That's a cute name.\So it's a girl.\You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean?\I just get that feeling.\Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh? response:	I'd prefer just one, I think.
context: So it's a girl.\You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean?\I just get that feeling.\Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh?\I'd prefer just one, I think. response:	Huh? That's no good!
context: You seem like you'd be a really caring dad, unexpectedly.\What the heck's that supposed to mean?\I just get that feeling.\Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh?\I'd prefer just one, I think.\Huh? That's no good! response:	If you only had one, the kid wouldn't have anyone to play with, right?
context: What the heck's that supposed to mean?\I just get that feeling.\Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh?\I'd prefer just one, I think.\Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right? response:	Try a little harder!
context: I just get that feeling.\Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh?\I'd prefer just one, I think.\Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder! response:	Maybe two at most, I guess.
context: Actually, you haven't really seemed that family-oriented, but...\My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh?\I'd prefer just one, I think.\Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder!\Maybe two at most, I guess. response:	One girl and one boy.
context: My dream is to have a warm household with three kids, a big dog, and a basketball net in my driveway.\Three kids, huh?\I'd prefer just one, I think.\Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder!\Maybe two at most, I guess.\One girl and one boy. response:	That's no good, either! You have to have two boys!
context: Three kids, huh?\I'd prefer just one, I think.\Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder!\Maybe two at most, I guess.\One girl and one boy.\That's no good, either! You have to have two boys! response:	It's not like I'm going to marry you, so...
context: I'd prefer just one, I think.\Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder!\Maybe two at most, I guess.\One girl and one boy.\That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so... response:	That was kinda mean...
context: Huh? That's no good!\If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder!\Maybe two at most, I guess.\One girl and one boy.\That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so...\That was kinda mean... response:	If you had two boys, they could still play catch with each other even when dad's at work.
context: If you only had one, the kid wouldn't have anyone to play with, right?\Try a little harder!\Maybe two at most, I guess.\One girl and one boy.\That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so...\That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work. response:	I've never done anything with my dad before.
context: Try a little harder!\Maybe two at most, I guess.\One girl and one boy.\That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so...\That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before. response:	The only memories I have of my dad are from what my mom's told me.
context: Maybe two at most, I guess.\One girl and one boy.\That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so...\That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me. response:	She said he died soon after I was born.
context: One girl and one boy.\That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so...\That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born. response:	He died young from disease.
context: That's no good, either! You have to have two boys!\It's not like I'm going to marry you, so...\That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born.\He died young from disease. response:	This is the first time Yano's told me about his dad...
context: It's not like I'm going to marry you, so...\That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born.\He died young from disease.\This is the first time Yano's told me about his dad... response:	Apparently, he was athletic and a swimmer.
context: That was kinda mean...\If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born.\He died young from disease.\This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer. response:	During his school years, he got his name on some plaque at a Hokkaido event.
context: If you had two boys, they could still play catch with each other even when dad's at work.\I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born.\He died young from disease.\This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event. response:	She's told me so many times, I've been able to form an image of him...
context: I've never done anything with my dad before.\The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born.\He died young from disease.\This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him... response:	In fourth grade, I asked my mom...
context: The only memories I have of my dad are from what my mom's told me.\She said he died soon after I was born.\He died young from disease.\This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom... response:	Do you have a picture of Dad?
context: She said he died soon after I was born.\He died young from disease.\This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom...\Do you have a picture of Dad? response:	Show me what Dad looks like.
context: He died young from disease.\This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom...\Do you have a picture of Dad?\Show me what Dad looks like. response:	And then...
context: This is the first time Yano's told me about his dad...\Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom...\Do you have a picture of Dad?\Show me what Dad looks like.\And then... response:	Take a good look in the mirror.
context: Apparently, he was athletic and a swimmer.\During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom...\Do you have a picture of Dad?\Show me what Dad looks like.\And then...\Take a good look in the mirror. response:	Look, your dad's right there!
context: During his school years, he got his name on some plaque at a Hokkaido event.\She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom...\Do you have a picture of Dad?\Show me what Dad looks like.\And then...\Take a good look in the mirror.\Look, your dad's right there! response:	You look just like him when he was ten.
context: She's told me so many times, I've been able to form an image of him...\In fourth grade, I asked my mom...\Do you have a picture of Dad?\Show me what Dad looks like.\And then...\Take a good look in the mirror.\Look, your dad's right there!\You look just like him when he was ten. response:	You're the splitting image of him.
context: In fourth grade, I asked my mom...\Do you have a picture of Dad?\Show me what Dad looks like.\And then...\Take a good look in the mirror.\Look, your dad's right there!\You look just like him when he was ten.\You're the splitting image of him. response:	So cheerful, a prankster, smart and handsome...
context: Do you have a picture of Dad?\Show me what Dad looks like.\And then...\Take a good look in the mirror.\Look, your dad's right there!\You look just like him when he was ten.\You're the splitting image of him.\So cheerful, a prankster, smart and handsome... response:	Year after year, it's shocking how much you're becoming like him.
context: Show me what Dad looks like.\And then...\Take a good look in the mirror.\Look, your dad's right there!\You look just like him when he was ten.\You're the splitting image of him.\So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him. response:	Apparently, he and I are like two peas in a pod.
context: And then...\Take a good look in the mirror.\Look, your dad's right there!\You look just like him when he was ten.\You're the splitting image of him.\So cheerful, a prankster, smart and handsome...\Year after year, it's shocking how much you're becoming like him.\Apparently, he and I are like two peas in a pod. response:	She always said that.
