context: Here we come! response:	It's the start of Inuyasha!
context: If you truly want to save me, you must hurry.\Before the sun sets, I must swallow the berries...\else the toxic poison will have spread throughout my body\and I shall...\Don't worry, Jaken!\I will return before the sun sets!\I promise!\A-Uun! Go faster! response:	Hmm... are you sure it's this way, Kagome?
context: Before the sun sets, I must swallow the berries...\else the toxic poison will have spread throughout my body\and I shall...\Don't worry, Jaken!\I will return before the sun sets!\I promise!\A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome? response:	Hmm...
context: else the toxic poison will have spread throughout my body\and I shall...\Don't worry, Jaken!\I will return before the sun sets!\I promise!\A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome?\Hmm... response:	I think so...
context: and I shall...\Don't worry, Jaken!\I will return before the sun sets!\I promise!\A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome?\Hmm...\I think so... response:	Right, Inuyasha? It WAS this way, right?
context: Don't worry, Jaken!\I will return before the sun sets!\I promise!\A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome?\Hmm...\I think so...\Right, Inuyasha? It WAS this way, right? response:	I thought I didn't matter?
context: I will return before the sun sets!\I promise!\A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome?\Hmm...\I think so...\Right, Inuyasha? It WAS this way, right?\I thought I didn't matter? response:	Are you still sulking?
context: I promise!\A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome?\Hmm...\I think so...\Right, Inuyasha? It WAS this way, right?\I thought I didn't matter?\Are you still sulking? response:	Sorry for being rude earlier.
context: A-Uun! Go faster!\Hmm... are you sure it's this way, Kagome?\Hmm...\I think so...\Right, Inuyasha? It WAS this way, right?\I thought I didn't matter?\Are you still sulking?\Sorry for being rude earlier. response:	Man! She didn't even mean it!
context: Hmm... are you sure it's this way, Kagome?\Hmm...\I think so...\Right, Inuyasha? It WAS this way, right?\I thought I didn't matter?\Are you still sulking?\Sorry for being rude earlier.\Man! She didn't even mean it! response:	This smell...
context: Hmm...\I think so...\Right, Inuyasha? It WAS this way, right?\I thought I didn't matter?\Are you still sulking?\Sorry for being rude earlier.\Man! She didn't even mean it!\This smell... response:	What's the matter, Inuyasha!
context: I think so...\Right, Inuyasha? It WAS this way, right?\I thought I didn't matter?\Are you still sulking?\Sorry for being rude earlier.\Man! She didn't even mean it!\This smell...\What's the matter, Inuyasha! response:	I'm sure of it.
context: Right, Inuyasha? It WAS this way, right?\I thought I didn't matter?\Are you still sulking?\Sorry for being rude earlier.\Man! She didn't even mean it!\This smell...\What's the matter, Inuyasha!\I'm sure of it. response:	Naraku's poisonous insects!
context: I thought I didn't matter?\Are you still sulking?\Sorry for being rude earlier.\Man! She didn't even mean it!\This smell...\What's the matter, Inuyasha!\I'm sure of it.\Naraku's poisonous insects! response:	Wait, Inuyasha!
context: Are you still sulking?\Sorry for being rude earlier.\Man! She didn't even mean it!\This smell...\What's the matter, Inuyasha!\I'm sure of it.\Naraku's poisonous insects!\Wait, Inuyasha! response:	Kagome... do you sense any Sacred Jewel shards nearby?
context: Sorry for being rude earlier.\Man! She didn't even mean it!\This smell...\What's the matter, Inuyasha!\I'm sure of it.\Naraku's poisonous insects!\Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby? response:	No... not nearby.
context: Man! She didn't even mean it!\This smell...\What's the matter, Inuyasha!\I'm sure of it.\Naraku's poisonous insects!\Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby. response:	And no demon puppets either.
context: This smell...\What's the matter, Inuyasha!\I'm sure of it.\Naraku's poisonous insects!\Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby.\And no demon puppets either. response:	Then perhaps those insects are heading back to Naraku.
context: What's the matter, Inuyasha!\I'm sure of it.\Naraku's poisonous insects!\Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby.\And no demon puppets either.\Then perhaps those insects are heading back to Naraku. response:	If we follow them instead of killing them...
context: I'm sure of it.\Naraku's poisonous insects!\Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby.\And no demon puppets either.\Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them... response:	We'll discover Naraku's whereabouts!
context: Naraku's poisonous insects!\Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby.\And no demon puppets either.\Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them...\We'll discover Naraku's whereabouts! response:	- Hey! They're falling! - What?!
context: Wait, Inuyasha!\Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby.\And no demon puppets either.\Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them...\We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?! response:	Are they dead?
context: Kagome... do you sense any Sacred Jewel shards nearby?\No... not nearby.\And no demon puppets either.\Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them...\We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?!\Are they dead? response:	What's going on?
context: No... not nearby.\And no demon puppets either.\Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them...\We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?!\Are they dead?\What's going on? response:	S-Sesshomaru!
context: And no demon puppets either.\Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them...\We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?!\Are they dead?\What's going on?\S-Sesshomaru! response:	Did you kill them... the Saimyosho?
context: Then perhaps those insects are heading back to Naraku.\If we follow them instead of killing them...\We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?!\Are they dead?\What's going on?\S-Sesshomaru!\Did you kill them... the Saimyosho? response:	Saimyosho?
context: If we follow them instead of killing them...\We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?!\Are they dead?\What's going on?\S-Sesshomaru!\Did you kill them... the Saimyosho?\Saimyosho? response:	You mean these poison insects?
context: We'll discover Naraku's whereabouts!\- Hey! They're falling! - What?!\Are they dead?\What's going on?\S-Sesshomaru!\Did you kill them... the Saimyosho?\Saimyosho?\You mean these poison insects? response:	So short-sighted.
context: - Hey! They're falling! - What?!\Are they dead?\What's going on?\S-Sesshomaru!\Did you kill them... the Saimyosho?\Saimyosho?\You mean these poison insects?\So short-sighted. response:	What?
context: Are they dead?\What's going on?\S-Sesshomaru!\Did you kill them... the Saimyosho?\Saimyosho?\You mean these poison insects?\So short-sighted.\What? response:	Now I've lost my lead to finding Naraku.
context: What's going on?\S-Sesshomaru!\Did you kill them... the Saimyosho?\Saimyosho?\You mean these poison insects?\So short-sighted.\What?\Now I've lost my lead to finding Naraku. response:	Lemme make one thing clear!
context: S-Sesshomaru!\Did you kill them... the Saimyosho?\Saimyosho?\You mean these poison insects?\So short-sighted.\What?\Now I've lost my lead to finding Naraku.\Lemme make one thing clear! response:	These bugs just dropped dead!
context: Did you kill them... the Saimyosho?\Saimyosho?\You mean these poison insects?\So short-sighted.\What?\Now I've lost my lead to finding Naraku.\Lemme make one thing clear!\These bugs just dropped dead! response:	I'm becoming quite tired of yourexcuses!
context: Saimyosho?\You mean these poison insects?\So short-sighted.\What?\Now I've lost my lead to finding Naraku.\Lemme make one thing clear!\These bugs just dropped dead!\I'm becoming quite tired of yourexcuses! response:	Who'd make excuses to you! I'm telling the truth!
context: You mean these poison insects?\So short-sighted.\What?\Now I've lost my lead to finding Naraku.\Lemme make one thing clear!\These bugs just dropped dead!\I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth! response:	Yes, that's the truth!
context: So short-sighted.\What?\Now I've lost my lead to finding Naraku.\Lemme make one thing clear!\These bugs just dropped dead!\I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth! response:	Stay outta this, Kagome!
context: What?\Now I've lost my lead to finding Naraku.\Lemme make one thing clear!\These bugs just dropped dead!\I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth!\Stay outta this, Kagome! response:	He doesn't understand words!
context: Now I've lost my lead to finding Naraku.\Lemme make one thing clear!\These bugs just dropped dead!\I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth!\Stay outta this, Kagome!\He doesn't understand words! response:	Inuyasha...
context: Lemme make one thing clear!\These bugs just dropped dead!\I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth!\Stay outta this, Kagome!\He doesn't understand words!\Inuyasha... response:	I'm not feeling very magnanimous today.
context: These bugs just dropped dead!\I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth!\Stay outta this, Kagome!\He doesn't understand words!\Inuyasha...\I'm not feeling very magnanimous today. response:	I won'tgo easy on you like before.
context: I'm becoming quite tired of yourexcuses!\Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth!\Stay outta this, Kagome!\He doesn't understand words!\Inuyasha...\I'm not feeling very magnanimous today.\I won'tgo easy on you like before. response:	Cut the crap!
context: Who'd make excuses to you! I'm telling the truth!\Yes, that's the truth!\Stay outta this, Kagome!\He doesn't understand words!\Inuyasha...\I'm not feeling very magnanimous today.\I won'tgo easy on you like before.\Cut the crap! response:	And don't come crying to me later!
context: Yes, that's the truth!\Stay outta this, Kagome!\He doesn't understand words!\Inuyasha...\I'm not feeling very magnanimous today.\I won'tgo easy on you like before.\Cut the crap!\And don't come crying to me later! response:	Stop it, both of you!
context: Stay outta this, Kagome!\He doesn't understand words!\Inuyasha...\I'm not feeling very magnanimous today.\I won'tgo easy on you like before.\Cut the crap!\And don't come crying to me later!\Stop it, both of you! response:	It's useless.
context: He doesn't understand words!\Inuyasha...\I'm not feeling very magnanimous today.\I won'tgo easy on you like before.\Cut the crap!\And don't come crying to me later!\Stop it, both of you!\It's useless. response:	They're always at odds with each other.
context: Inuyasha...\I'm not feeling very magnanimous today.\I won'tgo easy on you like before.\Cut the crap!\And don't come crying to me later!\Stop it, both of you!\It's useless.\They're always at odds with each other. response:	I'll say.
context: I'm not feeling very magnanimous today.\I won'tgo easy on you like before.\Cut the crap!\And don't come crying to me later!\Stop it, both of you!\It's useless.\They're always at odds with each other.\I'll say. response:	A-Un, wait here!
context: I won'tgo easy on you like before.\Cut the crap!\And don't come crying to me later!\Stop it, both of you!\It's useless.\They're always at odds with each other.\I'll say.\A-Un, wait here! response:	An herbal garden...
context: Cut the crap!\And don't come crying to me later!\Stop it, both of you!\It's useless.\They're always at odds with each other.\I'll say.\A-Un, wait here!\An herbal garden... response:	This is it!
context: And don't come crying to me later!\Stop it, both of you!\It's useless.\They're always at odds with each other.\I'll say.\A-Un, wait here!\An herbal garden...\This is it! response:	Umm...
context: Stop it, both of you!\It's useless.\They're always at odds with each other.\I'll say.\A-Un, wait here!\An herbal garden...\This is it!\Umm... response:	Who is it?
context: It's useless.\They're always at odds with each other.\I'll say.\A-Un, wait here!\An herbal garden...\This is it!\Umm...\Who is it? response:	Huh?! A witch!
context: They're always at odds with each other.\I'll say.\A-Un, wait here!\An herbal garden...\This is it!\Umm...\Who is it?\Huh?! A witch! response:	What?
context: I'll say.\A-Un, wait here!\An herbal garden...\This is it!\Umm...\Who is it?\Huh?! A witch!\What? response:	Jinenji isn't seeing anyone today.
context: A-Un, wait here!\An herbal garden...\This is it!\Umm...\Who is it?\Huh?! A witch!\What?\Jinenji isn't seeing anyone today. response:	Go on home.
context: An herbal garden...\This is it!\Umm...\Who is it?\Huh?! A witch!\What?\Jinenji isn't seeing anyone today.\Go on home. response:	You're here, aren't you, Jinenji?
context: This is it!\Umm...\Who is it?\Huh?! A witch!\What?\Jinenji isn't seeing anyone today.\Go on home.\You're here, aren't you, Jinenji? response:	Please hearme out!
context: Umm...\Who is it?\Huh?! A witch!\What?\Jinenji isn't seeing anyone today.\Go on home.\You're here, aren't you, Jinenji?\Please hearme out! response:	Please give me some sennensouberries.
context: Who is it?\Huh?! A witch!\What?\Jinenji isn't seeing anyone today.\Go on home.\You're here, aren't you, Jinenji?\Please hearme out!\Please give me some sennensouberries. response:	There's someone who's been poisoned and he might die!
context: Huh?! A witch!\What?\Jinenji isn't seeing anyone today.\Go on home.\You're here, aren't you, Jinenji?\Please hearme out!\Please give me some sennensouberries.\There's someone who's been poisoned and he might die! response:	That's very regrettable.
context: What?\Jinenji isn't seeing anyone today.\Go on home.\You're here, aren't you, Jinenji?\Please hearme out!\Please give me some sennensouberries.\There's someone who's been poisoned and he might die!\That's very regrettable. response:	However...
context: Jinenji isn't seeing anyone today.\Go on home.\You're here, aren't you, Jinenji?\Please hearme out!\Please give me some sennensouberries.\There's someone who's been poisoned and he might die!\That's very regrettable.\However... response:	I don't have any sennensouberries here.
context: Go on home.\You're here, aren't you, Jinenji?\Please hearme out!\Please give me some sennensouberries.\There's someone who's been poisoned and he might die!\That's very regrettable.\However...\I don't have any sennensouberries here. response:	Go home.
context: You're here, aren't you, Jinenji?\Please hearme out!\Please give me some sennensouberries.\There's someone who's been poisoned and he might die!\That's very regrettable.\However...\I don't have any sennensouberries here.\Go home. response:	What's wrong?
context: Please hearme out!\Please give me some sennensouberries.\There's someone who's been poisoned and he might die!\That's very regrettable.\However...\I don't have any sennensouberries here.\Go home.\What's wrong? response:	Why won't you come out from underthe covers?
context: Please give me some sennensouberries.\There's someone who's been poisoned and he might die!\That's very regrettable.\However...\I don't have any sennensouberries here.\Go home.\What's wrong?\Why won't you come out from underthe covers? response:	You're just a little girl, so you won't understand.
context: There's someone who's been poisoned and he might die!\That's very regrettable.\However...\I don't have any sennensouberries here.\Go home.\What's wrong?\Why won't you come out from underthe covers?\You're just a little girl, so you won't understand. response:	But Jinenji is a half-demon.
context: That's very regrettable.\However...\I don't have any sennensouberries here.\Go home.\What's wrong?\Why won't you come out from underthe covers?\You're just a little girl, so you won't understand.\But Jinenji is a half-demon. response:	Half-demon?
context: However...\I don't have any sennensouberries here.\Go home.\What's wrong?\Why won't you come out from underthe covers?\You're just a little girl, so you won't understand.\But Jinenji is a half-demon.\Half-demon? response:	Once in a while, he takes on the human form.
context: I don't have any sennensouberries here.\Go home.\What's wrong?\Why won't you come out from underthe covers?\You're just a little girl, so you won't understand.\But Jinenji is a half-demon.\Half-demon?\Once in a while, he takes on the human form. response:	He's such a coward.
context: Go home.\What's wrong?\Why won't you come out from underthe covers?\You're just a little girl, so you won't understand.\But Jinenji is a half-demon.\Half-demon?\Once in a while, he takes on the human form.\He's such a coward. response:	And he doesn't want anyone to see his human self.
context: What's wrong?\Why won't you come out from underthe covers?\You're just a little girl, so you won't understand.\But Jinenji is a half-demon.\Half-demon?\Once in a while, he takes on the human form.\He's such a coward.\And he doesn't want anyone to see his human self. response:	Then please tell me where I can find the berries!
context: Why won't you come out from underthe covers?\You're just a little girl, so you won't understand.\But Jinenji is a half-demon.\Half-demon?\Once in a while, he takes on the human form.\He's such a coward.\And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries! response:	I'll go get them!
context: You're just a little girl, so you won't understand.\But Jinenji is a half-demon.\Half-demon?\Once in a while, he takes on the human form.\He's such a coward.\And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries!\I'll go get them! response:	Sennensouberries are used as an antidote by demons.
context: But Jinenji is a half-demon.\Half-demon?\Once in a while, he takes on the human form.\He's such a coward.\And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries!\I'll go get them!\Sennensouberries are used as an antidote by demons. response:	Are you trying to save a demon?
context: Half-demon?\Once in a while, he takes on the human form.\He's such a coward.\And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries!\I'll go get them!\Sennensouberries are used as an antidote by demons.\Are you trying to save a demon? response:	Uh-huh...
context: Once in a while, he takes on the human form.\He's such a coward.\And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries!\I'll go get them!\Sennensouberries are used as an antidote by demons.\Are you trying to save a demon?\Uh-huh... response:	Are you smitten with this demon?
context: He's such a coward.\And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries!\I'll go get them!\Sennensouberries are used as an antidote by demons.\Are you trying to save a demon?\Uh-huh...\Are you smitten with this demon? response:	Smitten? What's that?
context: And he doesn't want anyone to see his human self.\Then please tell me where I can find the berries!\I'll go get them!\Sennensouberries are used as an antidote by demons.\Are you trying to save a demon?\Uh-huh...\Are you smitten with this demon?\Smitten? What's that? response:	I see!
context: Then please tell me where I can find the berries!\I'll go get them!\Sennensouberries are used as an antidote by demons.\Are you trying to save a demon?\Uh-huh...\Are you smitten with this demon?\Smitten? What's that?\I see! response:	You're so young! I underestimated you!
context: I'll go get them!\Sennensouberries are used as an antidote by demons.\Are you trying to save a demon?\Uh-huh...\Are you smitten with this demon?\Smitten? What's that?\I see!\You're so young! I underestimated you! response:	I was like you once!
context: Sennensouberries are used as an antidote by demons.\Are you trying to save a demon?\Uh-huh...\Are you smitten with this demon?\Smitten? What's that?\I see!\You're so young! I underestimated you!\I was like you once! response:	Never mind that!
context: Are you trying to save a demon?\Uh-huh...\Are you smitten with this demon?\Smitten? What's that?\I see!\You're so young! I underestimated you!\I was like you once!\Never mind that! response:	I must save MasterJaken!
context: Uh-huh...\Are you smitten with this demon?\Smitten? What's that?\I see!\You're so young! I underestimated you!\I was like you once!\Never mind that!\I must save MasterJaken! response:	Huh?
context: Are you smitten with this demon?\Smitten? What's that?\I see!\You're so young! I underestimated you!\I was like you once!\Never mind that!\I must save MasterJaken!\Huh? response:	This girl resembles Kagome.
context: Smitten? What's that?\I see!\You're so young! I underestimated you!\I was like you once!\Never mind that!\I must save MasterJaken!\Huh?\This girl resembles Kagome. response:	Kagome?
context: I see!\You're so young! I underestimated you!\I was like you once!\Never mind that!\I must save MasterJaken!\Huh?\This girl resembles Kagome.\Kagome? response:	Oh, thatgirl...
context: You're so young! I underestimated you!\I was like you once!\Never mind that!\I must save MasterJaken!\Huh?\This girl resembles Kagome.\Kagome?\Oh, thatgirl... response:	I think you're right.
context: I was like you once!\Never mind that!\I must save MasterJaken!\Huh?\This girl resembles Kagome.\Kagome?\Oh, thatgirl...\I think you're right. response:	The sennensou grows in the ravine of the mountain out back.
context: Never mind that!\I must save MasterJaken!\Huh?\This girl resembles Kagome.\Kagome?\Oh, thatgirl...\I think you're right.\The sennensou grows in the ravine of the mountain out back. response:	But...
context: I must save MasterJaken!\Huh?\This girl resembles Kagome.\Kagome?\Oh, thatgirl...\I think you're right.\The sennensou grows in the ravine of the mountain out back.\But... response:	There are lots of demons and beasts.
context: Huh?\This girl resembles Kagome.\Kagome?\Oh, thatgirl...\I think you're right.\The sennensou grows in the ravine of the mountain out back.\But...\There are lots of demons and beasts. response:	It's impossible for a human to go there.
context: This girl resembles Kagome.\Kagome?\Oh, thatgirl...\I think you're right.\The sennensou grows in the ravine of the mountain out back.\But...\There are lots of demons and beasts.\It's impossible for a human to go there. response:	When it's dark, I'll return to normal.
context: Kagome?\Oh, thatgirl...\I think you're right.\The sennensou grows in the ravine of the mountain out back.\But...\There are lots of demons and beasts.\It's impossible for a human to go there.\When it's dark, I'll return to normal. response:	So can you wait until then?
context: Oh, thatgirl...\I think you're right.\The sennensou grows in the ravine of the mountain out back.\But...\There are lots of demons and beasts.\It's impossible for a human to go there.\When it's dark, I'll return to normal.\So can you wait until then? response:	It'll be too late!
context: I think you're right.\The sennensou grows in the ravine of the mountain out back.\But...\There are lots of demons and beasts.\It's impossible for a human to go there.\When it's dark, I'll return to normal.\So can you wait until then?\It'll be too late! response:	Tell me what kind of plant it is.
context: The sennensou grows in the ravine of the mountain out back.\But...\There are lots of demons and beasts.\It's impossible for a human to go there.\When it's dark, I'll return to normal.\So can you wait until then?\It'll be too late!\Tell me what kind of plant it is. response:	I'll go get it!
context: But...\There are lots of demons and beasts.\It's impossible for a human to go there.\When it's dark, I'll return to normal.\So can you wait until then?\It'll be too late!\Tell me what kind of plant it is.\I'll go get it! response:	Really... you're just like Kagome.
context: There are lots of demons and beasts.\It's impossible for a human to go there.\When it's dark, I'll return to normal.\So can you wait until then?\It'll be too late!\Tell me what kind of plant it is.\I'll go get it!\Really... you're just like Kagome. response:	Rin...
context: It's impossible for a human to go there.\When it's dark, I'll return to normal.\So can you wait until then?\It'll be too late!\Tell me what kind of plant it is.\I'll go get it!\Really... you're just like Kagome.\Rin... response:	Lord Sesshomaru!
context: When it's dark, I'll return to normal.\So can you wait until then?\It'll be too late!\Tell me what kind of plant it is.\I'll go get it!\Really... you're just like Kagome.\Rin...\Lord Sesshomaru! response:	A-Un! There! That's the place!
context: So can you wait until then?\It'll be too late!\Tell me what kind of plant it is.\I'll go get it!\Really... you're just like Kagome.\Rin...\Lord Sesshomaru!\A-Un! There! That's the place! response:	Take this!
context: It'll be too late!\Tell me what kind of plant it is.\I'll go get it!\Really... you're just like Kagome.\Rin...\Lord Sesshomaru!\A-Un! There! That's the place!\Take this! response:	Wind Scar!
context: Tell me what kind of plant it is.\I'll go get it!\Really... you're just like Kagome.\Rin...\Lord Sesshomaru!\A-Un! There! That's the place!\Take this!\Wind Scar! response:	What?!
context: I'll go get it!\Really... you're just like Kagome.\Rin...\Lord Sesshomaru!\A-Un! There! That's the place!\Take this!\Wind Scar!\What?! response:	It's my win.
context: Really... you're just like Kagome.\Rin...\Lord Sesshomaru!\A-Un! There! That's the place!\Take this!\Wind Scar!\What?!\It's my win. response:	Are you prepared, Inuyasha?
context: Rin...\Lord Sesshomaru!\A-Un! There! That's the place!\Take this!\Wind Scar!\What?!\It's my win.\Are you prepared, Inuyasha? response:	I don't care about my life!
context: Lord Sesshomaru!\A-Un! There! That's the place!\Take this!\Wind Scar!\What?!\It's my win.\Are you prepared, Inuyasha?\I don't care about my life! response:	Just do as you please!
context: A-Un! There! That's the place!\Take this!\Wind Scar!\What?!\It's my win.\Are you prepared, Inuyasha?\I don't care about my life!\Just do as you please! response:	I see...
context: Take this!\Wind Scar!\What?!\It's my win.\Are you prepared, Inuyasha?\I don't care about my life!\Just do as you please!\I see... response:	Wait!
context: Wind Scar!\What?!\It's my win.\Are you prepared, Inuyasha?\I don't care about my life!\Just do as you please!\I see...\Wait! response:	You want to know where Naraku is?
context: What?!\It's my win.\Are you prepared, Inuyasha?\I don't care about my life!\Just do as you please!\I see...\Wait!\You want to know where Naraku is? response:	Then go in the direction of the ox-tiger!
context: It's my win.\Are you prepared, Inuyasha?\I don't care about my life!\Just do as you please!\I see...\Wait!\You want to know where Naraku is?\Then go in the direction of the ox-tiger! response:	We heard that Naraku's aura went in that direction.
context: Are you prepared, Inuyasha?\I don't care about my life!\Just do as you please!\I see...\Wait!\You want to know where Naraku is?\Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction. response:	Stu... - ! Kagome!
context: I don't care about my life!\Just do as you please!\I see...\Wait!\You want to know where Naraku is?\Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction.\Stu... - ! Kagome! response:	In the direction of the ox-tiger?
context: Just do as you please!\I see...\Wait!\You want to know where Naraku is?\Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction.\Stu... - ! Kagome!\In the direction of the ox-tiger? response:	That's all I need to know.
context: I see...\Wait!\You want to know where Naraku is?\Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction.\Stu... - ! Kagome!\In the direction of the ox-tiger?\That's all I need to know. response:	You survived this one, Inuyasha.
context: Wait!\You want to know where Naraku is?\Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction.\Stu... - ! Kagome!\In the direction of the ox-tiger?\That's all I need to know.\You survived this one, Inuyasha. response:	Wait, Sesshomaru!
context: You want to know where Naraku is?\Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction.\Stu... - ! Kagome!\In the direction of the ox-tiger?\That's all I need to know.\You survived this one, Inuyasha.\Wait, Sesshomaru! response:	Why do you go after Naraku?
context: Then go in the direction of the ox-tiger!\We heard that Naraku's aura went in that direction.\Stu... - ! Kagome!\In the direction of the ox-tiger?\That's all I need to know.\You survived this one, Inuyasha.\Wait, Sesshomaru!\Why do you go after Naraku? response:	I cannot forgive him!
context: We heard that Naraku's aura went in that direction.\Stu... - ! Kagome!\In the direction of the ox-tiger?\That's all I need to know.\You survived this one, Inuyasha.\Wait, Sesshomaru!\Why do you go after Naraku?\I cannot forgive him! response:	H-Huh...
context: Stu... - ! Kagome!\In the direction of the ox-tiger?\That's all I need to know.\You survived this one, Inuyasha.\Wait, Sesshomaru!\Why do you go after Naraku?\I cannot forgive him!\H-Huh... response:	Thank you, A-Un!
context: In the direction of the ox-tiger?\That's all I need to know.\You survived this one, Inuyasha.\Wait, Sesshomaru!\Why do you go after Naraku?\I cannot forgive him!\H-Huh...\Thank you, A-Un! response:	Sennensouberries...
context: That's all I need to know.\You survived this one, Inuyasha.\Wait, Sesshomaru!\Why do you go after Naraku?\I cannot forgive him!\H-Huh...\Thank you, A-Un!\Sennensouberries... response:	Thousand-yearflower berries...
context: You survived this one, Inuyasha.\Wait, Sesshomaru!\Why do you go after Naraku?\I cannot forgive him!\H-Huh...\Thank you, A-Un!\Sennensouberries...\Thousand-yearflower berries... response:	Oh!
context: Wait, Sesshomaru!\Why do you go after Naraku?\I cannot forgive him!\H-Huh...\Thank you, A-Un!\Sennensouberries...\Thousand-yearflower berries...\Oh! response:	Found it!
context: Why do you go after Naraku?\I cannot forgive him!\H-Huh...\Thank you, A-Un!\Sennensouberries...\Thousand-yearflower berries...\Oh!\Found it! response:	That's it!
context: I cannot forgive him!\H-Huh...\Thank you, A-Un!\Sennensouberries...\Thousand-yearflower berries...\Oh!\Found it!\That's it! response:	Sorry, A-Un! Keep them at bay!
context: H-Huh...\Thank you, A-Un!\Sennensouberries...\Thousand-yearflower berries...\Oh!\Found it!\That's it!\Sorry, A-Un! Keep them at bay! response:	I'm going to get the berries.
context: Thank you, A-Un!\Sennensouberries...\Thousand-yearflower berries...\Oh!\Found it!\That's it!\Sorry, A-Un! Keep them at bay!\I'm going to get the berries. response:	Lord Sesshomaru...
context: Sennensouberries...\Thousand-yearflower berries...\Oh!\Found it!\That's it!\Sorry, A-Un! Keep them at bay!\I'm going to get the berries.\Lord Sesshomaru... response:	I'm scared.
context: Thousand-yearflower berries...\Oh!\Found it!\That's it!\Sorry, A-Un! Keep them at bay!\I'm going to get the berries.\Lord Sesshomaru...\I'm scared. response:	Pa... Ma... Brother... They all died.
context: Oh!\Found it!\That's it!\Sorry, A-Un! Keep them at bay!\I'm going to get the berries.\Lord Sesshomaru...\I'm scared.\Pa... Ma... Brother... They all died. response:	I don't want anyone else to die...
context: Found it!\That's it!\Sorry, A-Un! Keep them at bay!\I'm going to get the berries.\Lord Sesshomaru...\I'm scared.\Pa... Ma... Brother... They all died.\I don't want anyone else to die... response:	I don't want to see anyone die!
context: That's it!\Sorry, A-Un! Keep them at bay!\I'm going to get the berries.\Lord Sesshomaru...\I'm scared.\Pa... Ma... Brother... They all died.\I don't want anyone else to die...\I don't want to see anyone die! response:	MasterJaken... Please don't die.
context: Sorry, A-Un! Keep them at bay!\I'm going to get the berries.\Lord Sesshomaru...\I'm scared.\Pa... Ma... Brother... They all died.\I don't want anyone else to die...\I don't want to see anyone die!\MasterJaken... Please don't die. response:	Don't anyone die... anymore!
context: I'm going to get the berries.\Lord Sesshomaru...\I'm scared.\Pa... Ma... Brother... They all died.\I don't want anyone else to die...\I don't want to see anyone die!\MasterJaken... Please don't die.\Don't anyone die... anymore! response:	Lord Sesshomaru!
context: Lord Sesshomaru...\I'm scared.\Pa... Ma... Brother... They all died.\I don't want anyone else to die...\I don't want to see anyone die!\MasterJaken... Please don't die.\Don't anyone die... anymore!\Lord Sesshomaru! response:	The poison is spreading...
