context: -TS- response:	-OP-
context: Rin?\Is it strange that I'm in the cram school?\What do you mean?\I'm not that determined to become an Exorcist...\Nor am I smart like Suguro...\It's certainly good to be smart,\but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends? response:	Huh?
context: Is it strange that I'm in the cram school?\What do you mean?\I'm not that determined to become an Exorcist...\Nor am I smart like Suguro...\It's certainly good to be smart,\but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends?\Huh? response:	Umm... Rin... will you...
context: What do you mean?\I'm not that determined to become an Exorcist...\Nor am I smart like Suguro...\It's certainly good to be smart,\but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends?\Huh?\Umm... Rin... will you... response:	Ah, flirting in broad daylight...
context: I'm not that determined to become an Exorcist...\Nor am I smart like Suguro...\It's certainly good to be smart,\but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends?\Huh?\Umm... Rin... will you...\Ah, flirting in broad daylight... response:	Who're you talking about?!
context: Nor am I smart like Suguro...\It's certainly good to be smart,\but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends?\Huh?\Umm... Rin... will you...\Ah, flirting in broad daylight...\Who're you talking about?! response:	Is that your chick?
context: It's certainly good to be smart,\but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends?\Huh?\Umm... Rin... will you...\Ah, flirting in broad daylight...\Who're you talking about?!\Is that your chick? response:	You're taking it easy, bringing your woman to the leading school of Exorcists.
context: but I think it's better that there are all kinds of people in the world.\Rin! Do you have friends?\Huh?\Umm... Rin... will you...\Ah, flirting in broad daylight...\Who're you talking about?!\Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists. response:	I told you it's not like that!
context: Rin! Do you have friends?\Huh?\Umm... Rin... will you...\Ah, flirting in broad daylight...\Who're you talking about?!\Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that! response:	Then what? Is she your friend?
context: Huh?\Umm... Rin... will you...\Ah, flirting in broad daylight...\Who're you talking about?!\Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that!\Then what? Is she your friend? response:	She's... not... my friend.
context: Umm... Rin... will you...\Ah, flirting in broad daylight...\Who're you talking about?!\Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that!\Then what? Is she your friend?\She's... not... my friend. response:	Oh I see...
context: Ah, flirting in broad daylight...\Who're you talking about?!\Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that!\Then what? Is she your friend?\She's... not... my friend.\Oh I see... response:	What about you?! You have your followers with you all the time!
context: Who're you talking about?!\Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that!\Then what? Is she your friend?\She's... not... my friend.\Oh I see...\What about you?! You have your followers with you all the time! response:	Your little circlejerk is disgusting!
context: Is that your chick?\You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that!\Then what? Is she your friend?\She's... not... my friend.\Oh I see...\What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting! response:	Why are you laughing, Shima?!
context: You're taking it easy, bringing your woman to the leading school of Exorcists.\I told you it's not like that!\Then what? Is she your friend?\She's... not... my friend.\Oh I see...\What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting!\Why are you laughing, Shima?! response:	He does have a point.
context: I told you it's not like that!\Then what? Is she your friend?\She's... not... my friend.\Oh I see...\What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting!\Why are you laughing, Shima?!\He does have a point. response:	What, are you agreeing with him?!
context: Then what? Is she your friend?\She's... not... my friend.\Oh I see...\What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting!\Why are you laughing, Shima?!\He does have a point.\What, are you agreeing with him?! response:	I can't stand this guy!
context: She's... not... my friend.\Oh I see...\What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting!\Why are you laughing, Shima?!\He does have a point.\What, are you agreeing with him?!\I can't stand this guy! response:	Aren't they similar in a way?
context: Oh I see...\What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting!\Why are you laughing, Shima?!\He does have a point.\What, are you agreeing with him?!\I can't stand this guy!\Aren't they similar in a way? response:	So similar they can't take it...
context: What about you?! You have your followers with you all the time!\Your little circlejerk is disgusting!\Why are you laughing, Shima?!\He does have a point.\What, are you agreeing with him?!\I can't stand this guy!\Aren't they similar in a way?\So similar they can't take it... response:	This isn't just a foot race!
context: Your little circlejerk is disgusting!\Why are you laughing, Shima?!\He does have a point.\What, are you agreeing with him?!\I can't stand this guy!\Aren't they similar in a way?\So similar they can't take it...\This isn't just a foot race! response:	The point is to adjust your body to the movements of the demon!
context: Why are you laughing, Shima?!\He does have a point.\What, are you agreeing with him?!\I can't stand this guy!\Aren't they similar in a way?\So similar they can't take it...\This isn't just a foot race!\The point is to adjust your body to the movements of the demon! response:	Watch the movements of the Leaper!
context: He does have a point.\What, are you agreeing with him?!\I can't stand this guy!\Aren't they similar in a way?\So similar they can't take it...\This isn't just a foot race!\The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper! response:	I can't lose him.
context: What, are you agreeing with him?!\I can't stand this guy!\Aren't they similar in a way?\So similar they can't take it...\This isn't just a foot race!\The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper!\I can't lose him. response:	He's really fast!
context: I can't stand this guy!\Aren't they similar in a way?\So similar they can't take it...\This isn't just a foot race!\The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper!\I can't lose him.\He's really fast! response:	Bon's not slow either... That guy's good.
context: Aren't they similar in a way?\So similar they can't take it...\This isn't just a foot race!\The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper!\I can't lose him.\He's really fast!\Bon's not slow either... That guy's good. response:	You're slow, punk! Even if you're Mr. Smart in class,
context: So similar they can't take it...\This isn't just a foot race!\The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper!\I can't lose him.\He's really fast!\Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class, response:	you're no good at the real thing!
context: This isn't just a foot race!\The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper!\I can't lose him.\He's really fast!\Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing! response:	What?!
context: The point is to adjust your body to the movements of the demon!\Watch the movements of the Leaper!\I can't lose him.\He's really fast!\Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing!\What?! response:	In real combat the last one standing wins!
context: Watch the movements of the Leaper!\I can't lose him.\He's really fast!\Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing!\What?!\In real combat the last one standing wins! response:	Now you're not that -
context: I can't lose him.\He's really fast!\Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing!\What?!\In real combat the last one standing wins!\Now you're not that - response:	Oi!
context: He's really fast!\Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing!\What?!\In real combat the last one standing wins!\Now you're not that -\Oi! response:	What are you two doing? Do you want to die?
context: Bon's not slow either... That guy's good.\You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing!\What?!\In real combat the last one standing wins!\Now you're not that -\Oi!\What are you two doing? Do you want to die? response:	I won't lose to you even if it costs me my life.
context: You're slow, punk! Even if you're Mr. Smart in class,\you're no good at the real thing!\What?!\In real combat the last one standing wins!\Now you're not that -\Oi!\What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life. response:	Then would you like to die now?
context: you're no good at the real thing!\What?!\In real combat the last one standing wins!\Now you're not that -\Oi!\What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life.\Then would you like to die now? response:	Give it a try, you moron!
context: What?!\In real combat the last one standing wins!\Now you're not that -\Oi!\What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life.\Then would you like to die now?\Give it a try, you moron! response:	Hey, hey! You are in class!
context: In real combat the last one standing wins!\Now you're not that -\Oi!\What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life.\Then would you like to die now?\Give it a try, you moron!\Hey, hey! You are in class! response:	What do you think you're doing?!
context: Now you're not that -\Oi!\What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life.\Then would you like to die now?\Give it a try, you moron!\Hey, hey! You are in class!\What do you think you're doing?! response:	Sorry...
context: Oi!\What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life.\Then would you like to die now?\Give it a try, you moron!\Hey, hey! You are in class!\What do you think you're doing?!\Sorry... response:	Idiots...
context: What are you two doing? Do you want to die?\I won't lose to you even if it costs me my life.\Then would you like to die now?\Give it a try, you moron!\Hey, hey! You are in class!\What do you think you're doing?!\Sorry...\Idiots... response:	Suguro, come here for a little talk.
context: I won't lose to you even if it costs me my life.\Then would you like to die now?\Give it a try, you moron!\Hey, hey! You are in class!\What do you think you're doing?!\Sorry...\Idiots...\Suguro, come here for a little talk. response:	What's wrong with him?!
context: Then would you like to die now?\Give it a try, you moron!\Hey, hey! You are in class!\What do you think you're doing?!\Sorry...\Idiots...\Suguro, come here for a little talk.\What's wrong with him?! response:	Forgive him...
context: Give it a try, you moron!\Hey, hey! You are in class!\What do you think you're doing?!\Sorry...\Idiots...\Suguro, come here for a little talk.\What's wrong with him?!\Forgive him... response:	You know, he's always too serious, he's not flexible at all.
context: Hey, hey! You are in class!\What do you think you're doing?!\Sorry...\Idiots...\Suguro, come here for a little talk.\What's wrong with him?!\Forgive him...\You know, he's always too serious, he's not flexible at all. response:	He has his goal, that's why he's here.
context: What do you think you're doing?!\Sorry...\Idiots...\Suguro, come here for a little talk.\What's wrong with him?!\Forgive him...\You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here. response:	Goal?
context: Sorry...\Idiots...\Suguro, come here for a little talk.\What's wrong with him?!\Forgive him...\You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here.\Goal? response:	Get it?
context: Idiots...\Suguro, come here for a little talk.\What's wrong with him?!\Forgive him...\You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here.\Goal?\Get it? response:	Suguro, you're smart and the teachers all have great expectations for you.
context: Suguro, come here for a little talk.\What's wrong with him?!\Forgive him...\You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here.\Goal?\Get it?\Suguro, you're smart and the teachers all have great expectations for you. response:	It would be wiser for you to stay out of trouble.
context: What's wrong with him?!\Forgive him...\You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here.\Goal?\Get it?\Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble. response:	May I ask why you're only lecturing me?
context: Forgive him...\You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here.\Goal?\Get it?\Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me? response:	Huh?
context: You know, he's always too serious, he's not flexible at all.\He has his goal, that's why he's here.\Goal?\Get it?\Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me?\Huh? response:	In a quarrel both sides are to blame, so why isn't Rin Okumura here?
context: He has his goal, that's why he's here.\Goal?\Get it?\Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me?\Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here? response:	He got in the Academy with special permission from the Principal.
context: Goal?\Get it?\Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me?\Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal. response:	He's got circumstances.
context: Get it?\Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me?\Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal.\He's got circumstances. response:	It'd be better if you didn't get involved with him.
context: Suguro, you're smart and the teachers all have great expectations for you.\It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me?\Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal.\He's got circumstances.\It'd be better if you didn't get involved with him. response:	Special?
context: It would be wiser for you to stay out of trouble.\May I ask why you're only lecturing me?\Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal.\He's got circumstances.\It'd be better if you didn't get involved with him.\Special? response:	He wants to become an Exorcist to defeat Satan.
context: May I ask why you're only lecturing me?\Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal.\He's got circumstances.\It'd be better if you didn't get involved with him.\Special?\He wants to become an Exorcist to defeat Satan. response:	I'll kick Satan's ass!
context: Huh?\In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal.\He's got circumstances.\It'd be better if you didn't get involved with him.\Special?\He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass! response:	He's the same as me!
context: In a quarrel both sides are to blame, so why isn't Rin Okumura here?\He got in the Academy with special permission from the Principal.\He's got circumstances.\It'd be better if you didn't get involved with him.\Special?\He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass!\He's the same as me! response:	It's silly, isn't it?
context: He got in the Academy with special permission from the Principal.\He's got circumstances.\It'd be better if you didn't get involved with him.\Special?\He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass!\He's the same as me!\It's silly, isn't it? response:	Is it?
context: He's got circumstances.\It'd be better if you didn't get involved with him.\Special?\He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass!\He's the same as me!\It's silly, isn't it?\Is it? response:	Yeah, he's working hard to rebuild our temple
context: It'd be better if you didn't get involved with him.\Special?\He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass!\He's the same as me!\It's silly, isn't it?\Is it?\Yeah, he's working hard to rebuild our temple response:	that was destroyed in the Blue Night.
context: Special?\He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass!\He's the same as me!\It's silly, isn't it?\Is it?\Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night. response:	The Blue Night? What's that?
context: He wants to become an Exorcist to defeat Satan.\I'll kick Satan's ass!\He's the same as me!\It's silly, isn't it?\Is it?\Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night.\The Blue Night? What's that? response:	You don't know?
context: I'll kick Satan's ass!\He's the same as me!\It's silly, isn't it?\Is it?\Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night.\The Blue Night? What's that?\You don't know? response:	That's rare.
context: He's the same as me!\It's silly, isn't it?\Is it?\Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night.\The Blue Night? What's that?\You don't know?\That's rare. response:	The Blue Night took place 16 years ago,
context: It's silly, isn't it?\Is it?\Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night.\The Blue Night? What's that?\You don't know?\That's rare.\The Blue Night took place 16 years ago, response:	when Satan simultaneously slaughtered many of the world's prominent clergymen.
context: Is it?\Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night.\The Blue Night? What's that?\You don't know?\That's rare.\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen. response:	Slaughtered them?
context: Yeah, he's working hard to rebuild our temple\that was destroyed in the Blue Night.\The Blue Night? What's that?\You don't know?\That's rare.\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them? response:	Our high priest told us
context: that was destroyed in the Blue Night.\The Blue Night? What's that?\You don't know?\That's rare.\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them?\Our high priest told us response:	that 16 years ago, that night...
context: The Blue Night? What's that?\You don't know?\That's rare.\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them?\Our high priest told us\that 16 years ago, that night... response:	Every stronger Exorcist suddenly started bleeding all over their body,
context: You don't know?\That's rare.\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them?\Our high priest told us\that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body, response:	and died in blue flames.
context: That's rare.\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them?\Our high priest told us\that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames. response:	Those blue flames are the sign of Satan.
context: The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them?\Our high priest told us\that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames.\Those blue flames are the sign of Satan. response:	Our high priest was still just an apprentice back then,
context: when Satan simultaneously slaughtered many of the world's prominent clergymen.\Slaughtered them?\Our high priest told us\that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames.\Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then, response:	and he prayed all night, quivering in a corner.
context: Slaughtered them?\Our high priest told us\that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames.\Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner. response:	After that he became the high priest,
context: Our high priest told us\that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames.\Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner.\After that he became the high priest, response:	but because so many priests suddenly died mysteriously
context: that 16 years ago, that night...\Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames.\Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner.\After that he became the high priest,\but because so many priests suddenly died mysteriously response:	the number of both our supporters and visitors to the temple declined
context: Every stronger Exorcist suddenly started bleeding all over their body,\and died in blue flames.\Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner.\After that he became the high priest,\but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined response:	and people started calling it the Cursed Temple.
context: and died in blue flames.\Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner.\After that he became the high priest,\but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple. response:	Shima and I are also apprentices at Bon's temple.
context: Those blue flames are the sign of Satan.\Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner.\After that he became the high priest,\but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple. response:	We decided to help rebuild it by becoming Exorcists...
context: Our high priest was still just an apprentice back then,\and he prayed all night, quivering in a corner.\After that he became the high priest,\but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists... response:	Bon just can't slack off, he's so serious.
context: and he prayed all night, quivering in a corner.\After that he became the high priest,\but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious. response:	So just let this pass...
context: After that he became the high priest,\but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious.\So just let this pass... response:	The child of the Cursed Temple?
context: but because so many priests suddenly died mysteriously\the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious.\So just let this pass...\The child of the Cursed Temple? response:	Just how many times do you plan to fall?
context: the number of both our supporters and visitors to the temple declined\and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious.\So just let this pass...\The child of the Cursed Temple?\Just how many times do you plan to fall? response:	I'm sorry...
context: and people started calling it the Cursed Temple.\Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious.\So just let this pass...\The child of the Cursed Temple?\Just how many times do you plan to fall?\I'm sorry... response:	And why aren't you wearing jersey like everyone else?
context: Shima and I are also apprentices at Bon's temple.\We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious.\So just let this pass...\The child of the Cursed Temple?\Just how many times do you plan to fall?\I'm sorry...\And why aren't you wearing jersey like everyone else? response:	These are the only clothes fit for sports that I have.
context: We decided to help rebuild it by becoming Exorcists...\Bon just can't slack off, he's so serious.\So just let this pass...\The child of the Cursed Temple?\Just how many times do you plan to fall?\I'm sorry...\And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have. response:	Which age do you think you live in?
context: Bon just can't slack off, he's so serious.\So just let this pass...\The child of the Cursed Temple?\Just how many times do you plan to fall?\I'm sorry...\And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have.\Which age do you think you live in? response:	Next, Shima and Yamada!
context: So just let this pass...\The child of the Cursed Temple?\Just how many times do you plan to fall?\I'm sorry...\And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have.\Which age do you think you live in?\Next, Shima and Yamada! response:	Will you let me climb first?
context: The child of the Cursed Temple?\Just how many times do you plan to fall?\I'm sorry...\And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have.\Which age do you think you live in?\Next, Shima and Yamada!\Will you let me climb first? response:	Sure...
context: Just how many times do you plan to fall?\I'm sorry...\And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have.\Which age do you think you live in?\Next, Shima and Yamada!\Will you let me climb first?\Sure... response:	Nice job.
context: I'm sorry...\And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have.\Which age do you think you live in?\Next, Shima and Yamada!\Will you let me climb first?\Sure...\Nice job. response:	It wasn't that hard.
context: And why aren't you wearing jersey like everyone else?\These are the only clothes fit for sports that I have.\Which age do you think you live in?\Next, Shima and Yamada!\Will you let me climb first?\Sure...\Nice job.\It wasn't that hard. response:	You're good, Izumo.
context: These are the only clothes fit for sports that I have.\Which age do you think you live in?\Next, Shima and Yamada!\Will you let me climb first?\Sure...\Nice job.\It wasn't that hard.\You're good, Izumo. response:	Who's that? We're in the middle of class!
context: Which age do you think you live in?\Next, Shima and Yamada!\Will you let me climb first?\Sure...\Nice job.\It wasn't that hard.\You're good, Izumo.\Who's that? We're in the middle of class! response:	Yes, it's me.
context: Next, Shima and Yamada!\Will you let me climb first?\Sure...\Nice job.\It wasn't that hard.\You're good, Izumo.\Who's that? We're in the middle of class!\Yes, it's me. response:	What is it, honey? What?!
context: Will you let me climb first?\Sure...\Nice job.\It wasn't that hard.\You're good, Izumo.\Who's that? We're in the middle of class!\Yes, it's me.\What is it, honey? What?! response:	Right now? You're such a reckless kitty.
context: Sure...\Nice job.\It wasn't that hard.\You're good, Izumo.\Who's that? We're in the middle of class!\Yes, it's me.\What is it, honey? What?!\Right now? You're such a reckless kitty. response:	Listen! Practice by yourselves for now!
context: Nice job.\It wasn't that hard.\You're good, Izumo.\Who's that? We're in the middle of class!\Yes, it's me.\What is it, honey? What?!\Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now! response:	The Leapers are generally docile demons,
context: It wasn't that hard.\You're good, Izumo.\Who's that? We're in the middle of class!\Yes, it's me.\What is it, honey? What?!\Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now!\The Leapers are generally docile demons, response:	but they have the ability to attack you by reading your minds!
context: You're good, Izumo.\Who's that? We're in the middle of class!\Yes, it's me.\What is it, honey? What?!\Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now!\The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds! response:	You will not go down to the race court until I get back,
context: Who's that? We're in the middle of class!\Yes, it's me.\What is it, honey? What?!\Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now!\The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back, response:	and under no circumstances should you go within their reach!
context: Yes, it's me.\What is it, honey? What?!\Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now!\The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back,\and under no circumstances should you go within their reach! response:	Get it? Understood?
context: What is it, honey? What?!\Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now!\The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back,\and under no circumstances should you go within their reach!\Get it? Understood? response:	I'm coming, my kitty!
context: Right now? You're such a reckless kitty.\Listen! Practice by yourselves for now!\The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back,\and under no circumstances should you go within their reach!\Get it? Understood?\I'm coming, my kitty! response:	He was saying my kitty, right?
context: Listen! Practice by yourselves for now!\The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back,\and under no circumstances should you go within their reach!\Get it? Understood?\I'm coming, my kitty!\He was saying my kitty, right? response:	Practice by ourselves in P.E.? Seriously?
context: The Leapers are generally docile demons,\but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back,\and under no circumstances should you go within their reach!\Get it? Understood?\I'm coming, my kitty!\He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously? response:	Can he do this?
context: but they have the ability to attack you by reading your minds!\You will not go down to the race court until I get back,\and under no circumstances should you go within their reach!\Get it? Understood?\I'm coming, my kitty!\He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously?\Can he do this? response:	Come on, and they call that a teacher?
context: You will not go down to the race court until I get back,\and under no circumstances should you go within their reach!\Get it? Understood?\I'm coming, my kitty!\He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously?\Can he do this?\Come on, and they call that a teacher? response:	I thought the True Cross Academy would be a sacred place of studying for determined people!
context: and under no circumstances should you go within their reach!\Get it? Understood?\I'm coming, my kitty!\He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously?\Can he do this?\Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people! response:	The students are no better either!
context: Get it? Understood?\I'm coming, my kitty!\He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously?\Can he do this?\Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either! response:	What? You're starting to get on my nerves!
context: I'm coming, my kitty!\He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously?\Can he do this?\Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either!\What? You're starting to get on my nerves! response:	What do you know about my determination?
context: He was saying my kitty, right?\Practice by ourselves in P.E.? Seriously?\Can he do this?\Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either!\What? You're starting to get on my nerves!\What do you know about my determination? response:	It's clear from how you act in class!
context: Practice by ourselves in P.E.? Seriously?\Can he do this?\Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either!\What? You're starting to get on my nerves!\What do you know about my determination?\It's clear from how you act in class! response:	Here we go again...
context: Can he do this?\Come on, and they call that a teacher?\I thought the True Cross Academy would be a sacred place of studying for determined people!\The students are no better either!\What? You're starting to get on my nerves!\What do you know about my determination?\It's clear from how you act in class!\Here we go again... response:	He got in the Academy with special permission from the Principal.
