context: Yoake-kun. response:	Got a sec?
context: I'm fine.\Jeez.\Kaizaki-kun.\Where should we get lunch?\This was your first big sale!\Let me, Michiru-senpai, treat you.\I was a new hire, and she was my trainer.\She had the best sales record of any employee. response:	At first I was surprised
context: Jeez.\Kaizaki-kun.\Where should we get lunch?\This was your first big sale!\Let me, Michiru-senpai, treat you.\I was a new hire, and she was my trainer.\She had the best sales record of any employee.\At first I was surprised response:	to be working under a woman in sales.
context: Kaizaki-kun.\Where should we get lunch?\This was your first big sale!\Let me, Michiru-senpai, treat you.\I was a new hire, and she was my trainer.\She had the best sales record of any employee.\At first I was surprised\to be working under a woman in sales. response:	But Saiki Michiru-senpai was super friendly.
context: Where should we get lunch?\This was your first big sale!\Let me, Michiru-senpai, treat you.\I was a new hire, and she was my trainer.\She had the best sales record of any employee.\At first I was surprised\to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly. response:	Daily overtime, hard work, and wages that in no way justified it.
context: This was your first big sale!\Let me, Michiru-senpai, treat you.\I was a new hire, and she was my trainer.\She had the best sales record of any employee.\At first I was surprised\to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it. response:	The mood was always tense.
context: Let me, Michiru-senpai, treat you.\I was a new hire, and she was my trainer.\She had the best sales record of any employee.\At first I was surprised\to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense. response:	The job I'd struggled to find
context: I was a new hire, and she was my trainer.\She had the best sales record of any employee.\At first I was surprised\to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense.\The job I'd struggled to find response:	was at one of those black companies.
context: She had the best sales record of any employee.\At first I was surprised\to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense.\The job I'd struggled to find\was at one of those black companies. response:	What? Running out of steam?
context: At first I was surprised\to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense.\The job I'd struggled to find\was at one of those black companies.\What? Running out of steam? response:	Keep it together, Kaizaki-kun.
context: to be working under a woman in sales.\But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense.\The job I'd struggled to find\was at one of those black companies.\What? Running out of steam?\Keep it together, Kaizaki-kun. response:	Yet Senpai still visibly enjoyed her job.
context: But Saiki Michiru-senpai was super friendly.\Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense.\The job I'd struggled to find\was at one of those black companies.\What? Running out of steam?\Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job. response:	She was strong and kind.
context: Daily overtime, hard work, and wages that in no way justified it.\The mood was always tense.\The job I'd struggled to find\was at one of those black companies.\What? Running out of steam?\Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job.\She was strong and kind. response:	I admired her, and she kept me going.
context: The mood was always tense.\The job I'd struggled to find\was at one of those black companies.\What? Running out of steam?\Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job.\She was strong and kind.\I admired her, and she kept me going. response:	Senpai, this...
context: The job I'd struggled to find\was at one of those black companies.\What? Running out of steam?\Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job.\She was strong and kind.\I admired her, and she kept me going.\Senpai, this... response:	This wasn't your mistake.
context: was at one of those black companies.\What? Running out of steam?\Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job.\She was strong and kind.\I admired her, and she kept me going.\Senpai, this...\This wasn't your mistake. response:	Someone must've sabotaged you!
context: What? Running out of steam?\Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job.\She was strong and kind.\I admired her, and she kept me going.\Senpai, this...\This wasn't your mistake.\Someone must've sabotaged you! response:	A lot of people don't like me just because I'm a woman.
context: Keep it together, Kaizaki-kun.\Yet Senpai still visibly enjoyed her job.\She was strong and kind.\I admired her, and she kept me going.\Senpai, this...\This wasn't your mistake.\Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman. response:	Well, I've had enough!
context: Yet Senpai still visibly enjoyed her job.\She was strong and kind.\I admired her, and she kept me going.\Senpai, this...\This wasn't your mistake.\Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman.\Well, I've had enough! response:	If you won't say anything, I will!
context: She was strong and kind.\I admired her, and she kept me going.\Senpai, this...\This wasn't your mistake.\Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman.\Well, I've had enough!\If you won't say anything, I will! response:	You're absolutely right, and I'm glad you feel that way.
context: I admired her, and she kept me going.\Senpai, this...\This wasn't your mistake.\Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman.\Well, I've had enough!\If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way. response:	But I want you to stay out of it.
context: Senpai, this...\This wasn't your mistake.\Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman.\Well, I've had enough!\If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it. response:	Thank you, Kaizaki-kun.
context: This wasn't your mistake.\Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman.\Well, I've had enough!\If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Thank you, Kaizaki-kun. response:	I'll be fine!
context: Someone must've sabotaged you!\A lot of people don't like me just because I'm a woman.\Well, I've had enough!\If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Thank you, Kaizaki-kun.\I'll be fine! response:	So, Kaizaki-kun...
context: A lot of people don't like me just because I'm a woman.\Well, I've had enough!\If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Thank you, Kaizaki-kun.\I'll be fine!\So, Kaizaki-kun... response:	I heard what she said.
context: Well, I've had enough!\If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Thank you, Kaizaki-kun.\I'll be fine!\So, Kaizaki-kun...\I heard what she said. response:	But I couldn't stand it.
context: If you won't say anything, I will!\You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Thank you, Kaizaki-kun.\I'll be fine!\So, Kaizaki-kun...\I heard what she said.\But I couldn't stand it. response:	Why won't she quit?
context: You're absolutely right, and I'm glad you feel that way.\But I want you to stay out of it.\Thank you, Kaizaki-kun.\I'll be fine!\So, Kaizaki-kun...\I heard what she said.\But I couldn't stand it.\Why won't she quit? response:	Knock it off. The new guy's here.
context: But I want you to stay out of it.\Thank you, Kaizaki-kun.\I'll be fine!\So, Kaizaki-kun...\I heard what she said.\But I couldn't stand it.\Why won't she quit?\Knock it off. The new guy's here. response:	Oh. She's in charge of his training, right?
context: Thank you, Kaizaki-kun.\I'll be fine!\So, Kaizaki-kun...\I heard what she said.\But I couldn't stand it.\Why won't she quit?\Knock it off. The new guy's here.\Oh. She's in charge of his training, right? response:	Don't rat us out, Kaizaki.
context: I'll be fine!\So, Kaizaki-kun...\I heard what she said.\But I couldn't stand it.\Why won't she quit?\Knock it off. The new guy's here.\Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki. response:	Why don't you stop that already?
context: So, Kaizaki-kun...\I heard what she said.\But I couldn't stand it.\Why won't she quit?\Knock it off. The new guy's here.\Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki.\Why don't you stop that already? response:	You're grown men. Have you no shame?!
context: I heard what she said.\But I couldn't stand it.\Why won't she quit?\Knock it off. The new guy's here.\Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki.\Why don't you stop that already?\You're grown men. Have you no shame?! response:	In the end,
context: But I couldn't stand it.\Why won't she quit?\Knock it off. The new guy's here.\Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki.\Why don't you stop that already?\You're grown men. Have you no shame?!\In the end, response:	I ignored what she said,
context: Why won't she quit?\Knock it off. The new guy's here.\Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki.\Why don't you stop that already?\You're grown men. Have you no shame?!\In the end,\I ignored what she said, response:	acted on my own sense of justice,
context: Knock it off. The new guy's here.\Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki.\Why don't you stop that already?\You're grown men. Have you no shame?!\In the end,\I ignored what she said,\acted on my own sense of justice, response:	and wasted all her efforts to endure.
context: Oh. She's in charge of his training, right?\Don't rat us out, Kaizaki.\Why don't you stop that already?\You're grown men. Have you no shame?!\In the end,\I ignored what she said,\acted on my own sense of justice,\and wasted all her efforts to endure. response:	As a result, the harassment got even worse.
context: Don't rat us out, Kaizaki.\Why don't you stop that already?\You're grown men. Have you no shame?!\In the end,\I ignored what she said,\acted on my own sense of justice,\and wasted all her efforts to endure.\As a result, the harassment got even worse. response:	I'm fine.
context: Why don't you stop that already?\You're grown men. Have you no shame?!\In the end,\I ignored what she said,\acted on my own sense of justice,\and wasted all her efforts to endure.\As a result, the harassment got even worse.\I'm fine. response:	I always thought she was strong.
context: You're grown men. Have you no shame?!\In the end,\I ignored what she said,\acted on my own sense of justice,\and wasted all her efforts to endure.\As a result, the harassment got even worse.\I'm fine.\I always thought she was strong. response:	But she was not fine.
context: In the end,\I ignored what she said,\acted on my own sense of justice,\and wasted all her efforts to endure.\As a result, the harassment got even worse.\I'm fine.\I always thought she was strong.\But she was not fine. response:	The cops closed their investigation.
context: I ignored what she said,\acted on my own sense of justice,\and wasted all her efforts to endure.\As a result, the harassment got even worse.\I'm fine.\I always thought she was strong.\But she was not fine.\The cops closed their investigation. response:	They've concluded it was suicide. No signs of foul play.
context: acted on my own sense of justice,\and wasted all her efforts to endure.\As a result, the harassment got even worse.\I'm fine.\I always thought she was strong.\But she was not fine.\The cops closed their investigation.\They've concluded it was suicide. No signs of foul play. response:	Make sure you keep this confidential.
context: and wasted all her efforts to endure.\As a result, the harassment got even worse.\I'm fine.\I always thought she was strong.\But she was not fine.\The cops closed their investigation.\They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential. response:	Yes.
context: As a result, the harassment got even worse.\I'm fine.\I always thought she was strong.\But she was not fine.\The cops closed their investigation.\They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential.\Yes. response:	If I hadn't done that...
context: I'm fine.\I always thought she was strong.\But she was not fine.\The cops closed their investigation.\They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential.\Yes.\If I hadn't done that... response:	If I hadn't butted in...
context: I always thought she was strong.\But she was not fine.\The cops closed their investigation.\They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential.\Yes.\If I hadn't done that...\If I hadn't butted in... response:	Hey.
context: But she was not fine.\The cops closed their investigation.\They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential.\Yes.\If I hadn't done that...\If I hadn't butted in...\Hey. response:	Who d'ya think'll get promoted instead of Saiki?
context: The cops closed their investigation.\They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential.\Yes.\If I hadn't done that...\If I hadn't butted in...\Hey.\Who d'ya think'll get promoted instead of Saiki? response:	Dunno... maybe me?
context: They've concluded it was suicide. No signs of foul play.\Make sure you keep this confidential.\Yes.\If I hadn't done that...\If I hadn't butted in...\Hey.\Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me? response:	Yeah, right.
context: Make sure you keep this confidential.\Yes.\If I hadn't done that...\If I hadn't butted in...\Hey.\Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me?\Yeah, right. response:	You're already doing this now?!
context: Yes.\If I hadn't done that...\If I hadn't butted in...\Hey.\Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me?\Yeah, right.\You're already doing this now?! response:	Saiki was very proud of our company.
context: If I hadn't done that...\If I hadn't butted in...\Hey.\Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me?\Yeah, right.\You're already doing this now?!\Saiki was very proud of our company. response:	I'm sure that's why she chose to end things here.
context: If I hadn't butted in...\Hey.\Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me?\Yeah, right.\You're already doing this now?!\Saiki was very proud of our company.\I'm sure that's why she chose to end things here. response:	She just loved this place that much.
context: Hey.\Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me?\Yeah, right.\You're already doing this now?!\Saiki was very proud of our company.\I'm sure that's why she chose to end things here.\She just loved this place that much. response:	I hold her much beloved company as my pride and joy.
context: Who d'ya think'll get promoted instead of Saiki?\Dunno... maybe me?\Yeah, right.\You're already doing this now?!\Saiki was very proud of our company.\I'm sure that's why she chose to end things here.\She just loved this place that much.\I hold her much beloved company as my pride and joy. response:	Well, get back to work.
context: Dunno... maybe me?\Yeah, right.\You're already doing this now?!\Saiki was very proud of our company.\I'm sure that's why she chose to end things here.\She just loved this place that much.\I hold her much beloved company as my pride and joy.\Well, get back to work. response:	What the hell?!
context: Yeah, right.\You're already doing this now?!\Saiki was very proud of our company.\I'm sure that's why she chose to end things here.\She just loved this place that much.\I hold her much beloved company as my pride and joy.\Well, get back to work.\What the hell?! response:	Knock it off already.
context: You're already doing this now?!\Saiki was very proud of our company.\I'm sure that's why she chose to end things here.\She just loved this place that much.\I hold her much beloved company as my pride and joy.\Well, get back to work.\What the hell?!\Knock it off already. response:	What the hell is wrong with you all?!
context: Saiki was very proud of our company.\I'm sure that's why she chose to end things here.\She just loved this place that much.\I hold her much beloved company as my pride and joy.\Well, get back to work.\What the hell?!\Knock it off already.\What the hell is wrong with you all?! response:	Someone just died here!
context: I'm sure that's why she chose to end things here.\She just loved this place that much.\I hold her much beloved company as my pride and joy.\Well, get back to work.\What the hell?!\Knock it off already.\What the hell is wrong with you all?!\Someone just died here! response:	Don't you feel anything at all?!
context: She just loved this place that much.\I hold her much beloved company as my pride and joy.\Well, get back to work.\What the hell?!\Knock it off already.\What the hell is wrong with you all?!\Someone just died here!\Don't you feel anything at all?! response:	How can you act like nothing happened?!
context: I hold her much beloved company as my pride and joy.\Well, get back to work.\What the hell?!\Knock it off already.\What the hell is wrong with you all?!\Someone just died here!\Don't you feel anything at all?!\How can you act like nothing happened?! response:	Don't you think that maybe it was your fault?!
context: Well, get back to work.\What the hell?!\Knock it off already.\What the hell is wrong with you all?!\Someone just died here!\Don't you feel anything at all?!\How can you act like nothing happened?!\Don't you think that maybe it was your fault?! response:	Calm down, Kaizaki.
context: What the hell?!\Knock it off already.\What the hell is wrong with you all?!\Someone just died here!\Don't you feel anything at all?!\How can you act like nothing happened?!\Don't you think that maybe it was your fault?!\Calm down, Kaizaki. response:	Don't take it out on the others.
context: Knock it off already.\What the hell is wrong with you all?!\Someone just died here!\Don't you feel anything at all?!\How can you act like nothing happened?!\Don't you think that maybe it was your fault?!\Calm down, Kaizaki.\Don't take it out on the others. response:	I'm done.
context: What the hell is wrong with you all?!\Someone just died here!\Don't you feel anything at all?!\How can you act like nothing happened?!\Don't you think that maybe it was your fault?!\Calm down, Kaizaki.\Don't take it out on the others.\I'm done. response:	To hell with this company.
context: Someone just died here!\Don't you feel anything at all?!\How can you act like nothing happened?!\Don't you think that maybe it was your fault?!\Calm down, Kaizaki.\Don't take it out on the others.\I'm done.\To hell with this company. response:	I quit.
context: Don't you feel anything at all?!\How can you act like nothing happened?!\Don't you think that maybe it was your fault?!\Calm down, Kaizaki.\Don't take it out on the others.\I'm done.\To hell with this company.\I quit. response:	After only three months?
context: How can you act like nothing happened?!\Don't you think that maybe it was your fault?!\Calm down, Kaizaki.\Don't take it out on the others.\I'm done.\To hell with this company.\I quit.\After only three months? response:	Society will think you're gutless.
context: Don't you think that maybe it was your fault?!\Calm down, Kaizaki.\Don't take it out on the others.\I'm done.\To hell with this company.\I quit.\After only three months?\Society will think you're gutless. response:	That fact'll be on your resume forever.
context: Calm down, Kaizaki.\Don't take it out on the others.\I'm done.\To hell with this company.\I quit.\After only three months?\Society will think you're gutless.\That fact'll be on your resume forever. response:	Do you think anyone else will hire you?
context: Don't take it out on the others.\I'm done.\To hell with this company.\I quit.\After only three months?\Society will think you're gutless.\That fact'll be on your resume forever.\Do you think anyone else will hire you? response:	Resignation
context: I'm done.\To hell with this company.\I quit.\After only three months?\Society will think you're gutless.\That fact'll be on your resume forever.\Do you think anyone else will hire you?\Resignation response:	Grow up, Kaizaki.
context: To hell with this company.\I quit.\After only three months?\Society will think you're gutless.\That fact'll be on your resume forever.\Do you think anyone else will hire you?\Resignation\Grow up, Kaizaki. response:	I'll forget this ever happened.
context: I quit.\After only three months?\Society will think you're gutless.\That fact'll be on your resume forever.\Do you think anyone else will hire you?\Resignation\Grow up, Kaizaki.\I'll forget this ever happened. response:	Grow up.
context: After only three months?\Society will think you're gutless.\That fact'll be on your resume forever.\Do you think anyone else will hire you?\Resignation\Grow up, Kaizaki.\I'll forget this ever happened.\Grow up. response:	I'm afraid to go job-hunting again.
context: Society will think you're gutless.\That fact'll be on your resume forever.\Do you think anyone else will hire you?\Resignation\Grow up, Kaizaki.\I'll forget this ever happened.\Grow up.\I'm afraid to go job-hunting again. response:	But that's better than...
context: That fact'll be on your resume forever.\Do you think anyone else will hire you?\Resignation\Grow up, Kaizaki.\I'll forget this ever happened.\Grow up.\I'm afraid to go job-hunting again.\But that's better than... response:	Resignation
context: Do you think anyone else will hire you?\Resignation\Grow up, Kaizaki.\I'll forget this ever happened.\Grow up.\I'm afraid to go job-hunting again.\But that's better than...\Resignation response:	Kaizaki...
context: Resignation\Grow up, Kaizaki.\I'll forget this ever happened.\Grow up.\I'm afraid to go job-hunting again.\But that's better than...\Resignation\Kaizaki... response:	Only upper-level management gets to resign.
context: Grow up, Kaizaki.\I'll forget this ever happened.\Grow up.\I'm afraid to go job-hunting again.\But that's better than...\Resignation\Kaizaki...\Only upper-level management gets to resign. response:	Scrubs like you give notice.
context: I'll forget this ever happened.\Grow up.\I'm afraid to go job-hunting again.\But that's better than...\Resignation\Kaizaki...\Only upper-level management gets to resign.\Scrubs like you give notice. response:	You went to grad school, and you don't know that?
context: Grow up.\I'm afraid to go job-hunting again.\But that's better than...\Resignation\Kaizaki...\Only upper-level management gets to resign.\Scrubs like you give notice.\You went to grad school, and you don't know that? response:	We won't even notice you're gone.
context: I'm afraid to go job-hunting again.\But that's better than...\Resignation\Kaizaki...\Only upper-level management gets to resign.\Scrubs like you give notice.\You went to grad school, and you don't know that?\We won't even notice you're gone. response:	Get out right this instant, you piece of shit!
context: But that's better than...\Resignation\Kaizaki...\Only upper-level management gets to resign.\Scrubs like you give notice.\You went to grad school, and you don't know that?\We won't even notice you're gone.\Get out right this instant, you piece of shit! response:	Get lost, and don't ever come back!
context: Resignation\Kaizaki...\Only upper-level management gets to resign.\Scrubs like you give notice.\You went to grad school, and you don't know that?\We won't even notice you're gone.\Get out right this instant, you piece of shit!\Get lost, and don't ever come back! response:	I lost my job.
context: Kaizaki...\Only upper-level management gets to resign.\Scrubs like you give notice.\You went to grad school, and you don't know that?\We won't even notice you're gone.\Get out right this instant, you piece of shit!\Get lost, and don't ever come back!\I lost my job. response:	I lost my confidence.
context: Only upper-level management gets to resign.\Scrubs like you give notice.\You went to grad school, and you don't know that?\We won't even notice you're gone.\Get out right this instant, you piece of shit!\Get lost, and don't ever come back!\I lost my job.\I lost my confidence. response:	I grew afraid to engage with people and society.
context: Scrubs like you give notice.\You went to grad school, and you don't know that?\We won't even notice you're gone.\Get out right this instant, you piece of shit!\Get lost, and don't ever come back!\I lost my job.\I lost my confidence.\I grew afraid to engage with people and society. response:	If I'd been more grown-up...
context: You went to grad school, and you don't know that?\We won't even notice you're gone.\Get out right this instant, you piece of shit!\Get lost, and don't ever come back!\I lost my job.\I lost my confidence.\I grew afraid to engage with people and society.\If I'd been more grown-up... response:	If I'd killed my emotions and tried to fit in,
context: We won't even notice you're gone.\Get out right this instant, you piece of shit!\Get lost, and don't ever come back!\I lost my job.\I lost my confidence.\I grew afraid to engage with people and society.\If I'd been more grown-up...\If I'd killed my emotions and tried to fit in, response:	could I have remained a productive member of society?
context: Get out right this instant, you piece of shit!\Get lost, and don't ever come back!\I lost my job.\I lost my confidence.\I grew afraid to engage with people and society.\If I'd been more grown-up...\If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society? response:	Would that have been better?
context: Get lost, and don't ever come back!\I lost my job.\I lost my confidence.\I grew afraid to engage with people and society.\If I'd been more grown-up...\If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society?\Would that have been better? response:	Kaizaki-san.
context: I lost my job.\I lost my confidence.\I grew afraid to engage with people and society.\If I'd been more grown-up...\If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society?\Would that have been better?\Kaizaki-san. response:	Are you okay?
context: I lost my confidence.\I grew afraid to engage with people and society.\If I'd been more grown-up...\If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society?\Would that have been better?\Kaizaki-san.\Are you okay? response:	Sorry.
context: I grew afraid to engage with people and society.\If I'd been more grown-up...\If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society?\Would that have been better?\Kaizaki-san.\Are you okay?\Sorry. response:	I was lost in thought.
context: If I'd been more grown-up...\If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society?\Would that have been better?\Kaizaki-san.\Are you okay?\Sorry.\I was lost in thought. response:	This sucks.
context: If I'd killed my emotions and tried to fit in,\could I have remained a productive member of society?\Would that have been better?\Kaizaki-san.\Are you okay?\Sorry.\I was lost in thought.\This sucks. response:	Coming here just fills me with regret.
context: could I have remained a productive member of society?\Would that have been better?\Kaizaki-san.\Are you okay?\Sorry.\I was lost in thought.\This sucks.\Coming here just fills me with regret. response:	Shall we go?
context: Would that have been better?\Kaizaki-san.\Are you okay?\Sorry.\I was lost in thought.\This sucks.\Coming here just fills me with regret.\Shall we go? response:	Yeah.
context: Kaizaki-san.\Are you okay?\Sorry.\I was lost in thought.\This sucks.\Coming here just fills me with regret.\Shall we go?\Yeah. response:	Um, are you Kaizaki-san?
context: Are you okay?\Sorry.\I was lost in thought.\This sucks.\Coming here just fills me with regret.\Shall we go?\Yeah.\Um, are you Kaizaki-san? response:	We're from the same company, hired a year after you.
context: Sorry.\I was lost in thought.\This sucks.\Coming here just fills me with regret.\Shall we go?\Yeah.\Um, are you Kaizaki-san?\We're from the same company, hired a year after you. response:	I've seen your face in a company album.
context: I was lost in thought.\This sucks.\Coming here just fills me with regret.\Shall we go?\Yeah.\Um, are you Kaizaki-san?\We're from the same company, hired a year after you.\I've seen your face in a company album. response:	And the old hires talk about you a lot.
context: This sucks.\Coming here just fills me with regret.\Shall we go?\Yeah.\Um, are you Kaizaki-san?\We're from the same company, hired a year after you.\I've seen your face in a company album.\And the old hires talk about you a lot. response:	Kamioka-kun!
context: Coming here just fills me with regret.\Shall we go?\Yeah.\Um, are you Kaizaki-san?\We're from the same company, hired a year after you.\I've seen your face in a company album.\And the old hires talk about you a lot.\Kamioka-kun! response:	Huh?
context: Shall we go?\Yeah.\Um, are you Kaizaki-san?\We're from the same company, hired a year after you.\I've seen your face in a company album.\And the old hires talk about you a lot.\Kamioka-kun!\Huh? response:	Sorry, I didn't...
context: Yeah.\Um, are you Kaizaki-san?\We're from the same company, hired a year after you.\I've seen your face in a company album.\And the old hires talk about you a lot.\Kamioka-kun!\Huh?\Sorry, I didn't... response:	Yeah, I bet that place is still griping about me.
context: Um, are you Kaizaki-san?\We're from the same company, hired a year after you.\I've seen your face in a company album.\And the old hires talk about you a lot.\Kamioka-kun!\Huh?\Sorry, I didn't...\Yeah, I bet that place is still griping about me. response:	Yes...
context: We're from the same company, hired a year after you.\I've seen your face in a company album.\And the old hires talk about you a lot.\Kamioka-kun!\Huh?\Sorry, I didn't...\Yeah, I bet that place is still griping about me.\Yes... response:	Boss still loves to bring up the story of the guy who quit after only three months.
context: I've seen your face in a company album.\And the old hires talk about you a lot.\Kamioka-kun!\Huh?\Sorry, I didn't...\Yeah, I bet that place is still griping about me.\Yes...\Boss still loves to bring up the story of the guy who quit after only three months. response:	He talks about Saiki-senpai like a fallen warrior.
context: And the old hires talk about you a lot.\Kamioka-kun!\Huh?\Sorry, I didn't...\Yeah, I bet that place is still griping about me.\Yes...\Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior. response:	She loved this company! You should follow her example.
context: Kamioka-kun!\Huh?\Sorry, I didn't...\Yeah, I bet that place is still griping about me.\Yes...\Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example. response:	We'd just graduated.
context: Huh?\Sorry, I didn't...\Yeah, I bet that place is still griping about me.\Yes...\Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example.\We'd just graduated. response:	We had no idea what a normal workplace was like.
context: Sorry, I didn't...\Yeah, I bet that place is still griping about me.\Yes...\Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example.\We'd just graduated.\We had no idea what a normal workplace was like. response:	We didn't even know if we were working for a black company.
context: Yeah, I bet that place is still griping about me.\Yes...\Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example.\We'd just graduated.\We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company. response:	We'd love to quit, but we're afraid everywhere is like this,
context: Yes...\Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example.\We'd just graduated.\We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this, response:	so we just grumble and keep going.
context: Boss still loves to bring up the story of the guy who quit after only three months.\He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example.\We'd just graduated.\We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going. response:	They look half-dead.
context: He talks about Saiki-senpai like a fallen warrior.\She loved this company! You should follow her example.\We'd just graduated.\We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going.\They look half-dead. response:	Like they're desperately hanging on to a thread that might snap at any second.
context: She loved this company! You should follow her example.\We'd just graduated.\We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going.\They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second. response:	It feels like I'm looking at myself from a year ago.
context: We'd just graduated.\We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going.\They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago. response:	So it's an honor to meet you!
context: We had no idea what a normal workplace was like.\We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going.\They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago.\So it's an honor to meet you! response:	You're practically our hero!
context: We didn't even know if we were working for a black company.\We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going.\They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago.\So it's an honor to meet you!\You're practically our hero! response:	Giving that president a piece of your mind and walking out?
context: We'd love to quit, but we're afraid everywhere is like this,\so we just grumble and keep going.\They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago.\So it's an honor to meet you!\You're practically our hero!\Giving that president a piece of your mind and walking out? response:	That's awesome.
context: so we just grumble and keep going.\They look half-dead.\Like they're desperately hanging on to a thread that might snap at any second.\It feels like I'm looking at myself from a year ago.\So it's an honor to meet you!\You're practically our hero!\Giving that president a piece of your mind and walking out?\That's awesome. response:	Nah...
