context: Tsuritama Episode 4 response:	Since Grandma went to the hospital,
context: Try it.\Enoshima bowl!\Good.\Simple retrieve.\Yuki, you're retrieving too fast.\Don't rush.\Yuki, don't rush.\Shut up. response:	Next, use your imagination.
context: Enoshima bowl!\Good.\Simple retrieve.\Yuki, you're retrieving too fast.\Don't rush.\Yuki, don't rush.\Shut up.\Next, use your imagination. response:	My imagination?
context: Good.\Simple retrieve.\Yuki, you're retrieving too fast.\Don't rush.\Yuki, don't rush.\Shut up.\Next, use your imagination.\My imagination? response:	Think about how your lure is moving in the water.
context: Simple retrieve.\Yuki, you're retrieving too fast.\Don't rush.\Yuki, don't rush.\Shut up.\Next, use your imagination.\My imagination?\Think about how your lure is moving in the water. response:	How the fish must feel seeing it.
context: Yuki, you're retrieving too fast.\Don't rush.\Yuki, don't rush.\Shut up.\Next, use your imagination.\My imagination?\Think about how your lure is moving in the water.\How the fish must feel seeing it. response:	What if the sea bass eat it?
context: Don't rush.\Yuki, don't rush.\Shut up.\Next, use your imagination.\My imagination?\Think about how your lure is moving in the water.\How the fish must feel seeing it.\What if the sea bass eat it? response:	If they take, make sure you hook it.
context: Yuki, don't rush.\Shut up.\Next, use your imagination.\My imagination?\Think about how your lure is moving in the water.\How the fish must feel seeing it.\What if the sea bass eat it?\If they take, make sure you hook it. response:	In other words, if you feel a pull, lift the tip of your rod
context: Shut up.\Next, use your imagination.\My imagination?\Think about how your lure is moving in the water.\How the fish must feel seeing it.\What if the sea bass eat it?\If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod response:	so the hook is secure.
context: Next, use your imagination.\My imagination?\Think about how your lure is moving in the water.\How the fish must feel seeing it.\What if the sea bass eat it?\If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod\so the hook is secure. response:	Ouch.
context: My imagination?\Think about how your lure is moving in the water.\How the fish must feel seeing it.\What if the sea bass eat it?\If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod\so the hook is secure.\Ouch. response:	Until then, focus.
context: Think about how your lure is moving in the water.\How the fish must feel seeing it.\What if the sea bass eat it?\If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod\so the hook is secure.\Ouch.\Until then, focus. response:	Focus.
context: How the fish must feel seeing it.\What if the sea bass eat it?\If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod\so the hook is secure.\Ouch.\Until then, focus.\Focus. response:	You don't know when it'll happen.
context: What if the sea bass eat it?\If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod\so the hook is secure.\Ouch.\Until then, focus.\Focus.\You don't know when it'll happen. response:	Focus and make sure you don't miss it.
context: If they take, make sure you hook it.\In other words, if you feel a pull, lift the tip of your rod\so the hook is secure.\Ouch.\Until then, focus.\Focus.\You don't know when it'll happen.\Focus and make sure you don't miss it. response:	I'm nervous.
context: In other words, if you feel a pull, lift the tip of your rod\so the hook is secure.\Ouch.\Until then, focus.\Focus.\You don't know when it'll happen.\Focus and make sure you don't miss it.\I'm nervous. response:	Shut up and fish.
context: so the hook is secure.\Ouch.\Until then, focus.\Focus.\You don't know when it'll happen.\Focus and make sure you don't miss it.\I'm nervous.\Shut up and fish. response:	Enoshima bowl!
context: Ouch.\Until then, focus.\Focus.\You don't know when it'll happen.\Focus and make sure you don't miss it.\I'm nervous.\Shut up and fish.\Enoshima bowl! response:	I feel something.
context: Until then, focus.\Focus.\You don't know when it'll happen.\Focus and make sure you don't miss it.\I'm nervous.\Shut up and fish.\Enoshima bowl!\I feel something. response:	Hook him!
context: Focus.\You don't know when it'll happen.\Focus and make sure you don't miss it.\I'm nervous.\Shut up and fish.\Enoshima bowl!\I feel something.\Hook him! response:	Seriously?
context: You don't know when it'll happen.\Focus and make sure you don't miss it.\I'm nervous.\Shut up and fish.\Enoshima bowl!\I feel something.\Hook him!\Seriously? response:	Yuki, you got a bite!
context: Focus and make sure you don't miss it.\I'm nervous.\Shut up and fish.\Enoshima bowl!\I feel something.\Hook him!\Seriously?\Yuki, you got a bite! response:	Yuki, hold on.
context: I'm nervous.\Shut up and fish.\Enoshima bowl!\I feel something.\Hook him!\Seriously?\Yuki, you got a bite!\Yuki, hold on. response:	I know.
context: Shut up and fish.\Enoshima bowl!\I feel something.\Hook him!\Seriously?\Yuki, you got a bite!\Yuki, hold on.\I know. response:	Don't overdo it!
context: Enoshima bowl!\I feel something.\Hook him!\Seriously?\Yuki, you got a bite!\Yuki, hold on.\I know.\Don't overdo it! response:	If he pulls, don't reel in the line!
context: I feel something.\Hook him!\Seriously?\Yuki, you got a bite!\Yuki, hold on.\I know.\Don't overdo it!\If he pulls, don't reel in the line! response:	Don't reel in the line?
context: Hook him!\Seriously?\Yuki, you got a bite!\Yuki, hold on.\I know.\Don't overdo it!\If he pulls, don't reel in the line!\Don't reel in the line? response:	The harder you try, the more likely it is to escape.
context: Seriously?\Yuki, you got a bite!\Yuki, hold on.\I know.\Don't overdo it!\If he pulls, don't reel in the line!\Don't reel in the line?\The harder you try, the more likely it is to escape. response:	I see.
context: Yuki, you got a bite!\Yuki, hold on.\I know.\Don't overdo it!\If he pulls, don't reel in the line!\Don't reel in the line?\The harder you try, the more likely it is to escape.\I see. response:	It's a game. For now, be patient.
context: Yuki, hold on.\I know.\Don't overdo it!\If he pulls, don't reel in the line!\Don't reel in the line?\The harder you try, the more likely it is to escape.\I see.\It's a game. For now, be patient. response:	Patience.
context: I know.\Don't overdo it!\If he pulls, don't reel in the line!\Don't reel in the line?\The harder you try, the more likely it is to escape.\I see.\It's a game. For now, be patient.\Patience. response:	He won't get what he wants. Watch closely.
context: Don't overdo it!\If he pulls, don't reel in the line!\Don't reel in the line?\The harder you try, the more likely it is to escape.\I see.\It's a game. For now, be patient.\Patience.\He won't get what he wants. Watch closely. response:	What?
context: If he pulls, don't reel in the line!\Don't reel in the line?\The harder you try, the more likely it is to escape.\I see.\It's a game. For now, be patient.\Patience.\He won't get what he wants. Watch closely.\What? response:	What's wrong?
context: Don't reel in the line?\The harder you try, the more likely it is to escape.\I see.\It's a game. For now, be patient.\Patience.\He won't get what he wants. Watch closely.\What?\What's wrong? response:	I feel some slack.
context: The harder you try, the more likely it is to escape.\I see.\It's a game. For now, be patient.\Patience.\He won't get what he wants. Watch closely.\What?\What's wrong?\I feel some slack. response:	Reel him in!
context: I see.\It's a game. For now, be patient.\Patience.\He won't get what he wants. Watch closely.\What?\What's wrong?\I feel some slack.\Reel him in! response:	Yes, yes, yes, yes, yes!
context: It's a game. For now, be patient.\Patience.\He won't get what he wants. Watch closely.\What?\What's wrong?\I feel some slack.\Reel him in!\Yes, yes, yes, yes, yes! response:	Don't panic. He'll leap.
context: Patience.\He won't get what he wants. Watch closely.\What?\What's wrong?\I feel some slack.\Reel him in!\Yes, yes, yes, yes, yes!\Don't panic. He'll leap. response:	Right. They struggle like crazy.
context: He won't get what he wants. Watch closely.\What?\What's wrong?\I feel some slack.\Reel him in!\Yes, yes, yes, yes, yes!\Don't panic. He'll leap.\Right. They struggle like crazy. response:	There it is again!
context: What?\What's wrong?\I feel some slack.\Reel him in!\Yes, yes, yes, yes, yes!\Don't panic. He'll leap.\Right. They struggle like crazy.\There it is again! response:	No, don't reel it in!
context: What's wrong?\I feel some slack.\Reel him in!\Yes, yes, yes, yes, yes!\Don't panic. He'll leap.\Right. They struggle like crazy.\There it is again!\No, don't reel it in! response:	Don't reel it in, Yuki!
context: I feel some slack.\Reel him in!\Yes, yes, yes, yes, yes!\Don't panic. He'll leap.\Right. They struggle like crazy.\There it is again!\No, don't reel it in!\Don't reel it in, Yuki! response:	Too bad.
context: Reel him in!\Yes, yes, yes, yes, yes!\Don't panic. He'll leap.\Right. They struggle like crazy.\There it is again!\No, don't reel it in!\Don't reel it in, Yuki!\Too bad. response:	You panicked at the end.
context: Yes, yes, yes, yes, yes!\Don't panic. He'll leap.\Right. They struggle like crazy.\There it is again!\No, don't reel it in!\Don't reel it in, Yuki!\Too bad.\You panicked at the end. response:	Yuki, don't worry about it.
context: Don't panic. He'll leap.\Right. They struggle like crazy.\There it is again!\No, don't reel it in!\Don't reel it in, Yuki!\Too bad.\You panicked at the end.\Yuki, don't worry about it. response:	It's because you wouldn't shut up.
context: Right. They struggle like crazy.\There it is again!\No, don't reel it in!\Don't reel it in, Yuki!\Too bad.\You panicked at the end.\Yuki, don't worry about it.\It's because you wouldn't shut up. response:	Sorry, sorry.
context: There it is again!\No, don't reel it in!\Don't reel it in, Yuki!\Too bad.\You panicked at the end.\Yuki, don't worry about it.\It's because you wouldn't shut up.\Sorry, sorry. response:	Amazing.
context: No, don't reel it in!\Don't reel it in, Yuki!\Too bad.\You panicked at the end.\Yuki, don't worry about it.\It's because you wouldn't shut up.\Sorry, sorry.\Amazing. response:	The Stella SW is out.
context: Don't reel it in, Yuki!\Too bad.\You panicked at the end.\Yuki, don't worry about it.\It's because you wouldn't shut up.\Sorry, sorry.\Amazing.\The Stella SW is out. response:	Look at this quiet strength.
context: Too bad.\You panicked at the end.\Yuki, don't worry about it.\It's because you wouldn't shut up.\Sorry, sorry.\Amazing.\The Stella SW is out.\Look at this quiet strength. response:	I just might fall in love with this sexy thing.
context: You panicked at the end.\Yuki, don't worry about it.\It's because you wouldn't shut up.\Sorry, sorry.\Amazing.\The Stella SW is out.\Look at this quiet strength.\I just might fall in love with this sexy thing. response:	What is the big fish around here?
context: Yuki, don't worry about it.\It's because you wouldn't shut up.\Sorry, sorry.\Amazing.\The Stella SW is out.\Look at this quiet strength.\I just might fall in love with this sexy thing.\What is the big fish around here? response:	Hold on.
context: It's because you wouldn't shut up.\Sorry, sorry.\Amazing.\The Stella SW is out.\Look at this quiet strength.\I just might fall in love with this sexy thing.\What is the big fish around here?\Hold on. response:	What'd you just say?
context: Sorry, sorry.\Amazing.\The Stella SW is out.\Look at this quiet strength.\I just might fall in love with this sexy thing.\What is the big fish around here?\Hold on.\What'd you just say? response:	Pardon?
context: Amazing.\The Stella SW is out.\Look at this quiet strength.\I just might fall in love with this sexy thing.\What is the big fish around here?\Hold on.\What'd you just say?\Pardon? response:	He's a fishing boat captain around here. Ayumi-chan.
context: The Stella SW is out.\Look at this quiet strength.\I just might fall in love with this sexy thing.\What is the big fish around here?\Hold on.\What'd you just say?\Pardon?\He's a fishing boat captain around here. Ayumi-chan. response:	I see.
context: Look at this quiet strength.\I just might fall in love with this sexy thing.\What is the big fish around here?\Hold on.\What'd you just say?\Pardon?\He's a fishing boat captain around here. Ayumi-chan.\I see. response:	Did you say you're looking for big fish?
context: I just might fall in love with this sexy thing.\What is the big fish around here?\Hold on.\What'd you just say?\Pardon?\He's a fishing boat captain around here. Ayumi-chan.\I see.\Did you say you're looking for big fish? response:	I did.
context: What is the big fish around here?\Hold on.\What'd you just say?\Pardon?\He's a fishing boat captain around here. Ayumi-chan.\I see.\Did you say you're looking for big fish?\I did. response:	Ayumi-chan's great at catching big ones.
context: Hold on.\What'd you just say?\Pardon?\He's a fishing boat captain around here. Ayumi-chan.\I see.\Did you say you're looking for big fish?\I did.\Ayumi-chan's great at catching big ones. response:	As far as I'm concerned,
context: What'd you just say?\Pardon?\He's a fishing boat captain around here. Ayumi-chan.\I see.\Did you say you're looking for big fish?\I did.\Ayumi-chan's great at catching big ones.\As far as I'm concerned, response:	anything less than 60 centimeters isn't a fish.
context: Pardon?\He's a fishing boat captain around here. Ayumi-chan.\I see.\Did you say you're looking for big fish?\I did.\Ayumi-chan's great at catching big ones.\As far as I'm concerned,\anything less than 60 centimeters isn't a fish. response:	I see.
context: He's a fishing boat captain around here. Ayumi-chan.\I see.\Did you say you're looking for big fish?\I did.\Ayumi-chan's great at catching big ones.\As far as I'm concerned,\anything less than 60 centimeters isn't a fish.\I see. response:	I'll let you fish for anything on my boat.
context: I see.\Did you say you're looking for big fish?\I did.\Ayumi-chan's great at catching big ones.\As far as I'm concerned,\anything less than 60 centimeters isn't a fish.\I see.\I'll let you fish for anything on my boat. response:	Mahi-mahi, skipjack, tuna, even marlin.
context: Did you say you're looking for big fish?\I did.\Ayumi-chan's great at catching big ones.\As far as I'm concerned,\anything less than 60 centimeters isn't a fish.\I see.\I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin. response:	I hope you will take me fishing some time.
context: I did.\Ayumi-chan's great at catching big ones.\As far as I'm concerned,\anything less than 60 centimeters isn't a fish.\I see.\I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time. response:	No problem. Just let me tell you one thing.
context: Ayumi-chan's great at catching big ones.\As far as I'm concerned,\anything less than 60 centimeters isn't a fish.\I see.\I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time.\No problem. Just let me tell you one thing. response:	What is that?
context: As far as I'm concerned,\anything less than 60 centimeters isn't a fish.\I see.\I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time.\No problem. Just let me tell you one thing.\What is that? response:	Fishing's not about gear.
context: anything less than 60 centimeters isn't a fish.\I see.\I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time.\No problem. Just let me tell you one thing.\What is that?\Fishing's not about gear. response:	It's about skill.
context: I see.\I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time.\No problem. Just let me tell you one thing.\What is that?\Fishing's not about gear.\It's about skill. response:	Ayumi-chan, you're so cool.
context: I'll let you fish for anything on my boat.\Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time.\No problem. Just let me tell you one thing.\What is that?\Fishing's not about gear.\It's about skill.\Ayumi-chan, you're so cool. response:	Excuse me.
context: Mahi-mahi, skipjack, tuna, even marlin.\I hope you will take me fishing some time.\No problem. Just let me tell you one thing.\What is that?\Fishing's not about gear.\It's about skill.\Ayumi-chan, you're so cool.\Excuse me. response:	All right!
context: I hope you will take me fishing some time.\No problem. Just let me tell you one thing.\What is that?\Fishing's not about gear.\It's about skill.\Ayumi-chan, you're so cool.\Excuse me.\All right! response:	She said it!
context: No problem. Just let me tell you one thing.\What is that?\Fishing's not about gear.\It's about skill.\Ayumi-chan, you're so cool.\Excuse me.\All right!\She said it! response:	Is he always like that?
context: What is that?\Fishing's not about gear.\It's about skill.\Ayumi-chan, you're so cool.\Excuse me.\All right!\She said it!\Is he always like that? response:	She called me cool!
context: Fishing's not about gear.\It's about skill.\Ayumi-chan, you're so cool.\Excuse me.\All right!\She said it!\Is he always like that?\She called me cool! response:	Yup. Isn't he cute?
context: It's about skill.\Ayumi-chan, you're so cool.\Excuse me.\All right!\She said it!\Is he always like that?\She called me cool!\Yup. Isn't he cute? response:	Yes!
context: Ayumi-chan, you're so cool.\Excuse me.\All right!\She said it!\Is he always like that?\She called me cool!\Yup. Isn't he cute?\Yes! response:	See you tomorrow morning.
context: Excuse me.\All right!\She said it!\Is he always like that?\She called me cool!\Yup. Isn't he cute?\Yes!\See you tomorrow morning. response:	Yeah.
context: All right!\She said it!\Is he always like that?\She called me cool!\Yup. Isn't he cute?\Yes!\See you tomorrow morning.\Yeah. response:	We'll catch them tomorrow.
context: She said it!\Is he always like that?\She called me cool!\Yup. Isn't he cute?\Yes!\See you tomorrow morning.\Yeah.\We'll catch them tomorrow. response:	Natsuki, bring Tamocchan tomorrow.
context: Is he always like that?\She called me cool!\Yup. Isn't he cute?\Yes!\See you tomorrow morning.\Yeah.\We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow. response:	Sorry, I can't. Later.
context: She called me cool!\Yup. Isn't he cute?\Yes!\See you tomorrow morning.\Yeah.\We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later. response:	Why not?
context: Yup. Isn't he cute?\Yes!\See you tomorrow morning.\Yeah.\We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later.\Why not? response:	Haru-chan's so funny.
context: Yes!\See you tomorrow morning.\Yeah.\We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later.\Why not?\Haru-chan's so funny. response:	I became friends with him in no time.
context: See you tomorrow morning.\Yeah.\We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later.\Why not?\Haru-chan's so funny.\I became friends with him in no time. response:	He is a little strange.
context: Yeah.\We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later.\Why not?\Haru-chan's so funny.\I became friends with him in no time.\He is a little strange. response:	Hey, Natsuki.
context: We'll catch them tomorrow.\Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later.\Why not?\Haru-chan's so funny.\I became friends with him in no time.\He is a little strange.\Hey, Natsuki. response:	Put these in the fridge.
context: Natsuki, bring Tamocchan tomorrow.\Sorry, I can't. Later.\Why not?\Haru-chan's so funny.\I became friends with him in no time.\He is a little strange.\Hey, Natsuki.\Put these in the fridge. response:	It's three whitebait bowls.
context: Sorry, I can't. Later.\Why not?\Haru-chan's so funny.\I became friends with him in no time.\He is a little strange.\Hey, Natsuki.\Put these in the fridge.\It's three whitebait bowls. response:	You're going fishing with your friends tomorrow, aren't you?
context: Why not?\Haru-chan's so funny.\I became friends with him in no time.\He is a little strange.\Hey, Natsuki.\Put these in the fridge.\It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you? response:	I don't want those.
context: Haru-chan's so funny.\I became friends with him in no time.\He is a little strange.\Hey, Natsuki.\Put these in the fridge.\It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you?\I don't want those. response:	Don't be like that.
context: I became friends with him in no time.\He is a little strange.\Hey, Natsuki.\Put these in the fridge.\It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you?\I don't want those.\Don't be like that. response:	We got a weird call this morning.
context: He is a little strange.\Hey, Natsuki.\Put these in the fridge.\It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you?\I don't want those.\Don't be like that.\We got a weird call this morning. response:	Are you going to do something to this store?
context: Hey, Natsuki.\Put these in the fridge.\It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you?\I don't want those.\Don't be like that.\We got a weird call this morning.\Are you going to do something to this store? response:	Who cares if you don't like whitebait?
context: Put these in the fridge.\It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you?\I don't want those.\Don't be like that.\We got a weird call this morning.\Are you going to do something to this store?\Who cares if you don't like whitebait? response:	Hey!
context: It's three whitebait bowls.\You're going fishing with your friends tomorrow, aren't you?\I don't want those.\Don't be like that.\We got a weird call this morning.\Are you going to do something to this store?\Who cares if you don't like whitebait?\Hey! response:	Haru, don't go ahead without telling me.
context: You're going fishing with your friends tomorrow, aren't you?\I don't want those.\Don't be like that.\We got a weird call this morning.\Are you going to do something to this store?\Who cares if you don't like whitebait?\Hey!\Haru, don't go ahead without telling me. response:	Yuki, look.
context: I don't want those.\Don't be like that.\We got a weird call this morning.\Are you going to do something to this store?\Who cares if you don't like whitebait?\Hey!\Haru, don't go ahead without telling me.\Yuki, look. response:	You're kidding. Why?
context: Don't be like that.\We got a weird call this morning.\Are you going to do something to this store?\Who cares if you don't like whitebait?\Hey!\Haru, don't go ahead without telling me.\Yuki, look.\You're kidding. Why? response:	Natsuki and Tamocchan are friends.
context: We got a weird call this morning.\Are you going to do something to this store?\Who cares if you don't like whitebait?\Hey!\Haru, don't go ahead without telling me.\Yuki, look.\You're kidding. Why?\Natsuki and Tamocchan are friends. response:	Natsuki?
context: Are you going to do something to this store?\Who cares if you don't like whitebait?\Hey!\Haru, don't go ahead without telling me.\Yuki, look.\You're kidding. Why?\Natsuki and Tamocchan are friends.\Natsuki? response:	Oh, Yuki. Huh?
context: Who cares if you don't like whitebait?\Hey!\Haru, don't go ahead without telling me.\Yuki, look.\You're kidding. Why?\Natsuki and Tamocchan are friends.\Natsuki?\Oh, Yuki. Huh? response:	Sorry I bothered you.
context: Hey!\Haru, don't go ahead without telling me.\Yuki, look.\You're kidding. Why?\Natsuki and Tamocchan are friends.\Natsuki?\Oh, Yuki. Huh?\Sorry I bothered you. response:	What are you doing here?
context: Haru, don't go ahead without telling me.\Yuki, look.\You're kidding. Why?\Natsuki and Tamocchan are friends.\Natsuki?\Oh, Yuki. Huh?\Sorry I bothered you.\What are you doing here? response:	What am I... Huh?
context: Yuki, look.\You're kidding. Why?\Natsuki and Tamocchan are friends.\Natsuki?\Oh, Yuki. Huh?\Sorry I bothered you.\What are you doing here?\What am I... Huh? response:	What's going on?
context: You're kidding. Why?\Natsuki and Tamocchan are friends.\Natsuki?\Oh, Yuki. Huh?\Sorry I bothered you.\What are you doing here?\What am I... Huh?\What's going on? response:	Natsuki, as long as we're here, why don't we fish?
context: Natsuki and Tamocchan are friends.\Natsuki?\Oh, Yuki. Huh?\Sorry I bothered you.\What are you doing here?\What am I... Huh?\What's going on?\Natsuki, as long as we're here, why don't we fish? response:	Natsuki, no.
context: Natsuki?\Oh, Yuki. Huh?\Sorry I bothered you.\What are you doing here?\What am I... Huh?\What's going on?\Natsuki, as long as we're here, why don't we fish?\Natsuki, no. response:	Haru.
context: Oh, Yuki. Huh?\Sorry I bothered you.\What are you doing here?\What am I... Huh?\What's going on?\Natsuki, as long as we're here, why don't we fish?\Natsuki, no.\Haru. response:	Natsuki, why?
context: Sorry I bothered you.\What are you doing here?\What am I... Huh?\What's going on?\Natsuki, as long as we're here, why don't we fish?\Natsuki, no.\Haru.\Natsuki, why? response:	Don't.
context: What are you doing here?\What am I... Huh?\What's going on?\Natsuki, as long as we're here, why don't we fish?\Natsuki, no.\Haru.\Natsuki, why?\Don't. response:	It's fine. Thanks, Haru.
context: What am I... Huh?\What's going on?\Natsuki, as long as we're here, why don't we fish?\Natsuki, no.\Haru.\Natsuki, why?\Don't.\It's fine. Thanks, Haru. response:	Haru, don't tell me you...
context: What's going on?\Natsuki, as long as we're here, why don't we fish?\Natsuki, no.\Haru.\Natsuki, why?\Don't.\It's fine. Thanks, Haru.\Haru, don't tell me you... response:	I thought it would work.
context: Natsuki, as long as we're here, why don't we fish?\Natsuki, no.\Haru.\Natsuki, why?\Don't.\It's fine. Thanks, Haru.\Haru, don't tell me you...\I thought it would work. response:	I told you not to use that any more.
context: Natsuki, no.\Haru.\Natsuki, why?\Don't.\It's fine. Thanks, Haru.\Haru, don't tell me you...\I thought it would work.\I told you not to use that any more. response:	But I didn't use it on you.
context: Haru.\Natsuki, why?\Don't.\It's fine. Thanks, Haru.\Haru, don't tell me you...\I thought it would work.\I told you not to use that any more.\But I didn't use it on you. response:	That's not the issue.
context: Natsuki, why?\Don't.\It's fine. Thanks, Haru.\Haru, don't tell me you...\I thought it would work.\I told you not to use that any more.\But I didn't use it on you.\That's not the issue. response:	But Tamocchan was happy.
context: Don't.\It's fine. Thanks, Haru.\Haru, don't tell me you...\I thought it would work.\I told you not to use that any more.\But I didn't use it on you.\That's not the issue.\But Tamocchan was happy. response:	You said it would be better if everyone got along.
context: It's fine. Thanks, Haru.\Haru, don't tell me you...\I thought it would work.\I told you not to use that any more.\But I didn't use it on you.\That's not the issue.\But Tamocchan was happy.\You said it would be better if everyone got along. response:	Yuki, are you mad?
context: Haru, don't tell me you...\I thought it would work.\I told you not to use that any more.\But I didn't use it on you.\That's not the issue.\But Tamocchan was happy.\You said it would be better if everyone got along.\Yuki, are you mad? response:	I'm sorry. Sorry, sorry.
context: I thought it would work.\I told you not to use that any more.\But I didn't use it on you.\That's not the issue.\But Tamocchan was happy.\You said it would be better if everyone got along.\Yuki, are you mad?\I'm sorry. Sorry, sorry. response:	Enough already!
context: I told you not to use that any more.\But I didn't use it on you.\That's not the issue.\But Tamocchan was happy.\You said it would be better if everyone got along.\Yuki, are you mad?\I'm sorry. Sorry, sorry.\Enough already! response:	Why do you always have to do things you shouldn't do?
context: But I didn't use it on you.\That's not the issue.\But Tamocchan was happy.\You said it would be better if everyone got along.\Yuki, are you mad?\I'm sorry. Sorry, sorry.\Enough already!\Why do you always have to do things you shouldn't do? response:	But it's better if everyone...
context: That's not the issue.\But Tamocchan was happy.\You said it would be better if everyone got along.\Yuki, are you mad?\I'm sorry. Sorry, sorry.\Enough already!\Why do you always have to do things you shouldn't do?\But it's better if everyone... response:	It's not that simple!
context: But Tamocchan was happy.\You said it would be better if everyone got along.\Yuki, are you mad?\I'm sorry. Sorry, sorry.\Enough already!\Why do you always have to do things you shouldn't do?\But it's better if everyone...\It's not that simple! response:	You can't understand how humans feel
context: You said it would be better if everyone got along.\Yuki, are you mad?\I'm sorry. Sorry, sorry.\Enough already!\Why do you always have to do things you shouldn't do?\But it's better if everyone...\It's not that simple!\You can't understand how humans feel response:	because you're an alien.
context: Yuki, are you mad?\I'm sorry. Sorry, sorry.\Enough already!\Why do you always have to do things you shouldn't do?\But it's better if everyone...\It's not that simple!\You can't understand how humans feel\because you're an alien. response:	I don't understand, but I want to.
context: I'm sorry. Sorry, sorry.\Enough already!\Why do you always have to do things you shouldn't do?\But it's better if everyone...\It's not that simple!\You can't understand how humans feel\because you're an alien.\I don't understand, but I want to. response:	It's impossible. You even broke your promise.
context: Enough already!\Why do you always have to do things you shouldn't do?\But it's better if everyone...\It's not that simple!\You can't understand how humans feel\because you're an alien.\I don't understand, but I want to.\It's impossible. You even broke your promise. response:	You're the worst.
context: Why do you always have to do things you shouldn't do?\But it's better if everyone...\It's not that simple!\You can't understand how humans feel\because you're an alien.\I don't understand, but I want to.\It's impossible. You even broke your promise.\You're the worst. response:	I don't care what you do any more.
context: But it's better if everyone...\It's not that simple!\You can't understand how humans feel\because you're an alien.\I don't understand, but I want to.\It's impossible. You even broke your promise.\You're the worst.\I don't care what you do any more. response:	Yuki.
context: It's not that simple!\You can't understand how humans feel\because you're an alien.\I don't understand, but I want to.\It's impossible. You even broke your promise.\You're the worst.\I don't care what you do any more.\Yuki. response:	Don't follow me!
context: You can't understand how humans feel\because you're an alien.\I don't understand, but I want to.\It's impossible. You even broke your promise.\You're the worst.\I don't care what you do any more.\Yuki.\Don't follow me! response:	Go home already.
context: because you're an alien.\I don't understand, but I want to.\It's impossible. You even broke your promise.\You're the worst.\I don't care what you do any more.\Yuki.\Don't follow me!\Go home already. response:	Go back to space, or wherever.
context: I don't understand, but I want to.\It's impossible. You even broke your promise.\You're the worst.\I don't care what you do any more.\Yuki.\Don't follow me!\Go home already.\Go back to space, or wherever. response:	Yuki.
context: It's impossible. You even broke your promise.\You're the worst.\I don't care what you do any more.\Yuki.\Don't follow me!\Go home already.\Go back to space, or wherever.\Yuki. response:	In other words, this bridge between
context: You're the worst.\I don't care what you do any more.\Yuki.\Don't follow me!\Go home already.\Go back to space, or wherever.\Yuki.\In other words, this bridge between response:	the island and the mainland is the connection...
context: I don't care what you do any more.\Yuki.\Don't follow me!\Go home already.\Go back to space, or wherever.\Yuki.\In other words, this bridge between\the island and the mainland is the connection... response:	Keito, what should I do?
context: Yuki.\Don't follow me!\Go home already.\Go back to space, or wherever.\Yuki.\In other words, this bridge between\the island and the mainland is the connection...\Keito, what should I do? response:	Well, it is your fault you broke your promise.
context: Don't follow me!\Go home already.\Go back to space, or wherever.\Yuki.\In other words, this bridge between\the island and the mainland is the connection...\Keito, what should I do?\Well, it is your fault you broke your promise. response:	Yes, it was bad. Yuki got really mad.
context: Go home already.\Go back to space, or wherever.\Yuki.\In other words, this bridge between\the island and the mainland is the connection...\Keito, what should I do?\Well, it is your fault you broke your promise.\Yes, it was bad. Yuki got really mad. response:	But I'm sure he's worried about you now.
