context: I, Asseylum Vers Allusia, response:	will take Count Slaine Saazbaum Troyard as my husband,
context: She... Perhaps it was a miracle that she held on for this long.\How much time does she have? Today? Tomorrow?\They say that they still do not know.\It is just as possible that she will remain in this condition indefinitely.\I see...\I can guess what you are feeling.\You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine? response:	I must go.
context: How much time does she have? Today? Tomorrow?\They say that they still do not know.\It is just as possible that she will remain in this condition indefinitely.\I see...\I can guess what you are feeling.\You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine?\I must go. response:	Slaine...
context: They say that they still do not know.\It is just as possible that she will remain in this condition indefinitely.\I see...\I can guess what you are feeling.\You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine?\I must go.\Slaine... response:	I forgive you, Slaine.
context: It is just as possible that she will remain in this condition indefinitely.\I see...\I can guess what you are feeling.\You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine?\I must go.\Slaine...\I forgive you, Slaine. response:	Even if you cry in front of me today.
context: I see...\I can guess what you are feeling.\You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine?\I must go.\Slaine...\I forgive you, Slaine.\Even if you cry in front of me today. response:	Even if you shed tears over her.
context: I can guess what you are feeling.\You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine?\I must go.\Slaine...\I forgive you, Slaine.\Even if you cry in front of me today.\Even if you shed tears over her. response:	Because I...
context: You may have mixed feelings, but she is your only sibling by blood.\It is you who are truly sad, aren't you, Slaine?\I must go.\Slaine...\I forgive you, Slaine.\Even if you cry in front of me today.\Even if you shed tears over her.\Because I... response:	Could that have triggered it? No... It couldn't be.
context: It is you who are truly sad, aren't you, Slaine?\I must go.\Slaine...\I forgive you, Slaine.\Even if you cry in front of me today.\Even if you shed tears over her.\Because I...\Could that have triggered it? No... It couldn't be. response:	I always looked up to you.
context: I must go.\Slaine...\I forgive you, Slaine.\Even if you cry in front of me today.\Even if you shed tears over her.\Because I...\Could that have triggered it? No... It couldn't be.\I always looked up to you. response:	You had everything that I did not. So I hated you.
context: Slaine...\I forgive you, Slaine.\Even if you cry in front of me today.\Even if you shed tears over her.\Because I...\Could that have triggered it? No... It couldn't be.\I always looked up to you.\You had everything that I did not. So I hated you. response:	Still, do not worry, sister.
context: I forgive you, Slaine.\Even if you cry in front of me today.\Even if you shed tears over her.\Because I...\Could that have triggered it? No... It couldn't be.\I always looked up to you.\You had everything that I did not. So I hated you.\Still, do not worry, sister. response:	From now on, I will officially take your place.
context: Even if you cry in front of me today.\Even if you shed tears over her.\Because I...\Could that have triggered it? No... It couldn't be.\I always looked up to you.\You had everything that I did not. So I hated you.\Still, do not worry, sister.\From now on, I will officially take your place. response:	I will be Slaine's support!
context: Even if you shed tears over her.\Because I...\Could that have triggered it? No... It couldn't be.\I always looked up to you.\You had everything that I did not. So I hated you.\Still, do not worry, sister.\From now on, I will officially take your place.\I will be Slaine's support! response:	Why...?
context: Because I...\Could that have triggered it? No... It couldn't be.\I always looked up to you.\You had everything that I did not. So I hated you.\Still, do not worry, sister.\From now on, I will officially take your place.\I will be Slaine's support!\Why...? response:	Huh? What's up with that?
context: Could that have triggered it? No... It couldn't be.\I always looked up to you.\You had everything that I did not. So I hated you.\Still, do not worry, sister.\From now on, I will officially take your place.\I will be Slaine's support!\Why...?\Huh? What's up with that? response:	Does that mean she got ditched here?
context: I always looked up to you.\You had everything that I did not. So I hated you.\Still, do not worry, sister.\From now on, I will officially take your place.\I will be Slaine's support!\Why...?\Huh? What's up with that?\Does that mean she got ditched here? response:	The captain left me in charge because she trusts me.
context: You had everything that I did not. So I hated you.\Still, do not worry, sister.\From now on, I will officially take your place.\I will be Slaine's support!\Why...?\Huh? What's up with that?\Does that mean she got ditched here?\The captain left me in charge because she trusts me. response:	That's what she said, but Cdr. Mizusaki has got to be devastated.
context: Still, do not worry, sister.\From now on, I will officially take your place.\I will be Slaine's support!\Why...?\Huh? What's up with that?\Does that mean she got ditched here?\The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated. response:	Why did she pick Lt. Marito of all people as her traveling companion?
context: From now on, I will officially take your place.\I will be Slaine's support!\Why...?\Huh? What's up with that?\Does that mean she got ditched here?\The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion? response:	Companion? Escort, more like.
context: I will be Slaine's support!\Why...?\Huh? What's up with that?\Does that mean she got ditched here?\The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like. response:	What's this about Lt. Marito?
context: Why...?\Huh? What's up with that?\Does that mean she got ditched here?\The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like.\What's this about Lt. Marito? response:	No, um... It's just that he accompanied the captain to the conference,
context: Huh? What's up with that?\Does that mean she got ditched here?\The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like.\What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference, response:	so I thought it might be serious.
context: Does that mean she got ditched here?\The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like.\What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious. response:	Ah. With that Martian proclamation and all, the situation is definitely in flux.
context: The captain left me in charge because she trusts me.\That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like.\What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux. response:	I can't believe that the princess is getting married...
context: That's what she said, but Cdr. Mizusaki has got to be devastated.\Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like.\What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married... response:	That's what you're interested in?
context: Why did she pick Lt. Marito of all people as her traveling companion?\Companion? Escort, more like.\What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married...\That's what you're interested in? response:	No, but look...
context: Companion? Escort, more like.\What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married...\That's what you're interested in?\No, but look... response:	Isn't it possible that her change of heart was because of someone she developed feelings for?
context: What's this about Lt. Marito?\No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married...\That's what you're interested in?\No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for? response:	Like, she was seduced by him or something?
context: No, um... It's just that he accompanied the captain to the conference,\so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married...\That's what you're interested in?\No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something? response:	Sorry.
context: so I thought it might be serious.\Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married...\That's what you're interested in?\No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something?\Sorry. response:	But we're still not 100 sure that the Princess Asseylum who said that
context: Ah. With that Martian proclamation and all, the situation is definitely in flux.\I can't believe that the princess is getting married...\That's what you're interested in?\No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something?\Sorry.\But we're still not 100 sure that the Princess Asseylum who said that response:	was the princess who spent time with us, right?
context: I can't believe that the princess is getting married...\That's what you're interested in?\No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something?\Sorry.\But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right? response:	I honestly can't say.
context: That's what you're interested in?\No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something?\Sorry.\But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right?\I honestly can't say. response:	Inaho insists that she is an impostor,
context: No, but look...\Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something?\Sorry.\But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right?\I honestly can't say.\Inaho insists that she is an impostor, response:	but there's no telling just how much even he can see.
context: Isn't it possible that her change of heart was because of someone she developed feelings for?\Like, she was seduced by him or something?\Sorry.\But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right?\I honestly can't say.\Inaho insists that she is an impostor,\but there's no telling just how much even he can see. response:	Have you eaten?
context: Like, she was seduced by him or something?\Sorry.\But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right?\I honestly can't say.\Inaho insists that she is an impostor,\but there's no telling just how much even he can see.\Have you eaten? response:	In a bit. Let me find a good place to leave off.
context: Sorry.\But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right?\I honestly can't say.\Inaho insists that she is an impostor,\but there's no telling just how much even he can see.\Have you eaten?\In a bit. Let me find a good place to leave off. response:	You've been this way since we were little.
context: But we're still not 100 sure that the Princess Asseylum who said that\was the princess who spent time with us, right?\I honestly can't say.\Inaho insists that she is an impostor,\but there's no telling just how much even he can see.\Have you eaten?\In a bit. Let me find a good place to leave off.\You've been this way since we were little. response:	When you're into something, everything else fades away.
context: was the princess who spent time with us, right?\I honestly can't say.\Inaho insists that she is an impostor,\but there's no telling just how much even he can see.\Have you eaten?\In a bit. Let me find a good place to leave off.\You've been this way since we were little.\When you're into something, everything else fades away. response:	Here.
context: I honestly can't say.\Inaho insists that she is an impostor,\but there's no telling just how much even he can see.\Have you eaten?\In a bit. Let me find a good place to leave off.\You've been this way since we were little.\When you're into something, everything else fades away.\Here. response:	Thanks, Yuki.
context: Inaho insists that she is an impostor,\but there's no telling just how much even he can see.\Have you eaten?\In a bit. Let me find a good place to leave off.\You've been this way since we were little.\When you're into something, everything else fades away.\Here.\Thanks, Yuki. response:	You've heard, right? About Asseylum's, uh...
context: but there's no telling just how much even he can see.\Have you eaten?\In a bit. Let me find a good place to leave off.\You've been this way since we were little.\When you're into something, everything else fades away.\Here.\Thanks, Yuki.\You've heard, right? About Asseylum's, uh... response:	Yeah.
context: Have you eaten?\In a bit. Let me find a good place to leave off.\You've been this way since we were little.\When you're into something, everything else fades away.\Here.\Thanks, Yuki.\You've heard, right? About Asseylum's, uh...\Yeah. response:	That proclamation seemed to prove everything you've been saying.
context: In a bit. Let me find a good place to leave off.\You've been this way since we were little.\When you're into something, everything else fades away.\Here.\Thanks, Yuki.\You've heard, right? About Asseylum's, uh...\Yeah.\That proclamation seemed to prove everything you've been saying. response:	It all seems a little too convenient, and if that really were the genuine Princess Asseylum,
context: You've been this way since we were little.\When you're into something, everything else fades away.\Here.\Thanks, Yuki.\You've heard, right? About Asseylum's, uh...\Yeah.\That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum, response:	would she think of a founding a kingdom in Earthspace?
context: When you're into something, everything else fades away.\Here.\Thanks, Yuki.\You've heard, right? About Asseylum's, uh...\Yeah.\That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace? response:	Slaine Troyard.
context: Here.\Thanks, Yuki.\You've heard, right? About Asseylum's, uh...\Yeah.\That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace?\Slaine Troyard. response:	That douchebag who shot my dear little brother?
context: Thanks, Yuki.\You've heard, right? About Asseylum's, uh...\Yeah.\That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace?\Slaine Troyard.\That douchebag who shot my dear little brother? response:	Thanks. But watch your language, Yuki.
context: You've heard, right? About Asseylum's, uh...\Yeah.\That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace?\Slaine Troyard.\That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki. response:	It doesn't matter if she's real or not anymore.
context: Yeah.\That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace?\Slaine Troyard.\That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore. response:	I don't think anyone would listen to her.
context: That proclamation seemed to prove everything you've been saying.\It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace?\Slaine Troyard.\That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her. response:	Even if she tried to broker a peace between Earth and Mars again.
context: It all seems a little too convenient, and if that really were the genuine Princess Asseylum,\would she think of a founding a kingdom in Earthspace?\Slaine Troyard.\That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again. response:	About the attack on Earth, Milord,
context: would she think of a founding a kingdom in Earthspace?\Slaine Troyard.\That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord, response:	if there are no problems, I will get preparations underway.
context: Slaine Troyard.\That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord,\if there are no problems, I will get preparations underway. response:	Milord Slaine?
context: That douchebag who shot my dear little brother?\Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord,\if there are no problems, I will get preparations underway.\Milord Slaine? response:	I'm listening. Proceed as planned.
context: Thanks. But watch your language, Yuki.\It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord,\if there are no problems, I will get preparations underway.\Milord Slaine?\I'm listening. Proceed as planned. response:	Yes, Milord. Her Highness has yet to
context: It doesn't matter if she's real or not anymore.\I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord,\if there are no problems, I will get preparations underway.\Milord Slaine?\I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to response:	She will wake up soon. I know it.
context: I don't think anyone would listen to her.\Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord,\if there are no problems, I will get preparations underway.\Milord Slaine?\I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to\She will wake up soon. I know it. response:	I eagerly await that day, Milord.
context: Even if she tried to broker a peace between Earth and Mars again.\About the attack on Earth, Milord,\if there are no problems, I will get preparations underway.\Milord Slaine?\I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to\She will wake up soon. I know it.\I eagerly await that day, Milord. response:	As do I.
context: About the attack on Earth, Milord,\if there are no problems, I will get preparations underway.\Milord Slaine?\I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to\She will wake up soon. I know it.\I eagerly await that day, Milord.\As do I. response:	But... the thought also terrifies me.
context: if there are no problems, I will get preparations underway.\Milord Slaine?\I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to\She will wake up soon. I know it.\I eagerly await that day, Milord.\As do I.\But... the thought also terrifies me. response:	Milord?
context: Milord Slaine?\I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to\She will wake up soon. I know it.\I eagerly await that day, Milord.\As do I.\But... the thought also terrifies me.\Milord? response:	It's nothing.
context: I'm listening. Proceed as planned.\Yes, Milord. Her Highness has yet to\She will wake up soon. I know it.\I eagerly await that day, Milord.\As do I.\But... the thought also terrifies me.\Milord?\It's nothing. response:	Has there been any change?
context: Yes, Milord. Her Highness has yet to\She will wake up soon. I know it.\I eagerly await that day, Milord.\As do I.\But... the thought also terrifies me.\Milord?\It's nothing.\Has there been any change? response:	No. They believe that she might remain in this condition for some time.
context: She will wake up soon. I know it.\I eagerly await that day, Milord.\As do I.\But... the thought also terrifies me.\Milord?\It's nothing.\Has there been any change?\No. They believe that she might remain in this condition for some time. response:	We will wait as long as it takes. We are used to waiting.
context: I eagerly await that day, Milord.\As do I.\But... the thought also terrifies me.\Milord?\It's nothing.\Has there been any change?\No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting. response:	She will surely be surprised, waking up to find that everything has changed.
context: As do I.\But... the thought also terrifies me.\Milord?\It's nothing.\Has there been any change?\No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed. response:	Will I...
context: But... the thought also terrifies me.\Milord?\It's nothing.\Has there been any change?\No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed.\Will I... response:	Will I seem different to her, as well?
context: Milord?\It's nothing.\Has there been any change?\No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed.\Will I...\Will I seem different to her, as well? response:	She will think that you have grown into a fine man, I'm sure of it.
context: It's nothing.\Has there been any change?\No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed.\Will I...\Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it. response:	I shall return.
context: Has there been any change?\No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed.\Will I...\Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it.\I shall return. response:	Milord Slaine!
context: No. They believe that she might remain in this condition for some time.\We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed.\Will I...\Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it.\I shall return.\Milord Slaine! response:	Eddelrittuo...
context: We will wait as long as it takes. We are used to waiting.\She will surely be surprised, waking up to find that everything has changed.\Will I...\Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it.\I shall return.\Milord Slaine!\Eddelrittuo... response:	Milady...
context: She will surely be surprised, waking up to find that everything has changed.\Will I...\Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it.\I shall return.\Milord Slaine!\Eddelrittuo...\Milady... response:	She... She is awake...
context: Will I...\Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it.\I shall return.\Milord Slaine!\Eddelrittuo...\Milady...\She... She is awake... response:	Your Highness! It is me! It is Slaine!
context: Will I seem different to her, as well?\She will think that you have grown into a fine man, I'm sure of it.\I shall return.\Milord Slaine!\Eddelrittuo...\Milady...\She... She is awake...\Your Highness! It is me! It is Slaine! response:	Do you recognize me? It's Slaine, Slaine Troyard!
context: She will think that you have grown into a fine man, I'm sure of it.\I shall return.\Milord Slaine!\Eddelrittuo...\Milady...\She... She is awake...\Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard! response:	I am Slaine Troyard...
context: I shall return.\Milord Slaine!\Eddelrittuo...\Milady...\She... She is awake...\Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard... response:	Your Highness...
context: Milord Slaine!\Eddelrittuo...\Milady...\She... She is awake...\Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard...\Your Highness... response:	Slaine... Slaine... Slaine...
context: Eddelrittuo...\Milady...\She... She is awake...\Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard...\Your Highness...\Slaine... Slaine... Slaine... response:	Slaine... Slaine... Slaine...
context: Milady...\She... She is awake...\Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard...\Your Highness...\Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine... response:	Your Highness!
context: She... She is awake...\Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard...\Your Highness...\Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine...\Your Highness! response:	I've been waiting so long to hear you say my name once again!
context: Your Highness! It is me! It is Slaine!\Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard...\Your Highness...\Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine...\Your Highness!\I've been waiting so long to hear you say my name once again! response:	Let me begin by saying that I am glad to see you safe, Count Mazuurek.
context: Do you recognize me? It's Slaine, Slaine Troyard!\I am Slaine Troyard...\Your Highness...\Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine...\Your Highness!\I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek. response:	My apologies for causing you to worry, Count Barouhcruz.
context: I am Slaine Troyard...\Your Highness...\Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine...\Your Highness!\I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz. response:	So, what are your plans?
context: Your Highness...\Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine...\Your Highness!\I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans? response:	I have none as yet. I have lost my Kataphrakt, as well.
context: Slaine... Slaine... Slaine...\Slaine... Slaine... Slaine...\Your Highness!\I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well. response:	If you wish to ally yourself with Count Troyard, I can act as intermediary.
context: Slaine... Slaine... Slaine...\Your Highness!\I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary. response:	I have heard what happened with Count Marylcian.
context: Your Highness!\I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian. response:	It must have been most galling.
context: I've been waiting so long to hear you say my name once again!\Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian.\It must have been most galling. response:	No, both sides fought fairly, and that was the result.
context: Let me begin by saying that I am glad to see you safe, Count Mazuurek.\My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian.\It must have been most galling.\No, both sides fought fairly, and that was the result. response:	There is nothing to hold a grudge over.
context: My apologies for causing you to worry, Count Barouhcruz.\So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian.\It must have been most galling.\No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over. response:	Count Barouhcruz, Troyard is dangerous.
context: So, what are your plans?\I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian.\It must have been most galling.\No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous. response:	He not only killed Marylcian,
context: I have none as yet. I have lost my Kataphrakt, as well.\If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian.\It must have been most galling.\No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian, response:	there are even suspicions that he also killed Count Saazbaum
context: If you wish to ally yourself with Count Troyard, I can act as intermediary.\I have heard what happened with Count Marylcian.\It must have been most galling.\No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum response:	Who spoke of such accusations?
context: I have heard what happened with Count Marylcian.\It must have been most galling.\No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations? response:	I merely... But you
context: It must have been most galling.\No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations?\I merely... But you response:	Hold your tongue. How could you let yourself be misled by such unfounded rumors?
context: No, both sides fought fairly, and that was the result.\There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations?\I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors? response:	You heard Princess Asseylum's proclamation, I take it?
context: There is nothing to hold a grudge over.\Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations?\I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it? response:	No one can stop Count Troyard's rise.
context: Count Barouhcruz, Troyard is dangerous.\He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations?\I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise. response:	Not when he holds all the cards, even Aldnoah activation privileges.
context: He not only killed Marylcian,\there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations?\I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges. response:	As they say, Do not try to fight an Olympian sandstorm.
context: there are even suspicions that he also killed Count Saazbaum\Who spoke of such accusations?\I merely... But you\Hold your tongue. How could you let yourself be misled by such unfounded rumors?\You heard Princess Asseylum's proclamation, I take it?\No one can stop Count Troyard's rise.\Not when he holds all the cards, even Aldnoah activation privileges.\As they say, Do not try to fight an Olympian sandstorm. response:	If you wish to make a comeback, I suggest you choose wisely.
