context: Ladies and gentlemen, good evening. response:	My friend invited three families to his villa, where a forbidden past lay dormant.
context: Of course, you're right. I'm sorry.\No, I am the one who is at fault here.\But if you love her, that should be all that matters.\There you go, saying such irresponsible things again...\Irresponsible, huh? I suppose it is.\It's a strange thing.\Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her? response:	As to that...
context: No, I am the one who is at fault here.\But if you love her, that should be all that matters.\There you go, saying such irresponsible things again...\Irresponsible, huh? I suppose it is.\It's a strange thing.\Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her?\As to that... response:	You can't, can you? You can't simply fall out of love, can you?
context: But if you love her, that should be all that matters.\There you go, saying such irresponsible things again...\Irresponsible, huh? I suppose it is.\It's a strange thing.\Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her?\As to that...\You can't, can you? You can't simply fall out of love, can you? response:	Even if it's a relationship where you can't marry the person.
context: There you go, saying such irresponsible things again...\Irresponsible, huh? I suppose it is.\It's a strange thing.\Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her?\As to that...\You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person. response:	Are you saying that you harbor a hopeless love for someone, too?
context: Irresponsible, huh? I suppose it is.\It's a strange thing.\Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her?\As to that...\You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too? response:	Marriage isn't necessarily the only way to make that person happy.
context: It's a strange thing.\Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her?\As to that...\You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy. response:	Don't you think?
context: Why can't you love Mademoiselle Valentine? She is your fiancee, after all.\What about you? Will you stop loving her just because you can't marry her?\As to that...\You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy.\Don't you think? response:	I hadn't thought of that... Perhaps you're right.
context: What about you? Will you stop loving her just because you can't marry her?\As to that...\You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy.\Don't you think?\I hadn't thought of that... Perhaps you're right. response:	Valentine's found herself a great guy.
context: As to that...\You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy.\Don't you think?\I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy. response:	Albert.
context: You can't, can you? You can't simply fall out of love, can you?\Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy.\Don't you think?\I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy.\Albert. response:	Sir?
context: Even if it's a relationship where you can't marry the person.\Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy.\Don't you think?\I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy.\Albert.\Sir? response:	I realize that this is an odd question, but what have you eaten today?
context: Are you saying that you harbor a hopeless love for someone, too?\Marriage isn't necessarily the only way to make that person happy.\Don't you think?\I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy.\Albert.\Sir?\I realize that this is an odd question, but what have you eaten today? response:	Actually, I've been so busy today that I haven't eaten anything at all.
context: Marriage isn't necessarily the only way to make that person happy.\Don't you think?\I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy.\Albert.\Sir?\I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all. response:	But now that you mention it, I drank some water from the table with the blue flowers.
context: Don't you think?\I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy.\Albert.\Sir?\I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers. response:	The table with blue flowers was the Villefort family's table.
context: I hadn't thought of that... Perhaps you're right.\Valentine's found herself a great guy.\Albert.\Sir?\I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table. response:	Do you think that has anything to do with it?
context: Valentine's found herself a great guy.\Albert.\Sir?\I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it? response:	Albert, I would like you to remain calm and listen to me.
context: Albert.\Sir?\I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me. response:	What had been attacking your body... was poison.
context: Sir?\I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison. response:	Poison?
context: I realize that this is an odd question, but what have you eaten today?\Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison.\Poison? response:	Yes, a fearful poison that is called zhen-du in Eastern Space.
context: Actually, I've been so busy today that I haven't eaten anything at all.\But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison.\Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space. response:	You're saying that the water was poisoned?
context: But now that you mention it, I drank some water from the table with the blue flowers.\The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison.\Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned? response:	It would be safe to assume so.
context: The table with blue flowers was the Villefort family's table.\Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison.\Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned?\It would be safe to assume so. response:	You managed to survive because the ice had melted, thus diluting the poison,
context: Do you think that has anything to do with it?\Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison.\Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned?\It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison, response:	Who would do such a thing?
context: Albert, I would like you to remain calm and listen to me.\What had been attacking your body... was poison.\Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned?\It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing? response:	I suspect that you were not the target.
context: What had been attacking your body... was poison.\Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned?\It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing?\I suspect that you were not the target. response:	Right. The poison was mixed into that water pitcher,
context: Poison?\Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned?\It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing?\I suspect that you were not the target.\Right. The poison was mixed into that water pitcher, response:	But why?
context: Yes, a fearful poison that is called zhen-du in Eastern Space.\You're saying that the water was poisoned?\It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing?\I suspect that you were not the target.\Right. The poison was mixed into that water pitcher,\But why? response:	Feelings of hatred and jealousy towards another...
context: You're saying that the water was poisoned?\It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing?\I suspect that you were not the target.\Right. The poison was mixed into that water pitcher,\But why?\Feelings of hatred and jealousy towards another... response:	The happier that person is, the less aware he is of their feelings.
context: It would be safe to assume so.\You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing?\I suspect that you were not the target.\Right. The poison was mixed into that water pitcher,\But why?\Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings. response:	However, their attempt ended in failure.
context: You managed to survive because the ice had melted, thus diluting the poison,\Who would do such a thing?\I suspect that you were not the target.\Right. The poison was mixed into that water pitcher,\But why?\Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure. response:	Which means that they will lay another trap to...
context: Who would do such a thing?\I suspect that you were not the target.\Right. The poison was mixed into that water pitcher,\But why?\Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure.\Which means that they will lay another trap to... response:	They can't! There are people that I want to be happy!
context: I suspect that you were not the target.\Right. The poison was mixed into that water pitcher,\But why?\Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure.\Which means that they will lay another trap to...\They can't! There are people that I want to be happy! response:	Albert, are you sure you should be out of bed?
context: Right. The poison was mixed into that water pitcher,\But why?\Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure.\Which means that they will lay another trap to...\They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed? response:	I feel fine now. Sorry I made you worry.
context: But why?\Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure.\Which means that they will lay another trap to...\They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry. response:	Still, I think you should take it easy.
context: Feelings of hatred and jealousy towards another...\The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure.\Which means that they will lay another trap to...\They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry.\Still, I think you should take it easy. response:	He's right, Monsieur Albert.
context: The happier that person is, the less aware he is of their feelings.\However, their attempt ended in failure.\Which means that they will lay another trap to...\They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry.\Still, I think you should take it easy.\He's right, Monsieur Albert. response:	No, we have to hurry.
context: However, their attempt ended in failure.\Which means that they will lay another trap to...\They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry.\Still, I think you should take it easy.\He's right, Monsieur Albert.\No, we have to hurry. response:	I'll explain later. Anyway, we have to get to Valentine's house.
context: Which means that they will lay another trap to...\They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry.\Still, I think you should take it easy.\He's right, Monsieur Albert.\No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house. response:	To Mademoiselle Valentine's house?
context: They can't! There are people that I want to be happy!\Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry.\Still, I think you should take it easy.\He's right, Monsieur Albert.\No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house? response:	Yeah.
context: Albert, are you sure you should be out of bed?\I feel fine now. Sorry I made you worry.\Still, I think you should take it easy.\He's right, Monsieur Albert.\No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house?\Yeah. response:	You're such a frightening man...
context: I feel fine now. Sorry I made you worry.\Still, I think you should take it easy.\He's right, Monsieur Albert.\No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house?\Yeah.\You're such a frightening man... response:	And at the same time, so very alluring...
context: Still, I think you should take it easy.\He's right, Monsieur Albert.\No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house?\Yeah.\You're such a frightening man...\And at the same time, so very alluring... response:	Are we clear on this, Boville?
context: He's right, Monsieur Albert.\No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house?\Yeah.\You're such a frightening man...\And at the same time, so very alluring...\Are we clear on this, Boville? response:	Use every network at your disposal and find out everything there is to know about that man.
context: No, we have to hurry.\I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house?\Yeah.\You're such a frightening man...\And at the same time, so very alluring...\Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man. response:	Focus your investigation on Marseilles in particular.
context: I'll explain later. Anyway, we have to get to Valentine's house.\To Mademoiselle Valentine's house?\Yeah.\You're such a frightening man...\And at the same time, so very alluring...\Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular. response:	Understood.
context: To Mademoiselle Valentine's house?\Yeah.\You're such a frightening man...\And at the same time, so very alluring...\Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular.\Understood. response:	Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.
context: Yeah.\You're such a frightening man...\And at the same time, so very alluring...\Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular.\Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are. response:	Incidentally, what is your connection to this man, Your Honor?
context: You're such a frightening man...\And at the same time, so very alluring...\Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular.\Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor? response:	That isn't something that you need to concern yourself about.
context: And at the same time, so very alluring...\Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular.\Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about. response:	Yes, sir. But I suggest that you be mindful of rats.
context: Are we clear on this, Boville?\Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular.\Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats. response:	Yes, I know.
context: Use every network at your disposal and find out everything there is to know about that man.\Focus your investigation on Marseilles in particular.\Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats.\Yes, I know. response:	I'll be off, then.
context: Focus your investigation on Marseilles in particular.\Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats.\Yes, I know.\I'll be off, then. response:	Look, Grandfather. Isn't this a beautiful rosary?
context: Understood.\Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats.\Yes, I know.\I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary? response:	Pardon me.
context: Count of Monte Cristo, my ass. Mark my words, I'll find out who you really are.\Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats.\Yes, I know.\I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary?\Pardon me. response:	I've brought you something to drink.
context: Incidentally, what is your connection to this man, Your Honor?\That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats.\Yes, I know.\I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary?\Pardon me.\I've brought you something to drink. response:	Thank you, Valois.
context: That isn't something that you need to concern yourself about.\Yes, sir. But I suggest that you be mindful of rats.\Yes, I know.\I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary?\Pardon me.\I've brought you something to drink.\Thank you, Valois. response:	Still, don't you think the Count is reading too much into this?
context: Yes, sir. But I suggest that you be mindful of rats.\Yes, I know.\I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary?\Pardon me.\I've brought you something to drink.\Thank you, Valois.\Still, don't you think the Count is reading too much into this? response:	I mean, come on, someone's trying to kill the Villefort family?
context: Yes, I know.\I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary?\Pardon me.\I've brought you something to drink.\Thank you, Valois.\Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family? response:	He's not like other people. I believe him.
context: I'll be off, then.\Look, Grandfather. Isn't this a beautiful rosary?\Pardon me.\I've brought you something to drink.\Thank you, Valois.\Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him. response:	Say, Franz... Will you hear me out?
context: Look, Grandfather. Isn't this a beautiful rosary?\Pardon me.\I've brought you something to drink.\Thank you, Valois.\Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him.\Say, Franz... Will you hear me out? response:	What's up? You sound awfully serious.
context: Pardon me.\I've brought you something to drink.\Thank you, Valois.\Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him.\Say, Franz... Will you hear me out?\What's up? You sound awfully serious. response:	The thing is, I finally figured something out.
context: I've brought you something to drink.\Thank you, Valois.\Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him.\Say, Franz... Will you hear me out?\What's up? You sound awfully serious.\The thing is, I finally figured something out. response:	Well? What is it?
context: Thank you, Valois.\Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him.\Say, Franz... Will you hear me out?\What's up? You sound awfully serious.\The thing is, I finally figured something out.\Well? What is it? response:	You might laugh at me for saying this, Franz,
context: Still, don't you think the Count is reading too much into this?\I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him.\Say, Franz... Will you hear me out?\What's up? You sound awfully serious.\The thing is, I finally figured something out.\Well? What is it?\You might laugh at me for saying this, Franz, response:	What's gotten into you? What brought this on?
context: I mean, come on, someone's trying to kill the Villefort family?\He's not like other people. I believe him.\Say, Franz... Will you hear me out?\What's up? You sound awfully serious.\The thing is, I finally figured something out.\Well? What is it?\You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on? response:	Well, I... It's just that I want Valentine and Maximilien to be happy.
context: He's not like other people. I believe him.\Say, Franz... Will you hear me out?\What's up? You sound awfully serious.\The thing is, I finally figured something out.\Well? What is it?\You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy. response:	I know it's more complicated than that for you, though.
context: Say, Franz... Will you hear me out?\What's up? You sound awfully serious.\The thing is, I finally figured something out.\Well? What is it?\You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though. response:	Not at all. I want the same thing with all my heart.
context: What's up? You sound awfully serious.\The thing is, I finally figured something out.\Well? What is it?\You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart. response:	If it's humanly possible, I think two people who love each other should be together.
context: The thing is, I finally figured something out.\Well? What is it?\You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together. response:	You do, huh?
context: Well? What is it?\You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together.\You do, huh? response:	The love those two have is the real thing. I want them to be happy.
context: You might laugh at me for saying this, Franz,\What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together.\You do, huh?\The love those two have is the real thing. I want them to be happy. response:	No way am I gonna let anybody poison her!
context: What's gotten into you? What brought this on?\Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together.\You do, huh?\The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her! response:	The rain has certainly gotten stronger...
context: Well, I... It's just that I want Valentine and Maximilien to be happy.\I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together.\You do, huh?\The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her!\The rain has certainly gotten stronger... response:	It's rather humid, isn't it?
context: I know it's more complicated than that for you, though.\Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together.\You do, huh?\The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her!\The rain has certainly gotten stronger...\It's rather humid, isn't it? response:	You must be hot, Valois. Would you like a glass, too?
context: Not at all. I want the same thing with all my heart.\If it's humanly possible, I think two people who love each other should be together.\You do, huh?\The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her!\The rain has certainly gotten stronger...\It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too? response:	Eh? No, I couldn't possibly, Mademoiselle.
context: If it's humanly possible, I think two people who love each other should be together.\You do, huh?\The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her!\The rain has certainly gotten stronger...\It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle. response:	It's all right, don't stand on ceremony.
context: You do, huh?\The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her!\The rain has certainly gotten stronger...\It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony. response:	Valois!
context: The love those two have is the real thing. I want them to be happy.\No way am I gonna let anybody poison her!\The rain has certainly gotten stronger...\It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony.\Valois! response:	Valois, what's the matter? Valois!
context: No way am I gonna let anybody poison her!\The rain has certainly gotten stronger...\It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony.\Valois!\Valois, what's the matter? Valois! response:	M-Mademoiselle...
context: The rain has certainly gotten stronger...\It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony.\Valois!\Valois, what's the matter? Valois!\M-Mademoiselle... response:	Valois?
context: It's rather humid, isn't it?\You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony.\Valois!\Valois, what's the matter? Valois!\M-Mademoiselle...\Valois? response:	Valois!
context: You must be hot, Valois. Would you like a glass, too?\Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony.\Valois!\Valois, what's the matter? Valois!\M-Mademoiselle...\Valois?\Valois! response:	W-What happened?
context: Eh? No, I couldn't possibly, Mademoiselle.\It's all right, don't stand on ceremony.\Valois!\Valois, what's the matter? Valois!\M-Mademoiselle...\Valois?\Valois!\W-What happened? response:	Grandfather...
context: It's all right, don't stand on ceremony.\Valois!\Valois, what's the matter? Valois!\M-Mademoiselle...\Valois?\Valois!\W-What happened?\Grandfather... response:	Hurry!
context: Valois!\Valois, what's the matter? Valois!\M-Mademoiselle...\Valois?\Valois!\W-What happened?\Grandfather...\Hurry! response:	Hurry, call the doctor!
context: Valois, what's the matter? Valois!\M-Mademoiselle...\Valois?\Valois!\W-What happened?\Grandfather...\Hurry!\Hurry, call the doctor! response:	Mademoiselle Valentine!
context: M-Mademoiselle...\Valois?\Valois!\W-What happened?\Grandfather...\Hurry!\Hurry, call the doctor!\Mademoiselle Valentine! response:	How can this be? Mademoiselle Valentine!
context: Valois?\Valois!\W-What happened?\Grandfather...\Hurry!\Hurry, call the doctor!\Mademoiselle Valentine!\How can this be? Mademoiselle Valentine! response:	I can't believe it. It's just like the Count said.
context: Valois!\W-What happened?\Grandfather...\Hurry!\Hurry, call the doctor!\Mademoiselle Valentine!\How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said. response:	What the hell is going on?
context: W-What happened?\Grandfather...\Hurry!\Hurry, call the doctor!\Mademoiselle Valentine!\How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said.\What the hell is going on? response:	I'll be back.
context: Grandfather...\Hurry!\Hurry, call the doctor!\Mademoiselle Valentine!\How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said.\What the hell is going on?\I'll be back. response:	Where are you going?
context: Hurry!\Hurry, call the doctor!\Mademoiselle Valentine!\How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said.\What the hell is going on?\I'll be back.\Where are you going? response:	Where else? To go see the Count.
context: Hurry, call the doctor!\Mademoiselle Valentine!\How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said.\What the hell is going on?\I'll be back.\Where are you going?\Where else? To go see the Count. response:	He might be able to do something for her.
context: Mademoiselle Valentine!\How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said.\What the hell is going on?\I'll be back.\Where are you going?\Where else? To go see the Count.\He might be able to do something for her. response:	Hey, Albert!
context: How can this be? Mademoiselle Valentine!\I can't believe it. It's just like the Count said.\What the hell is going on?\I'll be back.\Where are you going?\Where else? To go see the Count.\He might be able to do something for her.\Hey, Albert! response:	Albert...
context: I can't believe it. It's just like the Count said.\What the hell is going on?\I'll be back.\Where are you going?\Where else? To go see the Count.\He might be able to do something for her.\Hey, Albert!\Albert... response:	I'll be at your side wherever you go, Gankutsuou.
context: What the hell is going on?\I'll be back.\Where are you going?\Where else? To go see the Count.\He might be able to do something for her.\Hey, Albert!\Albert...\I'll be at your side wherever you go, Gankutsuou. response:	I'm sorry, but His Excellency is away on a business trip at the moment.
context: I'll be back.\Where are you going?\Where else? To go see the Count.\He might be able to do something for her.\Hey, Albert!\Albert...\I'll be at your side wherever you go, Gankutsuou.\I'm sorry, but His Excellency is away on a business trip at the moment. response:	You're kidding! When will he be back?
context: Where are you going?\Where else? To go see the Count.\He might be able to do something for her.\Hey, Albert!\Albert...\I'll be at your side wherever you go, Gankutsuou.\I'm sorry, but His Excellency is away on a business trip at the moment.\You're kidding! When will he be back? response:	That is entirely up to His Excellency. I'm sorry I cannot be of more help.
context: Where else? To go see the Count.\He might be able to do something for her.\Hey, Albert!\Albert...\I'll be at your side wherever you go, Gankutsuou.\I'm sorry, but His Excellency is away on a business trip at the moment.\You're kidding! When will he be back?\That is entirely up to His Excellency. I'm sorry I cannot be of more help. response:	I see that you're helpless by yourself, same as always.
