context: August response:	I dunno about tomorrow.
context: Here it is!\Kaga Family Grave\The grave's wet.\That jar...\Masako-san had it...\Ma...\What the hell? When she didn't even come to his funeral!\Rin, I'll be right back! response:	Stay here for a bit!
context: Kaga Family Grave\The grave's wet.\That jar...\Masako-san had it...\Ma...\What the hell? When she didn't even come to his funeral!\Rin, I'll be right back!\Stay here for a bit! response:	Pull up the weeds for me!
context: The grave's wet.\That jar...\Masako-san had it...\Ma...\What the hell? When she didn't even come to his funeral!\Rin, I'll be right back!\Stay here for a bit!\Pull up the weeds for me! response:	Okay!
context: That jar...\Masako-san had it...\Ma...\What the hell? When she didn't even come to his funeral!\Rin, I'll be right back!\Stay here for a bit!\Pull up the weeds for me!\Okay! response:	What should I do?
context: Masako-san had it...\Ma...\What the hell? When she didn't even come to his funeral!\Rin, I'll be right back!\Stay here for a bit!\Pull up the weeds for me!\Okay!\What should I do? response:	I mean, she goes with a man to visit the grave?!
context: Ma...\What the hell? When she didn't even come to his funeral!\Rin, I'll be right back!\Stay here for a bit!\Pull up the weeds for me!\Okay!\What should I do?\I mean, she goes with a man to visit the grave?! response:	Bark! Bark!
context: What the hell? When she didn't even come to his funeral!\Rin, I'll be right back!\Stay here for a bit!\Pull up the weeds for me!\Okay!\What should I do?\I mean, she goes with a man to visit the grave?!\Bark! Bark! response:	What?! What are you doing here?
context: Rin, I'll be right back!\Stay here for a bit!\Pull up the weeds for me!\Okay!\What should I do?\I mean, she goes with a man to visit the grave?!\Bark! Bark!\What?! What are you doing here? response:	I thought you were some deranged person...
context: Stay here for a bit!\Pull up the weeds for me!\Okay!\What should I do?\I mean, she goes with a man to visit the grave?!\Bark! Bark!\What?! What are you doing here?\I thought you were some deranged person... response:	I'm supposed to be visiting a grave.
context: Pull up the weeds for me!\Okay!\What should I do?\I mean, she goes with a man to visit the grave?!\Bark! Bark!\What?! What are you doing here?\I thought you were some deranged person...\I'm supposed to be visiting a grave. response:	Accent on the supposed to be...
context: Okay!\What should I do?\I mean, she goes with a man to visit the grave?!\Bark! Bark!\What?! What are you doing here?\I thought you were some deranged person...\I'm supposed to be visiting a grave.\Accent on the supposed to be... response:	But I thought maybe I should let you know...
context: What should I do?\I mean, she goes with a man to visit the grave?!\Bark! Bark!\What?! What are you doing here?\I thought you were some deranged person...\I'm supposed to be visiting a grave.\Accent on the supposed to be...\But I thought maybe I should let you know... response:	Rin's here, too.
context: I mean, she goes with a man to visit the grave?!\Bark! Bark!\What?! What are you doing here?\I thought you were some deranged person...\I'm supposed to be visiting a grave.\Accent on the supposed to be...\But I thought maybe I should let you know...\Rin's here, too. response:	At Grandpa's grave...
context: Bark! Bark!\What?! What are you doing here?\I thought you were some deranged person...\I'm supposed to be visiting a grave.\Accent on the supposed to be...\But I thought maybe I should let you know...\Rin's here, too.\At Grandpa's grave... response:	Um, I...
context: What?! What are you doing here?\I thought you were some deranged person...\I'm supposed to be visiting a grave.\Accent on the supposed to be...\But I thought maybe I should let you know...\Rin's here, too.\At Grandpa's grave...\Um, I... response:	Um, look, Rin's dear to me, so to be honest, I don't often think about you.
context: I thought you were some deranged person...\I'm supposed to be visiting a grave.\Accent on the supposed to be...\But I thought maybe I should let you know...\Rin's here, too.\At Grandpa's grave...\Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you. response:	I don't give a damn about your circumstances either.
context: I'm supposed to be visiting a grave.\Accent on the supposed to be...\But I thought maybe I should let you know...\Rin's here, too.\At Grandpa's grave...\Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either. response:	Unless Rin wishes for it, I have no intention of ever getting you two together.
context: Accent on the supposed to be...\But I thought maybe I should let you know...\Rin's here, too.\At Grandpa's grave...\Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together. response:	I know that.
context: But I thought maybe I should let you know...\Rin's here, too.\At Grandpa's grave...\Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that. response:	But you went out of your way to follow me, to say what?
context: Rin's here, too.\At Grandpa's grave...\Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that.\But you went out of your way to follow me, to say what? response:	Do you want to at least get a look at Rin secretly?
context: At Grandpa's grave...\Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that.\But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly? response:	Now, we're going to clean the grave off, light incense and go home like normal.
context: Um, I...\Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that.\But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal. response:	I think it'll take some time...
context: Um, look, Rin's dear to me, so to be honest, I don't often think about you.\I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that.\But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time... response:	Well, Rin is waiting for me.
context: I don't give a damn about your circumstances either.\Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that.\But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time...\Well, Rin is waiting for me. response:	So do what you want.
context: Unless Rin wishes for it, I have no intention of ever getting you two together.\I know that.\But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time...\Well, Rin is waiting for me.\So do what you want. response:	We're just gonna go about our business.
context: I know that.\But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time...\Well, Rin is waiting for me.\So do what you want.\We're just gonna go about our business. response:	Rin... Sorry...
context: But you went out of your way to follow me, to say what?\Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time...\Well, Rin is waiting for me.\So do what you want.\We're just gonna go about our business.\Rin... Sorry... response:	Was I gone long?
context: Do you want to at least get a look at Rin secretly?\Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time...\Well, Rin is waiting for me.\So do what you want.\We're just gonna go about our business.\Rin... Sorry...\Was I gone long? response:	Um...
context: Now, we're going to clean the grave off, light incense and go home like normal.\I think it'll take some time...\Well, Rin is waiting for me.\So do what you want.\We're just gonna go about our business.\Rin... Sorry...\Was I gone long?\Um... response:	Are you okay?
context: I think it'll take some time...\Well, Rin is waiting for me.\So do what you want.\We're just gonna go about our business.\Rin... Sorry...\Was I gone long?\Um...\Are you okay? response:	Um... I had to do something...
context: Well, Rin is waiting for me.\So do what you want.\We're just gonna go about our business.\Rin... Sorry...\Was I gone long?\Um...\Are you okay?\Um... I had to do something... response:	Never mind, sorry.
context: So do what you want.\We're just gonna go about our business.\Rin... Sorry...\Was I gone long?\Um...\Are you okay?\Um... I had to do something...\Never mind, sorry. response:	Did you wait long?
context: We're just gonna go about our business.\Rin... Sorry...\Was I gone long?\Um...\Are you okay?\Um... I had to do something...\Never mind, sorry.\Did you wait long? response:	Not too long.
context: Rin... Sorry...\Was I gone long?\Um...\Are you okay?\Um... I had to do something...\Never mind, sorry.\Did you wait long?\Not too long. response:	Were you lonely?
context: Was I gone long?\Um...\Are you okay?\Um... I had to do something...\Never mind, sorry.\Did you wait long?\Not too long.\Were you lonely? response:	You're weird!
context: Um...\Are you okay?\Um... I had to do something...\Never mind, sorry.\Did you wait long?\Not too long.\Were you lonely?\You're weird! response:	Why are you so nervous?
context: Are you okay?\Um... I had to do something...\Never mind, sorry.\Did you wait long?\Not too long.\Were you lonely?\You're weird!\Why are you so nervous? response:	I'm not weird.
context: Um... I had to do something...\Never mind, sorry.\Did you wait long?\Not too long.\Were you lonely?\You're weird!\Why are you so nervous?\I'm not weird. response:	Here.
context: Never mind, sorry.\Did you wait long?\Not too long.\Were you lonely?\You're weird!\Why are you so nervous?\I'm not weird.\Here. response:	Right.
context: Did you wait long?\Not too long.\Were you lonely?\You're weird!\Why are you so nervous?\I'm not weird.\Here.\Right. response:	Hold it out there.
context: Not too long.\Were you lonely?\You're weird!\Why are you so nervous?\I'm not weird.\Here.\Right.\Hold it out there. response:	Okay.
context: Were you lonely?\You're weird!\Why are you so nervous?\I'm not weird.\Here.\Right.\Hold it out there.\Okay. response:	She's no longer a baby...
context: You're weird!\Why are you so nervous?\I'm not weird.\Here.\Right.\Hold it out there.\Okay.\She's no longer a baby... response:	Blood ties are an amazing thing.
context: Why are you so nervous?\I'm not weird.\Here.\Right.\Hold it out there.\Okay.\She's no longer a baby...\Blood ties are an amazing thing. response:	Yep. She looks just like you, Ma-chan.
context: I'm not weird.\Here.\Right.\Hold it out there.\Okay.\She's no longer a baby...\Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan. response:	From behind...
context: Here.\Right.\Hold it out there.\Okay.\She's no longer a baby...\Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan.\From behind... response:	She's pretty cute.
context: Right.\Hold it out there.\Okay.\She's no longer a baby...\Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan.\From behind...\She's pretty cute. response:	From this sense of distance...
context: Hold it out there.\Okay.\She's no longer a baby...\Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan.\From behind...\She's pretty cute.\From this sense of distance... response:	He closely resembles Souichi-san...
context: Okay.\She's no longer a baby...\Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan.\From behind...\She's pretty cute.\From this sense of distance...\He closely resembles Souichi-san... response:	Good...
context: She's no longer a baby...\Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan.\From behind...\She's pretty cute.\From this sense of distance...\He closely resembles Souichi-san...\Good... response:	That was a surprise.
context: Blood ties are an amazing thing.\Yep. She looks just like you, Ma-chan.\From behind...\She's pretty cute.\From this sense of distance...\He closely resembles Souichi-san...\Good...\That was a surprise. response:	Maybe a coincidence like this happens because it's nearly O-Bon...
context: Yep. She looks just like you, Ma-chan.\From behind...\She's pretty cute.\From this sense of distance...\He closely resembles Souichi-san...\Good...\That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon... response:	She's seven years old today...
context: From behind...\She's pretty cute.\From this sense of distance...\He closely resembles Souichi-san...\Good...\That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today... response:	I see...
context: She's pretty cute.\From this sense of distance...\He closely resembles Souichi-san...\Good...\That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today...\I see... response:	I was surprised about your daughter, of course,
context: From this sense of distance...\He closely resembles Souichi-san...\Good...\That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today...\I see...\I was surprised about your daughter, of course, response:	but I thought maybe he was your ex-boyfriend...
context: He closely resembles Souichi-san...\Good...\That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today...\I see...\I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend... response:	Give me a break.
context: Good...\That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today...\I see...\I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend...\Give me a break. response:	I don't think that man's got a lick of intelligence.
context: That was a surprise.\Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today...\I see...\I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend...\Give me a break.\I don't think that man's got a lick of intelligence. response:	Although I can't say what he'd be like given another half a century...
context: Maybe a coincidence like this happens because it's nearly O-Bon...\She's seven years old today...\I see...\I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend...\Give me a break.\I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century... response:	Half... a century?
context: She's seven years old today...\I see...\I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend...\Give me a break.\I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century...\Half... a century? response:	I suppose that man was her boyfriend...
context: I see...\I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend...\Give me a break.\I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century...\Half... a century?\I suppose that man was her boyfriend... response:	Hey, Daikichi?
context: I was surprised about your daughter, of course,\but I thought maybe he was your ex-boyfriend...\Give me a break.\I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century...\Half... a century?\I suppose that man was her boyfriend...\Hey, Daikichi? response:	And far be it for me to say it's bad...
context: but I thought maybe he was your ex-boyfriend...\Give me a break.\I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century...\Half... a century?\I suppose that man was her boyfriend...\Hey, Daikichi?\And far be it for me to say it's bad... response:	Daikichi!
context: Give me a break.\I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century...\Half... a century?\I suppose that man was her boyfriend...\Hey, Daikichi?\And far be it for me to say it's bad...\Daikichi! response:	But some people...
context: I don't think that man's got a lick of intelligence.\Although I can't say what he'd be like given another half a century...\Half... a century?\I suppose that man was her boyfriend...\Hey, Daikichi?\And far be it for me to say it's bad...\Daikichi!\But some people... response:	Well, she sure found herself a sweetheart fast enough...
context: Although I can't say what he'd be like given another half a century...\Half... a century?\I suppose that man was her boyfriend...\Hey, Daikichi?\And far be it for me to say it's bad...\Daikichi!\But some people...\Well, she sure found herself a sweetheart fast enough... response:	Daikichi, I said!
context: Half... a century?\I suppose that man was her boyfriend...\Hey, Daikichi?\And far be it for me to say it's bad...\Daikichi!\But some people...\Well, she sure found herself a sweetheart fast enough...\Daikichi, I said! response:	Yes?!
context: I suppose that man was her boyfriend...\Hey, Daikichi?\And far be it for me to say it's bad...\Daikichi!\But some people...\Well, she sure found herself a sweetheart fast enough...\Daikichi, I said!\Yes?! response:	Can we go to Grandpa's house?
context: Hey, Daikichi?\And far be it for me to say it's bad...\Daikichi!\But some people...\Well, she sure found herself a sweetheart fast enough...\Daikichi, I said!\Yes?!\Can we go to Grandpa's house? response:	It's near here, isn't it?
context: And far be it for me to say it's bad...\Daikichi!\But some people...\Well, she sure found herself a sweetheart fast enough...\Daikichi, I said!\Yes?!\Can we go to Grandpa's house?\It's near here, isn't it? response:	But that's not Grandpa's house anymore.
context: Daikichi!\But some people...\Well, she sure found herself a sweetheart fast enough...\Daikichi, I said!\Yes?!\Can we go to Grandpa's house?\It's near here, isn't it?\But that's not Grandpa's house anymore. response:	Is somebody living there?
context: But some people...\Well, she sure found herself a sweetheart fast enough...\Daikichi, I said!\Yes?!\Can we go to Grandpa's house?\It's near here, isn't it?\But that's not Grandpa's house anymore.\Is somebody living there? response:	No. No one's living there now, but the house is my uncle's...
context: Well, she sure found herself a sweetheart fast enough...\Daikichi, I said!\Yes?!\Can we go to Grandpa's house?\It's near here, isn't it?\But that's not Grandpa's house anymore.\Is somebody living there?\No. No one's living there now, but the house is my uncle's... response:	My mom's older brother's house, so...
context: Daikichi, I said!\Yes?!\Can we go to Grandpa's house?\It's near here, isn't it?\But that's not Grandpa's house anymore.\Is somebody living there?\No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so... response:	The family altar is there, too.
context: Yes?!\Can we go to Grandpa's house?\It's near here, isn't it?\But that's not Grandpa's house anymore.\Is somebody living there?\No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so...\The family altar is there, too. response:	I see...
context: Can we go to Grandpa's house?\It's near here, isn't it?\But that's not Grandpa's house anymore.\Is somebody living there?\No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so...\The family altar is there, too.\I see... response:	Fine. I'll ask my uncle if we can just go in the yard.
context: It's near here, isn't it?\But that's not Grandpa's house anymore.\Is somebody living there?\No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so...\The family altar is there, too.\I see...\Fine. I'll ask my uncle if we can just go in the yard. response:	Really?!
context: But that's not Grandpa's house anymore.\Is somebody living there?\No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so...\The family altar is there, too.\I see...\Fine. I'll ask my uncle if we can just go in the yard.\Really?! response:	Only the yard!
context: Is somebody living there?\No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so...\The family altar is there, too.\I see...\Fine. I'll ask my uncle if we can just go in the yard.\Really?!\Only the yard! response:	Right!
context: No. No one's living there now, but the house is my uncle's...\My mom's older brother's house, so...\The family altar is there, too.\I see...\Fine. I'll ask my uncle if we can just go in the yard.\Really?!\Only the yard!\Right! response:	I know the way!
context: My mom's older brother's house, so...\The family altar is there, too.\I see...\Fine. I'll ask my uncle if we can just go in the yard.\Really?!\Only the yard!\Right!\I know the way! response:	I'm going to try and do that assignment after all.
context: The family altar is there, too.\I see...\Fine. I'll ask my uncle if we can just go in the yard.\Really?!\Only the yard!\Right!\I know the way!\I'm going to try and do that assignment after all. response:	Seriously?!
context: I see...\Fine. I'll ask my uncle if we can just go in the yard.\Really?!\Only the yard!\Right!\I know the way!\I'm going to try and do that assignment after all.\Seriously?! response:	Are you sure about this, Ma-chan?!
context: Fine. I'll ask my uncle if we can just go in the yard.\Really?!\Only the yard!\Right!\I know the way!\I'm going to try and do that assignment after all.\Seriously?!\Are you sure about this, Ma-chan?! response:	I'm alone for the sake of my work.
context: Really?!\Only the yard!\Right!\I know the way!\I'm going to try and do that assignment after all.\Seriously?!\Are you sure about this, Ma-chan?!\I'm alone for the sake of my work. response:	I have to do more work.
context: Only the yard!\Right!\I know the way!\I'm going to try and do that assignment after all.\Seriously?!\Are you sure about this, Ma-chan?!\I'm alone for the sake of my work.\I have to do more work. response:	You're already working plenty!
context: Right!\I know the way!\I'm going to try and do that assignment after all.\Seriously?!\Are you sure about this, Ma-chan?!\I'm alone for the sake of my work.\I have to do more work.\You're already working plenty! response:	You work enough for two people!
context: I know the way!\I'm going to try and do that assignment after all.\Seriously?!\Are you sure about this, Ma-chan?!\I'm alone for the sake of my work.\I have to do more work.\You're already working plenty!\You work enough for two people! response:	It's not enough yet...
context: I'm going to try and do that assignment after all.\Seriously?!\Are you sure about this, Ma-chan?!\I'm alone for the sake of my work.\I have to do more work.\You're already working plenty!\You work enough for two people!\It's not enough yet... response:	I have to work so hard I forget what I had for dinner last night.
context: Seriously?!\Are you sure about this, Ma-chan?!\I'm alone for the sake of my work.\I have to do more work.\You're already working plenty!\You work enough for two people!\It's not enough yet...\I have to work so hard I forget what I had for dinner last night. response:	Oh, come on. I always forget what I had for dinner the previous night...
context: Are you sure about this, Ma-chan?!\I'm alone for the sake of my work.\I have to do more work.\You're already working plenty!\You work enough for two people!\It's not enough yet...\I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night... response:	If I don't...
context: I'm alone for the sake of my work.\I have to do more work.\You're already working plenty!\You work enough for two people!\It's not enough yet...\I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night...\If I don't... response:	If I don't forget many things...
context: I have to do more work.\You're already working plenty!\You work enough for two people!\It's not enough yet...\I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night...\If I don't...\If I don't forget many things... response:	We're almost there!
context: You're already working plenty!\You work enough for two people!\It's not enough yet...\I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night...\If I don't...\If I don't forget many things...\We're almost there! response:	Kaga
context: You work enough for two people!\It's not enough yet...\I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night...\If I don't...\If I don't forget many things...\We're almost there!\Kaga response:	It's the same as before, huh?
context: It's not enough yet...\I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night...\If I don't...\If I don't forget many things...\We're almost there!\Kaga\It's the same as before, huh? response:	But you've totally changed...
context: I have to work so hard I forget what I had for dinner last night.\Oh, come on. I always forget what I had for dinner the previous night...\If I don't...\If I don't forget many things...\We're almost there!\Kaga\It's the same as before, huh?\But you've totally changed... response:	They're gone!
context: Oh, come on. I always forget what I had for dinner the previous night...\If I don't...\If I don't forget many things...\We're almost there!\Kaga\It's the same as before, huh?\But you've totally changed...\They're gone! response:	The bellflowers!
context: If I don't...\If I don't forget many things...\We're almost there!\Kaga\It's the same as before, huh?\But you've totally changed...\They're gone!\The bellflowers! response:	The dirt is gone too!
context: If I don't forget many things...\We're almost there!\Kaga\It's the same as before, huh?\But you've totally changed...\They're gone!\The bellflowers!\The dirt is gone too! response:	The bellflowers were precious to Grandpa!
context: We're almost there!\Kaga\It's the same as before, huh?\But you've totally changed...\They're gone!\The bellflowers!\The dirt is gone too!\The bellflowers were precious to Grandpa! response:	I'm sure he didn't mean to remove them.
context: Kaga\It's the same as before, huh?\But you've totally changed...\They're gone!\The bellflowers!\The dirt is gone too!\The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them. response:	Uncle knows Grandpa's favorite flower at least.
context: It's the same as before, huh?\But you've totally changed...\They're gone!\The bellflowers!\The dirt is gone too!\The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least. response:	But they wither up when winter comes...
context: But you've totally changed...\They're gone!\The bellflowers!\The dirt is gone too!\The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes... response:	Maybe he didn't know that they put out buds again in the spring.
context: They're gone!\The bellflowers!\The dirt is gone too!\The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring. response:	The rocks, too...
context: The bellflowers!\The dirt is gone too!\The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring.\The rocks, too... response:	If you don't spread them all over like this,
context: The dirt is gone too!\The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring.\The rocks, too...\If you don't spread them all over like this, response:	weeds will spring up soon and become tough to deal with.
context: The bellflowers were precious to Grandpa!\I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring.\The rocks, too...\If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with. response:	Thankfully, we moved Rin's fragrant olive.
context: I'm sure he didn't mean to remove them.\Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring.\The rocks, too...\If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive. response:	That saved its life.
context: Uncle knows Grandpa's favorite flower at least.\But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring.\The rocks, too...\If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive.\That saved its life. response:	But thankfully we have Grandpa's bellflowers at our house too, right?!
context: But they wither up when winter comes...\Maybe he didn't know that they put out buds again in the spring.\The rocks, too...\If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive.\That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?! response:	Because of that, they're still alive!
context: Maybe he didn't know that they put out buds again in the spring.\The rocks, too...\If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive.\That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive! response:	Exactly!
context: The rocks, too...\If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive.\That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive!\Exactly! response:	Maybe change isn't all bad.
context: If you don't spread them all over like this,\weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive.\That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive!\Exactly!\Maybe change isn't all bad. response:	But that grave will always be Grandpa's grave, right?
context: weeds will spring up soon and become tough to deal with.\Thankfully, we moved Rin's fragrant olive.\That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive!\Exactly!\Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right? response:	Yeah!
context: Thankfully, we moved Rin's fragrant olive.\That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive!\Exactly!\Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right?\Yeah! response:	Rin!
context: That saved its life.\But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive!\Exactly!\Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right?\Yeah!\Rin! response:	Happy birthday.
context: But thankfully we have Grandpa's bellflowers at our house too, right?!\Because of that, they're still alive!\Exactly!\Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right?\Yeah!\Rin!\Happy birthday. response:	Happy Birthday, Rin-chan
context: Because of that, they're still alive!\Exactly!\Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right?\Yeah!\Rin!\Happy birthday.\Happy Birthday, Rin-chan response:	It's a chocolate one!
context: Exactly!\Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right?\Yeah!\Rin!\Happy birthday.\Happy Birthday, Rin-chan\It's a chocolate one! response:	Saionji-sensei, can you do the final check?
context: Maybe change isn't all bad.\But that grave will always be Grandpa's grave, right?\Yeah!\Rin!\Happy birthday.\Happy Birthday, Rin-chan\It's a chocolate one!\Saionji-sensei, can you do the final check? response:	Are you okay?
context: But that grave will always be Grandpa's grave, right?\Yeah!\Rin!\Happy birthday.\Happy Birthday, Rin-chan\It's a chocolate one!\Saionji-sensei, can you do the final check?\Are you okay? response:	You really do seem to be in over your head this time...
context: Yeah!\Rin!\Happy birthday.\Happy Birthday, Rin-chan\It's a chocolate one!\Saionji-sensei, can you do the final check?\Are you okay?\You really do seem to be in over your head this time... response:	When you put it into words like that, my hand stops working, so cut it out!
context: Rin!\Happy birthday.\Happy Birthday, Rin-chan\It's a chocolate one!\Saionji-sensei, can you do the final check?\Are you okay?\You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out! response:	Go ahead.
context: Happy birthday.\Happy Birthday, Rin-chan\It's a chocolate one!\Saionji-sensei, can you do the final check?\Are you okay?\You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out!\Go ahead. response:	I'll finish it, for sure.
context: Happy Birthday, Rin-chan\It's a chocolate one!\Saionji-sensei, can you do the final check?\Are you okay?\You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out!\Go ahead.\I'll finish it, for sure. response:	A sunny early Sunday afternoon
context: It's a chocolate one!\Saionji-sensei, can you do the final check?\Are you okay?\You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out!\Go ahead.\I'll finish it, for sure.\A sunny early Sunday afternoon response:	Let's go somewhere today
context: Saionji-sensei, can you do the final check?\Are you okay?\You really do seem to be in over your head this time...\When you put it into words like that, my hand stops working, so cut it out!\Go ahead.\I'll finish it, for sure.\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
