context: Not done yet? response:	Just a little more. Wait just a bit longer.
context: Wow! How did you get that?\I went back to the museum earlier\and picked it up.\Umm'\According to this,\it's about an hour from now\when the guard comes to where the problem picture is\We don't have much time response:	Yeah
context: I went back to the museum earlier\and picked it up.\Umm'\According to this,\it's about an hour from now\when the guard comes to where the problem picture is\We don't have much time\Yeah response:	To be safe,
context: and picked it up.\Umm'\According to this,\it's about an hour from now\when the guard comes to where the problem picture is\We don't have much time\Yeah\To be safe, response:	I'll set my alarm for five minutes before then
context: Umm'\According to this,\it's about an hour from now\when the guard comes to where the problem picture is\We don't have much time\Yeah\To be safe,\I'll set my alarm for five minutes before then response:	Well then, mission start
context: According to this,\it's about an hour from now\when the guard comes to where the problem picture is\We don't have much time\Yeah\To be safe,\I'll set my alarm for five minutes before then\Well then, mission start response:	I wonder what they're doing
context: it's about an hour from now\when the guard comes to where the problem picture is\We don't have much time\Yeah\To be safe,\I'll set my alarm for five minutes before then\Well then, mission start\I wonder what they're doing response:	It's suspicious
context: when the guard comes to where the problem picture is\We don't have much time\Yeah\To be safe,\I'll set my alarm for five minutes before then\Well then, mission start\I wonder what they're doing\It's suspicious response:	We're plenty suspicious ourselves
context: We don't have much time\Yeah\To be safe,\I'll set my alarm for five minutes before then\Well then, mission start\I wonder what they're doing\It's suspicious\We're plenty suspicious ourselves response:	They must be here to steal works of art
context: Yeah\To be safe,\I'll set my alarm for five minutes before then\Well then, mission start\I wonder what they're doing\It's suspicious\We're plenty suspicious ourselves\They must be here to steal works of art response:	So it's a thief?
context: To be safe,\I'll set my alarm for five minutes before then\Well then, mission start\I wonder what they're doing\It's suspicious\We're plenty suspicious ourselves\They must be here to steal works of art\So it's a thief? response:	What should we do? We can't leave them alone
context: I'll set my alarm for five minutes before then\Well then, mission start\I wonder what they're doing\It's suspicious\We're plenty suspicious ourselves\They must be here to steal works of art\So it's a thief?\What should we do? We can't leave them alone response:	Let's have them leave
context: Well then, mission start\I wonder what they're doing\It's suspicious\We're plenty suspicious ourselves\They must be here to steal works of art\So it's a thief?\What should we do? We can't leave them alone\Let's have them leave response:	What do you plan on doing?
context: I wonder what they're doing\It's suspicious\We're plenty suspicious ourselves\They must be here to steal works of art\So it's a thief?\What should we do? We can't leave them alone\Let's have them leave\What do you plan on doing? response:	With this
context: It's suspicious\We're plenty suspicious ourselves\They must be here to steal works of art\So it's a thief?\What should we do? We can't leave them alone\Let's have them leave\What do you plan on doing?\With this response:	Who are you?
context: We're plenty suspicious ourselves\They must be here to steal works of art\So it's a thief?\What should we do? We can't leave them alone\Let's have them leave\What do you plan on doing?\With this\Who are you? response:	What are you doing there?
context: They must be here to steal works of art\So it's a thief?\What should we do? We can't leave them alone\Let's have them leave\What do you plan on doing?\With this\Who are you?\What are you doing there? response:	Hurry and get out
context: So it's a thief?\What should we do? We can't leave them alone\Let's have them leave\What do you plan on doing?\With this\Who are you?\What are you doing there?\Hurry and get out response:	Who is there?
context: What should we do? We can't leave them alone\Let's have them leave\What do you plan on doing?\With this\Who are you?\What are you doing there?\Hurry and get out\Who is there? response:	Are you over there?
context: Let's have them leave\What do you plan on doing?\With this\Who are you?\What are you doing there?\Hurry and get out\Who is there?\Are you over there? response:	They seem pretty perseverant, they aren't running
context: What do you plan on doing?\With this\Who are you?\What are you doing there?\Hurry and get out\Who is there?\Are you over there?\They seem pretty perseverant, they aren't running response:	That voice just now
context: With this\Who are you?\What are you doing there?\Hurry and get out\Who is there?\Are you over there?\They seem pretty perseverant, they aren't running\That voice just now response:	It sounded like a child
context: Who are you?\What are you doing there?\Hurry and get out\Who is there?\Are you over there?\They seem pretty perseverant, they aren't running\That voice just now\It sounded like a child response:	There is no choice, do it
context: What are you doing there?\Hurry and get out\Who is there?\Are you over there?\They seem pretty perseverant, they aren't running\That voice just now\It sounded like a child\There is no choice, do it response:	OK
context: Hurry and get out\Who is there?\Are you over there?\They seem pretty perseverant, they aren't running\That voice just now\It sounded like a child\There is no choice, do it\OK response:	Come out!
context: Who is there?\Are you over there?\They seem pretty perseverant, they aren't running\That voice just now\It sounded like a child\There is no choice, do it\OK\Come out! response:	Listen well,
context: Are you over there?\They seem pretty perseverant, they aren't running\That voice just now\It sounded like a child\There is no choice, do it\OK\Come out!\Listen well, response:	I am the protective god of this place Leave now!
context: They seem pretty perseverant, they aren't running\That voice just now\It sounded like a child\There is no choice, do it\OK\Come out!\Listen well,\I am the protective god of this place Leave now! response:	What do you mean protective god?
context: That voice just now\It sounded like a child\There is no choice, do it\OK\Come out!\Listen well,\I am the protective god of this place Leave now!\What do you mean protective god? response:	You're probably the one defacing the pictures
context: It sounded like a child\There is no choice, do it\OK\Come out!\Listen well,\I am the protective god of this place Leave now!\What do you mean protective god?\You're probably the one defacing the pictures response:	It seems they are coming over here
context: There is no choice, do it\OK\Come out!\Listen well,\I am the protective god of this place Leave now!\What do you mean protective god?\You're probably the one defacing the pictures\It seems they are coming over here response:	That was not expected
context: OK\Come out!\Listen well,\I am the protective god of this place Leave now!\What do you mean protective god?\You're probably the one defacing the pictures\It seems they are coming over here\That was not expected response:	Don't move from over there
context: Come out!\Listen well,\I am the protective god of this place Leave now!\What do you mean protective god?\You're probably the one defacing the pictures\It seems they are coming over here\That was not expected\Don't move from over there response:	Umm'
context: Listen well,\I am the protective god of this place Leave now!\What do you mean protective god?\You're probably the one defacing the pictures\It seems they are coming over here\That was not expected\Don't move from over there\Umm' response:	Um'
context: I am the protective god of this place Leave now!\What do you mean protective god?\You're probably the one defacing the pictures\It seems they are coming over here\That was not expected\Don't move from over there\Umm'\Um' response:	It was a child after all
context: What do you mean protective god?\You're probably the one defacing the pictures\It seems they are coming over here\That was not expected\Don't move from over there\Umm'\Um'\It was a child after all response:	Ah, this kid
context: You're probably the one defacing the pictures\It seems they are coming over here\That was not expected\Don't move from over there\Umm'\Um'\It was a child after all\Ah, this kid response:	Do you know him?
context: It seems they are coming over here\That was not expected\Don't move from over there\Umm'\Um'\It was a child after all\Ah, this kid\Do you know him? response:	Today in here
context: That was not expected\Don't move from over there\Umm'\Um'\It was a child after all\Ah, this kid\Do you know him?\Today in here response:	Hurry and help me
context: Don't move from over there\Umm'\Um'\It was a child after all\Ah, this kid\Do you know him?\Today in here\Hurry and help me response:	It seems that he's waking up
context: Umm'\Um'\It was a child after all\Ah, this kid\Do you know him?\Today in here\Hurry and help me\It seems that he's waking up response:	Owl'
context: Um'\It was a child after all\Ah, this kid\Do you know him?\Today in here\Hurry and help me\It seems that he's waking up\Owl' response:	Are you OK?
context: It was a child after all\Ah, this kid\Do you know him?\Today in here\Hurry and help me\It seems that he's waking up\Owl'\Are you OK? response:	Don't panic
context: Ah, this kid\Do you know him?\Today in here\Hurry and help me\It seems that he's waking up\Owl'\Are you OK?\Don't panic response:	This is just a stuffed animal
context: Do you know him?\Today in here\Hurry and help me\It seems that he's waking up\Owl'\Are you OK?\Don't panic\This is just a stuffed animal response:	But, earlier
context: Today in here\Hurry and help me\It seems that he's waking up\Owl'\Are you OK?\Don't panic\This is just a stuffed animal\But, earlier response:	That was just ventriloquism
context: Hurry and help me\It seems that he's waking up\Owl'\Are you OK?\Don't panic\This is just a stuffed animal\But, earlier\That was just ventriloquism response:	I thought you were a thief
context: It seems that he's waking up\Owl'\Are you OK?\Don't panic\This is just a stuffed animal\But, earlier\That was just ventriloquism\I thought you were a thief response:	What a weird face
context: Owl'\Are you OK?\Don't panic\This is just a stuffed animal\But, earlier\That was just ventriloquism\I thought you were a thief\What a weird face response:	I was all surprised for nothing
context: Are you OK?\Don't panic\This is just a stuffed animal\But, earlier\That was just ventriloquism\I thought you were a thief\What a weird face\I was all surprised for nothing response:	I'm not a thief,
context: Don't panic\This is just a stuffed animal\But, earlier\That was just ventriloquism\I thought you were a thief\What a weird face\I was all surprised for nothing\I'm not a thief, response:	but what are you people doing here?
context: This is just a stuffed animal\But, earlier\That was just ventriloquism\I thought you were a thief\What a weird face\I was all surprised for nothing\I'm not a thief,\but what are you people doing here? response:	If you are the criminal who defaced the painting,
context: But, earlier\That was just ventriloquism\I thought you were a thief\What a weird face\I was all surprised for nothing\I'm not a thief,\but what are you people doing here?\If you are the criminal who defaced the painting, response:	I won't forgive you.
context: That was just ventriloquism\I thought you were a thief\What a weird face\I was all surprised for nothing\I'm not a thief,\but what are you people doing here?\If you are the criminal who defaced the painting,\I won't forgive you. response:	We didn't do that
context: I thought you were a thief\What a weird face\I was all surprised for nothing\I'm not a thief,\but what are you people doing here?\If you are the criminal who defaced the painting,\I won't forgive you.\We didn't do that response:	We're wonderful cat burglars
context: What a weird face\I was all surprised for nothing\I'm not a thief,\but what are you people doing here?\If you are the criminal who defaced the painting,\I won't forgive you.\We didn't do that\We're wonderful cat burglars response:	We wouldn't do that
context: I was all surprised for nothing\I'm not a thief,\but what are you people doing here?\If you are the criminal who defaced the painting,\I won't forgive you.\We didn't do that\We're wonderful cat burglars\We wouldn't do that response:	Cat burglars? That means
context: I'm not a thief,\but what are you people doing here?\If you are the criminal who defaced the painting,\I won't forgive you.\We didn't do that\We're wonderful cat burglars\We wouldn't do that\Cat burglars? That means response:	That's not it, we just came back for something we forgot
context: but what are you people doing here?\If you are the criminal who defaced the painting,\I won't forgive you.\We didn't do that\We're wonderful cat burglars\We wouldn't do that\Cat burglars? That means\That's not it, we just came back for something we forgot response:	Well then, what about those clothes?
context: If you are the criminal who defaced the painting,\I won't forgive you.\We didn't do that\We're wonderful cat burglars\We wouldn't do that\Cat burglars? That means\That's not it, we just came back for something we forgot\Well then, what about those clothes? response:	This is
context: I won't forgive you.\We didn't do that\We're wonderful cat burglars\We wouldn't do that\Cat burglars? That means\That's not it, we just came back for something we forgot\Well then, what about those clothes?\This is response:	Umm
context: We didn't do that\We're wonderful cat burglars\We wouldn't do that\Cat burglars? That means\That's not it, we just came back for something we forgot\Well then, what about those clothes?\This is\Umm response:	Our hobby
context: We're wonderful cat burglars\We wouldn't do that\Cat burglars? That means\That's not it, we just came back for something we forgot\Well then, what about those clothes?\This is\Umm\Our hobby response:	As long as you aren't the ones who defaced the painting.
context: We wouldn't do that\Cat burglars? That means\That's not it, we just came back for something we forgot\Well then, what about those clothes?\This is\Umm\Our hobby\As long as you aren't the ones who defaced the painting. response:	I'm in a hurry
context: Cat burglars? That means\That's not it, we just came back for something we forgot\Well then, what about those clothes?\This is\Umm\Our hobby\As long as you aren't the ones who defaced the painting.\I'm in a hurry response:	Wait a moment, Yuuki-kun
context: That's not it, we just came back for something we forgot\Well then, what about those clothes?\This is\Umm\Our hobby\As long as you aren't the ones who defaced the painting.\I'm in a hurry\Wait a moment, Yuuki-kun response:	How did you know my name?
context: Well then, what about those clothes?\This is\Umm\Our hobby\As long as you aren't the ones who defaced the painting.\I'm in a hurry\Wait a moment, Yuuki-kun\How did you know my name? response:	I see, at that time
context: This is\Umm\Our hobby\As long as you aren't the ones who defaced the painting.\I'm in a hurry\Wait a moment, Yuuki-kun\How did you know my name?\I see, at that time response:	Yuuki-kun, were you really trying to damage the painting?
context: Umm\Our hobby\As long as you aren't the ones who defaced the painting.\I'm in a hurry\Wait a moment, Yuuki-kun\How did you know my name?\I see, at that time\Yuuki-kun, were you really trying to damage the painting? response:	I wasn't trying to damage it,
context: Our hobby\As long as you aren't the ones who defaced the painting.\I'm in a hurry\Wait a moment, Yuuki-kun\How did you know my name?\I see, at that time\Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it, response:	I was trying to return it to how it was
context: As long as you aren't the ones who defaced the painting.\I'm in a hurry\Wait a moment, Yuuki-kun\How did you know my name?\I see, at that time\Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it,\I was trying to return it to how it was response:	My papa drew that painting
context: I'm in a hurry\Wait a moment, Yuuki-kun\How did you know my name?\I see, at that time\Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it,\I was trying to return it to how it was\My papa drew that painting response:	My papa is the artist Tenkai Tachibana
context: Wait a moment, Yuuki-kun\How did you know my name?\I see, at that time\Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it,\I was trying to return it to how it was\My papa drew that painting\My papa is the artist Tenkai Tachibana response:	I know of Tenkai-sensei,
context: How did you know my name?\I see, at that time\Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it,\I was trying to return it to how it was\My papa drew that painting\My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei, response:	he has painted many wonderful pieces
context: I see, at that time\Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it,\I was trying to return it to how it was\My papa drew that painting\My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei,\he has painted many wonderful pieces response:	But last year didn't he'
context: Yuuki-kun, were you really trying to damage the painting?\I wasn't trying to damage it,\I was trying to return it to how it was\My papa drew that painting\My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei,\he has painted many wonderful pieces\But last year didn't he' response:	Autumn of last year,
context: I wasn't trying to damage it,\I was trying to return it to how it was\My papa drew that painting\My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei,\he has painted many wonderful pieces\But last year didn't he'\Autumn of last year, response:	he died of his illness.
context: I was trying to return it to how it was\My papa drew that painting\My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei,\he has painted many wonderful pieces\But last year didn't he'\Autumn of last year,\he died of his illness. response:	That painting was made last summer,
context: My papa drew that painting\My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei,\he has painted many wonderful pieces\But last year didn't he'\Autumn of last year,\he died of his illness.\That painting was made last summer, response:	on what was the last family trip with papa
context: My papa is the artist Tenkai Tachibana\I know of Tenkai-sensei,\he has painted many wonderful pieces\But last year didn't he'\Autumn of last year,\he died of his illness.\That painting was made last summer,\on what was the last family trip with papa response:	It was a painting he wanted to paint his best
context: I know of Tenkai-sensei,\he has painted many wonderful pieces\But last year didn't he'\Autumn of last year,\he died of his illness.\That painting was made last summer,\on what was the last family trip with papa\It was a painting he wanted to paint his best response:	as a memory of coming to the sea with me
context: he has painted many wonderful pieces\But last year didn't he'\Autumn of last year,\he died of his illness.\That painting was made last summer,\on what was the last family trip with papa\It was a painting he wanted to paint his best\as a memory of coming to the sea with me response:	Mama says it was her favorite painting too
context: But last year didn't he'\Autumn of last year,\he died of his illness.\That painting was made last summer,\on what was the last family trip with papa\It was a painting he wanted to paint his best\as a memory of coming to the sea with me\Mama says it was her favorite painting too response:	And then,
context: Autumn of last year,\he died of his illness.\That painting was made last summer,\on what was the last family trip with papa\It was a painting he wanted to paint his best\as a memory of coming to the sea with me\Mama says it was her favorite painting too\And then, response:	somebody drew on top of it
context: he died of his illness.\That painting was made last summer,\on what was the last family trip with papa\It was a painting he wanted to paint his best\as a memory of coming to the sea with me\Mama says it was her favorite painting too\And then,\somebody drew on top of it response:	On top of my precious memory with papa
context: That painting was made last summer,\on what was the last family trip with papa\It was a painting he wanted to paint his best\as a memory of coming to the sea with me\Mama says it was her favorite painting too\And then,\somebody drew on top of it\On top of my precious memory with papa response:	How terrible! I know how you feel,
context: on what was the last family trip with papa\It was a painting he wanted to paint his best\as a memory of coming to the sea with me\Mama says it was her favorite painting too\And then,\somebody drew on top of it\On top of my precious memory with papa\How terrible! I know how you feel, response:	when my picture was drawn over
context: It was a painting he wanted to paint his best\as a memory of coming to the sea with me\Mama says it was her favorite painting too\And then,\somebody drew on top of it\On top of my precious memory with papa\How terrible! I know how you feel,\when my picture was drawn over response:	I was really angry
context: as a memory of coming to the sea with me\Mama says it was her favorite painting too\And then,\somebody drew on top of it\On top of my precious memory with papa\How terrible! I know how you feel,\when my picture was drawn over\I was really angry response:	Yuuki-kun, we will help too
context: Mama says it was her favorite painting too\And then,\somebody drew on top of it\On top of my precious memory with papa\How terrible! I know how you feel,\when my picture was drawn over\I was really angry\Yuuki-kun, we will help too response:	I don't need it.
context: And then,\somebody drew on top of it\On top of my precious memory with papa\How terrible! I know how you feel,\when my picture was drawn over\I was really angry\Yuuki-kun, we will help too\I don't need it. response:	I can do it alone
context: somebody drew on top of it\On top of my precious memory with papa\How terrible! I know how you feel,\when my picture was drawn over\I was really angry\Yuuki-kun, we will help too\I don't need it.\I can do it alone response:	What? When we are going through all the trouble of
context: On top of my precious memory with papa\How terrible! I know how you feel,\when my picture was drawn over\I was really angry\Yuuki-kun, we will help too\I don't need it.\I can do it alone\What? When we are going through all the trouble of response:	It's ventriloquism
context: How terrible! I know how you feel,\when my picture was drawn over\I was really angry\Yuuki-kun, we will help too\I don't need it.\I can do it alone\What? When we are going through all the trouble of\It's ventriloquism response:	Don't say that, let's go together
context: when my picture was drawn over\I was really angry\Yuuki-kun, we will help too\I don't need it.\I can do it alone\What? When we are going through all the trouble of\It's ventriloquism\Don't say that, let's go together response:	Do as you like,
context: I was really angry\Yuuki-kun, we will help too\I don't need it.\I can do it alone\What? When we are going through all the trouble of\It's ventriloquism\Don't say that, let's go together\Do as you like, response:	just don't get in the way
context: Yuuki-kun, we will help too\I don't need it.\I can do it alone\What? When we are going through all the trouble of\It's ventriloquism\Don't say that, let's go together\Do as you like,\just don't get in the way response:	What an unlovable child
context: I don't need it.\I can do it alone\What? When we are going through all the trouble of\It's ventriloquism\Don't say that, let's go together\Do as you like,\just don't get in the way\What an unlovable child response:	That took more time than we expected,
context: I can do it alone\What? When we are going through all the trouble of\It's ventriloquism\Don't say that, let's go together\Do as you like,\just don't get in the way\What an unlovable child\That took more time than we expected, response:	let's hurry
context: What? When we are going through all the trouble of\It's ventriloquism\Don't say that, let's go together\Do as you like,\just don't get in the way\What an unlovable child\That took more time than we expected,\let's hurry response:	Yeah
context: It's ventriloquism\Don't say that, let's go together\Do as you like,\just don't get in the way\What an unlovable child\That took more time than we expected,\let's hurry\Yeah response:	I can't use magic in front of Yuuki-kun
context: Don't say that, let's go together\Do as you like,\just don't get in the way\What an unlovable child\That took more time than we expected,\let's hurry\Yeah\I can't use magic in front of Yuuki-kun response:	And we can't scare him off
context: Do as you like,\just don't get in the way\What an unlovable child\That took more time than we expected,\let's hurry\Yeah\I can't use magic in front of Yuuki-kun\And we can't scare him off response:	I'll talk to him, and at that time OK?
context: just don't get in the way\What an unlovable child\That took more time than we expected,\let's hurry\Yeah\I can't use magic in front of Yuuki-kun\And we can't scare him off\I'll talk to him, and at that time OK? response:	It's this picture
context: What an unlovable child\That took more time than we expected,\let's hurry\Yeah\I can't use magic in front of Yuuki-kun\And we can't scare him off\I'll talk to him, and at that time OK?\It's this picture response:	This is definitely Silent
context: That took more time than we expected,\let's hurry\Yeah\I can't use magic in front of Yuuki-kun\And we can't scare him off\I'll talk to him, and at that time OK?\It's this picture\This is definitely Silent response:	The graffiti is still new
context: let's hurry\Yeah\I can't use magic in front of Yuuki-kun\And we can't scare him off\I'll talk to him, and at that time OK?\It's this picture\This is definitely Silent\The graffiti is still new response:	It's oil paint so I should be able to get it off if
context: Yeah\I can't use magic in front of Yuuki-kun\And we can't scare him off\I'll talk to him, and at that time OK?\It's this picture\This is definitely Silent\The graffiti is still new\It's oil paint so I should be able to get it off if response:	You really know your stuff
context: I can't use magic in front of Yuuki-kun\And we can't scare him off\I'll talk to him, and at that time OK?\It's this picture\This is definitely Silent\The graffiti is still new\It's oil paint so I should be able to get it off if\You really know your stuff response:	It's because I want to be a painter like my papa
context: And we can't scare him off\I'll talk to him, and at that time OK?\It's this picture\This is definitely Silent\The graffiti is still new\It's oil paint so I should be able to get it off if\You really know your stuff\It's because I want to be a painter like my papa response:	I am sure you can be
context: I'll talk to him, and at that time OK?\It's this picture\This is definitely Silent\The graffiti is still new\It's oil paint so I should be able to get it off if\You really know your stuff\It's because I want to be a painter like my papa\I am sure you can be response:	But Yuuki-kun,
context: It's this picture\This is definitely Silent\The graffiti is still new\It's oil paint so I should be able to get it off if\You really know your stuff\It's because I want to be a painter like my papa\I am sure you can be\But Yuuki-kun, response:	repairing oil paints is difficult
context: This is definitely Silent\The graffiti is still new\It's oil paint so I should be able to get it off if\You really know your stuff\It's because I want to be a painter like my papa\I am sure you can be\But Yuuki-kun,\repairing oil paints is difficult response:	Why don't you leave it to the museum people?
context: The graffiti is still new\It's oil paint so I should be able to get it off if\You really know your stuff\It's because I want to be a painter like my papa\I am sure you can be\But Yuuki-kun,\repairing oil paints is difficult\Why don't you leave it to the museum people? response:	I can't leave it to them
context: It's oil paint so I should be able to get it off if\You really know your stuff\It's because I want to be a painter like my papa\I am sure you can be\But Yuuki-kun,\repairing oil paints is difficult\Why don't you leave it to the museum people?\I can't leave it to them response:	Can you do it?
context: You really know your stuff\It's because I want to be a painter like my papa\I am sure you can be\But Yuuki-kun,\repairing oil paints is difficult\Why don't you leave it to the museum people?\I can't leave it to them\Can you do it? response:	I can. I will fix it myself
context: It's because I want to be a painter like my papa\I am sure you can be\But Yuuki-kun,\repairing oil paints is difficult\Why don't you leave it to the museum people?\I can't leave it to them\Can you do it?\I can. I will fix it myself response:	If you speak too loud, the guard will come
context: I am sure you can be\But Yuuki-kun,\repairing oil paints is difficult\Why don't you leave it to the museum people?\I can't leave it to them\Can you do it?\I can. I will fix it myself\If you speak too loud, the guard will come response:	Huh?
context: But Yuuki-kun,\repairing oil paints is difficult\Why don't you leave it to the museum people?\I can't leave it to them\Can you do it?\I can. I will fix it myself\If you speak too loud, the guard will come\Huh? response:	The courtyard?
context: repairing oil paints is difficult\Why don't you leave it to the museum people?\I can't leave it to them\Can you do it?\I can. I will fix it myself\If you speak too loud, the guard will come\Huh?\The courtyard? response:	It happened again
context: Why don't you leave it to the museum people?\I can't leave it to them\Can you do it?\I can. I will fix it myself\If you speak too loud, the guard will come\Huh?\The courtyard?\It happened again response:	When I get close to papa's picture
context: I can't leave it to them\Can you do it?\I can. I will fix it myself\If you speak too loud, the guard will come\Huh?\The courtyard?\It happened again\When I get close to papa's picture response:	I am suddenly outside
context: Can you do it?\I can. I will fix it myself\If you speak too loud, the guard will come\Huh?\The courtyard?\It happened again\When I get close to papa's picture\I am suddenly outside response:	This must be Silent's power
context: I can. I will fix it myself\If you speak too loud, the guard will come\Huh?\The courtyard?\It happened again\When I get close to papa's picture\I am suddenly outside\This must be Silent's power response:	When you make noise, it throws you outside huh?
context: If you speak too loud, the guard will come\Huh?\The courtyard?\It happened again\When I get close to papa's picture\I am suddenly outside\This must be Silent's power\When you make noise, it throws you outside huh? response:	Good thing it didn't do that earlier today
context: Huh?\The courtyard?\It happened again\When I get close to papa's picture\I am suddenly outside\This must be Silent's power\When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today response:	Can you believe this?
context: The courtyard?\It happened again\When I get close to papa's picture\I am suddenly outside\This must be Silent's power\When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today\Can you believe this? response:	I think it'll be ok if I came during the day since a monster won't come
context: It happened again\When I get close to papa's picture\I am suddenly outside\This must be Silent's power\When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today\Can you believe this?\I think it'll be ok if I came during the day since a monster won't come response:	What can we do?
context: When I get close to papa's picture\I am suddenly outside\This must be Silent's power\When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today\Can you believe this?\I think it'll be ok if I came during the day since a monster won't come\What can we do? response:	A monster?
context: I am suddenly outside\This must be Silent's power\When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today\Can you believe this?\I think it'll be ok if I came during the day since a monster won't come\What can we do?\A monster? response:	Say, Yuuki-kun.
context: This must be Silent's power\When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today\Can you believe this?\I think it'll be ok if I came during the day since a monster won't come\What can we do?\A monster?\Say, Yuuki-kun. response:	This happened because you spoke too loud during the day and just now
context: When you make noise, it throws you outside huh?\Good thing it didn't do that earlier today\Can you believe this?\I think it'll be ok if I came during the day since a monster won't come\What can we do?\A monster?\Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now response:	So, if you stay quiet,
context: Good thing it didn't do that earlier today\Can you believe this?\I think it'll be ok if I came during the day since a monster won't come\What can we do?\A monster?\Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now\So, if you stay quiet, response:	Wouldn't the monster not do anything?
context: Can you believe this?\I think it'll be ok if I came during the day since a monster won't come\What can we do?\A monster?\Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now\So, if you stay quiet,\Wouldn't the monster not do anything? response:	So, we just have to stay quiet?
context: I think it'll be ok if I came during the day since a monster won't come\What can we do?\A monster?\Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now\So, if you stay quiet,\Wouldn't the monster not do anything?\So, we just have to stay quiet? response:	Yeah
context: What can we do?\A monster?\Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now\So, if you stay quiet,\Wouldn't the monster not do anything?\So, we just have to stay quiet?\Yeah response:	But if it is a monster, I can't get it off
context: A monster?\Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now\So, if you stay quiet,\Wouldn't the monster not do anything?\So, we just have to stay quiet?\Yeah\But if it is a monster, I can't get it off response:	Then are you going home?
context: Say, Yuuki-kun.\This happened because you spoke too loud during the day and just now\So, if you stay quiet,\Wouldn't the monster not do anything?\So, we just have to stay quiet?\Yeah\But if it is a monster, I can't get it off\Then are you going home? response:	No, we can get in from over here
context: This happened because you spoke too loud during the day and just now\So, if you stay quiet,\Wouldn't the monster not do anything?\So, we just have to stay quiet?\Yeah\But if it is a monster, I can't get it off\Then are you going home?\No, we can get in from over here response:	Let's go
context: So, if you stay quiet,\Wouldn't the monster not do anything?\So, we just have to stay quiet?\Yeah\But if it is a monster, I can't get it off\Then are you going home?\No, we can get in from over here\Let's go response:	If you use magic
context: Wouldn't the monster not do anything?\So, we just have to stay quiet?\Yeah\But if it is a monster, I can't get it off\Then are you going home?\No, we can get in from over here\Let's go\If you use magic response:	you can blame it on the monster
context: So, we just have to stay quiet?\Yeah\But if it is a monster, I can't get it off\Then are you going home?\No, we can get in from over here\Let's go\If you use magic\you can blame it on the monster response:	It can't be
context: Yeah\But if it is a monster, I can't get it off\Then are you going home?\No, we can get in from over here\Let's go\If you use magic\you can blame it on the monster\It can't be response:	At just that sound?
context: But if it is a monster, I can't get it off\Then are you going home?\No, we can get in from over here\Let's go\If you use magic\you can blame it on the monster\It can't be\At just that sound? response:	Quiet!
context: Then are you going home?\No, we can get in from over here\Let's go\If you use magic\you can blame it on the monster\It can't be\At just that sound?\Quiet! response:	We don't have much time
context: No, we can get in from over here\Let's go\If you use magic\you can blame it on the monster\It can't be\At just that sound?\Quiet!\We don't have much time response:	Ish'
context: Let's go\If you use magic\you can blame it on the monster\It can't be\At just that sound?\Quiet!\We don't have much time\Ish' response:	Ish' Ish'
context: If you use magic\you can blame it on the monster\It can't be\At just that sound?\Quiet!\We don't have much time\Ish'\Ish' Ish' response:	Damn it
context: you can blame it on the monster\It can't be\At just that sound?\Quiet!\We don't have much time\Ish'\Ish' Ish'\Damn it response:	It was just a sneeze
context: It can't be\At just that sound?\Quiet!\We don't have much time\Ish'\Ish' Ish'\Damn it\It was just a sneeze response:	This means you can't recite a spell
context: At just that sound?\Quiet!\We don't have much time\Ish'\Ish' Ish'\Damn it\It was just a sneeze\This means you can't recite a spell response:	Isn't there some way?
context: Quiet!\We don't have much time\Ish'\Ish' Ish'\Damn it\It was just a sneeze\This means you can't recite a spell\Isn't there some way? response:	I'll do it alone
context: We don't have much time\Ish'\Ish' Ish'\Damn it\It was just a sneeze\This means you can't recite a spell\Isn't there some way?\I'll do it alone response:	Wait, Yuuki-kun!
context: Ish'\Ish' Ish'\Damn it\It was just a sneeze\This means you can't recite a spell\Isn't there some way?\I'll do it alone\Wait, Yuuki-kun! response:	The guard will be coming soon
context: Ish' Ish'\Damn it\It was just a sneeze\This means you can't recite a spell\Isn't there some way?\I'll do it alone\Wait, Yuuki-kun!\The guard will be coming soon response:	If we get caught too
