context: Hope you understand, Miroku! We can't take her. response:	Yes.
context: It was quite easy.\I came here personally to ask how you felt...\having your power turned back so easily.\My, you mean, we are honored by the man himself...\and not some death doll?\You're a coward who never sullies his hands...\who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time. response:	Wind Tunnel, huh?
context: I came here personally to ask how you felt...\having your power turned back so easily.\My, you mean, we are honored by the man himself...\and not some death doll?\You're a coward who never sullies his hands...\who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time.\Wind Tunnel, huh? response:	You're free to do as you please and suck up everything in sight.
context: having your power turned back so easily.\My, you mean, we are honored by the man himself...\and not some death doll?\You're a coward who never sullies his hands...\who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time.\Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight. response:	But monk, surely you are not that foolish?
context: My, you mean, we are honored by the man himself...\and not some death doll?\You're a coward who never sullies his hands...\who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time.\Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish? response:	The souls of Kagome and the villagers are locked in that mirror.
context: and not some death doll?\You're a coward who never sullies his hands...\who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time.\Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror. response:	Damn!
context: You're a coward who never sullies his hands...\who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time.\Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror.\Damn! response:	All I did was create Wind and Void as offshoots of myself.
context: who only knows how to lay traps, nothing else.\So you must have been quite confident about your trick this time.\Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror.\Damn!\All I did was create Wind and Void as offshoots of myself. response:	And look at all the damage you suffered.
context: So you must have been quite confident about your trick this time.\Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror.\Damn!\All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered. response:	How pathetic.
context: Wind Tunnel, huh?\You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror.\Damn!\All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered.\How pathetic. response:	Offshoots?
context: You're free to do as you please and suck up everything in sight.\But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror.\Damn!\All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered.\How pathetic.\Offshoots? response:	So, Naraku's power has increased to the level of this kind of sorcery.
context: But monk, surely you are not that foolish?\The souls of Kagome and the villagers are locked in that mirror.\Damn!\All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered.\How pathetic.\Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery. response:	We've fought Kagura the Wind Sorceress once.
context: The souls of Kagome and the villagers are locked in that mirror.\Damn!\All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered.\How pathetic.\Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once. response:	But the other is Void? So it has no presence, no scent.
context: Damn!\All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered.\How pathetic.\Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent. response:	No wonder we didn't realize it until it was too late.
context: All I did was create Wind and Void as offshoots of myself.\And look at all the damage you suffered.\How pathetic.\Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late. response:	Inuyasha! Hang on! Inuyasha!
context: And look at all the damage you suffered.\How pathetic.\Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha! response:	Kirara.
context: How pathetic.\Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha!\Kirara. response:	Kirara, please take me.
context: Offshoots?\So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha!\Kirara.\Kirara, please take me. response:	Take me to Inuyasha.
context: So, Naraku's power has increased to the level of this kind of sorcery.\We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha!\Kirara.\Kirara, please take me.\Take me to Inuyasha. response:	Haven't we talked enough.
context: We've fought Kagura the Wind Sorceress once.\But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha!\Kirara.\Kirara, please take me.\Take me to Inuyasha.\Haven't we talked enough. response:	Shall we take Inuyasha's head with us then?
context: But the other is Void? So it has no presence, no scent.\No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha!\Kirara.\Kirara, please take me.\Take me to Inuyasha.\Haven't we talked enough.\Shall we take Inuyasha's head with us then? response:	No?
context: No wonder we didn't realize it until it was too late.\Inuyasha! Hang on! Inuyasha!\Kirara.\Kirara, please take me.\Take me to Inuyasha.\Haven't we talked enough.\Shall we take Inuyasha's head with us then?\No? response:	Weren't you going to tell that woman that Inuyasha has been killed?
context: Inuyasha! Hang on! Inuyasha!\Kirara.\Kirara, please take me.\Take me to Inuyasha.\Haven't we talked enough.\Shall we take Inuyasha's head with us then?\No?\Weren't you going to tell that woman that Inuyasha has been killed? response:	That's what I thought you wanted.
context: Kirara.\Kirara, please take me.\Take me to Inuyasha.\Haven't we talked enough.\Shall we take Inuyasha's head with us then?\No?\Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted. response:	True. It was only through that woman's cooperation...
context: Kirara, please take me.\Take me to Inuyasha.\Haven't we talked enough.\Shall we take Inuyasha's head with us then?\No?\Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted.\True. It was only through that woman's cooperation... response:	that I was able to create you and Kanna.
context: Take me to Inuyasha.\Haven't we talked enough.\Shall we take Inuyasha's head with us then?\No?\Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted.\True. It was only through that woman's cooperation...\that I was able to create you and Kanna. response:	I'd like to see her face when I show her Inuyasha's head.
context: Haven't we talked enough.\Shall we take Inuyasha's head with us then?\No?\Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted.\True. It was only through that woman's cooperation...\that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head. response:	What's the meaning of this?!
context: Shall we take Inuyasha's head with us then?\No?\Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted.\True. It was only through that woman's cooperation...\that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?! response:	Naraku's Sacred Jewel fragment is nearly whole!
context: No?\Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted.\True. It was only through that woman's cooperation...\that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole! response:	You mentioned earlier that I don't dirty my hands.
context: Weren't you going to tell that woman that Inuyasha has been killed?\That's what I thought you wanted.\True. It was only through that woman's cooperation...\that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands. response:	However, even at the top, there's someone higher up.
context: That's what I thought you wanted.\True. It was only through that woman's cooperation...\that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up. response:	There is a woman who used me, Naraku, in order to kill Inuyasha.
context: True. It was only through that woman's cooperation...\that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha. response:	Woman?
context: that I was able to create you and Kanna.\I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman? response:	It can't be!
context: I'd like to see her face when I show her Inuyasha's head.\What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman?\It can't be! response:	Some woman... this Kikyo.
context: What's the meaning of this?!\Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman?\It can't be!\Some woman... this Kikyo. response:	Kikyo?
context: Naraku's Sacred Jewel fragment is nearly whole!\You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman?\It can't be!\Some woman... this Kikyo.\Kikyo? response:	Oh, Inuyasha! You're alive!
context: You mentioned earlier that I don't dirty my hands.\However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman?\It can't be!\Some woman... this Kikyo.\Kikyo?\Oh, Inuyasha! You're alive! response:	Kikyo personally handed this Sacred Jewel fragment to me.
context: However, even at the top, there's someone higher up.\There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman?\It can't be!\Some woman... this Kikyo.\Kikyo?\Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me. response:	Kikyo?
context: There is a woman who used me, Naraku, in order to kill Inuyasha.\Woman?\It can't be!\Some woman... this Kikyo.\Kikyo?\Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo? response:	And she's eager to see your dead face!
context: Woman?\It can't be!\Some woman... this Kikyo.\Kikyo?\Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo?\And she's eager to see your dead face! response:	Shippo! Get down!
context: It can't be!\Some woman... this Kikyo.\Kikyo?\Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo?\And she's eager to see your dead face!\Shippo! Get down! response:	Miroku!
context: Some woman... this Kikyo.\Kikyo?\Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo?\And she's eager to see your dead face!\Shippo! Get down!\Miroku! response:	Hand over your head!
context: Kikyo?\Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo?\And she's eager to see your dead face!\Shippo! Get down!\Miroku!\Hand over your head! response:	Kagome's arrow!
context: Oh, Inuyasha! You're alive!\Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo?\And she's eager to see your dead face!\Shippo! Get down!\Miroku!\Hand over your head!\Kagome's arrow! response:	Kagome!!
context: Kikyo personally handed this Sacred Jewel fragment to me.\Kikyo?\And she's eager to see your dead face!\Shippo! Get down!\Miroku!\Hand over your head!\Kagome's arrow!\Kagome!! response:	That girl! Kanna, you failed!
context: Kikyo?\And she's eager to see your dead face!\Shippo! Get down!\Miroku!\Hand over your head!\Kagome's arrow!\Kagome!!\That girl! Kanna, you failed! response:	That girl is still moving!
context: And she's eager to see your dead face!\Shippo! Get down!\Miroku!\Hand over your head!\Kagome's arrow!\Kagome!!\That girl! Kanna, you failed!\That girl is still moving! response:	Her soul is spilling out of the mirror.
context: Shippo! Get down!\Miroku!\Hand over your head!\Kagome's arrow!\Kagome!!\That girl! Kanna, you failed!\That girl is still moving!\Her soul is spilling out of the mirror. response:	Does this girl have such a large soul?
context: Miroku!\Hand over your head!\Kagome's arrow!\Kagome!!\That girl! Kanna, you failed!\That girl is still moving!\Her soul is spilling out of the mirror.\Does this girl have such a large soul? response:	Kagome!
context: Hand over your head!\Kagome's arrow!\Kagome!!\That girl! Kanna, you failed!\That girl is still moving!\Her soul is spilling out of the mirror.\Does this girl have such a large soul?\Kagome! response:	I'm okay.
context: Kagome's arrow!\Kagome!!\That girl! Kanna, you failed!\That girl is still moving!\Her soul is spilling out of the mirror.\Does this girl have such a large soul?\Kagome!\I'm okay. response:	How is Inuyasha?
context: Kagome!!\That girl! Kanna, you failed!\That girl is still moving!\Her soul is spilling out of the mirror.\Does this girl have such a large soul?\Kagome!\I'm okay.\How is Inuyasha? response:	He's still breathing. But he's hurt all over and can't move.
context: That girl! Kanna, you failed!\That girl is still moving!\Her soul is spilling out of the mirror.\Does this girl have such a large soul?\Kagome!\I'm okay.\How is Inuyasha?\He's still breathing. But he's hurt all over and can't move. response:	Kagome.
context: That girl is still moving!\Her soul is spilling out of the mirror.\Does this girl have such a large soul?\Kagome!\I'm okay.\How is Inuyasha?\He's still breathing. But he's hurt all over and can't move.\Kagome. response:	I'm so glad... I'm so glad Inuyasha is alive.
context: Her soul is spilling out of the mirror.\Does this girl have such a large soul?\Kagome!\I'm okay.\How is Inuyasha?\He's still breathing. But he's hurt all over and can't move.\Kagome.\I'm so glad... I'm so glad Inuyasha is alive. response:	But how did this happen?
context: Does this girl have such a large soul?\Kagome!\I'm okay.\How is Inuyasha?\He's still breathing. But he's hurt all over and can't move.\Kagome.\I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen? response:	How did Naraku get a hold of that Sacred Jewel fragment?
context: Kagome!\I'm okay.\How is Inuyasha?\He's still breathing. But he's hurt all over and can't move.\Kagome.\I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment? response:	That's the very one that Kikyo stole away from me.
context: I'm okay.\How is Inuyasha?\He's still breathing. But he's hurt all over and can't move.\Kagome.\I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me. response:	It must have been Kikyo who gave Naraku that fragment!
context: How is Inuyasha?\He's still breathing. But he's hurt all over and can't move.\Kagome.\I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment! response:	Kikyo gave him the fragment which we all worked so hard to collect.
context: He's still breathing. But he's hurt all over and can't move.\Kagome.\I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect. response:	However...
context: Kagome.\I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect.\However... response:	Even after she did a dastardly thing, Inuyasha still loves Kikyo.
context: I'm so glad... I'm so glad Inuyasha is alive.\But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect.\However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo. response:	Even after being so badly wounded, he can't forget about Kikyo.
context: But how did this happen?\How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect.\However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo. response:	Woman, give this message to Inuyasha.
context: How did Naraku get a hold of that Sacred Jewel fragment?\That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect.\However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha. response:	If he must hate, hate Kikyo.
context: That's the very one that Kikyo stole away from me.\It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect.\However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha.\If he must hate, hate Kikyo. response:	Inuyasha's death is Kikyo's wish.
context: It must have been Kikyo who gave Naraku that fragment!\Kikyo gave him the fragment which we all worked so hard to collect.\However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha.\If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish. response:	Every time I listen to you. I start to feel...
context: Kikyo gave him the fragment which we all worked so hard to collect.\However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha.\If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel... response:	really sick!
context: However...\Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha.\If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel...\really sick! response:	Stop, Kagome!
context: Even after she did a dastardly thing, Inuyasha still loves Kikyo.\Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha.\If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel...\really sick!\Stop, Kagome! response:	Just as the Tetsusaiga was deflected, your arrow will be do!
context: Even after being so badly wounded, he can't forget about Kikyo.\Woman, give this message to Inuyasha.\If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel...\really sick!\Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do! response:	Don't worry.
context: Woman, give this message to Inuyasha.\If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel...\really sick!\Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry. response:	My arrow only goes after bad people!
context: If he must hate, hate Kikyo.\Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel...\really sick!\Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry.\My arrow only goes after bad people! response:	The arrow!
context: Inuyasha's death is Kikyo's wish.\Every time I listen to you. I start to feel...\really sick!\Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry.\My arrow only goes after bad people!\The arrow! response:	The sacred arrow is being swallowed up by the mirror!
context: Every time I listen to you. I start to feel...\really sick!\Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry.\My arrow only goes after bad people!\The arrow!\The sacred arrow is being swallowed up by the mirror! response:	I couldn't deflect Kagome's arrow.
context: really sick!\Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry.\My arrow only goes after bad people!\The arrow!\The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow. response:	What's wrong!? Why can't you deflect it?
context: Stop, Kagome!\Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry.\My arrow only goes after bad people!\The arrow!\The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it? response:	The arrow is made out of soul.
context: Just as the Tetsusaiga was deflected, your arrow will be do!\Don't worry.\My arrow only goes after bad people!\The arrow!\The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it?\The arrow is made out of soul. response:	The mirror is filled to the brim.
context: Don't worry.\My arrow only goes after bad people!\The arrow!\The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it?\The arrow is made out of soul.\The mirror is filled to the brim. response:	Unless the souls are released, the mirror will burst.
context: My arrow only goes after bad people!\The arrow!\The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it?\The arrow is made out of soul.\The mirror is filled to the brim.\Unless the souls are released, the mirror will burst. response:	Everyone has gotten their souls back!
context: The arrow!\The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it?\The arrow is made out of soul.\The mirror is filled to the brim.\Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back! response:	Miroku, the Wind Tunnel!
context: The sacred arrow is being swallowed up by the mirror!\I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it?\The arrow is made out of soul.\The mirror is filled to the brim.\Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back!\Miroku, the Wind Tunnel! response:	All right!
context: I couldn't deflect Kagome's arrow.\What's wrong!? Why can't you deflect it?\The arrow is made out of soul.\The mirror is filled to the brim.\Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back!\Miroku, the Wind Tunnel!\All right! response:	Master Miroku!
context: What's wrong!? Why can't you deflect it?\The arrow is made out of soul.\The mirror is filled to the brim.\Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back!\Miroku, the Wind Tunnel!\All right!\Master Miroku! response:	Take this!
context: The arrow is made out of soul.\The mirror is filled to the brim.\Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back!\Miroku, the Wind Tunnel!\All right!\Master Miroku!\Take this! response:	Wind Tunnel!
context: The mirror is filled to the brim.\Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back!\Miroku, the Wind Tunnel!\All right!\Master Miroku!\Take this!\Wind Tunnel! response:	To survive is scary, for everyone.
context: Unless the souls are released, the mirror will burst.\Everyone has gotten their souls back!\Miroku, the Wind Tunnel!\All right!\Master Miroku!\Take this!\Wind Tunnel!\To survive is scary, for everyone. response:	In my right hand is a hole that will suck up everything and anything.
context: Everyone has gotten their souls back!\Miroku, the Wind Tunnel!\All right!\Master Miroku!\Take this!\Wind Tunnel!\To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything. response:	In time, I, too, will be sucked up by this hole.
context: Miroku, the Wind Tunnel!\All right!\Master Miroku!\Take this!\Wind Tunnel!\To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole. response:	To live strong is very difficult.
context: All right!\Master Miroku!\Take this!\Wind Tunnel!\To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole.\To live strong is very difficult. response:	To overcome uncertainty is an enormous task.
context: Master Miroku!\Take this!\Wind Tunnel!\To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole.\To live strong is very difficult.\To overcome uncertainty is an enormous task. response:	They're swift to escape!
context: Take this!\Wind Tunnel!\To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole.\To live strong is very difficult.\To overcome uncertainty is an enormous task.\They're swift to escape! response:	We'll let you live for a while longer.
context: Wind Tunnel!\To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole.\To live strong is very difficult.\To overcome uncertainty is an enormous task.\They're swift to escape!\We'll let you live for a while longer. response:	The Sacred Jewel will continue to give me new powers.
context: To survive is scary, for everyone.\In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole.\To live strong is very difficult.\To overcome uncertainty is an enormous task.\They're swift to escape!\We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers. response:	Let us all enjoy it...
context: In my right hand is a hole that will suck up everything and anything.\In time, I, too, will be sucked up by this hole.\To live strong is very difficult.\To overcome uncertainty is an enormous task.\They're swift to escape!\We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers.\Let us all enjoy it... response:	the immeasurable power of the Sacred Jewel.
context: In time, I, too, will be sucked up by this hole.\To live strong is very difficult.\To overcome uncertainty is an enormous task.\They're swift to escape!\We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers.\Let us all enjoy it...\the immeasurable power of the Sacred Jewel. response:	Hey, what're we all doing in a place like this?
context: To live strong is very difficult.\To overcome uncertainty is an enormous task.\They're swift to escape!\We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers.\Let us all enjoy it...\the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this? response:	My mind is in a daze.
context: To overcome uncertainty is an enormous task.\They're swift to escape!\We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers.\Let us all enjoy it...\the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this?\My mind is in a daze. response:	You, too?
context: They're swift to escape!\We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers.\Let us all enjoy it...\the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this?\My mind is in a daze.\You, too? response:	Hey, cheer up, will you?
context: We'll let you live for a while longer.\The Sacred Jewel will continue to give me new powers.\Let us all enjoy it...\the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this?\My mind is in a daze.\You, too?\Hey, cheer up, will you? response:	Is what I'd like to say. But I guess not this time.
context: The Sacred Jewel will continue to give me new powers.\Let us all enjoy it...\the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this?\My mind is in a daze.\You, too?\Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time. response:	Naraku has collected nearly all of the Sacred Jewel fragments.
context: Let us all enjoy it...\the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this?\My mind is in a daze.\You, too?\Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments. response:	No, no! We can't be so weak!
context: the immeasurable power of the Sacred Jewel.\Hey, what're we all doing in a place like this?\My mind is in a daze.\You, too?\Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak! response:	It's all in how you see things.
context: Hey, what're we all doing in a place like this?\My mind is in a daze.\You, too?\Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak!\It's all in how you see things. response:	We fought a Naraku who has amassed such power...
context: My mind is in a daze.\You, too?\Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak!\It's all in how you see things.\We fought a Naraku who has amassed such power... response:	yet survived!
context: You, too?\Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak!\It's all in how you see things.\We fought a Naraku who has amassed such power...\yet survived! response:	That's something to be happy about!
context: Hey, cheer up, will you?\Is what I'd like to say. But I guess not this time.\Naraku has collected nearly all of the Sacred Jewel fragments.\No, no! We can't be so weak!\It's all in how you see things.\We fought a Naraku who has amassed such power...\yet survived!\That's something to be happy about! response:	Right, Kirara?
