context: The Second Plate response:	Episode 11
context: I'm not going to have any problems in the Stagiaire!\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\What?!\Here they come!\Wh...\What?! response:	Completely full in the blink of an eye?!
context: But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\What?!\Here they come!\Wh...\What?!\Completely full in the blink of an eye?! response:	Do you have your order?
context: They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\What?!\Here they come!\Wh...\What?!\Completely full in the blink of an eye?!\Do you have your order? response:	Please wait a moment.
context: dealing with an endless stream of orders, weren't they?\What?!\Here they come!\Wh...\What?!\Completely full in the blink of an eye?!\Do you have your order?\Please wait a moment. response:	A barrage of orders?!
context: What?!\Here they come!\Wh...\What?!\Completely full in the blink of an eye?!\Do you have your order?\Please wait a moment.\A barrage of orders?! response:	One Omelette A Set and another D Set.
context: Here they come!\Wh...\What?!\Completely full in the blink of an eye?!\Do you have your order?\Please wait a moment.\A barrage of orders?!\One Omelette A Set and another D Set. response:	Three Special Lunch Sets, please!
context: Wh...\What?!\Completely full in the blink of an eye?!\Do you have your order?\Please wait a moment.\A barrage of orders?!\One Omelette A Set and another D Set.\Three Special Lunch Sets, please! response:	I had no idea it'd be this bad...
context: What?!\Completely full in the blink of an eye?!\Do you have your order?\Please wait a moment.\A barrage of orders?!\One Omelette A Set and another D Set.\Three Special Lunch Sets, please!\I had no idea it'd be this bad... response:	Before, most of our customers used to be locals.
context: Completely full in the blink of an eye?!\Do you have your order?\Please wait a moment.\A barrage of orders?!\One Omelette A Set and another D Set.\Three Special Lunch Sets, please!\I had no idea it'd be this bad...\Before, most of our customers used to be locals. response:	Then our nearby train station became a bullet train stop.
context: Do you have your order?\Please wait a moment.\A barrage of orders?!\One Omelette A Set and another D Set.\Three Special Lunch Sets, please!\I had no idea it'd be this bad...\Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop. response:	All the people taking the bullet train now rush here,
context: Please wait a moment.\A barrage of orders?!\One Omelette A Set and another D Set.\Three Special Lunch Sets, please!\I had no idea it'd be this bad...\Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here, response:	place their orders, and ask to settle the check at once, so...
context: A barrage of orders?!\One Omelette A Set and another D Set.\Three Special Lunch Sets, please!\I had no idea it'd be this bad...\Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so... response:	So that's why they can't handle this.
context: One Omelette A Set and another D Set.\Three Special Lunch Sets, please!\I had no idea it'd be this bad...\Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so...\So that's why they can't handle this. response:	Hey, where's my order?
context: Three Special Lunch Sets, please!\I had no idea it'd be this bad...\Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so...\So that's why they can't handle this.\Hey, where's my order? response:	I need it soon.
context: I had no idea it'd be this bad...\Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so...\So that's why they can't handle this.\Hey, where's my order?\I need it soon. response:	Where are the A and D Sets?!
context: Before, most of our customers used to be locals.\Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so...\So that's why they can't handle this.\Hey, where's my order?\I need it soon.\Where are the A and D Sets?! response:	Hang on. It'll be five more minutes.
context: Then our nearby train station became a bullet train stop.\All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so...\So that's why they can't handle this.\Hey, where's my order?\I need it soon.\Where are the A and D Sets?!\Hang on. It'll be five more minutes. response:	We need to wash dishes!
context: All the people taking the bullet train now rush here,\place their orders, and ask to settle the check at once, so...\So that's why they can't handle this.\Hey, where's my order?\I need it soon.\Where are the A and D Sets?!\Hang on. It'll be five more minutes.\We need to wash dishes! response:	We don't have time right now.
context: place their orders, and ask to settle the check at once, so...\So that's why they can't handle this.\Hey, where's my order?\I need it soon.\Where are the A and D Sets?!\Hang on. It'll be five more minutes.\We need to wash dishes!\We don't have time right now. response:	We don't have enough clean dishes!
context: So that's why they can't handle this.\Hey, where's my order?\I need it soon.\Where are the A and D Sets?!\Hang on. It'll be five more minutes.\We need to wash dishes!\We don't have time right now.\We don't have enough clean dishes! response:	I-I'll do it!
context: Hey, where's my order?\I need it soon.\Where are the A and D Sets?!\Hang on. It'll be five more minutes.\We need to wash dishes!\We don't have time right now.\We don't have enough clean dishes!\I-I'll do it! response:	Oh, c'mon!
context: I need it soon.\Where are the A and D Sets?!\Hang on. It'll be five more minutes.\We need to wash dishes!\We don't have time right now.\We don't have enough clean dishes!\I-I'll do it!\Oh, c'mon! response:	I'll have to run to catch my train!
context: Where are the A and D Sets?!\Hang on. It'll be five more minutes.\We need to wash dishes!\We don't have time right now.\We don't have enough clean dishes!\I-I'll do it!\Oh, c'mon!\I'll have to run to catch my train! response:	Please come again!
context: Hang on. It'll be five more minutes.\We need to wash dishes!\We don't have time right now.\We don't have enough clean dishes!\I-I'll do it!\Oh, c'mon!\I'll have to run to catch my train!\Please come again! response:	Again!
context: We need to wash dishes!\We don't have time right now.\We don't have enough clean dishes!\I-I'll do it!\Oh, c'mon!\I'll have to run to catch my train!\Please come again!\Again! response:	Here they come!
context: We don't have time right now.\We don't have enough clean dishes!\I-I'll do it!\Oh, c'mon!\I'll have to run to catch my train!\Please come again!\Again!\Here they come! response:	The next wave, right as I thought we finally had things handled!
context: We don't have enough clean dishes!\I-I'll do it!\Oh, c'mon!\I'll have to run to catch my train!\Please come again!\Again!\Here they come!\The next wave, right as I thought we finally had things handled! response:	This is like a battlefield!
context: I-I'll do it!\Oh, c'mon!\I'll have to run to catch my train!\Please come again!\Again!\Here they come!\The next wave, right as I thought we finally had things handled!\This is like a battlefield! response:	There isn't a moment's rest between each wave!
context: Oh, c'mon!\I'll have to run to catch my train!\Please come again!\Again!\Here they come!\The next wave, right as I thought we finally had things handled!\This is like a battlefield!\There isn't a moment's rest between each wave! response:	Here are some orders!
context: I'll have to run to catch my train!\Please come again!\Again!\Here they come!\The next wave, right as I thought we finally had things handled!\This is like a battlefield!\There isn't a moment's rest between each wave!\Here are some orders! response:	Table 1 wants a special sandwich,
context: Please come again!\Again!\Here they come!\The next wave, right as I thought we finally had things handled!\This is like a battlefield!\There isn't a moment's rest between each wave!\Here are some orders!\Table 1 wants a special sandwich, response:	two French toasts,
context: Again!\Here they come!\The next wave, right as I thought we finally had things handled!\This is like a battlefield!\There isn't a moment's rest between each wave!\Here are some orders!\Table 1 wants a special sandwich,\two French toasts, response:	and three coffees.
context: Here they come!\The next wave, right as I thought we finally had things handled!\This is like a battlefield!\There isn't a moment's rest between each wave!\Here are some orders!\Table 1 wants a special sandwich,\two French toasts,\and three coffees. response:	The coffee should be after their meal!
context: The next wave, right as I thought we finally had things handled!\This is like a battlefield!\There isn't a moment's rest between each wave!\Here are some orders!\Table 1 wants a special sandwich,\two French toasts,\and three coffees.\The coffee should be after their meal! response:	Table 3 wants two beef stews,
context: This is like a battlefield!\There isn't a moment's rest between each wave!\Here are some orders!\Table 1 wants a special sandwich,\two French toasts,\and three coffees.\The coffee should be after their meal!\Table 3 wants two beef stews, response:	two Napolitans,
context: There isn't a moment's rest between each wave!\Here are some orders!\Table 1 wants a special sandwich,\two French toasts,\and three coffees.\The coffee should be after their meal!\Table 3 wants two beef stews,\two Napolitans, response:	one coffee, two iced coffees,
context: Here are some orders!\Table 1 wants a special sandwich,\two French toasts,\and three coffees.\The coffee should be after their meal!\Table 3 wants two beef stews,\two Napolitans,\one coffee, two iced coffees, response:	and one melon soda.
context: Table 1 wants a special sandwich,\two French toasts,\and three coffees.\The coffee should be after their meal!\Table 3 wants two beef stews,\two Napolitans,\one coffee, two iced coffees,\and one melon soda. response:	The Napolitans should have no green peppers!
context: two French toasts,\and three coffees.\The coffee should be after their meal!\Table 3 wants two beef stews,\two Napolitans,\one coffee, two iced coffees,\and one melon soda.\The Napolitans should have no green peppers! response:	The food's kind of slow.
context: and three coffees.\The coffee should be after their meal!\Table 3 wants two beef stews,\two Napolitans,\one coffee, two iced coffees,\and one melon soda.\The Napolitans should have no green peppers!\The food's kind of slow. response:	I'm not going to make the train at this rate.
context: The coffee should be after their meal!\Table 3 wants two beef stews,\two Napolitans,\one coffee, two iced coffees,\and one melon soda.\The Napolitans should have no green peppers!\The food's kind of slow.\I'm not going to make the train at this rate. response:	Arato, can you handle the customers?
context: Table 3 wants two beef stews,\two Napolitans,\one coffee, two iced coffees,\and one melon soda.\The Napolitans should have no green peppers!\The food's kind of slow.\I'm not going to make the train at this rate.\Arato, can you handle the customers? response:	Huh?
context: two Napolitans,\one coffee, two iced coffees,\and one melon soda.\The Napolitans should have no green peppers!\The food's kind of slow.\I'm not going to make the train at this rate.\Arato, can you handle the customers?\Huh? response:	Table 4's order is up, including the Napolitan!
context: one coffee, two iced coffees,\and one melon soda.\The Napolitans should have no green peppers!\The food's kind of slow.\I'm not going to make the train at this rate.\Arato, can you handle the customers?\Huh?\Table 4's order is up, including the Napolitan! response:	Wow.
context: and one melon soda.\The Napolitans should have no green peppers!\The food's kind of slow.\I'm not going to make the train at this rate.\Arato, can you handle the customers?\Huh?\Table 4's order is up, including the Napolitan!\Wow. response:	Hey!
context: The Napolitans should have no green peppers!\The food's kind of slow.\I'm not going to make the train at this rate.\Arato, can you handle the customers?\Huh?\Table 4's order is up, including the Napolitan!\Wow.\Hey! response:	I ordered a cheeseburger with cheddar!
context: The food's kind of slow.\I'm not going to make the train at this rate.\Arato, can you handle the customers?\Huh?\Table 4's order is up, including the Napolitan!\Wow.\Hey!\I ordered a cheeseburger with cheddar! response:	I'm so sorry.
context: I'm not going to make the train at this rate.\Arato, can you handle the customers?\Huh?\Table 4's order is up, including the Napolitan!\Wow.\Hey!\I ordered a cheeseburger with cheddar!\I'm so sorry. response:	We'll make the right o
context: Arato, can you handle the customers?\Huh?\Table 4's order is up, including the Napolitan!\Wow.\Hey!\I ordered a cheeseburger with cheddar!\I'm so sorry.\We'll make the right o response:	Forget it!
context: Huh?\Table 4's order is up, including the Napolitan!\Wow.\Hey!\I ordered a cheeseburger with cheddar!\I'm so sorry.\We'll make the right o\Forget it! response:	I'd be late!
context: Table 4's order is up, including the Napolitan!\Wow.\Hey!\I ordered a cheeseburger with cheddar!\I'm so sorry.\We'll make the right o\Forget it!\I'd be late! response:	Arato!
context: Wow.\Hey!\I ordered a cheeseburger with cheddar!\I'm so sorry.\We'll make the right o\Forget it!\I'd be late!\Arato! response:	There's bad communication between the kitchen and the servers.
context: Hey!\I ordered a cheeseburger with cheddar!\I'm so sorry.\We'll make the right o\Forget it!\I'd be late!\Arato!\There's bad communication between the kitchen and the servers. response:	Can you go check it out?
context: I ordered a cheeseburger with cheddar!\I'm so sorry.\We'll make the right o\Forget it!\I'd be late!\Arato!\There's bad communication between the kitchen and the servers.\Can you go check it out? response:	No way. Giving me orders?
context: I'm so sorry.\We'll make the right o\Forget it!\I'd be late!\Arato!\There's bad communication between the kitchen and the servers.\Can you go check it out?\No way. Giving me orders? response:	Who does he think he is?!
context: We'll make the right o\Forget it!\I'd be late!\Arato!\There's bad communication between the kitchen and the servers.\Can you go check it out?\No way. Giving me orders?\Who does he think he is?! response:	Everything about you... is too small.
context: Forget it!\I'd be late!\Arato!\There's bad communication between the kitchen and the servers.\Can you go check it out?\No way. Giving me orders?\Who does he think he is?!\Everything about you... is too small. response:	But what you said...
context: I'd be late!\Arato!\There's bad communication between the kitchen and the servers.\Can you go check it out?\No way. Giving me orders?\Who does he think he is?!\Everything about you... is too small.\But what you said... response:	They were all situations that didn't involve
context: Arato!\There's bad communication between the kitchen and the servers.\Can you go check it out?\No way. Giving me orders?\Who does he think he is?!\Everything about you... is too small.\But what you said...\They were all situations that didn't involve response:	dealing with an endless stream of orders, weren't they?
context: There's bad communication between the kitchen and the servers.\Can you go check it out?\No way. Giving me orders?\Who does he think he is?!\Everything about you... is too small.\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they? response:	I can't show my face to Erina-sama.
context: Can you go check it out?\No way. Giving me orders?\Who does he think he is?!\Everything about you... is too small.\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama. response:	Damn it!
context: No way. Giving me orders?\Who does he think he is?!\Everything about you... is too small.\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama.\Damn it! response:	Thank you so much!
context: Who does he think he is?!\Everything about you... is too small.\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama.\Damn it!\Thank you so much! response:	It's over!
context: Everything about you... is too small.\But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama.\Damn it!\Thank you so much!\It's over! response:	We made it through!
context: But what you said...\They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama.\Damn it!\Thank you so much!\It's over!\We made it through! response:	That was wonderful!
context: They were all situations that didn't involve\dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama.\Damn it!\Thank you so much!\It's over!\We made it through!\That was wonderful! response:	Without you, we wouldn't have made it!
context: dealing with an endless stream of orders, weren't they?\I can't show my face to Erina-sama.\Damn it!\Thank you so much!\It's over!\We made it through!\That was wonderful!\Without you, we wouldn't have made it! response:	Yeah, it was amazing!
context: I can't show my face to Erina-sama.\Damn it!\Thank you so much!\It's over!\We made it through!\That was wonderful!\Without you, we wouldn't have made it!\Yeah, it was amazing! response:	Totsuki's students sure are different.
context: Damn it!\Thank you so much!\It's over!\We made it through!\That was wonderful!\Without you, we wouldn't have made it!\Yeah, it was amazing!\Totsuki's students sure are different. response:	Yes. He has practical experience, as well.
context: Thank you so much!\It's over!\We made it through!\That was wonderful!\Without you, we wouldn't have made it!\Yeah, it was amazing!\Totsuki's students sure are different.\Yes. He has practical experience, as well. response:	What? We're talking about you, too!
context: It's over!\We made it through!\That was wonderful!\Without you, we wouldn't have made it!\Yeah, it was amazing!\Totsuki's students sure are different.\Yes. He has practical experience, as well.\What? We're talking about you, too! response:	By dinnertime, you were all up to speed!
context: We made it through!\That was wonderful!\Without you, we wouldn't have made it!\Yeah, it was amazing!\Totsuki's students sure are different.\Yes. He has practical experience, as well.\What? We're talking about you, too!\By dinnertime, you were all up to speed! response:	You're a quick learner, and flexible, too!
context: That was wonderful!\Without you, we wouldn't have made it!\Yeah, it was amazing!\Totsuki's students sure are different.\Yes. He has practical experience, as well.\What? We're talking about you, too!\By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too! response:	You were a huge help.
context: Without you, we wouldn't have made it!\Yeah, it was amazing!\Totsuki's students sure are different.\Yes. He has practical experience, as well.\What? We're talking about you, too!\By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too!\You were a huge help. response:	Th-Thank you.
context: Yeah, it was amazing!\Totsuki's students sure are different.\Yes. He has practical experience, as well.\What? We're talking about you, too!\By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too!\You were a huge help.\Th-Thank you. response:	What was that for?! How rude!
context: Totsuki's students sure are different.\Yes. He has practical experience, as well.\What? We're talking about you, too!\By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too!\You were a huge help.\Th-Thank you.\What was that for?! How rude! response:	Good work.
context: Yes. He has practical experience, as well.\What? We're talking about you, too!\By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too!\You were a huge help.\Th-Thank you.\What was that for?! How rude!\Good work. response:	Keep up the good work tomorrow, too, Arato!
context: What? We're talking about you, too!\By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too!\You were a huge help.\Th-Thank you.\What was that for?! How rude!\Good work.\Keep up the good work tomorrow, too, Arato! response:	Don't give me orders!
context: By dinnertime, you were all up to speed!\You're a quick learner, and flexible, too!\You were a huge help.\Th-Thank you.\What was that for?! How rude!\Good work.\Keep up the good work tomorrow, too, Arato!\Don't give me orders! response:	Yeah, yeah. Got it.
context: You're a quick learner, and flexible, too!\You were a huge help.\Th-Thank you.\What was that for?! How rude!\Good work.\Keep up the good work tomorrow, too, Arato!\Don't give me orders!\Yeah, yeah. Got it. response:	I refuse.
context: You were a huge help.\Th-Thank you.\What was that for?! How rude!\Good work.\Keep up the good work tomorrow, too, Arato!\Don't give me orders!\Yeah, yeah. Got it.\I refuse. response:	French Restaurant Excellent Head Chef Kasayama
context: Th-Thank you.\What was that for?! How rude!\Good work.\Keep up the good work tomorrow, too, Arato!\Don't give me orders!\Yeah, yeah. Got it.\I refuse.\French Restaurant Excellent Head Chef Kasayama response:	What did you say?
context: What was that for?! How rude!\Good work.\Keep up the good work tomorrow, too, Arato!\Don't give me orders!\Yeah, yeah. Got it.\I refuse.\French Restaurant Excellent Head Chef Kasayama\What did you say? response:	I am saying that I won't wash dishes or anything of that sort.
context: Good work.\Keep up the good work tomorrow, too, Arato!\Don't give me orders!\Yeah, yeah. Got it.\I refuse.\French Restaurant Excellent Head Chef Kasayama\What did you say?\I am saying that I won't wash dishes or anything of that sort. response:	I believe delegating trivial tasks to me
context: Keep up the good work tomorrow, too, Arato!\Don't give me orders!\Yeah, yeah. Got it.\I refuse.\French Restaurant Excellent Head Chef Kasayama\What did you say?\I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me response:	is nothing other than a foolish error in judgment.
context: Don't give me orders!\Yeah, yeah. Got it.\I refuse.\French Restaurant Excellent Head Chef Kasayama\What did you say?\I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment. response:	You're just a student. Get over yourself.
context: Yeah, yeah. Got it.\I refuse.\French Restaurant Excellent Head Chef Kasayama\What did you say?\I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment.\You're just a student. Get over yourself. response:	Soma-kun! Things are looking rocky on my end!
context: I refuse.\French Restaurant Excellent Head Chef Kasayama\What did you say?\I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment.\You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end! response:	Third Day of Training
context: French Restaurant Excellent Head Chef Kasayama\What did you say?\I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment.\You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end!\Third Day of Training response:	Man, you were a huge help today, too.
context: What did you say?\I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment.\You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end!\Third Day of Training\Man, you were a huge help today, too. response:	It was a great idea to accept residents.
context: I am saying that I won't wash dishes or anything of that sort.\I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment.\You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end!\Third Day of Training\Man, you were a huge help today, too.\It was a great idea to accept residents. response:	Is that a photo of this restaurant?
context: I believe delegating trivial tasks to me\is nothing other than a foolish error in judgment.\You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end!\Third Day of Training\Man, you were a huge help today, too.\It was a great idea to accept residents.\Is that a photo of this restaurant? response:	Yeah.
context: is nothing other than a foolish error in judgment.\You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end!\Third Day of Training\Man, you were a huge help today, too.\It was a great idea to accept residents.\Is that a photo of this restaurant?\Yeah. response:	It's from back when my dad used to be the chef.
context: You're just a student. Get over yourself.\Soma-kun! Things are looking rocky on my end!\Third Day of Training\Man, you were a huge help today, too.\It was a great idea to accept residents.\Is that a photo of this restaurant?\Yeah.\It's from back when my dad used to be the chef. response:	I still remember how he was worshiped by all the local regulars.
context: Soma-kun! Things are looking rocky on my end!\Third Day of Training\Man, you were a huge help today, too.\It was a great idea to accept residents.\Is that a photo of this restaurant?\Yeah.\It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars. response:	Your restaurant does have a wide selection,
context: Third Day of Training\Man, you were a huge help today, too.\It was a great idea to accept residents.\Is that a photo of this restaurant?\Yeah.\It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection, response:	and you season your dishes very carefully.
context: Man, you were a huge help today, too.\It was a great idea to accept residents.\Is that a photo of this restaurant?\Yeah.\It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection,\and you season your dishes very carefully. response:	Yeah.
context: It was a great idea to accept residents.\Is that a photo of this restaurant?\Yeah.\It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection,\and you season your dishes very carefully.\Yeah. response:	That's about the only thing I'm proud of!
context: Is that a photo of this restaurant?\Yeah.\It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection,\and you season your dishes very carefully.\Yeah.\That's about the only thing I'm proud of! response:	I want to try my best to work toward that ideal restaurant from the past.
context: Yeah.\It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection,\and you season your dishes very carefully.\Yeah.\That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past. response:	What're you slacking for, Yukihira Soma?
context: It's from back when my dad used to be the chef.\I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection,\and you season your dishes very carefully.\Yeah.\That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma? response:	We're not done cleaning yet!
context: I still remember how he was worshiped by all the local regulars.\Your restaurant does have a wide selection,\and you season your dishes very carefully.\Yeah.\That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma?\We're not done cleaning yet! response:	Is this good enough?
context: Your restaurant does have a wide selection,\and you season your dishes very carefully.\Yeah.\That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma?\We're not done cleaning yet!\Is this good enough? response:	Leaving a visible mark...
context: and you season your dishes very carefully.\Yeah.\That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma?\We're not done cleaning yet!\Is this good enough?\Leaving a visible mark... response:	Is this what it means?
context: Yeah.\That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma?\We're not done cleaning yet!\Is this good enough?\Leaving a visible mark...\Is this what it means? response:	What are you talking about?
context: That's about the only thing I'm proud of!\I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma?\We're not done cleaning yet!\Is this good enough?\Leaving a visible mark...\Is this what it means?\What are you talking about? response:	The program's going quite well.
context: I want to try my best to work toward that ideal restaurant from the past.\What're you slacking for, Yukihira Soma?\We're not done cleaning yet!\Is this good enough?\Leaving a visible mark...\Is this what it means?\What are you talking about?\The program's going quite well. response:	Well, I guess.
context: What're you slacking for, Yukihira Soma?\We're not done cleaning yet!\Is this good enough?\Leaving a visible mark...\Is this what it means?\What are you talking about?\The program's going quite well.\Well, I guess. response:	By the way, I wonder how the others are doing?
context: We're not done cleaning yet!\Is this good enough?\Leaving a visible mark...\Is this what it means?\What are you talking about?\The program's going quite well.\Well, I guess.\By the way, I wonder how the others are doing? response:	I wonder what kind of restaurants they ended up in?
context: Is this good enough?\Leaving a visible mark...\Is this what it means?\What are you talking about?\The program's going quite well.\Well, I guess.\By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in? response:	I'm sure Erina-sama is doing well,
context: Leaving a visible mark...\Is this what it means?\What are you talking about?\The program's going quite well.\Well, I guess.\By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well, response:	even without me.
context: Is this what it means?\What are you talking about?\The program's going quite well.\Well, I guess.\By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well,\even without me. response:	Wonderful, Chef!
context: What are you talking about?\The program's going quite well.\Well, I guess.\By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well,\even without me.\Wonderful, Chef! response:	The dishes have been refined above and beyond what they used to be!
context: The program's going quite well.\Well, I guess.\By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well,\even without me.\Wonderful, Chef!\The dishes have been refined above and beyond what they used to be! response:	The redesigned course menu is novel and bold, too! Perfect!
context: Well, I guess.\By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well,\even without me.\Wonderful, Chef!\The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect! response:	With this, you'll get a Michelin star next year for sure!
context: By the way, I wonder how the others are doing?\I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well,\even without me.\Wonderful, Chef!\The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure! response:	Th-Thank you, it's an honor...
context: I wonder what kind of restaurants they ended up in?\I'm sure Erina-sama is doing well,\even without me.\Wonderful, Chef!\The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor... response:	Erina-sama, please check the taste!
context: I'm sure Erina-sama is doing well,\even without me.\Wonderful, Chef!\The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor...\Erina-sama, please check the taste! response:	Erina-sama, sorry to keep you waiting on the prep work!
context: even without me.\Wonderful, Chef!\The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor...\Erina-sama, please check the taste!\Erina-sama, sorry to keep you waiting on the prep work! response:	Saucier, you are 50 seconds behind schedule.
context: Wonderful, Chef!\The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor...\Erina-sama, please check the taste!\Erina-sama, sorry to keep you waiting on the prep work!\Saucier, you are 50 seconds behind schedule. response:	Sorry!
context: The dishes have been refined above and beyond what they used to be!\The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor...\Erina-sama, please check the taste!\Erina-sama, sorry to keep you waiting on the prep work!\Saucier, you are 50 seconds behind schedule.\Sorry! response:	Good.
context: The redesigned course menu is novel and bold, too! Perfect!\With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor...\Erina-sama, please check the taste!\Erina-sama, sorry to keep you waiting on the prep work!\Saucier, you are 50 seconds behind schedule.\Sorry!\Good. response:	Please serve it to the customers.
context: With this, you'll get a Michelin star next year for sure!\Th-Thank you, it's an honor...\Erina-sama, please check the taste!\Erina-sama, sorry to keep you waiting on the prep work!\Saucier, you are 50 seconds behind schedule.\Sorry!\Good.\Please serve it to the customers. response:	Yes, ma'am!
context: Th-Thank you, it's an honor...\Erina-sama, please check the taste!\Erina-sama, sorry to keep you waiting on the prep work!\Saucier, you are 50 seconds behind schedule.\Sorry!\Good.\Please serve it to the customers.\Yes, ma'am! response:	My castle... was taken over... by that little bitch
