context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: This is Kunlun Mountain. You are the Ghost Realm's Second Prince.\Your powers would naturally be suppressed.\There is nothing to be embarrassed about.\A-Yin, thank you for coming to see me.\After being imprisoned by Father, although I braved the chance to see you\when I think of it\even I look down on myself.\You are the 17th disciple of Kunlun Mountain response:	and also a high immortal respected throughout the world.
context: Your powers would naturally be suppressed.\There is nothing to be embarrassed about.\A-Yin, thank you for coming to see me.\After being imprisoned by Father, although I braved the chance to see you\when I think of it\even I look down on myself.\You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world. response:	Who am I to deserve another chance to see you?
context: There is nothing to be embarrassed about.\A-Yin, thank you for coming to see me.\After being imprisoned by Father, although I braved the chance to see you\when I think of it\even I look down on myself.\You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you? response:	Don't think about those things now.
context: A-Yin, thank you for coming to see me.\After being imprisoned by Father, although I braved the chance to see you\when I think of it\even I look down on myself.\You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you?\Don't think about those things now. response:	The phoenix has been taken away. You can recuperate here.
context: After being imprisoned by Father, although I braved the chance to see you\when I think of it\even I look down on myself.\You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you?\Don't think about those things now.\The phoenix has been taken away. You can recuperate here. response:	I'll go get some more hot water for you.
context: when I think of it\even I look down on myself.\You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you?\Don't think about those things now.\The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you. response:	A-Yin.
context: even I look down on myself.\You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you?\Don't think about those things now.\The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you.\A-Yin. response:	What do I do if I want to see you again?
context: You are the 17th disciple of Kunlun Mountain\and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you?\Don't think about those things now.\The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you.\A-Yin.\What do I do if I want to see you again? response:	See me?
context: and also a high immortal respected throughout the world.\Who am I to deserve another chance to see you?\Don't think about those things now.\The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you.\A-Yin.\What do I do if I want to see you again?\See me? response:	You have to at least give me a way to enter Kunlun Mountain.
context: Who am I to deserve another chance to see you?\Don't think about those things now.\The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you.\A-Yin.\What do I do if I want to see you again?\See me?\You have to at least give me a way to enter Kunlun Mountain. response:	With this talisman, you'll be able to freely come and go from Kunlun Mountain.
context: Don't think about those things now.\The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you.\A-Yin.\What do I do if I want to see you again?\See me?\You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain. response:	By the way, nobody on Kunlun Mountain knows I am a woman.
context: The phoenix has been taken away. You can recuperate here.\I'll go get some more hot water for you.\A-Yin.\What do I do if I want to see you again?\See me?\You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman. response:	So, you have to be careful.
context: I'll go get some more hot water for you.\A-Yin.\What do I do if I want to see you again?\See me?\You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful. response:	Don't let my fellow disciples know.
context: A-Yin.\What do I do if I want to see you again?\See me?\You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful.\Don't let my fellow disciples know. response:	Xuan Nu, you came at the right time. Come with me.
context: What do I do if I want to see you again?\See me?\You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful.\Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me. response:	Look, your mother has come to visit you.
context: See me?\You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful.\Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you. response:	Unfilial daughter.
context: You have to at least give me a way to enter Kunlun Mountain.\With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful.\Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you.\Unfilial daughter. response:	You actually came to Kunlun Mountain to flee your marriage.
context: With this talisman, you'll be able to freely come and go from Kunlun Mountain.\By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful.\Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you.\Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage. response:	Come back with me. Don't embarrass your sister any longer.
context: By the way, nobody on Kunlun Mountain knows I am a woman.\So, you have to be careful.\Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you.\Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer. response:	I'm not going back! I'm not going to marry that black bear spirit.
context: So, you have to be careful.\Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you.\Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit. response:	Do you think you are your sister?
context: Don't let my fellow disciples know.\Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you.\Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister? response:	She was born from the legal wife
context: Xuan Nu, you came at the right time. Come with me.\Look, your mother has come to visit you.\Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister?\She was born from the legal wife response:	so naturally, she could marry into Qing Qiu's Bai family.
context: Look, your mother has come to visit you.\Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister?\She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family. response:	Your mother is a concubine. Do you understand?
context: Unfilial daughter.\You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister?\She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand? response:	If you are so arrogant, you will only be causing yourself harm in the future.
context: You actually came to Kunlun Mountain to flee your marriage.\Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister?\She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future. response:	Senior, please help me!
context: Come back with me. Don't embarrass your sister any longer.\I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister?\She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me! response:	If I don't find someone I like, I would rather not marry!
context: I'm not going back! I'm not going to marry that black bear spirit.\Do you think you are your sister?\She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me!\If I don't find someone I like, I would rather not marry! response:	You...
context: Do you think you are your sister?\She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me!\If I don't find someone I like, I would rather not marry!\You... response:	Madam, look at how opposed to this marriage your daughter is.
context: She was born from the legal wife\so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me!\If I don't find someone I like, I would rather not marry!\You...\Madam, look at how opposed to this marriage your daughter is. response:	Why don't you just let it go?
context: so naturally, she could marry into Qing Qiu's Bai family.\Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me!\If I don't find someone I like, I would rather not marry!\You...\Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go? response:	You...
context: Your mother is a concubine. Do you understand?\If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me!\If I don't find someone I like, I would rather not marry!\You...\Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go?\You... response:	Daoist priest, I am her mother.
context: If you are so arrogant, you will only be causing yourself harm in the future.\Senior, please help me!\If I don't find someone I like, I would rather not marry!\You...\Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go?\You...\Daoist priest, I am her mother. response:	It is in my right to take her home and marry her off.
context: Senior, please help me!\If I don't find someone I like, I would rather not marry!\You...\Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go?\You...\Daoist priest, I am her mother.\It is in my right to take her home and marry her off. response:	Although you are Mo Yuan's disciple
context: If I don't find someone I like, I would rather not marry!\You...\Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go?\You...\Daoist priest, I am her mother.\It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple response:	a high immortal revered throughout the four seas
context: You...\Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go?\You...\Daoist priest, I am her mother.\It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas response:	isn't it unreasonable for you to interfere?
context: Madam, look at how opposed to this marriage your daughter is.\Why don't you just let it go?\You...\Daoist priest, I am her mother.\It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere? response:	If this marriage arrangement is delayed
context: Why don't you just let it go?\You...\Daoist priest, I am her mother.\It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed response:	I wonder if you would be able to bear the consequences?
context: You...\Daoist priest, I am her mother.\It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences? response:	May I ask what your identity was before you came to Kunlun Mountain?
context: Daoist priest, I am her mother.\It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain? response:	My senior had quite the influential status.
context: It is in my right to take her home and marry her off.\Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status. response:	He is the second prince of West Sea.
context: Although you are Mo Yuan's disciple\a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status.\He is the second prince of West Sea. response:	Does he have a marriage arrangement?
context: a high immortal revered throughout the four seas\isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status.\He is the second prince of West Sea.\Does he have a marriage arrangement? response:	No.
context: isn't it unreasonable for you to interfere?\If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status.\He is the second prince of West Sea.\Does he have a marriage arrangement?\No. response:	So your interference just now means you are interested in my daughter?
context: If this marriage arrangement is delayed\I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status.\He is the second prince of West Sea.\Does he have a marriage arrangement?\No.\So your interference just now means you are interested in my daughter? response:	- Who can say? - Who knows?
context: I wonder if you would be able to bear the consequences?\May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status.\He is the second prince of West Sea.\Does he have a marriage arrangement?\No.\So your interference just now means you are interested in my daughter?\- Who can say? - Who knows? response:	You two stop the nonsense.
context: May I ask what your identity was before you came to Kunlun Mountain?\My senior had quite the influential status.\He is the second prince of West Sea.\Does he have a marriage arrangement?\No.\So your interference just now means you are interested in my daughter?\- Who can say? - Who knows?\You two stop the nonsense. response:	- Madam, listen to me- - Madam.
context: My senior had quite the influential status.\He is the second prince of West Sea.\Does he have a marriage arrangement?\No.\So your interference just now means you are interested in my daughter?\- Who can say? - Who knows?\You two stop the nonsense.\- Madam, listen to me- - Madam. response:	Madam, look. It has just started. You can't tear them apart.
context: He is the second prince of West Sea.\Does he have a marriage arrangement?\No.\So your interference just now means you are interested in my daughter?\- Who can say? - Who knows?\You two stop the nonsense.\- Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart. response:	- Let them have some time together. - That's right.
context: Does he have a marriage arrangement?\No.\So your interference just now means you are interested in my daughter?\- Who can say? - Who knows?\You two stop the nonsense.\- Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right. response:	Senior is one of respected stature.
context: No.\So your interference just now means you are interested in my daughter?\- Who can say? - Who knows?\You two stop the nonsense.\- Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right.\Senior is one of respected stature. response:	It's inappropriate to ask him directly. It's not good.
context: So your interference just now means you are interested in my daughter?\- Who can say? - Who knows?\You two stop the nonsense.\- Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right.\Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good. response:	When the two really become a pair
context: - Who can say? - Who knows?\You two stop the nonsense.\- Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right.\Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good.\When the two really become a pair response:	are you afraid Senior wouldn't come asking for her hand in marriage?
context: You two stop the nonsense.\- Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right.\Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good.\When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage? response:	That's why I say you should let Xuan Nu stay here a bit longer.
context: - Madam, listen to me- - Madam.\Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right.\Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good.\When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer. response:	- Then... - There will eventually be good news.
context: Madam, look. It has just started. You can't tear them apart.\- Let them have some time together. - That's right.\Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good.\When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news. response:	Yes.
context: - Let them have some time together. - That's right.\Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good.\When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news.\Yes. response:	That sets my mind at ease then.
context: Senior is one of respected stature.\It's inappropriate to ask him directly. It's not good.\When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news.\Yes.\That sets my mind at ease then. response:	- Madam, take care. - Madam, take care.
context: It's inappropriate to ask him directly. It's not good.\When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news.\Yes.\That sets my mind at ease then.\- Madam, take care. - Madam, take care. response:	Madam, take care.
context: When the two really become a pair\are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news.\Yes.\That sets my mind at ease then.\- Madam, take care. - Madam, take care.\Madam, take care. response:	Have you two had enough?
context: are you afraid Senior wouldn't come asking for her hand in marriage?\That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news.\Yes.\That sets my mind at ease then.\- Madam, take care. - Madam, take care.\Madam, take care.\Have you two had enough? response:	It was an urgent situation, Senior.
context: That's why I say you should let Xuan Nu stay here a bit longer.\- Then... - There will eventually be good news.\Yes.\That sets my mind at ease then.\- Madam, take care. - Madam, take care.\Madam, take care.\Have you two had enough?\It was an urgent situation, Senior. response:	Yes.
context: - Then... - There will eventually be good news.\Yes.\That sets my mind at ease then.\- Madam, take care. - Madam, take care.\Madam, take care.\Have you two had enough?\It was an urgent situation, Senior.\Yes. response:	Xuan Nu, don't entertain any foolish ideas.
context: Yes.\That sets my mind at ease then.\- Madam, take care. - Madam, take care.\Madam, take care.\Have you two had enough?\It was an urgent situation, Senior.\Yes.\Xuan Nu, don't entertain any foolish ideas. response:	I don't harbor any improper thoughts about you.
context: That sets my mind at ease then.\- Madam, take care. - Madam, take care.\Madam, take care.\Have you two had enough?\It was an urgent situation, Senior.\Yes.\Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you. response:	They just made it up.
context: - Madam, take care. - Madam, take care.\Madam, take care.\Have you two had enough?\It was an urgent situation, Senior.\Yes.\Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you.\They just made it up. response:	I did not think too much into it.
context: Madam, take care.\Have you two had enough?\It was an urgent situation, Senior.\Yes.\Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you.\They just made it up.\I did not think too much into it. response:	I apologize to you on behalf of the two of them.
context: Have you two had enough?\It was an urgent situation, Senior.\Yes.\Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you.\They just made it up.\I did not think too much into it.\I apologize to you on behalf of the two of them. response:	As senior disciple of Kunlun Mountain
context: It was an urgent situation, Senior.\Yes.\Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you.\They just made it up.\I did not think too much into it.\I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain response:	how can I think of marriage when practicing Daoism?
context: Yes.\Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you.\They just made it up.\I did not think too much into it.\I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism? response:	I'll be returning to West Sea when I finish my discipleship.
context: Xuan Nu, don't entertain any foolish ideas.\I don't harbor any improper thoughts about you.\They just made it up.\I did not think too much into it.\I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship. response:	As second prince of West Sea, my marriage will naturally be arranged by my father.
context: I don't harbor any improper thoughts about you.\They just made it up.\I did not think too much into it.\I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father. response:	How can it be made the subject of your ridicule?
context: They just made it up.\I did not think too much into it.\I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule? response:	It was only to get out of that emergency situation.
context: I did not think too much into it.\I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule?\It was only to get out of that emergency situation. response:	That's right, Senior.
context: I apologize to you on behalf of the two of them.\As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule?\It was only to get out of that emergency situation.\That's right, Senior. response:	Don't be angry. We obviously know you don't have feelings for Xuan Nu.
context: As senior disciple of Kunlun Mountain\how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule?\It was only to get out of that emergency situation.\That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu. response:	We also know that with your identity and status
context: how can I think of marriage when practicing Daoism?\I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule?\It was only to get out of that emergency situation.\That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status response:	your marriage will be arranged.
context: I'll be returning to West Sea when I finish my discipleship.\As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule?\It was only to get out of that emergency situation.\That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status\your marriage will be arranged. response:	All right, get back to studying.
context: As second prince of West Sea, my marriage will naturally be arranged by my father.\How can it be made the subject of your ridicule?\It was only to get out of that emergency situation.\That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status\your marriage will be arranged.\All right, get back to studying. response:	Yes.
context: How can it be made the subject of your ridicule?\It was only to get out of that emergency situation.\That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status\your marriage will be arranged.\All right, get back to studying.\Yes. response:	A-Yin.?
context: It was only to get out of that emergency situation.\That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status\your marriage will be arranged.\All right, get back to studying.\Yes.\A-Yin.? response:	My only wish is to make you smile with this sincere parting poem.
context: That's right, Senior.\Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status\your marriage will be arranged.\All right, get back to studying.\Yes.\A-Yin.?\My only wish is to make you smile with this sincere parting poem. response:	This poem carries a vow-
context: Don't be angry. We obviously know you don't have feelings for Xuan Nu.\We also know that with your identity and status\your marriage will be arranged.\All right, get back to studying.\Yes.\A-Yin.?\My only wish is to make you smile with this sincere parting poem.\This poem carries a vow- response:	I gave him a talisman so he could come bid farewell after he was healed.
context: We also know that with your identity and status\your marriage will be arranged.\All right, get back to studying.\Yes.\A-Yin.?\My only wish is to make you smile with this sincere parting poem.\This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed. response:	How come he sent this sappy poem?
context: your marriage will be arranged.\All right, get back to studying.\Yes.\A-Yin.?\My only wish is to make you smile with this sincere parting poem.\This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem? response:	A-Yin, is this from the Ghost Realm's second prince?
context: All right, get back to studying.\Yes.\A-Yin.?\My only wish is to make you smile with this sincere parting poem.\This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince? response:	When will the day come when we love each other dearly?
context: Yes.\A-Yin.?\My only wish is to make you smile with this sincere parting poem.\This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly? response:	In this very moment-
context: A-Yin.?\My only wish is to make you smile with this sincere parting poem.\This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly?\In this very moment- response:	Nonsense.
context: My only wish is to make you smile with this sincere parting poem.\This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly?\In this very moment-\Nonsense. response:	Qian Qian, I envy you so much for having such a beautiful face.
context: This poem carries a vow-\I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly?\In this very moment-\Nonsense.\Qian Qian, I envy you so much for having such a beautiful face. response:	If I had your looks, I'd be content even if I only a few hundreds years.
context: I gave him a talisman so he could come bid farewell after he was healed.\How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly?\In this very moment-\Nonsense.\Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years. response:	You've said that for a few hundred years already.
context: How come he sent this sappy poem?\A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly?\In this very moment-\Nonsense.\Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already. response:	I really do envy you a lot.
context: A-Yin, is this from the Ghost Realm's second prince?\When will the day come when we love each other dearly?\In this very moment-\Nonsense.\Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already.\I really do envy you a lot. response:	I like your looks and your appearance.
context: When will the day come when we love each other dearly?\In this very moment-\Nonsense.\Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already.\I really do envy you a lot.\I like your looks and your appearance. response:	However, my parents made me so ugly.
context: In this very moment-\Nonsense.\Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already.\I really do envy you a lot.\I like your looks and your appearance.\However, my parents made me so ugly. response:	How are you ugly? I don't think so.
context: Nonsense.\Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already.\I really do envy you a lot.\I like your looks and your appearance.\However, my parents made me so ugly.\How are you ugly? I don't think so. response:	But since you like my face, I'll give it to you.
context: Qian Qian, I envy you so much for having such a beautiful face.\If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already.\I really do envy you a lot.\I like your looks and your appearance.\However, my parents made me so ugly.\How are you ugly? I don't think so.\But since you like my face, I'll give it to you. response:	Give to me?
context: If I had your looks, I'd be content even if I only a few hundreds years.\You've said that for a few hundred years already.\I really do envy you a lot.\I like your looks and your appearance.\However, my parents made me so ugly.\How are you ugly? I don't think so.\But since you like my face, I'll give it to you.\Give to me? response:	Zhe Yan has the ability to change appearances.
context: You've said that for a few hundred years already.\I really do envy you a lot.\I like your looks and your appearance.\However, my parents made me so ugly.\How are you ugly? I don't think so.\But since you like my face, I'll give it to you.\Give to me?\Zhe Yan has the ability to change appearances. response:	I'll talk to him for you.
context: I really do envy you a lot.\I like your looks and your appearance.\However, my parents made me so ugly.\How are you ugly? I don't think so.\But since you like my face, I'll give it to you.\Give to me?\Zhe Yan has the ability to change appearances.\I'll talk to him for you. response:	- I'll have him teach you. - You mustn't lie to me.
context: I like your looks and your appearance.\However, my parents made me so ugly.\How are you ugly? I don't think so.\But since you like my face, I'll give it to you.\Give to me?\Zhe Yan has the ability to change appearances.\I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me. response:	After I learn it, will I be able to look like you?
