context: Santa Claus is my Sweetheart response:	Weird.
context: Are you really Santa?\I can't see.\Well are you?\Lemme see your face!\Are you handsome? Really handsome?\Lemme see, lemme see!\What is she doing?\Ah well... response:	Let me see! It's no big deal!
context: I can't see.\Well are you?\Lemme see your face!\Are you handsome? Really handsome?\Lemme see, lemme see!\What is she doing?\Ah well...\Let me see! It's no big deal! response:	Freeze!
context: Well are you?\Lemme see your face!\Are you handsome? Really handsome?\Lemme see, lemme see!\What is she doing?\Ah well...\Let me see! It's no big deal!\Freeze! response:	That's a fake! I'm the real Santa!
context: Lemme see your face!\Are you handsome? Really handsome?\Lemme see, lemme see!\What is she doing?\Ah well...\Let me see! It's no big deal!\Freeze!\That's a fake! I'm the real Santa! response:	What're you doing, Micchan?
context: Are you handsome? Really handsome?\Lemme see, lemme see!\What is she doing?\Ah well...\Let me see! It's no big deal!\Freeze!\That's a fake! I'm the real Santa!\What're you doing, Micchan? response:	I said I'm the real-
context: Lemme see, lemme see!\What is she doing?\Ah well...\Let me see! It's no big deal!\Freeze!\That's a fake! I'm the real Santa!\What're you doing, Micchan?\I said I'm the real- response:	Where'd you get the costume?
context: What is she doing?\Ah well...\Let me see! It's no big deal!\Freeze!\That's a fake! I'm the real Santa!\What're you doing, Micchan?\I said I'm the real-\Where'd you get the costume? response:	Hey, wait!
context: Ah well...\Let me see! It's no big deal!\Freeze!\That's a fake! I'm the real Santa!\What're you doing, Micchan?\I said I'm the real-\Where'd you get the costume?\Hey, wait! response:	Don't bother him, Santa's very busy!
context: Let me see! It's no big deal!\Freeze!\That's a fake! I'm the real Santa!\What're you doing, Micchan?\I said I'm the real-\Where'd you get the costume?\Hey, wait!\Don't bother him, Santa's very busy! response:	I just wanna see his face!
context: Freeze!\That's a fake! I'm the real Santa!\What're you doing, Micchan?\I said I'm the real-\Where'd you get the costume?\Hey, wait!\Don't bother him, Santa's very busy!\I just wanna see his face! response:	Hey!
context: That's a fake! I'm the real Santa!\What're you doing, Micchan?\I said I'm the real-\Where'd you get the costume?\Hey, wait!\Don't bother him, Santa's very busy!\I just wanna see his face!\Hey! response:	Give it up!
context: What're you doing, Micchan?\I said I'm the real-\Where'd you get the costume?\Hey, wait!\Don't bother him, Santa's very busy!\I just wanna see his face!\Hey!\Give it up! response:	Santa...
context: I said I'm the real-\Where'd you get the costume?\Hey, wait!\Don't bother him, Santa's very busy!\I just wanna see his face!\Hey!\Give it up!\Santa... response:	I understand...you hide your face because it's so ugly...
context: Where'd you get the costume?\Hey, wait!\Don't bother him, Santa's very busy!\I just wanna see his face!\Hey!\Give it up!\Santa...\I understand...you hide your face because it's so ugly... response:	Ugly-
context: Hey, wait!\Don't bother him, Santa's very busy!\I just wanna see his face!\Hey!\Give it up!\Santa...\I understand...you hide your face because it's so ugly...\Ugly- response:	But you're Santa, Santa!
context: Don't bother him, Santa's very busy!\I just wanna see his face!\Hey!\Give it up!\Santa...\I understand...you hide your face because it's so ugly...\Ugly-\But you're Santa, Santa! response:	I love you!
context: I just wanna see his face!\Hey!\Give it up!\Santa...\I understand...you hide your face because it's so ugly...\Ugly-\But you're Santa, Santa!\I love you! response:	Good enough.
context: Hey!\Give it up!\Santa...\I understand...you hide your face because it's so ugly...\Ugly-\But you're Santa, Santa!\I love you!\Good enough. response:	Don't look at me!
context: Give it up!\Santa...\I understand...you hide your face because it's so ugly...\Ugly-\But you're Santa, Santa!\I love you!\Good enough.\Don't look at me! response:	New Years
context: Santa...\I understand...you hide your face because it's so ugly...\Ugly-\But you're Santa, Santa!\I love you!\Good enough.\Don't look at me!\New Years response:	I-Is this...
context: I understand...you hide your face because it's so ugly...\Ugly-\But you're Santa, Santa!\I love you!\Good enough.\Don't look at me!\New Years\I-Is this... response:	This year's new pattern?
context: Ugly-\But you're Santa, Santa!\I love you!\Good enough.\Don't look at me!\New Years\I-Is this...\This year's new pattern? response:	Yup! I had to look all day for those!
context: But you're Santa, Santa!\I love you!\Good enough.\Don't look at me!\New Years\I-Is this...\This year's new pattern?\Yup! I had to look all day for those! response:	How adorable!
context: I love you!\Good enough.\Don't look at me!\New Years\I-Is this...\This year's new pattern?\Yup! I had to look all day for those!\How adorable! response:	My Chinese zodiac collection is finally complete!
context: Good enough.\Don't look at me!\New Years\I-Is this...\This year's new pattern?\Yup! I had to look all day for those!\How adorable!\My Chinese zodiac collection is finally complete! response:	Awesome!
context: Don't look at me!\New Years\I-Is this...\This year's new pattern?\Yup! I had to look all day for those!\How adorable!\My Chinese zodiac collection is finally complete!\Awesome! response:	Who cares?
context: New Years\I-Is this...\This year's new pattern?\Yup! I had to look all day for those!\How adorable!\My Chinese zodiac collection is finally complete!\Awesome!\Who cares? response:	It's an incredible feat!
context: I-Is this...\This year's new pattern?\Yup! I had to look all day for those!\How adorable!\My Chinese zodiac collection is finally complete!\Awesome!\Who cares?\It's an incredible feat! response:	Incredible!
context: This year's new pattern?\Yup! I had to look all day for those!\How adorable!\My Chinese zodiac collection is finally complete!\Awesome!\Who cares?\It's an incredible feat!\Incredible! response:	Now let's get these...
context: Yup! I had to look all day for those!\How adorable!\My Chinese zodiac collection is finally complete!\Awesome!\Who cares?\It's an incredible feat!\Incredible!\Now let's get these... response:	Hey!
context: How adorable!\My Chinese zodiac collection is finally complete!\Awesome!\Who cares?\It's an incredible feat!\Incredible!\Now let's get these...\Hey! response:	I wanna see how they feel-
context: My Chinese zodiac collection is finally complete!\Awesome!\Who cares?\It's an incredible feat!\Incredible!\Now let's get these...\Hey!\I wanna see how they feel- response:	I haven't even worn them yet!
context: Awesome!\Who cares?\It's an incredible feat!\Incredible!\Now let's get these...\Hey!\I wanna see how they feel-\I haven't even worn them yet! response:	And how are you gonna feel them if you put them on over your shorts?
context: Who cares?\It's an incredible feat!\Incredible!\Now let's get these...\Hey!\I wanna see how they feel-\I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts? response:	Fine, I'll take off my shorts first!
context: It's an incredible feat!\Incredible!\Now let's get these...\Hey!\I wanna see how they feel-\I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first! response:	That's even worse!
context: Incredible!\Now let's get these...\Hey!\I wanna see how they feel-\I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first!\That's even worse! response:	Let go!
context: Now let's get these...\Hey!\I wanna see how they feel-\I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first!\That's even worse!\Let go! response:	Just a little, just a little!
context: Hey!\I wanna see how they feel-\I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first!\That's even worse!\Let go!\Just a little, just a little! response:	So peaceful...
context: I wanna see how they feel-\I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first!\That's even worse!\Let go!\Just a little, just a little!\So peaceful... response:	It's not gonna hurt anything!
context: I haven't even worn them yet!\And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first!\That's even worse!\Let go!\Just a little, just a little!\So peaceful...\It's not gonna hurt anything! response:	I said no!
context: And how are you gonna feel them if you put them on over your shorts?\Fine, I'll take off my shorts first!\That's even worse!\Let go!\Just a little, just a little!\So peaceful...\It's not gonna hurt anything!\I said no! response:	My panties...
context: Fine, I'll take off my shorts first!\That's even worse!\Let go!\Just a little, just a little!\So peaceful...\It's not gonna hurt anything!\I said no!\My panties... response:	I'm disowning you, you...mirror-mochi!
context: That's even worse!\Let go!\Just a little, just a little!\So peaceful...\It's not gonna hurt anything!\I said no!\My panties...\I'm disowning you, you...mirror-mochi! response:	Mirror-mochi?
context: Let go!\Just a little, just a little!\So peaceful...\It's not gonna hurt anything!\I said no!\My panties...\I'm disowning you, you...mirror-mochi!\Mirror-mochi? response:	An insult with an unknown meaning...
context: Just a little, just a little!\So peaceful...\It's not gonna hurt anything!\I said no!\My panties...\I'm disowning you, you...mirror-mochi!\Mirror-mochi?\An insult with an unknown meaning... response:	I never should've shown her.
context: So peaceful...\It's not gonna hurt anything!\I said no!\My panties...\I'm disowning you, you...mirror-mochi!\Mirror-mochi?\An insult with an unknown meaning...\I never should've shown her. response:	There they are! Way up there!
context: It's not gonna hurt anything!\I said no!\My panties...\I'm disowning you, you...mirror-mochi!\Mirror-mochi?\An insult with an unknown meaning...\I never should've shown her.\There they are! Way up there! response:	Freeze!
context: I said no!\My panties...\I'm disowning you, you...mirror-mochi!\Mirror-mochi?\An insult with an unknown meaning...\I never should've shown her.\There they are! Way up there!\Freeze! response:	I should've expected this from panty-freak Satou!
context: My panties...\I'm disowning you, you...mirror-mochi!\Mirror-mochi?\An insult with an unknown meaning...\I never should've shown her.\There they are! Way up there!\Freeze!\I should've expected this from panty-freak Satou! response:	What'd you do, pick up the scent of new underwear?
context: I'm disowning you, you...mirror-mochi!\Mirror-mochi?\An insult with an unknown meaning...\I never should've shown her.\There they are! Way up there!\Freeze!\I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear? response:	Are you nuts?! I'm trying to get my kite out of there!
context: Mirror-mochi?\An insult with an unknown meaning...\I never should've shown her.\There they are! Way up there!\Freeze!\I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there! response:	Huh? Oh...
context: An insult with an unknown meaning...\I never should've shown her.\There they are! Way up there!\Freeze!\I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh... response:	What's going on, Satou?
context: I never should've shown her.\There they are! Way up there!\Freeze!\I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh...\What's going on, Satou? response:	Check it out, panties!
context: There they are! Way up there!\Freeze!\I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh...\What's going on, Satou?\Check it out, panties! response:	Yahoo!
context: Freeze!\I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh...\What's going on, Satou?\Check it out, panties!\Yahoo! response:	God's answered my prayers for the new year!
context: I should've expected this from panty-freak Satou!\What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh...\What's going on, Satou?\Check it out, panties!\Yahoo!\God's answered my prayers for the new year! response:	Hold it, hold it!
context: What'd you do, pick up the scent of new underwear?\Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh...\What's going on, Satou?\Check it out, panties!\Yahoo!\God's answered my prayers for the new year!\Hold it, hold it! response:	Hmm? Wait, are they YOURS?
context: Are you nuts?! I'm trying to get my kite out of there!\Huh? Oh...\What's going on, Satou?\Check it out, panties!\Yahoo!\God's answered my prayers for the new year!\Hold it, hold it!\Hmm? Wait, are they YOURS? response:	Uh...they're not, but...
context: Huh? Oh...\What's going on, Satou?\Check it out, panties!\Yahoo!\God's answered my prayers for the new year!\Hold it, hold it!\Hmm? Wait, are they YOURS?\Uh...they're not, but... response:	Then what do you care?
context: What's going on, Satou?\Check it out, panties!\Yahoo!\God's answered my prayers for the new year!\Hold it, hold it!\Hmm? Wait, are they YOURS?\Uh...they're not, but...\Then what do you care? response:	Well, umm...
context: Check it out, panties!\Yahoo!\God's answered my prayers for the new year!\Hold it, hold it!\Hmm? Wait, are they YOURS?\Uh...they're not, but...\Then what do you care?\Well, umm... response:	Wait, I'll get them!
context: Yahoo!\God's answered my prayers for the new year!\Hold it, hold it!\Hmm? Wait, are they YOURS?\Uh...they're not, but...\Then what do you care?\Well, umm...\Wait, I'll get them! response:	I feel like climbing a tree!
context: God's answered my prayers for the new year!\Hold it, hold it!\Hmm? Wait, are they YOURS?\Uh...they're not, but...\Then what do you care?\Well, umm...\Wait, I'll get them!\I feel like climbing a tree! response:	Very well. You go get them.
context: Hold it, hold it!\Hmm? Wait, are they YOURS?\Uh...they're not, but...\Then what do you care?\Well, umm...\Wait, I'll get them!\I feel like climbing a tree!\Very well. You go get them. response:	I'm surprised you let her go.
context: Hmm? Wait, are they YOURS?\Uh...they're not, but...\Then what do you care?\Well, umm...\Wait, I'll get them!\I feel like climbing a tree!\Very well. You go get them.\I'm surprised you let her go. response:	If I'm gonna see panties, I'd rather they be on a girl.
context: Uh...they're not, but...\Then what do you care?\Well, umm...\Wait, I'll get them!\I feel like climbing a tree!\Very well. You go get them.\I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl. response:	Man...
context: Then what do you care?\Well, umm...\Wait, I'll get them!\I feel like climbing a tree!\Very well. You go get them.\I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl.\Man... response:	Almost got it...
context: Well, umm...\Wait, I'll get them!\I feel like climbing a tree!\Very well. You go get them.\I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl.\Man...\Almost got it... response:	Gotcha!
context: Wait, I'll get them!\I feel like climbing a tree!\Very well. You go get them.\I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl.\Man...\Almost got it...\Gotcha! response:	Bah, I don't want these.
context: I feel like climbing a tree!\Very well. You go get them.\I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl.\Man...\Almost got it...\Gotcha!\Bah, I don't want these. response:	Who wants to keep that silly kids stuff?
context: Very well. You go get them.\I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl.\Man...\Almost got it...\Gotcha!\Bah, I don't want these.\Who wants to keep that silly kids stuff? response:	Shut up!
context: I'm surprised you let her go.\If I'm gonna see panties, I'd rather they be on a girl.\Man...\Almost got it...\Gotcha!\Bah, I don't want these.\Who wants to keep that silly kids stuff?\Shut up! response:	So they are hers.
context: If I'm gonna see panties, I'd rather they be on a girl.\Man...\Almost got it...\Gotcha!\Bah, I don't want these.\Who wants to keep that silly kids stuff?\Shut up!\So they are hers. response:	Panties!
context: Man...\Almost got it...\Gotcha!\Bah, I don't want these.\Who wants to keep that silly kids stuff?\Shut up!\So they are hers.\Panties! response:	My panties!
context: Almost got it...\Gotcha!\Bah, I don't want these.\Who wants to keep that silly kids stuff?\Shut up!\So they are hers.\Panties!\My panties! response:	My panties!
context: Gotcha!\Bah, I don't want these.\Who wants to keep that silly kids stuff?\Shut up!\So they are hers.\Panties!\My panties!\My panties! response:	This year, I want something GOOD to happen to me.
context: Bah, I don't want these.\Who wants to keep that silly kids stuff?\Shut up!\So they are hers.\Panties!\My panties!\My panties!\This year, I want something GOOD to happen to me. response:	Mitsudomoe.
context: Who wants to keep that silly kids stuff?\Shut up!\So they are hers.\Panties!\My panties!\My panties!\This year, I want something GOOD to happen to me.\Mitsudomoe. response:	Pheasant, Monkey, Dog
context: Shut up!\So they are hers.\Panties!\My panties!\My panties!\This year, I want something GOOD to happen to me.\Mitsudomoe.\Pheasant, Monkey, Dog response:	Momotaro
context: So they are hers.\Panties!\My panties!\My panties!\This year, I want something GOOD to happen to me.\Mitsudomoe.\Pheasant, Monkey, Dog\Momotaro response:	Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,
context: Panties!\My panties!\My panties!\This year, I want something GOOD to happen to me.\Mitsudomoe.\Pheasant, Monkey, Dog\Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac, response:	Momotaro, or Saiyuki!
context: My panties!\My panties!\This year, I want something GOOD to happen to me.\Mitsudomoe.\Pheasant, Monkey, Dog\Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki! response:	Pig, Monkey, Kappa
context: My panties!\This year, I want something GOOD to happen to me.\Mitsudomoe.\Pheasant, Monkey, Dog\Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki!\Pig, Monkey, Kappa response:	Saiyuki
context: This year, I want something GOOD to happen to me.\Mitsudomoe.\Pheasant, Monkey, Dog\Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki!\Pig, Monkey, Kappa\Saiyuki response:	A kappa...she's even got mythical creatures.
context: Mitsudomoe.\Pheasant, Monkey, Dog\Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki!\Pig, Monkey, Kappa\Saiyuki\A kappa...she's even got mythical creatures. response:	Who cares? And stop stretching them out!
context: Pheasant, Monkey, Dog\Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki!\Pig, Monkey, Kappa\Saiyuki\A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out! response:	Do you have the tsuchinoko?
context: Momotaro\Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki!\Pig, Monkey, Kappa\Saiyuki\A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out!\Do you have the tsuchinoko? response:	Of course not, that's lame.
context: Depending on how you arrange Micchan's panties, they can be the Chinese zodiac,\Momotaro, or Saiyuki!\Pig, Monkey, Kappa\Saiyuki\A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out!\Do you have the tsuchinoko?\Of course not, that's lame. response:	I see.
context: Momotaro, or Saiyuki!\Pig, Monkey, Kappa\Saiyuki\A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out!\Do you have the tsuchinoko?\Of course not, that's lame.\I see. response:	Snake, Dragon
context: Pig, Monkey, Kappa\Saiyuki\A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out!\Do you have the tsuchinoko?\Of course not, that's lame.\I see.\Snake, Dragon response:	Whoooah...
context: Saiyuki\A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out!\Do you have the tsuchinoko?\Of course not, that's lame.\I see.\Snake, Dragon\Whoooah... response:	Mitsudomoeee.
context: A kappa...she's even got mythical creatures.\Who cares? And stop stretching them out!\Do you have the tsuchinoko?\Of course not, that's lame.\I see.\Snake, Dragon\Whoooah...\Mitsudomoeee. response:	@*(@@S!@!!
context: Who cares? And stop stretching them out!\Do you have the tsuchinoko?\Of course not, that's lame.\I see.\Snake, Dragon\Whoooah...\Mitsudomoeee.\@*(@@S!@!! response:	Third School Period, A Sunday
context: Do you have the tsuchinoko?\Of course not, that's lame.\I see.\Snake, Dragon\Whoooah...\Mitsudomoeee.\@*(@@S!@!!\Third School Period, A Sunday response:	Shin-chan, Chiba!
context: Of course not, that's lame.\I see.\Snake, Dragon\Whoooah...\Mitsudomoeee.\@*(@@S!@!!\Third School Period, A Sunday\Shin-chan, Chiba! response:	What're you doing by the pool in this freezing weather?
context: I see.\Snake, Dragon\Whoooah...\Mitsudomoeee.\@*(@@S!@!!\Third School Period, A Sunday\Shin-chan, Chiba!\What're you doing by the pool in this freezing weather? response:	Looks like we got a pain in the butt on our hands.
context: Snake, Dragon\Whoooah...\Mitsudomoeee.\@*(@@S!@!!\Third School Period, A Sunday\Shin-chan, Chiba!\What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands. response:	Futaba, where're you-?
context: Whoooah...\Mitsudomoeee.\@*(@@S!@!!\Third School Period, A Sunday\Shin-chan, Chiba!\What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands.\Futaba, where're you-? response:	She changed that fast?!
context: Mitsudomoeee.\@*(@@S!@!!\Third School Period, A Sunday\Shin-chan, Chiba!\What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands.\Futaba, where're you-?\She changed that fast?! response:	Whee!
context: @*(@@S!@!!\Third School Period, A Sunday\Shin-chan, Chiba!\What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands.\Futaba, where're you-?\She changed that fast?!\Whee! response:	Wait-!
context: Third School Period, A Sunday\Shin-chan, Chiba!\What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands.\Futaba, where're you-?\She changed that fast?!\Whee!\Wait-! response:	It's frozen solid.
context: Shin-chan, Chiba!\What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands.\Futaba, where're you-?\She changed that fast?!\Whee!\Wait-!\It's frozen solid. response:	We're not doing a polar bear swim meet?
context: What're you doing by the pool in this freezing weather?\Looks like we got a pain in the butt on our hands.\Futaba, where're you-?\She changed that fast?!\Whee!\Wait-!\It's frozen solid.\We're not doing a polar bear swim meet? response:	We're skating, stupid.
context: Looks like we got a pain in the butt on our hands.\Futaba, where're you-?\She changed that fast?!\Whee!\Wait-!\It's frozen solid.\We're not doing a polar bear swim meet?\We're skating, stupid. response:	Nowadays all the skating rinks are too crowded for us to skate properly.
context: Futaba, where're you-?\She changed that fast?!\Whee!\Wait-!\It's frozen solid.\We're not doing a polar bear swim meet?\We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly. response:	This is our secret spot.
context: She changed that fast?!\Whee!\Wait-!\It's frozen solid.\We're not doing a polar bear swim meet?\We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot. response:	This is fun enough for me!
context: Whee!\Wait-!\It's frozen solid.\We're not doing a polar bear swim meet?\We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot.\This is fun enough for me! response:	Skating? How childish.
context: Wait-!\It's frozen solid.\We're not doing a polar bear swim meet?\We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot.\This is fun enough for me!\Skating? How childish. response:	Don't tell the rest of the class, this is our secret spot!
context: It's frozen solid.\We're not doing a polar bear swim meet?\We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot.\This is fun enough for me!\Skating? How childish.\Don't tell the rest of the class, this is our secret spot! response:	OOOh, what should I do?
context: We're not doing a polar bear swim meet?\We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot.\This is fun enough for me!\Skating? How childish.\Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do? response:	You squeal and I'll tell everyone you still wear kindergartener panties!
context: We're skating, stupid.\Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot.\This is fun enough for me!\Skating? How childish.\Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties! response:	I'll kill you you bastard! And how do you even know that?!
context: Nowadays all the skating rinks are too crowded for us to skate properly.\This is our secret spot.\This is fun enough for me!\Skating? How childish.\Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?! response:	Everyone's already seen them a million times...
context: This is our secret spot.\This is fun enough for me!\Skating? How childish.\Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times... response:	I've always thought that it was your fault
context: This is fun enough for me!\Skating? How childish.\Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times...\I've always thought that it was your fault response:	for continuing to wear them after everyone found out.
context: Skating? How childish.\Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times...\I've always thought that it was your fault\for continuing to wear them after everyone found out. response:	Exactly! Well put, Youngest-san.
context: Don't tell the rest of the class, this is our secret spot!\OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times...\I've always thought that it was your fault\for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san. response:	All right, I'm gonna show you two clowns who's boss!
context: OOOh, what should I do?\You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times...\I've always thought that it was your fault\for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss! response:	Oh yeah?
context: You squeal and I'll tell everyone you still wear kindergartener panties!\I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times...\I've always thought that it was your fault\for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss!\Oh yeah? response:	How did I get involved?
context: I'll kill you you bastard! And how do you even know that?!\Everyone's already seen them a million times...\I've always thought that it was your fault\for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss!\Oh yeah?\How did I get involved? response:	The game is ice bowling.
context: Everyone's already seen them a million times...\I've always thought that it was your fault\for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss!\Oh yeah?\How did I get involved?\The game is ice bowling. response:	If I win, you have to worship me and call me...
context: I've always thought that it was your fault\for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss!\Oh yeah?\How did I get involved?\The game is ice bowling.\If I win, you have to worship me and call me... response:	Mitsuba-sama for the rest of your miserable lives!
context: for continuing to wear them after everyone found out.\Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss!\Oh yeah?\How did I get involved?\The game is ice bowling.\If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives! response:	That's the same thing you always say.
context: Exactly! Well put, Youngest-san.\All right, I'm gonna show you two clowns who's boss!\Oh yeah?\How did I get involved?\The game is ice bowling.\If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say. response:	Never in a million years...fine, if I win you have to show me your pant-
context: All right, I'm gonna show you two clowns who's boss!\Oh yeah?\How did I get involved?\The game is ice bowling.\If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant- response:	Wait, we've already seen her panties...what should we bet?
context: Oh yeah?\How did I get involved?\The game is ice bowling.\If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet? response:	And that's the same thing YOU always say.
context: How did I get involved?\The game is ice bowling.\If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say. response:	I know, show me your boo-
context: The game is ice bowling.\If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say.\I know, show me your boo- response:	No point in demanding something that doesn't exist.
context: If I win, you have to worship me and call me...\Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say.\I know, show me your boo-\No point in demanding something that doesn't exist. response:	That is correct.
context: Mitsuba-sama for the rest of your miserable lives!\That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say.\I know, show me your boo-\No point in demanding something that doesn't exist.\That is correct. response:	All right, 500 yen.
context: That's the same thing you always say.\Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say.\I know, show me your boo-\No point in demanding something that doesn't exist.\That is correct.\All right, 500 yen. response:	How inane.
context: Never in a million years...fine, if I win you have to show me your pant-\Wait, we've already seen her panties...what should we bet?\And that's the same thing YOU always say.\I know, show me your boo-\No point in demanding something that doesn't exist.\That is correct.\All right, 500 yen.\How inane. response:	What're we using for a bowling ball?
