context: Arrow, where are you headed? response:	We're going to shoot him, too?
context: My planet is in the Magellanic Clouds, but it has been destroyed.\I came to Earth to find out\if it's a suitable place to live, and if the people are nice.\That's enough of that. If you take the joke too far,\you're going to ruin your own brilliant idea.\Here, have a tissue.\Thank you. That was quite delicious.\W-We should really get to school. response:	Y-Yeah, you're right.
context: I came to Earth to find out\if it's a suitable place to live, and if the people are nice.\That's enough of that. If you take the joke too far,\you're going to ruin your own brilliant idea.\Here, have a tissue.\Thank you. That was quite delicious.\W-We should really get to school.\Y-Yeah, you're right. response:	Let's go.
context: if it's a suitable place to live, and if the people are nice.\That's enough of that. If you take the joke too far,\you're going to ruin your own brilliant idea.\Here, have a tissue.\Thank you. That was quite delicious.\W-We should really get to school.\Y-Yeah, you're right.\Let's go. response:	That guy ate the tissue.
context: That's enough of that. If you take the joke too far,\you're going to ruin your own brilliant idea.\Here, have a tissue.\Thank you. That was quite delicious.\W-We should really get to school.\Y-Yeah, you're right.\Let's go.\That guy ate the tissue. response:	He's a guy who takes jokes too far.
context: you're going to ruin your own brilliant idea.\Here, have a tissue.\Thank you. That was quite delicious.\W-We should really get to school.\Y-Yeah, you're right.\Let's go.\That guy ate the tissue.\He's a guy who takes jokes too far. response:	The ice cream shop's closed!
context: Here, have a tissue.\Thank you. That was quite delicious.\W-We should really get to school.\Y-Yeah, you're right.\Let's go.\That guy ate the tissue.\He's a guy who takes jokes too far.\The ice cream shop's closed! response:	And it's our only comfort on Monday mornings...
context: Thank you. That was quite delicious.\W-We should really get to school.\Y-Yeah, you're right.\Let's go.\That guy ate the tissue.\He's a guy who takes jokes too far.\The ice cream shop's closed!\And it's our only comfort on Monday mornings... response:	It can't be helped.
context: W-We should really get to school.\Y-Yeah, you're right.\Let's go.\That guy ate the tissue.\He's a guy who takes jokes too far.\The ice cream shop's closed!\And it's our only comfort on Monday mornings...\It can't be helped. response:	Let's give up for today.
context: Y-Yeah, you're right.\Let's go.\That guy ate the tissue.\He's a guy who takes jokes too far.\The ice cream shop's closed!\And it's our only comfort on Monday mornings...\It can't be helped.\Let's give up for today. response:	Would you like some ice cream?
context: Let's go.\That guy ate the tissue.\He's a guy who takes jokes too far.\The ice cream shop's closed!\And it's our only comfort on Monday mornings...\It can't be helped.\Let's give up for today.\Would you like some ice cream? response:	Well? Do you want some?
context: That guy ate the tissue.\He's a guy who takes jokes too far.\The ice cream shop's closed!\And it's our only comfort on Monday mornings...\It can't be helped.\Let's give up for today.\Would you like some ice cream?\Well? Do you want some? response:	Yeah, but the shop's closed, so there's nothing we can do.
context: He's a guy who takes jokes too far.\The ice cream shop's closed!\And it's our only comfort on Monday mornings...\It can't be helped.\Let's give up for today.\Would you like some ice cream?\Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do. response:	There's no reason for you to give up.
context: The ice cream shop's closed!\And it's our only comfort on Monday mornings...\It can't be helped.\Let's give up for today.\Would you like some ice cream?\Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up. response:	I just happen to have two.
context: And it's our only comfort on Monday mornings...\It can't be helped.\Let's give up for today.\Would you like some ice cream?\Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up.\I just happen to have two. response:	We can call it a trade for the tissue earlier.
context: It can't be helped.\Let's give up for today.\Would you like some ice cream?\Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up.\I just happen to have two.\We can call it a trade for the tissue earlier. response:	Earth seems like a very nice place to live.
context: Let's give up for today.\Would you like some ice cream?\Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up.\I just happen to have two.\We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live. response:	It's cold...
context: Would you like some ice cream?\Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up.\I just happen to have two.\We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live.\It's cold... response:	Wh-Why did you have ice cream cones in your bag?
context: Well? Do you want some?\Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up.\I just happen to have two.\We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live.\It's cold...\Wh-Why did you have ice cream cones in your bag? response:	Are those ice cream cones not good enough?
context: Yeah, but the shop's closed, so there's nothing we can do.\There's no reason for you to give up.\I just happen to have two.\We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live.\It's cold...\Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough? response:	That's not what I'm asking! Who the hell are you?
context: There's no reason for you to give up.\I just happen to have two.\We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live.\It's cold...\Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you? response:	I believe I told you that moments ago...
context: I just happen to have two.\We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live.\It's cold...\Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago... response:	Ah! You want to hear me introduce myself?
context: We can call it a trade for the tissue earlier.\Earth seems like a very nice place to live.\It's cold...\Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago...\Ah! You want to hear me introduce myself? response:	It must have slipped my mind.
context: Earth seems like a very nice place to live.\It's cold...\Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago...\Ah! You want to hear me introduce myself?\It must have slipped my mind. response:	My name is Nu Mikitakazo Nshi.
context: It's cold...\Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago...\Ah! You want to hear me introduce myself?\It must have slipped my mind.\My name is Nu Mikitakazo Nshi. response:	I am 216 years old.
context: Wh-Why did you have ice cream cones in your bag?\Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago...\Ah! You want to hear me introduce myself?\It must have slipped my mind.\My name is Nu Mikitakazo Nshi.\I am 216 years old. response:	My occupation is a spaceship pilot.
context: Are those ice cream cones not good enough?\That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago...\Ah! You want to hear me introduce myself?\It must have slipped my mind.\My name is Nu Mikitakazo Nshi.\I am 216 years old.\My occupation is a spaceship pilot. response:	My hobby is having pets.
context: That's not what I'm asking! Who the hell are you?\I believe I told you that moments ago...\Ah! You want to hear me introduce myself?\It must have slipped my mind.\My name is Nu Mikitakazo Nshi.\I am 216 years old.\My occupation is a spaceship pilot.\My hobby is having pets. response:	I'm even currently carrying a house mouse in my bag.
context: I believe I told you that moments ago...\Ah! You want to hear me introduce myself?\It must have slipped my mind.\My name is Nu Mikitakazo Nshi.\I am 216 years old.\My occupation is a spaceship pilot.\My hobby is having pets.\I'm even currently carrying a house mouse in my bag. response:	It is very happy when I pet its back.
context: Ah! You want to hear me introduce myself?\It must have slipped my mind.\My name is Nu Mikitakazo Nshi.\I am 216 years old.\My occupation is a spaceship pilot.\My hobby is having pets.\I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back. response:	This guy's a Stand user. There's no doubt about it.
context: It must have slipped my mind.\My name is Nu Mikitakazo Nshi.\I am 216 years old.\My occupation is a spaceship pilot.\My hobby is having pets.\I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it. response:	Let's kick his ass, Josuke!
context: My name is Nu Mikitakazo Nshi.\I am 216 years old.\My occupation is a spaceship pilot.\My hobby is having pets.\I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke! response:	Calm down, Okuyasu.
context: I am 216 years old.\My occupation is a spaceship pilot.\My hobby is having pets.\I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke!\Calm down, Okuyasu. response:	Do you really think a Stand user
context: My occupation is a spaceship pilot.\My hobby is having pets.\I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke!\Calm down, Okuyasu.\Do you really think a Stand user response:	would say that he's from the Magellanic Clouds?
context: My hobby is having pets.\I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke!\Calm down, Okuyasu.\Do you really think a Stand user\would say that he's from the Magellanic Clouds? response:	Th-Then what the hell is with him?
context: I'm even currently carrying a house mouse in my bag.\It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke!\Calm down, Okuyasu.\Do you really think a Stand user\would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him? response:	There, there, there.
context: It is very happy when I pet its back.\This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke!\Calm down, Okuyasu.\Do you really think a Stand user\would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him?\There, there, there. response:	I have no idea.
context: This guy's a Stand user. There's no doubt about it.\Let's kick his ass, Josuke!\Calm down, Okuyasu.\Do you really think a Stand user\would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him?\There, there, there.\I have no idea. response:	We're gonna have to investigate.
context: Let's kick his ass, Josuke!\Calm down, Okuyasu.\Do you really think a Stand user\would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him?\There, there, there.\I have no idea.\We're gonna have to investigate. response:	Don't eat that ice cream.
context: Calm down, Okuyasu.\Do you really think a Stand user\would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him?\There, there, there.\I have no idea.\We're gonna have to investigate.\Don't eat that ice cream. response:	Huh?!
context: Do you really think a Stand user\would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him?\There, there, there.\I have no idea.\We're gonna have to investigate.\Don't eat that ice cream.\Huh?! response:	So you're 216, you say?
context: would say that he's from the Magellanic Clouds?\Th-Then what the hell is with him?\There, there, there.\I have no idea.\We're gonna have to investigate.\Don't eat that ice cream.\Huh?!\So you're 216, you say? response:	Yes.
context: Th-Then what the hell is with him?\There, there, there.\I have no idea.\We're gonna have to investigate.\Don't eat that ice cream.\Huh?!\So you're 216, you say?\Yes. response:	Hmm...
context: There, there, there.\I have no idea.\We're gonna have to investigate.\Don't eat that ice cream.\Huh?!\So you're 216, you say?\Yes.\Hmm... response:	Hmm...
context: I have no idea.\We're gonna have to investigate.\Don't eat that ice cream.\Huh?!\So you're 216, you say?\Yes.\Hmm...\Hmm... response:	And your occupation is a spaceship pilot?
context: We're gonna have to investigate.\Don't eat that ice cream.\Huh?!\So you're 216, you say?\Yes.\Hmm...\Hmm...\And your occupation is a spaceship pilot? response:	Why do you keep copying me?
context: Don't eat that ice cream.\Huh?!\So you're 216, you say?\Yes.\Hmm...\Hmm...\And your occupation is a spaceship pilot?\Why do you keep copying me? response:	So, what?
context: Huh?!\So you're 216, you say?\Yes.\Hmm...\Hmm...\And your occupation is a spaceship pilot?\Why do you keep copying me?\So, what? response:	Are you trying to say that you're an alien?
context: So you're 216, you say?\Yes.\Hmm...\Hmm...\And your occupation is a spaceship pilot?\Why do you keep copying me?\So, what?\Are you trying to say that you're an alien? response:	An alien!
context: Yes.\Hmm...\Hmm...\And your occupation is a spaceship pilot?\Why do you keep copying me?\So, what?\Are you trying to say that you're an alien?\An alien! response:	An alien! Yes!
context: Hmm...\Hmm...\And your occupation is a spaceship pilot?\Why do you keep copying me?\So, what?\Are you trying to say that you're an alien?\An alien!\An alien! Yes! response:	I should have used that word to begin with.
context: Hmm...\And your occupation is a spaceship pilot?\Why do you keep copying me?\So, what?\Are you trying to say that you're an alien?\An alien!\An alien! Yes!\I should have used that word to begin with. response:	I'm an alien.
context: And your occupation is a spaceship pilot?\Why do you keep copying me?\So, what?\Are you trying to say that you're an alien?\An alien!\An alien! Yes!\I should have used that word to begin with.\I'm an alien. response:	Hey, hey, hey, hey...
context: Why do you keep copying me?\So, what?\Are you trying to say that you're an alien?\An alien!\An alien! Yes!\I should have used that word to begin with.\I'm an alien.\Hey, hey, hey, hey... response:	Then, like, your... flying saucer?
context: So, what?\Are you trying to say that you're an alien?\An alien!\An alien! Yes!\I should have used that word to begin with.\I'm an alien.\Hey, hey, hey, hey...\Then, like, your... flying saucer? response:	Could you call over your spaceship?
context: Are you trying to say that you're an alien?\An alien!\An alien! Yes!\I should have used that word to begin with.\I'm an alien.\Hey, hey, hey, hey...\Then, like, your... flying saucer?\Could you call over your spaceship? response:	You can, right?
context: An alien!\An alien! Yes!\I should have used that word to begin with.\I'm an alien.\Hey, hey, hey, hey...\Then, like, your... flying saucer?\Could you call over your spaceship?\You can, right? response:	Of course.
context: An alien! Yes!\I should have used that word to begin with.\I'm an alien.\Hey, hey, hey, hey...\Then, like, your... flying saucer?\Could you call over your spaceship?\You can, right?\Of course. response:	But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,
context: I should have used that word to begin with.\I'm an alien.\Hey, hey, hey, hey...\Then, like, your... flying saucer?\Could you call over your spaceship?\You can, right?\Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away, response:	it would take about three days.
context: I'm an alien.\Hey, hey, hey, hey...\Then, like, your... flying saucer?\Could you call over your spaceship?\You can, right?\Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days. response:	I can't bring it immediately.
context: Hey, hey, hey, hey...\Then, like, your... flying saucer?\Could you call over your spaceship?\You can, right?\Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days.\I can't bring it immediately. response:	Are you going to call it with that watch of yours?
context: Then, like, your... flying saucer?\Could you call over your spaceship?\You can, right?\Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days.\I can't bring it immediately.\Are you going to call it with that watch of yours? response:	Oh, how did you know?
context: Could you call over your spaceship?\You can, right?\Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days.\I can't bring it immediately.\Are you going to call it with that watch of yours?\Oh, how did you know? response:	But this is a secret between us.
context: You can, right?\Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days.\I can't bring it immediately.\Are you going to call it with that watch of yours?\Oh, how did you know?\But this is a secret between us. response:	Please don't tell anyone of this.
context: Of course.\But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days.\I can't bring it immediately.\Are you going to call it with that watch of yours?\Oh, how did you know?\But this is a secret between us.\Please don't tell anyone of this. response:	This guy is totally messed up in the head.
context: But, sadly, as it is currently on standby in space, 1,500,000 kilometers away,\it would take about three days.\I can't bring it immediately.\Are you going to call it with that watch of yours?\Oh, how did you know?\But this is a secret between us.\Please don't tell anyone of this.\This guy is totally messed up in the head. response:	He wasn't joking earlier at all.
context: it would take about three days.\I can't bring it immediately.\Are you going to call it with that watch of yours?\Oh, how did you know?\But this is a secret between us.\Please don't tell anyone of this.\This guy is totally messed up in the head.\He wasn't joking earlier at all. response:	He's a delusional, crazy bastard.
context: I can't bring it immediately.\Are you going to call it with that watch of yours?\Oh, how did you know?\But this is a secret between us.\Please don't tell anyone of this.\This guy is totally messed up in the head.\He wasn't joking earlier at all.\He's a delusional, crazy bastard. response:	Should I punch him?
context: Are you going to call it with that watch of yours?\Oh, how did you know?\But this is a secret between us.\Please don't tell anyone of this.\This guy is totally messed up in the head.\He wasn't joking earlier at all.\He's a delusional, crazy bastard.\Should I punch him? response:	You always want to throw punches first.
context: Oh, how did you know?\But this is a secret between us.\Please don't tell anyone of this.\This guy is totally messed up in the head.\He wasn't joking earlier at all.\He's a delusional, crazy bastard.\Should I punch him?\You always want to throw punches first. response:	Let's take it a bit further, just to be sure.
context: But this is a secret between us.\Please don't tell anyone of this.\This guy is totally messed up in the head.\He wasn't joking earlier at all.\He's a delusional, crazy bastard.\Should I punch him?\You always want to throw punches first.\Let's take it a bit further, just to be sure. response:	Do you have, like, a ray gun and, like,
context: Please don't tell anyone of this.\This guy is totally messed up in the head.\He wasn't joking earlier at all.\He's a delusional, crazy bastard.\Should I punch him?\You always want to throw punches first.\Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like, response:	an ultra hyper anti-gravity device in your bag?
context: This guy is totally messed up in the head.\He wasn't joking earlier at all.\He's a delusional, crazy bastard.\Should I punch him?\You always want to throw punches first.\Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag? response:	Of course I do.
context: He wasn't joking earlier at all.\He's a delusional, crazy bastard.\Should I punch him?\You always want to throw punches first.\Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag?\Of course I do. response:	But I didn't come to Earth to fight, so I left them in my spaceship.
context: He's a delusional, crazy bastard.\Should I punch him?\You always want to throw punches first.\Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag?\Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship. response:	Aw, come on. If you're an alien, show us something.
context: Should I punch him?\You always want to throw punches first.\Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag?\Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something. response:	And your blood wasn't even green.
context: You always want to throw punches first.\Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag?\Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something.\And your blood wasn't even green. response:	Yeah. Alien blood is always green.
context: Let's take it a bit further, just to be sure.\Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag?\Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something.\And your blood wasn't even green.\Yeah. Alien blood is always green. response:	Do you two doubt me?
context: Do you have, like, a ray gun and, like,\an ultra hyper anti-gravity device in your bag?\Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something.\And your blood wasn't even green.\Yeah. Alien blood is always green.\Do you two doubt me? response:	Hey, calm down.
context: an ultra hyper anti-gravity device in your bag?\Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something.\And your blood wasn't even green.\Yeah. Alien blood is always green.\Do you two doubt me?\Hey, calm down. response:	You finally got it? You moron!
context: Of course I do.\But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something.\And your blood wasn't even green.\Yeah. Alien blood is always green.\Do you two doubt me?\Hey, calm down.\You finally got it? You moron! response:	I don't mind going along with pranks,
context: But I didn't come to Earth to fight, so I left them in my spaceship.\Aw, come on. If you're an alien, show us something.\And your blood wasn't even green.\Yeah. Alien blood is always green.\Do you two doubt me?\Hey, calm down.\You finally got it? You moron!\I don't mind going along with pranks, response:	but I don't have time to deal with delusional freaks like you.
context: Aw, come on. If you're an alien, show us something.\And your blood wasn't even green.\Yeah. Alien blood is always green.\Do you two doubt me?\Hey, calm down.\You finally got it? You moron!\I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you. response:	You didn't have to just come out and say that!
context: And your blood wasn't even green.\Yeah. Alien blood is always green.\Do you two doubt me?\Hey, calm down.\You finally got it? You moron!\I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that! response:	Shut up! It's better to be up-front!
context: Yeah. Alien blood is always green.\Do you two doubt me?\Hey, calm down.\You finally got it? You moron!\I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that!\Shut up! It's better to be up-front! response:	What? Is there a fire somewhere?
context: Do you two doubt me?\Hey, calm down.\You finally got it? You moron!\I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that!\Shut up! It's better to be up-front!\What? Is there a fire somewhere? response:	Wh-What the hell?
context: Hey, calm down.\You finally got it? You moron!\I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that!\Shut up! It's better to be up-front!\What? Is there a fire somewhere?\Wh-What the hell? response:	This sound... I don't like this sound.
context: You finally got it? You moron!\I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that!\Shut up! It's better to be up-front!\What? Is there a fire somewhere?\Wh-What the hell?\This sound... I don't like this sound. response:	This sound...
context: I don't mind going along with pranks,\but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that!\Shut up! It's better to be up-front!\What? Is there a fire somewhere?\Wh-What the hell?\This sound... I don't like this sound.\This sound... response:	Stop this sound!
context: but I don't have time to deal with delusional freaks like you.\You didn't have to just come out and say that!\Shut up! It's better to be up-front!\What? Is there a fire somewhere?\Wh-What the hell?\This sound... I don't like this sound.\This sound...\Stop this sound! response:	I don't like this sound!
context: You didn't have to just come out and say that!\Shut up! It's better to be up-front!\What? Is there a fire somewhere?\Wh-What the hell?\This sound... I don't like this sound.\This sound...\Stop this sound!\I don't like this sound! response:	I'm allergic to it!
context: Shut up! It's better to be up-front!\What? Is there a fire somewhere?\Wh-What the hell?\This sound... I don't like this sound.\This sound...\Stop this sound!\I don't like this sound!\I'm allergic to it! response:	Make it stop!
context: What? Is there a fire somewhere?\Wh-What the hell?\This sound... I don't like this sound.\This sound...\Stop this sound!\I don't like this sound!\I'm allergic to it!\Make it stop! response:	Josuke, this guy's dangerous!
context: Wh-What the hell?\This sound... I don't like this sound.\This sound...\Stop this sound!\I don't like this sound!\I'm allergic to it!\Make it stop!\Josuke, this guy's dangerous! response:	Let's go. We shouldn't mess with him.
context: This sound... I don't like this sound.\This sound...\Stop this sound!\I don't like this sound!\I'm allergic to it!\Make it stop!\Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him. response:	But don't you think
context: This sound...\Stop this sound!\I don't like this sound!\I'm allergic to it!\Make it stop!\Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him.\But don't you think response:	leaving him like that is a bit cruel?
context: Stop this sound!\I don't like this sound!\I'm allergic to it!\Make it stop!\Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him.\But don't you think\leaving him like that is a bit cruel? response:	He said he's allergic to that sound, right? Just leave him be.
context: I don't like this sound!\I'm allergic to it!\Make it stop!\Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him.\But don't you think\leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be. response:	I'm leaving, Josuke.
context: I'm allergic to it!\Make it stop!\Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him.\But don't you think\leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke. response:	H-Hey!
context: Make it stop!\Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him.\But don't you think\leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke.\H-Hey! response:	Damn it, Okuyasu.
context: Josuke, this guy's dangerous!\Let's go. We shouldn't mess with him.\But don't you think\leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke.\H-Hey!\Damn it, Okuyasu. response:	H-Hey, you okay?
context: Let's go. We shouldn't mess with him.\But don't you think\leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke.\H-Hey!\Damn it, Okuyasu.\H-Hey, you okay? response:	No... Please,
context: But don't you think\leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke.\H-Hey!\Damn it, Okuyasu.\H-Hey, you okay?\No... Please, response:	take me somewhere I can't hear this sound...
context: leaving him like that is a bit cruel?\He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke.\H-Hey!\Damn it, Okuyasu.\H-Hey, you okay?\No... Please,\take me somewhere I can't hear this sound... response:	Wh-What?!
context: He said he's allergic to that sound, right? Just leave him be.\I'm leaving, Josuke.\H-Hey!\Damn it, Okuyasu.\H-Hey, you okay?\No... Please,\take me somewhere I can't hear this sound...\Wh-What?! response:	Please take me away!
context: I'm leaving, Josuke.\H-Hey!\Damn it, Okuyasu.\H-Hey, you okay?\No... Please,\take me somewhere I can't hear this sound...\Wh-What?!\Please take me away! response:	A-Are you actually...
context: H-Hey!\Damn it, Okuyasu.\H-Hey, you okay?\No... Please,\take me somewhere I can't hear this sound...\Wh-What?!\Please take me away!\A-Are you actually... response:	I have a power that allows me to turn into anything.
context: Damn it, Okuyasu.\H-Hey, you okay?\No... Please,\take me somewhere I can't hear this sound...\Wh-What?!\Please take me away!\A-Are you actually...\I have a power that allows me to turn into anything. response:	H-Hurry... I feel like my head will split open amidst this sound...
context: H-Hey, you okay?\No... Please,\take me somewhere I can't hear this sound...\Wh-What?!\Please take me away!\A-Are you actually...\I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound... response:	Please...
context: No... Please,\take me somewhere I can't hear this sound...\Wh-What?!\Please take me away!\A-Are you actually...\I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound...\Please... response:	I'll turn into sneakers, so please, wear them and take me with you!
context: take me somewhere I can't hear this sound...\Wh-What?!\Please take me away!\A-Are you actually...\I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound...\Please...\I'll turn into sneakers, so please, wear them and take me with you! response:	In return, I'll do anything for you!
context: Wh-What?!\Please take me away!\A-Are you actually...\I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound...\Please...\I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you! response:	Are you a Stand user?!
context: Please take me away!\A-Are you actually...\I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound...\Please...\I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you!\Are you a Stand user?! response:	Whoa! Y-You're super fast!
context: A-Are you actually...\I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound...\Please...\I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you!\Are you a Stand user?!\Whoa! Y-You're super fast! response:	With your powers plus my powers,
context: I have a power that allows me to turn into anything.\H-Hurry... I feel like my head will split open amidst this sound...\Please...\I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you!\Are you a Stand user?!\Whoa! Y-You're super fast!\With your powers plus my powers, response:	our speed and jumping strength are doubled.
context: H-Hurry... I feel like my head will split open amidst this sound...\Please...\I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you!\Are you a Stand user?!\Whoa! Y-You're super fast!\With your powers plus my powers,\our speed and jumping strength are doubled. response:	Are you seriously an alien?!
context: Please...\I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you!\Are you a Stand user?!\Whoa! Y-You're super fast!\With your powers plus my powers,\our speed and jumping strength are doubled.\Are you seriously an alien?! response:	Te
context: I'll turn into sneakers, so please, wear them and take me with you!\In return, I'll do anything for you!\Are you a Stand user?!\Whoa! Y-You're super fast!\With your powers plus my powers,\our speed and jumping strength are doubled.\Are you seriously an alien?!\Te response:	Ter
context: In return, I'll do anything for you!\Are you a Stand user?!\Whoa! Y-You're super fast!\With your powers plus my powers,\our speed and jumping strength are doubled.\Are you seriously an alien?!\Te\Ter response:	Terr
context: Are you a Stand user?!\Whoa! Y-You're super fast!\With your powers plus my powers,\our speed and jumping strength are doubled.\Are you seriously an alien?!\Te\Ter\Terr response:	Terra
context: Whoa! Y-You're super fast!\With your powers plus my powers,\our speed and jumping strength are doubled.\Are you seriously an alien?!\Te\Ter\Terr\Terra response:	Terra V
