context: True Calendar year 71. response:	Humanity, 70 of whom had been sent out into space, was largely divided into two powers.
context: Senator.\Senator...\You've never talked to a politician before?\I'd like to think that I'm not as scary as those Dorssian forces you defeated.\That's...\It was through these posts that we learned you were still putting up a fight here.\The user who uploaded the video was...\Rainbow? response:	If wonder if it's one of our students?
context: Senator...\You've never talked to a politician before?\I'd like to think that I'm not as scary as those Dorssian forces you defeated.\That's...\It was through these posts that we learned you were still putting up a fight here.\The user who uploaded the video was...\Rainbow?\If wonder if it's one of our students? response:	Beats me.
context: You've never talked to a politician before?\I'd like to think that I'm not as scary as those Dorssian forces you defeated.\That's...\It was through these posts that we learned you were still putting up a fight here.\The user who uploaded the video was...\Rainbow?\If wonder if it's one of our students?\Beats me. response:	Why not post something?
context: I'd like to think that I'm not as scary as those Dorssian forces you defeated.\That's...\It was through these posts that we learned you were still putting up a fight here.\The user who uploaded the video was...\Rainbow?\If wonder if it's one of our students?\Beats me.\Why not post something? response:	People around the world are worried about your safety.
context: That's...\It was through these posts that we learned you were still putting up a fight here.\The user who uploaded the video was...\Rainbow?\If wonder if it's one of our students?\Beats me.\Why not post something?\People around the world are worried about your safety. response:	But I...
context: It was through these posts that we learned you were still putting up a fight here.\The user who uploaded the video was...\Rainbow?\If wonder if it's one of our students?\Beats me.\Why not post something?\People around the world are worried about your safety.\But I... response:	If you post, the people of JIOR might see it, too.
context: The user who uploaded the video was...\Rainbow?\If wonder if it's one of our students?\Beats me.\Why not post something?\People around the world are worried about your safety.\But I...\If you post, the people of JIOR might see it, too. response:	This is Haruto Tokishima.
context: Rainbow?\If wonder if it's one of our students?\Beats me.\Why not post something?\People around the world are worried about your safety.\But I...\If you post, the people of JIOR might see it, too.\This is Haruto Tokishima. response:	We're fine. We were saved by the ARUS military.
context: If wonder if it's one of our students?\Beats me.\Why not post something?\People around the world are worried about your safety.\But I...\If you post, the people of JIOR might see it, too.\This is Haruto Tokishima.\We're fine. We were saved by the ARUS military. response:	Look, look! That high school boy says he's alive!
context: Beats me.\Why not post something?\People around the world are worried about your safety.\But I...\If you post, the people of JIOR might see it, too.\This is Haruto Tokishima.\We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive! response:	He's gotta be around the same age as us!
context: Why not post something?\People around the world are worried about your safety.\But I...\If you post, the people of JIOR might see it, too.\This is Haruto Tokishima.\We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive!\He's gotta be around the same age as us! response:	That's awesome!
context: People around the world are worried about your safety.\But I...\If you post, the people of JIOR might see it, too.\This is Haruto Tokishima.\We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive!\He's gotta be around the same age as us!\That's awesome! response:	Wonderful news has just come in!
context: But I...\If you post, the people of JIOR might see it, too.\This is Haruto Tokishima.\We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive!\He's gotta be around the same age as us!\That's awesome!\Wonderful news has just come in! response:	We're told that that high school boy has posted a message!
context: If you post, the people of JIOR might see it, too.\This is Haruto Tokishima.\We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive!\He's gotta be around the same age as us!\That's awesome!\Wonderful news has just come in!\We're told that that high school boy has posted a message! response:	Haruto! Let us invite you to our match!
context: This is Haruto Tokishima.\We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive!\He's gotta be around the same age as us!\That's awesome!\Wonderful news has just come in!\We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match! response:	Oh, no way! Was that the Goal King?
context: We're fine. We were saved by the ARUS military.\Look, look! That high school boy says he's alive!\He's gotta be around the same age as us!\That's awesome!\Wonderful news has just come in!\We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King? response:	It was. Best-selling authors, gold medalists, and even our president have friended you.
context: Look, look! That high school boy says he's alive!\He's gotta be around the same age as us!\That's awesome!\Wonderful news has just come in!\We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you. response:	Wow! This says your friend count is over 700 million!
context: He's gotta be around the same age as us!\That's awesome!\Wonderful news has just come in!\We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million! response:	The high schooler who took on the mighty Dorssian military all by himself.
context: That's awesome!\Wonderful news has just come in!\We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself. response:	They've given you the tagline,
context: Wonderful news has just come in!\We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline, response:	The Boy Who Took on the World.'
context: We're told that that high school boy has posted a message!\Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline,\The Boy Who Took on the World.' response:	Do you like it?
context: Haruto! Let us invite you to our match!\Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline,\The Boy Who Took on the World.'\Do you like it? response:	I never wanted
context: Oh, no way! Was that the Goal King?\It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline,\The Boy Who Took on the World.'\Do you like it?\I never wanted response:	You're now the last hope of JIOR.
context: It was. Best-selling authors, gold medalists, and even our president have friended you.\Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline,\The Boy Who Took on the World.'\Do you like it?\I never wanted\You're now the last hope of JIOR. response:	The symbol of the fight against Dorssia's schemes.
context: Wow! This says your friend count is over 700 million!\The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline,\The Boy Who Took on the World.'\Do you like it?\I never wanted\You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes. response:	So are you telling me that I have to fight?
context: The high schooler who took on the mighty Dorssian military all by himself.\They've given you the tagline,\The Boy Who Took on the World.'\Do you like it?\I never wanted\You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight? response:	No. To run away.
context: They've given you the tagline,\The Boy Who Took on the World.'\Do you like it?\I never wanted\You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight?\No. To run away. response:	What we drove off was just a single frontline unit.
context: The Boy Who Took on the World.'\Do you like it?\I never wanted\You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight?\No. To run away.\What we drove off was just a single frontline unit. response:	If the main force that occupied your Sphere comes at you, you won't stand a chance.
context: Do you like it?\I never wanted\You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight?\No. To run away.\What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance. response:	You're running?
context: I never wanted\You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight?\No. To run away.\What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running? response:	I'm not a soldier. I'm a coward.
context: You're now the last hope of JIOR.\The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight?\No. To run away.\What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running?\I'm not a soldier. I'm a coward. response:	And besides, running isn't losing.
context: The symbol of the fight against Dorssia's schemes.\So are you telling me that I have to fight?\No. To run away.\What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running?\I'm not a soldier. I'm a coward.\And besides, running isn't losing. response:	Really losing is when you die.
context: So are you telling me that I have to fight?\No. To run away.\What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running?\I'm not a soldier. I'm a coward.\And besides, running isn't losing.\Really losing is when you die. response:	In other words, surviving is a sort of victory.
context: No. To run away.\What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running?\I'm not a soldier. I'm a coward.\And besides, running isn't losing.\Really losing is when you die.\In other words, surviving is a sort of victory. response:	Will you help us, Haruto Tokishima?
context: What we drove off was just a single frontline unit.\If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running?\I'm not a soldier. I'm a coward.\And besides, running isn't losing.\Really losing is when you die.\In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima? response:	To help everyone survive?
context: If the main force that occupied your Sphere comes at you, you won't stand a chance.\You're running?\I'm not a soldier. I'm a coward.\And besides, running isn't losing.\Really losing is when you die.\In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima?\To help everyone survive? response:	Sure.
context: You're running?\I'm not a soldier. I'm a coward.\And besides, running isn't losing.\Really losing is when you die.\In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima?\To help everyone survive?\Sure. response:	It's just a nutrient solution.
context: I'm not a soldier. I'm a coward.\And besides, running isn't losing.\Really losing is when you die.\In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima?\To help everyone survive?\Sure.\It's just a nutrient solution. response:	Failing to feed a prisoner is a treaty violation.
context: And besides, running isn't losing.\Really losing is when you die.\In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima?\To help everyone survive?\Sure.\It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation. response:	What happened?
context: Really losing is when you die.\In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima?\To help everyone survive?\Sure.\It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation.\What happened? response:	Lights! Turn on the lights!
context: In other words, surviving is a sort of victory.\Will you help us, Haruto Tokishima?\To help everyone survive?\Sure.\It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation.\What happened?\Lights! Turn on the lights! response:	Freedom acquired.
context: Will you help us, Haruto Tokishima?\To help everyone survive?\Sure.\It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation.\What happened?\Lights! Turn on the lights!\Freedom acquired. response:	Will now commence Plan D7.
context: To help everyone survive?\Sure.\It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation.\What happened?\Lights! Turn on the lights!\Freedom acquired.\Will now commence Plan D7. response:	Many thanks, Captain.
context: Sure.\It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation.\What happened?\Lights! Turn on the lights!\Freedom acquired.\Will now commence Plan D7.\Many thanks, Captain. response:	Your retrieving us was a big help.
context: It's just a nutrient solution.\Failing to feed a prisoner is a treaty violation.\What happened?\Lights! Turn on the lights!\Freedom acquired.\Will now commence Plan D7.\Many thanks, Captain.\Your retrieving us was a big help. response:	Please allow us to participate in the recapture of Module 77.
context: Failing to feed a prisoner is a treaty violation.\What happened?\Lights! Turn on the lights!\Freedom acquired.\Will now commence Plan D7.\Many thanks, Captain.\Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77. response:	You appear to be a man short.
context: What happened?\Lights! Turn on the lights!\Freedom acquired.\Will now commence Plan D7.\Many thanks, Captain.\Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77.\You appear to be a man short. response:	He must have a good reason.
context: Lights! Turn on the lights!\Freedom acquired.\Will now commence Plan D7.\Many thanks, Captain.\Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77.\You appear to be a man short.\He must have a good reason. response:	For L-elf of all people to have
context: Freedom acquired.\Will now commence Plan D7.\Many thanks, Captain.\Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77.\You appear to be a man short.\He must have a good reason.\For L-elf of all people to have response:	The fact is that he inflicted casualties on our forces.
context: Will now commence Plan D7.\Many thanks, Captain.\Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77.\You appear to be a man short.\He must have a good reason.\For L-elf of all people to have\The fact is that he inflicted casualties on our forces. response:	I'm not averse to the word friendship, you know.
context: Many thanks, Captain.\Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77.\You appear to be a man short.\He must have a good reason.\For L-elf of all people to have\The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know. response:	The Valvrave has the absolute highest priority of all special missions.
context: Your retrieving us was a big help.\Please allow us to participate in the recapture of Module 77.\You appear to be a man short.\He must have a good reason.\For L-elf of all people to have\The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions. response:	I will overlook any irregularities resulting from it.
context: Please allow us to participate in the recapture of Module 77.\You appear to be a man short.\He must have a good reason.\For L-elf of all people to have\The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it. response:	Recover the Valvrave without fail.
context: You appear to be a man short.\He must have a good reason.\For L-elf of all people to have\The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it.\Recover the Valvrave without fail. response:	Blitzendegen.
context: He must have a good reason.\For L-elf of all people to have\The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it.\Recover the Valvrave without fail.\Blitzendegen. response:	Blitzendegen!
context: For L-elf of all people to have\The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it.\Recover the Valvrave without fail.\Blitzendegen.\Blitzendegen! response:	Form up by classes, please!
context: The fact is that he inflicted casualties on our forces.\I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it.\Recover the Valvrave without fail.\Blitzendegen.\Blitzendegen!\Form up by classes, please! response:	Make sure that the students before and after your student number are there!
context: I'm not averse to the word friendship, you know.\The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it.\Recover the Valvrave without fail.\Blitzendegen.\Blitzendegen!\Form up by classes, please!\Make sure that the students before and after your student number are there! response:	It's all right! Just follow the military's instructions!
context: The Valvrave has the absolute highest priority of all special missions.\I will overlook any irregularities resulting from it.\Recover the Valvrave without fail.\Blitzendegen.\Blitzendegen!\Form up by classes, please!\Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions! response:	Haruto, can we really get away?
context: I will overlook any irregularities resulting from it.\Recover the Valvrave without fail.\Blitzendegen.\Blitzendegen!\Form up by classes, please!\Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions!\Haruto, can we really get away? response:	Don't worry. I'll protect you in the robot.
context: Recover the Valvrave without fail.\Blitzendegen.\Blitzendegen!\Form up by classes, please!\Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions!\Haruto, can we really get away?\Don't worry. I'll protect you in the robot. response:	I guess that's okay, then.
context: Blitzendegen.\Blitzendegen!\Form up by classes, please!\Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions!\Haruto, can we really get away?\Don't worry. I'll protect you in the robot.\I guess that's okay, then. response:	We're all counting on you, Haruto!
context: Blitzendegen!\Form up by classes, please!\Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions!\Haruto, can we really get away?\Don't worry. I'll protect you in the robot.\I guess that's okay, then.\We're all counting on you, Haruto! response:	Why's he cooperating?
context: Form up by classes, please!\Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions!\Haruto, can we really get away?\Don't worry. I'll protect you in the robot.\I guess that's okay, then.\We're all counting on you, Haruto!\Why's he cooperating? response:	The choice that avoids fighting is the best choice. That's so Haruto.
context: Make sure that the students before and after your student number are there!\It's all right! Just follow the military's instructions!\Haruto, can we really get away?\Don't worry. I'll protect you in the robot.\I guess that's okay, then.\We're all counting on you, Haruto!\Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto. response:	You really get him, don't you?
context: It's all right! Just follow the military's instructions!\Haruto, can we really get away?\Don't worry. I'll protect you in the robot.\I guess that's okay, then.\We're all counting on you, Haruto!\Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you? response:	They grew up together. Shoko and Haruto.
context: Haruto, can we really get away?\Don't worry. I'll protect you in the robot.\I guess that's okay, then.\We're all counting on you, Haruto!\Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you?\They grew up together. Shoko and Haruto. response:	You two.
context: Don't worry. I'll protect you in the robot.\I guess that's okay, then.\We're all counting on you, Haruto!\Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you?\They grew up together. Shoko and Haruto.\You two. response:	Join the evacuation at once.
context: I guess that's okay, then.\We're all counting on you, Haruto!\Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you?\They grew up together. Shoko and Haruto.\You two.\Join the evacuation at once. response:	R-Right.
context: We're all counting on you, Haruto!\Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you?\They grew up together. Shoko and Haruto.\You two.\Join the evacuation at once.\R-Right. response:	They're at cable car 1.
context: Why's he cooperating?\The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you?\They grew up together. Shoko and Haruto.\You two.\Join the evacuation at once.\R-Right.\They're at cable car 1. response:	Where's Satomi?
context: The choice that avoids fighting is the best choice. That's so Haruto.\You really get him, don't you?\They grew up together. Shoko and Haruto.\You two.\Join the evacuation at once.\R-Right.\They're at cable car 1.\Where's Satomi? response:	Student Council President Renkoboji went to make a phone call.
context: You really get him, don't you?\They grew up together. Shoko and Haruto.\You two.\Join the evacuation at once.\R-Right.\They're at cable car 1.\Where's Satomi?\Student Council President Renkoboji went to make a phone call. response:	A phone call? At a time like this?
context: They grew up together. Shoko and Haruto.\You two.\Join the evacuation at once.\R-Right.\They're at cable car 1.\Where's Satomi?\Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this? response:	He has a lot on his plate.
context: You two.\Join the evacuation at once.\R-Right.\They're at cable car 1.\Where's Satomi?\Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this?\He has a lot on his plate. response:	Ah... Anyway, join the evacuation right away, you two.
context: Join the evacuation at once.\R-Right.\They're at cable car 1.\Where's Satomi?\Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this?\He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two. response:	What's with the command form?
context: R-Right.\They're at cable car 1.\Where's Satomi?\Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this?\He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two.\What's with the command form? response:	She's snooty to the core, I guess.
context: They're at cable car 1.\Where's Satomi?\Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this?\He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two.\What's with the command form?\She's snooty to the core, I guess. response:	The enemy's coming! How long are you going to stay cooped up in your room?
context: Where's Satomi?\Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this?\He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two.\What's with the command form?\She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room? response:	Are you listening to me?! Hey!
context: Student Council President Renkoboji went to make a phone call.\A phone call? At a time like this?\He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two.\What's with the command form?\She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey! response:	If you don't hurry, you're gonna end up left behind!
context: A phone call? At a time like this?\He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two.\What's with the command form?\She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind! response:	Quit bugging me, big brother...
context: He has a lot on his plate.\Ah... Anyway, join the evacuation right away, you two.\What's with the command form?\She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother... response:	This is war! If you stay
context: Ah... Anyway, join the evacuation right away, you two.\What's with the command form?\She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother...\This is war! If you stay response:	Wha? Hey! Hello? Hello!
context: What's with the command form?\She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother...\This is war! If you stay\Wha? Hey! Hello? Hello! response:	There's no need to rush! You can all fit in!
context: She's snooty to the core, I guess.\The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother...\This is war! If you stay\Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in! response:	ARUS will help us, so please don't push!
context: The enemy's coming! How long are you going to stay cooped up in your room?\Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother...\This is war! If you stay\Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in!\ARUS will help us, so please don't push! response:	A hand mic.
context: Are you listening to me?! Hey!\If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother...\This is war! If you stay\Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in!\ARUS will help us, so please don't push!\A hand mic. response:	A hand mic...
context: If you don't hurry, you're gonna end up left behind!\Quit bugging me, big brother...\This is war! If you stay\Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in!\ARUS will help us, so please don't push!\A hand mic.\A hand mic... response:	Given the difference in relative troop strengths, their only choice is to retreat.
context: Quit bugging me, big brother...\This is war! If you stay\Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in!\ARUS will help us, so please don't push!\A hand mic.\A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat. response:	If they intend to conduct a smooth retreat, using a student is the best choice.
context: This is war! If you stay\Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in!\ARUS will help us, so please don't push!\A hand mic.\A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice. response:	Influence, ideology, docility...
context: Wha? Hey! Hello? Hello!\There's no need to rush! You can all fit in!\ARUS will help us, so please don't push!\A hand mic.\A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility... response:	The conclusion this leads me to is...
context: There's no need to rush! You can all fit in!\ARUS will help us, so please don't push!\A hand mic.\A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility...\The conclusion this leads me to is... response:	Haruto Tokishima.
context: ARUS will help us, so please don't push!\A hand mic.\A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility...\The conclusion this leads me to is...\Haruto Tokishima. response:	The Dorssian prisoner has escaped!
context: A hand mic.\A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility...\The conclusion this leads me to is...\Haruto Tokishima.\The Dorssian prisoner has escaped! response:	Height, 177cm! Hair, silver! Male! Age, 17!
context: A hand mic...\Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility...\The conclusion this leads me to is...\Haruto Tokishima.\The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17! response:	Capture upon discovery!
context: Given the difference in relative troop strengths, their only choice is to retreat.\If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility...\The conclusion this leads me to is...\Haruto Tokishima.\The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery! response:	I repeat, the Dorssian prisoner has...
context: If they intend to conduct a smooth retreat, using a student is the best choice.\Influence, ideology, docility...\The conclusion this leads me to is...\Haruto Tokishima.\The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery!\I repeat, the Dorssian prisoner has... response:	I can't believe it took them 15 minutes to discover I had escaped.
context: Influence, ideology, docility...\The conclusion this leads me to is...\Haruto Tokishima.\The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery!\I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped. response:	Proficiency assessment, E.
context: The conclusion this leads me to is...\Haruto Tokishima.\The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery!\I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E. response:	We're fighting just one enemy!
context: Haruto Tokishima.\The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery!\I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E.\We're fighting just one enemy! response:	Hem him in and hunt him down!
context: The Dorssian prisoner has escaped!\Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery!\I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E.\We're fighting just one enemy!\Hem him in and hunt him down! response:	It's a student!
context: Height, 177cm! Hair, silver! Male! Age, 17!\Capture upon discovery!\I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E.\We're fighting just one enemy!\Hem him in and hunt him down!\It's a student! response:	It's L-elf!
context: Capture upon discovery!\I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E.\We're fighting just one enemy!\Hem him in and hunt him down!\It's a student!\It's L-elf! response:	Shoot! Open fire!
context: I repeat, the Dorssian prisoner has...\I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E.\We're fighting just one enemy!\Hem him in and hunt him down!\It's a student!\It's L-elf!\Shoot! Open fire! response:	He breached our perimeter?
context: I can't believe it took them 15 minutes to discover I had escaped.\Proficiency assessment, E.\We're fighting just one enemy!\Hem him in and hunt him down!\It's a student!\It's L-elf!\Shoot! Open fire!\He breached our perimeter? response:	All hands, arm yourselves! Commit our reserves, too!
context: Proficiency assessment, E.\We're fighting just one enemy!\Hem him in and hunt him down!\It's a student!\It's L-elf!\Shoot! Open fire!\He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too! response:	Impossible... Our garrison is company-sized! 200 men!
context: We're fighting just one enemy!\Hem him in and hunt him down!\It's a student!\It's L-elf!\Shoot! Open fire!\He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men! response:	Have you forgotten his nom de guerre, Captain?
context: Hem him in and hunt him down!\It's a student!\It's L-elf!\Shoot! Open fire!\He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain? response:	The One-man Brigade...
context: It's a student!\It's L-elf!\Shoot! Open fire!\He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain?\The One-man Brigade... response:	Physical abilities and mental faculties, both normal.
