context: Huh?! response:	Incoming call: Yoko Nakaizumi
context: What is it?\The pilot has run away.\It's no good. I'm completely lost.\Ouch!\Oww...\Come on!\It looks similar...\But I guess it's a little different. response:	Who's there?!
context: The pilot has run away.\It's no good. I'm completely lost.\Ouch!\Oww...\Come on!\It looks similar...\But I guess it's a little different.\Who's there?! response:	Please wait!
context: It's no good. I'm completely lost.\Ouch!\Oww...\Come on!\It looks similar...\But I guess it's a little different.\Who's there?!\Please wait! response:	Wait!
context: Ouch!\Oww...\Come on!\It looks similar...\But I guess it's a little different.\Who's there?!\Please wait!\Wait! response:	Excuse me! I'm...
context: Oww...\Come on!\It looks similar...\But I guess it's a little different.\Who's there?!\Please wait!\Wait!\Excuse me! I'm... response:	Lost!
context: Come on!\It looks similar...\But I guess it's a little different.\Who's there?!\Please wait!\Wait!\Excuse me! I'm...\Lost! response:	You too?! You too?!
context: It looks similar...\But I guess it's a little different.\Who's there?!\Please wait!\Wait!\Excuse me! I'm...\Lost!\You too?! You too?! response:	Excuse me, but who are you?
context: But I guess it's a little different.\Who's there?!\Please wait!\Wait!\Excuse me! I'm...\Lost!\You too?! You too?!\Excuse me, but who are you? response:	The pilot... or... rather...
context: Who's there?!\Please wait!\Wait!\Excuse me! I'm...\Lost!\You too?! You too?!\Excuse me, but who are you?\The pilot... or... rather... response:	I'm Kyono Madoka. And you?
context: Please wait!\Wait!\Excuse me! I'm...\Lost!\You too?! You too?!\Excuse me, but who are you?\The pilot... or... rather...\I'm Kyono Madoka. And you? response:	I'm Muginami.
context: Wait!\Excuse me! I'm...\Lost!\You too?! You too?!\Excuse me, but who are you?\The pilot... or... rather...\I'm Kyono Madoka. And you?\I'm Muginami. response:	Say Miss Muginami...
context: Excuse me! I'm...\Lost!\You too?! You too?!\Excuse me, but who are you?\The pilot... or... rather...\I'm Kyono Madoka. And you?\I'm Muginami.\Say Miss Muginami... response:	Roger that!
context: Lost!\You too?! You too?!\Excuse me, but who are you?\The pilot... or... rather...\I'm Kyono Madoka. And you?\I'm Muginami.\Say Miss Muginami...\Roger that! response:	Then I'm going to look over that way.
context: You too?! You too?!\Excuse me, but who are you?\The pilot... or... rather...\I'm Kyono Madoka. And you?\I'm Muginami.\Say Miss Muginami...\Roger that!\Then I'm going to look over that way. response:	And you go that way.
context: Excuse me, but who are you?\The pilot... or... rather...\I'm Kyono Madoka. And you?\I'm Muginami.\Say Miss Muginami...\Roger that!\Then I'm going to look over that way.\And you go that way. response:	Oh, okay.
context: The pilot... or... rather...\I'm Kyono Madoka. And you?\I'm Muginami.\Say Miss Muginami...\Roger that!\Then I'm going to look over that way.\And you go that way.\Oh, okay. response:	Wait now...
context: I'm Kyono Madoka. And you?\I'm Muginami.\Say Miss Muginami...\Roger that!\Then I'm going to look over that way.\And you go that way.\Oh, okay.\Wait now... response:	So what do I do?
context: I'm Muginami.\Say Miss Muginami...\Roger that!\Then I'm going to look over that way.\And you go that way.\Oh, okay.\Wait now...\So what do I do? response:	Found you.
context: Say Miss Muginami...\Roger that!\Then I'm going to look over that way.\And you go that way.\Oh, okay.\Wait now...\So what do I do?\Found you. response:	I told you, I wasn't trying to run away.
context: Roger that!\Then I'm going to look over that way.\And you go that way.\Oh, okay.\Wait now...\So what do I do?\Found you.\I told you, I wasn't trying to run away. response:	It's all right. I understand how you feel.
context: Then I'm going to look over that way.\And you go that way.\Oh, okay.\Wait now...\So what do I do?\Found you.\I told you, I wasn't trying to run away.\It's all right. I understand how you feel. response:	You do?
context: And you go that way.\Oh, okay.\Wait now...\So what do I do?\Found you.\I told you, I wasn't trying to run away.\It's all right. I understand how you feel.\You do? response:	To be honest, I wish I could help more
context: Oh, okay.\Wait now...\So what do I do?\Found you.\I told you, I wasn't trying to run away.\It's all right. I understand how you feel.\You do?\To be honest, I wish I could help more response:	instead of forcing everything onto you.
context: Wait now...\So what do I do?\Found you.\I told you, I wasn't trying to run away.\It's all right. I understand how you feel.\You do?\To be honest, I wish I could help more\instead of forcing everything onto you. response:	But all I can do is fly.
context: So what do I do?\Found you.\I told you, I wasn't trying to run away.\It's all right. I understand how you feel.\You do?\To be honest, I wish I could help more\instead of forcing everything onto you.\But all I can do is fly. response:	Uh... What are you talking about?
context: Found you.\I told you, I wasn't trying to run away.\It's all right. I understand how you feel.\You do?\To be honest, I wish I could help more\instead of forcing everything onto you.\But all I can do is fly.\Uh... What are you talking about? response:	I'm sorry, I...
context: I told you, I wasn't trying to run away.\It's all right. I understand how you feel.\You do?\To be honest, I wish I could help more\instead of forcing everything onto you.\But all I can do is fly.\Uh... What are you talking about?\I'm sorry, I... response:	There's no way I'm going to be able to put this on by myself.
context: It's all right. I understand how you feel.\You do?\To be honest, I wish I could help more\instead of forcing everything onto you.\But all I can do is fly.\Uh... What are you talking about?\I'm sorry, I...\There's no way I'm going to be able to put this on by myself. response:	Help me out.
context: You do?\To be honest, I wish I could help more\instead of forcing everything onto you.\But all I can do is fly.\Uh... What are you talking about?\I'm sorry, I...\There's no way I'm going to be able to put this on by myself.\Help me out. response:	Can you do it?
context: To be honest, I wish I could help more\instead of forcing everything onto you.\But all I can do is fly.\Uh... What are you talking about?\I'm sorry, I...\There's no way I'm going to be able to put this on by myself.\Help me out.\Can you do it? response:	Not sure. I'll have to take my chances.
context: instead of forcing everything onto you.\But all I can do is fly.\Uh... What are you talking about?\I'm sorry, I...\There's no way I'm going to be able to put this on by myself.\Help me out.\Can you do it?\Not sure. I'll have to take my chances. response:	Good answer.
context: But all I can do is fly.\Uh... What are you talking about?\I'm sorry, I...\There's no way I'm going to be able to put this on by myself.\Help me out.\Can you do it?\Not sure. I'll have to take my chances.\Good answer. response:	Now listen calmly.
context: Uh... What are you talking about?\I'm sorry, I...\There's no way I'm going to be able to put this on by myself.\Help me out.\Can you do it?\Not sure. I'll have to take my chances.\Good answer.\Now listen calmly. response:	An enemy has appeared.
context: I'm sorry, I...\There's no way I'm going to be able to put this on by myself.\Help me out.\Can you do it?\Not sure. I'll have to take my chances.\Good answer.\Now listen calmly.\An enemy has appeared. response:	Presently, its location is 100 km southeast of Oshima.
context: There's no way I'm going to be able to put this on by myself.\Help me out.\Can you do it?\Not sure. I'll have to take my chances.\Good answer.\Now listen calmly.\An enemy has appeared.\Presently, its location is 100 km southeast of Oshima. response:	It's heading this way at Mach 2.
context: Help me out.\Can you do it?\Not sure. I'll have to take my chances.\Good answer.\Now listen calmly.\An enemy has appeared.\Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2. response:	At this rate, the confrontation will be in three minutes.
context: Can you do it?\Not sure. I'll have to take my chances.\Good answer.\Now listen calmly.\An enemy has appeared.\Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes. response:	Th-Three minutes?!
context: Not sure. I'll have to take my chances.\Good answer.\Now listen calmly.\An enemy has appeared.\Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes.\Th-Three minutes?! response:	We will control the craft during Piercer Mode.
context: Good answer.\Now listen calmly.\An enemy has appeared.\Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes.\Th-Three minutes?!\We will control the craft during Piercer Mode. response:	All you have to do is sit tight, like the last time.
context: Now listen calmly.\An enemy has appeared.\Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes.\Th-Three minutes?!\We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time. response:	I have a question.
context: An enemy has appeared.\Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes.\Th-Three minutes?!\We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time.\I have a question. response:	Was that last jolt an accident?
context: Presently, its location is 100 km southeast of Oshima.\It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes.\Th-Three minutes?!\We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time.\I have a question.\Was that last jolt an accident? response:	Jolt?
context: It's heading this way at Mach 2.\At this rate, the confrontation will be in three minutes.\Th-Three minutes?!\We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time.\I have a question.\Was that last jolt an accident?\Jolt? response:	I believe she's referring to what triggered the Form Change.
context: At this rate, the confrontation will be in three minutes.\Th-Three minutes?!\We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time.\I have a question.\Was that last jolt an accident?\Jolt?\I believe she's referring to what triggered the Form Change. response:	Oh...
context: Th-Three minutes?!\We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time.\I have a question.\Was that last jolt an accident?\Jolt?\I believe she's referring to what triggered the Form Change.\Oh... response:	It wasn't an accident. It was planned.
context: We will control the craft during Piercer Mode.\All you have to do is sit tight, like the last time.\I have a question.\Was that last jolt an accident?\Jolt?\I believe she's referring to what triggered the Form Change.\Oh...\It wasn't an accident. It was planned. response:	So we're going to do that again?
context: All you have to do is sit tight, like the last time.\I have a question.\Was that last jolt an accident?\Jolt?\I believe she's referring to what triggered the Form Change.\Oh...\It wasn't an accident. It was planned.\So we're going to do that again? response:	Correct.
context: I have a question.\Was that last jolt an accident?\Jolt?\I believe she's referring to what triggered the Form Change.\Oh...\It wasn't an accident. It was planned.\So we're going to do that again?\Correct. response:	Okay, I understand.
context: Was that last jolt an accident?\Jolt?\I believe she's referring to what triggered the Form Change.\Oh...\It wasn't an accident. It was planned.\So we're going to do that again?\Correct.\Okay, I understand. response:	Kyono.
context: Jolt?\I believe she's referring to what triggered the Form Change.\Oh...\It wasn't an accident. It was planned.\So we're going to do that again?\Correct.\Okay, I understand.\Kyono. response:	Yes?
context: I believe she's referring to what triggered the Form Change.\Oh...\It wasn't an accident. It was planned.\So we're going to do that again?\Correct.\Okay, I understand.\Kyono.\Yes? response:	The future of our planet rests in your hands.
context: Oh...\It wasn't an accident. It was planned.\So we're going to do that again?\Correct.\Okay, I understand.\Kyono.\Yes?\The future of our planet rests in your hands. response:	We're counting on you.
context: It wasn't an accident. It was planned.\So we're going to do that again?\Correct.\Okay, I understand.\Kyono.\Yes?\The future of our planet rests in your hands.\We're counting on you. response:	What?! Wait a minute!
context: So we're going to do that again?\Correct.\Okay, I understand.\Kyono.\Yes?\The future of our planet rests in your hands.\We're counting on you.\What?! Wait a minute! response:	I can't handle that kind of pressure right now!
context: Correct.\Okay, I understand.\Kyono.\Yes?\The future of our planet rests in your hands.\We're counting on you.\What?! Wait a minute!\I can't handle that kind of pressure right now! response:	The whole planet? But I've never even been to Tokyo!
context: Okay, I understand.\Kyono.\Yes?\The future of our planet rests in your hands.\We're counting on you.\What?! Wait a minute!\I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo! response:	Commencing Vox Aura A.I. Remote System check.
context: Kyono.\Yes?\The future of our planet rests in your hands.\We're counting on you.\What?! Wait a minute!\I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check. response:	Codes 1 through 11 are clear.
context: Yes?\The future of our planet rests in your hands.\We're counting on you.\What?! Wait a minute!\I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear. response:	Pilot's heart rate, blood pressure, respiratory rate... all normal.
context: The future of our planet rests in your hands.\We're counting on you.\What?! Wait a minute!\I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal. response:	Opening barrier walls one and two.
context: We're counting on you.\What?! Wait a minute!\I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two. response:	Enemy unit two is approaching quickly.
context: What?! Wait a minute!\I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two.\Enemy unit two is approaching quickly. response:	Vox Aura will engage the enemy
context: I can't handle that kind of pressure right now!\The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two.\Enemy unit two is approaching quickly.\Vox Aura will engage the enemy response:	in approximately 100 seconds.
context: The whole planet? But I've never even been to Tokyo!\Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two.\Enemy unit two is approaching quickly.\Vox Aura will engage the enemy\in approximately 100 seconds. response:	Vox System is operational.
context: Commencing Vox Aura A.I. Remote System check.\Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two.\Enemy unit two is approaching quickly.\Vox Aura will engage the enemy\in approximately 100 seconds.\Vox System is operational. response:	Shuttle locks are open.
context: Codes 1 through 11 are clear.\Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two.\Enemy unit two is approaching quickly.\Vox Aura will engage the enemy\in approximately 100 seconds.\Vox System is operational.\Shuttle locks are open. response:	Check complete. All systems go.
context: Pilot's heart rate, blood pressure, respiratory rate... all normal.\Opening barrier walls one and two.\Enemy unit two is approaching quickly.\Vox Aura will engage the enemy\in approximately 100 seconds.\Vox System is operational.\Shuttle locks are open.\Check complete. All systems go. response:	I'm starting to get really nervous.
context: Opening barrier walls one and two.\Enemy unit two is approaching quickly.\Vox Aura will engage the enemy\in approximately 100 seconds.\Vox System is operational.\Shuttle locks are open.\Check complete. All systems go.\I'm starting to get really nervous. response:	The Vox System is silent like the last time.
context: Enemy unit two is approaching quickly.\Vox Aura will engage the enemy\in approximately 100 seconds.\Vox System is operational.\Shuttle locks are open.\Check complete. All systems go.\I'm starting to get really nervous.\The Vox System is silent like the last time. response:	Let's just hope for the best.
context: Vox Aura will engage the enemy\in approximately 100 seconds.\Vox System is operational.\Shuttle locks are open.\Check complete. All systems go.\I'm starting to get really nervous.\The Vox System is silent like the last time.\Let's just hope for the best. response:	Vox Aura, take off!
context: in approximately 100 seconds.\Vox System is operational.\Shuttle locks are open.\Check complete. All systems go.\I'm starting to get really nervous.\The Vox System is silent like the last time.\Let's just hope for the best.\Vox Aura, take off! response:	An Ovid signal...
context: Vox System is operational.\Shuttle locks are open.\Check complete. All systems go.\I'm starting to get really nervous.\The Vox System is silent like the last time.\Let's just hope for the best.\Vox Aura, take off!\An Ovid signal... response:	It's not Array's, so that means...
context: Shuttle locks are open.\Check complete. All systems go.\I'm starting to get really nervous.\The Vox System is silent like the last time.\Let's just hope for the best.\Vox Aura, take off!\An Ovid signal...\It's not Array's, so that means... response:	The Vox!
context: Check complete. All systems go.\I'm starting to get really nervous.\The Vox System is silent like the last time.\Let's just hope for the best.\Vox Aura, take off!\An Ovid signal...\It's not Array's, so that means...\The Vox! response:	You should see the enemy straight ahead.
context: I'm starting to get really nervous.\The Vox System is silent like the last time.\Let's just hope for the best.\Vox Aura, take off!\An Ovid signal...\It's not Array's, so that means...\The Vox!\You should see the enemy straight ahead. response:	I see it... a black one.
context: The Vox System is silent like the last time.\Let's just hope for the best.\Vox Aura, take off!\An Ovid signal...\It's not Array's, so that means...\The Vox!\You should see the enemy straight ahead.\I see it... a black one. response:	We're going in head-on!
context: Let's just hope for the best.\Vox Aura, take off!\An Ovid signal...\It's not Array's, so that means...\The Vox!\You should see the enemy straight ahead.\I see it... a black one.\We're going in head-on! response:	What?!
context: Vox Aura, take off!\An Ovid signal...\It's not Array's, so that means...\The Vox!\You should see the enemy straight ahead.\I see it... a black one.\We're going in head-on!\What?! response:	The hell with it... charge!
context: An Ovid signal...\It's not Array's, so that means...\The Vox!\You should see the enemy straight ahead.\I see it... a black one.\We're going in head-on!\What?!\The hell with it... charge! response:	So you wanna fight?
context: It's not Array's, so that means...\The Vox!\You should see the enemy straight ahead.\I see it... a black one.\We're going in head-on!\What?!\The hell with it... charge!\So you wanna fight? response:	Bring it on!
context: The Vox!\You should see the enemy straight ahead.\I see it... a black one.\We're going in head-on!\What?!\The hell with it... charge!\So you wanna fight?\Bring it on! response:	What happened?!
context: You should see the enemy straight ahead.\I see it... a black one.\We're going in head-on!\What?!\The hell with it... charge!\So you wanna fight?\Bring it on!\What happened?! response:	We don't know, sir!
context: I see it... a black one.\We're going in head-on!\What?!\The hell with it... charge!\So you wanna fight?\Bring it on!\What happened?!\We don't know, sir! response:	The Vox System suddenly started up
context: We're going in head-on!\What?!\The hell with it... charge!\So you wanna fight?\Bring it on!\What happened?!\We don't know, sir!\The Vox System suddenly started up response:	and is overriding the A.I. Remote!
context: What?!\The hell with it... charge!\So you wanna fight?\Bring it on!\What happened?!\We don't know, sir!\The Vox System suddenly started up\and is overriding the A.I. Remote! response:	What's going on?!
context: The hell with it... charge!\So you wanna fight?\Bring it on!\What happened?!\We don't know, sir!\The Vox System suddenly started up\and is overriding the A.I. Remote!\What's going on?! response:	Are you telling me she's now in control of the Piercer Mode as well?!
context: So you wanna fight?\Bring it on!\What happened?!\We don't know, sir!\The Vox System suddenly started up\and is overriding the A.I. Remote!\What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?! response:	It appears the girl really is a perfect match for Vox Aura, isn't she?
context: Bring it on!\What happened?!\We don't know, sir!\The Vox System suddenly started up\and is overriding the A.I. Remote!\What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she? response:	Can't you take this more seriously?
context: What happened?!\We don't know, sir!\The Vox System suddenly started up\and is overriding the A.I. Remote!\What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously? response:	All stations, prepare for attack!
context: We don't know, sir!\The Vox System suddenly started up\and is overriding the A.I. Remote!\What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously?\All stations, prepare for attack! response:	This isn't it either! This place is too big!
context: The Vox System suddenly started up\and is overriding the A.I. Remote!\What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously?\All stations, prepare for attack!\This isn't it either! This place is too big! response:	Let's go back inside.
context: and is overriding the A.I. Remote!\What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously?\All stations, prepare for attack!\This isn't it either! This place is too big!\Let's go back inside. response:	That's...
context: What's going on?!\Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously?\All stations, prepare for attack!\This isn't it either! This place is too big!\Let's go back inside.\That's... response:	What's it doing?
context: Are you telling me she's now in control of the Piercer Mode as well?!\It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously?\All stations, prepare for attack!\This isn't it either! This place is too big!\Let's go back inside.\That's...\What's it doing? response:	It's running away?
context: It appears the girl really is a perfect match for Vox Aura, isn't she?\Can't you take this more seriously?\All stations, prepare for attack!\This isn't it either! This place is too big!\Let's go back inside.\That's...\What's it doing?\It's running away? response:	What's going on?!
context: Can't you take this more seriously?\All stations, prepare for attack!\This isn't it either! This place is too big!\Let's go back inside.\That's...\What's it doing?\It's running away?\What's going on?! response:	If you're the real deal, then let's see how you'll handle this!
context: All stations, prepare for attack!\This isn't it either! This place is too big!\Let's go back inside.\That's...\What's it doing?\It's running away?\What's going on?!\If you're the real deal, then let's see how you'll handle this! response:	Vox Aura's power grid is failing.
context: This isn't it either! This place is too big!\Let's go back inside.\That's...\What's it doing?\It's running away?\What's going on?!\If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing. response:	At this rate...
context: Let's go back inside.\That's...\What's it doing?\It's running away?\What's going on?!\If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing.\At this rate... response:	What is the status of the pilot?
context: That's...\What's it doing?\It's running away?\What's going on?!\If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing.\At this rate...\What is the status of the pilot? response:	Her vital signs are normal,
context: What's it doing?\It's running away?\What's going on?!\If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing.\At this rate...\What is the status of the pilot?\Her vital signs are normal, response:	but the craft has shut down completely!
context: It's running away?\What's going on?!\If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing.\At this rate...\What is the status of the pilot?\Her vital signs are normal,\but the craft has shut down completely! response:	Where are you going?
context: What's going on?!\If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing.\At this rate...\What is the status of the pilot?\Her vital signs are normal,\but the craft has shut down completely!\Where are you going? response:	Can you do it, milady?
context: If you're the real deal, then let's see how you'll handle this!\Vox Aura's power grid is failing.\At this rate...\What is the status of the pilot?\Her vital signs are normal,\but the craft has shut down completely!\Where are you going?\Can you do it, milady? response:	You fear the legend.
context: Vox Aura's power grid is failing.\At this rate...\What is the status of the pilot?\Her vital signs are normal,\but the craft has shut down completely!\Where are you going?\Can you do it, milady?\You fear the legend. response:	Can you really accept the Vox in your current state?
context: At this rate...\What is the status of the pilot?\Her vital signs are normal,\but the craft has shut down completely!\Where are you going?\Can you do it, milady?\You fear the legend.\Can you really accept the Vox in your current state? response:	This is what Array lost to?
context: What is the status of the pilot?\Her vital signs are normal,\but the craft has shut down completely!\Where are you going?\Can you do it, milady?\You fear the legend.\Can you really accept the Vox in your current state?\This is what Array lost to? response:	It's no good! I can't see a thing!
context: Her vital signs are normal,\but the craft has shut down completely!\Where are you going?\Can you do it, milady?\You fear the legend.\Can you really accept the Vox in your current state?\This is what Array lost to?\It's no good! I can't see a thing! response:	Who am I kidding?
context: but the craft has shut down completely!\Where are you going?\Can you do it, milady?\You fear the legend.\Can you really accept the Vox in your current state?\This is what Array lost to?\It's no good! I can't see a thing!\Who am I kidding? response:	It was a crazy idea to begin with.
context: Where are you going?\Can you do it, milady?\You fear the legend.\Can you really accept the Vox in your current state?\This is what Array lost to?\It's no good! I can't see a thing!\Who am I kidding?\It was a crazy idea to begin with. response:	Me, being a pilot...
context: Can you do it, milady?\You fear the legend.\Can you really accept the Vox in your current state?\This is what Array lost to?\It's no good! I can't see a thing!\Who am I kidding?\It was a crazy idea to begin with.\Me, being a pilot... response:	Yoko...
context: You fear the legend.\Can you really accept the Vox in your current state?\This is what Array lost to?\It's no good! I can't see a thing!\Who am I kidding?\It was a crazy idea to begin with.\Me, being a pilot...\Yoko... response:	Hello?
context: Can you really accept the Vox in your current state?\This is what Array lost to?\It's no good! I can't see a thing!\Who am I kidding?\It was a crazy idea to begin with.\Me, being a pilot...\Yoko...\Hello? response:	Where are you now?
context: This is what Array lost to?\It's no good! I can't see a thing!\Who am I kidding?\It was a crazy idea to begin with.\Me, being a pilot...\Yoko...\Hello?\Where are you now? response:	Inside a robot...
context: It's no good! I can't see a thing!\Who am I kidding?\It was a crazy idea to begin with.\Me, being a pilot...\Yoko...\Hello?\Where are you now?\Inside a robot... response:	I see...
context: Who am I kidding?\It was a crazy idea to begin with.\Me, being a pilot...\Yoko...\Hello?\Where are you now?\Inside a robot...\I see... response:	Putting her on speaker.
context: It was a crazy idea to begin with.\Me, being a pilot...\Yoko...\Hello?\Where are you now?\Inside a robot...\I see...\Putting her on speaker. response:	Wait... You're not surprised?
context: Me, being a pilot...\Yoko...\Hello?\Where are you now?\Inside a robot...\I see...\Putting her on speaker.\Wait... You're not surprised? response:	Cell phones work in there?!
context: Yoko...\Hello?\Where are you now?\Inside a robot...\I see...\Putting her on speaker.\Wait... You're not surprised?\Cell phones work in there?! response:	Where's that call coming from!
context: Hello?\Where are you now?\Inside a robot...\I see...\Putting her on speaker.\Wait... You're not surprised?\Cell phones work in there?!\Where's that call coming from! response:	Within Pharos premises, sir.
context: Where are you now?\Inside a robot...\I see...\Putting her on speaker.\Wait... You're not surprised?\Cell phones work in there?!\Where's that call coming from!\Within Pharos premises, sir. response:	Why are you piloting a robot?
context: Inside a robot...\I see...\Putting her on speaker.\Wait... You're not surprised?\Cell phones work in there?!\Where's that call coming from!\Within Pharos premises, sir.\Why are you piloting a robot? response:	Well, a lot of stuff happened, and...
context: I see...\Putting her on speaker.\Wait... You're not surprised?\Cell phones work in there?!\Where's that call coming from!\Within Pharos premises, sir.\Why are you piloting a robot?\Well, a lot of stuff happened, and... response:	Oh, yeah. I wanted to ask you...
context: Putting her on speaker.\Wait... You're not surprised?\Cell phones work in there?!\Where's that call coming from!\Within Pharos premises, sir.\Why are you piloting a robot?\Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you... response:	Did something happen to me
context: Wait... You're not surprised?\Cell phones work in there?!\Where's that call coming from!\Within Pharos premises, sir.\Why are you piloting a robot?\Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you...\Did something happen to me response:	when I almost drowned ten years ago?
context: Cell phones work in there?!\Where's that call coming from!\Within Pharos premises, sir.\Why are you piloting a robot?\Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you...\Did something happen to me\when I almost drowned ten years ago? response:	Do you even remember it?
context: Where's that call coming from!\Within Pharos premises, sir.\Why are you piloting a robot?\Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you...\Did something happen to me\when I almost drowned ten years ago?\Do you even remember it? response:	Yeah, I remember.
context: Within Pharos premises, sir.\Why are you piloting a robot?\Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you...\Did something happen to me\when I almost drowned ten years ago?\Do you even remember it?\Yeah, I remember. response:	It seems like I met this robot back then.
context: Why are you piloting a robot?\Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you...\Did something happen to me\when I almost drowned ten years ago?\Do you even remember it?\Yeah, I remember.\It seems like I met this robot back then. response:	Where is the enemy unit?
context: Well, a lot of stuff happened, and...\Oh, yeah. I wanted to ask you...\Did something happen to me\when I almost drowned ten years ago?\Do you even remember it?\Yeah, I remember.\It seems like I met this robot back then.\Where is the enemy unit? response:	Distance from Vox Aura, 200.
context: Oh, yeah. I wanted to ask you...\Did something happen to me\when I almost drowned ten years ago?\Do you even remember it?\Yeah, I remember.\It seems like I met this robot back then.\Where is the enemy unit?\Distance from Vox Aura, 200. response:	It's inside that black smoke.
context: Did something happen to me\when I almost drowned ten years ago?\Do you even remember it?\Yeah, I remember.\It seems like I met this robot back then.\Where is the enemy unit?\Distance from Vox Aura, 200.\It's inside that black smoke. response:	Who is that?
context: when I almost drowned ten years ago?\Do you even remember it?\Yeah, I remember.\It seems like I met this robot back then.\Where is the enemy unit?\Distance from Vox Aura, 200.\It's inside that black smoke.\Who is that? response:	Damn... of all the places.
context: Do you even remember it?\Yeah, I remember.\It seems like I met this robot back then.\Where is the enemy unit?\Distance from Vox Aura, 200.\It's inside that black smoke.\Who is that?\Damn... of all the places. response:	She's a marine archaeologist.
context: Yeah, I remember.\It seems like I met this robot back then.\Where is the enemy unit?\Distance from Vox Aura, 200.\It's inside that black smoke.\Who is that?\Damn... of all the places.\She's a marine archaeologist. response:	She's been snooping around ever since
context: It seems like I met this robot back then.\Where is the enemy unit?\Distance from Vox Aura, 200.\It's inside that black smoke.\Who is that?\Damn... of all the places.\She's a marine archaeologist.\She's been snooping around ever since response:	our foundation confiscated her research regarding Vox Aura.
