context: Once upon a time, there was a man who died. response:	The story the man wrote was about a happy prince who loved everyone and was loved by everyone.
context: In other words, ballet equals marriage!\Hello, Rue.\We'll be able to see each other every day from now on, my prince.\Mytho.\If you ever call Mytho prince again, you'll be sorry.\Then I won't do it if you won't get in our way.\I didn't want anyone to know I was a crow...\So I sealed away the memories. response:	My beloved daughter.
context: Hello, Rue.\We'll be able to see each other every day from now on, my prince.\Mytho.\If you ever call Mytho prince again, you'll be sorry.\Then I won't do it if you won't get in our way.\I didn't want anyone to know I was a crow...\So I sealed away the memories.\My beloved daughter. response:	I believed I was Father's daughter!
context: We'll be able to see each other every day from now on, my prince.\Mytho.\If you ever call Mytho prince again, you'll be sorry.\Then I won't do it if you won't get in our way.\I didn't want anyone to know I was a crow...\So I sealed away the memories.\My beloved daughter.\I believed I was Father's daughter! response:	I'm a fool...
context: Mytho.\If you ever call Mytho prince again, you'll be sorry.\Then I won't do it if you won't get in our way.\I didn't want anyone to know I was a crow...\So I sealed away the memories.\My beloved daughter.\I believed I was Father's daughter!\I'm a fool... response:	There's no way a mere human like me could marry the prince from the story.
context: If you ever call Mytho prince again, you'll be sorry.\Then I won't do it if you won't get in our way.\I didn't want anyone to know I was a crow...\So I sealed away the memories.\My beloved daughter.\I believed I was Father's daughter!\I'm a fool...\There's no way a mere human like me could marry the prince from the story. response:	Rue-chan really wasn't Kraehe!
context: Then I won't do it if you won't get in our way.\I didn't want anyone to know I was a crow...\So I sealed away the memories.\My beloved daughter.\I believed I was Father's daughter!\I'm a fool...\There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe! response:	Let's dance, Kraehe.
context: I didn't want anyone to know I was a crow...\So I sealed away the memories.\My beloved daughter.\I believed I was Father's daughter!\I'm a fool...\There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe!\Let's dance, Kraehe. response:	Rue-chan.
context: So I sealed away the memories.\My beloved daughter.\I believed I was Father's daughter!\I'm a fool...\There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe!\Let's dance, Kraehe.\Rue-chan. response:	Ahiru...
context: My beloved daughter.\I believed I was Father's daughter!\I'm a fool...\There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe!\Let's dance, Kraehe.\Rue-chan.\Ahiru... response:	Why does Mytho look like that now?
context: I believed I was Father's daughter!\I'm a fool...\There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe!\Let's dance, Kraehe.\Rue-chan.\Ahiru...\Why does Mytho look like that now? response:	You were watching?
context: I'm a fool...\There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe!\Let's dance, Kraehe.\Rue-chan.\Ahiru...\Why does Mytho look like that now?\You were watching? response:	That's right, it's my fault.
context: There's no way a mere human like me could marry the prince from the story.\Rue-chan really wasn't Kraehe!\Let's dance, Kraehe.\Rue-chan.\Ahiru...\Why does Mytho look like that now?\You were watching?\That's right, it's my fault. response:	What?
context: Rue-chan really wasn't Kraehe!\Let's dance, Kraehe.\Rue-chan.\Ahiru...\Why does Mytho look like that now?\You were watching?\That's right, it's my fault.\What? response:	You can just laugh at me, the foolish girl tricked by a raven.
context: Let's dance, Kraehe.\Rue-chan.\Ahiru...\Why does Mytho look like that now?\You were watching?\That's right, it's my fault.\What?\You can just laugh at me, the foolish girl tricked by a raven. response:	I wouldn't laugh at you.
context: Rue-chan.\Ahiru...\Why does Mytho look like that now?\You were watching?\That's right, it's my fault.\What?\You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you. response:	Liar! I know you're thinking this serves me right!
context: Ahiru...\Why does Mytho look like that now?\You were watching?\That's right, it's my fault.\What?\You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you.\Liar! I know you're thinking this serves me right! response:	No, I'm not!
context: Why does Mytho look like that now?\You were watching?\That's right, it's my fault.\What?\You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you.\Liar! I know you're thinking this serves me right!\No, I'm not! response:	Just leave me alone.
context: You were watching?\That's right, it's my fault.\What?\You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you.\Liar! I know you're thinking this serves me right!\No, I'm not!\Just leave me alone. response:	Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.
context: That's right, it's my fault.\What?\You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you.\Liar! I know you're thinking this serves me right!\No, I'm not!\Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven. response:	If we give them back to him, I'm sure Mytho will go back to normal.
context: What?\You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you.\Liar! I know you're thinking this serves me right!\No, I'm not!\Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal. response:	They're sealing the raven?
context: You can just laugh at me, the foolish girl tricked by a raven.\I wouldn't laugh at you.\Liar! I know you're thinking this serves me right!\No, I'm not!\Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven? response:	You mustn't!
context: I wouldn't laugh at you.\Liar! I know you're thinking this serves me right!\No, I'm not!\Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven?\You mustn't! response:	What?!
context: Liar! I know you're thinking this serves me right!\No, I'm not!\Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven?\You mustn't!\What?! response:	If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.
context: No, I'm not!\Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven?\You mustn't!\What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven. response:	What?
context: Just leave me alone.\Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven?\You mustn't!\What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What? response:	But if the prince goes back to normal...
context: Rue-chan, inside the five town gates are the heart shards that are sealing away the raven.\If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven?\You mustn't!\What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What?\But if the prince goes back to normal... response:	What if he DOESN'T go back to normal?!
context: If we give them back to him, I'm sure Mytho will go back to normal.\They're sealing the raven?\You mustn't!\What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What?\But if the prince goes back to normal...\What if he DOESN'T go back to normal?! response:	Huh?
context: They're sealing the raven?\You mustn't!\What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What?\But if the prince goes back to normal...\What if he DOESN'T go back to normal?!\Huh? response:	The raven was trying to get us to make the prince give him his heart!
context: You mustn't!\What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What?\But if the prince goes back to normal...\What if he DOESN'T go back to normal?!\Huh?\The raven was trying to get us to make the prince give him his heart! response:	That's what he's wanted all along!
context: What?!\If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What?\But if the prince goes back to normal...\What if he DOESN'T go back to normal?!\Huh?\The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along! response:	That's... But...
context: If the raven is restored and the prince gets all of his heart back, he'll give his heart to the raven.\What?\But if the prince goes back to normal...\What if he DOESN'T go back to normal?!\Huh?\The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along!\That's... But... response:	Don't do anything more!
context: What?\But if the prince goes back to normal...\What if he DOESN'T go back to normal?!\Huh?\The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along!\That's... But...\Don't do anything more! response:	Rue-chan...
context: But if the prince goes back to normal...\What if he DOESN'T go back to normal?!\Huh?\The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along!\That's... But...\Don't do anything more!\Rue-chan... response:	Please! Stop...
context: What if he DOESN'T go back to normal?!\Huh?\The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along!\That's... But...\Don't do anything more!\Rue-chan...\Please! Stop... response:	If I were Princess Tutu, I'd never give him his heart back.
context: Huh?\The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along!\That's... But...\Don't do anything more!\Rue-chan...\Please! Stop...\If I were Princess Tutu, I'd never give him his heart back. response:	I can't believe it... Then what should I do?!
context: The raven was trying to get us to make the prince give him his heart!\That's what he's wanted all along!\That's... But...\Don't do anything more!\Rue-chan...\Please! Stop...\If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?! response:	What a shame for you, Little Duck.
context: That's what he's wanted all along!\That's... But...\Don't do anything more!\Rue-chan...\Please! Stop...\If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?!\What a shame for you, Little Duck. response:	The story won't end that easily.
context: That's... But...\Don't do anything more!\Rue-chan...\Please! Stop...\If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?!\What a shame for you, Little Duck.\The story won't end that easily. response:	In the first place, that's not tragic enough!
context: Don't do anything more!\Rue-chan...\Please! Stop...\If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?!\What a shame for you, Little Duck.\The story won't end that easily.\In the first place, that's not tragic enough! response:	What should I do...
context: Rue-chan...\Please! Stop...\If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?!\What a shame for you, Little Duck.\The story won't end that easily.\In the first place, that's not tragic enough!\What should I do... response:	Quack!
context: Please! Stop...\If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?!\What a shame for you, Little Duck.\The story won't end that easily.\In the first place, that's not tragic enough!\What should I do...\Quack! response:	Quack...
context: If I were Princess Tutu, I'd never give him his heart back.\I can't believe it... Then what should I do?!\What a shame for you, Little Duck.\The story won't end that easily.\In the first place, that's not tragic enough!\What should I do...\Quack!\Quack... response:	What's wrong with Ahiru zura?
context: I can't believe it... Then what should I do?!\What a shame for you, Little Duck.\The story won't end that easily.\In the first place, that's not tragic enough!\What should I do...\Quack!\Quack...\What's wrong with Ahiru zura? response:	The duck doesn't know.
context: What a shame for you, Little Duck.\The story won't end that easily.\In the first place, that's not tragic enough!\What should I do...\Quack!\Quack...\What's wrong with Ahiru zura?\The duck doesn't know. response:	That's the voice of the Myself who's a puppet!
context: The story won't end that easily.\In the first place, that's not tragic enough!\What should I do...\Quack!\Quack...\What's wrong with Ahiru zura?\The duck doesn't know.\That's the voice of the Myself who's a puppet! response:	She doesn't know about that.
context: In the first place, that's not tragic enough!\What should I do...\Quack!\Quack...\What's wrong with Ahiru zura?\The duck doesn't know.\That's the voice of the Myself who's a puppet!\She doesn't know about that. response:	About that?
context: What should I do...\Quack!\Quack...\What's wrong with Ahiru zura?\The duck doesn't know.\That's the voice of the Myself who's a puppet!\She doesn't know about that.\About that? response:	That is a truth which should have been revealed after the prince's heart was stolen by the raven.
context: Quack!\Quack...\What's wrong with Ahiru zura?\The duck doesn't know.\That's the voice of the Myself who's a puppet!\She doesn't know about that.\About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven. response:	The prince from The Prince and the Raven has become real?
context: Quack...\What's wrong with Ahiru zura?\The duck doesn't know.\That's the voice of the Myself who's a puppet!\She doesn't know about that.\About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real? response:	I see...
context: What's wrong with Ahiru zura?\The duck doesn't know.\That's the voice of the Myself who's a puppet!\She doesn't know about that.\About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real?\I see... response:	And the raven has become real as well, and is about to be restored even as we speak...
context: The duck doesn't know.\That's the voice of the Myself who's a puppet!\She doesn't know about that.\About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real?\I see...\And the raven has become real as well, and is about to be restored even as we speak... response:	This town really IS being controlled by stories.
context: That's the voice of the Myself who's a puppet!\She doesn't know about that.\About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real?\I see...\And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories. response:	My hypothesis was correct!
context: She doesn't know about that.\About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real?\I see...\And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories.\My hypothesis was correct! response:	I'm the knight who was given the fate of death in vain.
context: About that?\That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real?\I see...\And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories.\My hypothesis was correct!\I'm the knight who was given the fate of death in vain. response:	So I can't protect the prince with a sword.
context: That is a truth which should have been revealed after the prince's heart was stolen by the raven.\The prince from The Prince and the Raven has become real?\I see...\And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories.\My hypothesis was correct!\I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword. response:	So that's why you want to write stories?
context: The prince from The Prince and the Raven has become real?\I see...\And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories.\My hypothesis was correct!\I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword.\So that's why you want to write stories? response:	Yes.
context: I see...\And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories.\My hypothesis was correct!\I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword.\So that's why you want to write stories?\Yes. response:	To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.
context: And the raven has become real as well, and is about to be restored even as we speak...\This town really IS being controlled by stories.\My hypothesis was correct!\I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword.\So that's why you want to write stories?\Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories. response:	If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.
context: This town really IS being controlled by stories.\My hypothesis was correct!\I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword.\So that's why you want to write stories?\Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality. response:	I know that!
context: My hypothesis was correct!\I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword.\So that's why you want to write stories?\Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that! response:	That's why I want you to help me, Autor.
context: I'm the knight who was given the fate of death in vain.\So I can't protect the prince with a sword.\So that's why you want to write stories?\Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that!\That's why I want you to help me, Autor. response:	Why should I have to do that for you?
context: So I can't protect the prince with a sword.\So that's why you want to write stories?\Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that!\That's why I want you to help me, Autor.\Why should I have to do that for you? response:	I need your knowledge!
context: So that's why you want to write stories?\Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that!\That's why I want you to help me, Autor.\Why should I have to do that for you?\I need your knowledge! response:	I'm saying, why should I...
context: Yes.\To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that!\That's why I want you to help me, Autor.\Why should I have to do that for you?\I need your knowledge!\I'm saying, why should I... response:	Quack...
context: To be frank, at your level of power, it will be impossible for you to rewrite Drosselmeyer's stories.\If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that!\That's why I want you to help me, Autor.\Why should I have to do that for you?\I need your knowledge!\I'm saying, why should I...\Quack... response:	Mytho... What does Mytho want me to do?
context: If you're at a level where the story is writing itself through you, there's no way you could possibly turn your stories into reality.\I know that!\That's why I want you to help me, Autor.\Why should I have to do that for you?\I need your knowledge!\I'm saying, why should I...\Quack...\Mytho... What does Mytho want me to do? response:	Quack? Uzura-chan...
context: I know that!\That's why I want you to help me, Autor.\Why should I have to do that for you?\I need your knowledge!\I'm saying, why should I...\Quack...\Mytho... What does Mytho want me to do?\Quack? Uzura-chan... response:	You're going to stop being Ahiru zura.
context: That's why I want you to help me, Autor.\Why should I have to do that for you?\I need your knowledge!\I'm saying, why should I...\Quack...\Mytho... What does Mytho want me to do?\Quack? Uzura-chan...\You're going to stop being Ahiru zura. response:	Quack?
context: Why should I have to do that for you?\I need your knowledge!\I'm saying, why should I...\Quack...\Mytho... What does Mytho want me to do?\Quack? Uzura-chan...\You're going to stop being Ahiru zura.\Quack? response:	Myself told me so zura.
context: I need your knowledge!\I'm saying, why should I...\Quack...\Mytho... What does Mytho want me to do?\Quack? Uzura-chan...\You're going to stop being Ahiru zura.\Quack?\Myself told me so zura. response:	Myself?
context: I'm saying, why should I...\Quack...\Mytho... What does Mytho want me to do?\Quack? Uzura-chan...\You're going to stop being Ahiru zura.\Quack?\Myself told me so zura.\Myself? response:	Quack?! Quack, quack, quack! Quack, quack, quack, quack!
context: Quack...\Mytho... What does Mytho want me to do?\Quack? Uzura-chan...\You're going to stop being Ahiru zura.\Quack?\Myself told me so zura.\Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack! response:	Quack...
context: Mytho... What does Mytho want me to do?\Quack? Uzura-chan...\You're going to stop being Ahiru zura.\Quack?\Myself told me so zura.\Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack... response:	Myself is inside me zura.
context: Quack? Uzura-chan...\You're going to stop being Ahiru zura.\Quack?\Myself told me so zura.\Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack...\Myself is inside me zura. response:	What?
context: You're going to stop being Ahiru zura.\Quack?\Myself told me so zura.\Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack...\Myself is inside me zura.\What? response:	The sound of Uzura-chan's heart...
context: Quack?\Myself told me so zura.\Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack...\Myself is inside me zura.\What?\The sound of Uzura-chan's heart... response:	This music is...
context: Myself told me so zura.\Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack...\Myself is inside me zura.\What?\The sound of Uzura-chan's heart...\This music is... response:	Edel-san!
context: Myself?\Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack...\Myself is inside me zura.\What?\The sound of Uzura-chan's heart...\This music is...\Edel-san! response:	It's been a long time, hasn't it, Ahiru?
context: Quack?! Quack, quack, quack! Quack, quack, quack, quack!\Quack...\Myself is inside me zura.\What?\The sound of Uzura-chan's heart...\This music is...\Edel-san!\It's been a long time, hasn't it, Ahiru? response:	Edel-san!
context: Quack...\Myself is inside me zura.\What?\The sound of Uzura-chan's heart...\This music is...\Edel-san!\It's been a long time, hasn't it, Ahiru?\Edel-san! response:	The duck doesn't know about that.
context: Myself is inside me zura.\What?\The sound of Uzura-chan's heart...\This music is...\Edel-san!\It's been a long time, hasn't it, Ahiru?\Edel-san!\The duck doesn't know about that. response:	What?
context: What?\The sound of Uzura-chan's heart...\This music is...\Edel-san!\It's been a long time, hasn't it, Ahiru?\Edel-san!\The duck doesn't know about that.\What? response:	The duck's pendant...
context: The sound of Uzura-chan's heart...\This music is...\Edel-san!\It's been a long time, hasn't it, Ahiru?\Edel-san!\The duck doesn't know about that.\What?\The duck's pendant... response:	Pendant?
context: This music is...\Edel-san!\It's been a long time, hasn't it, Ahiru?\Edel-san!\The duck doesn't know about that.\What?\The duck's pendant...\Pendant? response:	Yes. That is the last of the prince's heart shards.
context: Edel-san!\It's been a long time, hasn't it, Ahiru?\Edel-san!\The duck doesn't know about that.\What?\The duck's pendant...\Pendant?\Yes. That is the last of the prince's heart shards. response:	What?!
context: It's been a long time, hasn't it, Ahiru?\Edel-san!\The duck doesn't know about that.\What?\The duck's pendant...\Pendant?\Yes. That is the last of the prince's heart shards.\What?! response:	It resonates with the heart shards because it is a heart shard itself.
context: Edel-san!\The duck doesn't know about that.\What?\The duck's pendant...\Pendant?\Yes. That is the last of the prince's heart shards.\What?!\It resonates with the heart shards because it is a heart shard itself. response:	That shard awakens Princess Tutu.
context: The duck doesn't know about that.\What?\The duck's pendant...\Pendant?\Yes. That is the last of the prince's heart shards.\What?!\It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu. response:	Princess Tutu, the only one who can give the prince's heart back to him.
context: What?\The duck's pendant...\Pendant?\Yes. That is the last of the prince's heart shards.\What?!\It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him. response:	I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?
context: The duck's pendant...\Pendant?\Yes. That is the last of the prince's heart shards.\What?!\It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it? response:	But whether or not the duck returns that heart shard depends on her own will.
context: Pendant?\Yes. That is the last of the prince's heart shards.\What?!\It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will. response:	Edel-san...
context: Yes. That is the last of the prince's heart shards.\What?!\It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will.\Edel-san... response:	My will is the same as Mytho's.
context: What?!\It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will.\Edel-san...\My will is the same as Mytho's. response:	Quack.
context: It resonates with the heart shards because it is a heart shard itself.\That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will.\Edel-san...\My will is the same as Mytho's.\Quack. response:	It looks like you feel a little better now zura.
context: That shard awakens Princess Tutu.\Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will.\Edel-san...\My will is the same as Mytho's.\Quack.\It looks like you feel a little better now zura. response:	Quack.
context: Princess Tutu, the only one who can give the prince's heart back to him.\I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will.\Edel-san...\My will is the same as Mytho's.\Quack.\It looks like you feel a little better now zura.\Quack. response:	Are you going to give the pendant back to the prince zura?
context: I get it... Before the prince shattered his heart, it was his will that he'd someday get it back, wasn't it?\But whether or not the duck returns that heart shard depends on her own will.\Edel-san...\My will is the same as Mytho's.\Quack.\It looks like you feel a little better now zura.\Quack.\Are you going to give the pendant back to the prince zura? response:	Yeah.
context: But whether or not the duck returns that heart shard depends on her own will.\Edel-san...\My will is the same as Mytho's.\Quack.\It looks like you feel a little better now zura.\Quack.\Are you going to give the pendant back to the prince zura?\Yeah. response:	Then you'll go back to being a duck zura?
context: Edel-san...\My will is the same as Mytho's.\Quack.\It looks like you feel a little better now zura.\Quack.\Are you going to give the pendant back to the prince zura?\Yeah.\Then you'll go back to being a duck zura? response:	Yeah.
context: My will is the same as Mytho's.\Quack.\It looks like you feel a little better now zura.\Quack.\Are you going to give the pendant back to the prince zura?\Yeah.\Then you'll go back to being a duck zura?\Yeah. response:	Then we won't be able to even talk to each other anymore zura?
context: Quack.\It looks like you feel a little better now zura.\Quack.\Are you going to give the pendant back to the prince zura?\Yeah.\Then you'll go back to being a duck zura?\Yeah.\Then we won't be able to even talk to each other anymore zura? response:	Right.
context: It looks like you feel a little better now zura.\Quack.\Are you going to give the pendant back to the prince zura?\Yeah.\Then you'll go back to being a duck zura?\Yeah.\Then we won't be able to even talk to each other anymore zura?\Right. response:	Then...
context: Quack.\Are you going to give the pendant back to the prince zura?\Yeah.\Then you'll go back to being a duck zura?\Yeah.\Then we won't be able to even talk to each other anymore zura?\Right.\Then... response:	Then even if I put water on you, you won't go back to normal zura?
context: Are you going to give the pendant back to the prince zura?\Yeah.\Then you'll go back to being a duck zura?\Yeah.\Then we won't be able to even talk to each other anymore zura?\Right.\Then...\Then even if I put water on you, you won't go back to normal zura? response:	Right. But that's the real me.
context: Yeah.\Then you'll go back to being a duck zura?\Yeah.\Then we won't be able to even talk to each other anymore zura?\Right.\Then...\Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me. response:	You're really a duck?
context: Then you'll go back to being a duck zura?\Yeah.\Then we won't be able to even talk to each other anymore zura?\Right.\Then...\Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me.\You're really a duck? response:	Yeah. So don't cry.
context: Yeah.\Then we won't be able to even talk to each other anymore zura?\Right.\Then...\Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me.\You're really a duck?\Yeah. So don't cry. response:	Okay zura.
context: Then we won't be able to even talk to each other anymore zura?\Right.\Then...\Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me.\You're really a duck?\Yeah. So don't cry.\Okay zura. response:	Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!
context: Right.\Then...\Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me.\You're really a duck?\Yeah. So don't cry.\Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong! response:	That was the secret I was saving for my last bit of fun!
context: Then...\Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me.\You're really a duck?\Yeah. So don't cry.\Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun! response:	Well, but with a small thing like this, they won't be able to escape from the tragedy, though.
context: Then even if I put water on you, you won't go back to normal zura?\Right. But that's the real me.\You're really a duck?\Yeah. So don't cry.\Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though. response:	Mytho...
context: Right. But that's the real me.\You're really a duck?\Yeah. So don't cry.\Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho... response:	Won't you dance with me?
context: You're really a duck?\Yeah. So don't cry.\Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho...\Won't you dance with me? response:	What?
context: Yeah. So don't cry.\Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho...\Won't you dance with me?\What? response:	Why are you frightened of me?!
