context: Let's eat! response:	Yum!
context: You are also required to attend Club President Council meetings,\which are held every morning at 7am!\Tardiness will not be tolerated!\Um, my friend here, Mako Mankanshoku, says she'll be club president!\That was so, so mean!\How could you make me president like that, Ryuko?\Everything's set up.\The focus of Fight Club is fighting. response:	When I beat the other club presidents,
context: which are held every morning at 7am!\Tardiness will not be tolerated!\Um, my friend here, Mako Mankanshoku, says she'll be club president!\That was so, so mean!\How could you make me president like that, Ryuko?\Everything's set up.\The focus of Fight Club is fighting.\When I beat the other club presidents, response:	the club's achievements will be recognized,
context: Tardiness will not be tolerated!\Um, my friend here, Mako Mankanshoku, says she'll be club president!\That was so, so mean!\How could you make me president like that, Ryuko?\Everything's set up.\The focus of Fight Club is fighting.\When I beat the other club presidents,\the club's achievements will be recognized, response:	and your reputation will skyrocket!
context: Um, my friend here, Mako Mankanshoku, says she'll be club president!\That was so, so mean!\How could you make me president like that, Ryuko?\Everything's set up.\The focus of Fight Club is fighting.\When I beat the other club presidents,\the club's achievements will be recognized,\and your reputation will skyrocket! response:	It'll also improve our living situation, right?
context: That was so, so mean!\How could you make me president like that, Ryuko?\Everything's set up.\The focus of Fight Club is fighting.\When I beat the other club presidents,\the club's achievements will be recognized,\and your reputation will skyrocket!\It'll also improve our living situation, right? response:	But I can't! Can't! Can't! Can't!
context: How could you make me president like that, Ryuko?\Everything's set up.\The focus of Fight Club is fighting.\When I beat the other club presidents,\the club's achievements will be recognized,\and your reputation will skyrocket!\It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't! response:	I can't be a club president!
context: Everything's set up.\The focus of Fight Club is fighting.\When I beat the other club presidents,\the club's achievements will be recognized,\and your reputation will skyrocket!\It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't!\I can't be a club president! response:	Prepare yourself!
context: The focus of Fight Club is fighting.\When I beat the other club presidents,\the club's achievements will be recognized,\and your reputation will skyrocket!\It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't!\I can't be a club president!\Prepare yourself! response:	I'm Ryuko Matoi with the Fight Club!
context: When I beat the other club presidents,\the club's achievements will be recognized,\and your reputation will skyrocket!\It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't!\I can't be a club president!\Prepare yourself!\I'm Ryuko Matoi with the Fight Club! response:	Folk Dance Club President Maimu Okurahama!
context: the club's achievements will be recognized,\and your reputation will skyrocket!\It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't!\I can't be a club president!\Prepare yourself!\I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama! response:	FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA
context: and your reputation will skyrocket!\It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't!\I can't be a club president!\Prepare yourself!\I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA response:	I'm here to take your Goku Uniform!
context: It'll also improve our living situation, right?\But I can't! Can't! Can't! Can't!\I can't be a club president!\Prepare yourself!\I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform! response:	Suits me fine!
context: But I can't! Can't! Can't! Can't!\I can't be a club president!\Prepare yourself!\I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform!\Suits me fine! response:	Prepare to have the tables turned, sister!
context: I can't be a club president!\Prepare yourself!\I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform!\Suits me fine!\Prepare to have the tables turned, sister! response:	High Speed Mayim Mayim!
context: Prepare yourself!\I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform!\Suits me fine!\Prepare to have the tables turned, sister!\High Speed Mayim Mayim! response:	Let's dance!
context: I'm Ryuko Matoi with the Fight Club!\Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform!\Suits me fine!\Prepare to have the tables turned, sister!\High Speed Mayim Mayim!\Let's dance! response:	It'll take more than this lame dance to defeat the mighty Ryuko.
context: Folk Dance Club President Maimu Okurahama!\FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform!\Suits me fine!\Prepare to have the tables turned, sister!\High Speed Mayim Mayim!\Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko. response:	Be-sasson!
context: FOLK DANCE CLUB PRESIDENT MAIMU OKURAHAMA\I'm here to take your Goku Uniform!\Suits me fine!\Prepare to have the tables turned, sister!\High Speed Mayim Mayim!\Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson! response:	Be-sasson!
context: I'm here to take your Goku Uniform!\Suits me fine!\Prepare to have the tables turned, sister!\High Speed Mayim Mayim!\Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson!\Be-sasson! response:	Be-sasson!
context: Suits me fine!\Prepare to have the tables turned, sister!\High Speed Mayim Mayim!\Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson!\Be-sasson!\Be-sasson! response:	Sen-i-Soshitsu!
context: Prepare to have the tables turned, sister!\High Speed Mayim Mayim!\Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson!\Be-sasson!\Be-sasson!\Sen-i-Soshitsu! response:	SEN-I-SOSHITSU (FIBER LOST)
context: High Speed Mayim Mayim!\Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson!\Be-sasson!\Be-sasson!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST) response:	Oh, yeah! Let's get down to business!
context: Let's dance!\It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson!\Be-sasson!\Be-sasson!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business! response:	'Kay...
context: It'll take more than this lame dance to defeat the mighty Ryuko.\Be-sasson!\Be-sasson!\Be-sasson!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business!\'Kay... response:	MORNING ASSEMBLY
context: Be-sasson!\Be-sasson!\Be-sasson!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business!\'Kay...\MORNING ASSEMBLY response:	Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!
context: Be-sasson!\Be-sasson!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business!\'Kay...\MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers! response:	POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS
context: Be-sasson!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business!\'Kay...\MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS response:	Taste our clay psychokinesis!
context: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business!\'Kay...\MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis! response:	Sen-i-Soshitsu!
context: SEN-I-SOSHITSU (FIBER LOST)\Oh, yeah! Let's get down to business!\'Kay...\MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis!\Sen-i-Soshitsu! response:	SEN-I-SOSHITSU (FIBER LOST)
context: Oh, yeah! Let's get down to business!\'Kay...\MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST) response:	What a lovely view.
context: 'Kay...\MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\What a lovely view. response:	We finally have a condo, honey.
context: MORNING ASSEMBLY\Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\What a lovely view.\We finally have a condo, honey. response:	It's a fine place. It even has a clinic.
context: Pottery, Arts, and Crafts Club Presidents, the Three Touki Brothers!\POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\What a lovely view.\We finally have a condo, honey.\It's a fine place. It even has a clinic. response:	MANKANSHOKU FRONT-ALLEY CLINIC
context: POTTERY, ARTS, AND CRAFTS CLUB PRESIDENTS THE THREE TOUKI BROTHERS\Taste our clay psychokinesis!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\What a lovely view.\We finally have a condo, honey.\It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC response:	But what the heck is a front-alley doctor?
context: Taste our clay psychokinesis!\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\What a lovely view.\We finally have a condo, honey.\It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor? response:	In this town, if Kiryuin okays it, it's all good!
context: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\What a lovely view.\We finally have a condo, honey.\It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good! response:	Oh, wow! Oh, wow!
context: SEN-I-SOSHITSU (FIBER LOST)\What a lovely view.\We finally have a condo, honey.\It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow! response:	It even has a bathtub that's inside the house!
context: What a lovely view.\We finally have a condo, honey.\It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow!\It even has a bathtub that's inside the house! response:	It's a fully-automatic washing machine!
context: We finally have a condo, honey.\It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow!\It even has a bathtub that's inside the house!\It's a fully-automatic washing machine! response:	There's even a dishwasher!
context: It's a fine place. It even has a clinic.\MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow!\It even has a bathtub that's inside the house!\It's a fully-automatic washing machine!\There's even a dishwasher! response:	An air-conditioner!
context: MANKANSHOKU FRONT-ALLEY CLINIC\But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow!\It even has a bathtub that's inside the house!\It's a fully-automatic washing machine!\There's even a dishwasher!\An air-conditioner! response:	And there's one in every room!
context: But what the heck is a front-alley doctor?\In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow!\It even has a bathtub that's inside the house!\It's a fully-automatic washing machine!\There's even a dishwasher!\An air-conditioner!\And there's one in every room! response:	This is incredible! It's a flush toilet, guys!
context: In this town, if Kiryuin okays it, it's all good!\Oh, wow! Oh, wow!\It even has a bathtub that's inside the house!\It's a fully-automatic washing machine!\There's even a dishwasher!\An air-conditioner!\And there's one in every room!\This is incredible! It's a flush toilet, guys! response:	Ryuko! This one's our room!
context: Oh, wow! Oh, wow!\It even has a bathtub that's inside the house!\It's a fully-automatic washing machine!\There's even a dishwasher!\An air-conditioner!\And there's one in every room!\This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room! response:	Yay! Let's hear it for being a One-Star!
context: It even has a bathtub that's inside the house!\It's a fully-automatic washing machine!\There's even a dishwasher!\An air-conditioner!\And there's one in every room!\This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star! response:	I know she said your lifestyle is tied to
context: It's a fully-automatic washing machine!\There's even a dishwasher!\An air-conditioner!\And there's one in every room!\This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to response:	how well your club does,
context: There's even a dishwasher!\An air-conditioner!\And there's one in every room!\This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to\how well your club does, response:	but I can't believe they're this in-your-face about it.
context: An air-conditioner!\And there's one in every room!\This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to\how well your club does,\but I can't believe they're this in-your-face about it. response:	Let's eat!
context: And there's one in every room!\This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to\how well your club does,\but I can't believe they're this in-your-face about it.\Let's eat! response:	These aren't Mystery Croquettes!
context: This is incredible! It's a flush toilet, guys!\Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to\how well your club does,\but I can't believe they're this in-your-face about it.\Let's eat!\These aren't Mystery Croquettes! response:	These are genuine mincemeat cutlets!
context: Ryuko! This one's our room!\Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to\how well your club does,\but I can't believe they're this in-your-face about it.\Let's eat!\These aren't Mystery Croquettes!\These are genuine mincemeat cutlets! response:	100 mincemeat cutlets, made from a ground blend
context: Yay! Let's hear it for being a One-Star!\I know she said your lifestyle is tied to\how well your club does,\but I can't believe they're this in-your-face about it.\Let's eat!\These aren't Mystery Croquettes!\These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend response:	of meat that came from actual cows and pigs!
context: I know she said your lifestyle is tied to\how well your club does,\but I can't believe they're this in-your-face about it.\Let's eat!\These aren't Mystery Croquettes!\These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs! response:	It's delicious... It's so delicious...
context: how well your club does,\but I can't believe they're this in-your-face about it.\Let's eat!\These aren't Mystery Croquettes!\These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs!\It's delicious... It's so delicious... response:	To think that we'd be able to live like this...
context: but I can't believe they're this in-your-face about it.\Let's eat!\These aren't Mystery Croquettes!\These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs!\It's delicious... It's so delicious...\To think that we'd be able to live like this... response:	Thank you, Mako and Ryuko!
context: Let's eat!\These aren't Mystery Croquettes!\These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs!\It's delicious... It's so delicious...\To think that we'd be able to live like this...\Thank you, Mako and Ryuko! response:	We owe it all to you two!
context: These aren't Mystery Croquettes!\These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs!\It's delicious... It's so delicious...\To think that we'd be able to live like this...\Thank you, Mako and Ryuko!\We owe it all to you two! response:	Oh, you don't need to thank us!
context: These are genuine mincemeat cutlets!\100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs!\It's delicious... It's so delicious...\To think that we'd be able to live like this...\Thank you, Mako and Ryuko!\We owe it all to you two!\Oh, you don't need to thank us! response:	Just knowing that you guys are happy is thanks enough for me!
context: 100 mincemeat cutlets, made from a ground blend\of meat that came from actual cows and pigs!\It's delicious... It's so delicious...\To think that we'd be able to live like this...\Thank you, Mako and Ryuko!\We owe it all to you two!\Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me! response:	Yeah!
context: of meat that came from actual cows and pigs!\It's delicious... It's so delicious...\To think that we'd be able to live like this...\Thank you, Mako and Ryuko!\We owe it all to you two!\Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me!\Yeah! response:	You're still gonna pull this Peeping Tom crap here?!
context: It's delicious... It's so delicious...\To think that we'd be able to live like this...\Thank you, Mako and Ryuko!\We owe it all to you two!\Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me!\Yeah!\You're still gonna pull this Peeping Tom crap here?! response:	This is completely unrelated!
context: To think that we'd be able to live like this...\Thank you, Mako and Ryuko!\We owe it all to you two!\Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me!\Yeah!\You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated! response:	What he said!
context: Thank you, Mako and Ryuko!\We owe it all to you two!\Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me!\Yeah!\You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated!\What he said! response:	They all have a twinkle in their eye.
context: We owe it all to you two!\Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me!\Yeah!\You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated!\What he said!\They all have a twinkle in their eye. response:	This life is almost too good to be true.
context: Oh, you don't need to thank us!\Just knowing that you guys are happy is thanks enough for me!\Yeah!\You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated!\What he said!\They all have a twinkle in their eye.\This life is almost too good to be true. response:	Ryuko, I'm gonna work real hard to be the best
context: Just knowing that you guys are happy is thanks enough for me!\Yeah!\You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated!\What he said!\They all have a twinkle in their eye.\This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best response:	Fight Club president I can be.
context: Yeah!\You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated!\What he said!\They all have a twinkle in their eye.\This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be. response:	I know you will. I'll leave all that to you.
context: You're still gonna pull this Peeping Tom crap here?!\This is completely unrelated!\What he said!\They all have a twinkle in their eye.\This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be.\I know you will. I'll leave all that to you. response:	I'm so glad you have come, Ryuko Matoi!
context: This is completely unrelated!\What he said!\They all have a twinkle in their eye.\This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be.\I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi! response:	You face Ping Pong Club President Aizenbo Fuguhara!
context: What he said!\They all have a twinkle in their eye.\This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be.\I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara! response:	PING PONG CLUB PRESIDENT AIZENBO FUGUHARA
context: They all have a twinkle in their eye.\This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be.\I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA response:	Let's see how you handle...
context: This life is almost too good to be true.\Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be.\I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle... response:	Sen-i-Soshitsu!
context: Ryuko, I'm gonna work real hard to be the best\Fight Club president I can be.\I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle...\Sen-i-Soshitsu! response:	SEN-I-SOSHITSU (FIBER LOST)
context: Fight Club president I can be.\I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle...\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST) response:	REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -
context: I know you will. I'll leave all that to you.\I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle...\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club - response:	- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK
context: I'm so glad you have come, Ryuko Matoi!\You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle...\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK response:	Let's fight!
context: You face Ping Pong Club President Aizenbo Fuguhara!\PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle...\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight! response:	You will face Origami Club President Tatamu Otte!
context: PING PONG CLUB PRESIDENT AIZENBO FUGUHARA\Let's see how you handle...\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight!\You will face Origami Club President Tatamu Otte! response:	ORIGAMI CLUB PRESIDENT TATAMU OTTE
context: Let's see how you handle...\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight!\You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE response:	Sen-i-Soshitsu!
context: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight!\You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu! response:	SEN-I-SOSHITSU (FIBER LOST)
context: SEN-I-SOSHITSU (FIBER LOST)\REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight!\You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST) response:	Given the circumstances,
context: REPORT: Folk Dance Club - OK Swimming Club- OK Pottery, Arts, and Crafts Club - OK Ping Pong Club -\- OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight!\You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances, response:	I hereby move that the Fight Club's standard of living be raised!
context: - OK Origami Club - Tightrope Walking Club - OK Knife Throwing Club- OK Nanjing Lily Club - OK\Let's fight!\You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances,\I hereby move that the Fight Club's standard of living be raised! response:	I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!
context: Let's fight!\You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances,\I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye! response:	Ugh, French cuisine again?
context: You will face Origami Club President Tatamu Otte!\ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances,\I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again? response:	Oh, you're going out, dear?
context: ORIGAMI CLUB PRESIDENT TATAMU OTTE\Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances,\I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again?\Oh, you're going out, dear? response:	Yes, I have a Medical Association meeting.
context: Sen-i-Soshitsu!\SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances,\I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again?\Oh, you're going out, dear?\Yes, I have a Medical Association meeting. response:	Oh, I see.
context: SEN-I-SOSHITSU (FIBER LOST)\Given the circumstances,\I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again?\Oh, you're going out, dear?\Yes, I have a Medical Association meeting.\Oh, I see. response:	Would it be all right if I bought that diamond necklace
context: Given the circumstances,\I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again?\Oh, you're going out, dear?\Yes, I have a Medical Association meeting.\Oh, I see.\Would it be all right if I bought that diamond necklace response:	I showed you the other day?
context: I hereby move that the Fight Club's standard of living be raised!\I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again?\Oh, you're going out, dear?\Yes, I have a Medical Association meeting.\Oh, I see.\Would it be all right if I bought that diamond necklace\I showed you the other day? response:	Sure. I like that necklace. It looks wonderful on you.
