context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: Isn't it nice?\Viva Health Land!\Don't you agree?\It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san...\Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame? response:	Then, let's go!
context: Viva Health Land!\Don't you agree?\It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san...\Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame?\Then, let's go! response:	Y-Yeah!
context: Don't you agree?\It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san...\Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame?\Then, let's go!\Y-Yeah! response:	Miwako-san...
context: It's strange. Wearing these clothes makes me laugh.\That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san...\Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame?\Then, let's go!\Y-Yeah!\Miwako-san... response:	Could it be that you're trying to cheer me up?
context: That's right. It's basically impossible to think of sad things when you're wearing a flowery muumuu.\Miwako-san...\Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame?\Then, let's go!\Y-Yeah!\Miwako-san...\Could it be that you're trying to cheer me up? response:	Hey, Yamada-san, take a look.
context: Miwako-san...\Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame?\Then, let's go!\Y-Yeah!\Miwako-san...\Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look. response:	I thought something smelled nice. Look!
context: Well then, we're gonna experience everything this place has to offer!\How about we start off with some draft beer and edamame?\Then, let's go!\Y-Yeah!\Miwako-san...\Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look.\I thought something smelled nice. Look! response:	ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...
context: How about we start off with some draft beer and edamame?\Then, let's go!\Y-Yeah!\Miwako-san...\Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look.\I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace... response:	Fragrant olives...
context: Then, let's go!\Y-Yeah!\Miwako-san...\Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look.\I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives... response:	ikutsu mo no machigai kasaneteru You repeat the same mistake...
context: Y-Yeah!\Miwako-san...\Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look.\I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake... response:	Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.
context: Miwako-san...\Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look.\I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin. response:	je t'aime...
context: Could it be that you're trying to cheer me up?\Hey, Yamada-san, take a look.\I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime... response:	baka da yo na You're such a fool.
context: Hey, Yamada-san, take a look.\I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime...\baka da yo na You're such a fool. response:	Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...
context: I thought something smelled nice. Look!\ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime...\baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives... response:	betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...
context: ureshii nukumori ni tsutsumareru tame Longing for the happiness in my warm embrace...\Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime...\baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind... response:	tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.
context: Fragrant olives...\ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime...\baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off. response:	I wanted to catch just a glimpse of him.
context: ikutsu mo no machigai kasaneteru You repeat the same mistake...\Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime...\baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him. response:	je t'aime...
context: Every year, when the city is filled with the scent of this flower, preparations for the school festival begin.\je t'aime...\baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him.\je t'aime... response:	I wanted to hear his voice.
context: je t'aime...\baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him.\je t'aime...\I wanted to hear his voice. response:	sonna toko da That's how it is.
context: baka da yo na You're such a fool.\Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him.\je t'aime...\I wanted to hear his voice.\sonna toko da That's how it is. response:	My long...
context: Bathed in the orange glow of the school's lights, and surrounded by the scent of the fragrant olives...\betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him.\je t'aime...\I wanted to hear his voice.\sonna toko da That's how it is.\My long... response:	Long...
context: betsu ni kamawanai to kimi wa iu kedo You say that you don't mind...\tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him.\je t'aime...\I wanted to hear his voice.\sonna toko da That's how it is.\My long...\Long... response:	kimi ga iru no wa ikenai koto da But you shouldn't be with me.
context: tekitou na kotoba ga mitsukaranai And I can't find the words to play it off.\I wanted to catch just a glimpse of him.\je t'aime...\I wanted to hear his voice.\sonna toko da That's how it is.\My long...\Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me. response:	My...
context: I wanted to catch just a glimpse of him.\je t'aime...\I wanted to hear his voice.\sonna toko da That's how it is.\My long...\Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My... response:	It smells so nice.
context: je t'aime...\I wanted to hear his voice.\sonna toko da That's how it is.\My long...\Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My...\It smells so nice. response:	It's my favorite flower.
context: I wanted to hear his voice.\sonna toko da That's how it is.\My long...\Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My...\It smells so nice.\It's my favorite flower. response:	nayami tsukareta kyou mo mata I'm tired from all the worrying today.
context: sonna toko da That's how it is.\My long...\Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My...\It smells so nice.\It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today. response:	Do you like the fragrant olives, Yamada-san?
context: My long...\Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My...\It smells so nice.\It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san? response:	Yeah, I love them!
context: Long...\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My...\It smells so nice.\It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san?\Yeah, I love them! response:	Let's drink, Yamada-san!
context: kimi ga iru no wa ikenai koto da But you shouldn't be with me.\My...\It smells so nice.\It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san?\Yeah, I love them!\Let's drink, Yamada-san! response:	Yeah...
context: My...\It smells so nice.\It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san?\Yeah, I love them!\Let's drink, Yamada-san!\Yeah... response:	Now drink and eat!
context: It smells so nice.\It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san?\Yeah, I love them!\Let's drink, Yamada-san!\Yeah...\Now drink and eat! response:	Once we've eaten, we're going to the pool, the massage room, and the germanium bath!
context: It's my favorite flower.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san?\Yeah, I love them!\Let's drink, Yamada-san!\Yeah...\Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath! response:	We're doing the full course tonight!
context: nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Do you like the fragrant olives, Yamada-san?\Yeah, I love them!\Let's drink, Yamada-san!\Yeah...\Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight! response:	kimi ga iru no wa suteki na koto da It's nice that you're here with me.
context: Do you like the fragrant olives, Yamada-san?\Yeah, I love them!\Let's drink, Yamada-san!\Yeah...\Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me. response:	Yeah...
context: Yeah, I love them!\Let's drink, Yamada-san!\Yeah...\Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah... response:	yasashiku naru nani mo kamo It makes everything more kind.
context: Let's drink, Yamada-san!\Yeah...\Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah...\yasashiku naru nani mo kamo It makes everything more kind. response:	Hey, it's
context: Yeah...\Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah...\yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's response:	All right, that did the job.
context: Now drink and eat!\Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah...\yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's\All right, that did the job. response:	kimi ga iru no wa ikenai koto da But you shouldn't be with me.
context: Once we've eaten, we're going to the pool, the massage room, and the germanium bath!\We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah...\yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's\All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me. response:	Oh, Nomiya, good timing.
context: We're doing the full course tonight!\kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah...\yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's\All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing. response:	nayami tsukareta kyou mo mata I'm tired from all the worrying today.
context: kimi ga iru no wa suteki na koto da It's nice that you're here with me.\Yeah...\yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's\All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today. response:	Yamada-san is right there?
context: Yeah...\yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's\All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there? response:	Why?
context: yasashiku naru nani mo kamo It makes everything more kind.\Hey, it's\All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there?\Why? response:	She's asleep?
context: Hey, it's\All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there?\Why?\She's asleep? response:	Yeah, I basically wore her out with a full course at the Health Land.
context: All right, that did the job.\kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there?\Why?\She's asleep?\Yeah, I basically wore her out with a full course at the Health Land. response:	Sis... you wore her out?
context: kimi ga iru no wa ikenai koto da But you shouldn't be with me.\Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there?\Why?\She's asleep?\Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out? response:	Did something happen?
context: Oh, Nomiya, good timing.\nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there?\Why?\She's asleep?\Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out?\Did something happen? response:	Well, something did between Mayama and Rika-san.
context: nayami tsukareta kyou mo mata I'm tired from all the worrying today.\Yamada-san is right there?\Why?\She's asleep?\Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out?\Did something happen?\Well, something did between Mayama and Rika-san. response:	Was she crying again?
context: Yamada-san is right there?\Why?\She's asleep?\Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out?\Did something happen?\Well, something did between Mayama and Rika-san.\Was she crying again? response:	A little.
context: Why?\She's asleep?\Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out?\Did something happen?\Well, something did between Mayama and Rika-san.\Was she crying again?\A little. response:	But she's all right now.
context: She's asleep?\Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out?\Did something happen?\Well, something did between Mayama and Rika-san.\Was she crying again?\A little.\But she's all right now. response:	She's sleeping with her beautiful legs all exposed...
context: Yeah, I basically wore her out with a full course at the Health Land.\Sis... you wore her out?\Did something happen?\Well, something did between Mayama and Rika-san.\Was she crying again?\A little.\But she's all right now.\She's sleeping with her beautiful legs all exposed... response:	I wanna see that...
context: Sis... you wore her out?\Did something happen?\Well, something did between Mayama and Rika-san.\Was she crying again?\A little.\But she's all right now.\She's sleeping with her beautiful legs all exposed...\I wanna see that... response:	Oh my, Nomiya-san.
context: Did something happen?\Well, something did between Mayama and Rika-san.\Was she crying again?\A little.\But she's all right now.\She's sleeping with her beautiful legs all exposed...\I wanna see that...\Oh my, Nomiya-san. response:	You're too honest.
context: Well, something did between Mayama and Rika-san.\Was she crying again?\A little.\But she's all right now.\She's sleeping with her beautiful legs all exposed...\I wanna see that...\Oh my, Nomiya-san.\You're too honest. response:	I'm sorry, Sis.
context: Was she crying again?\A little.\But she's all right now.\She's sleeping with her beautiful legs all exposed...\I wanna see that...\Oh my, Nomiya-san.\You're too honest.\I'm sorry, Sis. response:	Please take care of her for me.
context: A little.\But she's all right now.\She's sleeping with her beautiful legs all exposed...\I wanna see that...\Oh my, Nomiya-san.\You're too honest.\I'm sorry, Sis.\Please take care of her for me. response:	But you know, Mayama's pretty weird.
context: But she's all right now.\She's sleeping with her beautiful legs all exposed...\I wanna see that...\Oh my, Nomiya-san.\You're too honest.\I'm sorry, Sis.\Please take care of her for me.\But you know, Mayama's pretty weird. response:	He was around a girl with her figure day in and day out and didn't budge.
context: She's sleeping with her beautiful legs all exposed...\I wanna see that...\Oh my, Nomiya-san.\You're too honest.\I'm sorry, Sis.\Please take care of her for me.\But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge. response:	She must've really been precious to him.
context: I wanna see that...\Oh my, Nomiya-san.\You're too honest.\I'm sorry, Sis.\Please take care of her for me.\But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him. response:	She must've really been precious to him.
context: Oh my, Nomiya-san.\You're too honest.\I'm sorry, Sis.\Please take care of her for me.\But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him.\She must've really been precious to him. response:	Damn!
context: You're too honest.\I'm sorry, Sis.\Please take care of her for me.\But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him.\She must've really been precious to him.\Damn! response:	Why doesn't that damn adolescent give me a call?!
context: I'm sorry, Sis.\Please take care of her for me.\But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him.\She must've really been precious to him.\Damn!\Why doesn't that damn adolescent give me a call?! response:	I hadn't heard from her so I figured she was doing well, and now this!
context: Please take care of her for me.\But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him.\She must've really been precious to him.\Damn!\Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this! response:	Gimme a break!
context: But you know, Mayama's pretty weird.\He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him.\She must've really been precious to him.\Damn!\Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break! response:	Did something happen to Yamada-san?
context: He was around a girl with her figure day in and day out and didn't budge.\She must've really been precious to him.\She must've really been precious to him.\Damn!\Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break!\Did something happen to Yamada-san? response:	Was that an S.O.S.?
context: She must've really been precious to him.\She must've really been precious to him.\Damn!\Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break!\Did something happen to Yamada-san?\Was that an S.O.S.? response:	Are you gonna go to her, Nomiya?
context: She must've really been precious to him.\Damn!\Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break!\Did something happen to Yamada-san?\Was that an S.O.S.?\Are you gonna go to her, Nomiya? response:	I am not.
context: Damn!\Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break!\Did something happen to Yamada-san?\Was that an S.O.S.?\Are you gonna go to her, Nomiya?\I am not. response:	I don't give a damn.
context: Why doesn't that damn adolescent give me a call?!\I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break!\Did something happen to Yamada-san?\Was that an S.O.S.?\Are you gonna go to her, Nomiya?\I am not.\I don't give a damn. response:	She can cry by herself!
context: I hadn't heard from her so I figured she was doing well, and now this!\Gimme a break!\Did something happen to Yamada-san?\Was that an S.O.S.?\Are you gonna go to her, Nomiya?\I am not.\I don't give a damn.\She can cry by herself! response:	N-Nomiya...!
context: Gimme a break!\Did something happen to Yamada-san?\Was that an S.O.S.?\Are you gonna go to her, Nomiya?\I am not.\I don't give a damn.\She can cry by herself!\N-Nomiya...! response:	I'll be able to come back in a little bit... just a little longer...
context: Did something happen to Yamada-san?\Was that an S.O.S.?\Are you gonna go to her, Nomiya?\I am not.\I don't give a damn.\She can cry by herself!\N-Nomiya...!\I'll be able to come back in a little bit... just a little longer... response:	So until then...
context: Was that an S.O.S.?\Are you gonna go to her, Nomiya?\I am not.\I don't give a damn.\She can cry by herself!\N-Nomiya...!\I'll be able to come back in a little bit... just a little longer...\So until then... response:	Please don't cry all by yourself...
context: Are you gonna go to her, Nomiya?\I am not.\I don't give a damn.\She can cry by herself!\N-Nomiya...!\I'll be able to come back in a little bit... just a little longer...\So until then...\Please don't cry all by yourself... response:	Don't cry in front of some other guy...
context: I am not.\I don't give a damn.\She can cry by herself!\N-Nomiya...!\I'll be able to come back in a little bit... just a little longer...\So until then...\Please don't cry all by yourself...\Don't cry in front of some other guy... response:	Why...
context: I don't give a damn.\She can cry by herself!\N-Nomiya...!\I'll be able to come back in a little bit... just a little longer...\So until then...\Please don't cry all by yourself...\Don't cry in front of some other guy...\Why... response:	Why is it?
context: She can cry by herself!\N-Nomiya...!\I'll be able to come back in a little bit... just a little longer...\So until then...\Please don't cry all by yourself...\Don't cry in front of some other guy...\Why...\Why is it? response:	The sand from those dunes, his expression, and his words...
context: N-Nomiya...!\I'll be able to come back in a little bit... just a little longer...\So until then...\Please don't cry all by yourself...\Don't cry in front of some other guy...\Why...\Why is it?\The sand from those dunes, his expression, and his words... response:	They...
context: I'll be able to come back in a little bit... just a little longer...\So until then...\Please don't cry all by yourself...\Don't cry in front of some other guy...\Why...\Why is it?\The sand from those dunes, his expression, and his words...\They... response:	M-M-M-M-M-Morita-san!
context: So until then...\Please don't cry all by yourself...\Don't cry in front of some other guy...\Why...\Why is it?\The sand from those dunes, his expression, and his words...\They...\M-M-M-M-M-Morita-san! response:	Why are you eating someone else's food?!
context: Please don't cry all by yourself...\Don't cry in front of some other guy...\Why...\Why is it?\The sand from those dunes, his expression, and his words...\They...\M-M-M-M-M-Morita-san!\Why are you eating someone else's food?! response:	I'm broke this month because I put all my money into getting a license!
context: Don't cry in front of some other guy...\Why...\Why is it?\The sand from those dunes, his expression, and his words...\They...\M-M-M-M-M-Morita-san!\Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license! response:	My plan to make it through to next month with just 100 yen bread crusts...
context: Why...\Why is it?\The sand from those dunes, his expression, and his words...\They...\M-M-M-M-M-Morita-san!\Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts... response:	Takemoto-kun, you can have my steamed bun!
context: Why is it?\The sand from those dunes, his expression, and his words...\They...\M-M-M-M-M-Morita-san!\Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun! response:	It's okay, isn't that your lunch, Hagu-chan?
context: The sand from those dunes, his expression, and his words...\They...\M-M-M-M-M-Morita-san!\Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan? response:	It's all right, Takemoto-kun.
context: They...\M-M-M-M-M-Morita-san!\Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun. response:	Please eat it...
context: M-M-M-M-M-Morita-san!\Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun.\Please eat it... response:	Morita-san?!
context: Why are you eating someone else's food?!\I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun.\Please eat it...\Morita-san?! response:	That's dirty!
context: I'm broke this month because I put all my money into getting a license!\My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun.\Please eat it...\Morita-san?!\That's dirty! response:	That is so dirty!
context: My plan to make it through to next month with just 100 yen bread crusts...\Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun.\Please eat it...\Morita-san?!\That's dirty!\That is so dirty! response:	Hey, Takemoto, am I that dirty?
context: Takemoto-kun, you can have my steamed bun!\It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun.\Please eat it...\Morita-san?!\That's dirty!\That is so dirty!\Hey, Takemoto, am I that dirty? response:	It's dirty!
context: It's okay, isn't that your lunch, Hagu-chan?\It's all right, Takemoto-kun.\Please eat it...\Morita-san?!\That's dirty!\That is so dirty!\Hey, Takemoto, am I that dirty?\It's dirty! response:	Am I so dirty that she has to rush to wash her hands with soap?
context: It's all right, Takemoto-kun.\Please eat it...\Morita-san?!\That's dirty!\That is so dirty!\Hey, Takemoto, am I that dirty?\It's dirty!\Am I so dirty that she has to rush to wash her hands with soap? response:	Oh no, oh no!
context: Please eat it...\Morita-san?!\That's dirty!\That is so dirty!\Hey, Takemoto, am I that dirty?\It's dirty!\Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no! response:	You're filthy.
context: Morita-san?!\That's dirty!\That is so dirty!\Hey, Takemoto, am I that dirty?\It's dirty!\Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no!\You're filthy. response:	Like the part where you put on little acts like that.
context: That's dirty!\That is so dirty!\Hey, Takemoto, am I that dirty?\It's dirty!\Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no!\You're filthy.\Like the part where you put on little acts like that. response:	Oh no!
context: That is so dirty!\Hey, Takemoto, am I that dirty?\It's dirty!\Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no!\You're filthy.\Like the part where you put on little acts like that.\Oh no! response:	And the part where you eat other people's food.
context: Hey, Takemoto, am I that dirty?\It's dirty!\Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no!\You're filthy.\Like the part where you put on little acts like that.\Oh no!\And the part where you eat other people's food. response:	In fact, you're pitch black.
context: It's dirty!\Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no!\You're filthy.\Like the part where you put on little acts like that.\Oh no!\And the part where you eat other people's food.\In fact, you're pitch black. response:	You've been a smartass lately, Takemoto!
context: Am I so dirty that she has to rush to wash her hands with soap?\Oh no, oh no!\You're filthy.\Like the part where you put on little acts like that.\Oh no!\And the part where you eat other people's food.\In fact, you're pitch black.\You've been a smartass lately, Takemoto! response:	You're yelling back at me?!
context: Oh no, oh no!\You're filthy.\Like the part where you put on little acts like that.\Oh no!\And the part where you eat other people's food.\In fact, you're pitch black.\You've been a smartass lately, Takemoto!\You're yelling back at me?! response:	Don't make a fuss here.
context: You're filthy.\Like the part where you put on little acts like that.\Oh no!\And the part where you eat other people's food.\In fact, you're pitch black.\You've been a smartass lately, Takemoto!\You're yelling back at me?!\Don't make a fuss here. response:	If you get in the way of Hagu's work...
context: Like the part where you put on little acts like that.\Oh no!\And the part where you eat other people's food.\In fact, you're pitch black.\You've been a smartass lately, Takemoto!\You're yelling back at me?!\Don't make a fuss here.\If you get in the way of Hagu's work... response:	I'll kill you.
