context: Well, Kosaki? response:	What do you think of our new fall offerings?
context: Wonder if she's under the weather.\Or maybe something's bugging her?\Huh? Everyone's going somewhere...\What was our next class again?\Gym! That's right, I've got to exercise, exercise!\I don't have time to sit around moping!\I've got to do whatever I can to lose weight today!\And so I've got to exercise! response:	I'm gonna exercise and forget how I messed up just now!
context: Or maybe something's bugging her?\Huh? Everyone's going somewhere...\What was our next class again?\Gym! That's right, I've got to exercise, exercise!\I don't have time to sit around moping!\I've got to do whatever I can to lose weight today!\And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now! response:	So the girls are swimming today, huh?
context: Huh? Everyone's going somewhere...\What was our next class again?\Gym! That's right, I've got to exercise, exercise!\I don't have time to sit around moping!\I've got to do whatever I can to lose weight today!\And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh? response:	But I'm hopeless in the water.
context: What was our next class again?\Gym! That's right, I've got to exercise, exercise!\I don't have time to sit around moping!\I've got to do whatever I can to lose weight today!\And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh?\But I'm hopeless in the water. response:	And besides, I'd rather not get into an outfit that will expose my body.
context: Gym! That's right, I've got to exercise, exercise!\I don't have time to sit around moping!\I've got to do whatever I can to lose weight today!\And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh?\But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body. response:	No, no! No whining, now!
context: I don't have time to sit around moping!\I've got to do whatever I can to lose weight today!\And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh?\But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now! response:	They say that swimming's a good way to lose weight! I've got to give it my all!
context: I've got to do whatever I can to lose weight today!\And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh?\But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all! response:	Hey, today you're pumped up, for once.
context: And so I've got to exercise!\I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh?\But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once. response:	How about it? Want to practice with me today?
context: I'm gonna exercise and forget how I messed up just now!\So the girls are swimming today, huh?\But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once.\How about it? Want to practice with me today? response:	I can go at your pace, all right?
context: So the girls are swimming today, huh?\But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once.\How about it? Want to practice with me today?\I can go at your pace, all right? response:	Sure! I'm counting on you!
context: But I'm hopeless in the water.\And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once.\How about it? Want to practice with me today?\I can go at your pace, all right?\Sure! I'm counting on you! response:	I never thought I'd end up drowning.
context: And besides, I'd rather not get into an outfit that will expose my body.\No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once.\How about it? Want to practice with me today?\I can go at your pace, all right?\Sure! I'm counting on you!\I never thought I'd end up drowning. response:	I guess I was totally weak from not having eaten.
context: No, no! No whining, now!\They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once.\How about it? Want to practice with me today?\I can go at your pace, all right?\Sure! I'm counting on you!\I never thought I'd end up drowning.\I guess I was totally weak from not having eaten. response:	Well, I toughed it out for one day.
context: They say that swimming's a good way to lose weight! I've got to give it my all!\Hey, today you're pumped up, for once.\How about it? Want to practice with me today?\I can go at your pace, all right?\Sure! I'm counting on you!\I never thought I'd end up drowning.\I guess I was totally weak from not having eaten.\Well, I toughed it out for one day. response:	Wonder if anything changed?
context: Hey, today you're pumped up, for once.\How about it? Want to practice with me today?\I can go at your pace, all right?\Sure! I'm counting on you!\I never thought I'd end up drowning.\I guess I was totally weak from not having eaten.\Well, I toughed it out for one day.\Wonder if anything changed? response:	Not that I think for a second that I've lost weight in a single day.
context: How about it? Want to practice with me today?\I can go at your pace, all right?\Sure! I'm counting on you!\I never thought I'd end up drowning.\I guess I was totally weak from not having eaten.\Well, I toughed it out for one day.\Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day. response:	I-I've gained weight!
context: I can go at your pace, all right?\Sure! I'm counting on you!\I never thought I'd end up drowning.\I guess I was totally weak from not having eaten.\Well, I toughed it out for one day.\Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day.\I-I've gained weight! response:	And so much, too! No way!
context: Sure! I'm counting on you!\I never thought I'd end up drowning.\I guess I was totally weak from not having eaten.\Well, I toughed it out for one day.\Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day.\I-I've gained weight!\And so much, too! No way! response:	But I've hardly eaten a thing today.
context: I never thought I'd end up drowning.\I guess I was totally weak from not having eaten.\Well, I toughed it out for one day.\Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day.\I-I've gained weight!\And so much, too! No way!\But I've hardly eaten a thing today. response:	Why?!
context: I guess I was totally weak from not having eaten.\Well, I toughed it out for one day.\Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day.\I-I've gained weight!\And so much, too! No way!\But I've hardly eaten a thing today.\Why?! response:	Onodera, are you okay?
context: Well, I toughed it out for one day.\Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day.\I-I've gained weight!\And so much, too! No way!\But I've hardly eaten a thing today.\Why?!\Onodera, are you okay? response:	Huh? What do you mean?
context: Wonder if anything changed?\Not that I think for a second that I've lost weight in a single day.\I-I've gained weight!\And so much, too! No way!\But I've hardly eaten a thing today.\Why?!\Onodera, are you okay?\Huh? What do you mean? response:	I'm totally fine.
context: Not that I think for a second that I've lost weight in a single day.\I-I've gained weight!\And so much, too! No way!\But I've hardly eaten a thing today.\Why?!\Onodera, are you okay?\Huh? What do you mean?\I'm totally fine. response:	What's going on with her?
context: I-I've gained weight!\And so much, too! No way!\But I've hardly eaten a thing today.\Why?!\Onodera, are you okay?\Huh? What do you mean?\I'm totally fine.\What's going on with her? response:	Is she feeling sick, after all?
context: And so much, too! No way!\But I've hardly eaten a thing today.\Why?!\Onodera, are you okay?\Huh? What do you mean?\I'm totally fine.\What's going on with her?\Is she feeling sick, after all? response:	And I heard she collapsed during gym yesterday.
context: But I've hardly eaten a thing today.\Why?!\Onodera, are you okay?\Huh? What do you mean?\I'm totally fine.\What's going on with her?\Is she feeling sick, after all?\And I heard she collapsed during gym yesterday. response:	Dammit, I wish I could help her somehow.
context: Why?!\Onodera, are you okay?\Huh? What do you mean?\I'm totally fine.\What's going on with her?\Is she feeling sick, after all?\And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow. response:	Come on! Muster up some courage, Raku!
context: Onodera, are you okay?\Huh? What do you mean?\I'm totally fine.\What's going on with her?\Is she feeling sick, after all?\And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku! response:	H-Hey, Onodera!
context: Huh? What do you mean?\I'm totally fine.\What's going on with her?\Is she feeling sick, after all?\And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku!\H-Hey, Onodera! response:	That konnyaku I boiled in soy sauce the other day... you remember that?
context: I'm totally fine.\What's going on with her?\Is she feeling sick, after all?\And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku!\H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that? response:	Yes, I remember.
context: What's going on with her?\Is she feeling sick, after all?\And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku!\H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember. response:	So anyway, this time I asked Miyamoto what your favorites were beforehand,
context: Is she feeling sick, after all?\And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku!\H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand, response:	and I made these.
context: And I heard she collapsed during gym yesterday.\Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku!\H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these. response:	Candied sweet potatoes.
context: Dammit, I wish I could help her somehow.\Come on! Muster up some courage, Raku!\H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these.\Candied sweet potatoes. response:	Wh-Why did you have to do that now?!
context: Come on! Muster up some courage, Raku!\H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these.\Candied sweet potatoes.\Wh-Why did you have to do that now?! response:	My favorite food is right before my eyes!
context: H-Hey, Onodera!\That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these.\Candied sweet potatoes.\Wh-Why did you have to do that now?!\My favorite food is right before my eyes! response:	What should I do? I want to eat them!
context: That konnyaku I boiled in soy sauce the other day... you remember that?\Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these.\Candied sweet potatoes.\Wh-Why did you have to do that now?!\My favorite food is right before my eyes!\What should I do? I want to eat them! response:	They smell so amazing!
context: Yes, I remember.\So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these.\Candied sweet potatoes.\Wh-Why did you have to do that now?!\My favorite food is right before my eyes!\What should I do? I want to eat them!\They smell so amazing! response:	That's Ichijo for you...
context: So anyway, this time I asked Miyamoto what your favorites were beforehand,\and I made these.\Candied sweet potatoes.\Wh-Why did you have to do that now?!\My favorite food is right before my eyes!\What should I do? I want to eat them!\They smell so amazing!\That's Ichijo for you... response:	One look and you can tell they're delicious!
context: and I made these.\Candied sweet potatoes.\Wh-Why did you have to do that now?!\My favorite food is right before my eyes!\What should I do? I want to eat them!\They smell so amazing!\That's Ichijo for you...\One look and you can tell they're delicious! response:	Don't tell me he made them just for me?
context: Candied sweet potatoes.\Wh-Why did you have to do that now?!\My favorite food is right before my eyes!\What should I do? I want to eat them!\They smell so amazing!\That's Ichijo for you...\One look and you can tell they're delicious!\Don't tell me he made them just for me? response:	No, no, I can't! I can't! I can't!
context: Wh-Why did you have to do that now?!\My favorite food is right before my eyes!\What should I do? I want to eat them!\They smell so amazing!\That's Ichijo for you...\One look and you can tell they're delicious!\Don't tell me he made them just for me?\No, no, I can't! I can't! I can't! response:	I've already decided not to eat anything today!
context: My favorite food is right before my eyes!\What should I do? I want to eat them!\They smell so amazing!\That's Ichijo for you...\One look and you can tell they're delicious!\Don't tell me he made them just for me?\No, no, I can't! I can't! I can't!\I've already decided not to eat anything today! response:	And I gained even more weight yesterday!
context: What should I do? I want to eat them!\They smell so amazing!\That's Ichijo for you...\One look and you can tell they're delicious!\Don't tell me he made them just for me?\No, no, I can't! I can't! I can't!\I've already decided not to eat anything today!\And I gained even more weight yesterday! response:	But... Ichijo did go to the trouble of making them for me.
context: They smell so amazing!\That's Ichijo for you...\One look and you can tell they're delicious!\Don't tell me he made them just for me?\No, no, I can't! I can't! I can't!\I've already decided not to eat anything today!\And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me. response:	One bite can't hurt...
context: That's Ichijo for you...\One look and you can tell they're delicious!\Don't tell me he made them just for me?\No, no, I can't! I can't! I can't!\I've already decided not to eat anything today!\And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me.\One bite can't hurt... response:	O-Onodera?
context: One look and you can tell they're delicious!\Don't tell me he made them just for me?\No, no, I can't! I can't! I can't!\I've already decided not to eat anything today!\And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me.\One bite can't hurt...\O-Onodera? response:	One bite can't hurt!
context: Don't tell me he made them just for me?\No, no, I can't! I can't! I can't!\I've already decided not to eat anything today!\And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me.\One bite can't hurt...\O-Onodera?\One bite can't hurt! response:	Hey, listen...
context: No, no, I can't! I can't! I can't!\I've already decided not to eat anything today!\And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me.\One bite can't hurt...\O-Onodera?\One bite can't hurt!\Hey, listen... response:	You don't have to force yourself, you know.
context: I've already decided not to eat anything today!\And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me.\One bite can't hurt...\O-Onodera?\One bite can't hurt!\Hey, listen...\You don't have to force yourself, you know. response:	S-Sorry, Ichijo.
context: And I gained even more weight yesterday!\But... Ichijo did go to the trouble of making them for me.\One bite can't hurt...\O-Onodera?\One bite can't hurt!\Hey, listen...\You don't have to force yourself, you know.\S-Sorry, Ichijo. response:	Actually, see, I'm not hungry right now.
context: But... Ichijo did go to the trouble of making them for me.\One bite can't hurt...\O-Onodera?\One bite can't hurt!\Hey, listen...\You don't have to force yourself, you know.\S-Sorry, Ichijo.\Actually, see, I'm not hungry right now. response:	I'm so sorry I'm not hungry!
context: One bite can't hurt...\O-Onodera?\One bite can't hurt!\Hey, listen...\You don't have to force yourself, you know.\S-Sorry, Ichijo.\Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry! response:	Huh? Hey!
context: O-Onodera?\One bite can't hurt!\Hey, listen...\You don't have to force yourself, you know.\S-Sorry, Ichijo.\Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry!\Huh? Hey! response:	It's so serious she can't even gulp down her favorite food?
context: One bite can't hurt!\Hey, listen...\You don't have to force yourself, you know.\S-Sorry, Ichijo.\Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry!\Huh? Hey!\It's so serious she can't even gulp down her favorite food? response:	Is she really okay?
context: Hey, listen...\You don't have to force yourself, you know.\S-Sorry, Ichijo.\Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry!\Huh? Hey!\It's so serious she can't even gulp down her favorite food?\Is she really okay? response:	I wanted to eat them!
context: You don't have to force yourself, you know.\S-Sorry, Ichijo.\Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry!\Huh? Hey!\It's so serious she can't even gulp down her favorite food?\Is she really okay?\I wanted to eat them! response:	They were delicious for sure!
context: S-Sorry, Ichijo.\Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry!\Huh? Hey!\It's so serious she can't even gulp down her favorite food?\Is she really okay?\I wanted to eat them!\They were delicious for sure! response:	And Ichijo made them just for me!
context: Actually, see, I'm not hungry right now.\I'm so sorry I'm not hungry!\Huh? Hey!\It's so serious she can't even gulp down her favorite food?\Is she really okay?\I wanted to eat them!\They were delicious for sure!\And Ichijo made them just for me! response:	I'm such an idiot!
context: I'm so sorry I'm not hungry!\Huh? Hey!\It's so serious she can't even gulp down her favorite food?\Is she really okay?\I wanted to eat them!\They were delicious for sure!\And Ichijo made them just for me!\I'm such an idiot! response:	What am I doing, anyway?
context: Huh? Hey!\It's so serious she can't even gulp down her favorite food?\Is she really okay?\I wanted to eat them!\They were delicious for sure!\And Ichijo made them just for me!\I'm such an idiot!\What am I doing, anyway? response:	I'm just spinning my wheels again.
context: It's so serious she can't even gulp down her favorite food?\Is she really okay?\I wanted to eat them!\They were delicious for sure!\And Ichijo made them just for me!\I'm such an idiot!\What am I doing, anyway?\I'm just spinning my wheels again. response:	Because of my selfishness, I ended up hurting Ichijo.
context: Is she really okay?\I wanted to eat them!\They were delicious for sure!\And Ichijo made them just for me!\I'm such an idiot!\What am I doing, anyway?\I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo. response:	How should I apologize to him?
context: I wanted to eat them!\They were delicious for sure!\And Ichijo made them just for me!\I'm such an idiot!\What am I doing, anyway?\I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him? response:	I wonder if he'll let me try them again?
context: They were delicious for sure!\And Ichijo made them just for me!\I'm such an idiot!\What am I doing, anyway?\I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him?\I wonder if he'll let me try them again? response:	H-How about some tea, Onodera?
context: And Ichijo made them just for me!\I'm such an idiot!\What am I doing, anyway?\I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him?\I wonder if he'll let me try them again?\H-How about some tea, Onodera? response:	My bad.
context: I'm such an idiot!\What am I doing, anyway?\I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him?\I wonder if he'll let me try them again?\H-How about some tea, Onodera?\My bad. response:	Guess I stuck my nose where it didn't belong, huh?
context: What am I doing, anyway?\I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him?\I wonder if he'll let me try them again?\H-How about some tea, Onodera?\My bad.\Guess I stuck my nose where it didn't belong, huh? response:	But it seemed like you hadn't been eating much lately,
context: I'm just spinning my wheels again.\Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him?\I wonder if he'll let me try them again?\H-How about some tea, Onodera?\My bad.\Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately, response:	so I thought it would be easier if it were something you liked.
context: Because of my selfishness, I ended up hurting Ichijo.\How should I apologize to him?\I wonder if he'll let me try them again?\H-How about some tea, Onodera?\My bad.\Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked. response:	I-Is anything bothering you?
context: How should I apologize to him?\I wonder if he'll let me try them again?\H-How about some tea, Onodera?\My bad.\Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked.\I-Is anything bothering you? response:	If you don't mind talking to me, I'll be happy to listen.
context: I wonder if he'll let me try them again?\H-How about some tea, Onodera?\My bad.\Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked.\I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen. response:	Ichijo...
context: H-How about some tea, Onodera?\My bad.\Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked.\I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen.\Ichijo... response:	So he was worried about me.
context: My bad.\Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked.\I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen.\Ichijo...\So he was worried about me. response:	I feel so bad about that.
context: Guess I stuck my nose where it didn't belong, huh?\But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked.\I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen.\Ichijo...\So he was worried about me.\I feel so bad about that. response:	When it's all my fault.
context: But it seemed like you hadn't been eating much lately,\so I thought it would be easier if it were something you liked.\I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen.\Ichijo...\So he was worried about me.\I feel so bad about that.\When it's all my fault. response:	But... what am I gonna do?
context: so I thought it would be easier if it were something you liked.\I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen.\Ichijo...\So he was worried about me.\I feel so bad about that.\When it's all my fault.\But... what am I gonna do? response:	That makes me happy, after all.
context: I-Is anything bothering you?\If you don't mind talking to me, I'll be happy to listen.\Ichijo...\So he was worried about me.\I feel so bad about that.\When it's all my fault.\But... what am I gonna do?\That makes me happy, after all. response:	Thank you for worrying about me.
context: If you don't mind talking to me, I'll be happy to listen.\Ichijo...\So he was worried about me.\I feel so bad about that.\When it's all my fault.\But... what am I gonna do?\That makes me happy, after all.\Thank you for worrying about me. response:	But it's nothing serious.
context: Ichijo...\So he was worried about me.\I feel so bad about that.\When it's all my fault.\But... what am I gonna do?\That makes me happy, after all.\Thank you for worrying about me.\But it's nothing serious. response:	You sure? If that's the case, fine.
context: So he was worried about me.\I feel so bad about that.\When it's all my fault.\But... what am I gonna do?\That makes me happy, after all.\Thank you for worrying about me.\But it's nothing serious.\You sure? If that's the case, fine. response:	Oh, but you better make sure you at least eat right, okay?
context: I feel so bad about that.\When it's all my fault.\But... what am I gonna do?\That makes me happy, after all.\Thank you for worrying about me.\But it's nothing serious.\You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay? response:	You're thin, Onodera,
context: When it's all my fault.\But... what am I gonna do?\That makes me happy, after all.\Thank you for worrying about me.\But it's nothing serious.\You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera, response:	so you gotta eat right or you'll pass out.
context: But... what am I gonna do?\That makes me happy, after all.\Thank you for worrying about me.\But it's nothing serious.\You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera,\so you gotta eat right or you'll pass out. response:	What's up with that smirk on your face?
context: That makes me happy, after all.\Thank you for worrying about me.\But it's nothing serious.\You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera,\so you gotta eat right or you'll pass out.\What's up with that smirk on your face? response:	No, no... It's nothing.
context: Thank you for worrying about me.\But it's nothing serious.\You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera,\so you gotta eat right or you'll pass out.\What's up with that smirk on your face?\No, no... It's nothing. response:	By the way, what's been bugging you?
context: But it's nothing serious.\You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera,\so you gotta eat right or you'll pass out.\What's up with that smirk on your face?\No, no... It's nothing.\By the way, what's been bugging you? response:	No, no, the problem's been solved.
context: You sure? If that's the case, fine.\Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera,\so you gotta eat right or you'll pass out.\What's up with that smirk on your face?\No, no... It's nothing.\By the way, what's been bugging you?\No, no, the problem's been solved. response:	I hope you know that scale's busted.
context: Oh, but you better make sure you at least eat right, okay?\You're thin, Onodera,\so you gotta eat right or you'll pass out.\What's up with that smirk on your face?\No, no... It's nothing.\By the way, what's been bugging you?\No, no, the problem's been solved.\I hope you know that scale's busted. response:	You should've told me sooner! I nearly had a heart attack!
context: You're thin, Onodera,\so you gotta eat right or you'll pass out.\What's up with that smirk on your face?\No, no... It's nothing.\By the way, what's been bugging you?\No, no, the problem's been solved.\I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack! response:	Good Morning
context: so you gotta eat right or you'll pass out.\What's up with that smirk on your face?\No, no... It's nothing.\By the way, what's been bugging you?\No, no, the problem's been solved.\I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack!\Good Morning response:	My name is Kosaki Onodera.
context: What's up with that smirk on your face?\No, no... It's nothing.\By the way, what's been bugging you?\No, no, the problem's been solved.\I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack!\Good Morning\My name is Kosaki Onodera. response:	When I was a third year in junior high,
context: No, no... It's nothing.\By the way, what's been bugging you?\No, no, the problem's been solved.\I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack!\Good Morning\My name is Kosaki Onodera.\When I was a third year in junior high, response:	I fell in love.
context: By the way, what's been bugging you?\No, no, the problem's been solved.\I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack!\Good Morning\My name is Kosaki Onodera.\When I was a third year in junior high,\I fell in love. response:	I fell in love with my classmate, Raku Ichijo.
context: No, no, the problem's been solved.\I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack!\Good Morning\My name is Kosaki Onodera.\When I was a third year in junior high,\I fell in love.\I fell in love with my classmate, Raku Ichijo. response:	It wasn't as if he was exceptionally good at schoolwork or sports,
context: I hope you know that scale's busted.\You should've told me sooner! I nearly had a heart attack!\Good Morning\My name is Kosaki Onodera.\When I was a third year in junior high,\I fell in love.\I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports, response:	but it was that simple, inner gentleness that I was so in love with.
context: You should've told me sooner! I nearly had a heart attack!\Good Morning\My name is Kosaki Onodera.\When I was a third year in junior high,\I fell in love.\I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with. response:	When we were second years, we became classmates for the first time,
context: Good Morning\My name is Kosaki Onodera.\When I was a third year in junior high,\I fell in love.\I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time, response:	and as third years, we finally got to be speaking acquaintances.
context: My name is Kosaki Onodera.\When I was a third year in junior high,\I fell in love.\I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances. response:	But normally, we had no real contact.
context: When I was a third year in junior high,\I fell in love.\I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact. response:	And I hardly ever went out of my way to talk to him,
context: I fell in love.\I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact.\And I hardly ever went out of my way to talk to him, response:	but saying good morning in the morning, and see you after class...
context: I fell in love with my classmate, Raku Ichijo.\It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact.\And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class... response:	That was what I looked forward to everyday.
context: It wasn't as if he was exceptionally good at schoolwork or sports,\but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact.\And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday. response:	Otori Girls' High School
context: but it was that simple, inner gentleness that I was so in love with.\When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact.\And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday.\Otori Girls' High School response:	All right!
context: When we were second years, we became classmates for the first time,\and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact.\And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday.\Otori Girls' High School\All right! response:	But...
context: and as third years, we finally got to be speaking acquaintances.\But normally, we had no real contact.\And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday.\Otori Girls' High School\All right!\But... response:	Hey, Raku,
context: But normally, we had no real contact.\And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday.\Otori Girls' High School\All right!\But...\Hey, Raku, response:	you've already narrowed it down to just one high school, right?
context: And I hardly ever went out of my way to talk to him,\but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday.\Otori Girls' High School\All right!\But...\Hey, Raku,\you've already narrowed it down to just one high school, right? response:	Yeah. Bonyari High.
