context: H! response:	O?!
context: It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\The Shinonome household was at peace again today. response:	Why is the Earth round?
context: It's moe!\It's Professor, nyan nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round? response:	Why do rockets fly?
context: It's Professor, nyan nyan!\It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly? response:	Why do magnets pull toward each other?
context: It's moe!\It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull toward each other? response:	Everything in this world can be proven by science.
context: It's Professor, nyan!\It's moe!\It's Professor, nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull toward each other?\Everything in this world can be proven by science. response:	In this world, there are talks about the afterworld,
context: It's moe!\It's Professor, nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull toward each other?\Everything in this world can be proven by science.\In this world, there are talks about the afterworld, response:	ghosts, ghost stories and other spiritual phenomena.
context: It's Professor, nyan nyan!\The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull toward each other?\Everything in this world can be proven by science.\In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena. response:	There's no way those kinds of sleep-inducing things could be real!
context: The Shinonome household was at peace again today.\Why is the Earth round?\Why do rockets fly?\Why do magnets pull toward each other?\Everything in this world can be proven by science.\In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real! response:	It'd be bad if they were...
context: Why is the Earth round?\Why do rockets fly?\Why do magnets pull toward each other?\Everything in this world can be proven by science.\In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were... response:	In other words...
context: Why do rockets fly?\Why do magnets pull toward each other?\Everything in this world can be proven by science.\In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were...\In other words... response:	I don't believe in spiritualists!
context: Why do magnets pull toward each other?\Everything in this world can be proven by science.\In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were...\In other words...\I don't believe in spiritualists! response:	Using my day off, I spent 8 hours going one-way to Mt. Osore.
context: Everything in this world can be proven by science.\In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were...\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore. response:	Getting closer to the summit, the beating of my heart increases.
context: In this world, there are talks about the afterworld,\ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were...\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases. response:	I wonder if a spiritualist really exists here.
context: ghosts, ghost stories and other spiritual phenomena.\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were...\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here. response:	If so, where?
context: There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were...\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where? response:	I wonder if she would live alone here.
context: It'd be bad if they were...\In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here. response:	Or...
context: In other words...\I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or... response:	There she is!
context: I don't believe in spiritualists!\Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is! response:	A-All right!
context: Using my day off, I spent 8 hours going one-way to Mt. Osore.\Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right! response:	Let's have her summon something already.
context: Getting closer to the summit, the beating of my heart increases.\I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already. response:	Excuse me.
context: I wonder if a spiritualist really exists here.\If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me. response:	Yes.
context: If so, where?\I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes. response:	Um... Please summon some soap!
context: I wonder if she would live alone here.\Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap! response:	Ah, okay.
context: Or...\There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, okay. response:	Bubble, it's Soap!
context: There she is!\A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, okay.\Bubble, it's Soap! response:	Mic test... mic test... mic test, test, test.
context: A-All right!\Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, okay.\Bubble, it's Soap!\Mic test... mic test... mic test, test, test. response:	What's this sensation of helplessness?
context: Let's have her summon something already.\Excuse me.\Yes.\Um... Please summon some soap!\Ah, okay.\Bubble, it's Soap!\Mic test... mic test... mic test, test, test.\What's this sensation of helplessness? response:	Could it be there's someone called Soap...?
context: Excuse me.\Yes.\Um... Please summon some soap!\Ah, okay.\Bubble, it's Soap!\Mic test... mic test... mic test, test, test.\What's this sensation of helplessness?\Could it be there's someone called Soap...? response:	I-It's S-Soap.
context: Yes.\Um... Please summon some soap!\Ah, okay.\Bubble, it's Soap!\Mic test... mic test... mic test, test, test.\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-Soap. response:	No, there can't be.
context: Um... Please summon some soap!\Ah, okay.\Bubble, it's Soap!\Mic test... mic test... mic test, test, test.\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-Soap.\No, there can't be. response:	What if I keep asking... Eventually, a contradiction point will appear.
context: Ah, okay.\Bubble, it's Soap!\Mic test... mic test... mic test, test, test.\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-Soap.\No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear. response:	I have a question.
context: Bubble, it's Soap!\Mic test... mic test... mic test, test, test.\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-Soap.\No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear.\I have a question. response:	What's the blood type of Soap?
context: Mic test... mic test... mic test, test, test.\What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-Soap.\No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear.\I have a question.\What's the blood type of Soap? response:	Who knows?
context: What's this sensation of helplessness?\Could it be there's someone called Soap...?\I-It's S-Soap.\No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows? response:	Let's try a simpler person.
context: Could it be there's someone called Soap...?\I-It's S-Soap.\No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person. response:	Excuse me.
context: I-It's S-Soap.\No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me. response:	Nobunaga... Please summon Oda Nobunaga!
context: No, there can't be.\What if I keep asking... Eventually, a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... Please summon Oda Nobunaga! response:	Please give me a break.
context: What if I keep asking... Eventually, a contradiction point will appear.\I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... Please summon Oda Nobunaga!\Please give me a break. response:	Rejecting me before even trying to summon him?
context: I have a question.\What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... Please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him? response:	No, she's old after all.
context: What's the blood type of Soap?\Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... Please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all. response:	She has to look after her health.
context: Who knows?\Let's try a simpler person.\Excuse me.\Nobunaga... Please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health. response:	I shouldn't scold her here.
context: Let's try a simpler person.\Excuse me.\Nobunaga... Please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here. response:	Excuse me.
context: Excuse me.\Nobunaga... Please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me. response:	Let's go home.
context: Nobunaga... Please summon Oda Nobunaga!\Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home. response:	Scolding people is not for me.
context: Please give me a break.\Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me. response:	Just by knowing that, I should reap what I've sown.
context: Rejecting me before even trying to summon him?\No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown. response:	Oh, Onii-san?
context: No, she's old after all.\She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san? response:	That'll be 5000 yen.
context: She has to look after her health.\I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen. response:	No way!
context: I shouldn't scold her here.\Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\No way! response:	Okay, here goes.
context: Excuse me.\Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\No way!\Okay, here goes. response:	Rock, paper, scissors.
context: Let's go home.\Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\No way!\Okay, here goes.\Rock, paper, scissors. response:	W-Whoa!
context: Scolding people is not for me.\Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\No way!\Okay, here goes.\Rock, paper, scissors.\W-Whoa! response:	You got it wrong, Mai-chan! Didn't I just explain it?
context: Just by knowing that, I should reap what I've sown.\Oh, Onii-san?\That'll be 5000 yen.\No way!\Okay, here goes.\Rock, paper, scissors.\W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it? response:	You have to hit me if you win!
context: Oh, Onii-san?\That'll be 5000 yen.\No way!\Okay, here goes.\Rock, paper, scissors.\W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win! response:	It's amazing. You've got incredible concentration.
context: That'll be 5000 yen.\No way!\Okay, here goes.\Rock, paper, scissors.\W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win!\It's amazing. You've got incredible concentration. response:	In a way, it's even crueller than hitting me.
context: No way!\Okay, here goes.\Rock, paper, scissors.\W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win!\It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me. response:	Listen.
context: Okay, here goes.\Rock, paper, scissors.\W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win!\It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me.\Listen. response:	As I've just explained,
context: Rock, paper, scissors.\W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win!\It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me.\Listen.\As I've just explained, response:	when you lose, you defend. When you win, you hit. Okay?
context: W-Whoa!\You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win!\It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me.\Listen.\As I've just explained,\when you lose, you defend. When you win, you hit. Okay? response:	Not now! Why did you hit me now?!
context: You got it wrong, Mai-chan! Didn't I just explain it?\You have to hit me if you win!\It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me.\Listen.\As I've just explained,\when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?! response:	Because I won just then.
context: You have to hit me if you win!\It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me.\Listen.\As I've just explained,\when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?!\Because I won just then. response:	It wasn't now, was it? It was just then!
context: It's amazing. You've got incredible concentration.\In a way, it's even crueller than hitting me.\Listen.\As I've just explained,\when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?!\Because I won just then.\It wasn't now, was it? It was just then! response:	It's the moment!
context: In a way, it's even crueller than hitting me.\Listen.\As I've just explained,\when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?!\Because I won just then.\It wasn't now, was it? It was just then!\It's the moment! response:	Live for the moment!
context: Listen.\As I've just explained,\when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?!\Because I won just then.\It wasn't now, was it? It was just then!\It's the moment!\Live for the moment! response:	We're that kind of living thing, you know!
context: As I've just explained,\when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?!\Because I won just then.\It wasn't now, was it? It was just then!\It's the moment!\Live for the moment!\We're that kind of living thing, you know! response:	First comes rock, next comes paper. Rockscispaper doesn't count,
context: when you lose, you defend. When you win, you hit. Okay?\Not now! Why did you hit me now?!\Because I won just then.\It wasn't now, was it? It was just then!\It's the moment!\Live for the moment!\We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count, response:	rock, paper, scissors!
context: Not now! Why did you hit me now?!\Because I won just then.\It wasn't now, was it? It was just then!\It's the moment!\Live for the moment!\We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors! response:	It's Nano, nyan
context: Because I won just then.\It wasn't now, was it? It was just then!\It's the moment!\Live for the moment!\We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\It's Nano, nyan response:	Okay then, let's do it again.
context: It wasn't now, was it? It was just then!\It's the moment!\Live for the moment!\We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\It's Nano, nyan\Okay then, let's do it again. response:	Rock, paper, scissors.
context: It's the moment!\Live for the moment!\We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\It's Nano, nyan\Okay then, let's do it again.\Rock, paper, scissors. response:	You have zero motivation to play?!
context: Live for the moment!\We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\It's Nano, nyan\Okay then, let's do it again.\Rock, paper, scissors.\You have zero motivation to play?! response:	You are a clown!
context: We're that kind of living thing, you know!\First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\It's Nano, nyan\Okay then, let's do it again.\Rock, paper, scissors.\You have zero motivation to play?!\You are a clown! response:	How much of a clown can you be?!
context: First comes rock, next comes paper. Rockscispaper doesn't count,\rock, paper, scissors!\It's Nano, nyan\Okay then, let's do it again.\Rock, paper, scissors.\You have zero motivation to play?!\You are a clown!\How much of a clown can you be?! response:	Something is coming... mentally.
context: rock, paper, scissors!\It's Nano, nyan\Okay then, let's do it again.\Rock, paper, scissors.\You have zero motivation to play?!\You are a clown!\How much of a clown can you be?!\Something is coming... mentally. response:	Ah, hold on, Mai-chan.
context: It's Nano, nyan\Okay then, let's do it again.\Rock, paper, scissors.\You have zero motivation to play?!\You are a clown!\How much of a clown can you be?!\Something is coming... mentally.\Ah, hold on, Mai-chan. response:	There it is.
context: Okay then, let's do it again.\Rock, paper, scissors.\You have zero motivation to play?!\You are a clown!\How much of a clown can you be?!\Something is coming... mentally.\Ah, hold on, Mai-chan.\There it is. response:	Mai-chan, w-what's with that?
context: Rock, paper, scissors.\You have zero motivation to play?!\You are a clown!\How much of a clown can you be?!\Something is coming... mentally.\Ah, hold on, Mai-chan.\There it is.\Mai-chan, w-what's with that? response:	I carved it.
context: You have zero motivation to play?!\You are a clown!\How much of a clown can you be?!\Something is coming... mentally.\Ah, hold on, Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it. response:	Thank god!
context: You are a clown!\How much of a clown can you be?!\Something is coming... mentally.\Ah, hold on, Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god! response:	I thought it had been reincarnated!
context: How much of a clown can you be?!\Something is coming... mentally.\Ah, hold on, Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god!\I thought it had been reincarnated! response:	I will put this here.
context: Something is coming... mentally.\Ah, hold on, Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god!\I thought it had been reincarnated!\I will put this here. response:	Somehow, she looks really happy.
context: Ah, hold on, Mai-chan.\There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god!\I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy. response:	Ah, well, that doesn't matter. Let's start.
context: There it is.\Mai-chan, w-what's with that?\I carved it.\Thank god!\I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start. response:	Okay. Rock, paper, scissors.
context: Mai-chan, w-what's with that?\I carved it.\Thank god!\I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors. response:	M-Mai-chan.
context: I carved it.\Thank god!\I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors.\M-Mai-chan. response:	That's...
context: Thank god!\I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors.\M-Mai-chan.\That's... response:	No way... such a brutal...
context: I thought it had been reincarnated!\I will put this here.\Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors.\M-Mai-chan.\That's...\No way... such a brutal... response:	Seriously, Mai-chan, that doesn't count.
context: I will put this here.\Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors.\M-Mai-chan.\That's...\No way... such a brutal...\Seriously, Mai-chan, that doesn't count. response:	Rockscispaper doesn't count.
context: Somehow, she looks really happy.\Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors.\M-Mai-chan.\That's...\No way... such a brutal...\Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count. response:	Also, hitting with the Buddha doesn't count either.
context: Ah, well, that doesn't matter. Let's start.\Okay. Rock, paper, scissors.\M-Mai-chan.\That's...\No way... such a brutal...\Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either. response:	Okay, let's do it again.
context: Okay. Rock, paper, scissors.\M-Mai-chan.\That's...\No way... such a brutal...\Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\Okay, let's do it again. response:	First comes rock -
context: M-Mai-chan.\That's...\No way... such a brutal...\Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\Okay, let's do it again.\First comes rock - response:	Rock, paper, scissors.
context: That's...\No way... such a brutal...\Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\Okay, let's do it again.\First comes rock -\Rock, paper, scissors. response:	Mai-chan...
context: No way... such a brutal...\Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\Okay, let's do it again.\First comes rock -\Rock, paper, scissors.\Mai-chan... response:	That, that!
context: Seriously, Mai-chan, that doesn't count.\Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\Okay, let's do it again.\First comes rock -\Rock, paper, scissors.\Mai-chan...\That, that! response:	That's it Mai-chan.
context: Rockscispaper doesn't count.\Also, hitting with the Buddha doesn't count either.\Okay, let's do it again.\First comes rock -\Rock, paper, scissors.\Mai-chan...\That, that!\That's it Mai-chan. response:	See, you can do it if you try!
context: Also, hitting with the Buddha doesn't count either.\Okay, let's do it again.\First comes rock -\Rock, paper, scissors.\Mai-chan...\That, that!\That's it Mai-chan.\See, you can do it if you try! response:	Okay, let's do the next one.
context: Okay, let's do it again.\First comes rock -\Rock, paper, scissors.\Mai-chan...\That, that!\That's it Mai-chan.\See, you can do it if you try!\Okay, let's do the next one. response:	First comes rock -
context: First comes rock -\Rock, paper, scissors.\Mai-chan...\That, that!\That's it Mai-chan.\See, you can do it if you try!\Okay, let's do the next one.\First comes rock - response:	God is dead!
context: Rock, paper, scissors.\Mai-chan...\That, that!\That's it Mai-chan.\See, you can do it if you try!\Okay, let's do the next one.\First comes rock -\God is dead! response:	God has died.
context: Mai-chan...\That, that!\That's it Mai-chan.\See, you can do it if you try!\Okay, let's do the next one.\First comes rock -\God is dead!\God has died. response:	Hey, why did you hit me?!
context: That, that!\That's it Mai-chan.\See, you can do it if you try!\Okay, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?! response:	You did it properly just now!
context: That's it Mai-chan.\See, you can do it if you try!\Okay, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?!\You did it properly just now! response:	How do I say it... Because I don't want to play.
context: See, you can do it if you try!\Okay, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?!\You did it properly just now!\How do I say it... Because I don't want to play. response:	Can I take a look at your Maitreya?
context: Okay, let's do the next one.\First comes rock -\God is dead!\God has died.\Hey, why did you hit me?!\You did it properly just now!\How do I say it... Because I don't want to play.\Can I take a look at your Maitreya? response:	Sure.
context: First comes rock -\God is dead!\God has died.\Hey, why did you hit me?!\You did it properly just now!\How do I say it... Because I don't want to play.\Can I take a look at your Maitreya?\Sure. response:	Then, I'll be going to the library to return the books!
context: God is dead!\God has died.\Hey, why did you hit me?!\You did it properly just now!\How do I say it... Because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books! response:	Make sure you look after the house, okay?
context: God has died.\Hey, why did you hit me?!\You did it properly just now!\How do I say it... Because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, okay? response:	Yes!
context: Hey, why did you hit me?!\You did it properly just now!\How do I say it... Because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, okay?\Yes! response:	I wonder why Nano's daruma has only one eye...
context: You did it properly just now!\How do I say it... Because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, okay?\Yes!\I wonder why Nano's daruma has only one eye... response:	That's it!
context: How do I say it... Because I don't want to play.\Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, okay?\Yes!\I wonder why Nano's daruma has only one eye...\That's it! response:	If Professor gave it another eye, Professor might get praised!
context: Can I take a look at your Maitreya?\Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, okay?\Yes!\I wonder why Nano's daruma has only one eye...\That's it!\If Professor gave it another eye, Professor might get praised! response:	Or perhaps...
context: Sure.\Then, I'll be going to the library to return the books!\Make sure you look after the house, okay?\Yes!\I wonder why Nano's daruma has only one eye...\That's it!\If Professor gave it another eye, Professor might get praised!\Or perhaps... response:	I might've got it a little bit wrong...
context: Then, I'll be going to the library to return the books!\Make sure you look after the house, okay?\Yes!\I wonder why Nano's daruma has only one eye...\That's it!\If Professor gave it another eye, Professor might get praised!\Or perhaps...\I might've got it a little bit wrong... response:	It's Nano's, so what do I do...
context: Make sure you look after the house, okay?\Yes!\I wonder why Nano's daruma has only one eye...\That's it!\If Professor gave it another eye, Professor might get praised!\Or perhaps...\I might've got it a little bit wrong...\It's Nano's, so what do I do... response:	Oh!
context: Yes!\I wonder why Nano's daruma has only one eye...\That's it!\If Professor gave it another eye, Professor might get praised!\Or perhaps...\I might've got it a little bit wrong...\It's Nano's, so what do I do...\Oh! response:	She might get mad at me!
context: I wonder why Nano's daruma has only one eye...\That's it!\If Professor gave it another eye, Professor might get praised!\Or perhaps...\I might've got it a little bit wrong...\It's Nano's, so what do I do...\Oh!\She might get mad at me! response:	You won't get any snacks for a long time!
context: That's it!\If Professor gave it another eye, Professor might get praised!\Or perhaps...\I might've got it a little bit wrong...\It's Nano's, so what do I do...\Oh!\She might get mad at me!\You won't get any snacks for a long time! response:	Um... here... and here...
context: If Professor gave it another eye, Professor might get praised!\Or perhaps...\I might've got it a little bit wrong...\It's Nano's, so what do I do...\Oh!\She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here... response:	What are you doing?
context: Or perhaps...\I might've got it a little bit wrong...\It's Nano's, so what do I do...\Oh!\She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing? response:	S-Sakamoto, what should I do? This...
context: I might've got it a little bit wrong...\It's Nano's, so what do I do...\Oh!\She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This... response:	What is this?
context: It's Nano's, so what do I do...\Oh!\She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This...\What is this? response:	What were you doing?!
context: Oh!\She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This...\What is this?\What were you doing?! response:	This is hers, right?
context: She might get mad at me!\You won't get any snacks for a long time!\Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This...\What is this?\What were you doing?!\This is hers, right? response:	You see, it didn't have an eye...
context: You won't get any snacks for a long time!\Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This...\What is this?\What were you doing?!\This is hers, right?\You see, it didn't have an eye... response:	It can't be helped, try doing what I say.
context: Um... here... and here...\What are you doing?\S-Sakamoto, what should I do? This...\What is this?\What were you doing?!\This is hers, right?\You see, it didn't have an eye...\It can't be helped, try doing what I say. response:	I'm home!
context: What are you doing?\S-Sakamoto, what should I do? This...\What is this?\What were you doing?!\This is hers, right?\You see, it didn't have an eye...\It can't be helped, try doing what I say.\I'm home! response:	Stay in good health.
context: S-Sakamoto, what should I do? This...\What is this?\What were you doing?!\This is hers, right?\You see, it didn't have an eye...\It can't be helped, try doing what I say.\I'm home!\Stay in good health. response:	Ah, Sakamoto!
